"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Groton School District","=""0590011""","Math","R",21,"*","*",11,52.4,"*","*",0,0.0,"*","*",455
"Guilford School District","=""0600011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","ELA","N",231,6,2.6,19,8.2,120,51.9,86,37.2,206,89.2,593
"Guilford School District","=""0600011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Math","N",230,9,3.9,65,28.3,110,47.8,46,20.0,156,67.8,571
"Guilford School District","=""0600011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","ELA","F",111,"*","*",31,27.9,42,37.8,"*","*","*","*",471
"Hamden School District","=""0620011""","ELA","N",225,18,8.0,34,15.1,120,53.3,53,23.6,173,76.9,547
"Hamden School District","=""0620011""","ELA","R",38,"*","*",9,23.7,17,44.7,"*","*","*","*",492
"Hamden School District","=""0620011""","Math","F",111,40,36.0,49,44.1,"*","*","*","*",22,19.8,450
"Hamden School District","=""0620011""","Math","N",225,37,16.4,97,43.1,71,31.6,20,8.9,91,40.4,510
"Hamden School District","=""0620011""","Math","R",38,11,28.9,17,44.7,"*","*","*","*",10,26.3,476
"Hartford School District","=""0640011""","ELA","F",846,440,52.0,"*","*",205,24.2,"*","*","*","*",429
"Hartford School District","=""0640011""","ELA","N",275,73,26.5,47,17.1,105,38.2,50,18.2,155,56.4,505
"Hartford School District","=""0640011""","ELA","R",41,"*","*",10,24.4,18,43.9,"*","*","*","*",481
"Hartford School District","=""0640011""","Math","F",845,485,57.4,284,33.6,"*","*","*","*",76,9.0,411
"Hartford School District","=""0640011""","Math","N",275,81,29.5,104,37.8,"*","*","*","*",90,32.7,483
"Hartford School District","=""0640011""","Math","R",41,13,31.7,22,53.7,"*","*","*","*",6,14.6,450
"Highville Charter School District","=""2860013""","ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","ELA","F",42,"*","*","*","*","*","*",0,0.0,"*","*",476
"Killingly School District","=""0690011""","ELA","N",119,"*","*",17,14.3,77,64.7,"*","*","*","*",516
"Killingly School District","=""0690011""","ELA","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Math","F",42,"*","*","*","*","*","*",0,0.0,"*","*",441
"Killingly School District","=""0690011""","Math","N",119,26,21.8,70,58.8,"*","*","*","*",23,19.3,471
"Killingly School District","=""0690011""","Math","R",12,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","ELA","F",74,29,39.2,24,32.4,"*","*","*","*","*","*",445
"Learn","=""2450014""","ELA","N",105,"*","*","*","*",57,54.3,33,31.4,90,85.7,566
"Learn","=""2450014""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Math","F",74,30,40.5,"*","*","*","*",0,0.0,"*","*",434
"Learn","=""2450014""","Math","N",105,"*","*",43,41.0,39,37.1,"*","*","*","*",517
"Learn","=""2450014""","Math","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","ELA","N",77,"*","*","*","*",56,72.7,10,13.0,66,85.7,550
"Lebanon School District","=""0710011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Math","N",77,6,7.8,29,37.7,30,39.0,12,15.6,42,54.5,542
"Lebanon School District","=""0710011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","ELA","F",29,"*","*","*","*","*","*",0,0.0,"*","*",474
"Ledyard School District","=""0720011""","ELA","N",153,"*","*",23,15.0,82,53.6,"*","*","*","*",542
"Ledyard School District","=""0720011""","ELA","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Math","F",29,"*","*","*","*","*","*","*","*","*","*",471
"Ledyard School District","=""0720011""","Math","N",153,18,11.8,64,41.8,48,31.4,23,15.0,71,46.4,530
"Ledyard School District","=""0720011""","Math","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","N",63,"*","*","*","*","*","*","*","*","*","*",549
"Litchfield School District","=""0740011""","Math","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","N",63,"*","*","*","*","*","*","*","*","*","*",543
"Madison School District","=""0760011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","N",285,"*","*","*","*",161,56.5,110,38.6,271,95.1,601
"Madison School District","=""0760011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","N",285,13,4.6,71,24.9,129,45.3,72,25.3,201,70.5,581
"Madison School District","=""0760011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","ELA","F",147,66,44.9,"*","*",53,36.1,"*","*","*","*",443
"Manchester School District","=""0770011""","ELA","N",178,"*","*",36,20.2,90,50.6,"*","*","*","*",512
"Manchester School District","=""0770011""","ELA","R",27,8,29.6,9,33.3,10,37.0,0,0.0,10,37.0,456
"Manchester School District","=""0770011""","Math","F",147,75,51.0,59,40.1,"*","*","*","*","*","*",419
"Manchester School District","=""0770011""","Math","N",178,"*","*",83,46.6,44,24.7,"*","*","*","*",483
"Manchester School District","=""0770011""","Math","R",27,"*","*",13,48.1,"*","*",0,0.0,"*","*",450
"Meriden School District","=""0800011""","ELA","F",254,123,48.4,70,27.6,"*","*","*","*",61,24.0,429
"Meriden School District","=""0800011""","ELA","N",188,35,18.6,"*","*",95,50.5,"*","*","*","*",508
"Meriden School District","=""0800011""","ELA","R",36,15,41.7,8,22.2,13,36.1,0,0.0,13,36.1,444
"Meriden School District","=""0800011""","Math","F",253,163,64.4,"*","*","*","*",0,0.0,"*","*",396
"Meriden School District","=""0800011""","Math","N",188,66,35.1,76,40.4,"*","*","*","*",46,24.5,460
"Meriden School District","=""0800011""","Math","R",36,"*","*",17,47.2,"*","*",0,0.0,"*","*",415
"Middletown School District","=""0830011""","ELA","F",108,41,38.0,"*","*","*","*","*","*","*","*",452
"Middletown School District","=""0830011""","ELA","N",166,"*","*",31,18.7,87,52.4,"*","*","*","*",516
"Middletown School District","=""0830011""","ELA","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Math","F",106,47,44.3,"*","*","*","*","*","*","*","*",431
"Middletown School District","=""0830011""","Math","N",166,"*","*",71,42.8,50,30.1,"*","*","*","*",487
"Middletown School District","=""0830011""","Math","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","ELA","F",56,"*","*","*","*",28,50.0,"*","*","*","*",482
"Milford School District","=""0840011""","ELA","N",372,22,5.9,56,15.1,237,63.7,57,15.3,294,79.0,543
"Milford School District","=""0840011""","ELA","R",24,"*","*","*","*",15,62.5,"*","*","*","*",499
"Milford School District","=""0840011""","Math","F",56,18,32.1,27,48.2,11,19.6,0,0.0,11,19.6,457
"Milford School District","=""0840011""","Math","N",371,"*","*",185,49.9,120,32.3,"*","*","*","*",510
"Milford School District","=""0840011""","Math","R",24,"*","*",9,37.5,7,29.2,"*","*","*","*",486
"Monroe School District","=""0850011""","ELA","F",17,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","ELA","N",239,17,7.1,22,9.2,128,53.6,72,30.1,200,83.7,568
"Monroe School District","=""0850011""","ELA","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","F",17,"*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Math","N",238,20,8.4,65,27.3,111,46.6,42,17.6,153,64.3,558
"Monroe School District","=""0850011""","Math","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","ELA","F",34,8,23.5,11,32.4,"*","*","*","*","*","*",465
"Montville School District","=""0860011""","ELA","N",89,"*","*","*","*",60,67.4,12,13.5,72,80.9,541
"Montville School District","=""0860011""","ELA","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Math","F",33,"*","*","*","*","*","*",0,0.0,"*","*",457
"Montville School District","=""0860011""","Math","N",89,"*","*",38,42.7,33,37.1,"*","*","*","*",520
"Montville School District","=""0860011""","Math","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","ELA","F",112,49,43.8,"*","*",31,27.7,"*","*","*","*",434
"Naugatuck School District","=""0880011""","ELA","N",147,23,15.6,33,22.4,82,55.8,9,6.1,91,61.9,504
"Naugatuck School District","=""0880011""","ELA","R",32,10,31.3,"*","*",14,43.8,"*","*","*","*",465
"Naugatuck School District","=""0880011""","Math","F",111,64,57.7,"*","*","*","*",0,0.0,"*","*",413
"Naugatuck School District","=""0880011""","Math","N",145,"*","*",65,44.8,41,28.3,"*","*","*","*",476
"Naugatuck School District","=""0880011""","Math","R",32,12,37.5,17,53.1,"*","*","*","*","*","*",436
"New Britain School District","=""0890011""","ELA","F",302,187,61.9,67,22.2,"*","*","*","*",48,15.9,406
"New Britain School District","=""0890011""","ELA","N",141,51,36.2,"*","*",54,38.3,"*","*","*","*",468
"New Britain School District","=""0890011""","ELA","R",28,11,39.3,9,32.1,8,28.6,0,0.0,8,28.6,445
"New Britain School District","=""0890011""","Math","F",302,196,64.9,91,30.1,"*","*","*","*","*","*",400
"New Britain School District","=""0890011""","Math","N",141,48,34.0,57,40.4,"*","*","*","*",36,25.5,463
"New Britain School District","=""0890011""","Math","R",28,"*","*",14,50.0,"*","*",0,0.0,"*","*",426
"New Canaan School District","=""0900011""","ELA","N",319,6,1.9,6,1.9,170,53.3,137,42.9,307,96.2,607
"New Canaan School District","=""0900011""","Math","N",319,8,2.5,43,13.5,151,47.3,117,36.7,268,84.0,609
"New Fairfield School District","=""0910011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","N",210,13,6.2,21,10.0,117,55.7,59,28.1,176,83.8,565
"New Fairfield School District","=""0910011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",210,23,11.0,86,41.0,78,37.1,23,11.0,101,48.1,526
"New Fairfield School District","=""0910011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","ELA","F",556,271,48.7,"*","*",140,25.2,"*","*","*","*",430
"New Haven School District","=""0930011""","ELA","N",497,151,30.4,93,18.7,208,41.9,45,9.1,253,50.9,480
"New Haven School District","=""0930011""","ELA","R",92,"*","*",27,29.3,41,44.6,"*","*","*","*",471
"New Haven School District","=""0930011""","Math","F",556,303,54.5,214,38.5,"*","*","*","*",39,7.0,411
"New Haven School District","=""0930011""","Math","N",497,181,36.4,213,42.9,81,16.3,22,4.4,103,20.7,453
"New Haven School District","=""0930011""","Math","R",92,33,35.9,48,52.2,"*","*","*","*",11,12.0,443
"New London School District","=""0950011""","ELA","F",92,48,52.2,"*","*","*","*",0,0.0,"*","*",414
"New London School District","=""0950011""","ELA","N",63,"*","*","*","*",25,39.7,"*","*","*","*",508
"New London School District","=""0950011""","ELA","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Math","F",92,52,56.5,30,32.6,"*","*","*","*","*","*",412
"New London School District","=""0950011""","Math","N",63,"*","*","*","*",18,28.6,7,11.1,25,39.7,489
"New London School District","=""0950011""","Math","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","ELA","F",38,"*","*","*","*",19,50.0,"*","*","*","*",500
"New Milford School District","=""0960011""","ELA","N",244,17,7.0,37,15.2,145,59.4,45,18.4,190,77.9,547
"New Milford School District","=""0960011""","ELA","R",20,"*","*","*","*",9,45.0,"*","*","*","*",511
"New Milford School District","=""0960011""","Math","F",38,"*","*",16,42.1,"*","*","*","*","*","*",491
"New Milford School District","=""0960011""","Math","N",244,23,9.4,99,40.6,89,36.5,33,13.5,122,50.0,535
"New Milford School District","=""0960011""","Math","R",20,"*","*",11,55.0,"*","*","*","*","*","*",473
"Newington School District","=""0940011""","ELA","F",38,"*","*","*","*","*","*","*","*","*","*",493
"Newington School District","=""0940011""","ELA","N",247,15,6.1,37,15.0,142,57.5,53,21.5,195,78.9,546
"Newington School District","=""0940011""","ELA","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Math","F",38,"*","*","*","*","*","*",0,0.0,"*","*",477
"Newington School District","=""0940011""","Math","N",247,"*","*",101,40.9,97,39.3,"*","*","*","*",533
"Newington School District","=""0940011""","Math","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","ELA","F",25,"*","*","*","*","*","*","*","*","*","*",544
"Newtown School District","=""0970011""","ELA","N",367,11,3.0,26,7.1,214,58.3,116,31.6,330,89.9,581
"Newtown School District","=""0970011""","ELA","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Math","F",25,"*","*","*","*","*","*","*","*","*","*",530
"Newtown School District","=""0970011""","Math","N",367,19,5.2,101,27.5,173,47.1,74,20.2,247,67.3,567
"Newtown School District","=""0970011""","Math","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","F",20,"*","*","*","*","*","*",0,0.0,"*","*",457
"North Branford School District","=""0990011""","ELA","N",125,"*","*",21,16.8,68,54.4,"*","*","*","*",522
"North Branford School District","=""0990011""","ELA","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Math","F",20,"*","*","*","*","*","*","*","*","*","*",438
"North Branford School District","=""0990011""","Math","N",124,"*","*",55,44.4,43,34.7,"*","*","*","*",504
"North Branford School District","=""0990011""","Math","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","N",223,15,6.7,33,14.8,128,57.4,47,21.1,175,78.5,544
"North Haven School District","=""1010011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Math","N",223,38,17.0,87,39.0,79,35.4,19,8.5,98,43.9,507
"North Haven School District","=""1010011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","N",46,"*","*","*","*",27,58.7,10,21.7,37,80.4,561
"North Stonington School District","=""1020011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N",46,"*","*",13,28.3,21,45.7,"*","*","*","*",553
"North Stonington School District","=""1020011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","F",279,104,37.3,"*","*",93,33.3,"*","*","*","*",452
"Norwalk School District","=""1030011""","ELA","N",426,41,9.6,71,16.7,248,58.2,66,15.5,314,73.7,532
"Norwalk School District","=""1030011""","ELA","R",47,"*","*",10,21.3,26,55.3,"*","*","*","*",485
"Norwalk School District","=""1030011""","Math","F",279,112,40.1,123,44.1,38,13.6,6,2.2,44,15.8,442
"Norwalk School District","=""1030011""","Math","N",426,70,16.4,194,45.5,120,28.2,42,9.9,162,38.0,508
"Norwalk School District","=""1030011""","Math","R",47,6,12.8,28,59.6,13,27.7,0,0.0,13,27.7,483
"Norwich Free Academy District","=""9010022""","ELA","F",214,90,42.1,"*","*",65,30.4,"*","*","*","*",452
"Norwich Free Academy District","=""9010022""","ELA","N",316,26,8.2,39,12.3,173,54.7,78,24.7,251,79.4,553
"Norwich Free Academy District","=""9010022""","ELA","R",40,9,22.5,"*","*",20,50.0,"*","*","*","*",498
"Norwich Free Academy District","=""9010022""","Math","F",214,102,47.7,79,36.9,"*","*","*","*",33,15.4,430
"Norwich Free Academy District","=""9010022""","Math","N",315,40,12.7,130,41.3,107,34.0,38,12.1,145,46.0,522
"Norwich Free Academy District","=""9010022""","Math","R",40,12,30.0,15,37.5,"*","*","*","*",13,32.5,484
"Norwich School District","=""1040011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",83,"*","*","*","*",50,60.2,20,24.1,70,84.3,560
"Old Saybrook School District","=""1060011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",83,8,9.6,30,36.1,33,39.8,12,14.5,45,54.2,543
"Old Saybrook School District","=""1060011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",156,8,5.1,18,11.5,94,60.3,36,23.1,130,83.3,557
"Oxford School District","=""1080011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","N",156,16,10.3,73,46.8,48,30.8,19,12.2,67,42.9,520
"Oxford School District","=""1080011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","F",43,12,27.9,"*","*",19,44.2,"*","*","*","*",472
"Plainfield School District","=""1090011""","ELA","N",81,"*","*",19,23.5,42,51.9,"*","*","*","*",528
"Plainfield School District","=""1090011""","ELA","R",22,"*","*","*","*",16,72.7,0,0.0,16,72.7,505
"Plainfield School District","=""1090011""","Math","F",43,18,41.9,"*","*","*","*",0,0.0,"*","*",442
"Plainfield School District","=""1090011""","Math","N",81,"*","*",47,58.0,19,23.5,"*","*","*","*",499
"Plainfield School District","=""1090011""","Math","R",22,"*","*",13,59.1,"*","*",0,0.0,"*","*",470
"Plainville School District","=""1100011""","ELA","F",37,"*","*","*","*","*","*","*","*","*","*",474
"Plainville School District","=""1100011""","ELA","N",133,17,12.8,31,23.3,67,50.4,18,13.5,85,63.9,518
"Plainville School District","=""1100011""","ELA","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Math","F",37,"*","*","*","*","*","*","*","*","*","*",462
"Plainville School District","=""1100011""","Math","N",133,26,19.5,56,42.1,42,31.6,9,6.8,51,38.3,504
"Plainville School District","=""1100011""","Math","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","ELA","F",23,"*","*","*","*","*","*",0,0.0,"*","*",442
"Plymouth School District","=""1110011""","ELA","N",77,"*","*",17,22.1,43,55.8,"*","*","*","*",512
"Plymouth School District","=""1110011""","ELA","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","F",23,"*","*","*","*","*","*",0,0.0,"*","*",424
"Plymouth School District","=""1110011""","Math","N",77,"*","*",35,45.5,28,36.4,"*","*","*","*",503
"Plymouth School District","=""1110011""","Math","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N",77,"*","*","*","*",46,59.7,23,29.9,69,89.6,579
"Portland School District","=""1130011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N",77,"*","*",30,39.0,28,36.4,"*","*","*","*",559
"Portland School District","=""1130011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","F",23,10,43.5,"*","*","*","*",0,0.0,"*","*",442
"Putnam School District","=""1160011""","ELA","N",23,"*","*",6,26.1,14,60.9,"*","*","*","*",526
"Putnam School District","=""1160011""","ELA","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","F",23,15,65.2,"*","*","*","*","*","*","*","*",411
"Putnam School District","=""1160011""","Math","N",23,"*","*",14,60.9,"*","*","*","*","*","*",482
"Putnam School District","=""1160011""","Math","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N",88,8,9.1,11,12.5,48,54.5,21,23.9,69,78.4,547
"Regional School District 01","=""2010012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","N",88,"*","*",39,44.3,34,38.6,"*","*","*","*",514
"Regional School District 01","=""2010012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",131,8,6.1,17,13.0,58,44.3,48,36.6,106,80.9,575
"Regional School District 04","=""2040012""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N",131,19,14.5,45,34.4,46,35.1,21,16.0,67,51.1,533
"Regional School District 04","=""2040012""","Math","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N",327,19,5.8,31,9.5,173,52.9,104,31.8,277,84.7,580
"Regional School District 05","=""2050012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","N",327,27,8.3,88,26.9,131,40.1,81,24.8,212,64.8,566
"Regional School District 05","=""2050012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","N",95,"*","*",16,16.8,62,65.3,"*","*","*","*",544
"Regional School District 06","=""2060012""","ELA","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","N",95,"*","*",40,42.1,39,41.1,"*","*","*","*",513
"Regional School District 06","=""2060012""","Math","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","N",170,9,5.3,16,9.4,102,60.0,43,25.3,145,85.3,563
"Regional School District 07","=""2070012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","N",170,15,8.8,53,31.2,79,46.5,23,13.5,102,60.0,546
"Regional School District 07","=""2070012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","N",227,13,5.7,15,6.6,135,59.5,64,28.2,199,87.7,570
"Regional School District 08","=""2080012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Math","N",226,16,7.1,63,27.9,96,42.5,51,22.6,147,65.0,567
"Regional School District 08","=""2080012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELA","N",250,"*","*","*","*",148,59.2,82,32.8,230,92.0,589
"Regional School District 09","=""2090012""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Math","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Math","N",250,12,4.8,55,22.0,130,52.0,53,21.2,183,73.2,574
"Regional School District 09","=""2090012""","Math","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","ELA","N",175,10,5.7,9,5.1,112,64.0,44,25.1,156,89.1,568
"Regional School District 10","=""2100012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","N",175,7,4.0,59,33.7,84,48.0,25,14.3,109,62.3,554
"Regional School District 10","=""2100012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","N",34,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 11","=""2110012""","Math","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Math","N",34,"*","*","*","*","*","*","*","*","*","*",508
"Regional School District 12","=""2120012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","N",45,"*","*","*","*",26,57.8,13,28.9,39,86.7,567
"Regional School District 12","=""2120012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
