"CT School Day SAT, 2015-16"
"All Districts, All Subjects, English Learner Status (EL)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Portland School District","=""1130011""","ELA","N",92,"*","*","*","*",55,59.8,23,25.0,78,84.8,563
"Portland School District","=""1130011""","Math","N",92,10,10.9,36,39.1,32,34.8,14,15.2,46,50.0,544
"Putnam School District","=""1160011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N",107,13,12.1,14,13.1,57,53.3,23,21.5,80,74.8,537
"Regional School District 01","=""2010012""","Math","N",107,"*","*",46,43.0,39,36.4,"*","*","*","*",503
"Regional School District 04","=""2040012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","N",113,9,8.0,19,16.8,70,61.9,15,13.3,85,75.2,536
"Regional School District 06","=""2060012""","Math","N",113,"*","*",45,39.8,45,39.8,"*","*","*","*",508
"Regional School District 07","=""2070012""","ELA","N",187,16,8.6,16,8.6,110,58.8,45,24.1,155,82.9,557
"Regional School District 07","=""2070012""","Math","N",187,19,10.2,61,32.6,84,44.9,23,12.3,107,57.2,539
"Regional School District 08","=""2080012""","ELA","N",243,17,7.0,17,7.0,142,58.4,67,27.6,209,86.0,565
"Regional School District 08","=""2080012""","Math","N",242,20,8.3,68,28.1,101,41.7,53,21.9,154,63.6,562
"Regional School District 09","=""2090012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","ELA","N",186,12,6.5,9,4.8,120,64.5,45,24.2,165,88.7,565
"Regional School District 10","=""2100012""","Math","N",186,9,4.8,64,34.4,88,47.3,25,13.4,113,60.8,550
"Regional School District 11","=""2110012""","ELA","N",42,"*","*",9,21.4,27,64.3,"*","*","*","*",518
"Regional School District 11","=""2110012""","Math","N",42,"*","*",24,57.1,10,23.8,"*","*","*","*",493
"Regional School District 12","=""2120012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELA","N",307,16,5.2,37,12.1,176,57.3,78,25.4,254,82.7,564
"Regional School District 15","=""2150012""","Math","N",307,24,7.8,95,30.9,141,45.9,47,15.3,188,61.2,550
"Regional School District 16","=""2160012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","ELA","N",146,9,6.2,11,7.5,88,60.3,38,26.0,126,86.3,563
"Regional School District 17","=""2170012""","Math","N",146,14,9.6,53,36.3,64,43.8,15,10.3,79,54.1,531
"Regional School District 18","=""2180012""","ELA","N",119,7,5.9,13,10.9,61,51.3,38,31.9,99,83.2,567
"Regional School District 18","=""2180012""","Math","N",119,15,12.6,33,27.7,55,46.2,16,13.4,71,59.7,543
"Regional School District 19","=""2190012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELA","N",418,"*","*","*","*",185,44.3,200,47.8,385,92.1,608
"Ridgefield School District","=""1180011""","Math","N",418,9,2.2,73,17.5,194,46.4,142,34.0,336,80.4,604
"Rocky Hill School District","=""1190011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",151,27,17.9,33,21.9,76,50.3,15,9.9,91,60.3,502
"Seymour School District","=""1240011""","Math","N",151,30,19.9,66,43.7,44,29.1,11,7.3,55,36.4,496
"Shelton School District","=""1260011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","ELA","N",101,11,10.9,14,13.9,56,55.4,20,19.8,76,75.2,538
"Stafford School District","=""1340011""","Math","N",101,13,12.9,40,39.6,37,36.6,11,10.9,48,47.5,526
"Stamford Academy District","=""2820013""","ELA","N",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford Academy District","=""2820013""","Math","N",25,19,76.0,6,24.0,0,0.0,0,0.0,0,0.0,370
"Stamford School District","=""1350011""","ELA","N",984,167,17.0,218,22.2,469,47.7,130,13.2,599,60.9,508
"Stamford School District","=""1350011""","ELA","Y",114,87,76.3,20,17.5,7,6.1,0,0.0,7,6.1,388
"Stamford School District","=""1350011""","Math","N",980,240,24.5,391,39.9,"*","*","*","*","*","*",495
"Stamford School District","=""1350011""","Math","Y",114,87,76.3,"*","*","*","*",0,0.0,"*","*",382
"Stonington School District","=""1370011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ELA","N",454,"*","*","*","*","*","*","*","*","*","*",505
"Stratford School District","=""1380011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Math","N",454,"*","*","*","*","*","*","*","*","*","*",477
"Stratford School District","=""1380011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","ELA","N",180,13,7.2,19,10.6,105,58.3,43,23.9,148,82.2,556
"Suffield School District","=""1390011""","Math","N",180,18,10.0,64,35.6,77,42.8,21,11.7,98,54.4,534
"The Bridge Academy District","=""2690013""","ELA","N",40,14,35.0,14,35.0,12,30.0,0,0.0,12,30.0,438
"The Bridge Academy District","=""2690013""","Math","N",40,"*","*",21,52.5,"*","*",0,0.0,"*","*",431
"The Gilbert School District","=""9020022""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","N",62,"*","*",11,17.7,37,59.7,"*","*","*","*",502
"Thomaston School District","=""1400011""","Math","N",62,"*","*",32,51.6,17,27.4,"*","*","*","*",478
"Thompson School District","=""1410011""","ELA","N",44,"*","*",11,25.0,24,54.5,"*","*","*","*",506
"Thompson School District","=""1410011""","Math","N",44,15,34.1,17,38.6,12,27.3,0,0.0,12,27.3,471
"Tolland School District","=""1420011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","ELA","N",187,"*","*","*","*","*","*","*","*","*","*",496
"Torrington School District","=""1430011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Math","N",187,"*","*","*","*","*","*","*","*","*","*",470
"Torrington School District","=""1430011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","ELA","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",186,"*","*","*","*","*","*","*","*","*","*",520
"Vernon School District","=""1460011""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Math","N",186,"*","*","*","*","*","*","*","*","*","*",495
"Vernon School District","=""1460011""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","ELA","N",447,"*","*","*","*","*","*","*","*","*","*",527
"Wallingford School District","=""1480011""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Math","N",447,"*","*","*","*","*","*","*","*","*","*",495
"Wallingford School District","=""1480011""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","ELA","N",951,326,34.3,271,28.5,"*","*","*","*","*","*",456
"Waterbury School District","=""1510011""","ELA","Y",104,93,89.4,"*","*","*","*",0,0.0,"*","*",367
"Waterbury School District","=""1510011""","Math","N",947,469,49.5,381,40.2,"*","*","*","*","*","*",423
"Waterbury School District","=""1510011""","Math","Y",102,85,83.3,"*","*","*","*",0,0.0,"*","*",372
"Waterford School District","=""1520011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","ELA","N",728,"*","*",88,12.1,"*","*",226,31.0,"*","*",564
"West Hartford School District","=""1550011""","ELA","Y",24,14,58.3,"*","*","*","*",0,0.0,"*","*",395
"West Hartford School District","=""1550011""","Math","N",727,94,12.9,213,29.3,"*","*","*","*","*","*",549
"West Hartford School District","=""1550011""","Math","Y",24,14,58.3,8,33.3,"*","*","*","*","*","*",421
"West Haven School District","=""1560011""","ELA","N",279,65,23.3,"*","*","*","*",17,6.1,"*","*",480
"West Haven School District","=""1560011""","ELA","Y",25,19,76.0,"*","*","*","*",0,0.0,"*","*",382
"West Haven School District","=""1560011""","Math","N",279,86,30.8,142,50.9,45,16.1,6,2.2,51,18.3,460
"West Haven School District","=""1560011""","Math","Y",25,18,72.0,7,28.0,0,0.0,0,0.0,0,0.0,383
"Westbrook School District","=""1540011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","N",197,19,9.6,12,6.1,90,45.7,76,38.6,166,84.3,585
"Weston School District","=""1570011""","Math","N",197,25,12.7,32,16.2,69,35.0,71,36.0,140,71.1,582
"Westport School District","=""1580011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","ELA","N",244,"*","*","*","*","*","*","*","*","*","*",525
"Wethersfield School District","=""1590011""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Math","N",244,"*","*","*","*","*","*","*","*","*","*",520
"Wethersfield School District","=""1590011""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","ELA","N",328,10,3.0,13,4.0,163,49.7,142,43.3,305,93.0,604
"Wilton School District","=""1610011""","Math","N",327,12,3.7,66,20.2,135,41.3,114,34.9,249,76.1,596
"Windham School District","=""1630011""","ELA","N",76,26,34.2,"*","*",22,28.9,"*","*","*","*",453
"Windham School District","=""1630011""","ELA","Y",27,"*","*","*","*",0,0.0,0,0.0,0,0.0,373
"Windham School District","=""1630011""","Math","N",76,40,52.6,"*","*","*","*",0,0.0,"*","*",428
"Windham School District","=""1630011""","Math","Y",27,"*","*","*","*",0,0.0,0,0.0,0,0.0,355
"Windsor Locks School District","=""1650011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELA","N",258,21,8.1,39,15.1,153,59.3,45,17.4,198,76.7,540
"Woodstock Academy District","=""9030022""","Math","N",258,34,13.2,93,36.0,76,29.5,55,21.3,131,50.8,538

