"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Gender"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Monroe School District","=""0850011""","ELA","Female",130,10,7.7,7,5.4,74,56.9,39,30.0,113,86.9,571
"Monroe School District","=""0850011""","ELA","Male",140,11,7.9,22,15.7,72,51.4,35,25.0,107,76.4,553
"Monroe School District","=""0850011""","Math","Female",130,12,9.2,36,27.7,62,47.7,20,15.4,82,63.1,549
"Monroe School District","=""0850011""","Math","Male",139,13,9.4,42,30.2,60,43.2,24,17.3,84,60.4,554
"Montville School District","=""0860011""","ELA","Female",65,"*","*",11,16.9,40,61.5,"*","*","*","*",532
"Montville School District","=""0860011""","ELA","Male",71,"*","*",12,16.9,40,56.3,"*","*","*","*",499
"Montville School District","=""0860011""","Math","Female",65,"*","*",27,41.5,25,38.5,"*","*","*","*",505
"Montville School District","=""0860011""","Math","Male",70,"*","*",32,45.7,19,27.1,"*","*","*","*",495
"Naugatuck School District","=""0880011""","ELA","Female",141,"*","*",42,29.8,67,47.5,"*","*","*","*",484
"Naugatuck School District","=""0880011""","ELA","Male",150,55,36.7,"*","*",60,40.0,"*","*","*","*",462
"Naugatuck School District","=""0880011""","Math","Female",140,54,38.6,62,44.3,24,17.1,0,0.0,24,17.1,446
"Naugatuck School District","=""0880011""","Math","Male",148,59,39.9,56,37.8,"*","*","*","*",33,22.3,449
"New Britain School District","=""0890011""","ELA","Female",235,111,47.2,54,23.0,64,27.2,6,2.6,70,29.8,435
"New Britain School District","=""0890011""","ELA","Male",236,138,58.5,48,20.3,42,17.8,8,3.4,50,21.2,418
"New Britain School District","=""0890011""","Math","Female",235,124,52.8,84,35.7,"*","*","*","*",27,11.5,421
"New Britain School District","=""0890011""","Math","Male",236,132,55.9,78,33.1,"*","*","*","*",26,11.0,420
"New Canaan School District","=""0900011""","ELA","Female",155,"*","*","*","*",84,54.2,63,40.6,147,94.8,601
"New Canaan School District","=""0900011""","ELA","Male",164,"*","*","*","*",86,52.4,74,45.1,160,97.6,612
"New Canaan School District","=""0900011""","Math","Female",155,"*","*","*","*",73,47.1,51,32.9,124,80.0,596
"New Canaan School District","=""0900011""","Math","Male",164,"*","*","*","*",78,47.6,66,40.2,144,87.8,622
"New Fairfield School District","=""0910011""","ELA","Female",102,"*","*","*","*",63,61.8,24,23.5,87,85.3,566
"New Fairfield School District","=""0910011""","ELA","Male",125,"*","*","*","*",67,53.6,37,29.6,104,83.2,562
"New Fairfield School District","=""0910011""","Math","Female",102,11,10.8,50,49.0,31,30.4,10,9.8,41,40.2,519
"New Fairfield School District","=""0910011""","Math","Male",125,17,13.6,42,33.6,53,42.4,13,10.4,66,52.8,526
"New Haven School District","=""0930011""","ELA","Female",612,225,36.8,136,22.2,220,35.9,31,5.1,251,41.0,459
"New Haven School District","=""0930011""","ELA","Male",533,219,41.1,117,22.0,169,31.7,28,5.3,197,37.0,450
"New Haven School District","=""0930011""","Math","Female",612,281,45.9,249,40.7,70,11.4,12,2.0,82,13.4,430
"New Haven School District","=""0930011""","Math","Male",533,236,44.3,226,42.4,56,10.5,15,2.8,71,13.3,433
"New London School District","=""0950011""","ELA","Female",86,29,33.7,"*","*",24,27.9,"*","*","*","*",464
"New London School District","=""0950011""","ELA","Male",84,38,45.2,"*","*",22,26.2,"*","*","*","*",441
"New London School District","=""0950011""","Math","Female",86,36,41.9,30,34.9,"*","*","*","*",20,23.3,447
"New London School District","=""0950011""","Math","Male",84,41,48.8,25,29.8,"*","*","*","*",18,21.4,442
"New Milford School District","=""0960011""","ELA","Female",148,10,6.8,25,16.9,88,59.5,25,16.9,113,76.4,542
"New Milford School District","=""0960011""","ELA","Male",154,19,12.3,22,14.3,85,55.2,28,18.2,113,73.4,535
"New Milford School District","=""0960011""","Math","Female",148,12,8.1,77,52.0,45,30.4,14,9.5,59,39.9,521
"New Milford School District","=""0960011""","Math","Male",154,24,15.6,49,31.8,59,38.3,22,14.3,81,52.6,530
"Newington School District","=""0940011""","ELA","Female",165,12,7.3,26,15.8,95,57.6,32,19.4,127,77.0,539
"Newington School District","=""0940011""","ELA","Male",135,14,10.4,28,20.7,68,50.4,25,18.5,93,68.9,529
"Newington School District","=""0940011""","Math","Female",165,20,12.1,66,40.0,63,38.2,16,9.7,79,47.9,521
"Newington School District","=""0940011""","Math","Male",135,16,11.9,59,43.7,48,35.6,12,8.9,60,44.4,522
"Newtown School District","=""0970011""","ELA","Female",186,"*","*","*","*",114,61.3,52,28.0,166,89.2,574
"Newtown School District","=""0970011""","ELA","Male",217,"*","*","*","*",122,56.2,69,31.8,191,88.0,579
"Newtown School District","=""0970011""","Math","Female",186,8,4.3,60,32.3,89,47.8,29,15.6,118,63.4,557
"Newtown School District","=""0970011""","Math","Male",217,17,7.8,54,24.9,99,45.6,47,21.7,146,67.3,567
"North Branford School District","=""0990011""","ELA","Female",78,8,10.3,16,20.5,42,53.8,12,15.4,54,69.2,525
"North Branford School District","=""0990011""","ELA","Male",76,17,22.4,14,18.4,37,48.7,8,10.5,45,59.2,494
"North Branford School District","=""0990011""","Math","Female",77,"*","*",33,42.9,25,32.5,"*","*","*","*",501
"North Branford School District","=""0990011""","Math","Male",76,"*","*",31,40.8,22,28.9,"*","*","*","*",485
"North Haven School District","=""1010011""","ELA","Female",134,7,5.2,22,16.4,78,58.2,27,20.1,105,78.4,542
"North Haven School District","=""1010011""","ELA","Male",111,10,9.0,14,12.6,66,59.5,21,18.9,87,78.4,541
"North Haven School District","=""1010011""","Math","Female",134,21,15.7,56,41.8,48,35.8,9,6.7,57,42.5,505
"North Haven School District","=""1010011""","Math","Male",111,20,18.0,41,36.9,39,35.1,11,9.9,50,45.0,511
"North Stonington School District","=""1020011""","ELA","Female",21,"*","*","*","*",13,61.9,"*","*","*","*",552
"North Stonington School District","=""1020011""","ELA","Male",34,"*","*","*","*",19,55.9,"*","*","*","*",545
"North Stonington School District","=""1020011""","Math","Female",21,0,0.0,"*","*",12,57.1,"*","*","*","*",549
"North Stonington School District","=""1020011""","Math","Male",34,"*","*",8,23.5,11,32.4,"*","*","*","*",532
"Norwalk School District","=""1030011""","ELA","Female",344,62,18.0,74,21.5,167,48.5,41,11.9,208,60.5,508
"Norwalk School District","=""1030011""","ELA","Male",408,93,22.8,81,19.9,200,49.0,34,8.3,234,57.4,492
"Norwalk School District","=""1030011""","Math","Female",344,82,23.8,165,48.0,72,20.9,25,7.3,97,28.2,484
"Norwalk School District","=""1030011""","Math","Male",408,106,26.0,180,44.1,99,24.3,23,5.6,122,29.9,480
"Norwich Free Academy District","=""9010022""","ELA","Female",312,63,20.2,53,17.0,147,47.1,49,15.7,196,62.8,515
"Norwich Free Academy District","=""9010022""","ELA","Male",258,62,24.0,37,14.3,111,43.0,48,18.6,159,61.6,507
"Norwich Free Academy District","=""9010022""","Math","Female",311,83,26.7,125,40.2,87,28.0,16,5.1,103,33.1,482
"Norwich Free Academy District","=""9010022""","Math","Male",258,71,27.5,99,38.4,57,22.1,31,12.0,88,34.1,488
"Norwich School District","=""1040011""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Female",50,"*","*","*","*",29,58.0,10,20.0,39,78.0,551
"Old Saybrook School District","=""1060011""","ELA","Male",46,"*","*","*","*",27,58.7,11,23.9,38,82.6,549
"Old Saybrook School District","=""1060011""","Math","Female",50,"*","*",22,44.0,18,36.0,"*","*","*","*",518
"Old Saybrook School District","=""1060011""","Math","Male",46,"*","*",15,32.6,18,39.1,"*","*","*","*",550
"Oxford School District","=""1080011""","ELA","Female",74,"*","*","*","*",45,60.8,18,24.3,63,85.1,558
"Oxford School District","=""1080011""","ELA","Male",93,"*","*","*","*",55,59.1,18,19.4,73,78.5,548
"Oxford School District","=""1080011""","Math","Female",74,"*","*",41,55.4,22,29.7,"*","*","*","*",515
"Oxford School District","=""1080011""","Math","Male",93,"*","*",41,44.1,27,29.0,"*","*","*","*",518
"Path Academy District","=""2930013""","ELA","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Female",80,"*","*",20,25.0,47,58.8,"*","*","*","*",500
"Plainfield School District","=""1090011""","ELA","Male",66,"*","*",13,19.7,30,45.5,"*","*","*","*",517
"Plainfield School District","=""1090011""","Math","Female",80,"*","*",43,53.8,18,22.5,"*","*","*","*",472
"Plainfield School District","=""1090011""","Math","Male",66,"*","*",32,48.5,15,22.7,"*","*","*","*",485
"Plainville School District","=""1100011""","ELA","Female",88,10,11.4,24,27.3,46,52.3,8,9.1,54,61.4,505
"Plainville School District","=""1100011""","ELA","Male",93,16,17.2,19,20.4,46,49.5,12,12.9,58,62.4,511
"Plainville School District","=""1100011""","Math","Female",88,"*","*",50,56.8,19,21.6,"*","*","*","*",485
"Plainville School District","=""1100011""","Math","Male",93,26,28.0,"*","*",35,37.6,"*","*","*","*",505
"Plymouth School District","=""1110011""","ELA","Female",45,"*","*",11,24.4,19,42.2,"*","*","*","*",489
"Plymouth School District","=""1110011""","ELA","Male",66,"*","*",15,22.7,38,57.6,"*","*","*","*",500
"Plymouth School District","=""1110011""","Math","Female",45,"*","*",20,44.4,13,28.9,"*","*","*","*",469
"Plymouth School District","=""1110011""","Math","Male",66,"*","*",27,40.9,20,30.3,"*","*","*","*",483
"Portland School District","=""1130011""","ELA","Female",47,"*","*","*","*",30,63.8,9,19.1,39,83.0,556
"Portland School District","=""1130011""","ELA","Male",45,"*","*","*","*",25,55.6,14,31.1,39,86.7,571
"Portland School District","=""1130011""","Math","Female",47,"*","*",23,48.9,13,27.7,"*","*","*","*",525
"Portland School District","=""1130011""","Math","Male",45,"*","*",13,28.9,19,42.2,"*","*","*","*",563
"Putnam School District","=""1160011""","ELA","Female",32,8,25.0,"*","*",13,40.6,"*","*","*","*",477
"Putnam School District","=""1160011""","ELA","Male",23,7,30.4,"*","*",12,52.2,"*","*","*","*",483
"Putnam School District","=""1160011""","Math","Female",32,13,40.6,16,50.0,"*","*","*","*","*","*",448
"Putnam School District","=""1160011""","Math","Male",23,10,43.5,9,39.1,"*","*","*","*","*","*",446
"Regional School District 01","=""2010012""","ELA","Female",63,"*","*","*","*",35,55.6,13,20.6,48,76.2,543
"Regional School District 01","=""2010012""","ELA","Male",44,"*","*","*","*",22,50.0,10,22.7,32,72.7,529
"Regional School District 01","=""2010012""","Math","Female",63,"*","*",25,39.7,23,36.5,"*","*","*","*",491
"Regional School District 01","=""2010012""","Math","Male",44,"*","*",21,47.7,16,36.4,"*","*","*","*",520
"Regional School District 04","=""2040012""","ELA","Female",77,"*","*","*","*",33,42.9,29,37.7,62,80.5,577
"Regional School District 04","=""2040012""","ELA","Male",67,"*","*","*","*",33,49.3,19,28.4,52,77.6,557
"Regional School District 04","=""2040012""","Math","Female",77,11,14.3,29,37.7,26,33.8,11,14.3,37,48.1,527
"Regional School District 04","=""2040012""","Math","Male",67,12,17.9,23,34.3,22,32.8,10,14.9,32,47.8,523
"Regional School District 05","=""2050012""","ELA","Female",163,10,6.1,13,8.0,87,53.4,53,32.5,140,85.9,582
"Regional School District 05","=""2050012""","ELA","Male",181,14,7.7,20,11.0,92,50.8,55,30.4,147,81.2,572
"Regional School District 05","=""2050012""","Math","Female",163,12,7.4,46,28.2,67,41.1,38,23.3,105,64.4,565
"Regional School District 05","=""2050012""","Math","Male",181,19,10.5,47,26.0,71,39.2,44,24.3,115,63.5,562
"Regional School District 06","=""2060012""","ELA","Female",60,"*","*",11,18.3,36,60.0,"*","*","*","*",538
"Regional School District 06","=""2060012""","ELA","Male",53,"*","*",8,15.1,34,64.2,"*","*","*","*",534
"Regional School District 06","=""2060012""","Math","Female",60,"*","*",26,43.3,23,38.3,"*","*","*","*",506
"Regional School District 06","=""2060012""","Math","Male",53,"*","*",19,35.8,22,41.5,"*","*","*","*",510
"Regional School District 07","=""2070012""","ELA","Female",109,6,5.5,10,9.2,68,62.4,25,22.9,93,85.3,565
"Regional School District 07","=""2070012""","ELA","Male",78,10,12.8,6,7.7,42,53.8,20,25.6,62,79.5,546
"Regional School District 07","=""2070012""","Math","Female",109,7,6.4,40,36.7,47,43.1,15,13.8,62,56.9,544
"Regional School District 07","=""2070012""","Math","Male",78,12,15.4,21,26.9,37,47.4,8,10.3,45,57.7,533
"Regional School District 08","=""2080012""","ELA","Female",122,"*","*","*","*",75,61.5,36,29.5,111,91.0,582
"Regional School District 08","=""2080012""","ELA","Male",121,"*","*","*","*",67,55.4,31,25.6,98,81.0,548
"Regional School District 08","=""2080012""","Math","Female",122,9,7.4,28,23.0,58,47.5,27,22.1,85,69.7,567
"Regional School District 08","=""2080012""","Math","Male",120,11,9.2,40,33.3,43,35.8,26,21.7,69,57.5,558
"Regional School District 09","=""2090012""","ELA","Female",119,"*","*","*","*",71,59.7,39,32.8,110,92.4,592
"Regional School District 09","=""2090012""","ELA","Male",144,"*","*","*","*",81,56.3,48,33.3,129,89.6,583
"Regional School District 09","=""2090012""","Math","Female",119,6,5.0,30,25.2,64,53.8,19,16.0,83,69.7,562
"Regional School District 09","=""2090012""","Math","Male",144,7,4.9,29,20.1,71,49.3,37,25.7,108,75.0,583
"Regional School District 10","=""2100012""","ELA","Female",84,"*","*","*","*",54,64.3,23,27.4,77,91.7,575
"Regional School District 10","=""2100012""","ELA","Male",102,"*","*","*","*",66,64.7,22,21.6,88,86.3,557
"Regional School District 10","=""2100012""","Math","Female",84,"*","*",32,38.1,37,44.0,"*","*","*","*",552
"Regional School District 10","=""2100012""","Math","Male",102,"*","*",32,31.4,51,50.0,"*","*","*","*",549
"Regional School District 11","=""2110012""","ELA","Female",23,"*","*","*","*","*","*","*","*","*","*",516
"Regional School District 11","=""2110012""","ELA","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Math","Female",23,"*","*","*","*","*","*",0,0.0,"*","*",473
"Regional School District 11","=""2110012""","Math","Male",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","Female",22,"*","*","*","*",12,54.5,7,31.8,19,86.4,570
"Regional School District 12","=""2120012""","ELA","Male",27,"*","*","*","*",14,51.9,6,22.2,20,74.1,540
"Regional School District 12","=""2120012""","Math","Female",22,"*","*",8,36.4,10,45.5,"*","*","*","*",552
"Regional School District 12","=""2120012""","Math","Male",27,"*","*",8,29.6,10,37.0,"*","*","*","*",533
"Regional School District 13","=""2130012""","ELA","Female",66,"*","*","*","*",42,63.6,19,28.8,61,92.4,578
"Regional School District 13","=""2130012""","ELA","Male",74,"*","*","*","*",40,54.1,18,24.3,58,78.4,541
"Regional School District 13","=""2130012""","Math","Female",66,"*","*",25,37.9,30,45.5,"*","*","*","*",528
"Regional School District 13","=""2130012""","Math","Male",74,"*","*",28,37.8,27,36.5,"*","*","*","*",529
"Regional School District 14","=""2140012""","ELA","Female",106,7,6.6,13,12.3,66,62.3,20,18.9,86,81.1,549
"Regional School District 14","=""2140012""","ELA","Male",65,10,15.4,10,15.4,36,55.4,9,13.8,45,69.2,519
"Regional School District 14","=""2140012""","Math","Female",106,"*","*",46,43.4,44,41.5,"*","*","*","*",538
"Regional School District 14","=""2140012""","Math","Male",65,"*","*",26,40.0,20,30.8,"*","*","*","*",522
"Regional School District 15","=""2150012""","ELA","Female",144,"*","*","*","*",84,58.3,34,23.6,118,81.9,564
"Regional School District 15","=""2150012""","ELA","Male",163,"*","*","*","*",92,56.4,44,27.0,136,83.4,565
"Regional School District 15","=""2150012""","Math","Female",144,11,7.6,52,36.1,60,41.7,21,14.6,81,56.3,543
"Regional School District 15","=""2150012""","Math","Male",163,13,8.0,43,26.4,81,49.7,26,16.0,107,65.6,556
"Regional School District 16","=""2160012""","ELA","Female",91,"*","*","*","*",56,61.5,18,19.8,74,81.3,550
"Regional School District 16","=""2160012""","ELA","Male",73,"*","*",16,21.9,42,57.5,"*","*","*","*",530
"Regional School District 16","=""2160012""","Math","Female",91,"*","*",38,41.8,25,27.5,"*","*","*","*",497
"Regional School District 16","=""2160012""","Math","Male",73,"*","*",28,38.4,27,37.0,"*","*","*","*",505
"Regional School District 17","=""2170012""","ELA","Female",78,"*","*","*","*",52,66.7,19,24.4,71,91.0,572
"Regional School District 17","=""2170012""","ELA","Male",68,"*","*","*","*",36,52.9,19,27.9,55,80.9,552
"Regional School District 17","=""2170012""","Math","Female",78,"*","*",31,39.7,35,44.9,"*","*","*","*",533
"Regional School District 17","=""2170012""","Math","Male",68,"*","*",22,32.4,29,42.6,"*","*","*","*",529
"Regional School District 18","=""2180012""","ELA","Female",55,"*","*","*","*",31,56.4,17,30.9,48,87.3,569
"Regional School District 18","=""2180012""","ELA","Male",64,"*","*","*","*",30,46.9,21,32.8,51,79.7,566
"Regional School District 18","=""2180012""","Math","Female",55,7,12.7,17,30.9,25,45.5,6,10.9,31,56.4,540
"Regional School District 18","=""2180012""","Math","Male",64,8,12.5,16,25.0,30,46.9,10,15.6,40,62.5,545
"Regional School District 19","=""2190012""","ELA","Female",142,"*","*","*","*",84,59.2,34,23.9,118,83.1,562
"Regional School District 19","=""2190012""","ELA","Male",126,"*","*","*","*",67,53.2,33,26.2,100,79.4,557
"Regional School District 19","=""2190012""","Math","Female",142,8,5.6,61,43.0,58,40.8,15,10.6,73,51.4,536
"Regional School District 19","=""2190012""","Math","Male",126,18,14.3,37,29.4,40,31.7,31,24.6,71,56.3,555
"Ridgefield School District","=""1180011""","ELA","Female",208,"*","*","*","*",83,39.9,108,51.9,191,91.8,613
"Ridgefield School District","=""1180011""","ELA","Male",210,"*","*","*","*",102,48.6,92,43.8,194,92.4,603
"Ridgefield School District","=""1180011""","Math","Female",208,"*","*","*","*",101,48.6,63,30.3,164,78.8,597
"Ridgefield School District","=""1180011""","Math","Male",210,"*","*","*","*",93,44.3,79,37.6,172,81.9,610
"Rocky Hill School District","=""1190011""","ELA","Female",72,"*","*",15,20.8,40,55.6,"*","*","*","*",537
"Rocky Hill School District","=""1190011""","ELA","Male",99,"*","*","*","*",60,60.6,17,17.2,77,77.8,542
"Rocky Hill School District","=""1190011""","Math","Female",72,7,9.7,27,37.5,29,40.3,9,12.5,38,52.8,529
"Rocky Hill School District","=""1190011""","Math","Male",99,13,13.1,32,32.3,38,38.4,16,16.2,54,54.5,534
"Salem School District","=""1210011""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","Female",69,"*","*",18,26.1,40,58.0,"*","*","*","*",503
"Seymour School District","=""1240011""","ELA","Male",82,20,24.4,"*","*",36,43.9,"*","*","*","*",502
"Seymour School District","=""1240011""","Math","Female",69,"*","*",32,46.4,22,31.9,"*","*","*","*",495
"Seymour School District","=""1240011""","Math","Male",82,"*","*",34,41.5,22,26.8,"*","*","*","*",498
"Shelton School District","=""1260011""","ELA","Female",181,10,5.5,24,13.3,112,61.9,35,19.3,147,81.2,552
"Shelton School District","=""1260011""","ELA","Male",190,25,13.2,35,18.4,102,53.7,28,14.7,130,68.4,528
"Shelton School District","=""1260011""","Math","Female",181,21,11.6,59,32.6,85,47.0,16,8.8,101,55.8,527
"Shelton School District","=""1260011""","Math","Male",190,31,16.3,60,31.6,79,41.6,20,10.5,99,52.1,522
"Simsbury School District","=""1280011""","ELA","Female",174,6,3.4,18,10.3,82,47.1,68,39.1,150,86.2,590
"Simsbury School District","=""1280011""","ELA","Male",187,12,6.4,9,4.8,95,50.8,71,38.0,166,88.8,587
"Simsbury School District","=""1280011""","Math","Female",174,12,6.9,43,24.7,72,41.4,47,27.0,119,68.4,577
"Simsbury School District","=""1280011""","Math","Male",187,10,5.3,34,18.2,76,40.6,67,35.8,143,76.5,598
"Somers School District","=""1290011""","ELA","Female",51,"*","*","*","*",31,60.8,9,17.6,40,78.4,542
"Somers School District","=""1290011""","ELA","Male",52,"*","*","*","*",31,59.6,11,21.2,42,80.8,548
"Somers School District","=""1290011""","Math","Female",51,"*","*",22,43.1,24,47.1,"*","*","*","*",535
"Somers School District","=""1290011""","Math","Male",52,"*","*",16,30.8,17,32.7,"*","*","*","*",539
"South Windsor School District","=""1320011""","ELA","Female",181,9,5.0,21,11.6,115,63.5,36,19.9,151,83.4,557
"South Windsor School District","=""1320011""","ELA","Male",145,8,5.5,19,13.1,82,56.6,36,24.8,118,81.4,557
"South Windsor School District","=""1320011""","Math","Female",181,15,8.3,62,34.3,79,43.6,25,13.8,104,57.5,544
"South Windsor School District","=""1320011""","Math","Male",145,17,11.7,37,25.5,59,40.7,32,22.1,91,62.8,558
"Southington School District","=""1310011""","ELA","Female",242,12,5.0,38,15.7,141,58.3,51,21.1,192,79.3,548
"Southington School District","=""1310011""","ELA","Male",228,27,11.8,37,16.2,118,51.8,46,20.2,164,71.9,534
"Southington School District","=""1310011""","Math","Female",242,16,6.6,107,44.2,92,38.0,27,11.2,119,49.2,533
"Southington School District","=""1310011""","Math","Male",228,25,11.0,82,36.0,88,38.6,33,14.5,121,53.1,539
"Stafford School District","=""1340011""","ELA","Female",45,"*","*","*","*",21,46.7,11,24.4,32,71.1,541
"Stafford School District","=""1340011""","ELA","Male",56,"*","*","*","*",35,62.5,9,16.1,44,78.6,536
"Stafford School District","=""1340011""","Math","Female",45,"*","*",17,37.8,15,33.3,"*","*","*","*",519
"Stafford School District","=""1340011""","Math","Male",56,"*","*",23,41.1,22,39.3,"*","*","*","*",532
"Stamford Academy District","=""2820013""","ELA","Female",8,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELA","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","Female",8,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","ELA","Female",539,111,20.6,129,23.9,235,43.6,64,11.9,299,55.5,498
"Stamford School District","=""1350011""","ELA","Male",559,143,25.6,109,19.5,241,43.1,66,11.8,307,54.9,494
"Stamford School District","=""1350011""","Math","Female",539,162,30.1,230,42.7,100,18.6,47,8.7,147,27.3,476
"Stamford School District","=""1350011""","Math","Male",555,165,29.7,184,33.2,142,25.6,64,11.5,206,37.1,491
"Stonington School District","=""1370011""","ELA","Female",89,7,7.9,11,12.4,54,60.7,17,19.1,71,79.8,553
"Stonington School District","=""1370011""","ELA","Male",79,14,17.7,7,8.9,46,58.2,12,15.2,58,73.4,525
"Stonington School District","=""1370011""","Math","Female",89,9,10.1,37,41.6,27,30.3,16,18.0,43,48.3,537
"Stonington School District","=""1370011""","Math","Male",79,13,16.5,31,39.2,23,29.1,12,15.2,35,44.3,519
"Stratford School District","=""1380011""","ELA","Female",242,36,14.9,45,18.6,136,56.2,25,10.3,161,66.5,509
"Stratford School District","=""1380011""","ELA","Male",222,53,23.9,46,20.7,102,45.9,21,9.5,123,55.4,495
"Stratford School District","=""1380011""","Math","Female",242,60,24.8,113,46.7,60,24.8,9,3.7,69,28.5,479
"Stratford School District","=""1380011""","Math","Male",222,75,33.8,86,38.7,44,19.8,17,7.7,61,27.5,471
"Suffield School District","=""1390011""","ELA","Female",90,7,7.8,6,6.7,56,62.2,21,23.3,77,85.6,562
"Suffield School District","=""1390011""","ELA","Male",90,6,6.7,13,14.4,49,54.4,22,24.4,71,78.9,550
"Suffield School District","=""1390011""","Math","Female",90,8,8.9,31,34.4,41,45.6,10,11.1,51,56.7,541
"Suffield School District","=""1390011""","Math","Male",90,10,11.1,33,36.7,36,40.0,11,12.2,47,52.2,527
"The Bridge Academy District","=""2690013""","ELA","Female",25,"*","*","*","*","*","*",0,0.0,"*","*",442
"The Bridge Academy District","=""2690013""","ELA","Male",15,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","Female",25,"*","*","*","*","*","*",0,0.0,"*","*",439
"The Bridge Academy District","=""2690013""","Math","Male",15,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","Female",42,"*","*",6,14.3,25,59.5,"*","*","*","*",508
"The Gilbert School District","=""9020022""","ELA","Male",60,16,26.7,"*","*",27,45.0,"*","*","*","*",492
"The Gilbert School District","=""9020022""","Math","Female",42,"*","*",18,42.9,12,28.6,"*","*","*","*",494
"The Gilbert School District","=""9020022""","Math","Male",59,19,32.2,18,30.5,"*","*","*","*",22,37.3,503
"Thomaston School District","=""1400011""","ELA","Female",32,"*","*","*","*",20,62.5,"*","*","*","*",500
"Thomaston School District","=""1400011""","ELA","Male",30,"*","*","*","*",17,56.7,"*","*","*","*",503
"Thomaston School District","=""1400011""","Math","Female",32,"*","*",22,68.8,"*","*","*","*","*","*",468
"Thomaston School District","=""1400011""","Math","Male",30,"*","*",10,33.3,"*","*",0,0.0,"*","*",489
"Thompson School District","=""1410011""","ELA","Female",23,"*","*","*","*",15,65.2,"*","*","*","*",519
"Thompson School District","=""1410011""","ELA","Male",21,"*","*","*","*",9,42.9,"*","*","*","*",491
"Thompson School District","=""1410011""","Math","Female",23,"*","*","*","*",6,26.1,0,0.0,6,26.1,485
"Thompson School District","=""1410011""","Math","Male",21,"*","*","*","*",6,28.6,0,0.0,6,28.6,456
"Tolland School District","=""1420011""","ELA","Female",107,"*","*","*","*",68,63.6,26,24.3,94,87.9,568
"Tolland School District","=""1420011""","ELA","Male",94,"*","*","*","*",48,51.1,31,33.0,79,84.0,571
"Tolland School District","=""1420011""","Math","Female",107,"*","*",36,33.6,50,46.7,"*","*","*","*",558
"Tolland School District","=""1420011""","Math","Male",94,"*","*","*","*",43,45.7,28,29.8,71,75.5,582
"Torrington School District","=""1430011""","ELA","Female",91,15,16.5,19,20.9,50,54.9,7,7.7,57,62.6,507
"Torrington School District","=""1430011""","ELA","Male",106,25,23.6,27,25.5,48,45.3,6,5.7,54,50.9,476
"Torrington School District","=""1430011""","Math","Female",91,22,24.2,47,51.6,"*","*","*","*",22,24.2,469
"Torrington School District","=""1430011""","Math","Male",106,35,33.0,44,41.5,"*","*","*","*",27,25.5,463
"Trumbull School District","=""1440011""","ELA","Female",266,14,5.3,34,12.8,158,59.4,60,22.6,218,82.0,553
"Trumbull School District","=""1440011""","ELA","Male",229,13,5.7,26,11.4,130,56.8,60,26.2,190,83.0,562
"Trumbull School District","=""1440011""","Math","Female",266,22,8.3,105,39.5,91,34.2,48,18.0,139,52.3,544
"Trumbull School District","=""1440011""","Math","Male",229,18,7.9,61,26.6,91,39.7,59,25.8,150,65.5,572
"Unified School District #2","=""3470015""","ELA","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","ELA","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","Female",104,15,14.4,23,22.1,49,47.1,17,16.3,66,63.5,522
"Vernon School District","=""1460011""","ELA","Male",88,15,17.0,15,17.0,50,56.8,8,9.1,58,65.9,511
"Vernon School District","=""1460011""","Math","Female",104,"*","*",44,42.3,33,31.7,"*","*","*","*",491
"Vernon School District","=""1460011""","Math","Male",88,"*","*",34,38.6,31,35.2,"*","*","*","*",495
"Wallingford School District","=""1480011""","ELA","Female",247,24,9.7,33,13.4,160,64.8,30,12.1,190,76.9,526
