"CT School Day SAT, 2015-16"
"All Districts, All Subjects, High Needs (F/R, EL or SWD)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"New Fairfield School District","=""0910011""","ELA","Y",34,"*","*","*","*",15,44.1,"*","*","*","*",493
"New Fairfield School District","=""0910011""","ELA","N",193,"*","*","*","*",115,59.6,"*","*","*","*",577
"New Fairfield School District","=""0910011""","Math","Y",34,15,44.1,10,29.4,"*","*","*","*",9,26.5,448
"New Fairfield School District","=""0910011""","Math","N",193,"*","*",82,42.5,76,39.4,"*","*","*","*",536
"New Haven School District","=""0930011""","ELA","Y",733,356,48.6,169,23.1,193,26.3,15,2.0,208,28.4,430
"New Haven School District","=""0930011""","ELA","N",412,88,21.4,84,20.4,196,47.6,44,10.7,240,58.3,498
"New Haven School District","=""0930011""","Math","Y",733,398,54.3,282,38.5,47,6.4,6,0.8,53,7.2,412
"New Haven School District","=""0930011""","Math","N",412,119,28.9,193,46.8,79,19.2,21,5.1,100,24.3,467
"New London School District","=""0950011""","ELA","Y",122,"*","*",34,27.9,23,18.9,"*","*","*","*",419
"New London School District","=""0950011""","ELA","N",48,"*","*",10,20.8,23,47.9,"*","*","*","*",538
"New London School District","=""0950011""","Math","Y",122,68,55.7,40,32.8,"*","*","*","*",14,11.5,416
"New London School District","=""0950011""","Math","N",48,"*","*",15,31.3,18,37.5,"*","*","*","*",516
"New Milford School District","=""0960011""","ELA","Y",80,22,27.5,19,23.8,31,38.8,8,10.0,39,48.8,481
"New Milford School District","=""0960011""","ELA","N",222,7,3.2,28,12.6,142,64.0,45,20.3,187,84.2,559
"New Milford School District","=""0960011""","Math","Y",80,27,33.8,33,41.3,"*","*","*","*",20,25.0,462
"New Milford School District","=""0960011""","Math","N",222,"*","*",93,41.9,87,39.2,"*","*","*","*",548
"Newington School District","=""0940011""","ELA","Y",73,"*","*",28,38.4,22,30.1,"*","*","*","*",467
"Newington School District","=""0940011""","ELA","N",227,"*","*",26,11.5,141,62.1,"*","*","*","*",557
"Newington School District","=""0940011""","Math","Y",73,26,35.6,32,43.8,15,20.5,0,0.0,15,20.5,453
"Newington School District","=""0940011""","Math","N",227,10,4.4,93,41.0,96,42.3,28,12.3,124,54.6,544
"Newtown School District","=""0970011""","ELA","Y",53,7,13.2,9,17.0,31,58.5,6,11.3,37,69.8,512
"Newtown School District","=""0970011""","ELA","N",350,7,2.0,23,6.6,205,58.6,115,32.9,320,91.4,587
"Newtown School District","=""0970011""","Math","Y",53,"*","*",18,34.0,17,32.1,"*","*","*","*",488
"Newtown School District","=""0970011""","Math","N",350,"*","*",96,27.4,171,48.9,"*","*","*","*",574
"North Branford School District","=""0990011""","ELA","Y",48,"*","*",15,31.3,"*","*",0,0.0,"*","*",436
"North Branford School District","=""0990011""","ELA","N",106,"*","*","*","*",66,62.3,20,18.9,86,81.1,544
"North Branford School District","=""0990011""","Math","Y",47,28,59.6,13,27.7,"*","*","*","*",6,12.8,424
"North Branford School District","=""0990011""","Math","N",106,8,7.5,51,48.1,"*","*","*","*",47,44.3,524
"North Haven School District","=""1010011""","ELA","Y",40,"*","*",10,25.0,21,52.5,"*","*","*","*",494
"North Haven School District","=""1010011""","ELA","N",205,"*","*",26,12.7,123,60.0,"*","*","*","*",551
"North Haven School District","=""1010011""","Math","Y",40,12,30.0,18,45.0,"*","*","*","*",10,25.0,461
"North Haven School District","=""1010011""","Math","N",205,"*","*",79,38.5,78,38.0,"*","*","*","*",517
"North Stonington School District","=""1020011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","N",46,"*","*","*","*","*","*","*","*","*","*",561
"North Stonington School District","=""1020011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N",46,"*","*","*","*","*","*","*","*","*","*",553
"Norwalk School District","=""1030011""","ELA","Y",368,139,37.8,93,25.3,127,34.5,9,2.4,136,37.0,451
"Norwalk School District","=""1030011""","ELA","N",384,16,4.2,62,16.1,240,62.5,66,17.2,306,79.7,546
"Norwalk School District","=""1030011""","Math","Y",368,146,39.7,165,44.8,51,13.9,6,1.6,57,15.5,441
"Norwalk School District","=""1030011""","Math","N",384,42,10.9,180,46.9,120,31.3,42,10.9,162,42.2,521
"Norwich Free Academy District","=""9010022""","ELA","Y",274,109,39.8,56,20.4,89,32.5,20,7.3,109,39.8,457
"Norwich Free Academy District","=""9010022""","ELA","N",296,16,5.4,34,11.5,169,57.1,77,26.0,246,83.1,561
"Norwich Free Academy District","=""9010022""","Math","Y",273,124,45.4,102,37.4,38,13.9,9,3.3,47,17.2,437
"Norwich Free Academy District","=""9010022""","Math","N",296,30,10.1,122,41.2,106,35.8,38,12.8,144,48.6,529
"Norwich School District","=""1040011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",77,"*","*","*","*","*","*","*","*","*","*",570
"Old Saybrook School District","=""1060011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",77,"*","*","*","*","*","*","*","*","*","*",550
"Oxford School District","=""1080011""","ELA","Y",21,"*","*",7,33.3,8,38.1,"*","*","*","*",465
"Oxford School District","=""1080011""","ELA","N",146,"*","*",15,10.3,92,63.0,"*","*","*","*",565
"Oxford School District","=""1080011""","Math","Y",21,"*","*",13,61.9,"*","*",0,0.0,"*","*",448
"Oxford School District","=""1080011""","Math","N",146,"*","*",69,47.3,"*","*",19,13.0,"*","*",527
"Path Academy District","=""2930013""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Y",67,"*","*",15,22.4,35,52.2,"*","*","*","*",481
"Plainfield School District","=""1090011""","ELA","N",79,"*","*",18,22.8,42,53.2,"*","*","*","*",531
"Plainfield School District","=""1090011""","Math","Y",67,25,37.3,28,41.8,14,20.9,0,0.0,14,20.9,449
"Plainfield School District","=""1090011""","Math","N",79,"*","*",47,59.5,19,24.1,"*","*","*","*",502
"Plainville School District","=""1100011""","ELA","Y",64,"*","*",19,29.7,27,42.2,"*","*","*","*",461
"Plainville School District","=""1100011""","ELA","N",117,"*","*",24,20.5,65,55.6,"*","*","*","*",533
"Plainville School District","=""1100011""","Math","Y",64,28,43.8,20,31.3,"*","*","*","*",16,25.0,454
"Plainville School District","=""1100011""","Math","N",117,"*","*",53,45.3,41,35.0,"*","*","*","*",518
"Plymouth School District","=""1110011""","ELA","Y",38,15,39.5,9,23.7,14,36.8,0,0.0,14,36.8,450
"Plymouth School District","=""1110011""","ELA","N",73,6,8.2,17,23.3,43,58.9,7,9.6,50,68.5,519
"Plymouth School District","=""1110011""","Math","Y",38,20,52.6,"*","*","*","*",0,0.0,"*","*",413
"Plymouth School District","=""1110011""","Math","N",73,8,11.0,34,46.6,"*","*","*","*","*","*",511
"Portland School District","=""1130011""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N",74,"*","*","*","*","*","*","*","*","*","*",585
"Portland School District","=""1130011""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N",74,"*","*","*","*","*","*","*","*","*","*",565
"Putnam School District","=""1160011""","ELA","Y",33,"*","*","*","*",11,33.3,0,0.0,11,33.3,447
"Putnam School District","=""1160011""","ELA","N",22,"*","*","*","*",14,63.6,"*","*","*","*",528
"Putnam School District","=""1160011""","Math","Y",33,"*","*",11,33.3,"*","*","*","*","*","*",420
"Putnam School District","=""1160011""","Math","N",22,"*","*",14,63.6,"*","*","*","*","*","*",488
"Regional School District 01","=""2010012""","ELA","Y",28,"*","*","*","*",12,42.9,"*","*","*","*",464
"Regional School District 01","=""2010012""","ELA","N",79,"*","*","*","*",45,57.0,"*","*","*","*",563
"Regional School District 01","=""2010012""","Math","Y",28,"*","*",11,39.3,"*","*",0,0.0,"*","*",434
"Regional School District 01","=""2010012""","Math","N",79,"*","*",35,44.3,"*","*","*","*","*","*",527
"Regional School District 04","=""2040012""","ELA","Y",22,"*","*","*","*",9,40.9,0,0.0,9,40.9,462
"Regional School District 04","=""2040012""","ELA","N",122,"*","*","*","*",57,46.7,48,39.3,105,86.1,587
"Regional School District 04","=""2040012""","Math","Y",22,12,54.5,"*","*","*","*",0,0.0,"*","*",412
"Regional School District 04","=""2040012""","Math","N",122,"*","*",44,36.1,"*","*",21,17.2,"*","*",545
"Regional School District 05","=""2050012""","ELA","Y",49,14,28.6,10,20.4,19,38.8,6,12.2,25,51.0,487
"Regional School District 05","=""2050012""","ELA","N",295,10,3.4,23,7.8,160,54.2,102,34.6,262,88.8,592
"Regional School District 05","=""2050012""","Math","Y",49,18,36.7,18,36.7,"*","*","*","*",13,26.5,460
"Regional School District 05","=""2050012""","Math","N",295,"*","*",75,25.4,126,42.7,"*","*","*","*",580
"Regional School District 06","=""2060012""","ELA","Y",27,"*","*",6,22.2,9,33.3,"*","*","*","*",492
"Regional School District 06","=""2060012""","ELA","N",86,"*","*",13,15.1,61,70.9,"*","*","*","*",550
"Regional School District 06","=""2060012""","Math","Y",27,12,44.4,"*","*",7,25.9,"*","*","*","*",459
"Regional School District 06","=""2060012""","Math","N",86,"*","*",38,44.2,38,44.2,"*","*","*","*",523
"Regional School District 07","=""2070012""","ELA","Y",27,10,37.0,"*","*",11,40.7,"*","*","*","*",474
"Regional School District 07","=""2070012""","ELA","N",160,6,3.8,"*","*",99,61.9,"*","*","*","*",571
"Regional School District 07","=""2070012""","Math","Y",27,10,37.0,11,40.7,6,22.2,0,0.0,6,22.2,453
"Regional School District 07","=""2070012""","Math","N",160,9,5.6,50,31.3,78,48.8,23,14.4,101,63.1,554
"Regional School District 08","=""2080012""","ELA","Y",39,"*","*",7,17.9,14,35.9,"*","*","*","*",465
"Regional School District 08","=""2080012""","ELA","N",204,"*","*",10,4.9,128,62.7,"*","*","*","*",584
"Regional School District 08","=""2080012""","Math","Y",38,"*","*",10,26.3,8,21.1,"*","*","*","*",456
"Regional School District 08","=""2080012""","Math","N",204,"*","*",58,28.4,93,45.6,"*","*","*","*",582
"Regional School District 09","=""2090012""","ELA","Y",31,"*","*",11,35.5,11,35.5,"*","*","*","*",516
"Regional School District 09","=""2090012""","ELA","N",232,"*","*","*","*",141,60.8,80,34.5,221,95.3,596
"Regional School District 09","=""2090012""","Math","Y",31,"*","*",7,22.6,10,32.3,"*","*","*","*",502
"Regional School District 09","=""2090012""","Math","N",232,"*","*",52,22.4,125,53.9,"*","*","*","*",583
"Regional School District 10","=""2100012""","ELA","Y",26,"*","*","*","*",15,57.7,"*","*","*","*",495
"Regional School District 10","=""2100012""","ELA","N",160,"*","*","*","*",105,65.6,"*","*","*","*",577
"Regional School District 10","=""2100012""","Math","Y",26,"*","*",14,53.8,"*","*",0,0.0,"*","*",457
"Regional School District 10","=""2100012""","Math","N",160,"*","*",50,31.3,"*","*",25,15.6,"*","*",565
"Regional School District 11","=""2110012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","N",31,"*","*","*","*","*","*","*","*","*","*",535
"Regional School District 11","=""2110012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Math","N",31,"*","*","*","*","*","*","*","*","*","*",515
"Regional School District 12","=""2120012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","N",38,0,0.0,"*","*","*","*","*","*","*","*",593
"Regional School District 12","=""2120012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N",38,0,0.0,"*","*","*","*","*","*","*","*",575
"Regional School District 13","=""2130012""","ELA","Y",21,"*","*","*","*",8,38.1,"*","*","*","*",452
"Regional School District 13","=""2130012""","ELA","N",119,"*","*","*","*",74,62.2,"*","*","*","*",577
"Regional School District 13","=""2130012""","Math","Y",21,"*","*",7,33.3,"*","*",0,0.0,"*","*",417
"Regional School District 13","=""2130012""","Math","N",119,"*","*",46,38.7,"*","*",15,12.6,"*","*",548
"Regional School District 14","=""2140012""","ELA","Y",34,"*","*",9,26.5,16,47.1,"*","*","*","*",494
"Regional School District 14","=""2140012""","ELA","N",137,"*","*",14,10.2,86,62.8,"*","*","*","*",549
"Regional School District 14","=""2140012""","Math","Y",34,7,20.6,20,58.8,"*","*","*","*",7,20.6,477
"Regional School District 14","=""2140012""","Math","N",137,"*","*",52,38.0,58,42.3,"*","*","*","*",545
"Regional School District 15","=""2150012""","ELA","Y",49,"*","*",16,32.7,18,36.7,"*","*","*","*",466
"Regional School District 15","=""2150012""","ELA","N",258,"*","*",21,8.1,158,61.2,"*","*","*","*",583
"Regional School District 15","=""2150012""","Math","Y",49,18,36.7,21,42.9,"*","*","*","*",10,20.4,447
"Regional School District 15","=""2150012""","Math","N",258,"*","*",74,28.7,132,51.2,"*","*","*","*",569
"Regional School District 16","=""2160012""","ELA","Y",44,"*","*",14,31.8,20,45.5,"*","*","*","*",502
"Regional School District 16","=""2160012""","ELA","N",120,"*","*",14,11.7,78,65.0,"*","*","*","*",555
"Regional School District 16","=""2160012""","Math","Y",44,17,38.6,16,36.4,"*","*","*","*",11,25.0,457
"Regional School District 16","=""2160012""","Math","N",120,"*","*",50,41.7,44,36.7,"*","*","*","*",517
"Regional School District 17","=""2170012""","ELA","Y",26,"*","*","*","*",9,34.6,"*","*","*","*",475
"Regional School District 17","=""2170012""","ELA","N",120,"*","*","*","*",79,65.8,"*","*","*","*",582
"Regional School District 17","=""2170012""","Math","Y",26,"*","*",12,46.2,"*","*","*","*","*","*",438
"Regional School District 17","=""2170012""","Math","N",120,"*","*",41,34.2,"*","*","*","*","*","*",551
"Regional School District 18","=""2180012""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","ELA","N",104,"*","*","*","*","*","*","*","*","*","*",582
"Regional School District 18","=""2180012""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","N",104,"*","*","*","*","*","*","*","*","*","*",560
"Regional School District 19","=""2190012""","ELA","Y",70,"*","*",18,25.7,31,44.3,"*","*","*","*",505
"Regional School District 19","=""2190012""","ELA","N",198,"*","*","*","*",120,60.6,58,29.3,178,89.9,579
"Regional School District 19","=""2190012""","Math","Y",70,18,25.7,26,37.1,20,28.6,6,8.6,26,37.1,484
"Regional School District 19","=""2190012""","Math","N",198,8,4.0,72,36.4,78,39.4,40,20.2,118,59.6,567
"Ridgefield School District","=""1180011""","ELA","Y",26,"*","*",6,23.1,10,38.5,"*","*","*","*",509
"Ridgefield School District","=""1180011""","ELA","N",392,0,0.0,"*","*",175,44.6,"*","*","*","*",614
"Ridgefield School District","=""1180011""","Math","Y",26,"*","*",14,53.8,"*","*","*","*","*","*",493
"Ridgefield School District","=""1180011""","Math","N",392,"*","*",59,15.1,"*","*","*","*","*","*",611
"Rocky Hill School District","=""1190011""","ELA","Y",36,"*","*",12,33.3,13,36.1,"*","*","*","*",464
"Rocky Hill School District","=""1190011""","ELA","N",135,"*","*",19,14.1,87,64.4,"*","*","*","*",560
"Rocky Hill School District","=""1190011""","Math","Y",36,13,36.1,16,44.4,"*","*","*","*",7,19.4,450
"Rocky Hill School District","=""1190011""","Math","N",135,"*","*",43,31.9,61,45.2,"*","*","*","*",554
"Salem School District","=""1210011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","Y",50,17,34.0,"*","*",18,36.0,"*","*","*","*",463
"Seymour School District","=""1240011""","ELA","N",101,"*","*",20,19.8,58,57.4,"*","*","*","*",522
"Seymour School District","=""1240011""","Math","Y",50,14,28.0,26,52.0,"*","*","*","*",10,20.0,465
"Seymour School District","=""1240011""","Math","N",101,"*","*",40,39.6,37,36.6,"*","*","*","*",512
"Shelton School District","=""1260011""","ELA","Y",87,"*","*",26,29.9,31,35.6,"*","*","*","*",470
"Shelton School District","=""1260011""","ELA","N",284,"*","*",33,11.6,183,64.4,"*","*","*","*",561
"Shelton School District","=""1260011""","Math","Y",87,33,37.9,32,36.8,"*","*","*","*",22,25.3,457
"Shelton School District","=""1260011""","Math","N",284,"*","*",87,30.6,144,50.7,"*","*","*","*",545
"Simsbury School District","=""1280011""","ELA","Y",64,"*","*",13,20.3,29,45.3,"*","*","*","*",511
"Simsbury School District","=""1280011""","ELA","N",297,"*","*","*","*",148,49.8,131,44.1,279,93.9,605
"Simsbury School District","=""1280011""","Math","Y",64,14,21.9,22,34.4,22,34.4,6,9.4,28,43.8,506
"Simsbury School District","=""1280011""","Math","N",297,8,2.7,55,18.5,126,42.4,108,36.4,234,78.8,606
"Somers School District","=""1290011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","N",93,"*","*","*","*","*","*","*","*","*","*",556
"Somers School District","=""1290011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","N",93,"*","*","*","*","*","*","*","*","*","*",546
"South Windsor School District","=""1320011""","ELA","Y",59,"*","*",15,25.4,23,39.0,"*","*","*","*",481
"South Windsor School District","=""1320011""","ELA","N",267,"*","*","*","*",174,65.2,66,24.7,240,89.9,574
"South Windsor School District","=""1320011""","Math","Y",59,20,33.9,23,39.0,10,16.9,6,10.2,16,27.1,476
"South Windsor School District","=""1320011""","Math","N",267,12,4.5,76,28.5,128,47.9,51,19.1,179,67.0,566
"Southington School District","=""1310011""","ELA","Y",102,"*","*",29,28.4,39,38.2,"*","*","*","*",464
"Southington School District","=""1310011""","ELA","N",368,"*","*",46,12.5,220,59.8,"*","*","*","*",562
"Southington School District","=""1310011""","Math","Y",102,29,28.4,54,52.9,"*","*","*","*",19,18.6,464
"Southington School District","=""1310011""","Math","N",368,"*","*",135,36.7,162,44.0,"*","*","*","*",555
"Stafford School District","=""1340011""","ELA","Y",30,"*","*","*","*",12,40.0,"*","*","*","*",481
"Stafford School District","=""1340011""","ELA","N",71,"*","*","*","*",44,62.0,"*","*","*","*",562
"Stafford School District","=""1340011""","Math","Y",30,"*","*",14,46.7,"*","*","*","*","*","*",467
"Stafford School District","=""1340011""","Math","N",71,"*","*",26,36.6,"*","*","*","*","*","*",551
"Stamford Academy District","=""2820013""","ELA","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford Academy District","=""2820013""","Math","Y",25,19,76.0,6,24.0,0,0.0,0,0.0,0,0.0,370
"Stamford School District","=""1350011""","ELA","Y",595,219,36.8,160,26.9,199,33.4,17,2.9,216,36.3,451
"Stamford School District","=""1350011""","ELA","N",503,35,7.0,78,15.5,277,55.1,113,22.5,390,77.5,550
"Stamford School District","=""1350011""","Math","Y",591,266,45.0,247,41.8,67,11.3,11,1.9,78,13.2,435
"Stamford School District","=""1350011""","Math","N",503,61,12.1,167,33.2,175,34.8,100,19.9,275,54.7,541
"Stonington School District","=""1370011""","ELA","Y",45,"*","*","*","*",19,42.2,"*","*","*","*",464
"Stonington School District","=""1370011""","ELA","N",123,"*","*","*","*",81,65.9,"*","*","*","*",568
"Stonington School District","=""1370011""","Math","Y",45,15,33.3,22,48.9,8,17.8,0,0.0,8,17.8,447
"Stonington School District","=""1370011""","Math","N",123,7,5.7,46,37.4,42,34.1,28,22.8,70,56.9,558
"Stratford School District","=""1380011""","ELA","Y",212,68,32.1,52,24.5,83,39.2,9,4.2,92,43.4,466
"Stratford School District","=""1380011""","ELA","N",252,21,8.3,39,15.5,155,61.5,37,14.7,192,76.2,533
"Stratford School District","=""1380011""","Math","Y",212,90,42.5,89,42.0,"*","*","*","*",33,15.6,440
"Stratford School District","=""1380011""","Math","N",252,"*","*",110,43.7,75,29.8,"*","*","*","*",504
"Suffield School District","=""1390011""","ELA","Y",35,"*","*",7,20.0,15,42.9,"*","*","*","*",484
"Suffield School District","=""1390011""","ELA","N",145,"*","*",12,8.3,90,62.1,"*","*","*","*",573
"Suffield School District","=""1390011""","Math","Y",35,12,34.3,14,40.0,9,25.7,0,0.0,9,25.7,460
"Suffield School District","=""1390011""","Math","N",145,6,4.1,50,34.5,68,46.9,21,14.5,89,61.4,552
"The Bridge Academy District","=""2690013""","ELA","Y",34,"*","*","*","*","*","*",0,0.0,"*","*",431
"The Bridge Academy District","=""2690013""","ELA","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","Y",34,"*","*","*","*","*","*",0,0.0,"*","*",424
"The Bridge Academy District","=""2690013""","Math","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","Y",34,13,38.2,"*","*",13,38.2,"*","*","*","*",481
"The Gilbert School District","=""9020022""","ELA","N",68,9,13.2,"*","*",39,57.4,"*","*","*","*",507
"The Gilbert School District","=""9020022""","Math","Y",33,16,48.5,11,33.3,"*","*","*","*",6,18.2,434
"The Gilbert School District","=""9020022""","Math","N",68,12,17.6,25,36.8,"*","*","*","*",31,45.6,531
"Thomaston School District","=""1400011""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","N",46,"*","*","*","*","*","*","*","*","*","*",522
"Thomaston School District","=""1400011""","Math","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Math","N",46,"*","*","*","*","*","*","*","*","*","*",497
"Thompson School District","=""1410011""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Thompson School District","=""1410011""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Math","N",30,"*","*","*","*","*","*",0,0.0,"*","*",499
"Tolland School District","=""1420011""","ELA","Y",25,8,32.0,7,28.0,10,40.0,0,0.0,10,40.0,455
"Tolland School District","=""1420011""","ELA","N",176,0,0.0,13,7.4,106,60.2,57,32.4,163,92.6,586
"Tolland School District","=""1420011""","Math","Y",25,"*","*",8,32.0,"*","*","*","*","*","*",445
"Tolland School District","=""1420011""","Math","N",176,"*","*",43,24.4,"*","*","*","*","*","*",587
"Torrington School District","=""1430011""","ELA","Y",81,34,42.0,23,28.4,"*","*","*","*",24,29.6,441
"Torrington School District","=""1430011""","ELA","N",116,"*","*",23,19.8,76,65.5,"*","*","*","*",525
"Torrington School District","=""1430011""","Math","Y",81,43,53.1,30,37.0,"*","*","*","*",8,9.9,423
"Torrington School District","=""1430011""","Math","N",116,"*","*",61,52.6,35,30.2,"*","*","*","*",496
"Trumbull School District","=""1440011""","ELA","Y",80,20,25.0,20,25.0,33,41.3,7,8.8,40,50.0,485
"Trumbull School District","=""1440011""","ELA","N",415,7,1.7,40,9.6,255,61.4,113,27.2,368,88.7,571
"Trumbull School District","=""1440011""","Math","Y",80,21,26.3,38,47.5,"*","*","*","*",21,26.3,479
"Trumbull School District","=""1440011""","Math","N",415,"*","*",128,30.8,166,40.0,"*","*","*","*",573
"Unified School District #2","=""3470015""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","Y",76,21,27.6,"*","*",33,43.4,"*","*","*","*",481
"Vernon School District","=""1460011""","ELA","N",116,"*","*",20,17.2,66,56.9,"*","*","*","*",541
"Vernon School District","=""1460011""","Math","Y",76,30,39.5,30,39.5,"*","*","*","*",16,21.1,447
"Vernon School District","=""1460011""","Math","N",116,"*","*",48,41.4,49,42.2,"*","*","*","*",523
"Wallingford School District","=""1480011""","ELA","Y",97,37,38.1,"*","*",35,36.1,"*","*","*","*",450
"Wallingford School District","=""1480011""","ELA","N",363,"*","*",46,12.7,245,67.5,"*","*","*","*",542
"Wallingford School District","=""1480011""","Math","Y",97,38,39.2,50,51.5,"*","*","*","*",9,9.3,434
"Wallingford School District","=""1480011""","Math","N",363,"*","*",175,48.2,127,35.0,"*","*","*","*",508
"Waterbury School District","=""1510011""","ELA","Y",800,365,45.6,209,26.1,201,25.1,25,3.1,226,28.3,434
"Waterbury School District","=""1510011""","ELA","N",255,54,21.2,72,28.2,109,42.7,20,7.8,129,50.6,490
"Waterbury School District","=""1510011""","Math","Y",794,471,59.3,264,33.2,"*","*","*","*",59,7.4,406
"Waterbury School District","=""1510011""","Math","N",255,83,32.5,133,52.2,"*","*","*","*",39,15.3,454
"Waterford School District","=""1520011""","ELA","Y",48,"*","*",15,31.3,19,39.6,"*","*","*","*",469
"Waterford School District","=""1520011""","ELA","N",155,"*","*",19,12.3,105,67.7,"*","*","*","*",552
"Waterford School District","=""1520011""","Math","Y",48,18,37.5,24,50.0,"*","*","*","*",6,12.5,440
"Waterford School District","=""1520011""","Math","N",155,14,9.0,62,40.0,"*","*","*","*",79,51.0,535
"Watertown School District","=""1530011""","ELA","Y",61,19,31.1,"*","*",28,45.9,"*","*","*","*",479
"Watertown School District","=""1530011""","ELA","N",138,"*","*",21,15.2,88,63.8,"*","*","*","*",533
"Watertown School District","=""1530011""","Math","Y",61,18,29.5,31,50.8,"*","*","*","*",12,19.7,455
"Watertown School District","=""1530011""","Math","N",138,"*","*",72,52.2,34,24.6,"*","*","*","*",499
"West Hartford School District","=""1550011""","ELA","Y",215,66,30.7,55,25.6,84,39.1,10,4.7,94,43.7,466
"West Hartford School District","=""1550011""","ELA","N",537,15,2.8,40,7.4,266,49.5,216,40.2,482,89.8,596
"West Hartford School District","=""1550011""","Math","Y",215,87,40.5,84,39.1,37,17.2,7,3.3,44,20.5,448
"West Hartford School District","=""1550011""","Math","N",536,21,3.9,137,25.6,224,41.8,154,28.7,378,70.5,584
"West Haven School District","=""1560011""","ELA","Y",173,67,38.7,52,30.1,"*","*","*","*",54,31.2,442
"West Haven School District","=""1560011""","ELA","N",131,"*","*",28,21.4,72,55.0,"*","*","*","*",513
"West Haven School District","=""1560011""","Math","Y",173,81,46.8,76,43.9,"*","*","*","*",16,9.2,429
"West Haven School District","=""1560011""","Math","N",131,"*","*",73,55.7,31,23.7,"*","*","*","*",485
"Westbrook School District","=""1540011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","ELA","N",58,"*","*","*","*","*","*","*","*","*","*",532
"Westbrook School District","=""1540011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","N",58,"*","*","*","*","*","*","*","*","*","*",503
"Weston School District","=""1570011""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","N",182,"*","*","*","*","*","*","*","*","*","*",592
"Weston School District","=""1570011""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","N",182,"*","*","*","*","*","*","*","*","*","*",593
"Westport School District","=""1580011""","ELA","Y",57,12,21.1,7,12.3,30,52.6,8,14.0,38,66.7,508
"Westport School District","=""1580011""","ELA","N",376,11,2.9,10,2.7,170,45.2,185,49.2,355,94.4,611
"Westport School District","=""1580011""","Math","Y",57,23,40.4,19,33.3,"*","*","*","*",15,26.3,469
