"CT School Day SAT, 2015-16"
"All Districts, Math, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 18","=""2180012""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","F",36,"*","*","*","*","*","*","*","*","*","*",495
"Regional School District 19","=""2190012""","N",219,16,7.3,81,37.0,82,37.4,40,18.3,122,55.7,555
"Regional School District 19","=""2190012""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",411,9,2.2,69,16.8,193,47.0,140,34.1,333,81.0,605
"Ridgefield School District","=""1180011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","N",150,13,8.7,51,34.0,62,41.3,24,16.0,86,57.3,541
"Rocky Hill School District","=""1190011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",24,"*","*",16,66.7,"*","*","*","*","*","*",482
"Seymour School District","=""1240011""","N",107,21,19.6,41,38.3,37,34.6,8,7.5,45,42.1,503
"Seymour School District","=""1240011""","R",20,"*","*",9,45.0,"*","*","*","*","*","*",481
"Shelton School District","=""1260011""","F",49,15,30.6,19,38.8,"*","*","*","*",15,30.6,471
"Shelton School District","=""1260011""","N",302,"*","*",92,30.5,145,48.0,"*","*","*","*",536
"Shelton School District","=""1260011""","R",20,6,30.0,8,40.0,6,30.0,0,0.0,6,30.0,469
"Simsbury School District","=""1280011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",334,14,4.2,66,19.8,143,42.8,111,33.2,254,76.0,597
"Simsbury School District","=""1280011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N",300,25,8.3,91,30.3,132,44.0,52,17.3,184,61.3,552
"South Windsor School District","=""1320011""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","F",55,"*","*","*","*","*","*",0,0.0,"*","*",472
"Southington School District","=""1310011""","N",402,"*","*",157,39.1,163,40.5,"*","*","*","*",545
"Southington School District","=""1310011""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N",75,6,8.0,27,36.0,33,44.0,9,12.0,42,56.0,543
"Stafford School District","=""1340011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","F","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Stamford Academy District","=""2820013""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",455,202,44.4,200,44.0,"*","*","*","*",53,11.6,434
"Stamford School District","=""1350011""","N",558,98,17.6,182,32.6,177,31.7,101,18.1,278,49.8,527
"Stamford School District","=""1350011""","R",81,27,33.3,32,39.5,"*","*","*","*",22,27.2,465
"Stonington School District","=""1370011""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stonington School District","=""1370011""","N",135,"*","*",51,37.8,43,31.9,"*","*","*","*",546
"Stonington School District","=""1370011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","F",141,57,40.4,65,46.1,"*","*","*","*",19,13.5,441
"Stratford School District","=""1380011""","N",267,"*","*",114,42.7,75,28.1,"*","*","*","*",497
"Stratford School District","=""1380011""","R",56,22,39.3,20,35.7,14,25.0,0,0.0,14,25.0,458
"Suffield School District","=""1390011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",160,12,7.5,55,34.4,72,45.0,21,13.1,93,58.1,542
"Suffield School District","=""1390011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",26,"*","*",15,57.7,"*","*",0,0.0,"*","*",435
"The Bridge Academy District","=""2690013""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",74,16,21.6,26,35.1,20,27.0,12,16.2,32,43.2,522
"The Gilbert School District","=""9020022""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",53,"*","*",26,49.1,16,30.2,"*","*","*","*",483
"Thomaston School District","=""1400011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",30,"*","*",14,46.7,"*","*",0,0.0,"*","*",499
"Thompson School District","=""1410011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",192,9,4.7,48,25.0,90,46.9,45,23.4,135,70.3,574
"Tolland School District","=""1420011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","F",53,29,54.7,"*","*","*","*","*","*","*","*",427
"Torrington School District","=""1430011""","N",127,"*","*",63,49.6,35,27.6,"*","*","*","*",485
"Torrington School District","=""1430011""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",29,"*","*","*","*","*","*","*","*","*","*",484
"Trumbull School District","=""1440011""","N",453,33,7.3,145,32.0,171,37.7,104,23.0,275,60.7,563
"Trumbull School District","=""1440011""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",43,"*","*",17,39.5,"*","*",0,0.0,"*","*",453
"Vernon School District","=""1460011""","N",129,18,14.0,52,40.3,50,38.8,9,7.0,59,45.7,512
"Vernon School District","=""1460011""","R",20,"*","*",9,45.0,"*","*",0,0.0,"*","*",454
"Wallingford School District","=""1480011""","F",56,"*","*","*","*","*","*","*","*","*","*",452
"Wallingford School District","=""1480011""","N",396,61,15.4,189,47.7,129,32.6,17,4.3,146,36.9,499
"Wallingford School District","=""1480011""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F",650,379,58.3,222,34.2,"*","*","*","*",49,7.5,406
"Waterbury School District","=""1510011""","N",309,132,42.7,137,44.3,"*","*","*","*",40,12.9,440
"Waterbury School District","=""1510011""","R",90,43,47.8,38,42.2,"*","*","*","*",9,10.0,426
"Waterford School District","=""1520011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","N",172,21,12.2,72,41.9,56,32.6,23,13.4,79,45.9,523
"Waterford School District","=""1520011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","F",41,"*","*","*","*","*","*","*","*","*","*",452
"Watertown School District","=""1530011""","N",147,28,19.0,74,50.3,35,23.8,10,6.8,45,30.6,493
"Watertown School District","=""1530011""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","F",133,47,35.3,58,43.6,"*","*","*","*",28,21.1,453
"West Hartford School District","=""1550011""","N",586,"*","*",151,25.8,226,38.6,"*","*","*","*",570
"West Hartford School District","=""1550011""","R",32,9,28.1,12,37.5,11,34.4,0,0.0,11,34.4,481
"West Haven School District","=""1560011""","F",142,64,45.1,64,45.1,"*","*","*","*","*","*",432
"West Haven School District","=""1560011""","N",142,32,22.5,75,52.8,"*","*","*","*",35,24.6,477
"West Haven School District","=""1560011""","R",20,"*","*",10,50.0,"*","*",0,0.0,"*","*",437
"Westbrook School District","=""1540011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",63,"*","*",32,50.8,20,31.7,"*","*","*","*",497
"Westbrook School District","=""1540011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",192,23,12.0,30,15.6,69,35.9,70,36.5,139,72.4,584
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",414,24,5.8,69,16.7,159,38.4,162,39.1,321,77.5,605
"Westport School District","=""1580011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",212,31,14.6,74,34.9,84,39.6,23,10.8,107,50.5,527
"Wethersfield School District","=""1590011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",319,10,3.1,64,20.1,131,41.1,114,35.7,245,76.8,598
"Wilton School District","=""1610011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",77,48,62.3,"*","*","*","*",0,0.0,"*","*",404
"Windham School District","=""1630011""","N","*","*","*","*","*",6,28.6,0,0.0,6,28.6,"*"
"Windham School District","=""1630011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","F","*",10,32.3,"*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","N",54,"*","*",25,46.3,19,35.2,"*","*","*","*",486
"Windsor Locks School District","=""1650011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","F",67,27,40.3,35,52.2,"*","*","*","*","*","*",426
"Windsor School District","=""1640011""","N",172,"*","*",74,43.0,47,27.3,"*","*","*","*",508
"Windsor School District","=""1640011""","R",23,"*","*",13,56.5,"*","*",0,0.0,"*","*",443
"Wolcott School District","=""1660011""","F",28,"*","*","*","*","*","*","*","*","*","*",461
"Wolcott School District","=""1660011""","N",147,20,13.6,52,35.4,53,36.1,22,15.0,75,51.0,530
"Wolcott School District","=""1660011""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",250,"*","*","*","*","*","*","*","*","*","*",542
"Woodstock Academy District","=""9030022""","R",8,"*","*","*","*","*","*","*","*","*","*","*"

