"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"New Fairfield School District","=""0910011""","ELA","N",210,"*","*","*","*","*","*","*","*","*","*",565
"New Fairfield School District","=""0910011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",210,"*","*","*","*","*","*","*","*","*","*",526
"New Haven School District","=""0930011""","ELA","Y",648,293,45.2,160,24.7,181,27.9,14,2.2,195,30.1,436
"New Haven School District","=""0930011""","ELA","N",497,151,30.4,93,18.7,208,41.9,45,9.1,253,50.9,480
"New Haven School District","=""0930011""","Math","Y",648,336,51.9,262,40.4,"*","*","*","*",50,7.7,415
"New Haven School District","=""0930011""","Math","N",497,181,36.4,213,42.9,"*","*","*","*",103,20.7,453
"New London School District","=""0950011""","ELA","Y",107,55,51.4,31,29.0,21,19.6,0,0.0,21,19.6,420
"New London School District","=""0950011""","ELA","N",63,12,19.0,13,20.6,25,39.7,13,20.6,38,60.3,508
"New London School District","=""0950011""","Math","Y",107,57,53.3,37,34.6,"*","*","*","*",13,12.1,418
"New London School District","=""0950011""","Math","N",63,20,31.7,"*","*",18,28.6,"*","*","*","*",489
"New Milford School District","=""0960011""","ELA","Y",58,12,20.7,10,17.2,28,48.3,8,13.8,36,62.1,504
"New Milford School District","=""0960011""","ELA","N",244,17,7.0,37,15.2,145,59.4,45,18.4,190,77.9,547
"New Milford School District","=""0960011""","Math","Y",58,"*","*",27,46.6,15,25.9,"*","*","*","*",485
"New Milford School District","=""0960011""","Math","N",244,"*","*",99,40.6,89,36.5,"*","*","*","*",535
"Newington School District","=""0940011""","ELA","Y",53,"*","*",17,32.1,21,39.6,"*","*","*","*",483
"Newington School District","=""0940011""","ELA","N",247,"*","*",37,15.0,142,57.5,"*","*","*","*",546
"Newington School District","=""0940011""","Math","Y",53,15,28.3,24,45.3,14,26.4,0,0.0,14,26.4,467
"Newington School District","=""0940011""","Math","N",247,21,8.5,101,40.9,97,39.3,28,11.3,125,50.6,533
"Newtown School District","=""0970011""","ELA","Y",36,"*","*",6,16.7,22,61.1,"*","*","*","*",530
"Newtown School District","=""0970011""","ELA","N",367,"*","*",26,7.1,214,58.3,"*","*","*","*",581
"Newtown School District","=""0970011""","Math","Y",36,"*","*",13,36.1,15,41.7,"*","*","*","*",518
"Newtown School District","=""0970011""","Math","N",367,"*","*",101,27.5,173,47.1,"*","*","*","*",567
"North Branford School District","=""0990011""","ELA","Y",29,9,31.0,9,31.0,11,37.9,0,0.0,11,37.9,460
"North Branford School District","=""0990011""","ELA","N",125,16,12.8,21,16.8,68,54.4,20,16.0,88,70.4,522
"North Branford School District","=""0990011""","Math","Y",29,15,51.7,9,31.0,"*","*","*","*","*","*",447
"North Branford School District","=""0990011""","Math","N",124,21,16.9,55,44.4,"*","*","*","*","*","*",504
"North Haven School District","=""1010011""","ELA","Y",22,"*","*","*","*",16,72.7,"*","*","*","*",513
"North Haven School District","=""1010011""","ELA","N",223,"*","*","*","*",128,57.4,"*","*","*","*",544
"North Haven School District","=""1010011""","Math","Y",22,"*","*",10,45.5,8,36.4,"*","*","*","*",507
"North Haven School District","=""1010011""","Math","N",223,"*","*",87,39.0,79,35.4,"*","*","*","*",507
"North Stonington School District","=""1020011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","N",46,"*","*","*","*","*","*","*","*","*","*",561
"North Stonington School District","=""1020011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N",46,"*","*","*","*","*","*","*","*","*","*",553
"Norwalk School District","=""1030011""","ELA","Y",326,114,35.0,84,25.8,119,36.5,9,2.8,128,39.3,456
"Norwalk School District","=""1030011""","ELA","N",426,41,9.6,71,16.7,248,58.2,66,15.5,314,73.7,532
"Norwalk School District","=""1030011""","Math","Y",326,118,36.2,151,46.3,51,15.6,6,1.8,57,17.5,448
"Norwalk School District","=""1030011""","Math","N",426,70,16.4,194,45.5,120,28.2,42,9.9,162,38.0,508
"Norwich Free Academy District","=""9010022""","ELA","Y",254,99,39.0,51,20.1,85,33.5,19,7.5,104,40.9,460
"Norwich Free Academy District","=""9010022""","ELA","N",316,26,8.2,39,12.3,173,54.7,78,24.7,251,79.4,553
"Norwich Free Academy District","=""9010022""","Math","Y",254,114,44.9,94,37.0,37,14.6,9,3.5,46,18.1,439
"Norwich Free Academy District","=""9010022""","Math","N",315,40,12.7,130,41.3,107,34.0,38,12.1,145,46.0,522
"Norwich School District","=""1040011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",83,"*","*","*","*","*","*","*","*","*","*",560
"Old Saybrook School District","=""1060011""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",83,"*","*","*","*","*","*","*","*","*","*",543
"Oxford School District","=""1080011""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",156,"*","*","*","*","*","*","*","*","*","*",557
"Oxford School District","=""1080011""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","N",156,"*","*","*","*","*","*","*","*","*","*",520
"Path Academy District","=""2930013""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","Y",65,"*","*",14,21.5,35,53.8,"*","*","*","*",483
"Plainfield School District","=""1090011""","ELA","N",81,"*","*",19,23.5,42,51.9,"*","*","*","*",528
"Plainfield School District","=""1090011""","Math","Y",65,23,35.4,28,43.1,14,21.5,0,0.0,14,21.5,452
"Plainfield School District","=""1090011""","Math","N",81,"*","*",47,58.0,19,23.5,"*","*","*","*",499
"Plainville School District","=""1100011""","ELA","Y",48,"*","*",12,25.0,25,52.1,"*","*","*","*",479
"Plainville School District","=""1100011""","ELA","N",133,"*","*",31,23.3,67,50.4,"*","*","*","*",518
"Plainville School District","=""1100011""","Math","Y",48,16,33.3,17,35.4,"*","*","*","*",15,31.3,472
"Plainville School District","=""1100011""","Math","N",133,"*","*",56,42.1,42,31.6,"*","*","*","*",504
"Plymouth School District","=""1110011""","ELA","Y",34,11,32.4,9,26.5,14,41.2,0,0.0,14,41.2,458
"Plymouth School District","=""1110011""","ELA","N",77,10,13.0,17,22.1,43,55.8,7,9.1,50,64.9,512
"Plymouth School District","=""1110011""","Math","Y",34,17,50.0,"*","*","*","*",0,0.0,"*","*",419
"Plymouth School District","=""1110011""","Math","N",77,11,14.3,35,45.5,"*","*","*","*","*","*",503
"Portland School District","=""1130011""","ELA","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N",77,"*","*","*","*","*","*","*","*","*","*",579
"Portland School District","=""1130011""","Math","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N",77,"*","*","*","*","*","*","*","*","*","*",559
"Putnam School District","=""1160011""","ELA","Y",32,"*","*","*","*",11,34.4,0,0.0,11,34.4,446
"Putnam School District","=""1160011""","ELA","N",23,"*","*",6,26.1,14,60.9,"*","*","*","*",526
"Putnam School District","=""1160011""","Math","Y",32,"*","*",11,34.4,"*","*","*","*","*","*",422
"Putnam School District","=""1160011""","Math","N",23,"*","*",14,60.9,"*","*","*","*","*","*",482
"Regional School District 01","=""2010012""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N",88,"*","*","*","*","*","*","*","*","*","*",547
"Regional School District 01","=""2010012""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","N",88,"*","*","*","*","*","*","*","*","*","*",514
"Regional School District 04","=""2040012""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",131,"*","*","*","*","*","*","*","*","*","*",575
"Regional School District 04","=""2040012""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N",131,"*","*","*","*","*","*","*","*","*","*",533
"Regional School District 05","=""2050012""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N",327,"*","*","*","*","*","*","*","*","*","*",580
"Regional School District 05","=""2050012""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Math","N",327,"*","*","*","*","*","*","*","*","*","*",566
"Regional School District 06","=""2060012""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","ELA","N",95,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 06","=""2060012""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","N",95,"*","*","*","*","*","*","*","*","*","*",513
"Regional School District 07","=""2070012""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","N",170,"*","*","*","*","*","*","*","*","*","*",563
"Regional School District 07","=""2070012""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","N",170,"*","*","*","*","*","*","*","*","*","*",546
"Regional School District 08","=""2080012""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","N",227,"*","*","*","*","*","*","*","*","*","*",570
"Regional School District 08","=""2080012""","Math","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Math","N",226,"*","*","*","*","*","*","*","*","*","*",567
"Regional School District 09","=""2090012""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","ELA","N",250,"*","*","*","*","*","*","*","*","*","*",589
"Regional School District 09","=""2090012""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Math","N",250,"*","*","*","*","*","*","*","*","*","*",574
"Regional School District 10","=""2100012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","ELA","N",175,"*","*","*","*","*","*","*","*","*","*",568
"Regional School District 10","=""2100012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","N",175,"*","*","*","*","*","*","*","*","*","*",554
"Regional School District 11","=""2110012""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","N",34,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 11","=""2110012""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Math","N",34,"*","*","*","*","*","*","*","*","*","*",508
"Regional School District 12","=""2120012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",129,"*","*","*","*","*","*","*","*","*","*",563
"Regional School District 13","=""2130012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","N",129,"*","*","*","*","*","*","*","*","*","*",534
"Regional School District 14","=""2140012""","ELA","Y",24,"*","*",6,25.0,15,62.5,"*","*","*","*",519
"Regional School District 14","=""2140012""","ELA","N",147,"*","*",17,11.6,87,59.2,"*","*","*","*",541
"Regional School District 14","=""2140012""","Math","Y",24,"*","*",16,66.7,6,25.0,"*","*","*","*",505
"Regional School District 14","=""2140012""","Math","N",147,"*","*",56,38.1,58,39.5,"*","*","*","*",536
"Regional School District 15","=""2150012""","ELA","Y",25,"*","*",11,44.0,7,28.0,"*","*","*","*",472
"Regional School District 15","=""2150012""","ELA","N",282,"*","*",26,9.2,169,59.9,"*","*","*","*",572
"Regional School District 15","=""2150012""","Math","Y",25,"*","*",12,48.0,"*","*",0,0.0,"*","*",450
"Regional School District 15","=""2150012""","Math","N",282,"*","*",83,29.4,"*","*",47,16.7,"*","*",559
"Regional School District 16","=""2160012""","ELA","Y",28,"*","*",6,21.4,15,53.6,"*","*","*","*",516
"Regional School District 16","=""2160012""","ELA","N",136,"*","*",22,16.2,83,61.0,"*","*","*","*",546
"Regional School District 16","=""2160012""","Math","Y",28,"*","*",13,46.4,7,25.0,"*","*","*","*",472
"Regional School District 16","=""2160012""","Math","N",136,"*","*",53,39.0,45,33.1,"*","*","*","*",507
"Regional School District 17","=""2170012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","ELA","N",135,"*","*","*","*","*","*","*","*","*","*",564
"Regional School District 17","=""2170012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Math","N",135,"*","*","*","*","*","*","*","*","*","*",533
"Regional School District 18","=""2180012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELA","Y",49,"*","*",10,20.4,26,53.1,"*","*","*","*",527
"Regional School District 19","=""2190012""","ELA","N",219,"*","*","*","*",125,57.1,59,26.9,184,84.0,567
"Regional School District 19","=""2190012""","Math","Y",49,10,20.4,17,34.7,16,32.7,6,12.2,22,44.9,503
"Regional School District 19","=""2190012""","Math","N",219,16,7.3,81,37.0,82,37.4,40,18.3,122,55.7,555
"Ridgefield School District","=""1180011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELA","N",411,"*","*","*","*","*","*","*","*","*","*",608
"Ridgefield School District","=""1180011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Math","N",411,"*","*","*","*","*","*","*","*","*","*",605
"Rocky Hill School District","=""1190011""","ELA","Y",21,"*","*",6,28.6,8,38.1,"*","*","*","*",478
"Rocky Hill School District","=""1190011""","ELA","N",150,"*","*",25,16.7,92,61.3,"*","*","*","*",549
"Rocky Hill School District","=""1190011""","Math","Y",21,7,33.3,8,38.1,"*","*","*","*",6,28.6,467
"Rocky Hill School District","=""1190011""","Math","N",150,13,8.7,51,34.0,"*","*","*","*",86,57.3,541
"Salem School District","=""1210011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","Y",44,"*","*",13,29.5,16,36.4,"*","*","*","*",471
"Seymour School District","=""1240011""","ELA","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Seymour School District","=""1240011""","Math","Y",44,9,20.5,25,56.8,"*","*","*","*",10,22.7,481
"Seymour School District","=""1240011""","Math","N",107,"*","*",41,38.3,37,34.6,"*","*","*","*",503
"Shelton School District","=""1260011""","ELA","Y",69,"*","*",19,27.5,28,40.6,"*","*","*","*",482
"Shelton School District","=""1260011""","ELA","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Shelton School District","=""1260011""","Math","Y",69,21,30.4,27,39.1,"*","*","*","*",21,30.4,470
"Shelton School District","=""1260011""","Math","N",302,"*","*",92,30.5,145,48.0,"*","*","*","*",536
"Simsbury School District","=""1280011""","ELA","Y",27,"*","*",6,22.2,13,48.1,"*","*","*","*",495
"Simsbury School District","=""1280011""","ELA","N",334,"*","*",21,6.3,164,49.1,"*","*","*","*",596
"Simsbury School District","=""1280011""","Math","Y",27,8,29.6,11,40.7,"*","*","*","*",8,29.6,480
"Simsbury School District","=""1280011""","Math","N",334,14,4.2,66,19.8,"*","*","*","*",254,76.0,597
"Somers School District","=""1290011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","Y",26,"*","*","*","*",11,42.3,6,23.1,17,65.4,523
"South Windsor School District","=""1320011""","ELA","N",300,"*","*","*","*",186,62.0,66,22.0,252,84.0,560
"South Windsor School District","=""1320011""","Math","Y",26,7,26.9,8,30.8,"*","*","*","*",11,42.3,522
"South Windsor School District","=""1320011""","Math","N",300,"*","*",91,30.3,132,44.0,"*","*","*","*",552
"Southington School District","=""1310011""","ELA","Y",68,"*","*",17,25.0,33,48.5,"*","*","*","*",484
"Southington School District","=""1310011""","ELA","N",402,"*","*",58,14.4,226,56.2,"*","*","*","*",550
"Southington School District","=""1310011""","Math","Y",68,18,26.5,32,47.1,"*","*","*","*",18,26.5,480
"Southington School District","=""1310011""","Math","N",402,"*","*",157,39.1,163,40.5,"*","*","*","*",545
"Stafford School District","=""1340011""","ELA","Y",26,"*","*","*","*",12,46.2,"*","*","*","*",492
"Stafford School District","=""1340011""","ELA","N",75,"*","*","*","*",44,58.7,"*","*","*","*",554
"Stafford School District","=""1340011""","Math","Y",26,7,26.9,13,50.0,"*","*","*","*",6,23.1,478
"Stafford School District","=""1340011""","Math","N",75,6,8.0,27,36.0,"*","*","*","*",42,56.0,543
"Stamford Academy District","=""2820013""","ELA","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford Academy District","=""2820013""","Math","Y",25,19,76.0,6,24.0,0,0.0,0,0.0,0,0.0,370
"Stamford School District","=""1350011""","ELA","Y",539,185,34.3,151,28.0,189,35.1,14,2.6,203,37.7,454
"Stamford School District","=""1350011""","ELA","N",559,69,12.3,87,15.6,287,51.3,116,20.8,403,72.1,536
"Stamford School District","=""1350011""","Math","Y",536,229,42.7,232,43.3,65,12.1,10,1.9,75,14.0,438
"Stamford School District","=""1350011""","Math","N",558,98,17.6,182,32.6,177,31.7,101,18.1,278,49.8,527
"Stonington School District","=""1370011""","ELA","Y",33,10,30.3,"*","*",16,48.5,"*","*","*","*",478
"Stonington School District","=""1370011""","ELA","N",135,11,8.1,"*","*",84,62.2,"*","*","*","*",555
"Stonington School District","=""1370011""","Math","Y",33,9,27.3,17,51.5,7,21.2,0,0.0,7,21.2,458
"Stonington School District","=""1370011""","Math","N",135,13,9.6,51,37.8,43,31.9,28,20.7,71,52.6,546
"Stratford School District","=""1380011""","ELA","Y",197,61,31.0,48,24.4,79,40.1,9,4.6,88,44.7,468
"Stratford School District","=""1380011""","ELA","N",267,28,10.5,43,16.1,159,59.6,37,13.9,196,73.4,528
"Stratford School District","=""1380011""","Math","Y",197,79,40.1,85,43.1,"*","*","*","*",33,16.8,446
"Stratford School District","=""1380011""","Math","N",267,"*","*",114,42.7,75,28.1,"*","*","*","*",497
"Suffield School District","=""1390011""","ELA","Y",20,"*","*","*","*",13,65.0,"*","*","*","*",505
"Suffield School District","=""1390011""","ELA","N",160,"*","*","*","*",92,57.5,"*","*","*","*",562
"Suffield School District","=""1390011""","Math","Y",20,"*","*",9,45.0,"*","*",0,0.0,"*","*",469
"Suffield School District","=""1390011""","Math","N",160,"*","*",55,34.4,"*","*",21,13.1,"*","*",542
"The Bridge Academy District","=""2690013""","ELA","Y",33,"*","*","*","*","*","*",0,0.0,"*","*",433
"The Bridge Academy District","=""2690013""","ELA","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","Y",33,"*","*","*","*","*","*",0,0.0,"*","*",427
"The Bridge Academy District","=""2690013""","Math","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","Y",28,10,35.7,"*","*",11,39.3,"*","*","*","*",486
"The Gilbert School District","=""9020022""","ELA","N",74,12,16.2,"*","*",41,55.4,"*","*","*","*",504
"The Gilbert School District","=""9020022""","Math","Y",27,12,44.4,10,37.0,"*","*","*","*","*","*",437
"The Gilbert School District","=""9020022""","Math","N",74,16,21.6,26,35.1,"*","*","*","*","*","*",522
"Thomaston School District","=""1400011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","N",53,"*","*","*","*","*","*","*","*","*","*",508
"Thomaston School District","=""1400011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Math","N",53,"*","*","*","*","*","*","*","*","*","*",483
"Thompson School District","=""1410011""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Thompson School District","=""1410011""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Math","N",30,"*","*","*","*","*","*",0,0.0,"*","*",499
"Tolland School District","=""1420011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","ELA","N",192,"*","*","*","*","*","*","*","*","*","*",575
"Tolland School District","=""1420011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","N",192,"*","*","*","*","*","*","*","*","*","*",574
"Torrington School District","=""1430011""","ELA","Y",70,29,41.4,"*","*",21,30.0,"*","*","*","*",445
"Torrington School District","=""1430011""","ELA","N",127,"*","*",28,22.0,77,60.6,"*","*","*","*",515
"Torrington School District","=""1430011""","Math","Y",70,34,48.6,28,40.0,"*","*","*","*",8,11.4,432
"Torrington School District","=""1430011""","Math","N",127,"*","*",63,49.6,35,27.6,"*","*","*","*",485
"Trumbull School District","=""1440011""","ELA","Y",42,10,23.8,"*","*",20,47.6,"*","*","*","*",490
"Trumbull School District","=""1440011""","ELA","N",453,"*","*",51,11.3,268,59.2,"*","*","*","*",564
"Trumbull School District","=""1440011""","Math","Y",42,"*","*",21,50.0,11,26.2,"*","*","*","*",497
"Trumbull School District","=""1440011""","Math","N",453,"*","*",145,32.0,171,37.7,"*","*","*","*",563
"Unified School District #2","=""3470015""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","Y",63,15,23.8,"*","*",30,47.6,"*","*","*","*",494
"Vernon School District","=""1460011""","ELA","N",129,"*","*",24,18.6,69,53.5,"*","*","*","*",528
"Vernon School District","=""1460011""","Math","Y",63,23,36.5,26,41.3,14,22.2,0,0.0,14,22.2,453
"Vernon School District","=""1460011""","Math","N",129,18,14.0,52,40.3,50,38.8,9,7.0,59,45.7,512
"Wallingford School District","=""1480011""","ELA","Y",64,17,26.6,"*","*",29,45.3,"*","*","*","*",470
"Wallingford School District","=""1480011""","ELA","N",396,"*","*",52,13.1,251,63.4,"*","*","*","*",531
"Wallingford School District","=""1480011""","Math","Y",64,21,32.8,36,56.3,"*","*","*","*",7,10.9,451
"Wallingford School District","=""1480011""","Math","N",396,"*","*",189,47.7,129,32.6,"*","*","*","*",499
"Waterbury School District","=""1510011""","ELA","Y",745,322,43.2,201,27.0,197,26.4,25,3.4,222,29.8,438
"Waterbury School District","=""1510011""","ELA","N",310,97,31.3,80,25.8,113,36.5,20,6.5,133,42.9,471
"Waterbury School District","=""1510011""","Math","Y",740,422,57.0,260,35.1,"*","*","*","*",58,7.8,409
"Waterbury School District","=""1510011""","Math","N",309,132,42.7,137,44.3,"*","*","*","*",40,12.9,440
"Waterford School District","=""1520011""","ELA","Y",31,"*","*",10,32.3,10,32.3,"*","*","*","*",471
"Waterford School District","=""1520011""","ELA","N",172,"*","*",24,14.0,114,66.3,"*","*","*","*",544
"Waterford School District","=""1520011""","Math","Y",31,11,35.5,14,45.2,"*","*","*","*",6,19.4,455
"Waterford School District","=""1520011""","Math","N",172,21,12.2,72,41.9,"*","*","*","*",79,45.9,523
"Watertown School District","=""1530011""","ELA","Y",52,12,23.1,"*","*",28,53.8,"*","*","*","*",487
"Watertown School District","=""1530011""","ELA","N",147,"*","*",22,15.0,88,59.9,"*","*","*","*",527
"Watertown School District","=""1530011""","Math","Y",52,12,23.1,29,55.8,"*","*","*","*",11,21.2,464
"Watertown School District","=""1530011""","Math","N",147,"*","*",74,50.3,35,23.8,"*","*","*","*",493
"West Hartford School District","=""1550011""","ELA","Y",165,46,27.9,39,23.6,73,44.2,7,4.2,80,48.5,473
"West Hartford School District","=""1550011""","ELA","N",587,35,6.0,56,9.5,277,47.2,219,37.3,496,84.5,583
"West Hartford School District","=""1550011""","Math","Y",165,56,33.9,70,42.4,"*","*","*","*",39,23.6,458
"West Hartford School District","=""1550011""","Math","N",586,"*","*",151,25.8,226,38.6,"*","*","*","*",570
"West Haven School District","=""1560011""","ELA","Y",162,61,37.7,50,30.9,"*","*","*","*",51,31.5,445
"West Haven School District","=""1560011""","ELA","N",142,"*","*",30,21.1,75,52.8,"*","*","*","*",504
"West Haven School District","=""1560011""","Math","Y",162,72,44.4,74,45.7,"*","*","*","*",16,9.9,433
"West Haven School District","=""1560011""","Math","N",142,32,22.5,75,52.8,"*","*","*","*",35,24.6,477
"Westbrook School District","=""1540011""","ELA","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","ELA","N",63,"*","*","*","*","*","*","*","*","*","*",524
"Westbrook School District","=""1540011""","Math","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","N",63,"*","*","*","*","*","*","*","*","*","*",497
"Weston School District","=""1570011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","N",414,"*","*","*","*","*","*","*","*","*","*",602
"Westport School District","=""1580011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Math","N",414,"*","*","*","*","*","*","*","*","*","*",605
"Wethersfield School District","=""1590011""","ELA","Y",40,12,30.0,9,22.5,19,47.5,0,0.0,19,47.5,463
"Wethersfield School District","=""1590011""","ELA","N",212,22,10.4,31,14.6,127,59.9,32,15.1,159,75.0,532
"Wethersfield School District","=""1590011""","Math","Y",40,"*","*",18,45.0,11,27.5,"*","*","*","*",473
"Wethersfield School District","=""1590011""","Math","N",212,"*","*",74,34.9,84,39.6,"*","*","*","*",527
