"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (3-level"

"",,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 19","=""2190012""","F",36,"*","*","*","*","*","*","*","*","*","*",525
"Regional School District 19","=""2190012""","N",219,11,5.0,24,11.0,125,57.1,59,26.9,184,84.0,567
"Regional School District 19","=""2190012""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",411,"*","*","*","*",182,44.3,197,47.9,379,92.2,608
"Ridgefield School District","=""1180011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","N",150,"*","*","*","*",92,61.3,28,18.7,120,80.0,549
"Rocky Hill School District","=""1190011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",24,"*","*","*","*",7,29.2,"*","*","*","*",474
"Seymour School District","=""1240011""","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Seymour School District","=""1240011""","R",20,"*","*","*","*",9,45.0,0,0.0,9,45.0,468
"Shelton School District","=""1260011""","F",49,"*","*",9,18.4,21,42.9,"*","*","*","*",485
"Shelton School District","=""1260011""","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Shelton School District","=""1260011""","R",20,"*","*",10,50.0,"*","*",0,0.0,"*","*",477
"Simsbury School District","=""1280011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",334,12,3.6,21,6.3,164,49.1,137,41.0,301,90.1,596
"Simsbury School District","=""1280011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N",300,14,4.7,34,11.3,186,62.0,66,22.0,252,84.0,560
"South Windsor School District","=""1320011""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","F",55,"*","*","*","*","*","*","*","*","*","*",477
"Southington School District","=""1310011""","N",402,26,6.5,58,14.4,226,56.2,92,22.9,318,79.1,550
"Southington School District","=""1310011""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F","*",6,28.6,"*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N",75,"*","*","*","*",44,58.7,16,21.3,60,80.0,554
"Stafford School District","=""1340011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stamford Academy District","=""2820013""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",456,159,34.9,"*","*",152,33.3,"*","*","*","*",450
"Stamford School District","=""1350011""","N",559,69,12.3,87,15.6,287,51.3,116,20.8,403,72.1,536
"Stamford School District","=""1350011""","R",83,26,31.3,"*","*",37,44.6,"*","*","*","*",474
"Stonington School District","=""1370011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","N",135,11,8.1,13,9.6,84,62.2,27,20.0,111,82.2,555
"Stonington School District","=""1370011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","F",141,47,33.3,"*","*",55,39.0,"*","*","*","*",462
"Stratford School District","=""1380011""","N",267,28,10.5,43,16.1,159,59.6,37,13.9,196,73.4,528
"Stratford School District","=""1380011""","R",56,"*","*",14,25.0,24,42.9,"*","*","*","*",482
"Suffield School District","=""1390011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",160,11,6.9,15,9.4,92,57.5,42,26.3,134,83.8,562
"Suffield School District","=""1390011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",26,11,42.3,9,34.6,6,23.1,0,0.0,6,23.1,426
"The Bridge Academy District","=""2690013""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",74,12,16.2,14,18.9,41,55.4,7,9.5,48,64.9,504
"The Gilbert School District","=""9020022""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",53,"*","*",9,17.0,34,64.2,"*","*","*","*",508
"Thomaston School District","=""1400011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",30,"*","*",8,26.7,18,60.0,"*","*","*","*",528
"Thompson School District","=""1410011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",192,6,3.1,17,8.9,112,58.3,57,29.7,169,88.0,575
"Tolland School District","=""1420011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","F",53,22,41.5,"*","*","*","*","*","*","*","*",445
"Torrington School District","=""1430011""","N",127,"*","*",28,22.0,77,60.6,"*","*","*","*",515
"Torrington School District","=""1430011""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",29,"*","*","*","*","*","*","*","*","*","*",478
"Trumbull School District","=""1440011""","N",453,17,3.8,51,11.3,268,59.2,117,25.8,385,85.0,564
"Trumbull School District","=""1440011""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",43,"*","*","*","*",18,41.9,"*","*","*","*",492
"Vernon School District","=""1460011""","N",129,15,11.6,24,18.6,69,53.5,21,16.3,90,69.8,528
"Vernon School District","=""1460011""","R",20,"*","*","*","*",12,60.0,"*","*","*","*",497
"Wallingford School District","=""1480011""","F",56,"*","*","*","*","*","*","*","*","*","*",477
"Wallingford School District","=""1480011""","N",396,40,10.1,52,13.1,251,63.4,53,13.4,304,76.8,531
"Wallingford School District","=""1480011""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F",655,298,45.5,175,26.7,163,24.9,19,2.9,182,27.8,433
"Waterbury School District","=""1510011""","N",310,97,31.3,80,25.8,113,36.5,20,6.5,133,42.9,471
"Waterbury School District","=""1510011""","R",90,24,26.7,26,28.9,34,37.8,6,6.7,40,44.4,472
"Waterford School District","=""1520011""","F","*",7,25.9,"*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","N",172,"*","*","*","*",114,66.3,28,16.3,142,82.6,544
"Waterford School District","=""1520011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","F",41,"*","*","*","*","*","*","*","*","*","*",482
"Watertown School District","=""1530011""","N",147,17,11.6,22,15.0,88,59.9,20,13.6,108,73.5,527
"Watertown School District","=""1530011""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","F",133,38,28.6,"*","*",56,42.1,"*","*","*","*",467
"West Hartford School District","=""1550011""","N",587,35,6.0,56,9.5,277,47.2,219,37.3,496,84.5,583
"West Hartford School District","=""1550011""","R",32,8,25.0,"*","*",17,53.1,"*","*","*","*",496
"West Haven School District","=""1560011""","F",142,54,38.0,45,31.7,"*","*","*","*",43,30.3,443
"West Haven School District","=""1560011""","N",142,23,16.2,"*","*",75,52.8,"*","*","*","*",504
"West Haven School District","=""1560011""","R",20,7,35.0,"*","*",7,35.0,"*","*","*","*",456
"Westbrook School District","=""1540011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",63,7,11.1,11,17.5,38,60.3,7,11.1,45,71.4,524
"Westbrook School District","=""1540011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",192,17,8.9,11,5.7,89,46.4,75,39.1,164,85.4,587
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",414,20,4.8,12,2.9,193,46.6,189,45.7,382,92.3,602
"Westport School District","=""1580011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Wethersfield School District","=""1590011""","N",212,"*","*",31,14.6,127,59.9,"*","*","*","*",532
"Wethersfield School District","=""1590011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",320,10,3.1,13,4.1,156,48.8,141,44.1,297,92.8,604
"Wilton School District","=""1610011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",77,39,50.6,21,27.3,"*","*","*","*",17,22.1,422
"Windham School District","=""1630011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","F","*",8,25.8,"*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","N",54,"*","*",16,29.6,29,53.7,"*","*","*","*",504
"Windsor Locks School District","=""1650011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","F",67,"*","*",27,40.3,23,34.3,"*","*","*","*",460
"Windsor School District","=""1640011""","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Windsor School District","=""1640011""","R",23,7,30.4,7,30.4,9,39.1,0,0.0,9,39.1,460
"Wolcott School District","=""1660011""","F",28,"*","*","*","*","*","*",0,0.0,"*","*",486
"Wolcott School District","=""1660011""","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Wolcott School District","=""1660011""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",250,"*","*","*","*","*","*","*","*","*","*",543
"Woodstock Academy District","=""9030022""","R",8,"*","*","*","*","*","*","*","*","*","*","*"

