"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Special Education Status (SWD)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"New London School District","=""0950011""","Math","Y",31,25,80.6,"*","*",0,0.0,"*","*","*","*",381
"New Milford School District","=""0960011""","ELA","N",274,16,5.8,38,13.9,167,60.9,53,19.3,220,80.3,550
"New Milford School District","=""0960011""","ELA","Y",28,13,46.4,9,32.1,6,21.4,0,0.0,6,21.4,423
"New Milford School District","=""0960011""","Math","N",274,"*","*",117,42.7,"*","*",36,13.1,"*","*",538
"New Milford School District","=""0960011""","Math","Y",28,17,60.7,"*","*","*","*",0,0.0,"*","*",404
"Newington School District","=""0940011""","ELA","N",270,"*","*",38,14.1,"*","*",57,21.1,"*","*",548
"Newington School District","=""0940011""","ELA","Y",30,"*","*",16,53.3,"*","*",0,0.0,"*","*",419
"Newington School District","=""0940011""","Math","N",270,"*","*",114,42.2,"*","*",28,10.4,"*","*",534
"Newington School District","=""0940011""","Math","Y",30,17,56.7,"*","*","*","*",0,0.0,"*","*",411
"Newtown School District","=""0970011""","ELA","N",381,7,1.8,"*","*",225,59.1,"*","*","*","*",583
"Newtown School District","=""0970011""","ELA","Y",22,7,31.8,"*","*",11,50.0,"*","*","*","*",460
"Newtown School District","=""0970011""","Math","N",381,"*","*",108,28.3,"*","*",76,19.9,"*","*",571
"Newtown School District","=""0970011""","Math","Y",22,13,59.1,"*","*","*","*",0,0.0,"*","*",420
"North Branford School District","=""0990011""","ELA","N",128,"*","*",21,16.4,"*","*",20,15.6,"*","*",533
"North Branford School District","=""0990011""","ELA","Y",26,15,57.7,"*","*","*","*",0,0.0,"*","*",397
"North Branford School District","=""0990011""","Math","N",128,17,13.3,"*","*","*","*",6,4.7,"*","*",514
"North Branford School District","=""0990011""","Math","Y",25,19,76.0,"*","*","*","*",0,0.0,"*","*",385
"North Haven School District","=""1010011""","ELA","N",228,"*","*","*","*","*","*","*","*","*","*",546
"North Haven School District","=""1010011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Math","N",228,"*","*","*","*","*","*","*","*","*","*",515
"North Haven School District","=""1010011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","N",55,7,12.7,6,10.9,32,58.2,10,18.2,42,76.4,548
"North Stonington School District","=""1020011""","Math","N",55,8,14.5,16,29.1,23,41.8,8,14.5,31,56.4,538
"Norwalk School District","=""1030011""","ELA","N",694,118,17.0,142,20.5,359,51.7,75,10.8,434,62.5,508
"Norwalk School District","=""1030011""","ELA","Y",58,37,63.8,13,22.4,8,13.8,0,0.0,8,13.8,401
"Norwalk School District","=""1030011""","Math","N",694,151,21.8,324,46.7,171,24.6,48,6.9,219,31.6,490
"Norwalk School District","=""1030011""","Math","Y",58,37,63.8,21,36.2,0,0.0,0,0.0,0,0.0,384
"Norwich Free Academy District","=""9010022""","ELA","N",516,90,17.4,"*","*",251,48.6,"*","*","*","*",523
"Norwich Free Academy District","=""9010022""","ELA","Y",54,35,64.8,10,18.5,"*","*","*","*",9,16.7,405
"Norwich Free Academy District","=""9010022""","Math","N",515,114,22.1,212,41.2,"*","*","*","*","*","*",496
"Norwich Free Academy District","=""9010022""","Math","Y",54,40,74.1,"*","*","*","*",0,0.0,"*","*",372
"Norwich School District","=""1040011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",89,"*","*","*","*","*","*","*","*","*","*",559
"Old Saybrook School District","=""1060011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",89,"*","*","*","*","*","*","*","*","*","*",541
"Old Saybrook School District","=""1060011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",158,"*","*","*","*","*","*","*","*","*","*",558
"Oxford School District","=""1080011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Math","N",158,"*","*","*","*","*","*","*","*","*","*",522
"Oxford School District","=""1080011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","ELA","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","N",137,"*","*","*","*","*","*","*","*","*","*",515
"Plainfield School District","=""1090011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Math","N",137,"*","*","*","*","*","*","*","*","*","*",484
"Plainfield School District","=""1090011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","ELA","N",161,"*","*",36,22.4,"*","*",20,12.4,"*","*",521
"Plainville School District","=""1100011""","ELA","Y",20,11,55.0,"*","*","*","*",0,0.0,"*","*",399
"Plainville School District","=""1100011""","Math","N",161,27,16.8,"*","*","*","*",12,7.5,"*","*",507
"Plainville School District","=""1100011""","Math","Y",20,15,75.0,"*","*","*","*",0,0.0,"*","*",399
"Plymouth School District","=""1110011""","ELA","N",101,"*","*","*","*","*","*","*","*","*","*",505
"Plymouth School District","=""1110011""","ELA","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Math","N",101,"*","*","*","*","*","*","*","*","*","*",490
"Plymouth School District","=""1110011""","Math","Y",10,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","ELA","N",47,"*","*","*","*","*","*","*","*","*","*",494
"Putnam School District","=""1160011""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Math","N",47,"*","*","*","*","*","*","*","*","*","*",463
"Putnam School District","=""1160011""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","ELA","N",93,"*","*","*","*","*","*","*","*","*","*",554
"Regional School District 01","=""2010012""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Math","N",93,"*","*","*","*","*","*","*","*","*","*",517
"Regional School District 01","=""2010012""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",133,"*","*","*","*","*","*","*","*","*","*",580
"Regional School District 04","=""2040012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Math","N",133,"*","*","*","*","*","*","*","*","*","*",538
"Regional School District 04","=""2040012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","ELA","N",312,"*","*",25,8.0,167,53.5,"*","*","*","*",589
"Regional School District 05","=""2050012""","ELA","Y",32,10,31.3,"*","*",12,37.5,"*","*","*","*",460
"Regional School District 05","=""2050012""","Math","N",312,"*","*",80,25.6,"*","*",82,26.3,"*","*",577
"Regional School District 05","=""2050012""","Math","Y",32,15,46.9,"*","*","*","*",0,0.0,"*","*",423
"Regional School District 06","=""2060012""","ELA","N",100,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 06","=""2060012""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Math","N",100,"*","*","*","*","*","*","*","*","*","*",518
"Regional School District 06","=""2060012""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","ELA","N",173,"*","*","*","*","*","*","*","*","*","*",568
"Regional School District 07","=""2070012""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Math","N",173,"*","*","*","*","*","*","*","*","*","*",550
"Regional School District 07","=""2070012""","Math","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","ELA","N",217,"*","*",11,5.1,135,62.2,"*","*","*","*",581
"Regional School District 08","=""2080012""","ELA","Y",26,"*","*",6,23.1,7,26.9,"*","*","*","*",434
"Regional School District 08","=""2080012""","Math","N",217,"*","*",62,28.6,"*","*",53,24.4,"*","*",578
"Regional School District 08","=""2080012""","Math","Y",25,"*","*",6,24.0,"*","*",0,0.0,"*","*",424
"Regional School District 09","=""2090012""","ELA","N",242,"*","*",11,4.5,145,59.9,"*","*","*","*",595
"Regional School District 09","=""2090012""","ELA","Y",21,"*","*",9,42.9,7,33.3,"*","*","*","*",495
"Regional School District 09","=""2090012""","Math","N",242,"*","*","*","*",128,52.9,"*","*","*","*",583
"Regional School District 09","=""2090012""","Math","Y",21,"*","*","*","*",7,33.3,"*","*","*","*",466
"Regional School District 10","=""2100012""","ELA","N",170,"*","*","*","*","*","*","*","*","*","*",574
"Regional School District 10","=""2100012""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Math","N",170,"*","*","*","*","*","*","*","*","*","*",562
"Regional School District 10","=""2100012""","Math","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","ELA","N",36,"*","*","*","*","*","*","*","*","*","*",531
"Regional School District 11","=""2110012""","ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Math","N",36,"*","*","*","*","*","*","*","*","*","*",504
"Regional School District 11","=""2110012""","Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","ELA","N",40,"*","*","*","*","*","*","*","*","*","*",583
"Regional School District 12","=""2120012""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N",40,"*","*","*","*","*","*","*","*","*","*",568
"Regional School District 12","=""2120012""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",127,"*","*","*","*","*","*","*","*","*","*",575
"Regional School District 13","=""2130012""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","N",127,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 13","=""2130012""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","N",160,"*","*","*","*","*","*","*","*","*","*",544
"Regional School District 14","=""2140012""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","N",160,"*","*","*","*","*","*","*","*","*","*",541
"Regional School District 14","=""2140012""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELA","N",274,"*","*",29,10.6,164,59.9,"*","*","*","*",578
"Regional School District 15","=""2150012""","ELA","Y",33,"*","*",8,24.2,12,36.4,"*","*","*","*",450
"Regional School District 15","=""2150012""","Math","N",274,9,3.3,82,29.9,"*","*","*","*","*","*",564
"Regional School District 15","=""2150012""","Math","Y",33,15,45.5,13,39.4,"*","*","*","*","*","*",433
"Regional School District 16","=""2160012""","ELA","N",147,"*","*","*","*","*","*","*","*","*","*",549
"Regional School District 16","=""2160012""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Math","N",147,"*","*","*","*","*","*","*","*","*","*",509
"Regional School District 16","=""2160012""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","ELA","N",129,"*","*","*","*","*","*","*","*","*","*",581
"Regional School District 17","=""2170012""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Math","N",129,"*","*","*","*","*","*","*","*","*","*",550
"Regional School District 17","=""2170012""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","ELA","N",106,"*","*","*","*","*","*","*","*","*","*",583
"Regional School District 18","=""2180012""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","N",106,"*","*","*","*","*","*","*","*","*","*",561
"Regional School District 18","=""2180012""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELA","N",241,"*","*",25,10.4,142,58.9,"*","*","*","*",571
"Regional School District 19","=""2190012""","ELA","Y",27,"*","*",9,33.3,9,33.3,"*","*","*","*",464
"Regional School District 19","=""2190012""","Math","N",241,14,5.8,89,36.9,92,38.2,46,19.1,138,57.3,557
"Regional School District 19","=""2190012""","Math","Y",27,12,44.4,9,33.3,6,22.2,0,0.0,6,22.2,434
"Ridgefield School District","=""1180011""","ELA","N",399,0,0.0,"*","*","*","*","*","*","*","*",613
"Ridgefield School District","=""1180011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Math","N",399,"*","*","*","*","*","*","*","*","*","*",610
"Ridgefield School District","=""1180011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELA","N",153,"*","*","*","*","*","*","*","*","*","*",552
"Rocky Hill School District","=""1190011""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Math","N",153,"*","*","*","*","*","*","*","*","*","*",546
"Rocky Hill School District","=""1190011""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","N",138,"*","*","*","*","*","*","*","*","*","*",515
"Seymour School District","=""1240011""","ELA","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Math","N",138,"*","*","*","*","*","*","*","*","*","*",510
"Seymour School District","=""1240011""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","ELA","N",342,"*","*",50,14.6,"*","*",63,18.4,"*","*",551
"Shelton School District","=""1260011""","ELA","Y",29,17,58.6,"*","*","*","*",0,0.0,"*","*",404
"Shelton School District","=""1260011""","Math","N",342,"*","*",112,32.7,"*","*",36,10.5,"*","*",535
"Shelton School District","=""1260011""","Math","Y",29,21,72.4,"*","*","*","*",0,0.0,"*","*",395
"Simsbury School District","=""1280011""","ELA","N",317,"*","*","*","*",160,50.5,133,42.0,293,92.4,601
"Simsbury School District","=""1280011""","ELA","Y",44,"*","*",8,18.2,17,38.6,"*","*","*","*",501
"Simsbury School District","=""1280011""","Math","N",317,"*","*",64,20.2,131,41.3,"*","*","*","*",601
"Simsbury School District","=""1280011""","Math","Y",44,"*","*",13,29.5,17,38.6,"*","*","*","*",493
"Somers School District","=""1290011""","ELA","N",96,"*","*","*","*","*","*","*","*","*","*",553
"Somers School District","=""1290011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","N",96,"*","*","*","*","*","*","*","*","*","*",543
"Somers School District","=""1290011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","N",292,"*","*","*","*",183,62.7,72,24.7,255,87.3,570
"South Windsor School District","=""1320011""","ELA","Y",34,"*","*","*","*",14,41.2,0,0.0,14,41.2,452
"South Windsor School District","=""1320011""","Math","N",292,"*","*",83,28.4,"*","*",57,19.5,"*","*",564
"South Windsor School District","=""1320011""","Math","Y",34,"*","*",16,47.1,"*","*",0,0.0,"*","*",430
"Southington School District","=""1310011""","ELA","N",418,"*","*",58,13.9,250,59.8,"*","*","*","*",555
"Southington School District","=""1310011""","ELA","Y",52,25,48.1,17,32.7,"*","*","*","*",10,19.2,424
"Southington School District","=""1310011""","Math","N",418,"*","*",163,39.0,"*","*",60,14.4,"*","*",550
"Southington School District","=""1310011""","Math","Y",52,"*","*",26,50.0,"*","*",0,0.0,"*","*",422
"Stafford School District","=""1340011""","ELA","N",89,"*","*","*","*","*","*","*","*","*","*",557
"Stafford School District","=""1340011""","ELA","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Math","N",89,"*","*","*","*","*","*","*","*","*","*",542
"Stafford School District","=""1340011""","Math","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELA","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stamford Academy District","=""2820013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","N","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Stamford Academy District","=""2820013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","ELA","N",989,"*","*",213,21.5,465,47.0,"*","*","*","*",506
"Stamford School District","=""1350011""","ELA","Y",109,70,64.2,25,22.9,"*","*","*","*",14,12.8,404
"Stamford School District","=""1350011""","Math","N",988,244,24.7,393,39.8,"*","*","*","*","*","*",494
"Stamford School District","=""1350011""","Math","Y",106,83,78.3,21,19.8,"*","*","*","*","*","*",383
"Stonington School District","=""1370011""","ELA","N",149,"*","*","*","*","*","*","*","*","*","*",554
"Stonington School District","=""1370011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Math","N",149,"*","*","*","*","*","*","*","*","*","*",543
"Stonington School District","=""1370011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ELA","N",425,64,15.1,83,19.5,232,54.6,46,10.8,278,65.4,511
"Stratford School District","=""1380011""","ELA","Y",39,25,64.1,8,20.5,6,15.4,0,0.0,6,15.4,406
"Stratford School District","=""1380011""","Math","N",425,105,24.7,190,44.7,104,24.5,26,6.1,130,30.6,485
"Stratford School District","=""1380011""","Math","Y",39,30,76.9,9,23.1,0,0.0,0,0.0,0,0.0,371
"Suffield School District","=""1390011""","ELA","N",160,"*","*","*","*","*","*","*","*","*","*",569
"Suffield School District","=""1390011""","ELA","Y",20,"*","*","*","*","*","*","*","*","*","*",454
"Suffield School District","=""1390011""","Math","N",160,"*","*",57,35.6,"*","*",21,13.1,"*","*",546
"Suffield School District","=""1390011""","Math","Y",20,9,45.0,"*","*","*","*",0,0.0,"*","*",436
"The Bridge Academy District","=""2690013""","ELA","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",88,"*","*","*","*","*","*","*","*","*","*",510
"The Gilbert School District","=""9020022""","ELA","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Math","N",88,"*","*","*","*","*","*","*","*","*","*",513
"The Gilbert School District","=""9020022""","Math","Y",13,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","N",53,"*","*","*","*","*","*","*","*","*","*",513
"Thomaston School District","=""1400011""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Math","N",53,"*","*","*","*","*","*","*","*","*","*",489
"Thomaston School District","=""1400011""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Math","N","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Thompson School District","=""1410011""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","ELA","N",183,"*","*","*","*","*","*","*","*","*","*",582
"Tolland School District","=""1420011""","ELA","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","N",183,"*","*","*","*","*","*","*","*","*","*",583
"Tolland School District","=""1420011""","Math","Y",18,"*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","ELA","N",174,27,15.5,38,21.8,"*","*","*","*","*","*",501
"Torrington School District","=""1430011""","ELA","Y",23,13,56.5,"*","*","*","*",0,0.0,"*","*",409
"Torrington School District","=""1430011""","Math","N",174,37,21.3,"*","*",41,23.6,"*","*","*","*",479
"Torrington School District","=""1430011""","Math","Y",23,"*","*","*","*",0,0.0,0,0.0,0,0.0,367
"Trumbull School District","=""1440011""","ELA","N",454,"*","*",47,10.4,275,60.6,"*","*","*","*",565
"Trumbull School District","=""1440011""","ELA","Y",41,"*","*",13,31.7,13,31.7,"*","*","*","*",474
"Trumbull School District","=""1440011""","Math","N",454,23,5.1,149,32.8,"*","*","*","*",282,62.1,567
"Trumbull School District","=""1440011""","Math","Y",41,17,41.5,17,41.5,"*","*","*","*",7,17.1,450
"Unified School District #2","=""3470015""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","N",173,"*","*","*","*","*","*","*","*","*","*",529
"Vernon School District","=""1460011""","ELA","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Math","N",173,"*","*","*","*","*","*","*","*","*","*",505
"Vernon School District","=""1460011""","Math","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","ELA","N",423,"*","*",61,14.4,273,64.5,"*","*","*","*",532
"Wallingford School District","=""1480011""","ELA","Y",37,23,62.2,"*","*",7,18.9,"*","*","*","*",414
"Wallingford School District","=""1480011""","Math","N",423,61,14.4,210,49.6,"*","*","*","*","*","*",501
"Wallingford School District","=""1480011""","Math","Y",37,21,56.8,"*","*","*","*",0,0.0,"*","*",395
"Waterbury School District","=""1510011""","ELA","N",895,293,32.7,255,28.5,302,33.7,45,5.0,347,38.8,461
"Waterbury School District","=""1510011""","ELA","Y",160,126,78.8,26,16.3,8,5.0,0,0.0,8,5.0,374
"Waterbury School District","=""1510011""","Math","N",892,420,47.1,375,42.0,"*","*","*","*","*","*",427
"Waterbury School District","=""1510011""","Math","Y",157,134,85.4,"*","*","*","*",0,0.0,"*","*",362
"Waterford School District","=""1520011""","ELA","N",180,"*","*","*","*",114,63.3,30,16.7,144,80.0,543
"Waterford School District","=""1520011""","ELA","Y",23,"*","*","*","*",10,43.5,0,0.0,10,43.5,453
"Waterford School District","=""1520011""","Math","N",180,20,11.1,75,41.7,60,33.3,25,13.9,85,47.2,526
"Waterford School District","=""1520011""","Math","Y",23,12,52.2,11,47.8,0,0.0,0,0.0,0,0.0,410
"Watertown School District","=""1530011""","ELA","N",182,"*","*","*","*","*","*","*","*","*","*",526
"Watertown School District","=""1530011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Math","N",182,"*","*","*","*","*","*","*","*","*","*",494
"Watertown School District","=""1530011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","ELA","N",682,"*","*",73,10.7,336,49.3,"*","*","*","*",571
"West Hartford School District","=""1550011""","ELA","Y",70,31,44.3,22,31.4,"*","*","*","*",17,24.3,436
"West Hartford School District","=""1550011""","Math","N",681,64,9.4,200,29.4,"*","*","*","*","*","*",560
"West Hartford School District","=""1550011""","Math","Y",70,44,62.9,21,30.0,"*","*","*","*","*","*",402
"West Haven School District","=""1560011""","ELA","N",284,72,25.4,74,26.1,"*","*","*","*","*","*",478
"West Haven School District","=""1560011""","ELA","Y",20,12,60.0,"*","*","*","*",0,0.0,"*","*",385
"West Haven School District","=""1560011""","Math","N",284,87,30.6,"*","*",45,15.8,"*","*","*","*",459
"West Haven School District","=""1560011""","Math","Y",20,"*","*","*","*",0,0.0,0,0.0,0,0.0,368
"Westbrook School District","=""1540011""","ELA","N",68,"*","*","*","*","*","*","*","*","*","*",525
"Westbrook School District","=""1540011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","N",68,"*","*","*","*","*","*","*","*","*","*",497
"Westbrook School District","=""1540011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","N",186,"*","*","*","*","*","*","*","*","*","*",590
"Weston School District","=""1570011""","ELA","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","N",186,"*","*","*","*","*","*","*","*","*","*",591
"Weston School District","=""1570011""","Math","Y",11,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","N",390,13,3.3,"*","*",177,45.4,"*","*","*","*",609
"Westport School District","=""1580011""","ELA","Y",43,10,23.3,"*","*",23,53.5,"*","*","*","*",499
"Westport School District","=""1580011""","Math","N",390,11,2.8,60,15.4,"*","*","*","*",319,81.8,616
"Westport School District","=""1580011""","Math","Y",43,21,48.8,14,32.6,"*","*","*","*",8,18.6,448
"Wethersfield School District","=""1590011""","ELA","N",228,"*","*","*","*",140,61.4,32,14.0,172,75.4,531
"Wethersfield School District","=""1590011""","ELA","Y",24,16,66.7,"*","*","*","*",0,0.0,"*","*",427
"Wethersfield School District","=""1590011""","Math","N",228,27,11.8,84,36.8,"*","*","*","*","*","*",530
"Wethersfield School District","=""1590011""","Math","Y",24,14,58.3,"*","*","*","*",0,0.0,"*","*",403
"Wilton School District","=""1610011""","ELA","N",292,"*","*",6,2.1,144,49.3,"*","*","*","*",613
"Wilton School District","=""1610011""","ELA","Y",36,"*","*",7,19.4,19,52.8,"*","*","*","*",528
"Wilton School District","=""1610011""","Math","N",291,"*","*",50,17.2,124,42.6,"*","*","*","*",607
"Wilton School District","=""1610011""","Math","Y",36,"*","*",16,44.4,11,30.6,"*","*","*","*",509
"Windham School District","=""1630011""","ELA","N",82,32,39.0,"*","*","*","*","*","*","*","*",443
"Windham School District","=""1630011""","ELA","Y",21,16,76.2,"*","*","*","*","*","*","*","*",388
"Windham School District","=""1630011""","Math","N",82,49,59.8,"*","*","*","*",0,0.0,"*","*",417
"Windham School District","=""1630011""","Math","Y",21,15,71.4,"*","*","*","*",0,0.0,"*","*",378
"Windsor Locks School District","=""1650011""","ELA","N",82,"*","*","*","*","*","*","*","*","*","*",497
"Windsor Locks School District","=""1650011""","ELA","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Math","N",82,"*","*","*","*","*","*","*","*","*","*",481
"Windsor Locks School District","=""1650011""","Math","Y",7,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","ELA","N",219,"*","*",59,26.9,116,53.0,"*","*","*","*",517
"Windsor School District","=""1640011""","ELA","Y",43,23,53.5,11,25.6,"*","*","*","*",9,20.9,426
"Windsor School District","=""1640011""","Math","N",219,38,17.4,111,50.7,"*","*","*","*","*","*",497
