"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,643,716,761,821,848,865,0,0,0,0,0,0,0,4654
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,649,726,770,812,837,862,0,0,0,0,0,0,0,4656
"Glastonbury School District","=""0540011""","PRIDE-Hebron Avenue","=""0541111""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","PRIDE-Nayaug","=""0541211""",0,"*","*","*",0,"*",0,0,0,0,0,0,0,0,8
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",0,0,"*","*","*","*",7,7,"*",6,6,7,17,31,97
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,0,"*","*","*","*",7,7,"*",6,6,7,17,31,97
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,5143,0,0,0,0,0,0,5143
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,0,0,0,0,0,"*",5310,5334,"*",0,0,0,10651
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,0,0,0,0,0,0,0,0,5333,5261,5227,5262,21083
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*","*"
"Glastonbury School District","=""0540011""","LINKS Transition","=""0541411""",0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",144,1119,1251,1302,0,0,0,0,0,0,0,0,0,0,3816
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",44,93,112,143,678,721,747,765,0,0,0,0,0,0,3303
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",44,93,112,143,678,721,747,765,0,0,0,0,0,0,3303
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,798,835,855,738,0,0,0,0,0,0,3226
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,0,0,0,128,1699,1729,0,0,0,0,3556
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,0,0,0,0,0,0,0,0,1821,1830,1806,1839,7296
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",70,687,707,708,714,687,685,0,0,0,0,0,0,0,4258
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","*",653,649,628,629,632,"*",0,0,0,0,0,0,0,3786
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",540,616,587,567,545,538,551,0,0,0,0,0,0,0,3944
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","*",572,576,"*",583,574,575,0,0,0,0,0,0,0,3452
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",76,396,431,412,400,404,371,0,0,0,0,0,0,0,2490
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","*","*",784,771,772,791,769,0,0,0,0,0,0,0,4656
"Greenwich School District","=""0570011""","North Street School","=""0570811""",289,673,691,689,684,679,689,0,0,0,0,0,0,0,4394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",322,651,691,672,702,668,641,0,0,0,0,0,0,0,4347
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",211,413,416,444,463,468,440,0,0,0,0,0,0,0,2855
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","*","*",833,854,847,846,803,0,0,0,0,0,0,0,4980
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",0,590,601,616,638,642,637,0,0,0,0,0,0,0,3724
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,0,0,0,0,0,2040,2043,2073,0,0,0,0,6156
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,0,0,0,0,2701,2617,2535,0,0,0,0,7853
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,0,0,0,0,0,1665,1715,1731,0,0,0,0,5111
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""",0,0,0,0,0,0,0,0,0,0,"*","*",28,55,100
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",0,0,0,0,0,0,0,0,0,0,"*","*",28,55,100
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,0,0,0,0,0,0,0,0,6596,6628,6553,6583,26360
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,0,0,0,0,0,0,0,0,0,0,0,"*","*",22
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",869,1290,1301,1343,1382,1375,410,0,0,0,0,0,0,0,7970
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,0,0,0,0,982,1354,1420,1456,0,0,0,0,5212
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",0,0,0,0,0,0,0,0,0,"*",12,14,8,"*",42
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,0,0,0,0,0,0,0,0,1697,1720,1572,1600,6589
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",186,649,598,584,596,557,549,0,0,0,0,0,0,0,3717
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",186,649,598,584,596,557,549,0,0,0,0,0,0,0,3717
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",776,684,591,530,463,433,382,0,0,0,0,0,0,0,3859
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",203,569,513,522,560,552,610,0,0,0,0,0,0,0,3529
"Groton School District","=""0590011""","Eastern Point School","=""0590511""",54,88,82,76,70,67,61,0,0,0,0,0,0,0,498
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",530,671,641,556,462,386,346,0,0,0,0,0,0,0,3592
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",125,587,599,585,599,598,590,0,0,0,0,0,0,0,3683
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",54,587,590,529,517,514,448,0,0,0,0,0,0,0,3239
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",339,442,461,485,499,506,521,0,0,0,0,0,0,0,3253
"Groton School District","=""0590011""","Noank School","=""0590911""",0,45,61,67,67,0,0,0,0,0,0,0,0,0,240
"Groton School District","=""0590011""","Colonel Ledyard School","=""0590411""",0,0,0,0,0,68,71,0,0,0,0,0,0,0,139
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,0,0,0,0,"*","*",1399,1416,0,0,0,0,4178
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,0,0,0,0,0,721,692,701,0,0,0,0,2114
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,0,0,0,0,0,1253,1245,1222,0,0,0,0,3720
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",0,0,0,0,0,0,0,0,0,0,"*","*","*",0,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",0,0,0,0,0,0,0,0,0,0,16,11,10,9,46
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,0,0,0,0,0,0,0,0,0,3058,3047,3047,2982,12134
"Groton School District","=""0590011""","Transition Academy","=""0591011""",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",442,567,639,688,711,734,0,0,0,0,0,0,0,0,3781
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,580,604,645,660,685,0,0,0,0,0,0,0,0,3174
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,525,577,595,638,636,0,0,0,0,0,0,0,0,2971
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,626,678,664,707,725,0,0,0,0,0,0,0,0,3400
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,0,0,0,2829,2885,0,0,0,0,0,0,5714
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,0,0,0,0,0,0,2859,2908,0,0,0,0,5767
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,0,0,0,0,0,0,0,0,0,2768,2743,2787,2772,11070
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",1065,25,20,13,6,"*","*",0,0,0,0,0,0,0,1133
"Hamden School District","=""0620011""","Church Street School","=""0620211""",168,480,519,514,491,523,510,510,0,0,0,0,0,0,3715
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",18,408,430,439,437,455,471,493,0,0,0,0,0,0,3151
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",196,443,425,408,384,417,409,427,0,0,0,0,0,0,3109
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,612,632,672,660,664,675,665,0,0,0,0,0,0,4580
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,487,458,458,459,466,461,457,0,0,0,0,0,0,3246
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,505,466,470,457,454,445,457,0,0,0,0,0,0,3254
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,687,626,587,560,532,503,475,0,0,0,0,0,0,3970
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,638,655,666,668,671,664,678,0,0,0,0,0,0,4640
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",0,0,0,0,0,0,0,0,7,15,39,42,40,43,186
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,0,0,0,0,0,0,0,4288,4374,0,0,0,0,8662
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,0,0,0,0,0,0,0,0,0,4684,4599,4632,4613,18528
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",193,146,146,149,149,162,154,163,0,0,0,0,0,0,1262
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",310,786,708,679,639,642,492,296,266,224,0,0,0,0,5042
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",310,786,708,679,639,642,492,296,266,224,0,0,0,0,5042
"Hartford School District","=""0640011""","Autism Program - Dr. James H Naylor / CCSU","=""0645711""",48,9,0,0,0,0,0,0,0,0,0,0,0,0,57
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",48,9,0,0,0,0,0,0,0,0,0,0,0,0,57
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",35,43,48,38,52,43,38,36,0,0,0,0,0,0,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",234,558,582,574,581,572,609,492,517,552,0,0,0,0,5271
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",477,624,623,570,550,199,149,88,0,0,0,0,0,0,3280
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",485,239,224,231,197,173,145,85,62,41,0,0,0,0,1882
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",485,239,224,231,197,173,145,85,62,41,0,0,0,0,1882
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",542,336,321,326,328,335,366,338,321,295,0,0,0,0,3508
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",289,642,631,615,621,641,631,610,514,453,0,0,0,0,5647
"Hartford School District","=""0640011""","Burr School","=""0642311""",284,770,789,720,723,679,660,634,621,642,0,0,0,0,6522
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",235,174,194,200,221,238,232,521,540,548,545,483,419,352,4902
"Hartford School District","=""0640011""","Clark School","=""0642411""",140,449,432,406,404,389,354,317,295,245,0,0,0,0,3431
"Hartford School District","=""0640011""","DDP - Simpson-Waverly","=""0649411""",14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""",14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",299,763,761,733,721,742,749,603,626,641,0,0,0,0,6638
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","*",0,0,0,0,0,"*",257,651,798,0,0,0,0,1806
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",477,624,623,570,550,199,149,88,0,0,0,0,0,0,3280
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",47,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",439,503,512,509,512,490,489,465,460,405,0,0,0,0,4784
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",439,503,512,509,512,490,489,465,460,405,0,0,0,0,4784
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",600,870,829,789,790,772,751,199,232,244,0,0,0,0,6076
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",170,505,479,488,448,446,432,366,304,266,0,0,0,0,3904
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",564,0,0,0,0,0,0,0,0,0,0,0,0,0,564
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",163,756,793,774,807,872,855,651,705,717,0,0,0,0,7093
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",545,644,657,643,721,738,730,686,668,625,283,195,128,79,7342
"Hartford School District","=""0640011""","LC - Breakthrough II","=""0649511""","*","*","*",0,0,"*","*","*","*","*",0,0,0,0,10
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""","*","*","*",0,0,"*","*","*","*","*",0,0,0,0,10
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",29,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",261,1014,1031,908,897,900,846,407,253,188,0,0,0,0,6705
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",261,1014,1031,908,897,900,846,407,253,188,0,0,0,0,6705
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",252,479,532,504,520,544,459,391,272,227,0,0,0,0,4180
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",252,479,532,504,520,544,459,391,272,227,0,0,0,0,4180
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""",9,"*","*","*","*","*","*",0,0,0,0,0,0,0,22
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",87,219,205,224,189,196,221,803,676,672,0,0,0,0,3492
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",87,219,205,224,189,196,221,803,676,672,0,0,0,0,3492
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",202,473,459,428,390,400,391,365,317,291,0,0,0,0,3716
"Hartford School District","=""0640011""","Milner School","=""0641911""",202,473,459,428,390,400,391,365,317,291,0,0,0,0,3716
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",876,343,290,242,181,118,91,45,45,26,0,0,0,0,2257
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",876,343,290,242,181,118,91,45,45,26,0,0,0,0,2257
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",383,163,123,94,81,53,27,9,0,0,0,0,0,0,933
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",299,763,761,733,721,742,749,603,626,641,0,0,0,0,6638
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",815,692,718,672,656,633,645,514,482,468,0,0,0,0,6295
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",405,943,889,829,772,715,663,228,0,0,0,0,0,0,5444
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",545,644,657,643,721,738,730,686,668,625,283,195,128,79,7342
"Hartford School District","=""0640011""","Rawson School","=""0641711""",208,635,635,646,691,697,569,346,403,470,0,0,0,0,5300
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*","*",0,0,0,103,154,147,143,117,36,14,0,0,724
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",0,0,0,103,154,147,143,117,36,14,0,0,724
"Hartford School District","=""0640011""","SAND School","=""0640111""",85,593,615,570,508,514,469,413,260,229,0,0,0,0,4256
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",30,380,410,406,440,434,418,414,380,357,0,0,0,0,3669
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",30,380,410,406,440,434,418,414,380,357,0,0,0,0,3669
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",325,827,808,714,708,686,647,194,0,0,0,0,0,0,4909
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",208,635,635,646,691,697,569,346,403,470,0,0,0,0,5300
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",236,396,436,402,403,399,337,299,246,229,0,0,0,0,3383
"Hartford School District","=""0640011""","Twain School","=""0641811""",24,50,35,35,32,40,40,26,0,0,0,0,0,0,282
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",815,692,718,672,656,633,645,514,482,468,0,0,0,0,6295
"Hartford School District","=""0640011""","West Middle School","=""0642111""",141,743,780,728,683,643,589,503,488,504,0,0,0,0,5802
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",170,505,479,488,448,446,432,366,304,266,0,0,0,0,3904
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""",0,"*","*","*","*","*","*","*","*",0,0,0,0,0,18
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""",0,"*","*","*","*","*","*","*","*","*",0,0,0,0,24
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""",0,12,21,19,12,11,6,6,7,8,0,0,0,0,102
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,12,21,19,12,11,6,6,7,8,0,0,0,0,102
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""",0,"*",9,"*","*","*",0,0,"*","*",0,0,0,0,25
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""",0,"*",9,"*","*","*",0,0,"*","*",0,0,0,0,25
"Hartford School District","=""0640011""","Autism Program-Burr School","=""0648611""",0,"*","*","*","*","*","*","*","*",0,0,0,0,0,18
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",0,"*","*",9,10,0,0,0,0,0,0,0,0,0,25
"Hartford School District","=""0640011""","EDP - West Middle School","=""0644611""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,15
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,537,576,491,426,373,420,318,272,206,256,139,99,71,4184
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,6,20,36,45,45,57,46,40,10,0,0,0,0,305
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",0,537,576,491,426,373,420,318,272,206,256,139,99,71,4184
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,10
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,10
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",0,"*",6,"*","*","*","*",12,7,"*",0,0,0,0,48
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""",0,0,0,"*","*",0,"*","*","*","*",0,0,0,0,18
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""",0,0,0,"*",7,6,"*",0,0,0,0,0,0,0,18
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""",0,0,0,"*",7,6,"*",0,0,0,0,0,0,0,18
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",0,0,0,0,0,384,331,232,165,85,0,0,0,0,1197
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",0,0,0,0,0,14,22,17,21,23,0,0,0,0,97
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",0,0,0,0,0,14,22,17,21,23,0,0,0,0,97
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",0,0,0,0,0,384,331,232,165,85,0,0,0,0,1197
"Hartford School District","=""0640011""","LC - Burns","=""0649611""",0,0,0,0,0,0,"*","*","*","*",0,0,0,0,11
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""",0,0,0,0,0,0,"*","*","*","*",0,0,0,0,11
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,0,0,0,0,0,996,1033,1119,1085,940,849,748,6770
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,0,0,0,0,0,2005,2075,2073,758,457,337,233,7938
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",0,0,0,0,0,0,0,8,11,48,33,36,29,27,192
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",0,0,0,0,0,0,0,128,122,140,0,0,0,0,390
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,0,0,0,0,0,587,778,739,1267,1111,1004,913,6399
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",0,0,0,0,0,0,0,0,"*","*",0,0,0,0,14
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",0,0,0,0,0,0,0,0,201,423,0,0,0,0,624
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",0,0,0,0,0,0,0,0,"*","*",16,11,6,8,51
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",0,0,0,0,0,0,0,0,581,805,0,0,0,0,1386
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",0,0,0,0,0,0,0,0,0,0,222,136,1666,1659,3683
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,0,0,0,0,0,0,0,0,3986,1844,584,492,6906
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,0,0,0,0,0,0,0,0,0,222,136,1666,1659,3683
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",0,0,0,0,0,0,0,0,0,0,601,632,542,519,2294
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",0,0,0,0,0,0,0,0,0,0,601,632,542,519,2294
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,0,0,0,0,0,0,0,0,0,13,"*","*",8,31
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",0,0,0,0,0,0,0,0,0,0,25,27,21,6,79
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""",0,0,0,0,0,0,0,0,0,0,25,27,21,6,79
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",0,0,0,0,0,0,0,0,0,0,371,325,316,307,1319
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",0,0,0,0,0,0,0,0,0,0,371,325,316,307,1319
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",0,0,0,0,0,0,0,0,0,0,722,788,821,748,3079
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",0,0,0,0,0,0,0,0,0,0,713,1006,777,744,3240
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",0,0,0,0,0,0,0,0,0,0,722,788,821,748,3079
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,0,0,0,0,0,0,0,0,0,912,0,0,0,912
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,0,0,0,0,0,0,0,0,698,991,807,733,3229
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",0,0,0,0,0,0,0,0,0,0,713,1006,777,744,3240
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",0,0,0,0,0,0,0,0,0,0,1173,856,594,485,3108
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,667,624,565,359,2215
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",0,0,0,0,0,0,0,0,0,0,667,624,565,359,2215
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,0,0,0,0,0,0,0,0,494,486,401,313,1694
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""",0,0,0,0,0,0,0,0,0,0,17,16,8,21,62
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",0,0,0,0,0,0,0,0,0,0,45,19,19,15,98
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,0,0,0,0,0,0,0,0,185,186,170,124,665
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,0,0,0,0,0,0,0,0,1120,934,837,757,3648
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,1280,1003,876,783,3942
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",0,0,0,0,0,0,0,0,0,0,1280,1003,876,783,3942
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,0,651,623,602,743,2619
"Hartford School District","=""0640011""","High Step Transition","=""0648411""",0,0,0,0,0,0,0,0,0,0,0,"*","*",41,43
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",0,0,0,0,0,0,0,0,0,0,0,0,82,78,160
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*",201,216,214,224,223,221,233,230,222,"*",0,0,0,2142
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",519,1055,1150,1236,0,0,0,0,0,0,0,0,0,0,3960
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,"*","*",1416,1498,1553,0,0,0,0,0,0,5795
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",534,386,377,375,357,339,310,280,250,219,65,47,36,11,3586
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",332,332,328,332,330,328,333,332,331,325,0,0,0,0,3303
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",480,546,538,537,521,554,611,576,558,543,82,47,27,11,5631
"Kent School District","=""0680011""","Kent Center School","=""0680111""",80,283,292,294,298,297,291,287,268,267,0,0,0,0,2657
"Kent School District","=""0680011""","LEAPSS","=""0680211""","*","*",0,0,"*","*",0,0,0,0,0,0,0,0,"*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",1021,0,0,0,0,0,0,0,0,0,0,0,0,0,1021
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",61,1041,1080,749,748,754,0,0,0,0,0,0,0,0,4433
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",38,772,770,1096,1079,1073,0,0,0,0,0,0,0,0,4828
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""",0,"*","*","*","*","*","*","*","*",9,"*",10,"*",7,47
