"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2011-12"

"",,,,"Special Education Status",,
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",538,66,604
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",382,20,402
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",696,78,774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",355,30,385
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2322,334,2656
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",359,54,413
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",340,26,366
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",319,24,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",231,30,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",414,47,461
"Greenwich School District","=""0570011""","North Street School","=""0570811""",412,26,438
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",397,31,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",253,15,268
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",505,17,522
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",399,75,474
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",645,82,727
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",557,95,652
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",513,73,586
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",310,45,355
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",359,51,410
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",359,51,410
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",337,55,392
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",286,48,334
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",344,63,407
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",292,81,373
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",376,49,425
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",311,45,356
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1099,138,1237
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",266,55,321
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",221,47,268
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",521,64,585
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",289,24,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",305,22,327
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",485,66,551
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1014,117,1131
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",349,40,389
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",336,24,360
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",36,53,89
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",423,45,468
"Hamden School District","=""0620011""","Church Street School","=""0620211""",372,34,406
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",279,42,321
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1634,219,1853
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",792,115,907
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",237,30,267
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",286,35,321
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",298,39,337
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",372,22,394
"Hamden School District","=""0620011""","West Woods School","=""0621411""",427,49,476
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",109,17,126
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",388,61,449
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",388,61,449
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",478,87,565
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",287,28,315
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",153,18,171
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",153,18,171
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",309,46,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",330,69,399
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",488,137,625
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",330,69,399
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",521,75,596
"Hartford School District","=""0640011""","Burr School","=""0642311""",681,126,807
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",487,34,521
"Hartford School District","=""0640011""","Clark School","=""0642411""",326,71,397
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",671,43,714
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",226,71,297
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",226,71,297
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",611,93,704
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",114,32,146
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",287,28,315
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",319,39,358
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",319,39,358
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",647,102,749
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",322,70,392
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",357,60,417
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",350,83,433
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",314,64,378
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",350,83,433
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",181,40,221
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",329,67,396
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",314,64,378
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",628,88,716
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",32
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",277,44,321
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",277,44,321
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",357,60,417
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",271,46,317
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",718,81,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",634,56,690
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",413,66,479
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",413,66,479
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",322,79,401
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",322,79,401
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",375,76,451
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",375,76,451
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",371,51,422
"Hartford School District","=""0640011""","Milner School","=""0641911""",371,51,422
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",233,7,240
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",233,7,240
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",611,93,704
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",540,42,582
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",104,12,116
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",441,90,531
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",286,41,327
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",634,56,690
"Hartford School District","=""0640011""","Rawson School","=""0641711""",410,42,452
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",105,0,105
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",105,0,105
"Hartford School District","=""0640011""","SAND School","=""0640111""",401,70,471
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",303,41,344
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",303,41,344
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",407,62,469
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",167,35,202
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",410,42,452
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",276,71,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",592,45,637
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",360,29,389
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",360,29,389
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",540,42,582
"Hartford School District","=""0640011""","West Middle School","=""0642111""",564,93,657
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",322,70,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",199,26,225
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",336,64,400
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",586,62,648
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",331,6,337
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",303,27,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",159,32,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",469,19,488
"Kent School District","=""0680011""","Kent Center School","=""0680111""",246,32,278
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",63,37,100
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",436,57,493
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",728,94,822
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",702,110,812
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",395,54,449
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",216,30,246
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",82
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,28,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",100,10,110
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",488,51,539
"Learn","=""2450014""","The Friendship School","=""2450214""",429,80,509
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",387,65,452
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",334,52,386
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",408,37,445
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",190,34,224
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",282,70,352
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",245,25,270
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",385,28,413
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",821,113,934
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",332,58,390
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",16,8,24
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",397,56,453
"Litchfield School District","=""0740011""","Center School","=""0740211""",282,34,316
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",500,43,543
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",233,30,263
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1113,144,1257
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",491,50,541
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",267,18,285
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",435,38,473
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",227,23,250
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",12,28,40
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",549,56,605
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",230,57,287
"Manchester School District","=""0770011""","Bowers School","=""0770111""",357,44,401
"Manchester School District","=""0770011""","Buckley School","=""0770311""",394,44,438
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",330,81,411
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",729,107,836
"Manchester School District","=""0770011""","Keeney School","=""0770611""",280,47,327
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1540,239,1779
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",170,24,194
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",22,71,93
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,9,9
"Manchester School District","=""0770011""","Martin School","=""0771611""",241,11,252
"Manchester School District","=""0770011""","Robertson School","=""0771011""",332,43,375
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",314,44,358
"Manchester School District","=""0770011""","Waddell School","=""0771311""",300,43,343
"Manchester School District","=""0770011""","Washington School","=""0771411""",262,40,302
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",245,24,269
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",205,18,223
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",487,88,575
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",231,26,257
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",618,54,672
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",560,48,608
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",384,111,495
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",622,83,705
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1082,177,1259
"Meriden School District","=""0800011""","Hanover School","=""0800311""",412,109,521
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",475,63,538
"Meriden School District","=""0800011""","John Barry School","=""0800511""",467,43,510
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",621,102,723
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",928,172,1100
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",471,59,530
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",374,53,427
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",698,138,836
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",303,30,333
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",308,44,352
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",301,47,348
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",324,26,350
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",232,30,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1168,146,1314
"Middletown School District","=""0830011""","Moody School","=""0831211""",323,15,338
"Middletown School District","=""0830011""","Snow School","=""0831111""",301,67,368
"Middletown School District","=""0830011""","Spencer School","=""0830111""",301,34,335
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,7,7
"Middletown School District","=""0830011""","Wesley School","=""0831411""",299,29,328
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",629,76,705
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",281,29,310
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",442,60,502
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",547,60,607
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",401,23,424
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",850,166,1016
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",856,137,993
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",288,17,305
"Milford School District","=""0840011""","Mathewson School","=""0841711""",377,28,405
"Milford School District","=""0840011""","Meadowside School","=""0840711""",441,47,488
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",337,64,401
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",332,51,383
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",344,48,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",511,69,580
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",510,46,556
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",797,91,888
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1161,111,1272
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",317,63,380
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",442,43,485
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",327,36,363
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",574,64,638
"Montville School District","=""0860011""","Mohegan School","=""0860111""",338,38,376
"Montville School District","=""0860011""","Montville High School","=""0866111""",703,69,772
"Montville School District","=""0860011""","Oakdale School","=""0860511""",344,50,394
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",26
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",187,7,194
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","*","*",20
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",214,22,236
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",587,122,709
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",239,45,284
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",91,14,105
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",360,48,408
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",316,23,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",316,43,359
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1167,177,1344
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",216,13,229
"Naugatuck School District","=""0880011""","Western School","=""0880711""",264,28,292
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",339,22,361
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",339,22,361
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",339,22,361
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",16,23,39
"New Britain School District","=""0890011""","CLIMB","=""0899411""",0,30,30
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",442,86,528
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",854,69,923
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",398,165,563
"New Britain School District","=""0890011""","Holmes School","=""0890611""",349,62,411
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",165
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",414,59,473
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",599,50,649
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2170,346,2516
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*",31
"New Britain School District","=""0890011""","Northend School","=""0890911""",313,44,357
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",432,99,531
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",351,91,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",609,90,699
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",478,93,571
"New Britain School District","=""0890011""","Smith School","=""0891311""",552,108,660
"New Britain School District","=""0890011""","Vance School","=""0891511""",515,62,577
"New Canaan School District","=""0900011""","East School","=""0900411""",489,33,522
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1172,138,1310
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1093,139,1232
"New Canaan School District","=""0900011""","South School","=""0900211""",547,39,586
"New Canaan School District","=""0900011""","West School","=""0900311""",456,55,511
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",495,93,588
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",534,59,593
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",920,84,1004
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",621,63,684
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",313,36,349
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",107,11,118
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",97,18,115
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",410,35,445
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",502,52,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",456,58,514
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",521,40,561
"New Haven School District","=""0930011""","Beecher School","=""0930311""",439,31,470
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",491,71,562
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",453,36,489
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",429,68,497
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",270,74,344
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",371,73,444
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",429,44,473
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",484,51,535
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",490,72,562
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",429,44,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",562,39,601
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",606,49,655
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",175,34,209
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",477,37,514
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",13,20,33
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",48,0,48
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",110,11,121
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",342,79,421
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",290,30,320
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",598,92,690
"New Haven School District","=""0930011""","Headstart","=""0938011""",375,11,386
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",229,34,263
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",229,34,263
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",218,55,273
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",350,42,392
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",667,36,703
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",175,34,209
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",833,147,980
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",482,59,541
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",472,55,527
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",270,74,344
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",522,57,579
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",322,37,359
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",518,45,563
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",317,22,339
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",238,24,262
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",96,32,128
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",526,49,575
"New Haven School District","=""0930011""","Sound School","=""0936711""",294,43,337
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",401,21,422
"New Haven School District","=""0930011""","Truman School","=""0932911""",469,58,527
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",214,31,245
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",364,34,398
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1053,186,1239
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",404,27,431
"New London School District","=""0950011""","Jennings School","=""0950311""",483,46,529
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",488,83,571
"New London School District","=""0950011""","Harbor School","=""0950211""",250,55,305
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",243,41,284
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",243,41,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,22,22
"New London School District","=""0950011""","New London High School","=""0956111""",775,159,934
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",250,69,319
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",403,55,458
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",395,52,447
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",395,52,447
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,"*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1332,179,1511
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",473,51,524
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",871,164,1035
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",597,100,697
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",422,48,470
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",255,44,299
"Newington School District","=""0940011""","John Paterson School","=""0940811""",387,72,459
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",597,81,678
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",514,76,590
"Newington School District","=""0940011""","Newington High School","=""0946111""",1298,151,1449
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",362,46,408
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",362,22,384
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",308,34,342
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",438,38,476
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1616,124,1740
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",814,57,871
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",40,42,82
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",818,60,878
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",484,37,521
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",101,17,118
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,6,6
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",424,38,462
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",565,84,649
