"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2013-14"

"",,,,"Special Education Status",,
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",427,17,444
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",710,69,779
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",378,27,405
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2308,328,2636
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",329,57,386
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",353,25,378
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",319,25,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",226,38,264
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",407,40,447
"Greenwich School District","=""0570011""","North Street School","=""0570811""",365,29,394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",390,38,428
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",242,23,265
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",478,18,496
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",431,73,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",694,92,786
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",512,90,602
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",491,86,577
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",394,55,449
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",354,57,411
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",314,71,385
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",308,54,362
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",345,77,422
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",369,41,410
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",260,34,294
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",970,153,1123
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",261,72,333
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",390,90,480
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",519,61,580
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",285,28,313
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",264,23,287
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",517,66,583
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",961,106,1067
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",303,40,343
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",315,22,337
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",57,80,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",406,43,449
"Hamden School District","=""0620011""","Church Street School","=""0620211""",317,35,352
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",256,53,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1576,235,1811
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",727,138,865
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",298,32,330
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",270,29,299
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",292,36,328
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",408,27,435
"Hamden School District","=""0620011""","West Woods School","=""0621411""",399,51,450
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",93,18,111
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",550,85,635
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",445,82,527
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",251,27,278
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",152,21,173
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",200,52,252
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",307,54,361
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",296,82,378
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",369,124,493
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",474,67,541
"Hartford School District","=""0640011""","Burr School","=""0642311""",588,120,708
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",626,75,701
"Hartford School District","=""0640011""","Clark School","=""0642411""",295,74,369
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",639,51,690
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",226,68,294
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",533,63,596
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",511,82,593
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",426,66,492
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",229,20,249
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",331,83,414
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",398,83,481
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",382,76,458
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",816,102,918
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""","*","*",120
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",43
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",294,49,343
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",165,36,201
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",577,81,658
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",732,87,819
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",493,76,569
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",270,46,316
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",231,60,291
"Hartford School District","=""0640011""","Milner School","=""0641911""",327,49,376
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",276,15,291
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""","*","*",158
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",587,73,660
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",82,17,99
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",463,80,543
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",275,55,330
"Hartford School District","=""0640011""","Rawson School","=""0641711""",448,50,498
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",128
"Hartford School District","=""0640011""","SAND School","=""0640111""",388,71,459
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",311,48,359
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",428,64,492
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",236,61,297
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",640,65,705
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",369,39,408
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",609,66,675
"Hartford School District","=""0640011""","West Middle School","=""0642111""",423,75,498
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",280,74,354
"Hartland School District","=""0650011""","Hartland School","=""0650111""",178,26,204
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",289,55,344
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",470,53,523
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",346,15,361
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",298,32,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",207,39,246
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",666,38,704
"Kent School District","=""0680011""","Kent Center School","=""0680111""",243,29,272
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",64,37,101
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",368,59,427
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",765,90,855
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",671,90,761
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",397,53,450
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""","*","*",47
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",349,43,392
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",96,22,118
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,32,32
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",220,33,253
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",480,53,533
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",225,10,235
"Learn","=""2450014""","The Friendship School","=""2450214""",436,77,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",54,7,61
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",333,59,392
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",298,60,358
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",354,42,396
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",191,34,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",300,60,360
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",244,30,274
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",380,38,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",783,150,933
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",305,42,347
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",343,53,396
"Litchfield School District","=""0740011""","Center School","=""0740211""",241,27,268
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",437,35,472
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",207,38,245
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1122,129,1251
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",483,63,546
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",272,24,296
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",317,26,343
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",203,39,242
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",21,24,45
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",504,56,560
"Manchester School District","=""0770011""","Bowers School","=""0770111""",382,43,425
"Manchester School District","=""0770011""","Buckley School","=""0770311""",308,52,360
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",309,65,374
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",258,9,267
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",685,116,801
"Manchester School District","=""0770011""","Keeney School","=""0770611""",295,41,336
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1417,202,1619
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",174,17,191
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",22,70,92
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,15,15
"Manchester School District","=""0770011""","Martin School","=""0771611""",265,17,282
"Manchester School District","=""0770011""","Robertson School","=""0771011""",346,34,380
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",322,42,364
"Manchester School District","=""0770011""","Waddell School","=""0771311""",300,42,342
"Manchester School District","=""0770011""","Washington School","=""0771411""",333,29,362
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",235,21,256
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",185,16,201
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",465,81,546
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",220,22,242
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",547,58,605
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",546,66,612
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",351,63,414
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",508,73,581
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",974,199,1173
"Meriden School District","=""0800011""","Hanover School","=""0800311""",499,103,602
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",530,81,611
"Meriden School District","=""0800011""","John Barry School","=""0800511""",428,81,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",658,111,769
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",949,207,1156
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",366,111,477
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",395,51,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",635,126,761
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",286,36,322
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",317,50,367
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",279,40,319
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",285,18,303
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",179,25,204
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1102,150,1252
"Middletown School District","=""0830011""","Moody School","=""0831211""",260,23,283
"Middletown School District","=""0830011""","Snow School","=""0831111""",328,71,399
"Middletown School District","=""0830011""","Spencer School","=""0830111""",302,28,330
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,18,18
"Middletown School District","=""0830011""","Wesley School","=""0831411""",293,29,322
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",590,76,666
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",223,31,254
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",410,56,466
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",492,62,554
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",353,28,381
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",882,131,1013
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",825,138,963
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",285,25,310
"Milford School District","=""0840011""","Mathewson School","=""0841711""",350,27,377
"Milford School District","=""0840011""","Meadowside School","=""0840711""",401,60,461
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",322,66,388
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",298,43,341
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",345,29,374
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",446,77,523
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",468,54,522
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",724,88,812
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1066,122,1188
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",319,52,371
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",431,43,474
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",316,38,354
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",511,65,576
"Montville School District","=""0860011""","Mohegan School","=""0860111""",324,41,365
"Montville School District","=""0860011""","Montville High School","=""0866111""",638,64,702
"Montville School District","=""0860011""","Oakdale School","=""0860511""",335,51,386
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",25
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",215,24,239
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,16,16
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",580,99,679
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",236,53,289
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",112,14,126
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",308,52,360
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",299,27,326
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",450,59,509
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1055,212,1267
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",250,24,274
"Naugatuck School District","=""0880011""","Western School","=""0880711""",238,23,261
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",371,31,402
"New Britain School District","=""0890011""","Brook Side School","=""0899111""",23,26,49
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",25
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",418,83,501
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",714,65,779
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",420,173,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",434,55,489
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",167,0,167
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",370,54,424
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",603,105,708
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2138,343,2481
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",6,34,40
"New Britain School District","=""0890011""","Northend School","=""0890911""",256,32,288
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",501,132,633
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",336,58,394
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",500,118,618
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",560,94,654
"New Britain School District","=""0890011""","Smith School","=""0891311""",561,110,671
"New Britain School District","=""0890011""","Vance School","=""0891511""",479,58,537
"New Canaan School District","=""0900011""","East School","=""0900411""",497,33,530
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1133,131,1264
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1191,123,1314
"New Canaan School District","=""0900011""","South School","=""0900211""",502,33,535
"New Canaan School District","=""0900011""","West School","=""0900311""",490,47,537
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",472,77,549
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",505,55,560
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",900,90,990
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",571,55,626
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",288,35,323
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",106,11,117
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",91,13,104
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",413,35,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",495,59,554
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",430,57,487
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",524,58,582
"New Haven School District","=""0930011""","Beecher School","=""0930311""",449,36,485
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",464,68,532
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",435,35,470
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",430,75,505
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",408,74,482
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",319,75,394
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",484,73,557
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",398,50,448
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",584,54,638
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",573,62,635
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",173,35,208
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",463,53,516
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",16,26,42
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",30,0,30
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",111,8,119
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",394,93,487
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",458,31,489
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",667,92,759
"New Haven School District","=""0930011""","Headstart","=""0938011""",348,9,357
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",230,38,268
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",211,51,262
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",408,42,450
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",642,41,683
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",816,165,981
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",454,59,513
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",473,41,514
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",550,62,612
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",315,28,343
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",499,49,548
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",360,29,389
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",250,27,277
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",14
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",308,21,329
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",64,40,104
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",433,58,491
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",606,45,651
"New Haven School District","=""0930011""","Sound School","=""0936711""",280,54,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",408,42,450
"New Haven School District","=""0930011""","Truman School","=""0932911""",409,53,462
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",190,32,222
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",353,47,400
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1196,225,1421
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",387,27,414
"New London School District","=""0950011""","Jennings School","=""0950311""",528,60,588
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",444,109,553
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",436,94,530
"New London School District","=""0950011""","New London High School","=""0956111""",705,176,881
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",430,87,517
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",417,56,473
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",346,40,386
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,11,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1271,155,1426
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",416,44,460
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",884,169,1053
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",569,106,675
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",414,58,472
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",252,50,302
"Newington School District","=""0940011""","John Paterson School","=""0940811""",366,61,427
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",623,77,700
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",526,68,594
"Newington School District","=""0940011""","Newington High School","=""0946111""",1192,169,1361
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",316,48,364
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",323,26,349
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",268,35,303
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",371,47,418
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1602,111,1713
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",794,61,855
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",26,44,70
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",741,46,787
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",355,40,395
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",95,17,112
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",372,43,415
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",507,103,610
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",441,67,508
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",407,64,471
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",251,44,295
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",310,30,340
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",329,50,379
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",305,32,337
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1024,99,1123
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",708,75,783
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",363,41,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",343,35,378
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",198,20,218
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",135,19,154
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1520,159,1679
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",454,74,528
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",289,34,323
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",438,56,494
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",381,63,444
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",547,34,581
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",517,55,572
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",441,53,494
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",427,28,455
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",498,81,579
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1375,164,1539
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",49,17,66
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",557,75,632
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",385,44,429
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",412,39,451
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",427,51,478
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",332,53,385
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",572,82,654
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",272,36,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2046,278,2324
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",176,42,218
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,32,32
