"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2010-11"

"",,,,"Special Education Status",,
"Greenwich School District","=""0570011""","North Street School","=""0570811""",416,35,451
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",378,32,410
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",279,13,292
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",493,21,514
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",420,73,493
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",637,89,726
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",615,94,709
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",502,68,570
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",323,36,359
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",428,50,478
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",329,55,384
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",342,46,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",358,53,411
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",261,92,353
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",371,57,428
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",260,42,302
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1147,124,1271
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",297,50,347
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",203,45,248
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",515,72,587
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",295,21,316
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",315,20,335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",516,56,572
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1009,104,1113
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",362,47,409
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",325,21,346
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",43,44,87
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",417,49,466
"Hamden School District","=""0620011""","Church Street School","=""0620211""",370,37,407
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",275,34,309
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1698,236,1934
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",775,125,900
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",247,35,282
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",302,39,341
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",313,29,342
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",349,28,377
"Hamden School District","=""0620011""","West Woods School","=""0621411""",481,54,535
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",117,23,140
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",300,40,340
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",507,83,590
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",286,25,311
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",127,15,142
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",314,37,351
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",405,84,489
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",532,138,670
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",580,84,664
"Hartford School District","=""0640011""","Burr School","=""0642311""",613,93,706
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",317,19,336
"Hartford School District","=""0640011""","Clark School","=""0642411""",322,59,381
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",668,42,710
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",171,74,245
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",231,62,293
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",249,26,275
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",600,77,677
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",329,43,372
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",318,76,394
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",244,74,318
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",303,75,378
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",320,63,383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",550,61,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",32
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",210,46,256
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",182,47,229
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",719,62,781
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",612,50,662
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",747,99,846
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",406,62,468
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",343,76,419
"Hartford School District","=""0640011""","Milner School","=""0641911""",365,47,412
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",191,7,198
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",624,75,699
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",100,23,123
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",437,78,515
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",320,35,355
"Hartford School District","=""0640011""","Rawson School","=""0641711""",421,42,463
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",57,0,57
"Hartford School District","=""0640011""","SAND School","=""0640111""",394,69,463
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",289,39,328
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",448,44,492
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",163,25,188
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",303,58,361
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",619,53,672
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",384,23,407
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",130,24,154
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",552,40,592
"Hartford School District","=""0640011""","West Middle School","=""0642111""",628,60,688
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",383,60,443
"Hartland School District","=""0650011""","Hartland School","=""0650111""",198,24,222
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",400,70,470
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",599,67,666
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*","*",300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",309,22,331
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",153,29,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",413,19,432
"Kent School District","=""0680011""","Kent Center School","=""0680111""",244,43,287
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",60,47,107
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",433,65,498
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",708,80,788
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",704,119,823
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",421,48,469
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",132,14,146
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",82
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,30,30
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",506,39,545
"Learn","=""2450014""","The Friendship School","=""2450214""",418,74,492
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",411,73,484
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",345,53,398
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",476,45,521
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",182,25,207
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",281,64,345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",245,40,285
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",385,31,416
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",818,110,928
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",373,63,436
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",17,15,32
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",448,54,502
"Litchfield School District","=""0740011""","Center School","=""0740211""",299,42,341
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",520,40,560
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",238,30,268
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1149,141,1290
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",528,60,588
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",286,16,302
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",458,34,492
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",251,24,275
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",14,29,43
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",551,65,616
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",206,28,234
"Manchester School District","=""0770011""","Bowers School","=""0770111""",368,41,409
"Manchester School District","=""0770011""","Buckley School","=""0770311""",306,82,388
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",381,73,454
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",250,23,273
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",793,108,901
"Manchester School District","=""0770011""","Keeney School","=""0770611""",337,50,387
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1667,213,1880
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",156,29,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",22,77,99
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,"*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",204,17,221
"Manchester School District","=""0770011""","Robertson School","=""0771011""",337,40,377
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",292,48,340
"Manchester School District","=""0770011""","Waddell School","=""0771311""",313,35,348
"Manchester School District","=""0770011""","Washington School","=""0771411""",265,42,307
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",251,23,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",181,21,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",496,89,585
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",232,34,266
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",630,45,675
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",577,44,621
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",358,108,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",624,82,706
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1075,160,1235
"Meriden School District","=""0800011""","Hanover School","=""0800311""",430,100,530
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",489,72,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",463,46,509
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",616,95,711
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",943,159,1102
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",479,45,524
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",402,44,446
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",768,120,888
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",328,38,366
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",332,39,371
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",330,42,372
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",349,28,377
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",225,23,248
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1214,143,1357
"Middletown School District","=""0830011""","Moody School","=""0831211""",341,20,361
"Middletown School District","=""0830011""","Snow School","=""0831111""",290,66,356
"Middletown School District","=""0830011""","Spencer School","=""0830111""",304,37,341
"Middletown School District","=""0830011""","Wesley School","=""0831411""",286,25,311
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",654,79,733
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",304,26,330
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",464,68,532
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",549,62,611
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",394,27,421
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",838,159,997
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",874,135,1009
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",311,26,337
"Milford School District","=""0840011""","Mathewson School","=""0841711""",417,38,455
"Milford School District","=""0840011""","Meadowside School","=""0840711""",425,40,465
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",365,71,436
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",333,45,378
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",370,48,418
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",489,84,573
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",246,31,277
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",558,57,615
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",583,51,634
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1196,113,1309
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",349,60,409
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",466,45,511
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",348,35,383
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",584,58,642
"Montville School District","=""0860011""","Mohegan School","=""0860111""",373,46,419
"Montville School District","=""0860011""","Montville High School","=""0866111""",691,76,767
"Montville School District","=""0860011""","Oakdale School","=""0860511""",381,52,433
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",19
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",191,11,202
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",6,25,31
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",234,18,252
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",668,103,771
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",281,49,330
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",95,9,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",343,47,390
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",318,17,335
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",337,39,376
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1182,179,1361
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",214,17,231
"Naugatuck School District","=""0880011""","Western School","=""0880711""",254,23,277
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",338,22,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",372,83,455
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",832,65,897
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",375,143,518
"New Britain School District","=""0890011""","Holmes School","=""0890611""",367,55,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",156,0,156
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",364,51,415
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",634,65,699
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2270,349,2619
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*",32
"New Britain School District","=""0890011""","Northend School","=""0890911""",257,50,307
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",490,102,592
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",355,74,429
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",609,107,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",575,98,673
"New Britain School District","=""0890011""","Smith School","=""0891311""",538,93,631
"New Britain School District","=""0890011""","Vance School","=""0891511""",483,61,544
"New Canaan School District","=""0900011""","East School","=""0900411""",474,42,516
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1203,140,1343
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1077,141,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",520,41,561
"New Canaan School District","=""0900011""","West School","=""0900311""",439,54,493
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",501,101,602
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",553,57,610
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",880,94,974
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",652,80,732
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",322,37,359
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",110,10,120
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",106,23,129
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",422,33,455
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",512,43,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",454,61,515
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",516,33,549
"New Haven School District","=""0930011""","Beecher School","=""0930311""",428,40,468
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",457,70,527
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",405,39,444
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",415,74,489
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",292,69,361
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",383,84,467
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",473,75,548
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",428,45,473
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",574,34,608
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",580,43,623
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",184,28,212
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",430,30,460
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",20,24,44
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*","*",39
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",102,13,115
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",362,73,435
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",204,22,226
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",558,81,639
"New Haven School District","=""0930011""","Headstart","=""0938011""",383,19,402
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",225,47,272
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",256,51,307
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",354,48,402
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",636,33,669
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",833,136,969
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",474,53,527
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",482,54,536
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",497,60,557
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",284,29,313
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",506,60,566
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",277,19,296
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",244,23,267
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",22
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",128,34,162
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",490,46,536
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",469,52,521
"New Haven School District","=""0930011""","Sound School","=""0936711""",280,40,320
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",303,14,317
"New Haven School District","=""0930011""","Truman School","=""0932911""",463,69,532
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",220,26,246
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",340,35,375
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1109,178,1287
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",414,30,444
"New London School District","=""0950011""","Jennings School","=""0950311""",499,55,554
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",508,82,590
"New London School District","=""0950011""","Harbor School","=""0950211""",257,44,301
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",244,40,284
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,28,28
"New London School District","=""0950011""","New London High School","=""0956111""",817,166,983
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",93,15,108
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",171,53,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",390,66,456
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",397,61,458
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,9,9
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1360,150,1510
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",485,63,548
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",850,174,1024
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",634,114,748
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",401,40,441
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",260,43,303
"Newington School District","=""0940011""","John Paterson School","=""0940811""",401,75,476
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",623,83,706
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",544,78,622
"Newington School District","=""0940011""","Newington High School","=""0946111""",1340,145,1485
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",344,48,392
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",392,24,416
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",343,26,369
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",433,47,480
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1593,138,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",840,57,897
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",35,53,88
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",824,71,895
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",533,42,575
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",117,16,133
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",426,49,475
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",584,104,688
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",513,96,609
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",471,47,518
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",276,42,318
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",370,30,400
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",334,37,371
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",353,33,386
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1068,105,1173
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",743,89,832
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",371,53,424
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",337,34,371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",203,21,224
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",183,18,201
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1518,177,1695
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",456,52,508
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",304,22,326
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",443,43,486
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",423,43,466
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",534,27,561
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",460,48,508
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",443,42,485
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",430,33,463
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",562,70,632
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1329,167,1496
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",91,27,118
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",594,73,667
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",369,40,409
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",419,54,473
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",322,33,355
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",354,40,394
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",599,71,670
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",314,32,346
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2045,336,2381
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","*","*",16
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,37,37
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,14,14
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",355,44,399
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",553,66,619
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",444,63,507
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",333,51,384
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",442,97,539
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",78,9,87
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",273,44,317
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",266,33,299
