"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2008-09"

"",,,,"Special Education Status",,
"Greenwich School District","=""0570011""","North Street School","=""0570811""",452,45,497
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",404,37,441
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",301,27,328
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",484,33,517
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",427,67,494
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",812,119,931
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",670,96,766
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",363,55,418
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",337,37,374
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",400,68,468
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",359,75,434
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",322,47,369
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",370,62,432
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",277,49,326
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",358,54,412
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",279,43,322
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1265,123,1388
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",297,47,344
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",223,42,265
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",500,74,574
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",295,24,319
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",309,26,335
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",535,69,604
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1031,107,1138
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",385,53,438
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",332,25,357
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",36,55,91
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",410,54,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",365,43,408
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",303,29,332
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1853,260,2113
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",760,106,866
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",266,40,306
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",280,34,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",300,23,323
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",305,42,347
"Hamden School District","=""0620011""","West Woods School","=""0621411""",458,43,501
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",129,20,149
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",317,38,355
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",485,61,546
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",403,36,439
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""","*","*",102
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",317,25,342
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",1144,237,1381
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",472,62,534
"Hartford School District","=""0640011""","Burr School","=""0642311""",437,83,520
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",260,11,271
"Hartford School District","=""0640011""","Clark School","=""0642411""",395,71,466
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",668,29,697
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",149,72,221
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",366,62,428
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",366,41,407
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",465,72,537
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",131,32,163
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",187,21,208
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",555,58,613
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",1246,293,1539
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",59
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","*","*",62
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",740,59,799
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",515,54,569
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",17,0,17
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",711,72,783
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",457,65,522
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",351,45,396
"Hartford School District","=""0640011""","Milner School","=""0641911""",365,52,417
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""","*","*",101
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",542,66,608
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",511,67,578
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",348,43,391
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",444,124,568
"Hartford School District","=""0640011""","Rawson School","=""0641711""",688,67,755
"Hartford School District","=""0640011""","SAND School","=""0640111""",383,59,442
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",321,55,376
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",469,59,528
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",307,40,347
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",536,42,578
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",336,10,346
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",711,160,871
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",560,50,610
"Hartford School District","=""0640011""","West Middle School","=""0642111""",607,63,670
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",355,69,424
"Hartland School District","=""0650011""","Hartland School","=""0650111""",226,12,238
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",433,56,489
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",611,72,683
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*","*",300
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",301,29,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",156,26,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",401,11,412
"Kent School District","=""0680011""","Kent Center School","=""0680111""",240,44,284
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",43,40,83
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",393,72,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",712,82,794
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",718,114,832
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",479,52,531
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,29,29
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",485,24,509
"Learn","=""2450014""","The Friendship School","=""2450214""",411,88,499
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",448,73,521
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",365,48,413
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",542,57,599
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",188,20,208
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",282,63,345
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",322,29,351
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",373,31,404
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",863,114,977
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",399,56,455
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","*","*","*"
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",499,58,557
"Litchfield School District","=""0740011""","Center School","=""0740211""",306,42,348
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",532,46,578
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",234,42,276
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1099,131,1230
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",535,58,593
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",304,19,323
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",560,44,604
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",291,29,320
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",573,66,639
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",285,26,311
"Manchester School District","=""0770011""","Bowers School","=""0770111""",352,60,412
"Manchester School District","=""0770011""","Buckley School","=""0770311""",267,46,313
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",400,67,467
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",257,25,282
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",766,105,871
"Manchester School District","=""0770011""","Keeney School","=""0770611""",331,64,395
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1792,245,2037
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",26,66,92
"Manchester School District","=""0770011""","Martin School","=""0771611""",178,30,208
"Manchester School District","=""0770011""","Robertson School","=""0771011""",374,46,420
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",347,48,395
"Manchester School District","=""0770011""","Waddell School","=""0771311""",293,43,336
"Manchester School District","=""0770011""","Washington School","=""0771411""",282,42,324
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",230,19,249
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",179,23,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",486,94,580
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",221,26,247
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",617,56,673
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",589,59,648
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",365,101,466
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",605,91,696
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1123,161,1284
"Meriden School District","=""0800011""","Hanover School","=""0800311""",442,78,520
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",503,58,561
"Meriden School District","=""0800011""","John Barry School","=""0800511""",480,53,533
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",635,117,752
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",994,188,1182
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",486,68,554
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",449,57,506
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",782,129,911
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",286,31,317
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",0,25,25
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",287,16,303
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",322,53,375
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",298,16,314
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",192,26,218
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1211,128,1339
"Middletown School District","=""0830011""","Moody School","=""0831211""",414,35,449
"Middletown School District","=""0830011""","Snow School","=""0831111""",296,56,352
"Middletown School District","=""0830011""","Spencer School","=""0830111""",337,31,368
"Middletown School District","=""0830011""","Wesley School","=""0831411""",323,26,349
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",634,95,729
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",267,54,321
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",520,94,614
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",494,61,555
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",346,46,392
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",888,167,1055
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",907,124,1031
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",310,35,345
"Milford School District","=""0840011""","Mathewson School","=""0841711""",440,32,472
"Milford School District","=""0840011""","Meadowside School","=""0840711""",331,29,360
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",432,53,485
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",354,73,427
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",277,33,310
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",333,30,363
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",489,86,575
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",574,65,639
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",510,55,565
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",584,75,659
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1244,101,1345
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",286,62,348
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",443,46,489
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",361,35,396
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",574,69,643
"Montville School District","=""0860011""","Mohegan School","=""0860111""",377,48,425
"Montville School District","=""0860011""","Montville High School","=""0866111""",751,79,830
"Montville School District","=""0860011""","Oakdale School","=""0860511""",407,53,460
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",214,13,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",288,17,305
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",406,66,472
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",352,55,407
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","*","*",102
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",296,57,353
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",270,35,305
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",299,11,310
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",378,77,455
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1208,159,1367
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",216,34,250
"Naugatuck School District","=""0880011""","Western School","=""0880711""",237,25,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",340,18,358
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",367,71,438
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",768,27,795
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",353,137,490
"New Britain School District","=""0890011""","Holmes School","=""0890611""",404,89,493
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",162,0,162
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",354,45,399
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",561,60,621
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2478,494,2972
"New Britain School District","=""0890011""","Northend School","=""0890911""",259,36,295
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",575,129,704
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",404,73,477
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",577,86,663
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",651,82,733
"New Britain School District","=""0890011""","Smith School","=""0891311""",559,79,638
"New Britain School District","=""0890011""","Vance School","=""0891511""",472,53,525
"New Canaan School District","=""0900011""","East School","=""0900411""",494,53,547
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1093,129,1222
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1098,168,1266
"New Canaan School District","=""0900011""","South School","=""0900211""",462,73,535
"New Canaan School District","=""0900011""","West School","=""0900311""",445,74,519
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",550,114,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",597,71,668
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",878,94,972
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",683,65,748
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",306,32,338
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",149,10,159
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,7,7
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",99,17,116
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",420,31,451
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",507,48,555
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",498,51,549
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",440,39,479
"New Haven School District","=""0930011""","Beecher School","=""0930311""",453,39,492
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",425,47,472
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",420,38,458
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",292,61,353
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",395,72,467
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",107,25,132
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",479,67,546
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",369,27,396
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",587,42,629
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",420,34,454
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",168,24,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",362,29,391
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",43,0,43
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",90,17,107
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",518,72,590
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",72,8,80
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",499,62,561
"New Haven School District","=""0930011""","Headstart","=""0938011""",387,26,413
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",391,31,422
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",271,40,311
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",384,55,439
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",689,20,709
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",884,131,1015
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",492,38,530
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",519,61,580
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",158,36,194
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",408,33,441
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",284,39,323
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",131,13,144
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",178,22,200
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""","*","*",33
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",137,21,158
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",358,31,389
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",494,39,533
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",174,21,195
"New Haven School District","=""0930011""","Sound School","=""0936711""",277,55,332
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","*","*",199
"New Haven School District","=""0930011""","Truman School","=""0932911""",488,68,556
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",14,20,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",406,34,440
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",212,14,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",416,36,452
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1478,183,1661
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",376,29,405
"New London School District","=""0950011""","Jennings School","=""0950311""",524,49,573
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",533,88,621
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""","*","*",50
"New London School District","=""0950011""","Harbor School","=""0950211""",296,36,332
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",266,40,306
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,16,16
"New London School District","=""0950011""","New London High School","=""0956111""",733,138,871
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",78,13,91
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",179,46,225
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",399,62,461
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",404,75,479
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1372,170,1542
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",474,67,541
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",905,190,1095
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",665,111,776
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",406,49,455
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",267,41,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",413,58,471
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",670,81,751
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",600,81,681
"Newington School District","=""0940011""","Newington High School","=""0946111""",1325,140,1465
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",341,38,379
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",374,29,403
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",399,31,430
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",462,54,516
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1569,135,1704
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",847,82,929
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",24,30,54
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",9,21,30
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",842,60,902
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",584,49,633
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",138,16,154
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",307,32,339
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",628,73,701
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",538,84,622
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",226,24,250
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",413,73,486
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",304,34,338
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",308,45,353
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",361,65,426
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",426,52,478
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1115,107,1222
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",800,109,909
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",366,53,419
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",342,39,381
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",204,23,227
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",167,19,186
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1531,177,1708
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",384,51,435
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",310,28,338
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",421,45,466
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",406,46,452
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",494,24,518
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",422,50,472
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",407,42,449
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",379,26,405
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",471,62,533
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1350,165,1515
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",79,27,106
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",602,83,685
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",358,54,412
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",394,50,444
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",329,27,356
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",393,40,433
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",629,78,707
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",284,26,310
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2146,342,2488
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",159,14,173
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,47,47
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",302,24,326
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,14,14
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",334,55,389
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",581,97,678
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",388,41,429
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",335,43,378
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",403,69,472
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","*","*",91
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",245,44,289
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",163,15,178
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",179,55,234
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",198,27,225
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",163,15,178
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",421,66,487
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",534,75,609
