"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2007-08"

"",,,,"Special Education Status",,
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1279,135,1414
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",278,39,317
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",248,45,293
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",542,66,608
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",320,27,347
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",289,18,307
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",520,80,600
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1039,115,1154
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",398,51,449
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",324,26,350
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",46,50,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",420,44,464
"Hamden School District","=""0620011""","Church Street School","=""0620211""",340,42,382
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",346,31,377
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1919,273,2192
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",783,130,913
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""",0,"*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",293,50,343
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",318,30,348
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",300,30,330
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",279,40,319
"Hamden School District","=""0620011""","West Woods School","=""0621411""",452,43,495
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",146,20,166
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",388,46,434
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",284,49,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",512,66,578
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",371,32,403
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",296,24,320
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",1252,232,1484
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",467,66,533
"Hartford School District","=""0640011""","Burr School","=""0642311""",467,70,537
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",255,11,266
"Hartford School District","=""0640011""","Clark School","=""0642411""",374,68,442
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",594,26,620
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",359,88,447
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",357,46,403
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",537,61,598
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",357,104,461
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",557,45,602
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",1260,309,1569
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,64,64
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","*","*",55
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",745,64,809
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",464,53,517
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",12,0,12
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",765,59,824
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",538,62,600
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",382,58,440
"Hartford School District","=""0640011""","Milner School","=""0641911""",312,48,360
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",515,49,564
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",543,53,596
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",310,40,350
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",448,127,575
"Hartford School District","=""0640011""","Rawson School","=""0641711""",527,59,586
"Hartford School District","=""0640011""","SAND School","=""0640111""",321,45,366
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",488,72,560
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",506,74,580
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",321,45,366
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",369,26,395
"Hartford School District","=""0640011""","Twain School","=""0641811""",255,27,282
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",330,12,342
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",997,262,1259
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",568,52,620
"Hartford School District","=""0640011""","West Middle School","=""0642111""",692,76,768
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",362,75,437
"Hartland School District","=""0650011""","Hartland School","=""0650111""",217,18,235
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",453,54,507
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",621,76,697
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*","*",277
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",300,30,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",168,13,181
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",354,15,369
"Kent School District","=""0680011""","Kent Center School","=""0680111""",214,43,257
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",37,34,71
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",396,59,455
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",743,93,836
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",716,103,819
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",482,49,531
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,35,35
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",493,35,528
"Learn","=""2450014""","The Friendship School","=""2450214""",428,86,514
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",447,65,512
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",380,43,423
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",525,62,587
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",208,22,230
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",299,65,364
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",346,39,385
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",384,39,423
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",924,135,1059
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",371,49,420
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",512,63,575
"Litchfield School District","=""0740011""","Center School","=""0740211""",300,37,337
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",565,59,624
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",214,36,250
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1102,135,1237
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",533,67,600
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",291,16,307
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",591,41,632
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",317,31,348
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",576,69,645
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",304,39,343
"Manchester School District","=""0770011""","Bowers School","=""0770111""",429,61,490
"Manchester School District","=""0770011""","Buckley School","=""0770311""",301,70,371
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",273,23,296
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",801,114,915
"Manchester School District","=""0770011""","Keeney School","=""0770611""",352,65,417
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1827,250,2077
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","*","*",46
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",21,69,90
"Manchester School District","=""0770011""","Martin School","=""0771611""",198,29,227
"Manchester School District","=""0770011""","Robertson School","=""0771011""",361,52,413
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",347,43,390
"Manchester School District","=""0770011""","Waddell School","=""0771311""",310,50,360
"Manchester School District","=""0770011""","Washington School","=""0771411""",344,51,395
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",238,24,262
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",181,21,202
"Mansfield School District","=""0780011""","Mansfield Middle School","=""0785111""",491,103,594
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",213,31,244
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",602,58,660
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",563,59,622
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",353,81,434
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",635,98,733
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1136,185,1321
"Meriden School District","=""0800011""","Hanover School","=""0800311""",500,89,589
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",550,73,623
"Meriden School District","=""0800011""","John Barry School","=""0800511""",469,69,538
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",662,115,777
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",1029,184,1213
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",530,60,590
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",437,70,507
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",734,134,868
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",315,36,351
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",0,24,24
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",288,21,309
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",318,39,357
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",270,16,286
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",196,24,220
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1207,130,1337
"Middletown School District","=""0830011""","Moody School","=""0831211""",362,29,391
"Middletown School District","=""0830011""","Snow School","=""0831111""",289,61,350
"Middletown School District","=""0830011""","Spencer School","=""0830111""",352,32,384
"Middletown School District","=""0830011""","Wesley School","=""0831411""",306,30,336
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",593,107,700
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",290,55,345
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",520,99,619
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",488,60,548
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",348,43,391
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",880,153,1033
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",891,121,1012
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",311,38,349
"Milford School District","=""0840011""","Mathewson School","=""0841711""",455,38,493
"Milford School District","=""0840011""","Meadowside School","=""0840711""",325,33,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",454,43,497
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",377,62,439
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",252,30,282
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",333,46,379
"Milford School District","=""0840011""","The Academy","=""0846411""",55,32,87
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",467,83,550
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",605,74,679
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",545,53,598
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",615,53,668
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1291,111,1402
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",300,61,361
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",459,54,513
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",380,39,419
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",631,82,713
"Montville School District","=""0860011""","Mohegan School","=""0860111""",352,54,406
"Montville School District","=""0860011""","Montville High School","=""0866111""",745,83,828
"Montville School District","=""0860011""","Oakdale School","=""0860511""",419,51,470
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",30
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",214,14,228
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",276,17,293
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",439,68,507
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",353,47,400
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","*","*",106
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",323,61,384
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",274,27,301
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",316,23,339
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",361,74,435
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1235,175,1410
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",228,25,253
"Naugatuck School District","=""0880011""","Western School","=""0880711""",241,21,262
"New Beginnings Inc Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",349,13,362
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",497,83,580
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",596,61,657
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",324,110,434
"New Britain School District","=""0890011""","Holmes School","=""0890611""",353,69,422
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",155,0,155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",355,55,410
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",598,58,656
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2610,520,3130
"New Britain School District","=""0890011""","Northend School","=""0890911""",250,37,287
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",691,129,820
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",460,82,542
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",616,81,697
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",625,47,672
"New Britain School District","=""0890011""","Smith School","=""0891311""",573,88,661
"New Britain School District","=""0890011""","Vance School","=""0891511""",426,68,494
"New Canaan School District","=""0900011""","East School","=""0900411""",493,49,542
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1095,128,1223
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1144,161,1305
"New Canaan School District","=""0900011""","South School","=""0900211""",449,71,520
"New Canaan School District","=""0900011""","West School","=""0900311""",447,79,526
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",571,93,664
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",623,76,699
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",833,105,938
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",679,64,743
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",313,34,347
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",151,9,160
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,"*","*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",88,18,106
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",409,39,448
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",525,37,562
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",326,23,349
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",418,35,453
"New Haven School District","=""0930011""","Beecher School","=""0930311""",371,38,409
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",410,49,459
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",452,36,488
"New Haven School District","=""0930011""","Bishop Woods Architecture and Design Magnet School","=""0934311""",247,51,298
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",504,80,584
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",110,25,135
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",464,48,512
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",267,18,285
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",606,36,642
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",385,32,417
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",181,23,204
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",341,20,361
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",40,0,40
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",108,17,125
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",541,72,613
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",491,55,546
"New Haven School District","=""0930011""","Headstart","=""0938011""",398,16,414
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",366,31,397
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",293,36,329
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",390,43,433
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",717,24,741
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",964,123,1087
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",459,30,489
"New Haven School District","=""0930011""","John S. Martinez Sea and Sky STEM School","=""0930811""",569,64,633
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",178,28,206
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",354,35,389
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",327,37,364
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",157,16,173
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",166,17,183
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""","*","*",34
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",149,31,180
"New Haven School District","=""0930011""","Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",410,39,449
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",584,50,634
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",229,20,249
"New Haven School District","=""0930011""","Sound School","=""0936711""",271,58,329
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""",257,41,298
"New Haven School District","=""0930011""","Truman School","=""0932911""",558,62,620
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",19,15,34
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",376,34,410
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",198,9,207
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",420,28,448
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1621,174,1795
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",364,25,389
"New London School District","=""0950011""","Jennings School","=""0950311""",318,34,352
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",541,87,628
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""","*","*",31
"New London School District","=""0950011""","Harbor School","=""0950211""",352,41,393
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",337,32,369
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",25
"New London School District","=""0950011""","New London High School","=""0956111""",661,137,798
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",290,26,316
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",417,66,483
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",431,59,490
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1419,172,1591
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",483,64,547
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",943,176,1119
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",673,109,782
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",389,51,440
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",273,40,313
"Newington School District","=""0940011""","John Paterson School","=""0940811""",414,41,455
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",685,73,758
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",595,71,666
"Newington School District","=""0940011""","Newington High School","=""0946111""",1381,147,1528
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",349,39,388
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",393,25,418
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",411,32,443
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",488,43,531
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1581,138,1719
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",848,82,930
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",31,31,62
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",807,79,886
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",595,44,639
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",146,18,164
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",307,48,355
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",654,76,730
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",500,70,570
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",244,24,268
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",436,72,508
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",316,43,359
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",320,53,373
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",360,77,437
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",409,52,461
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1125,115,1240
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",815,102,917
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",381,54,435
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",330,43,373
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",224,21,245
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",167,20,187
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1485,177,1662
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",362,40,402
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",331,25,356
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",421,43,464
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",403,45,448
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",459,35,494
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",439,45,484
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",433,33,466
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",377,20,397
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",432,74,506
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1386,172,1558
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",66,30,96
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",562,80,642
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",369,56,425
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",378,46,424
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",342,32,374
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",374,39,413
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",621,72,693
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",268,40,308
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2141,308,2449
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",151,21,172
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,44,44
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",311,31,342
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,15,15
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",252,30,282
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",635,111,746
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",340,29,369
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",356,42,398
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",454,86,540
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","*","*",79
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",232,47,279
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",176,17,193
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",209,69,278
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",228,27,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",159,18,177
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",412,66,478
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",570,82,652
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",442,41,483
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",165,32,197
"Orange School District","=""1070011""","Peck Place School","=""1070511""",418,21,439
"Orange School District","=""1070011""","Race Brook School","=""1070311""",376,41,417
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",293,26,319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",486,34,520
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",467,32,499
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",234,32,266
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",516,49,565
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",197,9,206
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",231,35,266
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",287,14,301
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",509,63,572
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",779,137,916
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",347,39,386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",299,22,321
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",289,39,328
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",340,48,388
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",286,44,330
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",529,93,622
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",805,93,898
