"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",452
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",111
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",164
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",234
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",284
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",246
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",43
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",147
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",274
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",372
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",400
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",423
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",438
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",457
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",440
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",468
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",184
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",327
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",328
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",337
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",327
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",18
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",9
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""",6
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","Integrated Program Models","=""2419414""","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",124
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",182
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",244
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",311
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",357
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",415
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",465
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",467
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",470
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",389
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",68
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",53
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",46
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",47
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",58
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",53
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",57
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",57
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",58
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",9
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",8
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",11
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",8
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",15
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",12
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",676
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",683
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",713
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",711
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",719
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",716
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",722
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",736
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",726
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",688
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",329
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",332
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",336
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",337
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",350
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",340
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",342
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",357
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",354
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",349
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",271
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",311
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",405
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",459
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",468
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",469
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",105
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",216
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",293
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",389
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",377
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",404
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",519
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",455
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",474
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",149
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",171
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",255
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",284
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",356
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",392
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",468
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",455
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",437
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",53
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",52
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",52
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",58
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",64
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",64
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",64
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",66
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",65
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",149
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",152
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",151
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",147
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",151
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",145
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",151
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",140
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",143
"Capitol Region Education Council","=""2410014""","STRIVE (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",8
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",12
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",8
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","=""2419714""",7
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",98
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",89
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",103
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",97
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",86
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",83
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",46
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",42
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",32
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""",8
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""",7
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Aerospace & Engineering Elementary","=""2411114""",11
"Capitol Region Education Council","=""2410014""","Soundbridge @ Academy of Science and Innovation","=""2411314""",6
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""",9
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Museum Academy","=""2411214""","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Samuel B Webb Elementary School","=""2410814""","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Silas Deane Middle School","=""2410914""","*"
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""",9
"Capitol Region Education Council","=""2410014""","Soundbridge @ Wethersfield High School","=""2411014""",9
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",96
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",189
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",303
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",399
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",408
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",582
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",589
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",592
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",658
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",684
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",663
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",660
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",664
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",654
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",658
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",406
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",412
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",418
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",430
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",441
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",440
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",441
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",446
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",457
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",454
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",210
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",178
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",173
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",187
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",182
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",185
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",183
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",178
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",176
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",158
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",136
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",185
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",225
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",332
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",329
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",325
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",300
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",294
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",283
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",298
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",350
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",344
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",323
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1612
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1579
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1549
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1516
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1549
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1514
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1538
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1512
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1481
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",1445
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""",8
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""",10
"Cheshire School District","=""0250011""","Cheshire Quinnipiac University Transition Collaborative","=""0250311""",16
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",393
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",385
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",395
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",343
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",336
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",306
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",293
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",170
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",147
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",157
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",824
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",818
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",815
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",786
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",774
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",757
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",747
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",755
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",719
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",783
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",537
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",532
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",516
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",517
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",537
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",539
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",529
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",502
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",480
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",464
"Cheshire School District","=""0250011""","Highland School","=""0250411""",908
"Cheshire School District","=""0250011""","Highland School","=""0250411""",869
"Cheshire School District","=""0250011""","Highland School","=""0250411""",840
"Cheshire School District","=""0250011""","Highland School","=""0250411""",827
"Cheshire School District","=""0250011""","Highland School","=""0250411""",795
"Cheshire School District","=""0250011""","Highland School","=""0250411""",776
"Cheshire School District","=""0250011""","Highland School","=""0250411""",740
"Cheshire School District","=""0250011""","Highland School","=""0250411""",768
"Cheshire School District","=""0250011""","Highland School","=""0250411""",751
"Cheshire School District","=""0250011""","Highland School","=""0250411""",722
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",19
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",18
"Cheshire School District","=""0250011""","Humiston Alternative School","=""0250911""",14
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",23
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",24
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",17
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",22
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",25
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",25
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",20
"Cheshire School District","=""0250011""","Norton School","=""0250511""",493
"Cheshire School District","=""0250011""","Norton School","=""0250511""",470
"Cheshire School District","=""0250011""","Norton School","=""0250511""",492
"Cheshire School District","=""0250011""","Norton School","=""0250511""",487
"Cheshire School District","=""0250011""","Norton School","=""0250511""",480
"Cheshire School District","=""0250011""","Norton School","=""0250511""",455
"Cheshire School District","=""0250011""","Norton School","=""0250511""",429
"Cheshire School District","=""0250011""","Norton School","=""0250511""",447
"Cheshire School District","=""0250011""","Norton School","=""0250511""",445
"Cheshire School District","=""0250011""","Norton School","=""0250511""",418
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",341
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",319
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",299
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",275
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",260
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",251
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",228
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",219
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",211
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",206
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",338
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",313
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",300
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",304
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",314
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",311
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",296
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",315
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",312
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",280
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",462
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",492
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",495
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",492
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",466
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",446
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",462
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",461
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",452
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",451
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",667
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",689
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",671
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",683
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",658
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",645
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",638
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",556
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",522
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",497
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",638
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",590
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",558
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",557
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",565
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",579
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",558
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",550
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",533
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",559
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",982
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",968
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",1003
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",987
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",983
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",937
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",900
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",886
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",835
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",808
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",15
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",12
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",774
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",739
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",734
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",698
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",680
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",612
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",551
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",542
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",570
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",549
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",681
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",710
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",706
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",688
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",654
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",630
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",614
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",585
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",531
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",498
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",801
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",763
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",761
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",705
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",700
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",701
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",668
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",626
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",600
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",605
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",122
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",116
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",119
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",112
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",99
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",104
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",99
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",91
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",84
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",78
