"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2016-17"

"",,,,"Special Education Status",,
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",208,29,237
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",687,91,778
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",394,44,438
"Ellington School District","=""0480011""","Windermere School","=""0480611""",665,96,761
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",671,55,726
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""","*","*",140
"Enfield School District","=""0490011""","EPS Integrated Pre-Kindergarten","=""0492211""",31,45,76
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""","*","*",50
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""",0,"*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",287,38,325
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""",0,"*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",344,53,397
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",1327,203,1530
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""",0,8,8
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",255,33,288
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,10,10
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",243,35,278
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",95,9,104
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",329,52,381
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",958,168,1126
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""",0,6,6
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",195,36,231
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,8,8
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",351,48,399
"Enfield School District","=""0490011""","Stowe - Early Learning Center (SELC)","=""0491011""","*","*",50
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",303,65,368
"Explorations District","=""2720013""","Explorations","=""2726113""",54,38,92
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",380,33,413
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",294,43,337
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",38,89,127
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",1333,162,1495
"Fairfield School District","=""0510011""","Fairfield School/Community Partnership","=""0510511""",0,18,18
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",1313,185,1498
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",814,80,894
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",359,45,404
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",280,37,317
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",411,38,449
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",340,44,384
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",363,34,397
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",399,46,445
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",380,45,425
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",688,85,773
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",456,28,484
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",389,30,419
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",599,85,684
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","*","*",28
"Farmington School District","=""0520011""","East Farms School","=""0520411""",415,34,449
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","*","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",95,17,112
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",1028,156,1184
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",589,85,674
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",337,32,369
"Farmington School District","=""0520011""","Union School","=""0520111""",268,42,310
"Farmington School District","=""0520011""","West District School","=""0520311""",279,30,309
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",573,78,651
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",145,17,162
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",411,45,456
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",240,26,266
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",431,46,477
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",1820,171,1991
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",369,23,392
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",353,31,384
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",0,24,24
"Glastonbury School District","=""0540011""","LINKS Transition","=""0541411""",0,16,16
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,24,24
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",0,16,16
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",312,39,351
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",492,64,556
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",10,20,30
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",6,14,20
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",907,103,1010
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",579,79,658
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",386,49,435
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",351,41,392
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",351,41,392
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",335,54,389
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",267,57,324
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""",11,11,22
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",508,50,558
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,7,7
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",418,28,446
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",754,92,846
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",408,36,444
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",11,11,22
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2305,320,2625
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",337,60,397
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",356,27,383
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",294,36,330
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",212,45,257
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",455,41,496
"Greenwich School District","=""0570011""","North Street School","=""0570811""",396,27,423
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",397,38,435
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",229,31,260
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",450,18,468
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",471,87,558
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","*","*",13
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",629,90,719
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",480,88,568
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",455,83,538
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",416,81,497
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",282,56,338
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",282,56,338
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",302,73,375
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",252,46,298
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",287,76,363
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",0,24,24
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",350,40,390
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",267,34,301
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",931,122,1053
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",210,76,286
"Groton School District","=""0590011""","Transition Academy","=""0591011""",0,9,9
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",386,70,456
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",503,74,577
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",270,19,289
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",215,25,240
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",466,69,535
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",980,143,1123
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",262,45,307
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",295,21,316
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",60,77,137
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",380,65,445
"Hamden School District","=""0620011""","Church Street School","=""0620211""",249,70,319
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",249,50,299
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",11,30,41
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1329,228,1557
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",647,165,812
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,11,11
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",299,48,347
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",293,43,336
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",284,37,321
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",391,41,432
"Hamden School District","=""0620011""","West Woods School","=""0621411""",309,63,372
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",85,20,105
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",553,81,634
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",553,81,634
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""",0,9,9
"Hartford School District","=""0640011""","Autism Program - Dr. James H Naylor / CCSU","=""0645711""",6,20,26
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""",0,6,6
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""",0,6,6
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",6,20,26
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""",0,45,45
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,45,45
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""",0,11,11
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""",0,11,11
"Hartford School District","=""0640011""","Autism Program-Burr School","=""0648611""",0,9,9
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",365,68,433
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",274,25,299
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",323,52,375
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",233,33,266
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",233,33,266
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",315,45,360
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",572,116,688
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",572,116,688
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",404,92,496
"Hartford School District","=""0640011""","Burr School","=""0642311""",508,108,616
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",46,11,57
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",489,67,556
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",493,67,560
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",128,40,168
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",128,40,168
"Hartford School District","=""0640011""","DDP - Simpson-Waverly","=""0649411""",0,10,10
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""",0,10,10
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",546,90,636
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",274,25,299
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,13,13
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",0,31,31
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""",0,31,31
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",0,35,35
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",0,35,35
"Hartford School District","=""0640011""","EDP - West Middle School","=""0644611""",0,15,15
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",0,16,16
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",544,66,610
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",544,66,610
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",415,86,501
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",352,77,429
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",521,96,617
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",244,28,272
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",244,28,272
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",259,87,346
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",314,69,383
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",259,87,346
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",265,49,314
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",314,69,383
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",892,132,1024
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",147,10,157
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",190,46,236
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",190,46,236
"Hartford School District","=""0640011""","High Step Transition","=""0648411""",0,17,17
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",521,96,617
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",150,40,190
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",463,94,557
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",795,118,913
"Hartford School District","=""0640011""","LC - Breakthrough II","=""0649511""",0,8,8
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""",0,8,8
"Hartford School District","=""0640011""","LC - Burns","=""0649611""",0,"*","*"
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""",0,"*","*"
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""",0,6,6
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""",0,6,6
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",546,101,647
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",546,101,647
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",235,59,294
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",235,59,294
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",0,19,19
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","*","*",24
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",0,48,48
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""",0,9,9
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",199,62,261
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",199,62,261
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",248,44,292
"Hartford School District","=""0640011""","Milner School","=""0641911""",248,44,292
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",316,20,336
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",316,20,336
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",277,27,304
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",546,90,636
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",567,66,633
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",435,99,534
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",331,90,421
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",795,118,913
"Hartford School District","=""0640011""","Rawson School","=""0641711""",325,58,383
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*","*",131
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""","*","*",131
"Hartford School District","=""0640011""","SAND School","=""0640111""",290,72,362
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",313,53,366
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",323,52,375
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",313,53,366
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",351,45,396
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",325,58,383
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",245,69,314
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",642,67,709
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",397,34,431
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",397,34,431
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",567,66,633
"Hartford School District","=""0640011""","West Middle School","=""0642111""",384,65,449
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",352,77,429
"Hartland School District","=""0650011""","Hartland School","=""0650111""",159,30,189
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",269,37,306
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",349,50,399
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",469,33,502
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",305,25,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",234,36,270
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",705,48,753
"Kent School District","=""0680011""","Kent Center School","=""0680111""",214,21,235
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",101,32,133
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","*","*",17
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",323,46,369
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",710,113,823
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",580,103,683
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",430,63,493
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",380,74,454
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",123,24,147
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",360,34,394
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""",0,8,8
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""",0,16,16
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""",0,"*","*"
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""",0,"*","*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""",0,"*","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""",0,6,6
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""",0,"*","*"
"Learn","=""2450014""","Learn ABA Program at Center School","=""2451214""",0,8,8
"Learn","=""2450014""","Learn Haynes Elementary Intensive Program","=""2451114""",0,16,16
"Learn","=""2450014""","Learn High School ABA at MS","=""2450614""",0,"*","*"
"Learn","=""2450014""","Learn Ledyard RICHES Program","=""2450714""",0,"*","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""",0,"*","*"
"Learn","=""2450014""","Learn SAILS Middle School Program","=""2450814""",0,"*","*"
"Learn","=""2450014""","Learn SAILS Program at Salem","=""2451014""",0,6,6
"Learn","=""2450014""","Learn STS 18-21 Year Old Program","=""2450414""",0,"*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",237,34,271
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",481,54,535
"Learn","=""2450014""","Riverside Magnet School at Goodwin College","=""2450314""",360,34,394
"Learn","=""2450014""","The Friendship School","=""2450214""",421,84,505
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*","*",67
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",315,37,352
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",245,50,295
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",307,57,364
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",188,27,215
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",263,72,335
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",237,47,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",354,48,402
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",655,142,797
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",281,51,332
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",345,48,393
"Litchfield School District","=""0740011""","Center School","=""0740211""",261,35,296
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",258,34,292
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",160,28,188
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",134,26,160
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1021,132,1153
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",351,63,414
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",242,27,269
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",294,33,327
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",201,34,235
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",21,25,46
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",424,63,487
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",26,17,43
"Manchester School District","=""0770011""","Bowers School","=""0770111""",373,41,414
"Manchester School District","=""0770011""","Buckley School","=""0770311""",297,78,375
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","*","*","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",352,55,407
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",252,20,272
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",700,111,811
"Manchester School District","=""0770011""","Keeney School","=""0770611""",314,47,361
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1368,187,1555
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","*","*",12
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",151,28,179
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",13,57,70
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,18,18
"Manchester School District","=""0770011""","Martin School","=""0771611""",230,36,266
"Manchester School District","=""0770011""","New Horizons","=""0770711""",12,6,18
"Manchester School District","=""0770011""","Robertson School","=""0771011""",334,29,363
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",353,37,390
"Manchester School District","=""0770011""","Waddell School","=""0771311""",304,43,347
"Manchester School District","=""0770011""","Washington School","=""0771411""",308,36,344
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",223,31,254
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",187,13,200
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",459,74,533
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",207,20,227
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",476,59,535
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",540,73,613
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",292,53,345
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",448,84,532
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""",0,10,10
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",962,229,1191
"Meriden School District","=""0800011""","Hanover School","=""0800311""",509,77,586
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",504,63,567
"Meriden School District","=""0800011""","John Barry School","=""0800511""",383,93,476
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",598,127,725
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",775,196,971
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",420,164,584
"Meriden School District","=""0800011""","STARS-MS","=""0801511""",0,6,6
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""",0,42,42
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",0,19,19
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""",0,20,20
"Meriden School District","=""0800011""","Success Academy","=""0801411""","*","*",35
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",364,53,417
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",0,40,40
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",566,143,709
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",261,27,288
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","*","*",10
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",304,29,333
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,"*","*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""",0,6,6
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""",0,7,7
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""",0,6,6
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""",0,"*","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",255,41,296
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",261,17,278
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*",7
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",7,0,7
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",195,24,219
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1085,153,1238
