"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","F",40,40,100.0,40,"*","*",6,15.0,"*","*",15,37.5,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","M",29,29,100.0,29,"*","*",0,0.0,"*","*",17,58.6,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","M",40,39,97.5,39,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","M",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","F",72,70,97.2,70,"*","*","*","*","*","*",45,64.3,17,24.3,62,88.6
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","M",66,66,100.0,66,0,0.0,"*","*","*","*",41,62.1,13,19.7,54,81.8
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","F",53,52,98.1,51,"*","*","*","*",13,25.5,9,17.6,24,47.1,33,64.7
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","M",58,58,100.0,58,"*","*","*","*",17,29.3,8,13.8,27,46.6,35,60.3
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","F",62,62,100.0,62,0,0.0,"*","*","*","*",29,46.8,20,32.3,49,79.0
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","M",53,52,98.1,52,0,0.0,"*","*","*","*",23,44.2,19,36.5,42,80.8
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","F",72,72,100.0,72,"*","*","*","*",32,44.4,13,18.1,22,30.6,35,48.6
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","M",75,74,98.7,74,"*","*","*","*",26,35.1,26,35.1,11,14.9,37,50.0
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","F",71,71,100.0,71,"*","*","*","*",12,16.9,37,52.1,16,22.5,53,74.6
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","M",71,71,100.0,71,"*","*","*","*",17,23.9,34,47.9,10,14.1,44,62.0
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","F",91,91,100.0,91,"*","*","*","*",32,35.2,30,33.0,18,19.8,48,52.7
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","M",84,84,100.0,84,"*","*","*","*",10,11.9,43,51.2,19,22.6,62,73.8
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","F",188,186,98.9,186,29,15.6,20,10.8,50,26.9,79,42.5,8,4.3,87,46.8
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","M",164,164,100.0,164,30,18.3,17,10.4,42,25.6,69,42.1,6,3.7,75,45.7
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","F",340,337,99.1,337,49,14.5,63,18.7,133,39.5,61,18.1,31,9.2,92,27.3
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","M",364,353,97.0,352,96,27.3,61,17.3,100,28.4,60,17.0,35,9.9,95,27.0
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","F",27,27,100.0,27,"*","*","*","*",7,25.9,7,25.9,0,0.0,7,25.9
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","M",37,37,100.0,37,"*","*",10,27.0,15,40.5,"*","*",0,0.0,"*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","F",27,26,96.3,26,6,23.1,"*","*","*","*",9,34.6,"*","*","*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","M",28,28,100.0,28,9,32.1,"*","*","*","*",10,35.7,"*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","F",33,33,100.0,33,"*","*","*","*",9,27.3,13,39.4,"*","*","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","M",32,31,96.9,31,"*","*","*","*",7,22.6,7,22.6,"*","*","*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","F",95,93,97.9,93,9,9.7,14,15.1,20,21.5,38,40.9,12,12.9,50,53.8
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","M",95,95,100.0,95,7,7.4,14,14.7,28,29.5,33,34.7,13,13.7,46,48.4
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","F",30,30,100.0,30,"*","*","*","*",11,36.7,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","M",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","F",42,42,100.0,42,10,23.8,"*","*",15,35.7,10,23.8,"*","*","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","M",45,45,100.0,45,6,13.3,"*","*",6,13.3,19,42.2,"*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","F",34,34,100.0,34,0,0.0,"*","*",9,26.5,16,47.1,"*","*","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","M",25,24,96.0,24,"*","*","*","*",10,41.7,7,29.2,"*","*","*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","F",188,188,100.0,188,48,25.5,28,14.9,47,25.0,58,30.9,7,3.7,65,34.6
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","M",164,161,98.2,161,46,28.6,27,16.8,26,16.1,54,33.5,8,5.0,62,38.5
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","F",41,41,100.0,41,"*","*",8,19.5,10,24.4,18,43.9,"*","*","*","*"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","M",46,45,97.8,45,"*","*",10,22.2,10,22.2,15,33.3,"*","*","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","F",28,27,96.4,27,"*","*",9,33.3,"*","*",7,25.9,0,0.0,7,25.9
"Danbury School District","=""0340011""","South Street School","=""0341011""","M",30,30,100.0,30,"*","*",6,20.0,"*","*",10,33.3,"*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","F",43,43,100.0,43,"*","*","*","*",13,30.2,13,30.2,"*","*","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","M",47,47,100.0,47,"*","*","*","*",11,23.4,18,38.3,"*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","F",35,35,100.0,35,0,0.0,"*","*","*","*",18,51.4,"*","*","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","M",25,24,96.0,24,0,0.0,"*","*","*","*",10,41.7,"*","*","*","*"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","F",35,35,100.0,35,"*","*","*","*",7,20.0,18,51.4,7,20.0,25,71.4
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","M",65,65,100.0,65,"*","*","*","*",11,16.9,35,53.8,10,15.4,45,69.2
"Darien School District","=""0350011""","Darien High School","=""0356111""","F",171,163,95.3,163,"*","*","*","*",34,20.9,53,32.5,73,44.8,126,77.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","M",178,174,97.8,173,"*","*","*","*",30,17.3,37,21.4,99,57.2,136,78.6
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","F",46,45,97.8,45,0,0.0,0,0.0,"*","*","*","*",28,62.2,"*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","M",48,48,100.0,48,0,0.0,"*","*","*","*",19,39.6,19,39.6,38,79.2
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","F",34,34,100.0,34,0,0.0,"*","*","*","*",15,44.1,15,44.1,30,88.2
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","M",33,33,100.0,33,"*","*","*","*","*","*",9,27.3,13,39.4,22,66.7
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","F",180,179,99.4,179,0,0.0,"*","*","*","*",83,46.4,80,44.7,163,91.1
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","M",193,190,98.4,190,"*","*","*","*",9,4.7,78,41.1,96,50.5,174,91.6
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","F",28,28,100.0,28,0,0.0,0,0.0,"*","*",16,57.1,"*","*","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","M",41,41,100.0,41,"*","*","*","*","*","*",21,51.2,10,24.4,31,75.6
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","F",32,32,100.0,32,0,0.0,"*","*","*","*",16,50.0,8,25.0,24,75.0
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","M",31,31,100.0,31,0,0.0,"*","*","*","*",14,45.2,11,35.5,25,80.6
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","F",34,34,100.0,34,0,0.0,0,0.0,"*","*","*","*",16,47.1,"*","*"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","M",26,26,100.0,26,0,0.0,"*","*","*","*",13,50.0,11,42.3,24,92.3
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","F",23,23,100.0,23,0,0.0,"*","*","*","*",10,43.5,"*","*","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","M",20,20,100.0,20,0,0.0,0,0.0,"*","*",13,65.0,"*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","F",25,25,100.0,25,"*","*","*","*",10,40.0,6,24.0,"*","*","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","M",30,30,100.0,30,"*","*","*","*",9,30.0,12,40.0,"*","*","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","F",34,33,97.1,33,"*","*",8,24.2,9,27.3,7,21.2,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","M",46,45,97.8,45,"*","*",7,15.6,15,33.3,7,15.6,"*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","F",47,46,97.9,46,11,23.9,7,15.2,"*","*",19,41.3,"*","*","*","*"
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","M",49,49,100.0,49,12,24.5,15,30.6,10,20.4,"*","*","*","*",12,24.5
"Derby School District","=""0370011""","Irving School","=""0370411""","F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,0,0.0,9,34.6
"Derby School District","=""0370011""","Irving School","=""0370411""","M",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","F",32,32,100.0,32,0,0.0,0,0.0,"*","*","*","*",18,56.3,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","M",26,25,96.2,25,"*","*","*","*","*","*",7,28.0,10,40.0,17,68.0
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","F",39,39,100.0,39,0,0.0,"*","*","*","*",21,53.8,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","M",23,23,100.0,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","F",35,35,100.0,35,"*","*","*","*","*","*",11,31.4,16,45.7,27,77.1
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","M",38,38,100.0,38,"*","*","*","*","*","*",17,44.7,14,36.8,31,81.6
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","F",41,41,100.0,41,"*","*","*","*",20,48.8,6,14.6,11,26.8,17,41.5
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","M",44,43,97.7,43,"*","*","*","*",18,41.9,6,14.0,13,30.2,19,44.2
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","F",83,81,97.6,81,"*","*","*","*",12,14.8,45,55.6,16,19.8,61,75.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","M",87,86,98.9,86,"*","*","*","*",12,14.0,50,58.1,21,24.4,71,82.6
"East Hampton School District","=""0420011""","Center School","=""0420311""","F",61,58,95.1,58,"*","*","*","*",8,13.8,26,44.8,19,32.8,45,77.6
"East Hampton School District","=""0420011""","Center School","=""0420311""","M",73,72,98.6,72,"*","*","*","*",12,16.7,37,51.4,13,18.1,50,69.4
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","F",50,49,98.0,49,"*","*","*","*",12,24.5,10,20.4,23,46.9,33,67.3
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","M",57,57,100.0,57,"*","*","*","*",18,31.6,14,24.6,20,35.1,34,59.6
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","F",67,66,98.5,66,"*","*","*","*",10,15.2,32,48.5,18,27.3,50,75.8
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","M",81,80,98.8,80,"*","*","*","*",13,16.3,40,50.0,19,23.8,59,73.8
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","F",38,38,100.0,38,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","F",28,28,100.0,28,"*","*","*","*",12,42.9,8,28.6,0,0.0,8,28.6
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","M",30,30,100.0,30,"*","*","*","*",6,20.0,7,23.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","F",24,24,100.0,24,7,29.2,"*","*",9,37.5,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","M",26,26,100.0,26,6,23.1,"*","*",11,42.3,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","F",41,41,100.0,41,"*","*","*","*",13,31.7,19,46.3,0,0.0,19,46.3
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","M",51,51,100.0,51,"*","*","*","*",22,43.1,16,31.4,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",187,180,96.3,180,28,15.6,44,24.4,67,37.2,23,12.8,18,10.0,41,22.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","M",185,174,94.1,173,35,20.2,41,23.7,60,34.7,23,13.3,14,8.1,37,21.4
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","F",253,249,98.4,249,81,32.5,41,16.5,48,19.3,63,25.3,16,6.4,79,31.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","M",223,222,99.6,222,79,35.6,32,14.4,36,16.2,60,27.0,15,6.8,75,33.8
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","F",31,31,100.0,31,0,0.0,"*","*","*","*",16,51.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","M",32,32,100.0,32,"*","*","*","*","*","*",15,46.9,"*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","F",29,29,100.0,29,"*","*","*","*",8,27.6,9,31.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","M",21,21,100.0,21,"*","*","*","*",7,33.3,7,33.3,"*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","F",36,36,100.0,36,"*","*","*","*",11,30.6,9,25.0,0,0.0,9,25.0
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","M",39,39,100.0,39,"*","*",13,33.3,11,28.2,9,23.1,"*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","M",19,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","M",43,"*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","F",46,46,100.0,46,"*","*","*","*",11,23.9,23,50.0,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","M",38,38,100.0,38,"*","*","*","*",10,26.3,18,47.4,"*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","F",35,35,100.0,35,"*","*","*","*",7,20.0,15,42.9,"*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","M",29,29,100.0,29,"*","*","*","*",8,27.6,13,44.8,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",112,108,96.4,108,"*","*",22,20.4,50,46.3,22,20.4,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","M",110,110,100.0,110,"*","*",16,14.5,54,49.1,26,23.6,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","F",26,26,100.0,26,"*","*","*","*",10,38.5,13,50.0,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","M",25,25,100.0,25,"*","*","*","*",9,36.0,11,44.0,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","F",84,82,97.6,82,19,23.2,"*","*",18,22.0,30,36.6,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","M",118,117,99.2,117,33,28.2,"*","*",26,22.2,33,28.2,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","F",27,27,100.0,27,"*","*","*","*",10,37.0,8,29.6,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","M",23,23,100.0,23,"*","*","*","*",7,30.4,9,39.1,"*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F",123,122,99.2,122,0,0.0,"*","*",36,29.5,"*","*",51,41.8,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","M",154,152,98.7,152,0,0.0,"*","*","*","*",41,27.0,70,46.1,111,73.0
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",223,220,98.7,220,"*","*","*","*",35,15.9,116,52.7,61,27.7,177,80.5
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","M",198,197,99.5,197,"*","*","*","*",25,12.7,99,50.3,56,28.4,155,78.7
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F",41,41,100.0,41,"*","*","*","*",15,36.6,11,26.8,10,24.4,21,51.2
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","M",48,47,97.9,47,"*","*","*","*",18,38.3,13,27.7,9,19.1,22,46.8
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",67,66,98.5,66,"*","*","*","*",15,22.7,32,48.5,16,24.2,48,72.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","M",87,87,100.0,87,"*","*","*","*",20,23.0,37,42.5,23,26.4,60,69.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F",39,33,84.6,32,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","M",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F",41,39,95.1,39,0,0.0,"*","*","*","*",26,66.7,6,15.4,32,82.1
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","M",65,64,98.5,64,"*","*","*","*",6,9.4,38,59.4,17,26.6,55,85.9
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","F",63,63,100.0,63,"*","*","*","*","*","*",31,49.2,22,34.9,53,84.1
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","M",58,57,98.3,57,0,0.0,"*","*","*","*",23,40.4,29,50.9,52,91.2
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F",90,90,100.0,90,"*","*","*","*",27,30.0,34,37.8,25,27.8,59,65.6
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","M",89,88,98.9,88,"*","*","*","*",21,23.9,26,29.5,35,39.8,61,69.3
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F",97,97,100.0,97,"*","*","*","*",12,12.4,54,55.7,22,22.7,76,78.4
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","M",115,115,100.0,115,"*","*","*","*",16,13.9,61,53.0,22,19.1,83,72.2
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","F",104,104,100.0,104,"*","*","*","*",8,7.7,50,48.1,41,39.4,91,87.5
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","M",113,113,100.0,113,"*","*","*","*",16,14.2,54,47.8,38,33.6,92,81.4
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",89,89,100.0,88,20,22.7,24,27.3,27,30.7,"*","*","*","*",17,19.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","M",72,72,100.0,71,21,29.6,"*","*",19,26.8,17,23.9,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","F",56,56,100.0,56,"*","*",7,12.5,20,35.7,22,39.3,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","M",57,57,100.0,57,"*","*",6,10.5,20,35.1,25,43.9,"*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","F",65,65,100.0,65,"*","*","*","*",9,13.8,32,49.2,14,21.5,46,70.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","M",73,73,100.0,73,"*","*","*","*",14,19.2,37,50.7,13,17.8,50,68.5
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","F",91,90,98.9,90,"*","*","*","*",50,55.6,17,18.9,13,14.4,30,33.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","M",86,83,96.5,83,"*","*","*","*",27,32.5,28,33.7,13,15.7,41,49.4
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","F",102,102,100.0,102,"*","*","*","*",36,35.3,35,34.3,19,18.6,54,52.9
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","M",90,90,100.0,90,"*","*","*","*",30,33.3,28,31.1,25,27.8,53,58.9
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","F",172,172,100.0,172,10,5.8,23,13.4,18,10.5,92,53.5,29,16.9,121,70.3
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","M",180,178,98.9,178,14,7.9,19,10.7,38,21.3,78,43.8,29,16.3,107,60.1
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","F",67,67,100.0,67,"*","*","*","*",18,26.9,29,43.3,11,16.4,40,59.7
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","M",74,74,100.0,74,"*","*","*","*",13,17.6,33,44.6,19,25.7,52,70.3
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","F",31,31,100.0,31,"*","*","*","*","*","*",15,48.4,12,38.7,27,87.1
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","M",25,25,100.0,25,"*","*",0,0.0,0,0.0,"*","*",12,48.0,"*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
