"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",179,178,99.4,178,"*","*","*","*",13,7.3,106,59.6,47,26.4,153,86.0
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Y",31,29,93.5,29,"*","*","*","*",13,44.8,"*","*",8,27.6,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",260,258,99.2,258,"*","*","*","*",40,15.5,"*","*",137,53.1,"*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Y",33,33,100.0,33,"*","*","*","*",9,27.3,17,51.5,"*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,"*","*","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Y",33,33,100.0,33,"*","*","*","*","*","*",16,48.5,6,18.2,22,66.7
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","N",278,276,99.3,276,"*","*","*","*","*","*",104,37.7,146,52.9,250,90.6
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","N",71,71,100.0,71,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Y",42,42,100.0,42,"*","*","*","*",19,45.2,7,16.7,9,21.4,16,38.1
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",436,433,99.3,433,"*","*","*","*",81,18.7,98,22.6,234,54.0,332,76.7
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Y",26,26,100.0,26,"*","*","*","*","*","*",14,53.8,"*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","N",42,42,100.0,42,"*","*","*","*","*","*",18,42.9,"*","*","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","N",86,85,98.8,85,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Y",44,44,100.0,44,"*","*","*","*",7,15.9,17,38.6,10,22.7,27,61.4
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","N",471,471,100.0,470,"*","*","*","*",28,6.0,224,47.7,196,41.7,420,89.4
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","N",150,148,98.7,148,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","N",142,141,99.3,141,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","N",54,54,100.0,54,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","N",167,167,100.0,167,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","N",249,249,100.0,249,"*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Y",88,88,100.0,87,10,11.5,8,9.2,40,46.0,18,20.7,11,12.6,29,33.3
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","N",512,509,99.4,509,6,1.2,14,2.8,81,15.9,119,23.4,289,56.8,408,80.2
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Y",32,32,100.0,32,"*","*","*","*",6,18.8,12,37.5,"*","*","*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","N",23,23,100.0,23,"*","*","*","*",7,30.4,6,26.1,"*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","N",70,70,100.0,70,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","N",33,32,97.0,32,0,0.0,0,0.0,"*","*",19,59.4,"*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","N",82,82,100.0,82,0,0.0,"*","*","*","*",36,43.9,38,46.3,74,90.2
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Y",62,61,98.4,61,"*","*",6,9.8,15,24.6,27,44.3,"*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","N",126,125,99.2,125,"*","*",8,6.4,13,10.4,60,48.0,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Y",50,49,98.0,49,"*","*",12,24.5,18,36.7,"*","*",8,16.3,"*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","N",95,95,100.0,95,"*","*",8,8.4,31,32.6,"*","*",18,18.9,"*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Y",113,111,98.2,111,"*","*",12,10.8,29,26.1,49,44.1,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","N",145,145,100.0,145,"*","*","*","*",24,16.6,76,52.4,31,21.4,107,73.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Y",49,49,100.0,49,"*","*",9,18.4,10,20.4,19,38.8,"*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","N",99,99,100.0,99,"*","*",9,9.1,11,11.1,58,58.6,"*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Y",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","N",27,27,100.0,27,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Y",23,22,95.7,22,"*","*",0,0.0,"*","*","*","*",0,0.0,"*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Y",98,84,85.7,84,11,13.1,19,22.6,34,40.5,13,15.5,7,8.3,20,23.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","N",154,151,98.1,151,6,4.0,9,6.0,52,34.4,30,19.9,54,35.8,84,55.6
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","N",28,28,100.0,28,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Y",74,73,98.6,73,"*","*","*","*",17,23.3,37,50.7,"*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","N",60,60,100.0,60,"*","*","*","*",7,11.7,26,43.3,"*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Y",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","N",268,267,99.6,267,"*","*","*","*","*","*",144,53.9,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Y",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","N",260,260,100.0,260,"*","*","*","*","*","*",166,63.8,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","N",272,272,100.0,272,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Y",154,137,89.0,135,36,26.7,27,20.0,53,39.3,13,9.6,6,4.4,19,14.1
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","N",247,244,98.8,243,19,7.8,27,11.1,89,36.6,46,18.9,62,25.5,108,44.4
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Y",184,181,98.4,181,51,28.2,"*","*",42,23.2,51,28.2,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","N",227,225,99.1,225,21,9.3,"*","*",43,19.1,116,51.6,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Y",33,33,100.0,33,"*","*","*","*",6,18.2,9,27.3,"*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","N",24,24,100.0,24,"*","*","*","*",6,25.0,8,33.3,"*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Y",26,25,96.2,25,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Y",25,25,100.0,25,6,24.0,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","N",25,25,100.0,25,6,24.0,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","N",47,47,100.0,47,"*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Y",126,122,96.8,122,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Y",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Y",35,35,100.0,35,"*","*","*","*","*","*",8,22.9,0,0.0,8,22.9
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","N",26,26,100.0,26,"*","*","*","*","*","*",13,50.0,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Y",107,94,87.9,89,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Y",83,82,98.8,82,"*","*",24,29.3,26,31.7,12,14.6,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","N",67,67,100.0,67,"*","*",17,25.4,16,23.9,23,34.3,"*","*","*","*"
"Hartford School District","=""0640011""","Clark School","=""0642411""","Y",50,49,98.0,49,17,34.7,16,32.7,9,18.4,7,14.3,0,0.0,7,14.3
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Y",106,105,99.1,105,29,27.6,27,25.7,27,25.7,"*","*","*","*",22,21.0
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","N",114,114,100.0,114,24,21.1,"*","*",34,29.8,31,27.2,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Y",55,44,80.0,44,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","N",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","Y",10,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Y",39,39,100.0,39,"*","*","*","*",16,41.0,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","N",22,22,100.0,22,0,0.0,"*","*",13,59.1,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Y",78,74,94.9,74,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Y",64,55,85.9,55,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","N",12,11,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Y",179,178,99.4,178,48,27.0,35,19.7,46,25.8,42,23.6,7,3.9,49,27.5
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","N",125,125,100.0,125,9,7.2,6,4.8,28,22.4,51,40.8,31,24.8,82,65.6
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Y",34,28,82.4,27,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Y",38,37,97.4,37,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Y",111,108,97.3,108,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","Y",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Y",74,74,100.0,73,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
