"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F",39,33,84.6,32,"*","*","*","*","*","*","*","*","*","*","*","*",230
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","M",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F",90,90,100.0,90,"*","*","*","*",27,30.0,34,37.8,25,27.8,59,65.6,274
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","M",89,88,98.9,88,"*","*","*","*",21,23.9,26,29.5,35,39.8,61,69.3,282
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","M",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","F",91,90,98.9,90,"*","*","*","*",50,55.6,17,18.9,13,14.4,30,33.3,256
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","M",86,83,96.5,83,"*","*","*","*",27,32.5,28,33.7,13,15.7,41,49.4,258
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","F",102,102,100.0,102,"*","*","*","*",36,35.3,35,34.3,19,18.6,54,52.9,262
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","M",90,90,100.0,90,"*","*","*","*",30,33.3,28,31.1,25,27.8,53,58.9,270
"Explorations District","=""2720013""","Explorations","=""2726113""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","F",213,209,98.1,209,"*","*","*","*",52,24.9,63,30.1,83,39.7,146,69.9,285
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","M",174,170,97.7,170,"*","*","*","*",45,26.5,53,31.2,66,38.8,119,70.0,285
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","F",186,182,97.8,182,"*","*","*","*",43,23.6,54,29.7,76,41.8,130,71.4,283
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","M",187,186,99.5,186,"*","*","*","*",35,18.8,56,30.1,80,43.0,136,73.1,286
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","F",136,132,97.1,132,"*","*","*","*",30,22.7,38,28.8,61,46.2,99,75.0,292
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","M",155,155,100.0,155,"*","*","*","*",23,14.8,40,25.8,84,54.2,124,80.0,299
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","F",248,246,99.2,246,"*","*","*","*",54,22.0,61,24.8,119,48.4,180,73.2,290
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","M",230,229,99.6,229,"*","*","*","*",46,20.1,44,19.2,124,54.1,168,73.4,298
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","F",81,79,97.5,79,0,0.0,"*","*","*","*",21,26.6,43,54.4,64,81.0,297
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","M",87,87,100.0,87,"*","*","*","*",10,11.5,21,24.1,50,57.5,71,81.6,301
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","F",319,316,99.1,316,"*","*","*","*",63,19.9,75,23.7,164,51.9,239,75.6,295
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","M",281,281,100.0,280,"*","*","*","*",58,20.7,62,22.1,136,48.6,198,70.7,290
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","F",82,81,98.8,81,"*","*","*","*",29,35.8,19,23.5,15,18.5,34,42.0,253
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","M",63,63,100.0,63,"*","*","*","*",20,31.7,19,30.2,11,17.5,30,47.6,254
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","F",115,110,95.7,110,7,6.4,14,12.7,44,40.0,16,14.5,29,26.4,45,40.9,261
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","M",137,125,91.2,125,10,8.0,14,11.2,42,33.6,27,21.6,32,25.6,59,47.2,262
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","F",149,149,100.0,149,"*","*","*","*",37,24.8,39,26.2,67,45.0,106,71.1,288
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","M",140,140,100.0,140,"*","*","*","*",27,19.3,40,28.6,66,47.1,106,75.7,292
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","F",181,172,95.0,172,22,12.8,21,12.2,68,39.5,26,15.1,35,20.3,61,35.5,250
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","M",220,209,95.0,206,33,16.0,33,16.0,74,35.9,33,16.0,33,16.0,66,32.0,243
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","F",56,50,89.3,47,26,55.3,6,12.8,9,19.1,"*","*","*","*","*","*",198
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","M",68,60,88.2,58,33,56.9,16,27.6,"*","*","*","*",0,0.0,"*","*",185
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","F",27,27,100.0,27,"*","*",11,40.7,7,25.9,"*","*","*","*","*","*",232
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","M",32,32,100.0,32,"*","*",12,37.5,11,34.4,"*","*","*","*","*","*",225
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","F",58,57,98.3,57,7,12.3,9,15.8,27,47.4,"*","*","*","*",14,24.6,239
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","M",38,38,100.0,38,10,26.3,13,34.2,7,18.4,"*","*","*","*",8,21.1,223
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","F",29,23,79.3,23,10,43.5,"*","*",6,26.1,"*","*",0,0.0,"*","*",205
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","M",33,27,81.8,27,13,48.1,"*","*",8,29.6,0,0.0,"*","*","*","*",191
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","F",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","F",39,39,100.0,39,"*","*","*","*",16,41.0,"*","*","*","*","*","*",239
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","M",22,22,100.0,22,0,0.0,"*","*",13,59.1,"*","*","*","*","*","*",249
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","M","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","F",63,58,92.1,58,33,56.9,14,24.1,"*","*","*","*","*","*","*","*",191
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","M",24,24,100.0,24,"*","*",11,45.8,"*","*",0,0.0,0,0.0,0,0.0,193
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","F",32,26,81.3,25,13,52.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,190
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","M",44,40,90.9,40,29,72.5,8,20.0,"*","*","*","*",0,0.0,"*","*",180
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","F",50,50,100.0,50,"*","*",13,26.0,18,36.0,"*","*",8,16.0,"*","*",239
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","M",46,45,97.8,45,"*","*",7,15.6,15,33.3,"*","*",7,15.6,"*","*",241
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","F",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","M",29,23,79.3,22,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,177
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","F",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*","*","*",217
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","M",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","F",28,24,85.7,24,"*","*",7,29.2,7,29.2,"*","*",0,0.0,"*","*",210
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","M",85,79,92.9,78,15,19.2,17,21.8,17,21.8,"*","*","*","*","*","*",242
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","F",35,34,97.1,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",213
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","M",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","F",59,58,98.3,58,6,10.3,6,10.3,28,48.3,11,19.0,7,12.1,18,31.0,246
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","M",52,51,98.1,51,8,15.7,9,17.6,15,29.4,11,21.6,8,15.7,19,37.3,243
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","F",37,37,100.0,37,0,0.0,"*","*",15,40.5,"*","*",9,24.3,"*","*",261
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","M",76,71,93.4,71,"*","*","*","*",15,21.1,11,15.5,37,52.1,48,67.6,290
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","F",93,91,97.8,91,10,11.0,18,19.8,36,39.6,19,20.9,8,8.8,27,29.7,239
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","M",89,84,94.4,84,12,14.3,12,14.3,22,26.2,25,29.8,13,15.5,38,45.2,248
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","F",68,66,97.1,65,19,29.2,17,26.2,17,26.2,"*","*","*","*",12,18.5,219
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","M",47,45,95.7,45,17,37.8,10,22.2,8,17.8,"*","*","*","*",10,22.2,219
"Learn","=""2450014""","LEARN Pathways Program","=""2450514""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","F",36,34,94.4,34,0,0.0,"*","*",8,23.5,"*","*",19,55.9,"*","*",293
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","M",24,24,100.0,24,0,0.0,0,0.0,"*","*","*","*",11,45.8,"*","*",287
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","F",53,53,100.0,53,"*","*","*","*",15,28.3,18,34.0,16,30.2,34,64.2,274
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","M",41,40,97.6,40,"*","*","*","*",13,32.5,12,30.0,6,15.0,18,45.0,253
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","F",98,96,98.0,96,"*","*","*","*",30,31.3,15,15.6,39,40.6,54,56.3,277
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","M",94,92,97.9,92,0,0.0,6,6.5,23,25.0,26,28.3,37,40.2,63,68.5,285
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","F",30,30,100.0,30,"*","*","*","*",10,33.3,"*","*",13,43.3,"*","*",288
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","M",33,33,100.0,33,0,0.0,"*","*",8,24.2,"*","*",11,33.3,"*","*",285
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","F",138,131,94.9,131,"*","*","*","*",29,22.1,39,29.8,55,42.0,94,71.8,285
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","M",155,154,99.4,154,"*","*","*","*",31,20.1,45,29.2,66,42.9,111,72.1,285
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","F",174,166,95.4,166,28,16.9,28,16.9,52,31.3,34,20.5,24,14.5,58,34.9,241
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","M",192,186,96.9,186,47,25.3,41,22.0,57,30.6,18,9.7,23,12.4,41,22.0,227
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","F",156,148,94.9,147,35,23.8,35,23.8,57,38.8,11,7.5,9,6.1,20,13.6,222
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","M",157,152,96.8,152,48,31.6,44,28.9,40,26.3,10,6.6,10,6.6,20,13.2,214
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","F",110,107,97.3,107,41,38.3,31,29.0,"*","*","*","*",0,0.0,"*","*",203
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","M",133,124,93.2,122,39,32.0,35,28.7,25,20.5,"*","*","*","*","*","*",215
"Meriden School District","=""0800011""","Success Academy","=""0801411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Success Academy","=""0801411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","M",10,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","F",147,147,100.0,147,18,12.2,20,13.6,54,36.7,24,16.3,31,21.1,55,37.4,250
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","M",141,138,97.9,138,21,15.2,24,17.4,46,33.3,23,16.7,24,17.4,47,34.1,245
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","F",93,92,98.9,92,"*","*","*","*",36,39.1,22,23.9,20,21.7,42,45.7,263
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","M",115,114,99.1,113,"*","*",19,16.8,40,35.4,26,23.0,"*","*","*","*",250
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","F",116,115,99.1,114,"*","*","*","*",48,42.1,33,28.9,22,19.3,55,48.2,264
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","M",112,109,97.3,108,"*","*","*","*",48,44.4,20,18.5,24,22.2,44,40.7,260
"Milford School District","=""0840011""","The Academy","=""0840311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","F",142,141,99.3,140,"*","*","*","*",28,20.0,39,27.9,69,49.3,108,77.1,294
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","M",151,151,100.0,150,0,0.0,"*","*","*","*",38,25.3,81,54.0,119,79.3,300
"Montville School District","=""0860011""","Montville High School","=""0866111""","F",98,96,98.0,96,"*","*","*","*",28,29.2,28,29.2,31,32.3,59,61.5,274
"Montville School District","=""0860011""","Montville High School","=""0866111""","M",83,82,98.8,82,"*","*","*","*",28,34.1,13,15.9,30,36.6,43,52.4,275
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","F",148,142,95.9,141,15,10.6,24,17.0,63,44.7,28,19.9,11,7.8,39,27.7,239
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","M",139,136,97.8,136,22,16.2,39,28.7,43,31.6,11,8.1,21,15.4,32,23.5,232
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","F",250,238,95.2,236,83,35.2,53,22.5,63,26.7,25,10.6,12,5.1,37,15.7,214
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","M",268,243,90.7,239,100,41.8,60,25.1,50,20.9,19,7.9,10,4.2,29,12.1,206
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","F",166,162,97.6,162,"*","*","*","*",29,17.9,51,31.5,79,48.8,130,80.2,293
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","M",148,148,100.0,148,0,0.0,"*","*","*","*",34,23.0,83,56.1,117,79.1,300
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","F",100,99,99.0,99,"*","*","*","*",28,28.3,31,31.3,31,31.3,62,62.6,275
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","M",117,117,100.0,117,"*","*","*","*",41,35.0,29,24.8,40,34.2,69,59.0,278
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","F",119,115,96.6,115,16,13.9,26,22.6,48,41.7,12,10.4,13,11.3,25,21.7,234
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","M",49,48,98.0,47,7,14.9,10,21.3,16,34.0,6,12.8,8,17.0,14,29.8,242
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","F",29,29,100.0,28,0,0.0,"*","*",9,32.1,8,28.6,"*","*","*","*",263
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","M",60,60,100.0,60,"*","*","*","*",16,26.7,15,25.0,20,33.3,35,58.3,276
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","F",43,43,100.0,43,"*","*",13,30.2,13,30.2,"*","*",0,0.0,"*","*",213
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","M",29,28,96.6,28,10,35.7,8,28.6,7,25.0,"*","*","*","*","*","*",209
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","F",100,100,100.0,100,"*","*",30,30.0,35,35.0,14,14.0,"*","*","*","*",245
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","M",72,70,97.2,69,"*","*",26,37.7,19,27.5,6,8.7,"*","*","*","*",216
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","M",36,34,94.4,34,"*","*","*","*","*","*","*","*","*","*","*","*",208
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","F",102,82,80.4,80,34,42.5,24,30.0,"*","*","*","*",0,0.0,"*","*",198
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","M",132,106,80.3,102,54,52.9,29,28.4,"*","*",0,0.0,"*","*","*","*",189
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","F",38,36,94.7,36,6,16.7,9,25.0,13,36.1,"*","*","*","*","*","*",229
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","M",64,60,93.8,60,17,28.3,21,35.0,18,30.0,"*","*","*","*","*","*",212
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","F",41,40,97.6,40,8,20.0,10,25.0,"*","*","*","*","*","*","*","*",222
