"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","N",23,23,100.0,23,"*","*","*","*",7,30.4,7,30.4,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","F",35,35,100.0,35,11,31.4,7,20.0,12,34.3,"*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","F",46,46,100.0,46,9,19.6,"*","*",21,45.7,"*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","N","*","*","*","*","*","*","*","*","*","*",20,47.6,"*","*","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","F",206,194,94.2,193,45,23.3,52,26.9,67,34.7,"*","*","*","*",29,15.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","N",118,115,97.5,115,12,10.4,24,20.9,45,39.1,19,16.5,15,13.0,34,29.6
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","R",48,45,93.8,45,"*","*",9,20.0,15,33.3,11,24.4,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","F",294,291,99.0,291,120,41.2,"*","*",55,18.9,56,19.2,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","N",144,143,99.3,143,30,21.0,"*","*","*","*",50,35.0,16,11.2,66,46.2
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","R",38,37,97.4,37,10,27.0,"*","*","*","*",17,45.9,"*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","N",36,36,100.0,36,0,0.0,"*","*","*","*",18,50.0,11,30.6,29,80.6
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","F",25,25,100.0,25,"*","*","*","*",9,36.0,8,32.0,0,0.0,8,32.0
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","N",25,25,100.0,25,"*","*","*","*",7,28.0,11,44.0,"*","*","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","F",42,42,100.0,42,11,26.2,15,35.7,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","N","*","*","*","*","*","*","*","*",12,37.5,12,37.5,0,0.0,12,37.5
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","F",21,11,52.4,11,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","F",37,26,70.3,23,17,73.9,"*","*","*","*","*","*",0,0.0,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","N",54,54,100.0,54,"*","*","*","*",12,22.2,26,48.1,"*","*","*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","N",36,36,100.0,36,"*","*","*","*",8,22.2,17,47.2,"*","*","*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","F",89,87,97.8,87,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","N",120,118,98.3,118,"*","*",18,15.3,52,44.1,33,28.0,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","N",25,25,100.0,25,"*","*",0,0.0,9,36.0,13,52.0,"*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","F",90,89,98.9,89,28,31.5,"*","*",19,21.3,25,28.1,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","N",81,81,100.0,81,"*","*",16,19.8,15,18.5,30,37.0,"*","*","*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","R",31,29,93.5,29,"*","*","*","*",10,34.5,8,27.6,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","F",29,29,100.0,29,"*","*","*","*",8,27.6,11,37.9,"*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","F",31,30,96.8,30,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","N",234,232,99.1,232,0,0.0,6,2.6,53,22.8,63,27.2,110,47.4,173,74.6
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",60,60,100.0,60,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","N",352,348,98.9,348,7,2.0,8,2.3,45,12.9,183,52.6,105,30.2,288,82.8
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","N",54,54,100.0,54,"*","*","*","*",19,35.2,20,37.0,11,20.4,31,57.4
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",58,58,100.0,58,"*","*","*","*",18,31.0,"*","*","*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","N",81,81,100.0,81,"*","*",0,0.0,"*","*",40,49.4,26,32.1,66,81.5
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","N",23,23,100.0,23,0,0.0,"*","*",14,60.9,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","N",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","F",26,23,88.5,22,"*","*","*","*","*","*",7,31.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","N","*","*","*","*","*","*","*","*",9,40.9,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","N",103,100,97.1,100,"*","*","*","*",12,12.0,61,61.0,23,23.0,84,84.0
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","N",116,115,99.1,115,"*","*","*","*",7,6.1,51,44.3,50,43.5,101,87.8
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","N",162,161,99.4,161,0,0.0,7,4.3,42,26.1,55,34.2,57,35.4,112,69.6
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","N",194,194,100.0,194,9,4.6,9,4.6,25,12.9,107,55.2,44,22.7,151,77.8
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","N",190,190,100.0,190,"*","*","*","*",16,8.4,91,47.9,77,40.5,168,88.4
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",100,100,100.0,99,28,28.3,25,25.3,30,30.3,"*","*","*","*",16,16.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","N",36,36,100.0,35,7,20.0,"*","*","*","*",10,28.6,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","R",25,25,100.0,25,6,24.0,"*","*","*","*",7,28.0,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","F",44,44,100.0,44,"*","*","*","*",21,47.7,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","N",63,63,100.0,63,0,0.0,7,11.1,"*","*",31,49.2,"*","*","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","F",43,43,100.0,43,"*","*",8,18.6,"*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","N",86,86,100.0,86,"*","*","*","*",14,16.3,47,54.7,19,22.1,66,76.7
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","F",51,48,94.1,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","N",108,108,100.0,108,"*","*","*","*",39,36.1,33,30.6,22,20.4,55,50.9
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","R",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","N",149,149,100.0,149,"*","*","*","*",50,33.6,53,35.6,38,25.5,91,61.1
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","F",110,108,98.2,108,19,17.6,20,18.5,"*","*",45,41.7,"*","*","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","N",217,217,100.0,217,"*","*","*","*",35,16.1,110,50.7,48,22.1,158,72.8
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","R",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","F",43,43,100.0,43,"*","*",8,18.6,16,37.2,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","N",88,88,100.0,88,"*","*","*","*","*","*",41,46.6,26,29.5,67,76.1
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","N",52,52,100.0,52,"*","*","*","*","*","*",25,48.1,24,46.2,49,94.2
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","F",27,26,96.3,26,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","N",354,347,98.0,347,"*","*","*","*",84,24.2,107,30.8,144,41.5,251,72.3
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","F",48,47,97.9,47,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","N",319,315,98.7,315,"*","*","*","*",61,19.4,96,30.5,143,45.4,239,75.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","N",260,257,98.8,257,6,2.3,7,2.7,24,9.3,153,59.5,67,26.1,220,85.6
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","N",52,52,100.0,52,"*","*","*","*",6,11.5,29,55.8,14,26.9,43,82.7
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","N",48,48,100.0,48,"*","*","*","*","*","*",19,39.6,22,45.8,41,85.4
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","N",50,50,100.0,50,0,0.0,8,16.0,13,26.0,19,38.0,10,20.0,29,58.0
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","N",74,73,98.6,73,0,0.0,"*","*","*","*",35,47.9,24,32.9,59,80.8
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","N",256,255,99.6,255,"*","*","*","*",22,8.6,129,50.6,97,38.0,226,88.6
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","N",64,64,100.0,64,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","N",87,87,100.0,87,"*","*","*","*",8,9.2,48,55.2,26,29.9,74,85.1
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","F",37,34,91.9,34,6,17.6,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","N",179,178,99.4,178,"*","*","*","*",13,7.3,106,59.6,47,26.4,153,86.0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","N",260,258,99.2,258,"*","*","*","*",40,15.5,76,29.5,137,53.1,213,82.6
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,81,31.6,219,85.5
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","N",278,276,99.3,276,"*","*","*","*",18,6.5,104,37.7,146,52.9,250,90.6
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","N",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","N",71,71,100.0,71,0,0.0,"*","*","*","*",30,42.3,30,42.3,60,84.5
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","N",436,433,99.3,433,6,1.4,14,3.2,81,18.7,98,22.6,234,54.0,332,76.7
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","N",76,76,100.0,76,0,0.0,0,0.0,"*","*","*","*",46,60.5,"*","*"
