"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",39,38,97.4,38,"*","*","*","*",7,18.4,18,47.4,"*","*","*","*",249
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",57,57,100.0,57,10,17.5,11,19.3,12,21.1,17,29.8,7,12.3,24,42.1,234
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",45,44,97.8,44,8,18.2,"*","*",10,22.7,16,36.4,"*","*","*","*",233
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",50,50,100.0,50,12,24.0,"*","*",13,26.0,14,28.0,"*","*","*","*",226
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",58,58,100.0,58,"*","*","*","*","*","*",26,44.8,21,36.2,47,81.0,277
"Hamden School District","=""0620011""","West Woods School","=""0621411""",55,55,100.0,55,"*","*","*","*",10,18.2,32,58.2,7,12.7,39,70.9,263
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",69,66,95.7,66,23,34.8,25,37.9,"*","*","*","*",0,0.0,"*","*",197
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",50,50,100.0,50,18,36.0,11,22.0,13,26.0,"*","*","*","*",8,16.0,205
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",25,24,96.0,24,"*","*",6,25.0,7,29.2,6,25.0,"*","*","*","*",221
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",32,32,100.0,32,"*","*","*","*",8,25.0,14,43.8,"*","*","*","*",248
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",57,57,100.0,57,29,50.9,12,21.1,10,17.5,6,10.5,0,0.0,6,10.5,187
"Hartford School District","=""0640011""","Burr School","=""0642311""",63,62,98.4,62,14,22.6,"*","*",14,22.6,20,32.3,"*","*","*","*",222
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",40,39,97.5,39,"*","*",7,17.9,14,35.9,11,28.2,"*","*","*","*",234
"Hartford School District","=""0640011""","Clark School","=""0642411""",32,32,100.0,32,9,28.1,12,37.5,"*","*","*","*",0,0.0,"*","*",201
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",75,74,98.7,74,14,18.9,14,18.9,11,14.9,28,37.8,7,9.5,35,47.3,236
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",60,60,100.0,60,"*","*","*","*",10,16.7,26,43.3,16,26.7,42,70.0,269
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",83,83,100.0,83,27,32.5,23,27.7,19,22.9,"*","*","*","*",14,16.9,209
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",29,29,100.0,29,11,37.9,10,34.5,"*","*","*","*",0,0.0,"*","*",197
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",53,53,100.0,53,13,24.5,14,26.4,15,28.3,"*","*","*","*",11,20.8,214
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",72,71,98.6,71,23,32.4,18,25.4,21,29.6,9,12.7,0,0.0,9,12.7,205
"Hartford School District","=""0640011""","LC - Burns","=""0649611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",63,63,100.0,63,17,27.0,15,23.8,18,28.6,13,20.6,0,0.0,13,20.6,210
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",34,34,100.0,34,10,29.4,"*","*",11,32.4,9,26.5,"*","*","*","*",220
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",40,40,100.0,40,27,67.5,6,15.0,"*","*","*","*",0,0.0,"*","*",180
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",22,22,100.0,22,"*","*",6,27.3,7,31.8,6,27.3,"*","*","*","*",231
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",64,64,100.0,64,"*","*","*","*",9,14.1,34,53.1,12,18.8,46,71.9,267
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",66,66,100.0,66,20,30.3,18,27.3,15,22.7,13,19.7,0,0.0,13,19.7,205
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",77,77,100.0,77,12,15.6,"*","*",18,23.4,33,42.9,"*","*","*","*",237
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",26,26,100.0,26,0,0.0,0,0.0,6,23.1,10,38.5,10,38.5,20,76.9,282
"Hartford School District","=""0640011""","SAND School","=""0640111""",36,36,100.0,36,11,30.6,9,25.0,10,27.8,6,16.7,0,0.0,6,16.7,206
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",38,38,100.0,38,"*","*","*","*",6,15.8,16,42.1,11,28.9,27,71.1,268
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",69,69,100.0,69,9,13.0,10,14.5,18,26.1,25,36.2,7,10.1,32,46.4,241
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",52,51,98.1,51,12,23.5,"*","*",12,23.5,15,29.4,"*","*","*","*",221
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",43,41,95.3,41,7,17.1,6,14.6,22,53.7,"*","*","*","*",6,14.6,224
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""",42,40,95.2,40,13,32.5,"*","*",15,37.5,"*","*",0,0.0,"*","*",205
"Hartland School District","=""0650011""","Hartland School","=""0650111""",22,22,100.0,22,"*","*",0,0.0,"*","*",9,40.9,7,31.8,16,72.7,273
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",40,40,100.0,40,13,32.5,9,22.5,10,25.0,"*","*","*","*",8,20.0,212
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",33,31,93.9,31,"*","*",10,32.3,"*","*",11,35.5,"*","*","*","*",234
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",76,76,100.0,76,16,21.1,"*","*",25,32.9,18,23.7,"*","*","*","*",220
"Kent School District","=""0680011""","Kent Center School","=""0680111""",27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",156,154,98.7,154,9,5.8,21,13.6,39,25.3,73,47.4,12,7.8,85,55.2,247
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",63,62,98.4,62,"*","*","*","*",11,17.7,36,58.1,8,12.9,44,71.0,263
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",71,71,100.0,71,0,0.0,"*","*","*","*",33,46.5,25,35.2,58,81.7,283
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",61,61,100.0,61,0,0.0,6,9.8,8,13.1,27,44.3,20,32.8,47,77.0,280
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",45,45,100.0,45,"*","*","*","*",10,22.2,14,31.1,11,24.4,25,55.6,258
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",204,196,96.1,196,"*","*","*","*",38,19.4,105,53.6,43,21.9,148,75.5,273
"Manchester School District","=""0770011""","Bowers School","=""0770111""",71,69,97.2,69,10,14.5,14,20.3,18,26.1,16,23.2,11,15.9,27,39.1,238
"Manchester School District","=""0770011""","Buckley School","=""0770311""",64,64,100.0,64,"*","*","*","*",11,17.2,30,46.9,13,20.3,43,67.2,260
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",42,42,100.0,42,"*","*","*","*","*","*",25,59.5,6,14.3,31,73.8,259
"Manchester School District","=""0770011""","Keeney School","=""0770611""",49,49,100.0,49,9,18.4,"*","*",17,34.7,11,22.4,"*","*","*","*",231
"Manchester School District","=""0770011""","Martin School","=""0771611""",38,38,100.0,38,"*","*",7,18.4,9,23.7,12,31.6,"*","*","*","*",233
"Manchester School District","=""0770011""","Robertson School","=""0771011""",44,44,100.0,44,"*","*",8,18.2,12,27.3,18,40.9,"*","*","*","*",235
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",58,58,100.0,58,"*","*",11,19.0,16,27.6,22,37.9,"*","*","*","*",234
"Manchester School District","=""0770011""","Waddell School","=""0771311""",52,50,96.2,50,"*","*","*","*",11,22.0,21,42.0,7,14.0,28,56.0,247
"Manchester School District","=""0770011""","Washington School","=""0771411""",50,50,100.0,50,16,32.0,15,30.0,9,18.0,10,20.0,0,0.0,10,20.0,209
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",139,136,97.8,136,7,5.1,9,6.6,19,14.0,57,41.9,44,32.4,101,74.3,274
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",91,91,100.0,91,"*","*","*","*",10,11.0,40,44.0,34,37.4,74,81.3,284
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",65,64,98.5,64,"*","*",10,15.6,18,28.1,28,43.8,"*","*","*","*",242
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",117,116,99.1,116,"*","*",26,22.4,39,33.6,36,31.0,"*","*","*","*",233
"Meriden School District","=""0800011""","Hanover School","=""0800311""",74,74,100.0,74,22,29.7,"*","*",18,24.3,20,27.0,"*","*","*","*",219
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",96,95,99.0,95,17,17.9,19,20.0,20,21.1,32,33.7,7,7.4,39,41.1,229
"Meriden School District","=""0800011""","John Barry School","=""0800511""",67,66,98.5,66,21,31.8,19,28.8,16,24.2,10,15.2,0,0.0,10,15.2,205
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",106,106,100.0,106,15,14.2,26,24.5,26,24.5,34,32.1,"*","*","*","*",230
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",62,62,100.0,62,"*","*",16,25.8,19,30.6,16,25.8,"*","*","*","*",222
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",50,50,100.0,50,"*","*","*","*",9,18.0,24,48.0,12,24.0,36,72.0,274
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",50,50,100.0,50,"*","*","*","*",12,24.0,19,38.0,7,14.0,26,52.0,249
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",58,58,100.0,58,"*","*",13,22.4,9,15.5,25,43.1,"*","*","*","*",239
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",38,38,100.0,38,"*","*","*","*",7,18.4,13,34.2,9,23.7,22,57.9,258
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",26,26,100.0,26,7,26.9,7,26.9,6,23.1,6,23.1,0,0.0,6,23.1,214
"Middletown School District","=""0830011""","Moody School","=""0831211""",49,49,100.0,49,"*","*","*","*",12,24.5,17,34.7,11,22.4,28,57.1,256
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""",36,36,100.0,36,"*","*",7,19.4,11,30.6,11,30.6,"*","*","*","*",234
"Middletown School District","=""0830011""","Spencer School","=""0830111""",50,50,100.0,50,"*","*","*","*",16,32.0,23,46.0,"*","*","*","*",248
"Middletown School District","=""0830011""","Wesley School","=""0831411""",42,42,100.0,42,"*","*",9,21.4,9,21.4,18,42.9,"*","*","*","*",245
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",51,51,100.0,51,"*","*","*","*",12,23.5,23,45.1,10,19.6,33,64.7,261
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",67,67,100.0,67,0,0.0,"*","*","*","*",39,58.2,16,23.9,55,82.1,275
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",46,46,100.0,46,"*","*","*","*",6,13.0,23,50.0,11,23.9,34,73.9,269
"Milford School District","=""0840011""","Mathewson School","=""0841711""",71,69,97.2,69,"*","*","*","*",9,13.0,36,52.2,16,23.2,52,75.4,271
"Milford School District","=""0840011""","Meadowside School","=""0840711""",48,47,97.9,47,"*","*","*","*","*","*",28,59.6,"*","*","*","*",270
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",62,62,100.0,62,0,0.0,"*","*","*","*",34,54.8,17,27.4,51,82.3,286
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",69,69,100.0,69,"*","*","*","*","*","*",36,52.2,24,34.8,60,87.0,284
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","*","*","*","*","*","*","*","*",7,16.7,"*","*",13,31.0,"*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",91,91,100.0,91,"*","*","*","*","*","*",38,41.8,44,48.4,82,90.1,291
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",81,81,100.0,81,"*","*",0,0.0,"*","*",37,45.7,37,45.7,74,91.4,299
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",63,63,100.0,63,0,0.0,"*","*",13,20.6,32,50.8,"*","*","*","*",260
"Montville School District","=""0860011""","Mohegan School","=""0860111""",67,67,100.0,67,0,0.0,8,11.9,17,25.4,32,47.8,10,14.9,42,62.7,262
"Montville School District","=""0860011""","Oakdale School","=""0860511""",54,54,100.0,54,"*","*","*","*",6,11.1,25,46.3,19,35.2,44,81.5,285
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",145,145,100.0,145,"*","*",24,16.6,49,33.8,47,32.4,"*","*","*","*",233
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",156,156,100.0,156,"*","*",24,15.4,41,26.3,67,42.9,"*","*","*","*",238
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",45,45,100.0,45,12,26.7,"*","*",18,40.0,8,17.8,"*","*","*","*",221
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",74,72,97.3,72,26,36.1,19,26.4,13,18.1,"*","*","*","*",14,19.4,206
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",71,70,98.6,70,"*","*",18,25.7,28,40.0,12,17.1,"*","*","*","*",223
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",54,54,100.0,54,13,24.1,13,24.1,"*","*",15,27.8,"*","*","*","*",225
"New Britain School District","=""0890011""","Holmes School","=""0890611""",68,67,98.5,67,12,17.9,10,14.9,18,26.9,21,31.3,6,9.0,27,40.3,233
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",66,65,98.5,65,"*","*",17,26.2,16,24.6,15,23.1,"*","*","*","*",218
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",95,94,98.9,94,31,33.0,"*","*",25,26.6,20,21.3,"*","*","*","*",214
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""",53,52,98.1,52,21,40.4,19,36.5,"*","*","*","*",0,0.0,"*","*",195
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",95,92,96.8,92,45,48.9,15,16.3,19,20.7,13,14.1,0,0.0,13,14.1,195
"New Britain School District","=""0890011""","Smith School","=""0891311""",104,104,100.0,104,34,32.7,14,13.5,34,32.7,21,20.2,"*","*","*","*",211
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""",89,89,100.0,89,24,27.0,"*","*",23,25.8,20,22.5,"*","*","*","*",212
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",342,341,99.7,341,"*","*","*","*",27,7.9,133,39.0,174,51.0,307,90.0,300
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",151,148,98.0,148,"*","*","*","*",35,23.6,68,45.9,33,22.3,101,68.2,265
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",68,68,100.0,68,"*","*","*","*",14,20.6,34,50.0,17,25.0,51,75.0,273
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",50,50,100.0,50,12,24.0,13,26.0,"*","*",11,22.0,10,20.0,21,42.0,232
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",53,53,100.0,53,12,22.6,16,30.2,14,26.4,9,17.0,"*","*","*","*",216
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",49,48,98.0,48,21,43.8,13,27.1,"*","*","*","*",0,0.0,"*","*",197
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",43,43,100.0,43,16,37.2,10,23.3,"*","*",8,18.6,"*","*","*","*",208
"New Haven School District","=""0930011""","Beecher School","=""0930311""",50,49,98.0,49,16,32.7,"*","*",15,30.6,8,16.3,"*","*","*","*",209
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",54,54,100.0,54,"*","*",16,29.6,12,22.2,13,24.1,"*","*","*","*",219
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",100,100,100.0,100,17,17.0,23,23.0,25,25.0,23,23.0,12,12.0,35,35.0,232
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",51,50,98.0,50,"*","*",16,32.0,14,28.0,9,18.0,"*","*","*","*",220
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",37,36,97.3,36,10,27.8,9,25.0,10,27.8,"*","*","*","*",7,19.4,212
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",47,47,100.0,47,13,27.7,13,27.7,15,31.9,6,12.8,0,0.0,6,12.8,209
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",63,63,100.0,63,26,41.3,19,30.2,12,19.0,6,9.5,0,0.0,6,9.5,197
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",49,49,100.0,49,11,22.4,11,22.4,17,34.7,10,20.4,0,0.0,10,20.4,216
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",67,67,100.0,67,"*","*",22,32.8,15,22.4,15,22.4,"*","*","*","*",221
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",53,53,100.0,53,10,18.9,"*","*",12,22.6,17,32.1,"*","*","*","*",233
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",50,50,100.0,50,9,18.0,20,40.0,13,26.0,8,16.0,0,0.0,8,16.0,214
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",90,89,98.9,89,45,50.6,25,28.1,"*","*","*","*",0,0.0,"*","*",185
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",51,51,100.0,51,"*","*",15,29.4,14,27.5,10,19.6,"*","*","*","*",219
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",49,49,100.0,49,"*","*",11,22.4,"*","*",16,32.7,12,24.5,28,57.1,252
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",53,53,100.0,53,18,34.0,17,32.1,"*","*","*","*",0,0.0,"*","*",201
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",44,44,100.0,44,17,38.6,9,20.5,"*","*",9,20.5,"*","*","*","*",208
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",47,47,100.0,47,16,34.0,16,34.0,"*","*",6,12.8,"*","*","*","*",207
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",32,32,100.0,32,"*","*",11,34.4,10,31.3,"*","*",0,0.0,"*","*",198
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",47,47,100.0,47,0,0.0,10,21.3,11,23.4,17,36.2,9,19.1,26,55.3,259
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",67,67,100.0,67,15,22.4,"*","*",23,34.3,16,23.9,"*","*","*","*",221
"New Haven School District","=""0930011""","Truman School","=""0932911""",66,65,98.5,65,23,35.4,15,23.1,15,23.1,"*","*","*","*",12,18.5,204
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",46,46,100.0,46,15,32.6,14,30.4,12,26.1,"*","*","*","*","*","*",207
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",53,53,100.0,53,"*","*","*","*",6,11.3,18,34.0,23,43.4,41,77.4,282
"New London School District","=""0950011""","Jennings School","=""0950311""",86,86,100.0,86,23,26.7,26,30.2,20,23.3,15,17.4,"*","*","*","*",208
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",20,20,100.0,20,0,0.0,0,0.0,0,0.0,8,40.0,12,60.0,20,100.0,316
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",90,89,98.9,89,"*","*",20,22.5,23,25.8,31,34.8,"*","*","*","*",233
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",78,77,98.7,77,13,16.9,13,16.9,13,16.9,24,31.2,14,18.2,38,49.4,244
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",334,332,99.4,332,17,5.1,22,6.6,76,22.9,157,47.3,60,18.1,217,65.4,261
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",161,161,100.0,161,8,5.0,12,7.5,38,23.6,68,42.2,35,21.7,103,64.0,262
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",146,146,100.0,146,"*","*","*","*",35,24.0,72,49.3,22,15.1,94,64.4,260
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",20,20,100.0,20,0,0.0,"*","*","*","*",11,55.0,"*","*","*","*",264
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*","*","*","*","*","*",7,13.0,19,35.2,"*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",59,59,100.0,59,"*","*","*","*","*","*",30,50.8,14,23.7,44,74.6,271
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",56,55,98.2,55,"*","*","*","*",10,18.2,28,50.9,11,20.0,39,70.9,265
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",59,59,100.0,59,"*","*","*","*",12,20.3,27,45.8,9,15.3,36,61.0,257
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",56,55,98.2,55,0,0.0,0,0.0,"*","*","*","*",32,58.2,"*","*",308
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",63,63,100.0,63,12,19.0,6,9.5,14,22.2,21,33.3,10,15.9,31,49.2,241
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",41,41,100.0,41,"*","*","*","*",8,19.5,13,31.7,13,31.7,26,63.4,268
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",67,67,100.0,67,6,9.0,8,11.9,10,14.9,30,44.8,13,19.4,43,64.2,259
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",66,66,100.0,66,"*","*","*","*",15,22.7,26,39.4,14,21.2,40,60.6,259
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",105,104,99.0,104,11,10.6,11,10.6,23,22.1,44,42.3,15,14.4,59,56.7,250
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",87,87,100.0,87,12,13.8,14,16.1,26,29.9,25,28.7,10,11.5,35,40.2,236
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",71,71,100.0,71,9,12.7,6,8.5,22,31.0,26,36.6,8,11.3,34,47.9,243
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",58,58,100.0,58,"*","*","*","*",14,24.1,31,53.4,"*","*","*","*",255
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",73,73,100.0,73,"*","*","*","*",8,11.0,31,42.5,22,30.1,53,72.6,266
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",77,77,100.0,77,12,15.6,19,24.7,20,26.0,19,24.7,7,9.1,26,33.8,226
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",63,62,98.4,62,8,12.9,11,17.7,13,21.0,23,37.1,7,11.3,30,48.4,244
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",47,47,100.0,47,"*","*","*","*",15,31.9,14,29.8,7,14.9,21,44.7,247
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",61,61,100.0,61,12,19.7,"*","*",14,23.0,23,37.7,"*","*","*","*",233
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",67,67,100.0,67,9,13.4,6,9.0,22,32.8,22,32.8,8,11.9,30,44.8,242
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",53,52,98.1,52,"*","*","*","*",11,21.2,23,44.2,7,13.5,30,57.7,250
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",36,36,100.0,36,"*","*","*","*","*","*",19,52.8,6,16.7,25,69.4,262
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",38,38,100.0,38,10,26.3,8,21.1,12,31.6,"*","*","*","*",8,21.1,217
