"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",50,49,98.0,49,0,0.0,0,0.0,"*","*",38,77.6,"*","*","*","*",276
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",247,245,99.2,245,132,53.9,38,15.5,39,15.9,36,14.7,0,0.0,36,14.7,201
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",228,227,99.6,227,83,36.6,"*","*",47,20.7,54,23.8,"*","*","*","*",215
"New Britain School District","=""0890011""","Steps","=""0891811""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",302,301,99.7,301,"*","*","*","*",20,6.6,140,46.5,129,42.9,269,89.4,288
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",195,192,98.5,192,9,4.7,9,4.7,25,13.0,90,46.9,59,30.7,149,77.6,274
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",53,51,96.2,51,27,52.9,11,21.6,"*","*","*","*",0,0.0,"*","*",198
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",37,37,100.0,37,12,32.4,"*","*",6,16.2,10,27.0,"*","*","*","*",228
"New Haven School District","=""0930011""","Beecher School","=""0930311""",44,44,100.0,44,17,38.6,9,20.5,13,29.5,"*","*","*","*","*","*",213
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",46,46,100.0,46,14,30.4,10,21.7,7,15.2,15,32.6,0,0.0,15,32.6,223
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",114,114,100.0,114,31,27.2,"*","*",25,21.9,35,30.7,"*","*","*","*",226
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",50,50,100.0,50,21,42.0,8,16.0,11,22.0,10,20.0,0,0.0,10,20.0,213
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",30,30,100.0,30,11,36.7,6,20.0,7,23.3,"*","*","*","*",6,20.0,217
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",60,60,100.0,60,42,70.0,10,16.7,"*","*","*","*",0,0.0,"*","*",188
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",45,45,100.0,45,16,35.6,"*","*",7,15.6,14,31.1,"*","*","*","*",223
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",36,36,100.0,36,"*","*","*","*",13,36.1,10,27.8,0,0.0,10,27.8,226
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",63,63,100.0,63,18,28.6,15,23.8,"*","*",14,22.2,"*","*","*","*",221
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",41,41,100.0,41,17,41.5,7,17.1,"*","*",10,24.4,"*","*","*","*",214
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",42,41,97.6,41,20,48.8,"*","*",8,19.5,8,19.5,"*","*","*","*",215
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",49,49,100.0,49,14,28.6,"*","*",13,26.5,11,22.4,"*","*","*","*",224
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",96,96,100.0,96,9,9.4,9,9.4,14,14.6,42,43.8,22,22.9,64,66.7,264
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",87,84,96.6,84,47,56.0,13,15.5,13,15.5,"*","*","*","*",11,13.1,200
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",53,53,100.0,53,31,58.5,9,17.0,7,13.2,"*","*","*","*",6,11.3,204
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",42,42,100.0,42,14,33.3,"*","*",14,33.3,"*","*",0,0.0,"*","*",222
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",54,54,100.0,54,16,29.6,13,24.1,10,18.5,15,27.8,0,0.0,15,27.8,223
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",20,20,100.0,20,11,55.0,"*","*","*","*","*","*",0,0.0,"*","*",196
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",54,54,100.0,54,19,35.2,13,24.1,11,20.4,"*","*","*","*",11,20.4,216
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",44,44,100.0,44,"*","*","*","*",12,27.3,19,43.2,6,13.6,25,56.8,257
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",53,53,100.0,53,8,15.1,"*","*",10,18.9,26,49.1,"*","*","*","*",249
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",63,63,100.0,63,21,33.3,10,15.9,17,27.0,15,23.8,0,0.0,15,23.8,221
"New Haven School District","=""0930011""","Truman School","=""0932911""",51,51,100.0,51,21,41.2,10,19.6,13,25.5,"*","*","*","*",7,13.7,214
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",37,35,94.6,35,15,42.9,"*","*",8,22.9,"*","*",0,0.0,"*","*",209
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",39,38,97.4,38,0,0.0,"*","*","*","*",15,39.5,12,31.6,27,71.1,275
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",179,174,97.2,174,63,36.2,"*","*",31,17.8,49,28.2,"*","*","*","*",222
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",354,354,100.0,353,20,5.7,26,7.4,56,15.9,190,53.8,61,17.3,251,71.1,264
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",160,160,100.0,160,"*","*",9,5.6,"*","*",83,51.9,41,25.6,124,77.5,274
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","*","*","*","*",12,7.6,"*","*",36,22.8,"*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",21,20,95.2,20,"*","*","*","*","*","*",9,45.0,"*","*","*","*",248
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",274,273,99.6,273,15,5.5,26,9.5,58,21.2,134,49.1,40,14.7,174,63.7,259
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",52,52,100.0,52,0,0.0,"*","*","*","*",25,48.1,18,34.6,43,82.7,282
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",212,212,100.0,212,30,14.2,21,9.9,23,10.8,98,46.2,40,18.9,138,65.1,257
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",223,223,100.0,223,52,23.3,37,16.6,45,20.2,74,33.2,15,6.7,89,39.9,234
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",155,154,99.4,154,23,14.9,15,9.7,34,22.1,62,40.3,20,13.0,82,53.2,251
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",207,206,99.5,206,30,14.6,24,11.7,45,21.8,80,38.8,27,13.1,107,51.9,247
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",377,376,99.7,376,99,26.3,59,15.7,86,22.9,122,32.4,10,2.7,132,35.1,228
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",38,37,97.4,37,"*","*","*","*",6,16.2,18,48.6,8,21.6,26,70.3,261
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",121,121,100.0,121,"*","*","*","*",16,13.2,71,58.7,24,19.8,95,78.5,269
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",83,81,97.6,81,13,16.0,8,9.9,20,24.7,34,42.0,6,7.4,40,49.4,243
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",184,183,99.5,183,16,8.7,22,12.0,37,20.2,90,49.2,18,9.8,108,59.0,252
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",168,166,98.8,166,15,9.0,9,5.4,21,12.7,78,47.0,43,25.9,121,72.9,268
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",109,107,98.2,107,13,12.1,12,11.2,22,20.6,53,49.5,7,6.5,60,56.1,247
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",55,55,100.0,55,"*","*","*","*",7,12.7,33,60.0,12,21.8,45,81.8,269
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",109,109,100.0,109,"*","*","*","*",14,12.8,61,56.0,26,23.9,87,79.8,274
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",92,90,97.8,90,22,24.4,"*","*",18,20.0,37,41.1,"*","*","*","*",232
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",119,117,98.3,117,"*","*","*","*",9,7.7,61,52.1,36,30.8,97,82.9,279
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","SELC","=""2010312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",189,188,99.5,188,"*","*","*","*",16,8.5,95,50.5,67,35.6,162,86.2,284
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",188,185,98.4,185,11,5.9,10,5.4,28,15.1,95,51.4,41,22.2,136,73.5,268
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",78,76,97.4,76,"*","*","*","*",9,11.8,45,59.2,14,18.4,59,77.6,266
"Regional School District 07","=""2070012""","FLEX","=""2079012""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",140,140,100.0,140,0,0.0,"*","*","*","*",67,47.9,62,44.3,129,92.1,294
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",281,281,100.0,281,11,3.9,13,4.6,46,16.4,157,55.9,54,19.2,211,75.1,268
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",41,41,100.0,41,"*","*","*","*","*","*",25,61.0,"*","*","*","*",252
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",156,155,99.4,155,"*","*","*","*",18,11.6,81,52.3,45,29.0,126,81.3,279
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",102,101,99.0,101,"*","*","*","*",17,16.8,58,57.4,19,18.8,77,76.2,267
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",154,153,99.4,153,"*","*","*","*",21,13.7,80,52.3,44,28.8,124,81.0,276
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",193,193,100.0,193,"*","*","*","*",25,13.0,106,54.9,51,26.4,157,81.3,278
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",194,191,98.5,191,11,5.8,13,6.8,31,16.2,107,56.0,29,15.2,136,71.2,260
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",186,184,98.9,184,9,4.9,9,4.9,18,9.8,89,48.4,59,32.1,148,80.4,277
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",239,238,99.6,238,"*","*","*","*",18,7.6,128,53.8,82,34.5,210,88.2,284
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",173,173,100.0,173,"*","*","*","*",14,8.1,80,46.2,73,42.2,153,88.4,289
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",36,36,100.0,36,"*","*","*","*",9,25.0,20,55.6,"*","*","*","*",268
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",28,28,100.0,28,"*","*",0,0.0,"*","*",15,53.6,11,39.3,26,92.9,287
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",189,188,99.5,188,20,10.6,21,11.2,37,19.7,90,47.9,20,10.6,110,58.5,252
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""",37,37,100.0,37,"*","*","*","*","*","*",24,64.9,7,18.9,31,83.8,269
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",238
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",115,114,99.1,114,"*","*","*","*",20,17.5,59,51.8,24,21.1,83,72.8,267
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",343,342,99.7,342,10,2.9,19,5.6,35,10.2,170,49.7,108,31.6,278,81.3,279
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",303,302,99.7,302,18,6.0,10,3.3,38,12.6,193,63.9,43,14.2,236,78.1,265
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",250,249,99.6,249,16,6.4,18,7.2,44,17.7,134,53.8,37,14.9,171,68.7,261
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""",42,42,100.0,42,0,0.0,"*","*","*","*",27,64.3,9,21.4,36,85.7,270
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",181,177,97.8,177,36,20.3,15,8.5,33,18.6,70,39.5,23,13.0,93,52.5,244
"Stamford School District","=""1350011""","Dolan School","=""1355311""",181,177,97.8,177,31,17.5,16,9.0,26,14.7,77,43.5,27,15.3,104,58.8,250
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",259,254,98.1,254,52,20.5,25,9.8,51,20.1,102,40.2,24,9.4,126,49.6,243
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",84,84,100.0,84,12,14.3,6,7.1,11,13.1,41,48.8,14,16.7,55,65.5,258
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",198,196,99.0,196,12,6.1,18,9.2,25,12.8,90,45.9,51,26.0,141,71.9,268
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",202,202,100.0,202,62,30.7,15,7.4,31,15.3,78,38.6,16,7.9,94,46.5,235
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",105,104,99.0,104,"*","*","*","*",13,12.5,54,51.9,33,31.7,87,83.7,281
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","*","*","*","*","*","*",7,9.7,"*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",268,267,99.6,267,26,9.7,29,10.9,54,20.2,122,45.7,36,13.5,158,59.2,254
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",267,265,99.3,265,51,19.2,37,14.0,61,23.0,103,38.9,13,4.9,116,43.8,238
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",49,49,100.0,49,18,36.7,14,28.6,11,22.4,6,12.2,0,0.0,6,12.2,211
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",89,89,100.0,89,6,6.7,13,14.6,24,27.0,40,44.9,6,6.7,46,51.7,248
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",70,70,100.0,70,6,8.6,6,8.6,14,20.0,36,51.4,8,11.4,44,62.9,257
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",77,77,100.0,77,"*","*","*","*",20,26.0,38,49.4,8,10.4,46,59.7,255
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",236,236,100.0,236,9,3.8,7,3.0,22,9.3,144,61.0,54,22.9,198,83.9,275
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",330,325,98.5,325,39,12.0,36,11.1,61,18.8,166,51.1,23,7.1,189,58.2,248
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",41,36,87.8,36,17,47.2,11,30.6,"*","*","*","*",0,0.0,"*","*",207
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",235,234,99.6,234,10,4.3,8,3.4,27,11.5,118,50.4,71,30.3,189,80.8,277
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",224,221,98.7,221,6,2.7,9,4.1,38,17.2,97,43.9,71,32.1,168,76.0,276
"Trumbull School District","=""1440011""","REACH","=""1440511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",203,202,99.5,202,29,14.4,32,15.8,31,15.3,99,49.0,11,5.4,110,54.5,245
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",31,31,100.0,31,"*","*","*","*","*","*",24,77.4,"*","*","*","*",263
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",234,233,99.6,233,11,4.7,10,4.3,36,15.5,116,49.8,60,25.8,176,75.5,272
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",237,232,97.9,232,15,6.5,11,4.7,44,19.0,123,53.0,39,16.8,162,69.8,264
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",328,326,99.4,326,123,37.7,52,16.0,67,20.6,79,24.2,"*","*","*","*",216
"Waterbury School District","=""1510011""","Bridgeport Detention Center","=""3480115""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",53,53,100.0,53,12,22.6,"*","*",13,24.5,17,32.1,"*","*","*","*",232
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",44,44,100.0,44,17,38.6,"*","*",7,15.9,12,27.3,"*","*","*","*",221
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",26,24,92.3,23,18,78.3,"*","*","*","*",0,0.0,0,0.0,0,0.0,183
"Waterbury School District","=""1510011""","Excel III","=""1513911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",51,51,100.0,51,20,39.2,"*","*",12,23.5,12,23.5,"*","*","*","*",218
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",371,362,97.6,362,145,40.1,55,15.2,71,19.6,83,22.9,8,2.2,91,25.1,217
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",314,312,99.4,312,124,39.7,47,15.1,68,21.8,65,20.8,8,2.6,73,23.4,217
"Waterbury School District","=""1510011""","Reed School","=""1513411""",27,27,100.0,27,16,59.3,"*","*","*","*","*","*",0,0.0,"*","*",200
"Waterbury School District","=""1510011""","State Street School","=""1519011""",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",107,107,100.0,107,21,19.6,"*","*",17,15.9,55,51.4,"*","*","*","*",242
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Bridgeport Detention Center","=""3480115""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",221,221,100.0,221,16,7.2,17,7.7,41,18.6,126,57.0,21,9.5,147,66.5,256
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",139,139,100.0,139,"*","*","*","*",18,12.9,61,43.9,50,36.0,111,79.9,280
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",279,277,99.3,277,15,5.4,21,7.6,39,14.1,128,46.2,74,26.7,202,72.9,270
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",262,257,98.1,257,25,9.7,18,7.0,32,12.5,121,47.1,61,23.7,182,70.8,267
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",424,422,99.5,422,102,24.2,56,13.3,90,21.3,142,33.6,32,7.6,174,41.2,236
"West Haven School District","=""1560011""","PACE","=""1560211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",53,53,100.0,53,"*","*","*","*","*","*",22,41.5,24,45.3,46,86.8,297
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",184,182,98.9,182,"*","*","*","*",21,11.5,110,60.4,45,24.7,155,85.2,277
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",282,279,98.9,279,"*","*","*","*",28,10.0,144,51.6,97,34.8,241,86.4,284
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",342,330,96.5,330,"*","*","*","*",25,7.6,158,47.9,135,40.9,293,88.8,287
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","*","*","*","*","*","*","*","*","*","*","*","*",9,16.4,"*","*","*"
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",193,190,98.4,190,87,45.8,33,17.4,"*","*",36,18.9,"*","*","*","*",213
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",247,245,99.2,245,34,13.9,35,14.3,40,16.3,97,39.6,39,15.9,136,55.5,253
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",96,96,100.0,96,"*","*","*","*",8,8.3,57,59.4,26,27.1,83,86.5,278

