"Six-Year Graduation Rates, 2012-13"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Graduates",
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Non-High Needs",135,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","High Needs",35,"*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Non-High Needs",126,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","High Needs",21,"*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Non-High Needs",90,"*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","High Needs",93,82,88.2
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Non-High Needs",216,210,97.2
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","High Needs",52,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Non-High Needs",356,"*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","High Needs",42,35,83.3
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Non-High Needs",133,130,97.7
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","High Needs",68,"*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Non-High Needs",109,"*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","High Needs",119,"*","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Non-High Needs",272,"*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","High Needs",72,"*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Non-High Needs",323,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","High Needs",26,"*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Non-High Needs",121,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","High Needs",71,"*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Non-High Needs",304,"*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","High Needs",115,99,86.1
"Southington School District","=""1310011""","Southington High School","=""1316211""","Non-High Needs",371,364,98.1
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","High Needs",45,"*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Non-High Needs",82,"*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","High Needs","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Non-High Needs","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","High Needs",317,"*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Non-High Needs",183,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","High Needs",52,"*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Non-High Needs",112,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","High Needs",331,"*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Non-High Needs",209,"*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","High Needs",48,"*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Non-High Needs",149,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","High Needs",123,"*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Non-High Needs",159,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","High Needs",131,"*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Non-High Needs",120,"*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","High Needs",51,"*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Non-High Needs",167,"*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","High Needs","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Non-High Needs","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","High Needs",37,"*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Non-High Needs",48,"*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","High Needs",31,"*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Non-High Needs",45,"*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","High Needs",32,26,81.3
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Non-High Needs",51,51,100.0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","High Needs",37,29,78.4
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Non-High Needs",205,200,97.6
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","High Needs",140,"*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Non-High Needs",128,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","High Needs",106,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Non-High Needs",440,"*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","High Needs",107,82,76.6
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Non-High Needs",124,117,94.4
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","High Needs",94,84,89.4
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Non-High Needs",192,184,95.8
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","High Needs",43,"*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Non-High Needs",190,"*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","High Needs",332,"*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Non-High Needs",23,"*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","High Needs",321,218,67.9
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Non-High Needs",60,52,86.7
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","High Needs",72,"*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Non-High Needs",33,"*","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","High Needs",327,"*","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Non-High Needs",30,"*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","High Needs",66,"*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Non-High Needs",169,"*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","High Needs",85,69,81.2
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Non-High Needs",184,178,96.7
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","High Needs",143,"*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Non-High Needs",274,"*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","High Needs",118,"*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Non-High Needs",268,"*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","High Needs",319,215,67.4
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Non-High Needs",109,98,89.9
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","High Needs",14,"*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Non-High Needs",63,"*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","High Needs",25,"*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","Non-High Needs",181,"*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","High Needs",59,"*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Non-High Needs",403,"*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","High Needs",64,"*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Non-High Needs",199,"*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","High Needs",60,"*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Non-High Needs",258,"*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","High Needs",130,"*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","Non-High Needs",56,"*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","High Needs",59,"*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Non-High Needs",77,"*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","High Needs",157,136,86.6
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Non-High Needs",185,176,95.1
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","High Needs",60,52,86.7
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Non-High Needs",158,156,98.7
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","High Needs",34,"*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Non-High Needs",244,"*","*"

