"Six-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"Watertown School District","Watertown High School","High Needs",76.5,82.9,81.2
"Watertown School District","Watertown High School","Non-High Needs",94.8,98.1,96.7
"West Hartford School District","Conard High School","High Needs",78.1,92.0,90.9
"West Hartford School District","Conard High School","Non-High Needs",96.0,98.2,98.9
"West Hartford School District","Hall High School","High Needs",91.7,89.1,95.8
"West Hartford School District","Hall High School","Non-High Needs",99.0,98.9,98.5
"West Haven School District","West Haven High School","High Needs",64.2,72.5,67.4
"West Haven School District","West Haven High School","Non-High Needs",81.0,85.4,89.9
"Westbrook School District","Westbrook High School","High Needs",90.0,88.9,92.9
"Westbrook School District","Westbrook High School","Non-High Needs",96.9,96.9,96.8
"Weston School District","Weston High School","High Needs",100.0,100.0,96.0
"Weston School District","Weston High School","Non-High Needs",100.0,100.0,100.0
"Westport School District","Staples High School","High Needs",98.1,94.7,98.3
"Westport School District","Staples High School","Non-High Needs",99.3,99.4,100.0
"Wethersfield School District","Wethersfield High School","High Needs",84.5,87.2,76.6
"Wethersfield School District","Wethersfield High School","Non-High Needs",96.3,96.7,99.5
"Wilton School District","Wilton High School","High Needs",96.3,97.1,96.7
"Wilton School District","Wilton High School","Non-High Needs",100.0,100.0,99.2
"Windham School District","Windham High School","High Needs",60.9,74.8,82.3
"Windham School District","Windham High School","Non-High Needs",87.6,89.6,92.9
"Windsor Locks School District","Windsor Locks High School","High Needs",73.5,90.0,88.1
"Windsor Locks School District","Windsor Locks High School","Non-High Needs",94.9,97.7,97.4
"Windsor School District","Windsor High School","High Needs",82.4,84.8,86.6
"Windsor School District","Windsor High School","Non-High Needs",91.6,95.8,95.1
"Wolcott School District","Wolcott High School","High Needs",90.0,93.7,86.7
"Wolcott School District","Wolcott High School","Non-High Needs",96.6,97.1,98.7
"Woodstock Academy District","Woodstock Academy","High Needs",94.3,84.6,91.2
"Woodstock Academy District","Woodstock Academy","Non-High Needs",95.1,98.3,98.0

