"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Gender"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Odyssey Community School District","=""2630013""","F",36,36,100.0,36,"*","*",6,16.7,6,16.7,20,55.6,"*","*","*","*"
"Odyssey Community School District","=""2630013""","M",40,39,97.5,39,"*","*","*","*",9,23.1,14,35.9,8,20.5,22,56.4
"Old Saybrook School District","=""1060011""","F",155,154,99.4,154,7,4.5,9,5.8,19,12.3,76,49.4,43,27.9,119,77.3
"Old Saybrook School District","=""1060011""","M",166,165,99.4,165,"*","*","*","*",33,20.0,77,46.7,44,26.7,121,73.3
"Orange School District","=""1070011""","F",85,84,98.8,84,0,0.0,"*","*","*","*",44,52.4,28,33.3,72,85.7
"Orange School District","=""1070011""","M",86,86,100.0,86,"*","*","*","*",9,10.5,39,45.3,34,39.5,73,84.9
"Oxford School District","=""1080011""","F",243,243,100.0,241,7,2.9,13,5.4,58,24.1,94,39.0,69,28.6,163,67.6
"Oxford School District","=""1080011""","M",239,238,99.6,238,10,4.2,14,5.9,37,15.5,96,40.3,81,34.0,177,74.4
"Park City Prep Charter School District","=""2830013""","F",92,92,100.0,92,14,15.2,16,17.4,20,21.7,35,38.0,7,7.6,42,45.7
"Park City Prep Charter School District","=""2830013""","M",84,82,97.6,82,20,24.4,"*","*",21,25.6,21,25.6,"*","*","*","*"
"Path Academy District","=""2930013""","F",19,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","M",26,13,50.0,10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",259,255,98.5,254,26,10.2,43,16.9,75,29.5,83,32.7,27,10.6,110,43.3
"Plainfield School District","=""1090011""","M",260,254,97.7,254,34,13.4,30,11.8,67,26.4,101,39.8,22,8.7,123,48.4
"Plainville School District","=""1100011""","F",236,232,98.3,232,18,7.8,23,9.9,39,16.8,102,44.0,50,21.6,152,65.5
"Plainville School District","=""1100011""","M",273,269,98.5,269,25,9.3,22,8.2,56,20.8,112,41.6,54,20.1,166,61.7
"Plymouth School District","=""1110011""","F",170,169,99.4,169,13,7.7,23,13.6,39,23.1,73,43.2,21,12.4,94,55.6
"Plymouth School District","=""1110011""","M",175,170,97.1,170,21,12.4,22,12.9,43,25.3,60,35.3,24,14.1,84,49.4
"Pomfret School District","=""1120011""","F",45,45,100.0,45,0,0.0,"*","*","*","*",25,55.6,13,28.9,38,84.4
"Pomfret School District","=""1120011""","M",63,63,100.0,63,"*","*","*","*",11,17.5,35,55.6,13,20.6,48,76.2
"Portland School District","=""1130011""","F",163,162,99.4,162,6,3.7,8,4.9,25,15.4,78,48.1,45,27.8,123,75.9
"Portland School District","=""1130011""","M",152,152,100.0,152,8,5.3,6,3.9,35,23.0,68,44.7,35,23.0,103,67.8
"Preston School District","=""1140011""","F",54,53,98.1,53,"*","*","*","*",10,18.9,25,47.2,12,22.6,37,69.8
"Preston School District","=""1140011""","M",44,43,97.7,43,"*","*","*","*",7,16.3,19,44.2,11,25.6,30,69.8
"Putnam School District","=""1160011""","F",135,131,97.0,131,26,19.8,19,14.5,42,32.1,35,26.7,9,6.9,44,33.6
"Putnam School District","=""1160011""","M",123,120,97.6,119,23,19.3,15,12.6,29,24.4,43,36.1,9,7.6,52,43.7
"Redding School District","=""1170011""","F",111,107,96.4,107,"*","*","*","*",8,7.5,56,52.3,38,35.5,94,87.9
"Redding School District","=""1170011""","M",107,106,99.1,106,"*","*","*","*",7,6.6,52,49.1,38,35.8,90,84.9
"Regional School District 01","=""2010012""","F",41,41,100.0,41,"*","*",6,14.6,18,43.9,10,24.4,"*","*","*","*"
"Regional School District 01","=""2010012""","M",54,52,96.3,52,"*","*",9,17.3,21,40.4,11,21.2,"*","*","*","*"
"Regional School District 04","=""2040012""","F",162,161,99.4,161,"*","*","*","*",32,19.9,61,37.9,61,37.9,122,75.8
"Regional School District 04","=""2040012""","M",155,155,100.0,155,"*","*","*","*",27,17.4,52,33.5,65,41.9,117,75.5
"Regional School District 05","=""2050012""","F",371,369,99.5,368,6,1.6,10,2.7,53,14.4,153,41.6,146,39.7,299,81.3
"Regional School District 05","=""2050012""","M",370,367,99.2,367,17,4.6,15,4.1,61,16.6,123,33.5,151,41.1,274,74.7
"Regional School District 06","=""2060012""","F",139,135,97.1,135,"*","*","*","*",36,26.7,55,40.7,31,23.0,86,63.7
"Regional School District 06","=""2060012""","M",117,117,100.0,117,10,8.5,16,13.7,22,18.8,42,35.9,27,23.1,69,59.0
"Regional School District 07","=""2070012""","F",161,161,100.0,161,"*","*","*","*",27,16.8,60,37.3,66,41.0,126,78.3
"Regional School District 07","=""2070012""","M",161,161,100.0,160,"*","*","*","*",26,16.3,56,35.0,68,42.5,124,77.5
"Regional School District 08","=""2080012""","F",269,268,99.6,268,8,3.0,12,4.5,62,23.1,123,45.9,63,23.5,186,69.4
"Regional School District 08","=""2080012""","M",288,284,98.6,284,9,3.2,10,3.5,55,19.4,120,42.3,90,31.7,210,73.9
"Regional School District 09","=""2090012""","F",115,113,98.3,113,0,0.0,0,0.0,25,22.1,26,23.0,62,54.9,88,77.9
"Regional School District 09","=""2090012""","M",128,122,95.3,120,0,0.0,"*","*","*","*",32,26.7,61,50.8,93,77.5
"Regional School District 10","=""2100012""","F",270,267,98.9,267,6,2.2,17,6.4,53,19.9,125,46.8,66,24.7,191,71.5
"Regional School District 10","=""2100012""","M",291,289,99.3,288,11,3.8,14,4.9,48,16.7,131,45.5,84,29.2,215,74.7
"Regional School District 11","=""2110012""","F",33,33,100.0,33,"*","*","*","*","*","*",18,54.5,"*","*","*","*"
"Regional School District 11","=""2110012""","M",37,37,100.0,37,"*","*",7,18.9,"*","*",14,37.8,8,21.6,22,59.5
"Regional School District 12","=""2120012""","F",75,75,100.0,75,"*","*","*","*",6,8.0,32,42.7,29,38.7,61,81.3
"Regional School District 12","=""2120012""","M",87,87,100.0,87,"*","*","*","*",13,14.9,38,43.7,27,31.0,65,74.7
"Regional School District 13","=""2130012""","F",202,199,98.5,199,"*","*","*","*",33,16.6,96,48.2,62,31.2,158,79.4
"Regional School District 13","=""2130012""","M",219,217,99.1,217,"*","*","*","*",28,12.9,84,38.7,87,40.1,171,78.8
"Regional School District 14","=""2140012""","F",233,232,99.6,232,6,2.6,10,4.3,62,26.7,97,41.8,57,24.6,154,66.4
"Regional School District 14","=""2140012""","M",195,194,99.5,194,7,3.6,12,6.2,34,17.5,79,40.7,62,32.0,141,72.7
"Regional School District 15","=""2150012""","F",446,441,98.9,441,9,2.0,9,2.0,64,14.5,209,47.4,150,34.0,359,81.4
"Regional School District 15","=""2150012""","M",478,474,99.2,474,11,2.3,14,3.0,56,11.8,215,45.4,178,37.6,393,82.9
"Regional School District 16","=""2160012""","F",277,272,98.2,272,10,3.7,19,7.0,73,26.8,113,41.5,57,21.0,170,62.5
"Regional School District 16","=""2160012""","M",256,255,99.6,255,20,7.8,21,8.2,56,22.0,104,40.8,54,21.2,158,62.0
"Regional School District 17","=""2170012""","F",268,263,98.1,263,"*","*","*","*",45,17.1,111,42.2,98,37.3,209,79.5
"Regional School District 17","=""2170012""","M",274,271,98.9,271,14,5.2,12,4.4,38,14.0,101,37.3,106,39.1,207,76.4
"Regional School District 18","=""2180012""","F",185,185,100.0,184,"*","*","*","*",30,16.3,79,42.9,68,37.0,147,79.9
"Regional School District 18","=""2180012""","M",163,163,100.0,163,"*","*","*","*",22,13.5,63,38.7,61,37.4,124,76.1
"Regional School District 19","=""2190012""","F",164,161,98.2,161,"*","*","*","*",49,30.4,34,21.1,63,39.1,97,60.2
"Regional School District 19","=""2190012""","M",135,134,99.3,134,8,6.0,14,10.4,38,28.4,30,22.4,44,32.8,74,55.2
"Ridgefield School District","=""1180011""","F",617,603,97.7,603,7,1.2,14,2.3,64,10.6,243,40.3,275,45.6,518,85.9
"Ridgefield School District","=""1180011""","M",637,626,98.3,626,7,1.1,17,2.7,71,11.3,241,38.5,290,46.3,531,84.8
"Rocky Hill School District","=""1190011""","F",274,273,99.6,273,6,2.2,10,3.7,60,22.0,89,32.6,108,39.6,197,72.2
"Rocky Hill School District","=""1190011""","M",288,285,99.0,285,19,6.7,16,5.6,48,16.8,110,38.6,92,32.3,202,70.9
"Salem School District","=""1210011""","F",43,43,100.0,43,"*","*","*","*",7,16.3,19,44.2,13,30.2,32,74.4
"Salem School District","=""1210011""","M",48,48,100.0,48,"*","*","*","*","*","*",25,52.1,15,31.3,40,83.3
"Salisbury School District","=""1220011""","F",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,10,34.5,24,82.8
"Salisbury School District","=""1220011""","M",22,22,100.0,22,0,0.0,"*","*","*","*",14,63.6,6,27.3,20,90.9
"Scotland School District","=""1230011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",251,249,99.2,249,18,7.2,26,10.4,61,24.5,103,41.4,41,16.5,144,57.8
"Seymour School District","=""1240011""","M",267,265,99.3,265,25,9.4,29,10.9,69,26.0,102,38.5,40,15.1,142,53.6
"Sharon School District","=""1250011""","F",20,20,100.0,20,0,0.0,"*","*",7,35.0,7,35.0,"*","*","*","*"
"Sharon School District","=""1250011""","M",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",587,581,99.0,580,29,5.0,50,8.6,110,19.0,253,43.6,138,23.8,391,67.4
"Shelton School District","=""1260011""","M",588,580,98.6,580,30,5.2,43,7.4,108,18.6,230,39.7,169,29.1,399,68.8
"Sherman School District","=""1270011""","F",32,31,96.9,31,0,0.0,"*","*","*","*",17,54.8,8,25.8,25,80.6
"Sherman School District","=""1270011""","M",43,43,100.0,43,"*","*","*","*",6,14.0,23,53.5,7,16.3,30,69.8
"Side By Side Charter School District","=""2700013""","F",22,22,100.0,22,"*","*","*","*",8,36.4,9,40.9,0,0.0,9,40.9
"Side By Side Charter School District","=""2700013""","M",21,21,100.0,21,"*","*","*","*",8,38.1,9,42.9,"*","*","*","*"
"Simsbury School District","=""1280011""","F",488,485,99.4,484,11,2.3,10,2.1,43,8.9,186,38.4,234,48.3,420,86.8
"Simsbury School District","=""1280011""","M",494,489,99.0,489,17,3.5,14,2.9,45,9.2,182,37.2,231,47.2,413,84.5
"Somers School District","=""1290011""","F",171,169,98.8,169,"*","*","*","*",34,20.1,64,37.9,58,34.3,122,72.2
"Somers School District","=""1290011""","M",168,167,99.4,167,"*","*","*","*",33,19.8,58,34.7,64,38.3,122,73.1
"South Windsor School District","=""1320011""","F",492,484,98.4,484,10,2.1,21,4.3,68,14.0,202,41.7,183,37.8,385,79.5
"South Windsor School District","=""1320011""","M",505,502,99.4,502,13,2.6,23,4.6,63,12.5,188,37.5,215,42.8,403,80.3
"Southington School District","=""1310011""","F",836,827,98.9,826,28,3.4,56,6.8,143,17.3,378,45.8,221,26.8,599,72.5
"Southington School District","=""1310011""","M",816,806,98.8,806,39,4.8,48,6.0,144,17.9,359,44.5,216,26.8,575,71.3
"Sprague School District","=""1330011""","F",34,34,100.0,34,"*","*","*","*",8,23.5,16,47.1,7,20.6,23,67.6
"Sprague School District","=""1330011""","M",43,43,100.0,43,0,0.0,"*","*","*","*",23,53.5,13,30.2,36,83.7
"Stafford School District","=""1340011""","F",159,155,97.5,155,"*","*","*","*",36,23.2,73,47.1,33,21.3,106,68.4
"Stafford School District","=""1340011""","M",163,162,99.4,162,11,6.8,8,4.9,34,21.0,66,40.7,43,26.5,109,67.3
"Stamford Academy District","=""2820013""","F",26,22,84.6,22,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford Academy District","=""2820013""","M",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",1728,1696,98.1,1692,277,16.4,234,13.8,407,24.1,523,30.9,251,14.8,774,45.7
"Stamford School District","=""1350011""","M",1657,1634,98.6,1634,279,17.1,193,11.8,377,23.1,534,32.7,251,15.4,785,48.0
"Sterling School District","=""1360011""","F",51,50,98.0,50,"*","*",7,14.0,14,28.0,20,40.0,"*","*","*","*"
"Sterling School District","=""1360011""","M",56,56,100.0,56,12,21.4,"*","*",14,25.0,23,41.1,"*","*","*","*"
"Stonington School District","=""1370011""","F",251,249,99.2,249,9,3.6,14,5.6,50,20.1,94,37.8,82,32.9,176,70.7
"Stonington School District","=""1370011""","M",263,260,98.9,260,8,3.1,13,5.0,49,18.8,113,43.5,77,29.6,190,73.1
"Stratford School District","=""1380011""","F",798,789,98.9,788,62,7.9,111,14.1,243,30.8,286,36.3,86,10.9,372,47.2
"Stratford School District","=""1380011""","M",782,763,97.6,761,107,14.1,106,13.9,169,22.2,272,35.7,107,14.1,379,49.8
"Suffield School District","=""1390011""","F",267,263,98.5,263,12,4.6,15,5.7,52,19.8,108,41.1,76,28.9,184,70.0
"Suffield School District","=""1390011""","M",265,260,98.1,260,8,3.1,16,6.2,46,17.7,101,38.8,89,34.2,190,73.1
"The Bridge Academy District","=""2690013""","F",49,49,100.0,49,11,22.4,16,32.7,16,32.7,6,12.2,0,0.0,6,12.2
"The Bridge Academy District","=""2690013""","M",45,45,100.0,45,21,46.7,11,24.4,7,15.6,6,13.3,0,0.0,6,13.3
"The Gilbert School District","=""9020022""","F",73,73,100.0,73,6,8.2,12,16.4,23,31.5,24,32.9,8,11.0,32,43.8
"The Gilbert School District","=""9020022""","M",97,96,99.0,96,19,19.8,16,16.7,23,24.0,26,27.1,12,12.5,38,39.6
"Thomaston School District","=""1400011""","F",97,97,100.0,97,"*","*","*","*",18,18.6,53,54.6,17,17.5,70,72.2
"Thomaston School District","=""1400011""","M",104,104,100.0,104,9,8.7,11,10.6,28,26.9,37,35.6,19,18.3,56,53.8
"Thompson School District","=""1410011""","F",111,110,99.1,110,13,11.8,9,8.2,40,36.4,38,34.5,10,9.1,48,43.6
"Thompson School District","=""1410011""","M",127,124,97.6,124,13,10.5,18,14.5,30,24.2,49,39.5,14,11.3,63,50.8
"Tolland School District","=""1420011""","F",315,315,100.0,315,"*","*","*","*",38,12.1,161,51.1,102,32.4,263,83.5
"Tolland School District","=""1420011""","M",320,320,100.0,320,13,4.1,14,4.4,47,14.7,144,45.0,102,31.9,246,76.9
"Torrington School District","=""1430011""","F",421,407,96.7,407,43,10.6,55,13.5,100,24.6,167,41.0,42,10.3,209,51.4
"Torrington School District","=""1430011""","M",539,512,95.0,511,54,10.6,64,12.5,113,22.1,210,41.1,70,13.7,280,54.8
"Trailblazers Academy District","=""2780013""","F",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","M",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",775,768,99.1,768,15,2.0,19,2.5,113,14.7,273,35.5,348,45.3,621,80.9
"Trumbull School District","=""1440011""","M",744,737,99.1,737,20,2.7,31,4.2,104,14.1,270,36.6,312,42.3,582,79.0
"Unified School District #2","=""3470015""","F",24,20,83.3,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","M",37,36,97.3,36,20,55.6,8,22.2,8,22.2,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",326,324,99.4,324,32,9.9,57,17.6,90,27.8,114,35.2,31,9.6,145,44.8
"Vernon School District","=""1460011""","M",317,314,99.1,313,42,13.4,46,14.7,69,22.0,117,37.4,39,12.5,156,49.8
"Voluntown School District","=""1470011""","F",28,28,100.0,28,"*","*","*","*","*","*",20,71.4,"*","*","*","*"
"Voluntown School District","=""1470011""","M",34,34,100.0,34,"*","*","*","*","*","*",21,61.8,"*","*","*","*"
"Wallingford School District","=""1480011""","F",707,703,99.4,703,19,2.7,53,7.5,187,26.6,297,42.2,147,20.9,444,63.2
"Wallingford School District","=""1480011""","M",689,680,98.7,680,42,6.2,44,6.5,144,21.2,292,42.9,158,23.2,450,66.2
"Waterbury School District","=""1510011""","F",1951,1918,98.3,1912,558,29.2,417,21.8,510,26.7,366,19.1,61,3.2,427,22.3
"Waterbury School District","=""1510011""","M",2055,2025,98.5,2015,705,35.0,383,19.0,435,21.6,405,20.1,87,4.3,492,24.4
"Waterford School District","=""1520011""","F",331,325,98.2,325,16,4.9,16,4.9,77,23.7,149,45.8,67,20.6,216,66.5
"Waterford School District","=""1520011""","M",313,311,99.4,311,23,7.4,21,6.8,67,21.5,130,41.8,70,22.5,200,64.3
"Watertown School District","=""1530011""","F",311,306,98.4,306,9,2.9,21,6.9,81,26.5,137,44.8,58,19.0,195,63.7
"Watertown School District","=""1530011""","M",333,329,98.8,329,26,7.9,29,8.8,78,23.7,143,43.5,53,16.1,196,59.6
"West Hartford School District","=""1550011""","F",1052,1044,99.2,1044,31,3.0,69,6.6,169,16.2,390,37.4,385,36.9,775,74.2
"West Hartford School District","=""1550011""","M",1115,1102,98.8,1102,63,5.7,49,4.4,150,13.6,426,38.7,414,37.6,840,76.2
"West Haven School District","=""1560011""","F",663,655,98.8,654,83,12.7,80,12.2,190,29.1,221,33.8,80,12.2,301,46.0
"West Haven School District","=""1560011""","M",645,631,97.8,630,102,16.2,95,15.1,162,25.7,185,29.4,86,13.7,271,43.0
"Westbrook School District","=""1540011""","F",99,99,100.0,99,"*","*","*","*",25,25.3,37,37.4,30,30.3,67,67.7
"Westbrook School District","=""1540011""","M",106,105,99.1,104,"*","*","*","*",29,27.9,39,37.5,27,26.0,66,63.5
"Weston School District","=""1570011""","F",282,280,99.3,280,"*","*","*","*",35,12.5,117,41.8,119,42.5,236,84.3
"Weston School District","=""1570011""","M",291,284,97.6,284,"*","*","*","*",44,15.5,119,41.9,113,39.8,232,81.7
"Westport School District","=""1580011""","F",665,656,98.6,656,11,1.7,18,2.7,101,15.4,283,43.1,243,37.0,526,80.2
"Westport School District","=""1580011""","M",720,713,99.0,713,"*","*","*","*",87,12.2,282,39.6,326,45.7,608,85.3
"Wethersfield School District","=""1590011""","F",425,421,99.1,421,22,5.2,24,5.7,101,24.0,171,40.6,103,24.5,274,65.1
"Wethersfield School District","=""1590011""","M",426,415,97.4,415,24,5.8,32,7.7,95,22.9,160,38.6,104,25.1,264,63.6
"Willington School District","=""1600011""","F",41,41,100.0,41,"*","*","*","*",14,34.1,17,41.5,"*","*","*","*"
"Willington School District","=""1600011""","M",45,44,97.8,44,"*","*","*","*","*","*",26,59.1,"*","*","*","*"
"Wilton School District","=""1610011""","F",515,501,97.3,500,"*","*","*","*",70,14.0,226,45.2,187,37.4,413,82.6
"Wilton School District","=""1610011""","M",510,502,98.4,500,8,1.6,10,2.0,61,12.2,204,40.8,217,43.4,421,84.2
"Winchester School District","=""1620011""","F",51,51,100.0,51,9,17.6,12,23.5,"*","*",21,41.2,"*","*","*","*"
"Winchester School District","=""1620011""","M",46,45,97.8,45,"*","*",8,17.8,10,22.2,16,35.6,"*","*","*","*"
"Windham School District","=""1630011""","F",284,275,96.8,275,77,28.0,65,23.6,53,19.3,63,22.9,17,6.2,80,29.1
"Windham School District","=""1630011""","M",355,350,98.6,350,118,33.7,56,16.0,70,20.0,87,24.9,19,5.4,106,30.3
"Windsor Locks School District","=""1650011""","F",172,167,97.1,167,15,9.0,20,12.0,50,29.9,57,34.1,25,15.0,82,49.1
"Windsor Locks School District","=""1650011""","M",183,181,98.9,181,16,8.8,24,13.3,64,35.4,55,30.4,22,12.2,77,42.5
"Windsor School District","=""1640011""","F",391,384,98.2,384,37,9.6,50,13.0,107,27.9,124,32.3,66,17.2,190,49.5
"Windsor School District","=""1640011""","M",392,382,97.4,382,53,13.9,67,17.5,83,21.7,119,31.2,60,15.7,179,46.9
"Wolcott School District","=""1660011""","F",299,299,100.0,299,10,3.3,8,2.7,61,20.4,140,46.8,80,26.8,220,73.6
"Wolcott School District","=""1660011""","M",302,301,99.7,301,16,5.3,21,7.0,64,21.3,114,37.9,86,28.6,200,66.4
"Woodbridge School District","=""1670011""","F",48,48,100.0,48,"*","*",0,0.0,"*","*",16,33.3,29,60.4,45,93.8
"Woodbridge School District","=""1670011""","M",47,47,100.0,47,0,0.0,"*","*","*","*",17,36.2,27,57.4,44,93.6
"Woodstock Academy District","=""9030022""","F",128,128,100.0,128,"*","*","*","*",41,32.0,28,21.9,42,32.8,70,54.7
"Woodstock Academy District","=""9030022""","M",117,116,99.1,116,"*","*","*","*",24,20.7,27,23.3,51,44.0,78,67.2
"Woodstock School District","=""1690011""","F",106,106,100.0,106,"*","*","*","*",8,7.5,58,54.7,34,32.1,92,86.8
"Woodstock School District","=""1690011""","M",107,105,98.1,105,"*","*","*","*",10,9.5,59,56.2,29,27.6,88,83.8

