"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (2-"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Stafford School District","=""1340011""","Y",26,21,80.8,21,"*","*","*","*",10,47.6,"*","*","*","*","*","*",249
"Stafford School District","=""1340011""","N",68,68,100.0,68,"*","*","*","*",14,20.6,18,26.5,31,45.6,49,72.1,284
"Stamford Academy District","=""2820013""","Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""","Y",589,564,95.8,560,184,32.9,132,23.6,171,30.5,45,8.0,28,5.0,73,13.0,212
"Stamford School District","=""1350011""","N",523,513,98.1,513,47,9.2,50,9.7,156,30.4,120,23.4,140,27.3,260,50.7,263
"Sterling School District","=""1360011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y",34,33,97.1,33,"*","*","*","*",11,33.3,7,21.2,7,21.2,14,42.4,255
"Stonington School District","=""1370011""","N",148,147,99.3,147,"*","*","*","*",45,30.6,41,27.9,52,35.4,93,63.3,279
"Stratford School District","=""1380011""","Y",241,230,95.4,229,31,13.5,46,20.1,96,41.9,35,15.3,21,9.2,56,24.5,234
"Stratford School District","=""1380011""","N",281,273,97.2,271,11,4.1,25,9.2,93,34.3,78,28.8,64,23.6,142,52.4,265
"Suffield School District","=""1390011""","Y",26,23,88.5,23,"*","*","*","*",11,47.8,"*","*","*","*","*","*",248
"Suffield School District","=""1390011""","N",177,174,98.3,174,0,0.0,7,4.0,32,18.4,43,24.7,92,52.9,135,77.6,296
"The Bridge Academy District","=""2690013""","Y",38,38,100.0,38,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"The Bridge Academy District","=""2690013""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",29,29,100.0,29,7,24.1,7,24.1,8,27.6,"*","*","*","*",7,24.1,229
"The Gilbert School District","=""9020022""","N",52,51,98.1,51,12,23.5,8,15.7,14,27.5,"*","*","*","*",17,33.3,238
"Thomaston School District","=""1400011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Thompson School District","=""1410011""","Y",31,30,96.8,30,9,30.0,"*","*",11,36.7,"*","*",0,0.0,"*","*",220
"Thompson School District","=""1410011""","N",41,38,92.7,38,"*","*","*","*",21,55.3,"*","*","*","*","*","*",246
"Tolland School District","=""1420011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Torrington School District","=""1430011""","Y",126,105,83.3,105,24,22.9,27,25.7,36,34.3,12,11.4,6,5.7,18,17.1,221
"Torrington School District","=""1430011""","N",139,127,91.4,126,11,8.7,18,14.3,45,35.7,25,19.8,27,21.4,52,41.3,253
"Trumbull School District","=""1440011""","Y",62,60,96.8,60,"*","*","*","*",16,26.7,16,26.7,20,33.3,36,60.0,275
"Trumbull School District","=""1440011""","N",499,491,98.4,491,7,1.4,8,1.6,91,18.5,107,21.8,278,56.6,385,78.4,300
"Unified School District #2","=""3470015""","Y",37,32,86.5,31,15,48.4,6,19.4,10,32.3,0,0.0,0,0.0,0,0.0,190
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",77,74,96.1,74,16,21.6,26,35.1,16,21.6,10,13.5,6,8.1,16,21.6,222
"Vernon School District","=""1460011""","N",122,122,100.0,121,6,5.0,12,9.9,50,41.3,25,20.7,28,23.1,53,43.8,259
"Voluntown School District","=""1470011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Y",74,70,94.6,70,"*","*",9,12.9,33,47.1,18,25.7,"*","*","*","*",246
"Wallingford School District","=""1480011""","N",397,395,99.5,395,14,3.5,26,6.6,130,32.9,111,28.1,114,28.9,225,57.0,271
"Waterbury School District","=""1510011""","Y",923,890,96.4,878,322,36.7,222,25.3,235,26.8,65,7.4,34,3.9,99,11.3,209
"Waterbury School District","=""1510011""","N",327,315,96.3,313,81,25.9,69,22.0,100,31.9,33,10.5,30,9.6,63,20.1,222
"Waterford School District","=""1520011""","Y",34,29,85.3,29,"*","*",6,20.7,10,34.5,6,20.7,"*","*","*","*",238
"Waterford School District","=""1520011""","N",178,176,98.9,176,7,4.0,6,3.4,60,34.1,41,23.3,62,35.2,103,58.5,276
"Watertown School District","=""1530011""","Y",45,40,88.9,40,"*","*","*","*",19,47.5,11,27.5,"*","*","*","*",255
"Watertown School District","=""1530011""","N",164,160,97.6,160,"*","*","*","*",54,33.8,43,26.9,"*","*","*","*",268
"West Hartford School District","=""1550011""","Y",167,159,95.2,159,14,8.8,20,12.6,42,26.4,39,24.5,44,27.7,83,52.2,263
"West Hartford School District","=""1550011""","N",567,564,99.5,564,6,1.1,9,1.6,77,13.7,108,19.1,364,64.5,472,83.7,307
"West Haven School District","=""1560011""","Y",247,236,95.5,234,40,17.1,44,18.8,88,37.6,35,15.0,27,11.5,62,26.5,236
"West Haven School District","=""1560011""","N",150,143,95.3,143,11,7.7,13,9.1,43,30.1,31,21.7,45,31.5,76,53.1,266
"Westbrook School District","=""1540011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",77,76,98.7,75,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Weston School District","=""1570011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",198,193,97.5,193,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Westport School District","=""1580011""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",457,449,98.2,449,"*","*","*","*","*","*","*","*","*","*","*","*",298
"Wethersfield School District","=""1590011""","Y",58,52,89.7,52,"*","*",9,17.3,27,51.9,9,17.3,"*","*","*","*",243
"Wethersfield School District","=""1590011""","N",257,249,96.9,249,8,3.2,12,4.8,71,28.5,71,28.5,87,34.9,158,63.5,275
"Wilton School District","=""1610011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",337,329,97.6,326,"*","*","*","*","*","*","*","*","*","*","*","*",302
"Winchester School District","=""1620011""","N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Y",117,108,92.3,108,41,38.0,24,22.2,31,28.7,"*","*","*","*",12,11.1,209
"Windham School District","=""1630011""","N",23,21,91.3,21,"*","*","*","*","*","*",6,28.6,"*","*","*","*",248
"Windsor Locks School District","=""1650011""","Y",40,36,90.0,36,6,16.7,"*","*",18,50.0,"*","*","*","*","*","*",233
"Windsor Locks School District","=""1650011""","N",73,71,97.3,71,"*","*","*","*",26,36.6,23,32.4,11,15.5,34,47.9,258
"Windsor School District","=""1640011""","Y",125,115,92.0,115,18,15.7,30,26.1,37,32.2,19,16.5,11,9.6,30,26.1,233
"Windsor School District","=""1640011""","N",177,173,97.7,173,"*","*","*","*",62,35.8,34,19.7,55,31.8,89,51.4,270
"Wolcott School District","=""1660011""","Y",48,47,97.9,47,"*","*",6,12.8,22,46.8,9,19.1,"*","*","*","*",242
"Wolcott School District","=""1660011""","N",139,139,100.0,139,"*","*","*","*",50,36.0,35,25.2,45,32.4,80,57.6,273
"Woodstock Academy District","=""9030022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

