"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Special Education Status (SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Southington School District","=""1310011""","Y",60,58,96.7,58,11,19.0,15,25.9,20,34.5,"*","*","*","*",12,20.7,228
"Stafford School District","=""1340011""","N",80,77,96.3,77,"*","*","*","*",21,27.3,18,23.4,35,45.5,53,68.8,285
"Stafford School District","=""1340011""","Y",14,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","N",37,32,86.5,32,"*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,183
"Stamford Academy District","=""2820013""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","N",989,964,97.5,960,168,17.5,152,15.8,312,32.5,162,16.9,166,17.3,328,34.2,242
"Stamford School District","=""1350011""","Y",122,112,91.8,112,62,55.4,30,26.8,15,13.4,"*","*","*","*","*","*",191
"Sterling School District","=""1360011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","N",159,159,100.0,159,"*","*","*","*",49,30.8,45,28.3,57,35.8,102,64.2,280
"Stonington School District","=""1370011""","Y",23,21,91.3,21,"*","*",8,38.1,7,33.3,"*","*","*","*","*","*",233
"Stratford School District","=""1380011""","N",465,452,97.2,451,23,5.1,55,12.2,176,39.0,113,25.1,84,18.6,197,43.7,256
"Stratford School District","=""1380011""","Y",57,51,89.5,49,19,38.8,16,32.7,"*","*",0,0.0,"*","*","*","*",201
"Suffield School District","=""1390011""","N",176,173,98.3,173,0,0.0,"*","*","*","*",44,25.4,93,53.8,137,79.2,298
"Suffield School District","=""1390011""","Y",27,24,88.9,24,"*","*","*","*",11,45.8,"*","*","*","*","*","*",233
"The Bridge Academy District","=""2690013""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*",0,0.0,"*","*",219
"The Bridge Academy District","=""2690013""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*","*","*",245
"The Gilbert School District","=""9020022""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Thomaston School District","=""1400011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",63,60,95.2,60,7,11.7,"*","*",32,53.3,10,16.7,"*","*","*","*",242
"Thompson School District","=""1410011""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",193,193,100.0,193,"*","*","*","*",37,19.2,63,32.6,89,46.1,152,78.8,295
"Tolland School District","=""1420011""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*",0,0.0,"*","*",208
"Torrington School District","=""1430011""","N",200,183,91.5,183,16,8.7,27,14.8,73,39.9,36,19.7,31,16.9,67,36.6,249
"Torrington School District","=""1430011""","Y",65,49,75.4,48,19,39.6,18,37.5,8,16.7,"*","*","*","*","*","*",201
"Trumbull School District","=""1440011""","N",511,506,99.0,506,"*","*","*","*",91,18.0,113,22.3,295,58.3,408,80.6,303
"Trumbull School District","=""1440011""","Y",50,45,90.0,45,"*","*","*","*",16,35.6,10,22.2,"*","*","*","*",234
"Unified School District #2","=""3470015""","N",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Y",29,26,89.7,25,13,52.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,186
"Vernon School District","=""1460011""","N",174,173,99.4,173,10,5.8,"*","*","*","*",35,20.2,"*","*","*","*",252
"Vernon School District","=""1460011""","Y",25,23,92.0,22,12,54.5,"*","*","*","*",0,0.0,"*","*","*","*",193
"Voluntown School District","=""1470011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","N",412,408,99.0,408,12,2.9,15,3.7,143,35.0,120,29.4,118,28.9,238,58.3,273
"Wallingford School District","=""1480011""","Y",59,57,96.6,57,"*","*",20,35.1,20,35.1,9,15.8,"*","*","*","*",225
"Waterbury School District","=""1510011""","N",1037,1007,97.1,996,262,26.3,253,25.4,320,32.1,97,9.7,64,6.4,161,16.2,219
"Waterbury School District","=""1510011""","Y",212,198,93.4,195,141,72.3,38,19.5,"*","*","*","*",0,0.0,"*","*",176
"Waterford School District","=""1520011""","N",180,176,97.8,176,"*","*","*","*",58,33.0,45,25.6,63,35.8,108,61.4,278
"Waterford School District","=""1520011""","Y",32,29,90.6,29,"*","*","*","*",12,41.4,"*","*","*","*","*","*",223
"Watertown School District","=""1530011""","N",190,181,95.3,181,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Watertown School District","=""1530011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","N",642,637,99.2,637,"*","*","*","*",89,14.0,134,21.0,399,62.6,533,83.7,307
"West Hartford School District","=""1550011""","Y",92,86,93.5,86,17,19.8,17,19.8,30,34.9,13,15.1,9,10.5,22,25.6,230
"West Haven School District","=""1560011""","N",344,331,96.2,331,31,9.4,44,13.3,121,36.6,64,19.3,71,21.5,135,40.8,254
"West Haven School District","=""1560011""","Y",53,48,90.6,46,20,43.5,13,28.3,10,21.7,"*","*","*","*","*","*",201
"Westbrook School District","=""1540011""","N",83,83,100.0,83,"*","*","*","*",34,41.0,23,27.7,20,24.1,43,51.8,267
"Westbrook School District","=""1540011""","Y",9,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",197,194,98.5,194,"*","*","*","*","*","*","*","*","*","*","*","*",297
"Weston School District","=""1570011""","Y",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",418,414,99.0,414,"*","*","*","*",69,16.7,94,22.7,247,59.7,341,82.4,304
"Westport School District","=""1580011""","Y",59,54,91.5,54,"*","*","*","*",30,55.6,8,14.8,6,11.1,14,25.9,244
"Wethersfield School District","=""1590011""","N",279,273,97.8,273,"*","*","*","*",87,31.9,77,28.2,90,33.0,167,61.2,274
"Wethersfield School District","=""1590011""","Y",35,28,80.0,28,"*","*",6,21.4,11,39.3,"*","*","*","*","*","*",224
"Wilton School District","=""1610011""","N",288,283,98.3,282,0,0.0,"*","*","*","*",78,27.7,167,59.2,245,86.9,308
"Wilton School District","=""1610011""","Y",53,50,94.3,48,"*","*","*","*",19,39.6,11,22.9,13,27.1,24,50.0,267
"Winchester School District","=""1620011""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",115,106,92.2,106,30,28.3,23,21.7,31,29.2,13,12.3,9,8.5,22,20.8,222
"Windham School District","=""1630011""","Y",24,23,95.8,23,14,60.9,6,26.1,"*","*","*","*",0,0.0,"*","*",186
"Windsor Locks School District","=""1650011""","N",102,98,96.1,98,"*","*","*","*",43,43.9,26,26.5,14,14.3,40,40.8,255
"Windsor Locks School District","=""1650011""","Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","N",252,242,96.0,242,"*","*","*","*",88,36.4,53,21.9,65,26.9,118,48.8,266
"Windsor School District","=""1640011""","Y",50,46,92.0,46,"*","*",16,34.8,11,23.9,0,0.0,"*","*","*","*",198
"Wolcott School District","=""1660011""","N",169,168,99.4,168,"*","*","*","*",65,38.7,44,26.2,49,29.2,93,55.4,271
"Wolcott School District","=""1660011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",230,229,99.6,229,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Woodstock Academy District","=""9030022""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"

