"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, English Learner Status (EL)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Enfield School District","=""0490011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",10,"N",367,363,98.9,363,13,3.6,31,8.5,141,38.8,108,29.8,70,19.3,178,49.0,262
"Enfield School District","=""0490011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""",05,"N",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*","*","*",291
"Essex School District","=""0500011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N",20,20,100.0,20,"*","*",8,40.0,6,30.0,"*","*","*","*","*","*",223
"Fairfield School District","=""0510011""",05,"N",749,746,99.6,746,16,2.1,24,3.2,94,12.6,333,44.6,279,37.4,612,82.0,284
"Fairfield School District","=""0510011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",08,"N",783,776,99.1,776,26,3.4,24,3.1,74,9.5,425,54.8,227,29.3,652,84.0,278
"Fairfield School District","=""0510011""",08,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",10,"N",761,744,97.8,744,9,1.2,27,3.6,178,23.9,225,30.2,305,41.0,530,71.2,285
"Fairfield School District","=""0510011""",10,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",05,"N",306,303,99.0,303,"*","*","*","*","*","*","*","*","*","*","*","*",300
"Farmington School District","=""0520011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""",10,"N",292,288,98.6,288,"*","*","*","*","*","*","*","*","*","*","*","*",295
"Farmington School District","=""0520011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*",260
"Glastonbury School District","=""0540011""",05,"N",444,442,99.5,442,7,1.6,16,3.6,35,7.9,176,39.8,208,47.1,384,86.9,293
"Glastonbury School District","=""0540011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",08,"N",514,514,100.0,513,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Glastonbury School District","=""0540011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",10,"N",476,472,99.2,472,"*","*","*","*","*","*","*","*","*","*","*","*",295
"Glastonbury School District","=""0540011""",10,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",05,"N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*","*","*",303
"Granby School District","=""0560011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"N",157,155,98.7,155,"*","*","*","*",16,10.3,93,60.0,39,25.2,132,85.2,279
"Granby School District","=""0560011""",10,"N",169,167,98.8,166,"*","*","*","*","*","*","*","*","*","*","*","*",300
"Granby School District","=""0560011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""",05,"N",656,652,99.4,652,14,2.1,31,4.8,72,11.0,295,45.2,240,36.8,535,82.1,282
"Greenwich School District","=""0570011""",05,"Y",35,35,100.0,35,10,28.6,"*","*",9,25.7,8,22.9,"*","*","*","*",219
"Greenwich School District","=""0570011""",08,"N",621,619,99.7,619,23,3.7,22,3.6,60,9.7,327,52.8,187,30.2,514,83.0,278
"Greenwich School District","=""0570011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""",10,"N",580,574,99.0,574,14,2.4,16,2.8,114,19.9,133,23.2,297,51.7,430,74.9,295
"Greenwich School District","=""0570011""",10,"Y",27,26,96.3,25,"*","*",7,28.0,8,32.0,"*","*","*","*","*","*",238
"Griswold School District","=""0580011""",05,"N",124,124,100.0,124,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Griswold School District","=""0580011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",08,"N",135,133,98.5,133,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Griswold School District","=""0580011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",10,"N",150,148,98.7,147,12,8.2,21,14.3,50,34.0,38,25.9,26,17.7,64,43.5,253
"Groton School District","=""0590011""",05,"N",299,296,99.0,296,13,4.4,32,10.8,56,18.9,138,46.6,57,19.3,195,65.9,263
"Groton School District","=""0590011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""",08,"N",279,276,98.9,276,22,8.0,27,9.8,44,15.9,139,50.4,44,15.9,183,66.3,258
"Groton School District","=""0590011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""",10,"N",254,234,92.1,234,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Groton School District","=""0590011""",10,"Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",08,"N",287,287,100.0,287,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Guilford School District","=""0600011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",10,"N",290,289,99.7,289,"*","*","*","*",64,22.1,79,27.3,133,46.0,212,73.4,290
"Hamden School District","=""0620011""",05,"N",400,397,99.3,397,48,12.1,43,10.8,80,20.2,167,42.1,59,14.9,226,56.9,250
"Hamden School District","=""0620011""",05,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""",08,"N",408,402,98.5,402,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Hamden School District","=""0620011""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""",10,"N",408,381,93.4,378,"*","*","*","*","*","*","*","*","*","*","*","*",247
"Hamden School District","=""0620011""",10,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"N",1169,1154,98.7,1154,205,17.8,222,19.2,306,26.5,337,29.2,84,7.3,421,36.5,230
"Hartford School District","=""0640011""",05,"Y",301,301,100.0,301,168,55.8,77,25.6,38,12.6,"*","*","*","*",18,6.0,184
"Hartford School District","=""0640011""",08,"N",1347,1331,98.8,1331,421,31.6,198,14.9,280,21.0,346,26.0,86,6.5,432,32.5,227
"Hartford School District","=""0640011""",08,"Y",222,219,98.6,218,175,80.3,31,14.2,"*","*","*","*",0,0.0,"*","*",182
"Hartford School District","=""0640011""",10,"N",1085,977,90.0,967,213,22.0,226,23.4,291,30.1,121,12.5,116,12.0,237,24.5,230
"Hartford School District","=""0640011""",10,"Y",235,198,84.3,194,148,76.3,33,17.0,13,6.7,0,0.0,0,0.0,0,0.0,177
"Hartland School District","=""0650011""",05,"N",22,22,100.0,22,"*","*",0,0.0,"*","*",9,40.9,7,31.8,16,72.7,273
"Hartland School District","=""0650011""",08,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"N",107,107,100.0,107,"*","*","*","*",19,17.8,49,45.8,30,28.0,79,73.8,270
"Highville Charter School District","=""2860013""",05,"N",40,40,100.0,40,13,32.5,9,22.5,10,25.0,"*","*","*","*",8,20.0,212
"Highville Charter School District","=""2860013""",08,"N",37,37,100.0,37,12,32.4,"*","*",11,29.7,"*","*",0,0.0,"*","*",225
"Highville Charter School District","=""2860013""",10,"N",20,20,100.0,20,7,35.0,7,35.0,6,30.0,0,0.0,0,0.0,0,0.0,198
"Integrated Day Charter School District","=""2640013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"N",35,35,100.0,35,6,17.1,"*","*","*","*",18,51.4,"*","*","*","*",247
"Interdistrict School for Arts and Comm District","=""2650013""",08,"N",76,75,98.7,75,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Interdistrict School for Arts and Comm District","=""2650013""",08,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",05,"N",76,76,100.0,76,16,21.1,"*","*",25,32.9,18,23.7,"*","*","*","*",220
"Jumoke Academy District","=""2610013""",08,"N",86,85,98.8,85,21,24.7,"*","*",22,25.9,27,31.8,"*","*","*","*",233
"Jumoke Academy District","=""2610013""",10,"N",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"N",27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Kent School District","=""0680011""",08,"N",20,20,100.0,20,0,0.0,0,0.0,"*","*",15,75.0,"*","*","*","*",271
"Killingly School District","=""0690011""",05,"N",153,149,97.4,149,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Killingly School District","=""0690011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",08,"N",177,172,97.2,172,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Killingly School District","=""0690011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",10,"N",194,180,92.8,180,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Killingly School District","=""0690011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",05,"N",80,78,97.5,78,"*","*","*","*","*","*","*","*","*","*","*","*",270
"Learn","=""2450014""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",08,"N",43,42,97.7,42,"*","*","*","*","*","*","*","*","*","*","*","*",220
"Learn","=""2450014""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"N",165,162,98.2,161,33,20.5,28,17.4,40,24.8,22,13.7,38,23.6,60,37.3,246
"Learn","=""2450014""",10,"Y",11,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",05,"N",63,62,98.4,62,"*","*","*","*",11,17.7,36,58.1,8,12.9,44,71.0,263
"Lebanon School District","=""0710011""",08,"N",81,81,100.0,81,"*","*","*","*",16,19.8,44,54.3,14,17.3,58,71.6,268
"Lebanon School District","=""0710011""",10,"N",94,93,98.9,93,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Lebanon School District","=""0710011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""",05,"N",165,163,98.8,163,"*","*","*","*",23,14.1,75,46.0,54,33.1,129,79.1,281
"Ledyard School District","=""0720011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""",08,"N",157,156,99.4,156,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Ledyard School District","=""0720011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""",10,"N",193,188,97.4,188,"*","*","*","*",53,28.2,41,21.8,76,40.4,117,62.2,281
"Lisbon School District","=""0730011""",05,"N",45,45,100.0,45,"*","*","*","*",10,22.2,14,31.1,11,24.4,25,55.6,258
"Lisbon School District","=""0730011""",08,"N",41,41,100.0,41,"*","*","*","*",9,22.0,20,48.8,"*","*","*","*",256
"Litchfield School District","=""0740011""",05,"N",69,69,100.0,69,"*","*","*","*","*","*",23,33.3,40,58.0,63,91.3,302
"Litchfield School District","=""0740011""",08,"N",89,89,100.0,89,"*","*","*","*",8,9.0,47,52.8,25,28.1,72,80.9,274
"Litchfield School District","=""0740011""",10,"N",63,63,100.0,63,"*","*","*","*",18,28.6,18,28.6,24,38.1,42,66.7,286
"Madison School District","=""0760011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",08,"N",278,267,96.0,267,"*","*","*","*",34,12.7,146,54.7,71,26.6,217,81.3,276
"Madison School District","=""0760011""",10,"N",295,286,96.9,286,"*","*","*","*",60,21.0,84,29.4,121,42.3,205,71.7,285
"Manchester School District","=""0770011""",05,"N",454,449,98.9,449,61,13.6,77,17.1,102,22.7,162,36.1,47,10.5,209,46.5,239
"Manchester School District","=""0770011""",05,"Y",21,21,100.0,21,8,38.1,6,28.6,"*","*","*","*",0,0.0,"*","*",205
"Manchester School District","=""0770011""",08,"N",355,349,98.3,349,"*","*","*","*","*","*","*","*","*","*","*","*",235
"Manchester School District","=""0770011""",08,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""",10,"N",369,353,95.7,353,"*","*","*","*","*","*","*","*","*","*","*","*",234
"Manchester School District","=""0770011""",10,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""",05,"N",128,125,97.7,125,"*","*","*","*","*","*","*","*","*","*","*","*",281
"Mansfield School District","=""0780011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""",08,"N",139,139,100.0,139,"*","*","*","*","*","*","*","*","*","*","*","*",293
"Mansfield School District","=""0780011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""",05,"N",91,91,100.0,91,"*","*","*","*",10,11.0,40,44.0,34,37.4,74,81.3,284
"Meriden School District","=""0800011""",05,"N",562,558,99.3,558,74,13.3,97,17.4,154,27.6,195,34.9,38,6.8,233,41.8,236
"Meriden School District","=""0800011""",05,"Y",80,80,100.0,80,30,37.5,32,40.0,"*","*","*","*",0,0.0,"*","*",190
"Meriden School District","=""0800011""",08,"N",426,414,97.2,414,108,26.1,64,15.5,85,20.5,140,33.8,17,4.1,157,37.9,230
"Meriden School District","=""0800011""",08,"Y",67,64,95.5,64,44,68.8,11,17.2,"*","*","*","*",0,0.0,"*","*",187
"Meriden School District","=""0800011""",10,"N",525,497,94.7,490,142,29.0,130,26.5,151,30.8,39,8.0,28,5.7,67,13.7,216
"Meriden School District","=""0800011""",10,"Y",61,54,88.5,54,33,61.1,18,33.3,"*","*","*","*",0,0.0,"*","*",184
"Middletown School District","=""0830011""",05,"N",347,346,99.7,346,33,9.5,59,17.1,79,22.8,134,38.7,41,11.8,175,50.6,246
"Middletown School District","=""0830011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""",08,"N",302,302,100.0,302,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Middletown School District","=""0830011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""",10,"N",306,301,98.4,301,46,15.3,47,15.6,106,35.2,47,15.6,55,18.3,102,33.9,245
"Middletown School District","=""0830011""",10,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""",05,"N",449,446,99.3,446,11,2.5,28,6.3,57,12.8,234,52.5,116,26.0,350,78.5,275
"Milford School District","=""0840011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""",08,"N",488,480,98.4,480,26,5.4,49,10.2,90,18.8,267,55.6,48,10.0,315,65.6,256
"Milford School District","=""0840011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""",10,"N",444,436,98.2,433,23,5.3,48,11.1,176,40.6,102,23.6,84,19.4,186,43.0,259
"Milford School District","=""0840011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""",05,"N",226,226,100.0,226,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Monroe School District","=""0850011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""",08,"N",252,252,100.0,252,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Monroe School District","=""0850011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""",10,"N",299,297,99.3,295,"*","*","*","*",55,18.6,77,26.1,150,50.8,227,76.9,295
"Montville School District","=""0860011""",05,"N",181,181,100.0,181,"*","*","*","*",36,19.9,87,48.1,39,21.5,126,69.6,268
"Montville School District","=""0860011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""",08,"N",182,180,98.9,180,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Montville School District","=""0860011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""",10,"N",182,179,98.4,179,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Montville School District","=""0860011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""",05,"N",285,285,100.0,285,29,10.2,45,15.8,85,29.8,114,40.0,12,4.2,126,44.2,238
"Naugatuck School District","=""0880011""",05,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""",08,"N",328,326,99.4,326,"*","*","*","*","*","*","*","*","*","*","*","*",243
"Naugatuck School District","=""0880011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""",10,"N",286,273,95.5,272,32,11.8,60,22.1,109,40.1,39,14.3,32,11.8,71,26.1,237
"Naugatuck School District","=""0880011""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",05,"N",45,45,100.0,45,12,26.7,"*","*",18,40.0,8,17.8,"*","*","*","*",221
"New Beginnings Inc., Family Academy District","=""2800013""",08,"N",29,28,96.6,28,11,39.3,"*","*","*","*",10,35.7,0,0.0,10,35.7,222
"New Britain School District","=""0890011""",05,"N",649,644,99.2,644,162,25.2,129,20.0,175,27.2,152,23.6,26,4.0,178,27.6,219
"New Britain School District","=""0890011""",05,"Y",139,133,95.7,133,76,57.1,35,26.3,"*","*","*","*",0,0.0,"*","*",180
"New Britain School District","=""0890011""",08,"N",511,505,98.8,505,180,35.6,83,16.4,95,18.8,136,26.9,11,2.2,147,29.1,218
"New Britain School District","=""0890011""",08,"Y",107,105,98.1,105,84,80.0,15,14.3,"*","*","*","*",0,0.0,"*","*",183
"New Britain School District","=""0890011""",10,"N",430,397,92.3,392,123,31.4,94,24.0,109,27.8,44,11.2,22,5.6,66,16.8,217
"New Britain School District","=""0890011""",10,"Y",111,101,91.0,99,70,70.7,23,23.2,6,6.1,0,0.0,0,0.0,0,0.0,179
"New Canaan School District","=""0900011""",05,"N",341,339,99.4,339,"*","*","*","*","*","*","*","*","*","*","*","*",300
"New Canaan School District","=""0900011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""",10,"N",316,311,98.4,310,"*","*","*","*","*","*","*","*","*","*","*","*",297
"New Canaan School District","=""0900011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",10,"N",217,215,99.1,215,"*","*","*","*","*","*","*","*","*","*","*","*",277
"New Fairfield School District","=""0910011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""",05,"N",68,68,100.0,68,"*","*","*","*",14,20.6,34,50.0,17,25.0,51,75.0,273
"New Haven School District","=""0930011""",05,"N",1157,1153,99.7,1153,251,21.8,286,24.8,272,23.6,252,21.9,92,8.0,344,29.8,224
"New Haven School District","=""0930011""",05,"Y",308,306,99.4,306,138,45.1,88,28.8,60,19.6,"*","*","*","*",20,6.5,192
"New Haven School District","=""0930011""",08,"N",1243,1234,99.3,1234,365,29.6,208,16.9,275,22.3,318,25.8,68,5.5,386,31.3,227
"New Haven School District","=""0930011""",08,"Y",181,178,98.3,178,135,75.8,22,12.4,13,7.3,"*","*","*","*",8,4.5,187
"New Haven School District","=""0930011""",10,"N",1328,1178,88.7,1151,243,21.1,285,24.8,363,31.5,144,12.5,116,10.1,260,22.6,228
"New Haven School District","=""0930011""",10,"Y",160,130,81.3,125,90,72.0,25,20.0,"*","*",0,0.0,"*","*","*","*",178
"New London School District","=""0950011""",05,"N",222,220,99.1,220,22,10.0,40,18.2,50,22.7,76,34.5,32,14.5,108,49.1,246
"New London School District","=""0950011""",05,"Y",58,57,98.3,57,28,49.1,20,35.1,"*","*","*","*",0,0.0,"*","*",184
"New London School District","=""0950011""",08,"N",144,137,95.1,137,34,24.8,"*","*",27,19.7,49,35.8,"*","*","*","*",231
"New London School District","=""0950011""",08,"Y",43,43,100.0,43,32,74.4,6,14.0,"*","*","*","*",0,0.0,"*","*",184
"New London School District","=""0950011""",10,"N",193,178,92.2,177,28,15.8,34,19.2,"*","*",24,13.6,"*","*","*","*",239
"New London School District","=""0950011""",10,"Y",47,42,89.4,41,28,68.3,9,22.0,"*","*",0,0.0,"*","*","*","*",179
"New Milford School District","=""0960011""",05,"N",317,315,99.4,315,"*","*","*","*","*","*","*","*","*","*","*","*",264
"New Milford School District","=""0960011""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""",08,"N",350,350,100.0,349,"*","*","*","*","*","*","*","*","*","*","*","*",265
"New Milford School District","=""0960011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""",10,"N",353,336,95.2,335,"*","*","*","*","*","*","*","*","*","*","*","*",277
"New Milford School District","=""0960011""",10,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""",05,"N",301,300,99.7,300,11,3.7,22,7.3,70,23.3,140,46.7,57,19.0,197,65.7,262
"Newington School District","=""0940011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""",08,"N",318,317,99.7,317,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Newington School District","=""0940011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""",10,"N",295,292,99.0,292,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Newington School District","=""0940011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""",05,"N",339,338,99.7,338,"*","*","*","*","*","*","*","*","*","*","*","*",269
"Newtown School District","=""0970011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""",08,"N",412,409,99.3,409,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Newtown School District","=""0970011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""",10,"N",416,412,99.0,412,6,1.5,12,2.9,70,17.0,91,22.1,233,56.6,324,78.6,297
"Norfolk School District","=""0980011""",05,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",05,"N",143,142,99.3,142,"*","*","*","*","*","*","*","*","*","*","*","*",259
"North Branford School District","=""0990011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",08,"N",157,154,98.1,154,14,9.1,9,5.8,23,14.9,82,53.2,26,16.9,108,70.1,262
"North Branford School District","=""0990011""",10,"N",149,146,98.0,146,"*","*","*","*","*","*","*","*","*","*","*","*",281
"North Branford School District","=""0990011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",05,"N",20,20,100.0,20,0,0.0,"*","*","*","*",11,55.0,"*","*","*","*",264
"North Canaan School District","=""1000011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",05,"N",226,225,99.6,225,"*","*","*","*","*","*","*","*","*","*","*","*",261
"North Haven School District","=""1010011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",10,"N",251,243,96.8,242,"*","*","*","*","*","*","*","*","*","*","*","*",276
"North Haven School District","=""1010011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",05,"N",56,55,98.2,55,0,0.0,0,0.0,"*","*","*","*",32,58.2,"*","*",308
"North Stonington School District","=""1020011""",08,"N",52,52,100.0,52,0,0.0,"*","*","*","*",25,48.1,18,34.6,43,82.7,282
"North Stonington School District","=""1020011""",10,"N",46,46,100.0,46,"*","*","*","*",14,30.4,10,21.7,18,39.1,28,60.9,277
