"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (2-l"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 14","=""2140012""","N",85,84,98.8,84,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Regional School District 15","=""2150012""","Y",23,23,100.0,23,"*","*","*","*","*","*",9,39.1,"*","*","*","*",249
"Regional School District 15","=""2150012""","N",328,326,99.4,326,6,1.8,9,2.8,42,12.9,178,54.6,91,27.9,269,82.5,279
"Regional School District 16","=""2160012""","Y",26,26,100.0,26,"*","*","*","*",6,23.1,10,38.5,0,0.0,10,38.5,231
"Regional School District 16","=""2160012""","N",168,165,98.2,165,"*","*","*","*",25,15.2,97,58.8,29,17.6,126,76.4,265
"Regional School District 17","=""2170012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",176,173,98.3,173,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",125,125,100.0,125,0,0.0,"*","*","*","*","*","*","*","*","*","*",285
"Ridgefield School District","=""1180011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",403,402,99.8,402,9,2.2,7,1.7,30,7.5,201,50.0,155,38.6,356,88.6,286
"Rocky Hill School District","=""1190011""","Y",38,38,100.0,38,"*","*","*","*",6,15.8,16,42.1,8,21.1,24,63.2,257
"Rocky Hill School District","=""1190011""","N",156,155,99.4,155,"*","*","*","*",16,10.3,70,45.2,57,36.8,127,81.9,283
"Salem School District","=""1210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",52,52,100.0,52,14,26.9,"*","*",12,23.1,23,44.2,"*","*","*","*",233
"Seymour School District","=""1240011""","N",137,136,99.3,136,6,4.4,"*","*",25,18.4,67,49.3,"*","*","*","*",260
"Sharon School District","=""1250011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",101,100,99.0,100,11,11.0,15,15.0,15,15.0,48,48.0,11,11.0,59,59.0,254
"Shelton School District","=""1260011""","N",353,351,99.4,351,18,5.1,19,5.4,46,13.1,169,48.1,99,28.2,268,76.4,273
"Sherman School District","=""1270011""","N",37,37,100.0,37,"*","*","*","*","*","*",24,64.9,7,18.9,31,83.8,269
"Side By Side Charter School District","=""2700013""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",33,33,100.0,33,7,21.2,0,0.0,"*","*",18,54.5,"*","*","*","*",254
"Simsbury School District","=""1280011""","N",326,323,99.1,323,11,3.4,9,2.8,"*","*",153,47.4,"*","*","*","*",284
"Somers School District","=""1290011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",105,104,99.0,104,"*","*","*","*","*","*","*","*","*","*","*","*",271
"South Windsor School District","=""1320011""","Y",43,42,97.7,42,"*","*","*","*",9,21.4,20,47.6,"*","*","*","*",245
"South Windsor School District","=""1320011""","N",300,300,100.0,300,"*","*","*","*",26,8.7,150,50.0,"*","*","*","*",283
"Southington School District","=""1310011""","Y",80,79,98.8,79,9,11.4,"*","*",16,20.3,46,58.2,"*","*","*","*",253
"Southington School District","=""1310011""","N",481,479,99.6,479,28,5.8,26,5.4,68,14.2,283,59.1,74,15.4,357,74.5,264
"Sprague School District","=""1330011""","Y",21,21,100.0,21,0,0.0,"*","*","*","*",13,61.9,"*","*","*","*",266
"Sprague School District","=""1330011""","N",21,21,100.0,21,0,0.0,0,0.0,"*","*",14,66.7,"*","*","*","*",274
"Stafford School District","=""1340011""","Y",42,42,100.0,42,"*","*","*","*",7,16.7,24,57.1,6,14.3,30,71.4,258
"Stafford School District","=""1340011""","N",73,73,100.0,73,0,0.0,"*","*","*","*",34,46.6,23,31.5,57,78.1,279
"Stamford School District","=""1350011""","Y",592,579,97.8,579,170,29.4,70,12.1,128,22.1,178,30.7,33,5.7,211,36.4,230
"Stamford School District","=""1350011""","N",522,517,99.0,517,38,7.4,25,4.8,49,9.5,282,54.5,123,23.8,405,78.3,269
"Sterling School District","=""1360011""","Y",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,0,0.0,10,47.6,237
"Sterling School District","=""1360011""","N",35,35,100.0,35,8,22.9,"*","*",8,22.9,13,37.1,"*","*","*","*",235
"Stonington School District","=""1370011""","Y",32,31,96.9,31,"*","*","*","*",8,25.8,15,48.4,"*","*","*","*",252
"Stonington School District","=""1370011""","N",146,145,99.3,145,"*","*","*","*",17,11.7,78,53.8,41,28.3,119,82.1,278
"Stratford School District","=""1380011""","Y",250,248,99.2,248,55,22.2,46,18.5,62,25.0,77,31.0,8,3.2,85,34.3,231
"Stratford School District","=""1380011""","N",290,288,99.3,288,25,8.7,21,7.3,53,18.4,148,51.4,41,14.2,189,65.6,257
"Suffield School District","=""1390011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",168,168,100.0,168,"*","*","*","*","*","*","*","*","*","*","*","*",270
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",38,38,100.0,38,"*","*","*","*",10,26.3,17,44.7,"*","*","*","*",244
"The Gilbert School District","=""9020022""","N",51,51,100.0,51,"*","*","*","*",14,27.5,23,45.1,"*","*","*","*",250
"Thomaston School District","=""1400011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Thompson School District","=""1410011""","Y",28,28,100.0,28,"*","*","*","*",6,21.4,12,42.9,"*","*","*","*",244
"Thompson School District","=""1410011""","N",49,49,100.0,49,0,0.0,"*","*",14,28.6,26,53.1,"*","*","*","*",262
"Tolland School District","=""1420011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",219,219,100.0,219,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Torrington School District","=""1430011""","Y",160,156,97.5,156,26,16.7,24,15.4,38,24.4,61,39.1,7,4.5,68,43.6,238
"Torrington School District","=""1430011""","N",177,176,99.4,176,17,9.7,13,7.4,24,13.6,106,60.2,16,9.1,122,69.3,256
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",49,47,95.9,47,"*","*",6,12.8,19,40.4,16,34.0,"*","*","*","*",245
"Trumbull School District","=""1440011""","N",412,410,99.5,410,13,3.2,12,2.9,47,11.5,199,48.5,139,33.9,338,82.4,280
"Unified School District #2","=""3470015""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",100,98,98.0,98,20,20.4,"*","*",21,21.4,37,37.8,"*","*","*","*",232
"Vernon School District","=""1460011""","N",107,107,100.0,107,10,9.3,14,13.1,10,9.3,64,59.8,9,8.4,73,68.2,256
"Voluntown School District","=""1470011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Wallingford School District","=""1480011""","Y",86,85,98.8,85,"*","*","*","*",16,18.8,47,55.3,10,11.8,57,67.1,255
"Wallingford School District","=""1480011""","N",389,384,98.7,384,19,4.9,17,4.4,65,16.9,193,50.3,90,23.4,283,73.7,271
"Waterbury School District","=""1510011""","Y",1067,1054,98.8,1054,434,41.2,166,15.7,210,19.9,227,21.5,17,1.6,244,23.1,215
"Waterbury School District","=""1510011""","N",270,264,97.8,263,72,27.4,28,10.6,51,19.4,99,37.6,13,4.9,112,42.6,231
"Waterford School District","=""1520011""","Y",50,50,100.0,50,8,16.0,"*","*",16,32.0,19,38.0,"*","*","*","*",242
"Waterford School District","=""1520011""","N",183,183,100.0,183,10,5.5,"*","*",18,9.8,113,61.7,"*","*","*","*",269
"Watertown School District","=""1530011""","Y",60,60,100.0,60,"*","*",9,15.0,14,23.3,26,43.3,"*","*","*","*",239
"Watertown School District","=""1530011""","N",164,164,100.0,164,9,5.5,8,4.9,28,17.1,100,61.0,19,11.6,119,72.6,261
"West Hartford School District","=""1550011""","Y",148,144,97.3,144,28,19.4,22,15.3,25,17.4,54,37.5,15,10.4,69,47.9,242
"West Hartford School District","=""1550011""","N",535,531,99.3,531,17,3.2,23,4.3,64,12.1,257,48.4,170,32.0,427,80.4,279
"West Haven School District","=""1560011""","Y",264,262,99.2,262,78,29.8,41,15.6,57,21.8,70,26.7,16,6.1,86,32.8,229
"West Haven School District","=""1560011""","N",163,162,99.4,162,25,15.4,15,9.3,33,20.4,73,45.1,16,9.9,89,54.9,247
"Westbrook School District","=""1540011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",299
"Weston School District","=""1570011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",178,176,98.9,176,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Westport School District","=""1580011""","Y",26,26,100.0,26,"*","*","*","*",6,23.1,7,26.9,"*","*","*","*",247
"Westport School District","=""1580011""","N",429,423,98.6,423,"*","*","*","*",40,9.5,225,53.2,148,35.0,373,88.2,286
"Wethersfield School District","=""1590011""","Y",51,50,98.0,50,"*","*",8,16.0,11,22.0,18,36.0,"*","*","*","*",240
"Wethersfield School District","=""1590011""","N",227,227,100.0,227,19,8.4,"*","*",40,17.6,114,50.2,"*","*","*","*",260
"Willington School District","=""1600011""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",44,44,100.0,44,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Wilton School District","=""1610011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Y",207,204,98.6,204,88,43.1,36,17.6,35,17.2,39,19.1,6,2.9,45,22.1,215
"Windham School District","=""1630011""","N",42,42,100.0,42,7,16.7,"*","*","*","*",20,47.6,8,19.0,28,66.7,253
"Windsor Locks School District","=""1650011""","Y",34,34,100.0,34,"*","*","*","*",8,23.5,11,32.4,"*","*","*","*",234
"Windsor Locks School District","=""1650011""","N",78,77,98.7,77,"*","*","*","*",24,31.2,36,46.8,8,10.4,44,57.1,253
"Windsor School District","=""1640011""","Y",106,105,99.1,105,23,21.9,15,14.3,17,16.2,39,37.1,11,10.5,50,47.6,243
"Windsor School District","=""1640011""","N",143,142,99.3,142,13,9.2,20,14.1,23,16.2,58,40.8,28,19.7,86,60.6,259
"Wolcott School District","=""1660011""","Y",39,39,100.0,39,"*","*","*","*","*","*",19,48.7,8,20.5,27,69.2,259
"Wolcott School District","=""1660011""","N",195,195,100.0,195,10,5.1,7,3.6,22,11.3,108,55.4,48,24.6,156,80.0,271
"Woodstock School District","=""1690011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N",88,87,98.9,87,"*","*","*","*","*","*","*","*","*","*","*","*",280

