"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, High Needs (F/R, EL or SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 13","=""2130012""","Y",34,34,100.0,34,"*","*","*","*",7,20.6,17,50.0,"*","*","*","*",252
"Regional School District 13","=""2130012""","N",122,121,99.2,121,0,0.0,"*","*",11,9.1,64,52.9,"*","*","*","*",286
"Regional School District 14","=""2140012""","Y",28,27,96.4,27,"*","*","*","*",8,29.6,11,40.7,"*","*","*","*",243
"Regional School District 14","=""2140012""","N",74,74,100.0,74,0,0.0,"*","*",9,12.2,47,63.5,"*","*","*","*",276
"Regional School District 15","=""2150012""","Y",55,54,98.2,54,10,18.5,"*","*",14,25.9,17,31.5,"*","*","*","*",238
"Regional School District 15","=""2150012""","N",296,295,99.7,295,0,0.0,"*","*","*","*",170,57.6,90,30.5,260,88.1,284
"Regional School District 16","=""2160012""","Y",40,40,100.0,40,"*","*","*","*",8,20.0,16,40.0,0,0.0,16,40.0,228
"Regional School District 16","=""2160012""","N",154,151,98.1,151,"*","*","*","*",23,15.2,91,60.3,29,19.2,120,79.5,268
"Regional School District 17","=""2170012""","Y",47,44,93.6,44,"*","*","*","*",8,18.2,18,40.9,6,13.6,24,54.5,249
"Regional School District 17","=""2170012""","N",141,141,100.0,141,"*","*","*","*",11,7.8,71,50.4,53,37.6,124,87.9,286
"Regional School District 18","=""2180012""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",115,115,100.0,115,0,0.0,"*","*","*","*",58,50.4,46,40.0,104,90.4,289
"Ridgefield School District","=""1180011""","Y",41,41,100.0,41,"*","*","*","*",11,26.8,18,43.9,0,0.0,18,43.9,239
"Ridgefield School District","=""1180011""","N",371,370,99.7,370,"*","*","*","*",21,5.7,190,51.4,155,41.9,345,93.2,291
"Rocky Hill School District","=""1190011""","Y",50,49,98.0,49,"*","*","*","*",9,18.4,18,36.7,8,16.3,26,53.1,248
"Rocky Hill School District","=""1190011""","N",144,144,100.0,144,"*","*","*","*",13,9.0,68,47.2,57,39.6,125,86.8,287
"Salem School District","=""1210011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",24,24,100.0,24,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",278
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",71,71,100.0,71,"*","*",11,15.5,16,22.5,25,35.2,"*","*","*","*",229
"Seymour School District","=""1240011""","N",118,117,99.2,117,"*","*",10,8.5,21,17.9,65,55.6,"*","*","*","*",267
"Sharon School District","=""1250011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",142,139,97.9,139,"*","*",21,15.1,22,15.8,57,41.0,"*","*","*","*",245
"Shelton School District","=""1260011""","N",312,312,100.0,312,"*","*","*","*",39,12.5,160,51.3,97,31.1,257,82.4,279
"Sherman School District","=""1270011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",28,28,100.0,28,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",282
"Side By Side Charter School District","=""2700013""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",72,72,100.0,72,"*","*","*","*",11,15.3,32,44.4,10,13.9,42,58.3,246
"Simsbury School District","=""1280011""","N",287,284,99.0,284,"*","*","*","*",15,5.3,139,48.9,122,43.0,261,91.9,290
"Somers School District","=""1290011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",96,95,99.0,95,"*","*","*","*","*","*","*","*","*","*","*","*",275
"South Windsor School District","=""1320011""","Y",77,76,98.7,76,"*","*",13,17.1,21,27.6,29,38.2,"*","*","*","*",241
"South Windsor School District","=""1320011""","N",266,266,100.0,266,"*","*",6,2.3,14,5.3,141,53.0,"*","*","*","*",290
"Southington School District","=""1310011""","Y",132,130,98.5,130,31,23.8,15,11.5,22,16.9,56,43.1,6,4.6,62,47.7,237
"Southington School District","=""1310011""","N",429,428,99.8,428,6,1.4,13,3.0,62,14.5,273,63.8,74,17.3,347,81.1,270
"Sprague School District","=""1330011""","Y",22,22,100.0,22,0,0.0,"*","*","*","*",14,63.6,"*","*","*","*",266
"Sprague School District","=""1330011""","N",20,20,100.0,20,0,0.0,0,0.0,"*","*",13,65.0,"*","*","*","*",275
"Stafford School District","=""1340011""","Y",45,45,100.0,45,"*","*","*","*",7,15.6,25,55.6,7,15.6,32,71.1,258
"Stafford School District","=""1340011""","N",70,70,100.0,70,0,0.0,"*","*","*","*",33,47.1,22,31.4,55,78.6,280
"Stamford School District","=""1350011""","Y",637,622,97.6,622,196,31.5,75,12.1,133,21.4,184,29.6,34,5.5,218,35.0,228
"Stamford School District","=""1350011""","N",476,474,99.6,474,12,2.5,20,4.2,44,9.3,276,58.2,122,25.7,398,84.0,275
"Sterling School District","=""1360011""","Y",25,25,100.0,25,"*","*","*","*","*","*",10,40.0,0,0.0,10,40.0,230
"Sterling School District","=""1360011""","N",31,31,100.0,31,"*","*","*","*",8,25.8,13,41.9,"*","*","*","*",240
"Stonington School District","=""1370011""","Y",52,50,96.2,50,"*","*",6,12.0,13,26.0,23,46.0,"*","*","*","*",249
"Stonington School District","=""1370011""","N",126,126,100.0,126,0,0.0,"*","*","*","*",70,55.6,40,31.7,110,87.3,283
"Stratford School District","=""1380011""","Y",277,274,98.9,274,70,25.5,48,17.5,68,24.8,79,28.8,9,3.3,88,32.1,229
"Stratford School District","=""1380011""","N",263,262,99.6,262,10,3.8,19,7.3,47,17.9,146,55.7,40,15.3,186,71.0,263
"Suffield School District","=""1390011""","Y",29,28,96.6,28,"*","*","*","*","*","*",9,32.1,0,0.0,9,32.1,223
"Suffield School District","=""1390011""","N",155,155,100.0,155,"*","*","*","*",21,13.5,85,54.8,42,27.1,127,81.9,275
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",42,42,100.0,42,6,14.3,"*","*",11,26.2,18,42.9,"*","*","*","*",242
"The Gilbert School District","=""9020022""","N",47,47,100.0,47,0,0.0,"*","*",13,27.7,22,46.8,"*","*","*","*",253
"Thomaston School District","=""1400011""","Y",21,21,100.0,21,"*","*","*","*","*","*",9,42.9,0,0.0,9,42.9,235
"Thomaston School District","=""1400011""","N",49,49,100.0,49,"*","*","*","*","*","*",27,55.1,8,16.3,35,71.4,267
"Thompson School District","=""1410011""","Y",28,28,100.0,28,"*","*","*","*",6,21.4,12,42.9,"*","*","*","*",244
"Thompson School District","=""1410011""","N",49,49,100.0,49,0,0.0,"*","*",14,28.6,26,53.1,"*","*","*","*",262
"Tolland School District","=""1420011""","Y",39,39,100.0,39,"*","*","*","*",6,15.4,19,48.7,"*","*","*","*",243
"Tolland School District","=""1420011""","N",197,197,100.0,197,"*","*","*","*",16,8.1,125,63.5,"*","*","*","*",281
"Torrington School District","=""1430011""","Y",188,183,97.3,183,37,20.2,29,15.8,43,23.5,67,36.6,7,3.8,74,40.4,234
"Torrington School District","=""1430011""","N",149,149,100.0,149,6,4.0,8,5.4,19,12.8,100,67.1,16,10.7,116,77.9,263
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",88,86,97.7,86,11,12.8,11,12.8,30,34.9,27,31.4,7,8.1,34,39.5,242
"Trumbull School District","=""1440011""","N",373,371,99.5,371,"*","*","*","*",36,9.7,188,50.7,135,36.4,323,87.1,285
"Unified School District #2","=""3470015""","Y",21,20,95.2,20,15,75.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Union School District","=""1450011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",106,104,98.1,104,"*","*",19,18.3,21,20.2,37,35.6,"*","*","*","*",229
"Vernon School District","=""1460011""","N",100,100,100.0,100,"*","*",13,13.0,10,10.0,63,63.0,"*","*","*","*",261
"Voluntown School District","=""1470011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Y",128,125,97.7,125,23,18.4,9,7.2,24,19.2,59,47.2,10,8.0,69,55.2,245
"Wallingford School District","=""1480011""","N",347,344,99.1,344,"*","*","*","*",57,16.6,181,52.6,90,26.2,271,78.8,276
"Waterbury School District","=""1510011""","Y",1125,1108,98.5,1107,470,42.5,172,15.5,216,19.5,231,20.9,18,1.6,249,22.5,214
"Waterbury School District","=""1510011""","N",212,210,99.1,210,36,17.1,22,10.5,45,21.4,95,45.2,12,5.7,107,51.0,241
"Waterford School District","=""1520011""","Y",78,78,100.0,78,18,23.1,"*","*",22,28.2,25,32.1,"*","*","*","*",233
"Waterford School District","=""1520011""","N",155,155,100.0,155,0,0.0,"*","*","*","*",107,69.0,33,21.3,140,90.3,278
"Watertown School District","=""1530011""","Y",76,76,100.0,76,"*","*",11,14.5,18,23.7,29,38.2,"*","*","*","*",233
"Watertown School District","=""1530011""","N",148,148,100.0,148,"*","*","*","*",24,16.2,97,65.5,19,12.8,116,78.4,267
"West Hartford School District","=""1550011""","Y",198,192,97.0,192,44,22.9,31,16.1,36,18.8,63,32.8,18,9.4,81,42.2,237
"West Hartford School District","=""1550011""","N",485,483,99.6,483,"*","*","*","*",53,11.0,248,51.3,167,34.6,415,85.9,284
"West Haven School District","=""1560011""","Y",289,287,99.3,287,94,32.8,46,16.0,60,20.9,70,24.4,17,5.9,87,30.3,227
"West Haven School District","=""1560011""","N",138,137,99.3,137,9,6.6,10,7.3,30,21.9,73,53.3,15,10.9,88,64.2,256
"Westbrook School District","=""1540011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",37,37,100.0,37,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",312
"Weston School District","=""1570011""","Y",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",171,171,100.0,171,"*","*","*","*","*","*","*","*","*","*","*","*",279
"Westport School District","=""1580011""","Y",64,63,98.4,63,7,11.1,7,11.1,21,33.3,22,34.9,6,9.5,28,44.4,245
"Westport School District","=""1580011""","N",391,386,98.7,386,"*","*","*","*",25,6.5,210,54.4,147,38.1,357,92.5,290
"Wethersfield School District","=""1590011""","Y",81,80,98.8,80,"*","*",13,16.3,18,22.5,21,26.3,"*","*","*","*",227
"Wethersfield School District","=""1590011""","N",197,197,100.0,197,"*","*","*","*",33,16.8,111,56.3,41,20.8,152,77.2,269
"Willington School District","=""1600011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",34,34,100.0,34,0,0.0,0,0.0,"*","*",23,67.6,"*","*","*","*",266
"Wilton School District","=""1610011""","Y",53,51,96.2,51,"*","*","*","*",9,17.6,21,41.2,9,17.6,30,58.8,256
"Wilton School District","=""1610011""","N",289,279,96.5,279,0,0.0,0,0.0,16,5.7,137,49.1,126,45.2,263,94.3,293
"Winchester School District","=""1620011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Y",213,210,98.6,210,94,44.8,36,17.1,35,16.7,39,18.6,6,2.9,45,21.4,214
"Windham School District","=""1630011""","N",36,36,100.0,36,"*","*","*","*","*","*",20,55.6,8,22.2,28,77.8,267
"Windsor Locks School District","=""1650011""","Y",43,42,97.7,42,"*","*","*","*",12,28.6,11,26.2,"*","*","*","*",229
"Windsor Locks School District","=""1650011""","N",69,69,100.0,69,"*","*","*","*",20,29.0,36,52.2,8,11.6,44,63.8,258
"Windsor School District","=""1640011""","Y",130,129,99.2,129,30,23.3,22,17.1,21,16.3,44,34.1,12,9.3,56,43.4,238
"Windsor School District","=""1640011""","N",119,118,99.2,118,6,5.1,13,11.0,19,16.1,53,44.9,27,22.9,80,67.8,267
"Wolcott School District","=""1660011""","Y",58,58,100.0,58,"*","*","*","*",9,15.5,23,39.7,8,13.8,31,53.4,244
"Wolcott School District","=""1660011""","N",176,176,100.0,176,"*","*","*","*",17,9.7,104,59.1,48,27.3,152,86.4,277
"Woodstock School District","=""1690011""","Y",25,24,96.0,24,"*","*","*","*","*","*",12,50.0,"*","*","*","*",258
"Woodstock School District","=""1690011""","N",75,75,100.0,75,0,0.0,"*","*","*","*",46,61.3,24,32.0,70,93.3,286

