"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Hartford School District","=""0430011""",05,"Y",81,81,100.0,81,44,54.3,26,32.1,"*","*","*","*",0,0.0,"*","*",179
"East Hartford School District","=""0430011""",08,"N",404,401,99.3,401,108,26.9,62,15.5,79,19.7,121,30.2,31,7.7,152,37.9,234
"East Hartford School District","=""0430011""",08,"Y",87,83,95.4,83,64,77.1,12,14.5,"*","*","*","*",0,0.0,"*","*",186
"East Hartford School District","=""0430011""",10,"N",412,382,92.7,382,49,12.8,78,20.4,145,38.0,67,17.5,43,11.3,110,28.8,239
"East Hartford School District","=""0430011""",10,"Y",72,56,77.8,51,33,64.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"East Haven School District","=""0440011""",05,"N",179,179,100.0,179,6,3.4,15,8.4,55,30.7,80,44.7,23,12.8,103,57.5,256
"East Haven School District","=""0440011""",05,"Y",26,26,100.0,26,8,30.8,"*","*","*","*",7,26.9,0,0.0,7,26.9,211
"East Haven School District","=""0440011""",08,"N",210,207,98.6,207,34,16.4,30,14.5,49,23.7,84,40.6,10,4.8,94,45.4,240
"East Haven School District","=""0440011""",08,"Y",39,37,94.9,37,23,62.2,"*","*",7,18.9,"*","*",0,0.0,"*","*",198
"East Haven School District","=""0440011""",10,"N",208,205,98.6,205,6,2.9,33,16.1,99,48.3,47,22.9,20,9.8,67,32.7,249
"East Haven School District","=""0440011""",10,"Y",19,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",05,"N",187,186,99.5,186,0,0.0,"*","*","*","*",88,47.3,73,39.2,161,86.6,289
"East Lyme School District","=""0450011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""",08,"N",193,193,100.0,193,0,0.0,"*","*","*","*","*","*",43,22.3,"*","*",276
"East Lyme School District","=""0450011""",08,"Y",23,20,87.0,20,9,45.0,"*","*","*","*","*","*",0,0.0,"*","*",206
"East Lyme School District","=""0450011""",10,"N",253,253,100.0,253,0,0.0,"*","*","*","*",72,28.5,121,47.8,193,76.3,295
"East Lyme School District","=""0450011""",10,"Y",34,31,91.2,30,"*","*",8,26.7,13,43.3,"*","*","*","*","*","*",238
"East Windsor School District","=""0470011""",05,"N",66,66,100.0,66,0,0.0,"*","*","*","*",31,47.0,23,34.8,54,81.8,283
"East Windsor School District","=""0470011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",08,"N",64,64,100.0,64,"*","*","*","*",12,18.8,35,54.7,15,23.4,50,78.1,275
"East Windsor School District","=""0470011""",08,"Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""",10,"N",73,73,100.0,73,0,0.0,"*","*",28,38.4,24,32.9,"*","*","*","*",269
"East Windsor School District","=""0470011""",10,"Y",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"N",79,72,91.1,71,8,11.3,10,14.1,34,47.9,12,16.9,7,9.9,19,26.8,241
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"Y",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"N",111,110,99.1,110,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Easton School District","=""0460011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"N",97,94,96.9,94,"*","*",0,0.0,"*","*",60,63.8,23,24.5,83,88.3,279
"Easton School District","=""0460011""",08,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"N",196,196,100.0,196,"*","*","*","*",16,8.2,97,49.5,79,40.3,176,89.8,287
"Ellington School District","=""0480011""",05,"Y",21,21,100.0,21,"*","*","*","*",8,38.1,7,33.3,0,0.0,7,33.3,227
"Ellington School District","=""0480011""",08,"N",188,188,100.0,188,6,3.2,"*","*",22,11.7,109,58.0,"*","*","*","*",274
"Ellington School District","=""0480011""",08,"Y",24,24,100.0,24,7,29.2,"*","*",6,25.0,6,25.0,"*","*","*","*",226
"Ellington School District","=""0480011""",10,"N",160,160,100.0,160,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Ellington School District","=""0480011""",10,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Elm City College Preparatory School District","=""2890013""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"N",332,331,99.7,331,6,1.8,22,6.6,75,22.7,164,49.5,64,19.3,228,68.9,266
"Enfield School District","=""0490011""",05,"Y",62,62,100.0,62,"*","*",18,29.0,19,30.6,15,24.2,"*","*","*","*",227
"Enfield School District","=""0490011""",08,"N",311,311,100.0,311,"*","*",29,9.3,46,14.8,"*","*",58,18.6,"*","*",265
"Enfield School District","=""0490011""",08,"Y",41,39,95.1,39,11,28.2,13,33.3,"*","*","*","*",0,0.0,"*","*",216
"Enfield School District","=""0490011""",10,"N",336,332,98.8,332,"*","*","*","*",130,39.2,107,32.2,66,19.9,173,52.1,265
"Enfield School District","=""0490011""",10,"Y",33,33,100.0,33,8,24.2,7,21.2,13,39.4,"*","*","*","*","*","*",224
"Essex School District","=""0500011""",05,"N",48,48,100.0,48,0,0.0,0,0.0,"*","*","*","*",24,50.0,"*","*",300
"Essex School District","=""0500011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"N",685,682,99.6,682,7,1.0,14,2.1,73,10.7,318,46.6,270,39.6,588,86.2,288
"Fairfield School District","=""0510011""",05,"Y",83,83,100.0,83,12,14.5,18,21.7,27,32.5,17,20.5,9,10.8,26,31.3,234
"Fairfield School District","=""0510011""",08,"N",700,694,99.1,694,6,0.9,13,1.9,54,7.8,397,57.2,224,32.3,621,89.5,283
"Fairfield School District","=""0510011""",08,"Y",93,91,97.8,91,26,28.6,"*","*",22,24.2,29,31.9,"*","*","*","*",228
"Fairfield School District","=""0510011""",10,"N",682,669,98.1,669,"*","*","*","*",142,21.2,214,32.0,303,45.3,517,77.3,291
"Fairfield School District","=""0510011""",10,"Y",87,83,95.4,83,"*","*",22,26.5,37,44.6,12,14.5,"*","*","*","*",229
"Farmington School District","=""0520011""",05,"N",269,267,99.3,267,"*","*","*","*",10,3.7,104,39.0,149,55.8,253,94.8,306
"Farmington School District","=""0520011""",05,"Y",44,43,97.7,43,"*","*","*","*",13,30.2,16,37.2,"*","*","*","*",239
"Farmington School District","=""0520011""",08,"N",257,255,99.2,255,"*","*","*","*",24,9.4,143,56.1,"*","*","*","*",283
"Farmington School District","=""0520011""",08,"Y",35,34,97.1,34,"*","*","*","*",11,32.4,12,35.3,"*","*","*","*",242
"Farmington School District","=""0520011""",10,"N",256,253,98.8,253,"*","*","*","*",41,16.2,70,27.7,139,54.9,209,82.6,301
"Farmington School District","=""0520011""",10,"Y",38,37,97.4,37,"*","*","*","*",13,35.1,8,21.6,6,16.2,14,37.8,249
"Franklin School District","=""0530011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"N",403,402,99.8,402,0,0.0,7,1.7,25,6.2,166,41.3,204,50.7,370,92.0,300
"Glastonbury School District","=""0540011""",05,"Y",43,42,97.7,42,"*","*",10,23.8,10,23.8,11,26.2,"*","*","*","*",228
"Glastonbury School District","=""0540011""",08,"N",463,463,100.0,462,"*","*","*","*",26,5.6,226,48.9,204,44.2,430,93.1,292
"Glastonbury School District","=""0540011""",08,"Y",53,53,100.0,53,"*","*","*","*",9,17.0,16,30.2,"*","*","*","*",225
"Glastonbury School District","=""0540011""",10,"N",440,437,99.3,437,"*","*","*","*",80,18.3,101,23.1,241,55.1,342,78.3,300
"Glastonbury School District","=""0540011""",10,"Y",42,41,97.6,41,"*","*",9,22.0,22,53.7,"*","*","*","*","*","*",229
"Granby School District","=""0560011""",05,"N",108,108,100.0,108,0,0.0,"*","*","*","*",41,38.0,61,56.5,102,94.4,307
"Granby School District","=""0560011""",05,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"N",138,136,98.6,136,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Granby School District","=""0560011""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",10,"N",158,156,98.7,156,0,0.0,"*","*","*","*",42,26.9,92,59.0,134,85.9,304
"Granby School District","=""0560011""",10,"Y",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""",05,"N",611,609,99.7,609,14,2.3,19,3.1,58,9.5,281,46.1,237,38.9,518,85.1,285
"Greenwich School District","=""0570011""",05,"Y",80,78,97.5,78,"*","*",18,23.1,23,29.5,22,28.2,"*","*","*","*",230
"Greenwich School District","=""0570011""",08,"N",564,562,99.6,562,6,1.1,14,2.5,50,8.9,307,54.6,185,32.9,492,87.5,282
"Greenwich School District","=""0570011""",08,"Y",70,70,100.0,70,23,32.9,"*","*",13,18.6,22,31.4,"*","*","*","*",228
"Greenwich School District","=""0570011""",10,"N",525,523,99.6,522,"*","*","*","*",97,18.6,116,22.2,292,55.9,408,78.2,300
"Greenwich School District","=""0570011""",10,"Y",82,77,93.9,77,13,16.9,10,13.0,25,32.5,21,27.3,8,10.4,29,37.7,243
"Griswold School District","=""0580011""",05,"N",107,107,100.0,107,0,0.0,"*","*","*","*",59,55.1,27,25.2,86,80.4,277
"Griswold School District","=""0580011""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",08,"N",119,117,98.3,117,8,6.8,10,8.5,25,21.4,62,53.0,12,10.3,74,63.2,254
"Griswold School District","=""0580011""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""",10,"N",131,130,99.2,130,"*","*","*","*",44,33.8,38,29.2,26,20.0,64,49.2,259
"Griswold School District","=""0580011""",10,"Y",19,18,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""",05,"N",264,263,99.6,263,7,2.7,21,8.0,49,18.6,131,49.8,55,20.9,186,70.7,267
"Groton School District","=""0590011""",05,"Y",46,44,95.7,44,12,27.3,13,29.5,9,20.5,"*","*","*","*",10,22.7,216
"Groton School District","=""0590011""",08,"N",240,239,99.6,239,6,2.5,21,8.8,37,15.5,131,54.8,44,18.4,175,73.2,266
"Groton School District","=""0590011""",08,"Y",45,43,95.6,43,19,44.2,7,16.3,8,18.6,9,20.9,0,0.0,9,20.9,209
"Groton School District","=""0590011""",10,"N",235,221,94.0,221,8,3.6,25,11.3,84,38.0,43,19.5,61,27.6,104,47.1,266
"Groton School District","=""0590011""",10,"Y",26,19,73.1,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",05,"N",262,261,99.6,261,"*","*",8,3.1,36,13.8,"*","*","*","*","*","*",276
"Guilford School District","=""0600011""",05,"Y",32,32,100.0,32,"*","*",12,37.5,6,18.8,"*","*","*","*","*","*",212
"Guilford School District","=""0600011""",08,"N",255,255,100.0,255,"*","*","*","*",22,8.6,170,66.7,48,18.8,218,85.5,274
"Guilford School District","=""0600011""",08,"Y",35,35,100.0,35,"*","*","*","*",9,25.7,14,40.0,"*","*","*","*",239
"Guilford School District","=""0600011""",10,"N",252,252,100.0,252,0,0.0,"*","*","*","*",74,29.4,126,50.0,200,79.4,297
"Guilford School District","=""0600011""",10,"Y",38,37,97.4,37,"*","*","*","*",13,35.1,"*","*",7,18.9,"*","*",244
"Hamden School District","=""0620011""",05,"N",342,340,99.4,340,25,7.4,38,11.2,68,20.0,151,44.4,58,17.1,209,61.5,256
"Hamden School District","=""0620011""",05,"Y",74,73,98.6,73,32,43.8,"*","*",13,17.8,17,23.3,"*","*","*","*",205
"Hamden School District","=""0620011""",08,"N",348,345,99.1,345,45,13.0,38,11.0,73,21.2,157,45.5,32,9.3,189,54.8,248
"Hamden School District","=""0620011""",08,"Y",74,71,95.9,71,34,47.9,11,15.5,15,21.1,"*","*","*","*",11,15.5,208
"Hamden School District","=""0620011""",10,"N",351,336,95.7,334,30,9.0,42,12.6,135,40.4,58,17.4,69,20.7,127,38.0,254
"Hamden School District","=""0620011""",10,"Y",67,55,82.1,54,30,55.6,15,27.8,"*","*","*","*",0,0.0,"*","*",189
"Hampton School District","=""0630011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"N",1208,1200,99.3,1200,214,17.8,236,19.7,323,26.9,342,28.5,85,7.1,427,35.6,230
"Hartford School District","=""0640011""",05,"Y",261,254,97.3,254,158,62.2,63,24.8,21,8.3,12,4.7,0,0.0,12,4.7,178
"Hartford School District","=""0640011""",08,"N",1289,1283,99.5,1282,401,31.3,197,15.4,272,21.2,327,25.5,85,6.6,412,32.1,227
"Hartford School District","=""0640011""",08,"Y",282,269,95.4,269,197,73.2,32,11.9,"*","*",20,7.4,"*","*","*","*",190
"Hartford School District","=""0640011""",10,"N",1093,994,90.9,988,247,25.0,226,22.9,285,28.8,119,12.0,111,11.2,230,23.3,227
"Hartford School District","=""0640011""",10,"Y",232,185,79.7,176,116,65.9,34,19.3,19,10.8,"*","*","*","*",7,4.0,188
"Hartland School District","=""0650011""",05,"N","*","*","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"N",92,92,100.0,92,0,0.0,"*","*","*","*",46,50.0,30,32.6,76,82.6,279
"Hebron School District","=""0670011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Highville Charter School District","=""2860013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""",08,"N",68,67,98.5,67,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Interdistrict School for Arts and Comm District","=""2650013""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",08,"N",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*",236
"Jumoke Academy District","=""2610013""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",05,"N",136,134,98.5,134,"*","*",13,9.7,36,26.9,69,51.5,"*","*","*","*",253
"Killingly School District","=""0690011""",05,"Y",23,21,91.3,21,"*","*",8,38.1,"*","*","*","*",0,0.0,"*","*",204
"Killingly School District","=""0690011""",08,"N",162,160,98.8,160,12,7.5,11,6.9,36,22.5,88,55.0,13,8.1,101,63.1,256
"Killingly School District","=""0690011""",08,"Y",17,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",10,"N",150,145,96.7,145,"*","*","*","*",55,37.9,44,30.3,21,14.5,65,44.8,255
"Killingly School District","=""0690011""",10,"Y",45,36,80.0,36,19,52.8,"*","*","*","*",0,0.0,0,0.0,0,0.0,189
"Learn","=""2450014""",05,"N",73,71,97.3,71,"*","*","*","*",9,12.7,43,60.6,15,21.1,58,81.7,276
"Learn","=""2450014""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",08,"N",37,37,100.0,37,10,27.0,"*","*",10,27.0,8,21.6,"*","*","*","*",223
"Learn","=""2450014""",08,"Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"N",148,143,96.6,142,24,16.9,23,16.2,40,28.2,19,13.4,36,25.4,55,38.7,250
"Learn","=""2450014""",10,"Y",28,27,96.4,27,13,48.1,7,25.9,"*","*","*","*","*","*","*","*",209
"Lebanon School District","=""0710011""",05,"N",52,51,98.1,51,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Lebanon School District","=""0710011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",08,"N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Lebanon School District","=""0710011""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",10,"N",80,80,100.0,80,"*","*","*","*",24,30.0,27,33.8,22,27.5,49,61.3,272
"Lebanon School District","=""0710011""",10,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""",05,"N",147,146,99.3,146,"*","*","*","*",19,13.0,70,47.9,52,35.6,122,83.6,286
"Ledyard School District","=""0720011""",05,"Y",21,20,95.2,20,0,0.0,7,35.0,6,30.0,"*","*","*","*",7,35.0,238
"Ledyard School District","=""0720011""",08,"N",133,133,100.0,133,"*","*","*","*",18,13.5,84,63.2,21,15.8,105,78.9,268
"Ledyard School District","=""0720011""",08,"Y",26,25,96.2,25,"*","*","*","*",9,36.0,7,28.0,"*","*","*","*",232
"Ledyard School District","=""0720011""",10,"N",160,158,98.8,158,"*","*","*","*",42,26.6,38,24.1,73,46.2,111,70.3,290
"Ledyard School District","=""0720011""",10,"Y",33,30,90.9,30,"*","*","*","*",11,36.7,"*","*","*","*","*","*",233
"Lisbon School District","=""0730011""",05,"N",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Lisbon School District","=""0730011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",05,"N",60,60,100.0,60,0,0.0,"*","*","*","*",23,38.3,33,55.0,56,93.3,303
"Litchfield School District","=""0740011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",08,"N",77,77,100.0,77,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",283
"Litchfield School District","=""0740011""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",10,"N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*",294
"Litchfield School District","=""0740011""",10,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",05,"N",170,166,97.6,166,0,0.0,"*","*",22,13.3,96,57.8,"*","*","*","*",279
"Madison School District","=""0760011""",05,"Y",34,30,88.2,30,"*","*","*","*",16,53.3,9,30.0,"*","*","*","*",239
"Madison School District","=""0760011""",08,"N",248,240,96.8,240,"*","*","*","*",25,10.4,137,57.1,"*","*","*","*",281
"Madison School District","=""0760011""",08,"Y",30,27,90.0,27,"*","*","*","*",9,33.3,9,33.3,"*","*","*","*",235
"Madison School District","=""0760011""",10,"N",254,252,99.2,252,0,0.0,"*","*","*","*",80,31.7,116,46.0,196,77.8,291
"Madison School District","=""0760011""",10,"Y",41,34,82.9,34,"*","*","*","*",9,26.5,"*","*","*","*","*","*",238
"Manchester School District","=""0770011""",05,"N",408,405,99.3,405,37,9.1,67,16.5,98,24.2,157,38.8,46,11.4,203,50.1,245
"Manchester School District","=""0770011""",05,"Y",67,65,97.0,65,32,49.2,16,24.6,"*","*",8,12.3,"*","*","*","*",197
"Manchester School District","=""0770011""",08,"N",322,317,98.4,317,51,16.1,38,12.0,70,22.1,140,44.2,18,5.7,158,49.8,242
"Manchester School District","=""0770011""",08,"Y",50,49,98.0,49,38,77.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,179
"Manchester School District","=""0770011""",10,"N",340,330,97.1,330,56,17.0,65,19.7,111,33.6,51,15.5,47,14.2,98,29.7,238
"Manchester School District","=""0770011""",10,"Y",48,42,87.5,42,30,71.4,8,19.0,"*","*","*","*",0,0.0,"*","*",183
"Mansfield School District","=""0780011""",05,"N",125,123,98.4,123,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Mansfield School District","=""0780011""",05,"Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""",08,"N",128,128,100.0,128,"*","*","*","*",10,7.8,57,44.5,59,46.1,116,90.6,296
"Mansfield School District","=""0780011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""",05,"N",82,82,100.0,82,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Marlborough School District","=""0790011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""",05,"N",540,536,99.3,536,54,10.1,107,20.0,148,27.6,191,35.6,36,6.7,227,42.4,237
"Meriden School District","=""0800011""",05,"Y",102,102,100.0,102,50,49.0,22,21.6,19,18.6,"*","*","*","*",11,10.8,193
"Meriden School District","=""0800011""",08,"N",415,406,97.8,406,92,22.7,68,16.7,90,22.2,139,34.2,17,4.2,156,38.4,232
"Meriden School District","=""0800011""",08,"Y",78,72,92.3,72,60,83.3,7,9.7,"*","*","*","*",0,0.0,"*","*",180
"Meriden School District","=""0800011""",10,"N",467,454,97.2,454,113,24.9,127,28.0,146,32.2,40,8.8,28,6.2,68,15.0,220
"Meriden School District","=""0800011""",10,"Y",118,97,82.2,90,62,68.9,21,23.3,7,7.8,0,0.0,0,0.0,0,0.0,180
"Middletown School District","=""0830011""",05,"N",310,310,100.0,310,17,5.5,45,14.5,76,24.5,131,42.3,41,13.2,172,55.5,253
"Middletown School District","=""0830011""",05,"Y",50,49,98.0,49,21,42.9,17,34.7,"*","*","*","*",0,0.0,"*","*",193
"Middletown School District","=""0830011""",08,"N",274,274,100.0,274,29,10.6,38,13.9,61,22.3,122,44.5,24,8.8,146,53.3,248
"Middletown School District","=""0830011""",08,"Y",36,36,100.0,36,28,77.8,"*","*","*","*","*","*",0,0.0,"*","*",190
"Middletown School District","=""0830011""",10,"N",271,268,98.9,268,26,9.7,41,15.3,100,37.3,46,17.2,55,20.5,101,37.7,252
"Middletown School District","=""0830011""",10,"Y",41,39,95.1,39,24,61.5,8,20.5,"*","*","*","*",0,0.0,"*","*",186
"Milford School District","=""0840011""",05,"N",412,410,99.5,410,6,1.5,16,3.9,49,12.0,224,54.6,115,28.0,339,82.7,280
"Milford School District","=""0840011""",05,"Y",45,44,97.8,44,"*","*",13,29.5,12,27.3,12,27.3,"*","*","*","*",226
