"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Elig"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Lisbon School District","=""0730011""","N",65,65,100.0,65,"*","*","*","*",12,18.5,29,44.6,13,20.0,42,64.6
"Lisbon School District","=""0730011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F",26,26,100.0,26,"*","*","*","*","*","*",10,38.5,9,34.6,19,73.1
"Litchfield School District","=""0740011""","N",193,193,100.0,193,"*","*","*","*",25,13.0,78,40.4,79,40.9,157,81.3
"Litchfield School District","=""0740011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F",25,25,100.0,25,0,0.0,"*","*",10,40.0,11,44.0,"*","*","*","*"
"Madison School District","=""0760011""","N",741,715,96.5,715,8,1.1,37,5.2,121,16.9,319,44.6,230,32.2,549,76.8
"Madison School District","=""0760011""","R",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",651,636,97.7,636,181,28.5,129,20.3,155,24.4,141,22.2,30,4.7,171,26.9
"Manchester School District","=""0770011""","N",502,493,98.2,493,42,8.5,60,12.2,122,24.7,192,38.9,77,15.6,269,54.6
"Manchester School District","=""0770011""","R",82,79,96.3,79,21,26.6,"*","*",19,24.1,25,31.6,"*","*","*","*"
"Mansfield School District","=""0780011""","F",44,44,100.0,44,"*","*","*","*",6,13.6,19,43.2,8,18.2,27,61.4
"Mansfield School District","=""0780011""","N",219,216,98.6,216,"*","*","*","*",25,11.6,95,44.0,89,41.2,184,85.2
"Mansfield School District","=""0780011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N",80,80,100.0,80,"*","*","*","*",9,11.3,34,42.5,33,41.3,67,83.8
"Marlborough School District","=""0790011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","F",1012,975,96.3,969,321,33.1,251,25.9,229,23.6,150,15.5,18,1.9,168,17.3
"Meriden School District","=""0800011""","N",564,553,98.0,552,78,14.1,73,13.2,150,27.2,192,34.8,59,10.7,251,45.5
"Meriden School District","=""0800011""","R",143,138,96.5,138,32,23.2,28,20.3,33,23.9,39,28.3,6,4.3,45,32.6
"Middletown School District","=""0830011""","F",370,364,98.4,364,94,25.8,79,21.7,103,28.3,68,18.7,20,5.5,88,24.2
"Middletown School District","=""0830011""","N",546,545,99.8,545,43,7.9,60,11.0,126,23.1,222,40.7,94,17.2,316,58.0
"Middletown School District","=""0830011""","R",67,67,100.0,67,8,11.9,15,22.4,22,32.8,16,23.9,6,9.0,22,32.8
"Milford School District","=""0840011""","F",232,225,97.0,224,18,8.0,42,18.8,66,29.5,85,37.9,13,5.8,98,43.8
"Milford School District","=""0840011""","N",1096,1084,98.9,1082,42,3.9,72,6.7,245,22.6,493,45.6,230,21.3,723,66.8
"Milford School District","=""0840011""","R",71,71,100.0,71,"*","*",14,19.7,16,22.5,27,38.0,"*","*","*","*"
"Monroe School District","=""0850011""","F",41,41,100.0,41,"*","*","*","*",12,29.3,15,36.6,10,24.4,25,61.0
"Monroe School District","=""0850011""","N",719,717,99.7,715,16,2.2,20,2.8,73,10.2,299,41.8,307,42.9,606,84.8
"Monroe School District","=""0850011""","R",20,20,100.0,20,0,0.0,"*","*","*","*",9,45.0,6,30.0,15,75.0
"Montville School District","=""0860011""","F",150,148,98.7,148,12,8.1,20,13.5,36,24.3,58,39.2,22,14.9,80,54.1
"Montville School District","=""0860011""","N",351,347,98.9,347,15,4.3,19,5.5,67,19.3,136,39.2,110,31.7,246,70.9
"Montville School District","=""0860011""","R",54,54,100.0,54,"*","*","*","*",15,27.8,24,44.4,9,16.7,33,61.1
"Naugatuck School District","=""0880011""","F",369,357,96.7,357,76,21.3,81,22.7,100,28.0,87,24.4,13,3.6,100,28.0
"Naugatuck School District","=""0880011""","N",478,475,99.4,474,39,8.2,66,13.9,136,28.7,177,37.3,56,11.8,233,49.2
"Naugatuck School District","=""0880011""","R",86,86,100.0,86,"*","*",22,25.6,23,26.7,31,36.0,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","F",55,54,98.2,54,18,33.3,6,11.1,20,37.0,10,18.5,0,0.0,10,18.5
"New Beginnings Inc., Family Academy District","=""2800013""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","F",1466,1413,96.4,1407,598,42.5,286,20.3,290,20.6,208,14.8,25,1.8,233,16.6
"New Britain School District","=""0890011""","N",375,368,98.1,368,77,20.9,71,19.3,86,23.4,105,28.5,29,7.9,134,36.4
"New Britain School District","=""0890011""","R",105,104,99.0,103,"*","*",22,21.4,32,31.1,24,23.3,"*","*","*","*"
"New Canaan School District","=""0900011""","N",963,956,99.3,955,6,0.6,21,2.2,104,10.9,359,37.6,465,48.7,824,86.3
"New Fairfield School District","=""0910011""","F",46,45,97.8,45,"*","*","*","*",15,33.3,15,33.3,7,15.6,22,48.9
"New Fairfield School District","=""0910011""","N",506,499,98.6,499,13,2.6,20,4.0,111,22.2,200,40.1,155,31.1,355,71.1
"New Fairfield School District","=""0910011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N",60,60,100.0,60,"*","*","*","*",11,18.3,31,51.7,15,25.0,46,76.7
"New Hartford School District","=""0920011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","F",2395,2279,95.2,2260,803,35.5,569,25.2,523,23.1,311,13.8,54,2.4,365,16.2
"New Haven School District","=""0930011""","N",1866,1795,96.2,1782,404,22.7,320,18.0,426,23.9,417,23.4,215,12.1,632,35.5
"New Haven School District","=""0930011""","R",109,105,96.3,105,17,16.2,25,23.8,42,40.0,12,11.4,9,8.6,21,20.0
"New London School District","=""0950011""","F",532,511,96.1,509,135,26.5,115,22.6,114,22.4,118,23.2,27,5.3,145,28.5
"New London School District","=""0950011""","N",152,144,94.7,144,32,22.2,12,8.3,32,22.2,30,20.8,38,26.4,68,47.2
"New London School District","=""0950011""","R",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*"
"New Milford School District","=""0960011""","F",168,163,97.0,162,19,11.7,23,14.2,41,25.3,64,39.5,15,9.3,79,48.8
"New Milford School District","=""0960011""","N",816,802,98.3,801,26,3.2,35,4.4,182,22.7,345,43.1,213,26.6,558,69.7
"New Milford School District","=""0960011""","R",67,66,98.5,66,"*","*",11,16.7,19,28.8,25,37.9,"*","*","*","*"
"Newington School District","=""0940011""","F",164,161,98.2,161,19,11.8,18,11.2,54,33.5,53,32.9,17,10.6,70,43.5
"Newington School District","=""0940011""","N",701,700,99.9,700,29,4.1,49,7.0,163,23.3,297,42.4,162,23.1,459,65.6
"Newington School District","=""0940011""","R",62,61,98.4,61,"*","*","*","*",21,34.4,23,37.7,7,11.5,30,49.2
"Newtown School District","=""0970011""","F",63,63,100.0,63,"*","*","*","*",15,23.8,27,42.9,10,15.9,37,58.7
"Newtown School District","=""0970011""","N",1086,1078,99.3,1078,10,0.9,43,4.0,140,13.0,487,45.2,398,36.9,885,82.1
"Newtown School District","=""0970011""","R",20,20,100.0,20,0,0.0,"*","*",10,50.0,"*","*","*","*","*","*"
"Norfolk School District","=""0980011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",54,52,96.3,52,"*","*","*","*",10,19.2,25,48.1,7,13.5,32,61.5
"North Branford School District","=""0990011""","N",363,358,98.6,358,13,3.6,27,7.5,73,20.4,162,45.3,83,23.2,245,68.4
"North Branford School District","=""0990011""","R",34,34,100.0,34,"*","*","*","*",7,20.6,10,29.4,9,26.5,19,55.9
"North Canaan School District","=""1000011""","F",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",29,29,100.0,29,"*","*","*","*","*","*",18,62.1,"*","*","*","*"
"North Canaan School District","=""1000011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",91,87,95.6,87,12,13.8,15,17.2,22,25.3,29,33.3,9,10.3,38,43.7
"North Haven School District","=""1010011""","N",626,620,99.0,619,23,3.7,49,7.9,149,24.1,252,40.7,146,23.6,398,64.3
"North Haven School District","=""1010011""","R",38,38,100.0,38,"*","*","*","*",12,31.6,13,34.2,8,21.1,21,55.3
"North Stonington School District","=""1020011""","F",22,22,100.0,22,"*","*",0,0.0,8,36.4,"*","*",11,50.0,"*","*"
"North Stonington School District","=""1020011""","N",128,127,99.2,127,"*","*","*","*",17,13.4,49,38.6,57,44.9,106,83.5
"North Stonington School District","=""1020011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",1095,1077,98.4,1075,239,22.2,203,18.9,307,28.6,278,25.9,48,4.5,326,30.3
"Norwalk School District","=""1030011""","N",1189,1174,98.7,1173,80,6.8,101,8.6,263,22.4,436,37.2,293,25.0,729,62.1
"Norwalk School District","=""1030011""","R",201,201,100.0,201,22,10.9,30,14.9,60,29.9,63,31.3,26,12.9,89,44.3
"Norwich Free Academy District","=""9010022""","F",235,227,96.6,227,62,27.3,55,24.2,70,30.8,"*","*","*","*",40,17.6
"Norwich Free Academy District","=""9010022""","N",291,285,97.9,283,15,5.3,22,7.8,82,29.0,68,24.0,96,33.9,164,58.0
"Norwich Free Academy District","=""9010022""","R",32,32,100.0,32,9,28.1,6,18.8,11,34.4,"*","*","*","*",6,18.8
"Norwich School District","=""1040011""","F",502,497,99.0,497,142,28.6,91,18.3,110,22.1,139,28.0,15,3.0,154,31.0
"Norwich School District","=""1040011""","N",164,162,98.8,161,15,9.3,12,7.5,38,23.6,74,46.0,22,13.7,96,59.6
"Norwich School District","=""1040011""","R",78,77,98.7,77,"*","*",11,14.3,29,37.7,24,31.2,"*","*","*","*"
"Odyssey Community School District","=""2630013""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",57,56,98.2,56,"*","*","*","*",12,21.4,28,50.0,8,14.3,36,64.3
"Odyssey Community School District","=""2630013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","F",42,41,97.6,41,6,14.6,"*","*",7,17.1,19,46.3,"*","*","*","*"
"Old Saybrook School District","=""1060011""","N",271,270,99.6,270,6,2.2,10,3.7,44,16.3,131,48.5,79,29.3,210,77.8
"Old Saybrook School District","=""1060011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",162,161,99.4,161,"*","*","*","*",14,8.7,82,50.9,58,36.0,140,87.0
"Oxford School District","=""1080011""","F",34,33,97.1,32,"*","*","*","*",9,28.1,14,43.8,"*","*","*","*"
"Oxford School District","=""1080011""","N",427,427,100.0,426,13,3.1,24,5.6,80,18.8,169,39.7,140,32.9,309,72.5
"Oxford School District","=""1080011""","R",21,21,100.0,21,0,0.0,"*","*","*","*",7,33.3,7,33.3,14,66.7
"Park City Prep Charter School District","=""2830013""","F",127,126,99.2,126,30,23.8,29,23.0,"*","*",35,27.8,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N",36,35,97.2,35,"*","*",0,0.0,9,25.7,17,48.6,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",204,199,97.5,198,31,15.7,37,18.7,56,28.3,61,30.8,13,6.6,74,37.4
"Plainfield School District","=""1090011""","N",259,254,98.1,254,23,9.1,30,11.8,67,26.4,102,40.2,32,12.6,134,52.8
"Plainfield School District","=""1090011""","R",56,56,100.0,56,"*","*",6,10.7,19,33.9,21,37.5,"*","*","*","*"
"Plainville School District","=""1100011""","F",126,123,97.6,123,19,15.4,17,13.8,27,22.0,47,38.2,13,10.6,60,48.8
"Plainville School District","=""1100011""","N",350,345,98.6,345,19,5.5,24,7.0,61,17.7,153,44.3,88,25.5,241,69.9
"Plainville School District","=""1100011""","R",33,33,100.0,33,"*","*","*","*",7,21.2,14,42.4,"*","*","*","*"
"Plymouth School District","=""1110011""","F",81,79,97.5,79,16,20.3,13,16.5,18,22.8,26,32.9,6,7.6,32,40.5
"Plymouth School District","=""1110011""","N",243,239,98.4,239,13,5.4,30,12.6,59,24.7,100,41.8,37,15.5,137,57.3
"Plymouth School District","=""1110011""","R",21,21,100.0,21,"*","*","*","*","*","*",7,33.3,"*","*","*","*"
"Pomfret School District","=""1120011""","F",23,23,100.0,23,"*","*","*","*","*","*",11,47.8,"*","*","*","*"
"Pomfret School District","=""1120011""","N",79,79,100.0,79,0,0.0,"*","*","*","*",43,54.4,23,29.1,66,83.5
"Pomfret School District","=""1120011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F",52,52,100.0,52,8,15.4,"*","*",14,26.9,20,38.5,"*","*","*","*"
"Portland School District","=""1130011""","N",248,248,100.0,248,"*","*","*","*",43,17.3,122,49.2,70,28.2,192,77.4
"Portland School District","=""1130011""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","F",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Preston School District","=""1140011""","N",72,70,97.2,70,"*","*","*","*",9,12.9,31,44.3,"*","*","*","*"
"Preston School District","=""1140011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",116,115,99.1,115,32,27.8,22,19.1,29,25.2,26,22.6,6,5.2,32,27.8
"Putnam School District","=""1160011""","N",109,104,95.4,103,11,10.7,10,9.7,32,31.1,41,39.8,9,8.7,50,48.5
"Putnam School District","=""1160011""","R",33,32,97.0,32,6,18.8,"*","*",10,31.3,11,34.4,"*","*","*","*"
"Redding School District","=""1170011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",210,205,97.6,205,"*","*","*","*",12,5.9,105,51.2,74,36.1,179,87.3
"Redding School District","=""1170011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",72,71,98.6,71,"*","*",13,18.3,28,39.4,15,21.1,"*","*","*","*"
"Regional School District 01","=""2010012""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F",32,31,96.9,31,"*","*","*","*",9,29.0,10,32.3,8,25.8,18,58.1
"Regional School District 04","=""2040012""","N",281,281,100.0,281,"*","*","*","*",49,17.4,103,36.7,117,41.6,220,78.3
"Regional School District 04","=""2040012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F",26,26,100.0,26,"*","*",0,0.0,8,30.8,8,30.8,"*","*","*","*"
"Regional School District 05","=""2050012""","N",709,704,99.3,703,17,2.4,25,3.6,105,14.9,264,37.6,292,41.5,556,79.1
"Regional School District 05","=""2050012""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F",34,34,100.0,34,"*","*","*","*",9,26.5,12,35.3,"*","*","*","*"
"Regional School District 06","=""2060012""","N",209,205,98.1,205,8,3.9,19,9.3,47,22.9,80,39.0,51,24.9,131,63.9
"Regional School District 06","=""2060012""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F",25,25,100.0,25,"*","*","*","*",7,28.0,7,28.0,9,36.0,16,64.0
"Regional School District 07","=""2070012""","N",291,291,100.0,290,"*","*","*","*",42,14.5,109,37.6,124,42.8,233,80.3
"Regional School District 07","=""2070012""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",24,24,100.0,24,"*","*","*","*","*","*",7,29.2,6,25.0,13,54.2
"Regional School District 08","=""2080012""","N",520,515,99.0,515,15,2.9,17,3.3,109,21.2,230,44.7,144,28.0,374,72.6
"Regional School District 08","=""2080012""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",229,222,96.9,220,0,0.0,"*","*","*","*",52,23.6,120,54.5,172,78.2
"Regional School District 09","=""2090012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F",33,32,97.0,32,"*","*","*","*",9,28.1,9,28.1,7,21.9,16,50.0
"Regional School District 10","=""2100012""","N",520,516,99.2,515,13,2.5,26,5.0,89,17.3,244,47.4,143,27.8,387,75.1
"Regional School District 10","=""2100012""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",52,52,100.0,52,"*","*","*","*",7,13.5,26,50.0,10,19.2,36,69.2
"Regional School District 11","=""2110012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,"*","*","*","*"
"Regional School District 12","=""2120012""","N",138,138,100.0,138,"*","*","*","*",16,11.6,62,44.9,51,37.0,113,81.9
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F",29,28,96.6,28,"*","*","*","*",6,21.4,11,39.3,6,21.4,17,60.7
"Regional School District 13","=""2130012""","N",383,379,99.0,379,"*","*","*","*",54,14.2,166,43.8,139,36.7,305,80.5
"Regional School District 13","=""2130012""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F",46,46,100.0,46,"*","*",6,13.0,19,41.3,15,32.6,"*","*","*","*"
"Regional School District 14","=""2140012""","N",364,362,99.5,362,11,3.0,14,3.9,76,21.0,153,42.3,108,29.8,261,72.1
"Regional School District 14","=""2140012""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","F",52,52,100.0,52,"*","*","*","*",13,25.0,20,38.5,12,23.1,32,61.5
"Regional School District 15","=""2150012""","N",860,851,99.0,851,13,1.5,19,2.2,105,12.3,400,47.0,314,36.9,714,83.9
"Regional School District 15","=""2150012""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","F",54,54,100.0,54,9,16.7,7,13.0,16,29.6,16,29.6,6,11.1,22,40.7
"Regional School District 16","=""2160012""","N",458,452,98.7,452,19,4.2,29,6.4,109,24.1,191,42.3,104,23.0,295,65.3
"Regional School District 16","=""2160012""","R",21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*","*","*"
"Regional School District 17","=""2170012""","F",36,35,97.2,35,"*","*",0,0.0,"*","*",12,34.3,13,37.1,25,71.4
"Regional School District 17","=""2170012""","N",488,481,98.6,481,14,2.9,16,3.3,74,15.4,195,40.5,182,37.8,377,78.4
"Regional School District 17","=""2170012""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","F",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",330,330,100.0,330,"*","*","*","*",47,14.2,138,41.8,127,38.5,265,80.3
"Regional School District 18","=""2180012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","F",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N",248,245,98.8,245,8,3.3,17,6.9,66,26.9,59,24.1,95,38.8,154,62.9
"Regional School District 19","=""2190012""","R",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F",21,20,95.2,20,0,0.0,"*","*",6,30.0,11,55.0,"*","*","*","*"
"Ridgefield School District","=""1180011""","N",1226,1202,98.0,1202,13,1.1,30,2.5,128,10.6,469,39.0,562,46.8,1031,85.8
"Ridgefield School District","=""1180011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",87,87,100.0,87,14,16.1,10,11.5,24,27.6,25,28.7,14,16.1,39,44.8
"Rocky Hill School District","=""1190011""","N",457,453,99.1,453,8,1.8,14,3.1,80,17.7,167,36.9,184,40.6,351,77.5
"Rocky Hill School District","=""1190011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",84,84,100.0,84,"*","*","*","*",11,13.1,41,48.8,26,31.0,67,79.8
"Salem School District","=""1210011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",96,95,99.0,95,22,23.2,12,12.6,21,22.1,34,35.8,6,6.3,40,42.1
"Seymour School District","=""1240011""","N",383,380,99.2,380,16,4.2,40,10.5,94,24.7,157,41.3,73,19.2,230,60.5
"Seymour School District","=""1240011""","R",39,39,100.0,39,"*","*","*","*",15,38.5,14,35.9,"*","*","*","*"
"Sharon School District","=""1250011""","F",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",23,22,95.7,22,0,0.0,"*","*",8,36.4,9,40.9,"*","*","*","*"
"Sharon School District","=""1250011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",200,198,99.0,197,18,9.1,35,17.8,52,26.4,73,37.1,19,9.6,92,46.7
"Shelton School District","=""1260011""","N",900,892,99.1,892,37,4.1,54,6.1,154,17.3,379,42.5,268,30.0,647,72.5
"Shelton School District","=""1260011""","R",75,71,94.7,71,"*","*","*","*",12,16.9,31,43.7,20,28.2,51,71.8
"Sherman School District","=""1270011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",72,71,98.6,71,"*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",21,21,100.0,21,0,0.0,"*","*","*","*",9,42.9,0,0.0,9,42.9
"Side By Side Charter School District","=""2700013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",70,69,98.6,69,"*","*","*","*",13,18.8,18,26.1,24,34.8,42,60.9
"Simsbury School District","=""1280011""","N",897,890,99.2,889,18,2.0,19,2.1,73,8.2,341,38.4,438,49.3,779,87.6
"Simsbury School District","=""1280011""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","F",25,24,96.0,24,"*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",314,311,99.0,311,6,1.9,12,3.9,57,18.3,116,37.3,120,38.6,236,75.9
"Somers School District","=""1290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","F",95,94,98.9,94,10,10.6,16,17.0,21,22.3,33,35.1,14,14.9,47,50.0
"South Windsor School District","=""1320011""","N",870,861,99.0,861,12,1.4,26,3.0,102,11.8,342,39.7,379,44.0,721,83.7
"South Windsor School District","=""1320011""","R",32,31,96.9,31,"*","*","*","*",8,25.8,15,48.4,"*","*","*","*"
"Southington School District","=""1310011""","F",185,182,98.4,181,19,10.5,20,11.0,47,26.0,70,38.7,25,13.8,95,52.5
"Southington School District","=""1310011""","N",1402,1386,98.9,1386,45,3.2,78,5.6,224,16.2,641,46.2,398,28.7,1039,75.0
"Southington School District","=""1310011""","R",65,65,100.0,65,"*","*","*","*",16,24.6,26,40.0,14,21.5,40,61.5
"Sprague School District","=""1330011""","F",37,37,100.0,37,"*","*","*","*",7,18.9,16,43.2,8,21.6,24,64.9
"Sprague School District","=""1330011""","N",38,38,100.0,38,0,0.0,0,0.0,"*","*",22,57.9,"*","*","*","*"
"Sprague School District","=""1330011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",76,71,93.4,71,8,11.3,"*","*",18,25.4,34,47.9,"*","*","*","*"
"Stafford School District","=""1340011""","N",216,216,100.0,216,"*","*","*","*",44,20.4,95,44.0,64,29.6,159,73.6
"Stafford School District","=""1340011""","R",30,30,100.0,30,"*","*","*","*",8,26.7,10,33.3,7,23.3,17,56.7
"Stamford Academy District","=""2820013""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford Academy District","=""2820013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",1586,1549,97.7,1545,399,25.8,292,18.9,421,27.2,348,22.5,85,5.5,433,28.0
"Stamford School District","=""1350011""","N",1519,1503,98.9,1503,100,6.7,100,6.7,273,18.2,638,42.4,392,26.1,1030,68.5
"Stamford School District","=""1350011""","R",282,279,98.9,279,58,20.8,35,12.5,90,32.3,71,25.4,25,9.0,96,34.4
"Sterling School District","=""1360011""","F",27,26,96.3,26,"*","*","*","*",7,26.9,10,38.5,0,0.0,10,38.5
"Sterling School District","=""1360011""","N",71,71,100.0,71,11,15.5,"*","*",19,26.8,30,42.3,"*","*","*","*"
"Sterling School District","=""1360011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","F",80,79,98.8,79,7,8.9,7,8.9,21,26.6,30,38.0,14,17.7,44,55.7
"Stonington School District","=""1370011""","N",417,414,99.3,414,9,2.2,16,3.9,74,17.9,175,42.3,140,33.8,315,76.1
"Stonington School District","=""1370011""","R",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","F",560,545,97.3,544,99,18.2,116,21.3,166,30.5,142,26.1,21,3.9,163,30.0
"Stratford School District","=""1380011""","N",849,838,98.7,836,56,6.7,75,9.0,193,23.1,360,43.1,152,18.2,512,61.2
