"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 10, Free/Reduced Price Meal Eligibility (3-"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Old Saybrook School District","=""1060011""","N",98,97,99.0,97,"*","*","*","*",24,24.7,29,29.9,37,38.1,66,68.0,281
"Old Saybrook School District","=""1060011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","F",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",118,118,100.0,117,"*","*","*","*",27,23.1,25,21.4,56,47.9,81,69.2,289
"Oxford School District","=""1080011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",55,51,92.7,50,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Plainfield School District","=""1090011""","N",97,94,96.9,94,15,16.0,19,20.2,33,35.1,15,16.0,12,12.8,27,28.7,239
"Plainfield School District","=""1090011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","F",44,41,93.2,41,"*","*",9,22.0,"*","*","*","*","*","*","*","*",236
"Plainville School District","=""1100011""","N",112,109,97.3,109,"*","*","*","*",29,26.6,34,31.2,30,27.5,64,58.7,266
"Plainville School District","=""1100011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","F",24,22,91.7,22,"*","*","*","*","*","*","*","*","*","*","*","*",219
"Plymouth School District","=""1110011""","N",96,94,97.9,94,6,6.4,19,20.2,31,33.0,24,25.5,14,14.9,38,40.4,249
"Plymouth School District","=""1110011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",72,72,100.0,72,"*","*","*","*",24,33.3,21,29.2,24,33.3,45,62.5,280
"Portland School District","=""1130011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",28,28,100.0,28,7,25.0,7,25.0,"*","*","*","*","*","*","*","*",222
"Putnam School District","=""1160011""","N",30,29,96.7,28,"*","*","*","*",13,46.4,"*","*","*","*","*","*",249
"Putnam School District","=""1160011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N",70,69,98.6,69,"*","*","*","*",28,40.6,14,20.3,12,17.4,26,37.7,253
"Regional School District 01","=""2010012""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",142,142,100.0,142,"*","*","*","*",36,25.4,35,24.6,64,45.1,99,69.7,290
"Regional School District 04","=""2040012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",344,343,99.7,342,"*","*","*","*",64,18.7,80,23.4,185,54.1,265,77.5,297
"Regional School District 05","=""2050012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",237
"Regional School District 06","=""2060012""","N",90,89,98.9,89,"*","*","*","*",30,33.7,23,25.8,23,25.8,46,51.7,266
"Regional School District 06","=""2060012""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",159,159,100.0,158,"*","*","*","*",36,22.8,45,28.5,66,41.8,111,70.3,285
"Regional School District 07","=""2070012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",259,254,98.1,254,"*","*","*","*",67,26.4,84,33.1,93,36.6,177,69.7,284
"Regional School District 08","=""2080012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",229,222,96.9,220,0,0.0,"*","*","*","*",52,23.6,120,54.5,172,78.2,298
"Regional School District 09","=""2090012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",187,187,100.0,187,"*","*","*","*",38,20.3,47,25.1,88,47.1,135,72.2,288
"Regional School District 10","=""2100012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",274
"Regional School District 12","=""2120012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",52,52,100.0,52,"*","*","*","*",7,13.5,16,30.8,23,44.2,39,75.0,288
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",114,112,98.2,112,"*","*","*","*",20,17.9,31,27.7,56,50.0,87,77.7,299
"Regional School District 13","=""2130012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",243
"Regional School District 14","=""2140012""","N",163,162,99.4,162,"*","*","*","*",47,29.0,45,27.8,59,36.4,104,64.2,280
"Regional School District 14","=""2140012""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",283
"Regional School District 15","=""2150012""","N",268,260,97.0,260,"*","*","*","*",40,15.4,82,31.5,129,49.6,211,81.2,295
"Regional School District 15","=""2150012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",147,147,100.0,147,12,8.2,11,7.5,54,36.7,33,22.4,37,25.2,70,47.6,262
"Regional School District 16","=""2160012""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",139,137,98.6,137,"*","*","*","*",33,24.1,36,26.3,62,45.3,98,71.5,292
"Regional School District 17","=""2170012""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","F",8,8,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",110,110,100.0,110,"*","*","*","*",25,22.7,28,25.5,48,43.6,76,69.1,284
"Regional School District 19","=""2190012""","F",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Regional School District 19","=""2190012""","N",248,245,98.8,245,8,3.3,17,6.9,66,26.9,59,24.1,95,38.8,154,62.9,281
"Regional School District 19","=""2190012""","R",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",420,397,94.5,397,0,0.0,10,2.5,64,16.1,96,24.2,227,57.2,323,81.4,300
"Ridgefield School District","=""1180011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",26,26,100.0,26,7,26.9,"*","*","*","*","*","*","*","*","*","*",230
"Rocky Hill School District","=""1190011""","N",143,141,98.6,141,"*","*","*","*",42,29.8,29,20.6,63,44.7,92,65.2,288
"Rocky Hill School District","=""1190011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",21,20,95.2,20,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Seymour School District","=""1240011""","N",122,120,98.4,120,9,7.5,11,9.2,42,35.0,31,25.8,27,22.5,58,48.3,259
"Seymour School District","=""1240011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",58,56,96.6,55,"*","*","*","*",19,34.5,12,21.8,"*","*","*","*",251
"Shelton School District","=""1260011""","N",268,263,98.1,263,11,4.2,17,6.5,77,29.3,85,32.3,73,27.8,158,60.1,271
"Shelton School District","=""1260011""","R",26,23,88.5,23,"*","*","*","*",8,34.8,6,26.1,"*","*","*","*",263
"Sherman School District","=""1270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",24,23,95.8,23,0,0.0,"*","*","*","*","*","*","*","*","*","*",291
"Simsbury School District","=""1280011""","N",301,300,99.7,299,"*","*","*","*",32,10.7,57,19.1,200,66.9,257,86.0,310
"Simsbury School District","=""1280011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",116,114,98.3,114,"*","*","*","*","*","*","*","*","*","*","*","*",287
"South Windsor School District","=""1320011""","F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",247
"South Windsor School District","=""1320011""","N",296,291,98.3,291,"*","*","*","*",44,15.1,60,20.6,178,61.2,238,81.8,308
"South Windsor School District","=""1320011""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","F",60,58,96.7,57,"*","*",12,21.1,19,33.3,12,21.1,"*","*","*","*",253
"Southington School District","=""1310011""","N",462,452,97.8,452,10,2.2,25,5.5,106,23.5,107,23.7,204,45.1,311,68.8,287
"Southington School District","=""1310011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",20,15,75.0,15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N",68,68,100.0,68,"*","*","*","*",14,20.6,18,26.5,31,45.6,49,72.1,284
"Stafford School District","=""1340011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Stamford Academy District","=""2820013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",497,473,95.2,469,156,33.3,115,24.5,137,29.2,38,8.1,23,4.9,61,13.0,211
"Stamford School District","=""1350011""","N",523,513,98.1,513,47,9.2,50,9.7,156,30.4,120,23.4,140,27.3,260,50.7,263
"Stamford School District","=""1350011""","R",92,91,98.9,91,28,30.8,17,18.7,34,37.4,"*","*","*","*",12,13.2,216
"Sterling School District","=""1360011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Stonington School District","=""1370011""","N",148,147,99.3,147,"*","*","*","*",45,30.6,41,27.9,52,35.4,93,63.3,279
"Stonington School District","=""1370011""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","F",187,176,94.1,175,28,16.0,39,22.3,76,43.4,21,12.0,11,6.3,32,18.3,228
"Stratford School District","=""1380011""","N",281,273,97.2,271,11,4.1,25,9.2,93,34.3,78,28.8,64,23.6,142,52.4,265
"Stratford School District","=""1380011""","R",54,54,100.0,54,"*","*","*","*",20,37.0,14,25.9,10,18.5,24,44.4,254
"Suffield School District","=""1390011""","F",20,17,85.0,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",177,174,98.3,174,0,0.0,7,4.0,32,18.4,43,24.7,92,52.9,135,77.6,296
"Suffield School District","=""1390011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",32,32,100.0,32,11,34.4,9,28.1,"*","*","*","*",0,0.0,"*","*",210
"The Bridge Academy District","=""2690013""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",52,51,98.1,51,12,23.5,8,15.7,14,27.5,7,13.7,10,19.6,17,33.3,238
"The Gilbert School District","=""9020022""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",46,46,100.0,46,"*","*","*","*",20,43.5,13,28.3,9,19.6,22,47.8,261
"Thomaston School District","=""1400011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",41,38,92.7,38,"*","*","*","*",21,55.3,"*","*","*","*","*","*",246
"Thompson School District","=""1410011""","R",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",198,198,100.0,198,"*","*","*","*",41,20.7,60,30.3,82,41.4,142,71.7,287
"Tolland School District","=""1420011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","F",110,91,82.7,91,23,25.3,23,25.3,30,33.0,"*","*","*","*",15,16.5,220
"Torrington School District","=""1430011""","N",139,127,91.4,126,11,8.7,18,14.3,45,35.7,25,19.8,27,21.4,52,41.3,253
"Torrington School District","=""1430011""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",43,41,95.3,41,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Trumbull School District","=""1440011""","N",499,491,98.4,491,7,1.4,8,1.6,91,18.5,107,21.8,278,56.6,385,78.4,300
"Trumbull School District","=""1440011""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","F",37,32,86.5,31,15,48.4,6,19.4,10,32.3,0,0.0,0,0.0,0,0.0,190
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",69,66,95.7,66,15,22.7,23,34.8,"*","*","*","*","*","*","*","*",221
"Vernon School District","=""1460011""","N",122,122,100.0,121,"*","*","*","*",50,41.3,25,20.7,28,23.1,53,43.8,259
"Vernon School District","=""1460011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",58,54,93.1,54,"*","*",7,13.0,24,44.4,15,27.8,"*","*","*","*",246
"Wallingford School District","=""1480011""","N",397,395,99.5,395,14,3.5,26,6.6,130,32.9,111,28.1,114,28.9,225,57.0,271
"Wallingford School District","=""1480011""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F",819,788,96.2,776,302,38.9,198,25.5,202,26.0,51,6.6,23,3.0,74,9.5,206
"Waterbury School District","=""1510011""","N",327,315,96.3,313,81,25.9,69,22.0,100,31.9,33,10.5,30,9.6,63,20.1,222
"Waterbury School District","=""1510011""","R",104,102,98.1,102,20,19.6,24,23.5,33,32.4,14,13.7,11,10.8,25,24.5,228
"Waterford School District","=""1520011""","F",33,28,84.8,28,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Waterford School District","=""1520011""","N",178,176,98.9,176,7,4.0,6,3.4,60,34.1,41,23.3,62,35.2,103,58.5,276
"Waterford School District","=""1520011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","F",32,27,84.4,27,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Watertown School District","=""1530011""","N",164,160,97.6,160,"*","*","*","*",54,33.8,43,26.9,44,27.5,87,54.4,268
"Watertown School District","=""1530011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","F",133,128,96.2,128,14,10.9,19,14.8,35,27.3,28,21.9,32,25.0,60,46.9,258
"West Hartford School District","=""1550011""","N",567,564,99.5,564,6,1.1,9,1.6,77,13.7,108,19.1,364,64.5,472,83.7,307
"West Hartford School District","=""1550011""","R",33,31,93.9,31,0,0.0,"*","*","*","*",11,35.5,12,38.7,23,74.2,285
"West Haven School District","=""1560011""","F",222,211,95.0,209,35,16.7,43,20.6,76,36.4,28,13.4,27,12.9,55,26.3,237
"West Haven School District","=""1560011""","N",150,143,95.3,143,11,7.7,13,9.1,43,30.1,31,21.7,45,31.5,76,53.1,266
"West Haven School District","=""1560011""","R",25,25,100.0,25,"*","*","*","*",12,48.0,7,28.0,0,0.0,7,28.0,233
"Westbrook School District","=""1540011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",77,76,98.7,75,"*","*","*","*",31,41.3,22,29.3,16,21.3,38,50.7,266
"Westbrook School District","=""1540011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",198,193,97.5,193,"*","*","*","*",37,19.2,50,25.9,100,51.8,150,77.7,296
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",457,449,98.2,449,"*","*","*","*",93,20.7,98,21.8,247,55.0,345,76.8,298
"Westport School District","=""1580011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F",44,38,86.4,38,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Wethersfield School District","=""1590011""","N",257,249,96.9,249,8,3.2,12,4.8,71,28.5,71,28.5,87,34.9,158,63.5,275
"Wethersfield School District","=""1590011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",337,329,97.6,326,"*","*","*","*","*","*","*","*","*","*","*","*",302
"Winchester School District","=""1620011""","N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",218,200,183.5,200,80,80.0,48,48.0,50,50.0,"*","*","*","*",11,11.0,414
"Windham School District","=""1630011""","N",23,21,91.3,21,"*","*","*","*","*","*","*","*","*","*","*","*",248
"Windham School District","=""1630011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","F",31,27,87.1,27,"*","*","*","*","*","*","*","*","*","*","*","*",227
"Windsor Locks School District","=""1650011""","N",73,71,97.3,71,"*","*","*","*",26,36.6,23,32.4,11,15.5,34,47.9,258
"Windsor Locks School District","=""1650011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","F",99,91,91.9,91,15,16.5,24,26.4,30,33.0,"*","*","*","*",22,24.2,232
"Windsor School District","=""1640011""","N",177,173,97.7,173,"*","*","*","*",62,35.8,34,19.7,55,31.8,89,51.4,270
"Windsor School District","=""1640011""","R",26,24,92.3,24,"*","*",6,25.0,7,29.2,6,25.0,"*","*","*","*",235
"Wolcott School District","=""1660011""","F",43,42,97.7,42,"*","*",12,28.6,"*","*","*","*","*","*","*","*",241
"Wolcott School District","=""1660011""","N",139,139,100.0,139,"*","*","*","*",50,36.0,35,25.2,45,32.4,80,57.6,273
"Wolcott School District","=""1660011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

