"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Elig"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Old Saybrook School District","=""1060011""","N",271,270,99.6,270,6,2.2,10,3.7,44,16.3,131,48.5,79,29.3,210,77.8
"Orange School District","=""1070011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",162,161,99.4,161,"*","*","*","*",14,8.7,82,50.9,58,36.0,140,87.0
"Oxford School District","=""1080011""","Y",55,54,98.2,53,"*","*","*","*",15,28.3,21,39.6,10,18.9,31,58.5
"Oxford School District","=""1080011""","N",427,427,100.0,426,13,3.1,24,5.6,80,18.8,169,39.7,140,32.9,309,72.5
"Park City Prep Charter School District","=""2830013""","Y",140,139,99.3,139,30,21.6,32,23.0,32,23.0,39,28.1,6,4.3,45,32.4
"Park City Prep Charter School District","=""2830013""","N",36,35,97.2,35,"*","*",0,0.0,9,25.7,17,48.6,"*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",260,255,98.1,254,37,14.6,43,16.9,75,29.5,82,32.3,17,6.7,99,39.0
"Plainfield School District","=""1090011""","N",259,254,98.1,254,23,9.1,30,11.8,67,26.4,102,40.2,32,12.6,134,52.8
"Plainville School District","=""1100011""","Y",159,156,98.1,156,24,15.4,21,13.5,34,21.8,61,39.1,16,10.3,77,49.4
"Plainville School District","=""1100011""","N",350,345,98.6,345,19,5.5,24,7.0,61,17.7,153,44.3,88,25.5,241,69.9
"Plymouth School District","=""1110011""","Y",102,100,98.0,100,21,21.0,15,15.0,23,23.0,33,33.0,8,8.0,41,41.0
"Plymouth School District","=""1110011""","N",243,239,98.4,239,13,5.4,30,12.6,59,24.7,100,41.8,37,15.5,137,57.3
"Pomfret School District","=""1120011""","Y",29,29,100.0,29,"*","*","*","*","*","*",17,58.6,"*","*","*","*"
"Pomfret School District","=""1120011""","N",79,79,100.0,79,0,0.0,"*","*","*","*",43,54.4,23,29.1,66,83.5
"Portland School District","=""1130011""","Y",67,66,98.5,66,9,13.6,6,9.1,17,25.8,24,36.4,10,15.2,34,51.5
"Portland School District","=""1130011""","N",248,248,100.0,248,"*","*","*","*",43,17.3,122,49.2,70,28.2,192,77.4
"Preston School District","=""1140011""","Y",26,26,100.0,26,"*","*","*","*",8,30.8,13,50.0,0,0.0,13,50.0
"Preston School District","=""1140011""","N",72,70,97.2,70,"*","*","*","*",9,12.9,31,44.3,23,32.9,54,77.1
"Putnam School District","=""1160011""","Y",149,147,98.7,147,38,25.9,24,16.3,39,26.5,37,25.2,9,6.1,46,31.3
"Putnam School District","=""1160011""","N",109,104,95.4,103,11,10.7,10,9.7,32,31.1,41,39.8,9,8.7,50,48.5
"Redding School District","=""1170011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",210,205,97.6,205,"*","*","*","*",12,5.9,105,51.2,74,36.1,179,87.3
"Regional School District 01","=""2010012""","Y",23,22,95.7,22,"*","*","*","*",11,50.0,6,27.3,"*","*","*","*"
"Regional School District 01","=""2010012""","N",72,71,98.6,71,"*","*",13,18.3,28,39.4,15,21.1,"*","*","*","*"
"Regional School District 04","=""2040012""","Y",36,35,97.2,35,"*","*","*","*",10,28.6,10,28.6,9,25.7,19,54.3
"Regional School District 04","=""2040012""","N",281,281,100.0,281,"*","*","*","*",49,17.4,103,36.7,117,41.6,220,78.3
"Regional School District 05","=""2050012""","Y",32,32,100.0,32,"*","*",0,0.0,9,28.1,12,37.5,"*","*","*","*"
"Regional School District 05","=""2050012""","N",709,704,99.3,703,17,2.4,25,3.6,105,14.9,264,37.6,292,41.5,556,79.1
"Regional School District 06","=""2060012""","Y",47,47,100.0,47,6,12.8,6,12.8,11,23.4,17,36.2,7,14.9,24,51.1
"Regional School District 06","=""2060012""","N",209,205,98.1,205,8,3.9,19,9.3,47,22.9,80,39.0,51,24.9,131,63.9
"Regional School District 07","=""2070012""","Y",31,31,100.0,31,"*","*","*","*",11,35.5,7,22.6,10,32.3,17,54.8
"Regional School District 07","=""2070012""","N",291,291,100.0,290,"*","*","*","*",42,14.5,109,37.6,124,42.8,233,80.3
"Regional School District 08","=""2080012""","Y",37,37,100.0,37,"*","*","*","*",8,21.6,13,35.1,9,24.3,22,59.5
"Regional School District 08","=""2080012""","N",520,515,99.0,515,15,2.9,17,3.3,109,21.2,230,44.7,144,28.0,374,72.6
"Regional School District 09","=""2090012""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",229,222,96.9,220,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",41,40,97.6,40,"*","*","*","*",12,30.0,12,30.0,7,17.5,19,47.5
"Regional School District 10","=""2100012""","N",520,516,99.2,515,13,2.5,26,5.0,89,17.3,244,47.4,143,27.8,387,75.1
"Regional School District 11","=""2110012""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",52,52,100.0,52,"*","*","*","*",7,13.5,26,50.0,10,19.2,36,69.2
"Regional School District 12","=""2120012""","Y",24,24,100.0,24,"*","*",6,25.0,"*","*",8,33.3,"*","*","*","*"
"Regional School District 12","=""2120012""","N",138,138,100.0,138,"*","*","*","*",16,11.6,62,44.9,51,37.0,113,81.9
"Regional School District 13","=""2130012""","Y",38,37,97.4,37,"*","*","*","*",7,18.9,14,37.8,10,27.0,24,64.9
"Regional School District 13","=""2130012""","N",383,379,99.0,379,"*","*","*","*",54,14.2,166,43.8,139,36.7,305,80.5
"Regional School District 14","=""2140012""","Y",64,64,100.0,64,"*","*","*","*",20,31.3,23,35.9,11,17.2,34,53.1
"Regional School District 14","=""2140012""","N",364,362,99.5,362,11,3.0,14,3.9,76,21.0,153,42.3,108,29.8,261,72.1
"Regional School District 15","=""2150012""","Y",64,64,100.0,64,"*","*","*","*",15,23.4,24,37.5,14,21.9,38,59.4
"Regional School District 15","=""2150012""","N",860,851,99.0,851,13,1.5,19,2.2,105,12.3,400,47.0,314,36.9,714,83.9
"Regional School District 16","=""2160012""","Y",75,75,100.0,75,11,14.7,11,14.7,20,26.7,26,34.7,7,9.3,33,44.0
"Regional School District 16","=""2160012""","N",458,452,98.7,452,19,4.2,29,6.4,109,24.1,191,42.3,104,23.0,295,65.3
"Regional School District 17","=""2170012""","Y",54,53,98.1,53,"*","*","*","*",9,17.0,17,32.1,22,41.5,39,73.6
"Regional School District 17","=""2170012""","N",488,481,98.6,481,14,2.9,16,3.3,74,15.4,195,40.5,182,37.8,377,78.4
"Regional School District 18","=""2180012""","Y",18,18,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",330,330,100.0,330,"*","*","*","*",47,14.2,138,41.8,127,38.5,265,80.3
"Regional School District 19","=""2190012""","Y",51,50,98.0,50,"*","*",7,14.0,21,42.0,"*","*",12,24.0,"*","*"
"Regional School District 19","=""2190012""","N",248,245,98.8,245,8,3.3,17,6.9,66,26.9,59,24.1,95,38.8,154,62.9
"Ridgefield School District","=""1180011""","Y",28,27,96.4,27,"*","*","*","*",7,25.9,15,55.6,"*","*","*","*"
"Ridgefield School District","=""1180011""","N",1226,1202,98.0,1202,13,1.1,30,2.5,128,10.6,469,39.0,562,46.8,1031,85.8
"Rocky Hill School District","=""1190011""","Y",105,105,100.0,105,17,16.2,12,11.4,28,26.7,32,30.5,16,15.2,48,45.7
"Rocky Hill School District","=""1190011""","N",457,453,99.1,453,8,1.8,14,3.1,80,17.7,167,36.9,184,40.6,351,77.5
"Salem School District","=""1210011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N",84,84,100.0,84,"*","*","*","*",11,13.1,41,48.8,26,31.0,67,79.8
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",135,134,99.3,134,27,20.1,15,11.2,36,26.9,48,35.8,8,6.0,56,41.8
"Seymour School District","=""1240011""","N",383,380,99.2,380,16,4.2,40,10.5,94,24.7,157,41.3,73,19.2,230,60.5
"Sharon School District","=""1250011""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",23,22,95.7,22,0,0.0,"*","*",8,36.4,9,40.9,"*","*","*","*"
"Shelton School District","=""1260011""","Y",275,269,97.8,268,22,8.2,39,14.6,64,23.9,104,38.8,39,14.6,143,53.4
"Shelton School District","=""1260011""","N",900,892,99.1,892,37,4.1,54,6.1,154,17.3,379,42.5,268,30.0,647,72.5
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",72,71,98.6,71,"*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,9,40.9,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",21,21,100.0,21,0,0.0,"*","*","*","*",9,42.9,0,0.0,9,42.9
"Simsbury School District","=""1280011""","Y",85,84,98.8,84,"*","*","*","*",15,17.9,27,32.1,27,32.1,54,64.3
"Simsbury School District","=""1280011""","N",897,890,99.2,889,18,2.0,19,2.1,73,8.2,341,38.4,438,49.3,779,87.6
"Somers School District","=""1290011""","Y",26,25,96.2,25,"*","*","*","*",10,40.0,6,24.0,"*","*","*","*"
"Somers School District","=""1290011""","N",314,311,99.0,311,6,1.9,12,3.9,57,18.3,116,37.3,120,38.6,236,75.9
"South Windsor School District","=""1320011""","Y",127,125,98.4,125,11,8.8,18,14.4,29,23.2,48,38.4,19,15.2,67,53.6
"South Windsor School District","=""1320011""","N",870,861,99.0,861,12,1.4,26,3.0,102,11.8,342,39.7,379,44.0,721,83.7
"Southington School District","=""1310011""","Y",250,247,98.8,246,22,8.9,26,10.6,63,25.6,96,39.0,39,15.9,135,54.9
"Southington School District","=""1310011""","N",1402,1386,98.9,1386,45,3.2,78,5.6,224,16.2,641,46.2,398,28.7,1039,75.0
"Sprague School District","=""1330011""","Y",39,39,100.0,39,"*","*","*","*",8,20.5,17,43.6,8,20.5,25,64.1
"Sprague School District","=""1330011""","N",38,38,100.0,38,0,0.0,0,0.0,"*","*",22,57.9,"*","*","*","*"
"Stafford School District","=""1340011""","Y",106,101,95.3,101,11,10.9,8,7.9,26,25.7,44,43.6,12,11.9,56,55.4
"Stafford School District","=""1340011""","N",216,216,100.0,216,"*","*","*","*",44,20.4,95,44.0,64,29.6,159,73.6
"Stamford Academy District","=""2820013""","Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","Y",1868,1828,97.9,1824,457,25.1,327,17.9,511,28.0,419,23.0,110,6.0,529,29.0
"Stamford School District","=""1350011""","N",1519,1503,98.9,1503,100,6.7,100,6.7,273,18.2,638,42.4,392,26.1,1030,68.5
"Sterling School District","=""1360011""","Y",36,35,97.2,35,"*","*",7,20.0,9,25.7,13,37.1,"*","*","*","*"
"Sterling School District","=""1360011""","N",71,71,100.0,71,11,15.5,"*","*",19,26.8,30,42.3,"*","*","*","*"
"Stonington School District","=""1370011""","Y",98,95,96.9,95,8,8.4,11,11.6,25,26.3,32,33.7,19,20.0,51,53.7
"Stonington School District","=""1370011""","N",417,414,99.3,414,9,2.2,16,3.9,74,17.9,175,42.3,140,33.8,315,76.1
"Stratford School District","=""1380011""","Y",730,714,97.8,713,113,15.8,142,19.9,219,30.7,198,27.8,41,5.8,239,33.5
"Stratford School District","=""1380011""","N",849,838,98.7,836,56,6.7,75,9.0,193,23.1,360,43.1,152,18.2,512,61.2
"Suffield School District","=""1390011""","Y",59,54,91.5,54,10,18.5,"*","*",16,29.6,17,31.5,"*","*","*","*"
"Suffield School District","=""1390011""","N",473,469,99.2,469,10,2.1,25,5.3,82,17.5,192,40.9,160,34.1,352,75.1
"The Bridge Academy District","=""2690013""","Y",84,84,100.0,84,31,36.9,23,27.4,18,21.4,12,14.3,0,0.0,12,14.3
"The Bridge Academy District","=""2690013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",67,67,100.0,67,12,17.9,11,16.4,18,26.9,20,29.9,6,9.0,26,38.8
"The Gilbert School District","=""9020022""","N",103,102,99.0,102,13,12.7,17,16.7,28,27.5,30,29.4,14,13.7,44,43.1
"Thomaston School District","=""1400011""","Y",46,46,100.0,46,"*","*",7,15.2,9,19.6,21,45.7,"*","*","*","*"
"Thomaston School District","=""1400011""","N",155,155,100.0,155,"*","*","*","*",37,23.9,69,44.5,33,21.3,102,65.8
"Thompson School District","=""1410011""","Y",89,88,98.9,88,19,21.6,"*","*",23,26.1,27,30.7,"*","*","*","*"
"Thompson School District","=""1410011""","N",149,146,98.0,146,7,4.8,12,8.2,47,32.2,60,41.1,20,13.7,80,54.8
"Tolland School District","=""1420011""","Y",48,48,100.0,48,"*","*","*","*",8,16.7,21,43.8,9,18.8,30,62.5
"Tolland School District","=""1420011""","N",587,587,100.0,587,14,2.4,17,2.9,77,13.1,284,48.4,195,33.2,479,81.6
"Torrington School District","=""1430011""","Y",482,454,94.2,454,68,15.0,76,16.7,114,25.1,159,35.0,37,8.1,196,43.2
"Torrington School District","=""1430011""","N",478,465,97.3,464,29,6.3,43,9.3,99,21.3,218,47.0,75,16.2,293,63.1
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",156,152,97.4,152,"*","*","*","*",41,27.0,52,34.2,38,25.0,90,59.2
"Trumbull School District","=""1440011""","N",1363,1353,99.3,1353,30,2.2,34,2.5,176,13.0,491,36.3,622,46.0,1113,82.3
"Unified School District #2","=""3470015""","Y",55,49,89.1,48,27,56.3,7,14.6,14,29.2,0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",293,288,98.3,288,54,18.8,67,23.3,72,25.0,81,28.1,14,4.9,95,33.0
"Vernon School District","=""1460011""","N",350,350,100.0,349,20,5.7,36,10.3,87,24.9,150,43.0,56,16.0,206,59.0
"Voluntown School District","=""1470011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",46,46,100.0,46,"*","*","*","*","*","*",31,67.4,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",258,253,98.1,253,18,7.1,36,14.2,77,30.4,101,39.9,21,8.3,122,48.2
"Wallingford School District","=""1480011""","N",1138,1130,99.3,1130,43,3.8,61,5.4,254,22.5,488,43.2,284,25.1,772,68.3
"Waterbury School District","=""1510011""","Y",3144,3099,98.6,3086,1064,34.5,658,21.3,736,23.8,546,17.7,82,2.7,628,20.3
"Waterbury School District","=""1510011""","N",860,843,98.0,840,198,23.6,142,16.9,209,24.9,225,26.8,66,7.9,291,34.6
"Waterford School District","=""1520011""","Y",137,132,96.4,132,16,12.1,18,13.6,41,31.1,43,32.6,14,10.6,57,43.2
"Waterford School District","=""1520011""","N",507,504,99.4,504,23,4.6,19,3.8,103,20.4,236,46.8,123,24.4,359,71.2
"Watertown School District","=""1530011""","Y",179,174,97.2,174,18,10.3,18,10.3,46,26.4,73,42.0,19,10.9,92,52.9
"Watertown School District","=""1530011""","N",465,461,99.1,461,17,3.7,32,6.9,113,24.5,207,44.9,92,20.0,299,64.9
"West Hartford School District","=""1550011""","Y",459,447,97.4,447,59,13.2,62,13.9,102,22.8,154,34.5,70,15.7,224,50.1
"West Hartford School District","=""1550011""","N",1708,1699,99.5,1699,35,2.1,56,3.3,217,12.8,662,39.0,729,42.9,1391,81.9
"West Haven School District","=""1560011""","Y",823,809,98.3,807,145,18.0,136,16.9,237,29.4,222,27.5,67,8.3,289,35.8
"West Haven School District","=""1560011""","N",485,477,98.4,477,40,8.4,39,8.2,115,24.1,184,38.6,99,20.8,283,59.3
"Westbrook School District","=""1540011""","Y",28,28,100.0,28,"*","*","*","*",9,32.1,8,28.6,8,28.6,16,57.1
"Westbrook School District","=""1540011""","N",177,176,99.4,175,"*","*","*","*",45,25.7,68,38.9,49,28.0,117,66.9
"Weston School District","=""1570011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",555,546,98.4,546,"*","*","*","*",72,13.2,229,41.9,230,42.1,459,84.1
"Westport School District","=""1580011""","Y",66,64,97.0,64,"*","*","*","*",15,23.4,22,34.4,13,20.3,35,54.7
"Westport School District","=""1580011""","N",1319,1305,98.9,1305,11,0.8,22,1.7,173,13.3,543,41.6,556,42.6,1099,84.2
"Wethersfield School District","=""1590011""","Y",148,141,95.3,141,14,9.9,22,15.6,46,32.6,42,29.8,17,12.1,59,41.8
"Wethersfield School District","=""1590011""","N",703,695,98.9,695,32,4.6,34,4.9,150,21.6,289,41.6,190,27.3,479,68.9
"Willington School District","=""1600011""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",69,69,100.0,69,"*","*","*","*",16,23.2,38,55.1,7,10.1,45,65.2
"Wilton School District","=""1610011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",1010,989,97.9,986,10,1.0,21,2.1,129,13.1,425,43.1,401,40.7,826,83.8
"Winchester School District","=""1620011""","Y",57,57,100.0,57,11,19.3,"*","*",14,24.6,19,33.3,"*","*","*","*"
"Winchester School District","=""1620011""","N",40,39,97.5,39,"*","*",10,25.6,"*","*",18,46.2,"*","*","*","*"
"Windham School District","=""1630011""","Y",517,504,97.5,504,184,36.5,107,21.2,108,21.4,89,17.7,16,3.2,105,20.8
"Windham School District","=""1630011""","N",123,121,98.4,121,11,9.1,14,11.6,15,12.4,61,50.4,20,16.5,81,66.9
"Windsor Locks School District","=""1650011""","Y",127,123,96.9,123,20,16.3,20,16.3,45,36.6,29,23.6,9,7.3,38,30.9
"Windsor Locks School District","=""1650011""","N",228,225,98.7,225,11,4.9,24,10.7,69,30.7,83,36.9,38,16.9,121,53.8
"Windsor School District","=""1640011""","Y",313,302,96.5,302,60,19.9,67,22.2,68,22.5,78,25.8,29,9.6,107,35.4
"Windsor School District","=""1640011""","N",470,464,98.7,464,30,6.5,50,10.8,122,26.3,165,35.6,97,20.9,262,56.5
"Wolcott School District","=""1660011""","Y",131,130,99.2,130,11,8.5,13,10.0,36,27.7,47,36.2,23,17.7,70,53.8
"Wolcott School District","=""1660011""","N",470,470,100.0,470,15,3.2,16,3.4,89,18.9,207,44.0,143,30.4,350,74.5
"Woodbridge School District","=""1670011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",86,86,100.0,86,"*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y",29,28,96.6,28,0,0.0,"*","*","*","*",18,64.3,"*","*","*","*"
"Woodstock School District","=""1690011""","N",184,183,99.5,183,"*","*","*","*",15,8.2,99,54.1,58,31.7,157,85.8

