"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Free/Reduced Price Meal Eligibility ("

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Hartford School District","=""0430011""",08,"N",150,149,99.3,149,35,23.5,23,15.4,25,16.8,50,33.6,16,10.7,66,44.3,239
"East Hartford School District","=""0430011""",10,"Y",322,285,88.5,280,65,23.2,65,23.2,96,34.3,34,12.1,20,7.1,54,19.3,224
"East Hartford School District","=""0430011""",10,"N",162,153,94.4,153,17,11.1,26,17.0,54,35.3,33,21.6,23,15.0,56,36.6,248
"East Haven School District","=""0440011""",05,"Y",98,98,100.0,98,8,8.2,12,12.2,30,30.6,40,40.8,8,8.2,48,49.0,244
"East Haven School District","=""0440011""",05,"N",107,107,100.0,107,6,5.6,9,8.4,30,28.0,47,43.9,15,14.0,62,57.9,256
"East Haven School District","=""0440011""",08,"Y",139,135,97.1,135,34,25.2,18,13.3,35,25.9,41,30.4,7,5.2,48,35.6,231
"East Haven School District","=""0440011""",08,"N",110,109,99.1,109,23,21.1,"*","*",21,19.3,45,41.3,"*","*","*","*",236
"East Haven School District","=""0440011""",10,"Y",103,101,98.1,101,6,5.9,20,19.8,52,51.5,15,14.9,8,7.9,23,22.8,239
"East Haven School District","=""0440011""",10,"N",124,119,96.0,119,"*","*",19,16.0,52,43.7,33,27.7,"*","*","*","*",252
"East Lyme School District","=""0450011""",05,"Y",32,32,100.0,32,0,0.0,"*","*","*","*",16,50.0,8,25.0,24,75.0,266
"East Lyme School District","=""0450011""",05,"N",174,173,99.4,173,"*","*","*","*","*","*",79,45.7,66,38.2,145,83.8,288
"East Lyme School District","=""0450011""",08,"Y",37,37,100.0,37,"*","*","*","*",10,27.0,16,43.2,"*","*","*","*",248
"East Lyme School District","=""0450011""",08,"N",179,176,98.3,176,"*","*","*","*",22,12.5,105,59.7,"*","*","*","*",274
"East Lyme School District","=""0450011""",10,"Y",47,46,97.9,46,"*","*","*","*",15,32.6,13,28.3,11,23.9,24,52.2,263
"East Lyme School District","=""0450011""",10,"N",240,238,99.2,237,"*","*","*","*",54,22.8,64,27.0,112,47.3,176,74.3,294
"East Windsor School District","=""0470011""",05,"Y",42,42,100.0,42,"*","*","*","*",12,28.6,15,35.7,9,21.4,24,57.1,256
"East Windsor School District","=""0470011""",05,"N",39,39,100.0,39,0,0.0,0,0.0,6,15.4,18,46.2,15,38.5,33,84.6,289
"East Windsor School District","=""0470011""",08,"Y",32,31,96.9,31,"*","*","*","*",9,29.0,14,45.2,"*","*","*","*",257
"East Windsor School District","=""0470011""",08,"N",43,42,97.7,42,"*","*",0,0.0,8,19.0,22,52.4,"*","*","*","*",276
"East Windsor School District","=""0470011""",10,"Y",35,34,97.1,34,"*","*","*","*",14,41.2,"*","*",8,23.5,"*","*",246
"East Windsor School District","=""0470011""",10,"N",55,54,98.2,54,"*","*","*","*",19,35.2,"*","*",11,20.4,"*","*",263
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"Y",42,38,90.5,37,8,21.6,"*","*",14,37.8,9,24.3,"*","*","*","*",233
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"N",53,48,90.6,48,7,14.6,9,18.8,24,50.0,"*","*","*","*",8,16.7,236
"Eastford School District","=""0390011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",08,"N",104,100,96.2,100,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Education Connection","=""2420014""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"Y",27,27,100.0,27,"*","*","*","*",8,29.6,13,48.1,"*","*","*","*",248
"Ellington School District","=""0480011""",05,"N",190,190,100.0,190,"*","*","*","*",16,8.4,91,47.9,"*","*","*","*",287
"Ellington School District","=""0480011""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",08,"N",194,194,100.0,194,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Ellington School District","=""0480011""",10,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",10,"N",162,161,99.4,161,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Elm City College Preparatory School District","=""2890013""",05,"Y",57,57,100.0,57,"*","*","*","*","*","*","*","*",0,0.0,"*","*",210
"Elm City College Preparatory School District","=""2890013""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",08,"Y",49,49,100.0,49,"*","*","*","*","*","*","*","*",0,0.0,"*","*",221
"Elm City College Preparatory School District","=""2890013""",08,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"Y",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"N",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"Y",156,156,100.0,156,9,5.8,24,15.4,48,30.8,60,38.5,15,9.6,75,48.1,248
"Enfield School District","=""0490011""",05,"N",238,237,99.6,237,"*","*","*","*",46,19.4,119,50.2,51,21.5,170,71.7,268
"Enfield School District","=""0490011""",08,"Y",135,133,98.5,133,"*","*",22,16.5,21,15.8,60,45.1,"*","*","*","*",246
"Enfield School District","=""0490011""",08,"N",217,217,100.0,217,"*","*","*","*",35,16.1,110,50.7,48,22.1,158,72.8,268
"Enfield School District","=""0490011""",10,"Y",112,108,96.4,108,7,6.5,15,13.9,54,50.0,22,20.4,10,9.3,32,29.6,247
"Enfield School District","=""0490011""",10,"N",257,257,100.0,257,6,2.3,16,6.2,89,34.6,86,33.5,60,23.3,146,56.8,268
"Essex School District","=""0500011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""",05,"N",53,53,100.0,53,"*","*","*","*","*","*","*","*","*","*","*","*",294
"Explorations District","=""2720013""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"Y",70,70,100.0,70,"*","*",10,14.3,23,32.9,23,32.9,"*","*","*","*",246
"Fairfield School District","=""0510011""",05,"N",698,695,99.6,695,14,2.0,22,3.2,77,11.1,312,44.9,270,38.8,582,83.7,286
"Fairfield School District","=""0510011""",08,"Y",97,94,96.9,94,17,18.1,6,6.4,17,18.1,38,40.4,16,17.0,54,57.4,251
"Fairfield School District","=""0510011""",08,"N",696,691,99.3,691,15,2.2,18,2.6,59,8.5,388,56.2,211,30.5,599,86.7,280
"Fairfield School District","=""0510011""",10,"Y",88,85,96.6,85,"*","*","*","*",30,35.3,23,27.1,18,21.2,41,48.2,261
"Fairfield School District","=""0510011""",10,"N",681,667,97.9,667,8,1.2,20,3.0,149,22.3,203,30.4,287,43.0,490,73.5,287
"Farmington School District","=""0520011""",05,"Y",33,33,100.0,33,"*","*","*","*","*","*",16,48.5,6,18.2,22,66.7,259
"Farmington School District","=""0520011""",05,"N",280,277,98.9,277,"*","*","*","*","*","*",104,37.5,146,52.7,250,90.3,301
"Farmington School District","=""0520011""",08,"Y",33,33,100.0,33,"*","*","*","*",9,27.3,17,51.5,"*","*","*","*",255
"Farmington School District","=""0520011""",08,"N",259,256,98.8,256,"*","*","*","*",26,10.2,138,53.9,"*","*","*","*",282
"Farmington School District","=""0520011""",10,"Y",34,32,94.1,32,"*","*","*","*",14,43.8,"*","*",8,25.0,"*","*",248
"Farmington School District","=""0520011""",10,"N",260,258,99.2,258,"*","*","*","*",40,15.5,76,29.5,137,53.1,213,82.6,300
"Franklin School District","=""0530011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"Y",56,55,98.2,55,6,10.9,6,10.9,7,12.7,30,54.5,6,10.9,36,65.5,253
"Glastonbury School District","=""0540011""",05,"N",390,389,99.7,389,"*","*","*","*",28,7.2,147,37.8,202,51.9,349,89.7,299
"Glastonbury School District","=""0540011""",08,"Y",44,44,100.0,44,"*","*","*","*",7,15.9,17,38.6,10,22.7,27,61.4,256
"Glastonbury School District","=""0540011""",08,"N",472,472,100.0,471,"*","*","*","*",28,5.9,225,47.8,196,41.6,421,89.4,287
"Glastonbury School District","=""0540011""",10,"Y",42,42,100.0,42,"*","*","*","*",19,45.2,7,16.7,9,21.4,16,38.1,257
"Glastonbury School District","=""0540011""",10,"N",440,436,99.1,436,"*","*","*","*",83,19.0,99,22.7,234,53.7,333,76.4,297
"Granby School District","=""0560011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",05,"N",109,109,100.0,109,"*","*",6,5.5,"*","*",37,33.9,63,57.8,100,91.7,305
"Granby School District","=""0560011""",08,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",08,"N",142,141,99.3,141,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Granby School District","=""0560011""",10,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""",10,"N",151,149,98.7,148,"*","*","*","*",16,10.8,38,25.7,90,60.8,128,86.5,305
"Greenwich School District","=""0570011""",05,"Y",101,100,99.0,100,11,11.0,11,11.0,23,23.0,38,38.0,17,17.0,55,55.0,250
"Greenwich School District","=""0570011""",05,"N",590,587,99.5,587,13,2.2,26,4.4,58,9.9,265,45.1,225,38.3,490,83.5,284
"Greenwich School District","=""0570011""",08,"Y",92,91,98.9,91,13,14.3,7,7.7,20,22.0,44,48.4,7,7.7,51,56.0,246
"Greenwich School District","=""0570011""",08,"N",542,541,99.8,541,16,3.0,17,3.1,43,7.9,285,52.7,180,33.3,465,86.0,281
"Greenwich School District","=""0570011""",10,"Y",91,89,97.8,88,11,12.5,8,9.1,40,45.5,18,20.5,11,12.5,29,33.0,247
"Greenwich School District","=""0570011""",10,"N",517,511,98.8,511,6,1.2,15,2.9,82,16.0,119,23.3,289,56.6,408,79.8,300
"Griswold School District","=""0580011""",05,"Y",58,58,100.0,58,"*","*","*","*",18,31.0,23,39.7,6,10.3,29,50.0,247
"Griswold School District","=""0580011""",05,"N",67,67,100.0,67,"*","*","*","*",7,10.4,37,55.2,21,31.3,58,86.6,284
"Griswold School District","=""0580011""",08,"Y",58,56,96.6,56,12,21.4,"*","*",11,19.6,26,46.4,"*","*","*","*",238
"Griswold School District","=""0580011""",08,"N",79,79,100.0,79,"*","*","*","*",18,22.8,39,49.4,10,12.7,49,62.0,256
"Griswold School District","=""0580011""",10,"Y",53,51,96.2,51,"*","*",13,25.5,19,37.3,"*","*",8,15.7,"*","*",239
"Griswold School District","=""0580011""",10,"N",97,97,100.0,96,6,6.3,8,8.3,31,32.3,33,34.4,18,18.8,51,53.1,260
"Groton School District","=""0590011""",05,"Y",161,159,98.8,159,16,10.1,23,14.5,35,22.0,65,40.9,20,12.6,85,53.5,247
"Groton School District","=""0590011""",05,"N",149,148,99.3,148,"*","*","*","*",23,15.5,74,50.0,37,25.0,111,75.0,274
"Groton School District","=""0590011""",08,"Y",125,123,98.4,123,19,15.4,"*","*",27,22.0,56,45.5,"*","*","*","*",240
"Groton School District","=""0590011""",08,"N",160,159,99.4,159,6,3.8,12,7.5,18,11.3,84,52.8,39,24.5,123,77.4,271
"Groton School District","=""0590011""",10,"Y",104,88,84.6,88,12,13.6,20,22.7,35,39.8,14,15.9,7,8.0,21,23.9,234
"Groton School District","=""0590011""",10,"N",156,152,97.4,152,7,4.6,9,5.9,52,34.2,30,19.7,54,35.5,84,55.3,276
"Guilford School District","=""0600011""",05,"Y",26,26,100.0,26,"*","*","*","*","*","*",8,30.8,"*","*","*","*",231
"Guilford School District","=""0600011""",05,"N",268,267,99.6,267,"*","*","*","*","*","*",144,53.9,"*","*","*","*",273
"Guilford School District","=""0600011""",08,"Y",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",254
"Guilford School District","=""0600011""",08,"N",262,262,100.0,262,"*","*","*","*","*","*",167,63.7,"*","*","*","*",272
"Guilford School District","=""0600011""",10,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""",10,"N",273,272,99.6,272,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Hamden School District","=""0620011""",05,"Y",168,167,99.4,167,36,21.6,35,21.0,52,31.1,38,22.8,6,3.6,44,26.3,220
"Hamden School District","=""0620011""",05,"N",248,246,99.2,246,21,8.5,13,5.3,29,11.8,130,52.8,53,21.5,183,74.4,265
"Hamden School District","=""0620011""",08,"Y",191,188,98.4,188,55,29.3,"*","*",45,23.9,51,27.1,"*","*","*","*",223
"Hamden School District","=""0620011""",08,"N",231,228,98.7,228,24,10.5,16,7.0,43,18.9,116,50.9,29,12.7,145,63.6,256
"Hamden School District","=""0620011""",10,"Y",166,145,87.3,143,41,28.7,29,20.3,53,37.1,13,9.1,7,4.9,20,14.0,221
"Hamden School District","=""0620011""",10,"N",252,246,97.6,245,19,7.8,28,11.4,90,36.7,46,18.8,62,25.3,108,44.1,260
"Hampton School District","=""0630011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"Y",1283,1269,98.9,1269,348,27.4,284,22.4,303,23.9,283,22.3,51,4.0,334,26.3,216
"Hartford School District","=""0640011""",05,"N",186,185,99.5,185,24,13.0,15,8.1,41,22.2,71,38.4,34,18.4,105,56.8,253
"Hartford School District","=""0640011""",08,"Y",1286,1267,98.5,1266,543,42.9,204,16.1,251,19.8,227,17.9,41,3.2,268,21.2,214
"Hartford School District","=""0640011""",08,"N",285,285,100.0,285,55,19.3,25,8.8,40,14.0,120,42.1,45,15.8,165,57.9,249
"Hartford School District","=""0640011""",10,"Y",980,844,86.1,830,309,37.2,212,25.5,203,24.5,70,8.4,36,4.3,106,12.8,209
"Hartford School District","=""0640011""",10,"N",345,335,97.1,334,54,16.2,48,14.4,101,30.2,51,15.3,80,24.0,131,39.2,250
"Hartland School District","=""0650011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"N",95,95,100.0,95,"*","*","*","*","*","*","*","*","*","*","*","*",272
"Highville Charter School District","=""2860013""",05,"Y",25,25,100.0,25,"*","*","*","*","*","*","*","*",0,0.0,"*","*",204
"Highville Charter School District","=""2860013""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",08,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"Highville Charter School District","=""2860013""",08,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"N",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Interdistrict School for Arts and Comm District","=""2650013""",08,"Y",57,56,98.2,56,17,30.4,"*","*","*","*",15,26.8,"*","*","*","*",223
"Interdistrict School for Arts and Comm District","=""2650013""",08,"N",30,30,100.0,30,6,20.0,"*","*","*","*",16,53.3,"*","*","*","*",250
"Jumoke Academy District","=""2610013""",05,"Y",51,51,100.0,51,10,19.6,"*","*",17,33.3,12,23.5,"*","*","*","*",220
"Jumoke Academy District","=""2610013""",05,"N",25,25,100.0,25,6,24.0,"*","*",8,32.0,6,24.0,"*","*","*","*",221
"Jumoke Academy District","=""2610013""",08,"Y",52,51,98.1,51,15,29.4,"*","*",13,25.5,14,27.5,"*","*","*","*",230
"Jumoke Academy District","=""2610013""",08,"N",34,34,100.0,34,6,17.6,"*","*",9,26.5,13,38.2,"*","*","*","*",237
"Jumoke Academy District","=""2610013""",10,"Y",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"N",27,27,100.0,27,0,0.0,0,0.0,"*","*",13,48.1,"*","*","*","*",298
"Kent School District","=""0680011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",05,"Y",78,75,96.2,75,"*","*",13,17.3,23,30.7,27,36.0,"*","*","*","*",233
"Killingly School District","=""0690011""",05,"N",81,80,98.8,80,"*","*","*","*",16,20.0,46,57.5,9,11.3,55,68.8,259
"Killingly School District","=""0690011""",08,"Y",82,80,97.6,80,11,13.8,9,11.3,19,23.8,35,43.8,6,7.5,41,51.3,246
"Killingly School District","=""0690011""",08,"N",96,94,97.9,94,"*","*","*","*",20,21.3,57,60.6,7,7.4,64,68.1,258
"Killingly School District","=""0690011""",10,"Y",71,63,88.7,63,13,20.6,19,30.2,18,28.6,"*","*","*","*",13,20.6,226
"Killingly School District","=""0690011""",10,"N",124,118,95.2,118,10,8.5,15,12.7,41,34.7,36,30.5,16,13.6,52,44.1,250
"Learn","=""2450014""",05,"Y",47,45,95.7,45,"*","*","*","*",8,17.8,26,57.8,"*","*","*","*",256
"Learn","=""2450014""",05,"N",39,39,100.0,39,"*","*",0,0.0,"*","*",20,51.3,"*","*","*","*",278
"Learn","=""2450014""",08,"Y",32,31,96.9,31,"*","*","*","*","*","*","*","*","*","*","*","*",215
"Learn","=""2450014""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"Y",93,89,95.7,88,31,35.2,21,23.9,23,26.1,"*","*","*","*",13,14.8,217
"Learn","=""2450014""",10,"N",83,81,97.6,81,6,7.4,9,11.1,19,23.5,17,21.0,30,37.0,47,58.0,272
"Lebanon School District","=""0710011""",05,"Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",05,"N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*","*","*",262
"Lebanon School District","=""0710011""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",08,"N",66,66,100.0,66,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Lebanon School District","=""0710011""",10,"Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""",10,"N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Ledyard School District","=""0720011""",05,"Y",37,36,97.3,36,"*","*","*","*",10,27.8,16,44.4,"*","*","*","*",257
"Ledyard School District","=""0720011""",05,"N",131,130,99.2,130,0,0.0,7,5.4,15,11.5,59,45.4,49,37.7,108,83.1,286
"Ledyard School District","=""0720011""",08,"Y",26,26,100.0,26,"*","*","*","*",6,23.1,14,53.8,"*","*","*","*",249
"Ledyard School District","=""0720011""",08,"N",133,132,99.2,132,"*","*","*","*",21,15.9,77,58.3,"*","*","*","*",265
"Ledyard School District","=""0720011""",10,"Y",41,41,100.0,41,"*","*","*","*",18,43.9,7,17.1,12,29.3,19,46.3,264
"Ledyard School District","=""0720011""",10,"N",152,147,96.7,147,"*","*","*","*",35,23.8,34,23.1,64,43.5,98,66.7,286
"Lisbon School District","=""0730011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",05,"N",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Lisbon School District","=""0730011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*",260
"Litchfield School District","=""0740011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",05,"N",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*","*","*",301
"Litchfield School District","=""0740011""",08,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",08,"N",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Litchfield School District","=""0740011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",05,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",05,"N",194,187,96.4,187,"*","*","*","*","*","*","*","*","*","*","*","*",273
"Madison School District","=""0760011""",08,"Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",08,"N",264,254,96.2,254,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Madison School District","=""0760011""",10,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""",10,"N",283,274,96.8,274,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Manchester School District","=""0770011""",05,"Y",288,284,98.6,284,60,21.1,65,22.9,66,23.2,79,27.8,14,4.9,93,32.7,224
"Manchester School District","=""0770011""",05,"N",187,186,99.5,186,9,4.8,18,9.7,40,21.5,86,46.2,33,17.7,119,64.0,259
"Manchester School District","=""0770011""",08,"Y",241,238,98.8,238,78,32.8,33,13.9,56,23.5,65,27.3,6,2.5,71,29.8,223
"Manchester School District","=""0770011""",08,"N",131,128,97.7,128,11,8.6,9,7.0,21,16.4,75,58.6,12,9.4,87,68.0,254
"Manchester School District","=""0770011""",10,"Y",204,193,94.6,193,64,33.2,40,20.7,52,26.9,22,11.4,15,7.8,37,19.2,218
"Manchester School District","=""0770011""",10,"N",184,179,97.3,179,22,12.3,33,18.4,61,34.1,31,17.3,32,17.9,63,35.2,246
"Mansfield School District","=""0780011""",05,"Y",33,33,100.0,33,"*","*","*","*",6,18.2,8,24.2,7,21.2,15,45.5,243
"Mansfield School District","=""0780011""",05,"N",106,103,97.2,103,"*","*","*","*",13,12.6,49,47.6,37,35.9,86,83.5,283
"Mansfield School District","=""0780011""",08,"Y",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,8,28.6,25,89.3,281
"Mansfield School District","=""0780011""",08,"N",113,113,100.0,113,"*","*","*","*",12,10.6,46,40.7,52,46.0,98,86.7,294
"Marlborough School District","=""0790011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""",05,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*","*","*",289
"Meriden School District","=""0800011""",05,"Y",443,440,99.3,440,91,20.7,111,25.2,126,28.6,99,22.5,13,3.0,112,25.5,219
"Meriden School District","=""0800011""",05,"N",199,198,99.5,198,13,6.6,18,9.1,41,20.7,101,51.0,25,12.6,126,63.6,255
"Meriden School District","=""0800011""",08,"Y",337,325,96.4,325,122,37.5,58,17.8,63,19.4,75,23.1,7,2.2,82,25.2,217
"Meriden School District","=""0800011""",08,"N",155,152,98.1,152,30,19.7,17,11.2,29,19.1,66,43.4,10,6.6,76,50.0,240
"Meriden School District","=""0800011""",10,"Y",374,348,93.0,342,140,40.9,110,32.2,73,21.3,"*","*","*","*",19,5.6,200
"Meriden School District","=""0800011""",10,"N",210,203,96.7,202,35,17.3,38,18.8,80,39.6,25,12.4,24,11.9,49,24.3,236
"Middletown School District","=""0830011""",05,"Y",177,176,99.4,176,30,17.0,42,23.9,52,29.5,42,23.9,10,5.7,52,29.5,227
"Middletown School District","=""0830011""",05,"N",183,183,100.0,183,8,4.4,20,10.9,30,16.4,94,51.4,31,16.9,125,68.3,262
"Middletown School District","=""0830011""",08,"Y",135,135,100.0,135,44,32.6,25,18.5,30,22.2,29,21.5,7,5.2,36,26.7,224
"Middletown School District","=""0830011""",08,"N",175,175,100.0,175,13,7.4,18,10.3,33,18.9,94,53.7,17,9.7,111,63.4,255
"Middletown School District","=""0830011""",10,"Y",125,120,96.0,120,28,23.3,27,22.5,43,35.8,13,10.8,9,7.5,22,18.3,224
"Middletown School District","=""0830011""",10,"N",188,187,99.5,187,22,11.8,22,11.8,63,33.7,34,18.2,46,24.6,80,42.8,256
"Milford School District","=""0840011""",05,"Y",99,99,100.0,99,"*","*","*","*",18,18.2,53,53.5,13,13.1,66,66.7,259
"Milford School District","=""0840011""",05,"N",358,355,99.2,355,9,2.5,17,4.8,43,12.1,183,51.5,103,29.0,286,80.6,279
"Milford School District","=""0840011""",08,"Y",117,114,97.4,114,"*","*",24,21.1,28,24.6,47,41.2,"*","*","*","*",237
