"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Gender"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"East Haddam School District","=""0410011""",08,"M",54,53,98.1,53,"*","*","*","*",10,18.9,33,62.3,"*","*","*","*",261
"East Haddam School District","=""0410011""",10,"F",41,41,100.0,41,"*","*","*","*",20,48.8,6,14.6,11,26.8,17,41.5,264
"East Haddam School District","=""0410011""",10,"M",45,43,95.6,43,"*","*","*","*",18,41.9,6,14.0,13,30.2,19,44.2,263
"East Hampton School District","=""0420011""",05,"F",61,58,95.1,58,"*","*","*","*",8,13.8,26,44.8,19,32.8,45,77.6,276
"East Hampton School District","=""0420011""",05,"M",73,72,98.6,72,"*","*","*","*",12,16.7,37,51.4,13,18.1,50,69.4,263
"East Hampton School District","=""0420011""",08,"F",67,66,98.5,66,"*","*","*","*",10,15.2,32,48.5,18,27.3,50,75.8,275
"East Hampton School District","=""0420011""",08,"M",81,80,98.8,80,"*","*","*","*",13,16.3,40,50.0,19,23.8,59,73.8,268
"East Hampton School District","=""0420011""",10,"F",50,49,98.0,49,"*","*","*","*",12,24.5,10,20.4,23,46.9,33,67.3,282
"East Hampton School District","=""0420011""",10,"M",59,59,100.0,58,"*","*","*","*",19,32.8,14,24.1,20,34.5,34,58.6,277
"East Hartford School District","=""0430011""",05,"F",253,253,100.0,253,42,16.6,39,15.4,86,34.0,77,30.4,9,3.6,86,34.0,229
"East Hartford School District","=""0430011""",05,"M",262,262,100.0,262,50,19.1,55,21.0,73,27.9,67,25.6,17,6.5,84,32.1,226
"East Hartford School District","=""0430011""",08,"F",253,249,98.4,249,81,32.5,41,16.5,48,19.3,63,25.3,16,6.4,79,31.7,228
"East Hartford School District","=""0430011""",08,"M",238,235,98.7,235,91,38.7,33,14.0,36,15.3,60,25.5,15,6.4,75,31.9,223
"East Hartford School District","=""0430011""",10,"F",246,229,93.1,228,36,15.8,46,20.2,82,36.0,39,17.1,25,11.0,64,28.1,237
"East Hartford School District","=""0430011""",10,"M",238,209,87.8,205,46,22.4,45,22.0,68,33.2,28,13.7,18,8.8,46,22.4,227
"East Haven School District","=""0440011""",05,"F",110,110,100.0,110,7,6.4,14,12.7,31,28.2,47,42.7,11,10.0,58,52.7,249
"East Haven School District","=""0440011""",05,"M",95,95,100.0,95,7,7.4,7,7.4,29,30.5,40,42.1,12,12.6,52,54.7,252
"East Haven School District","=""0440011""",08,"F",110,106,96.4,106,20,18.9,13,12.3,25,23.6,42,39.6,6,5.7,48,45.3,239
"East Haven School District","=""0440011""",08,"M",139,138,99.3,138,37,26.8,"*","*",31,22.5,44,31.9,"*","*","*","*",229
"East Haven School District","=""0440011""",10,"F",115,110,95.7,110,6,5.5,23,20.9,50,45.5,22,20.0,9,8.2,31,28.2,242
"East Haven School District","=""0440011""",10,"M",112,110,98.2,110,"*","*",16,14.5,54,49.1,26,23.6,"*","*","*","*",250
"East Lyme School District","=""0450011""",05,"F",107,106,99.1,106,0,0.0,"*","*","*","*",50,47.2,38,35.8,88,83.0,284
"East Lyme School District","=""0450011""",05,"M",99,99,100.0,99,"*","*","*","*",13,13.1,45,45.5,36,36.4,81,81.8,285
"East Lyme School District","=""0450011""",08,"F",116,114,98.3,114,"*","*","*","*",20,17.5,66,57.9,23,20.2,89,78.1,274
"East Lyme School District","=""0450011""",08,"M",100,99,99.0,99,"*","*","*","*",12,12.1,55,55.6,20,20.2,75,75.8,265
"East Lyme School District","=""0450011""",10,"F",127,126,99.2,126,"*","*","*","*",36,28.6,35,27.8,53,42.1,88,69.8,289
"East Lyme School District","=""0450011""",10,"M",160,158,98.8,157,"*","*","*","*",33,21.0,42,26.8,70,44.6,112,71.3,289
"East Windsor School District","=""0470011""",05,"F",37,37,100.0,37,0,0.0,"*","*","*","*",15,40.5,10,27.0,25,67.6,268
"East Windsor School District","=""0470011""",05,"M",44,44,100.0,44,"*","*","*","*",8,18.2,18,40.9,14,31.8,32,72.7,276
"East Windsor School District","=""0470011""",08,"F",31,30,96.8,30,"*","*",0,0.0,"*","*",17,56.7,6,20.0,23,76.7,268
"East Windsor School District","=""0470011""",08,"M",44,43,97.7,43,"*","*","*","*","*","*",19,44.2,9,20.9,28,65.1,267
"East Windsor School District","=""0470011""",10,"F",41,41,100.0,41,"*","*","*","*",15,36.6,11,26.8,10,24.4,21,51.2,262
"East Windsor School District","=""0470011""",10,"M",49,47,95.9,47,"*","*","*","*",18,38.3,13,27.7,9,19.1,22,46.8,252
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"F",66,58,87.9,57,11,19.3,10,17.5,25,43.9,"*","*","*","*",11,19.3,229
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,"M",29,28,96.6,28,"*","*","*","*",13,46.4,7,25.0,"*","*","*","*",245
"Eastford School District","=""0390011""",05,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,"M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",05,"F",63,63,100.0,63,"*","*","*","*","*","*",31,49.2,22,34.9,53,84.1,284
"Easton School District","=""0460011""",05,"M",58,57,98.3,57,0,0.0,"*","*","*","*",23,40.4,29,50.9,52,91.2,296
"Easton School District","=""0460011""",08,"F",41,39,95.1,39,0,0.0,"*","*","*","*",26,66.7,6,15.4,32,82.1,274
"Easton School District","=""0460011""",08,"M",66,64,97.0,64,"*","*","*","*",6,9.4,38,59.4,17,26.6,55,85.9,276
"Education Connection","=""2420014""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",05,"F",104,104,100.0,104,"*","*","*","*",8,7.7,50,48.1,41,39.4,91,87.5,284
"Ellington School District","=""0480011""",05,"M",113,113,100.0,113,"*","*","*","*",16,14.2,54,47.8,38,33.6,92,81.4,280
"Ellington School District","=""0480011""",08,"F",97,97,100.0,97,"*","*","*","*",12,12.4,54,55.7,22,22.7,76,78.4,273
"Ellington School District","=""0480011""",08,"M",115,115,100.0,115,"*","*","*","*",16,13.9,61,53.0,22,19.1,83,72.2,264
"Ellington School District","=""0480011""",10,"F",90,90,100.0,90,"*","*","*","*",27,30.0,34,37.8,25,27.8,59,65.6,274
"Ellington School District","=""0480011""",10,"M",89,88,98.9,88,"*","*","*","*",21,23.9,26,29.5,35,39.8,61,69.3,282
"Elm City College Preparatory School District","=""2890013""",05,"F",38,38,100.0,38,"*","*",9,23.7,"*","*",9,23.7,0,0.0,9,23.7,218
"Elm City College Preparatory School District","=""2890013""",05,"M",31,31,100.0,31,11,35.5,"*","*","*","*",9,29.0,0,0.0,9,29.0,208
"Elm City College Preparatory School District","=""2890013""",08,"F",35,35,100.0,35,6,17.1,"*","*",13,37.1,"*","*","*","*","*","*",227
"Elm City College Preparatory School District","=""2890013""",08,"M",25,25,100.0,25,8,32.0,"*","*",7,28.0,"*","*",0,0.0,"*","*",217
"Elm City College Preparatory School District","=""2890013""",10,"F",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""",10,"M",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",05,"F",189,188,99.5,188,6,3.2,22,11.7,47,25.0,83,44.1,30,16.0,113,60.1,258
"Enfield School District","=""0490011""",05,"M",205,205,100.0,205,8,3.9,18,8.8,47,22.9,96,46.8,36,17.6,132,64.4,262
"Enfield School District","=""0490011""",08,"F",172,172,100.0,172,10,5.8,23,13.4,18,10.5,92,53.5,29,16.9,121,70.3,262
"Enfield School District","=""0490011""",08,"M",180,178,98.9,178,14,7.9,19,10.7,38,21.3,78,43.8,29,16.3,107,60.1,256
"Enfield School District","=""0490011""",10,"F",193,192,99.5,192,6,3.1,16,8.3,86,44.8,52,27.1,32,16.7,84,43.8,259
"Enfield School District","=""0490011""",10,"M",176,173,98.3,173,7,4.0,15,8.7,57,32.9,56,32.4,38,22.0,94,54.3,264
"Essex School District","=""0500011""",05,"F",31,31,100.0,31,"*","*","*","*","*","*",15,48.4,12,38.7,27,87.1,288
"Essex School District","=""0500011""",05,"M",26,26,100.0,26,"*","*",0,0.0,"*","*",12,46.2,12,46.2,24,92.3,289
"Explorations District","=""2720013""",10,"F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""",10,"M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",05,"F",381,379,99.5,379,12,3.2,15,4.0,56,14.8,162,42.7,134,35.4,296,78.1,280
"Fairfield School District","=""0510011""",05,"M",387,386,99.7,386,7,1.8,17,4.4,44,11.4,173,44.8,145,37.6,318,82.4,284
"Fairfield School District","=""0510011""",08,"F",404,401,99.3,401,15,3.7,15,3.7,33,8.2,224,55.9,114,28.4,338,84.3,278
"Fairfield School District","=""0510011""",08,"M",389,384,98.7,384,17,4.4,9,2.3,43,11.2,202,52.6,113,29.4,315,82.0,276
"Fairfield School District","=""0510011""",10,"F",405,394,97.3,394,"*","*","*","*",98,24.9,117,29.7,159,40.4,276,70.1,284
"Fairfield School District","=""0510011""",10,"M",364,358,98.4,358,8,2.2,14,3.9,81,22.6,109,30.4,146,40.8,255,71.2,285
"Farmington School District","=""0520011""",05,"F",148,148,100.0,148,"*","*","*","*",12,8.1,55,37.2,74,50.0,129,87.2,296
"Farmington School District","=""0520011""",05,"M",165,162,98.2,162,"*","*","*","*",11,6.8,65,40.1,78,48.1,143,88.3,297
"Farmington School District","=""0520011""",08,"F",156,155,99.4,155,"*","*","*","*",20,12.9,86,55.5,40,25.8,126,81.3,277
"Farmington School District","=""0520011""",08,"M",136,134,98.5,134,"*","*","*","*",15,11.2,69,51.5,45,33.6,114,85.1,280
"Farmington School District","=""0520011""",10,"F",137,133,97.1,133,"*","*","*","*",31,23.3,38,28.6,61,45.9,99,74.4,292
"Farmington School District","=""0520011""",10,"M",157,157,100.0,157,"*","*","*","*",23,14.6,40,25.5,84,53.5,124,79.0,297
"Franklin School District","=""0530011""",05,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,"M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",05,"F",233,232,99.6,232,"*","*","*","*",16,6.9,89,38.4,114,49.1,203,87.5,294
"Glastonbury School District","=""0540011""",05,"M",213,212,99.5,212,"*","*","*","*",19,9.0,88,41.5,94,44.3,182,85.8,292
"Glastonbury School District","=""0540011""",08,"F",264,264,100.0,263,9,3.4,6,2.3,16,6.1,121,46.0,111,42.2,232,88.2,287
"Glastonbury School District","=""0540011""",08,"M",252,252,100.0,252,7,2.8,10,4.0,19,7.5,121,48.0,95,37.7,216,85.7,283
"Glastonbury School District","=""0540011""",10,"F",250,247,98.8,247,"*","*","*","*",54,21.9,62,25.1,119,48.2,181,73.3,290
"Glastonbury School District","=""0540011""",10,"M",233,231,99.1,231,"*","*","*","*",48,20.8,44,19.0,124,53.7,168,72.7,298
"Granby School District","=""0560011""",05,"F",61,61,100.0,61,0,0.0,"*","*","*","*",17,27.9,38,62.3,55,90.2,309
"Granby School District","=""0560011""",05,"M",63,63,100.0,63,"*","*","*","*","*","*",29,46.0,28,44.4,57,90.5,296
"Granby School District","=""0560011""",08,"F",75,73,97.3,73,0,0.0,0,0.0,6,8.2,46,63.0,21,28.8,67,91.8,290
"Granby School District","=""0560011""",08,"M",82,82,100.0,82,"*","*","*","*",10,12.2,47,57.3,18,22.0,65,79.3,271
"Granby School District","=""0560011""",10,"F",82,80,97.6,79,0,0.0,"*","*","*","*",21,26.6,43,54.4,64,81.0,297
"Granby School District","=""0560011""",10,"M",88,88,100.0,88,"*","*","*","*",10,11.4,22,25.0,50,56.8,72,81.8,301
"Greenwich School District","=""0570011""",05,"F",364,362,99.5,362,7,1.9,20,5.5,38,10.5,176,48.6,121,33.4,297,82.0,281
"Greenwich School District","=""0570011""",05,"M",327,325,99.4,325,17,5.2,17,5.2,43,13.2,127,39.1,121,37.2,248,76.3,278
"Greenwich School District","=""0570011""",08,"F",282,281,99.6,281,6,2.1,11,3.9,30,10.7,154,54.8,80,28.5,234,83.3,278
"Greenwich School District","=""0570011""",08,"M",352,351,99.7,351,23,6.6,13,3.7,33,9.4,175,49.9,107,30.5,282,80.3,275
"Greenwich School District","=""0570011""",10,"F",321,317,98.8,317,6,1.9,9,2.8,63,19.9,75,23.7,164,51.7,239,75.4,295
"Greenwich School District","=""0570011""",10,"M",287,283,98.6,282,11,3.9,14,5.0,59,20.9,62,22.0,136,48.2,198,70.2,289
"Griswold School District","=""0580011""",05,"F",65,65,100.0,65,"*","*","*","*",17,26.2,25,38.5,18,27.7,43,66.2,269
"Griswold School District","=""0580011""",05,"M",60,60,100.0,60,"*","*","*","*",8,13.3,35,58.3,9,15.0,44,73.3,264
"Griswold School District","=""0580011""",08,"F",72,72,100.0,72,"*","*","*","*",19,26.4,38,52.8,"*","*","*","*",250
"Griswold School District","=""0580011""",08,"M",65,63,96.9,63,11,17.5,8,12.7,10,15.9,27,42.9,7,11.1,34,54.0,246
"Griswold School District","=""0580011""",10,"F",83,81,97.6,81,"*","*","*","*",29,35.8,19,23.5,15,18.5,34,42.0,253
"Griswold School District","=""0580011""",10,"M",67,67,100.0,66,8,12.1,7,10.6,21,31.8,19,28.8,11,16.7,30,45.5,252
"Groton School District","=""0590011""",05,"F",152,152,100.0,152,9,5.9,16,10.5,33,21.7,69,45.4,25,16.4,94,61.8,260
"Groton School District","=""0590011""",05,"M",158,155,98.1,155,10,6.5,18,11.6,25,16.1,70,45.2,32,20.6,102,65.8,260
"Groton School District","=""0590011""",08,"F",151,149,98.7,149,14,9.4,14,9.4,23,15.4,69,46.3,29,19.5,98,65.8,258
"Groton School District","=""0590011""",08,"M",134,133,99.3,133,11,8.3,14,10.5,22,16.5,71,53.4,15,11.3,86,64.7,257
"Groton School District","=""0590011""",10,"F",115,110,95.7,110,7,6.4,14,12.7,44,40.0,16,14.5,29,26.4,45,40.9,261
"Groton School District","=""0590011""",10,"M",147,130,88.4,130,12,9.2,15,11.5,43,33.1,28,21.5,32,24.6,60,46.2,260
"Guilford School District","=""0600011""",05,"F",146,145,99.3,145,"*","*","*","*",23,15.9,69,47.6,31,21.4,100,69.0,265
"Guilford School District","=""0600011""",05,"M",148,148,100.0,148,"*","*","*","*",19,12.8,83,56.1,38,25.7,121,81.8,273
"Guilford School District","=""0600011""",08,"F",149,149,100.0,149,6,4.0,6,4.0,16,10.7,95,63.8,26,17.4,121,81.2,270
"Guilford School District","=""0600011""",08,"M",141,141,100.0,141,"*","*","*","*",15,10.6,89,63.1,23,16.3,112,79.4,269
"Guilford School District","=""0600011""",10,"F",149,149,100.0,149,"*","*","*","*",37,24.8,39,26.2,67,45.0,106,71.1,288
"Guilford School District","=""0600011""",10,"M",141,140,99.3,140,"*","*","*","*",27,19.3,40,28.6,66,47.1,106,75.7,292
"Hamden School District","=""0620011""",05,"F",190,187,98.4,187,19,10.2,28,15.0,35,18.7,75,40.1,30,16.0,105,56.1,252
"Hamden School District","=""0620011""",05,"M",226,226,100.0,226,38,16.8,20,8.8,46,20.4,93,41.2,29,12.8,122,54.0,243
"Hamden School District","=""0620011""",08,"F",203,199,98.0,199,29,14.6,25,12.6,50,25.1,81,40.7,14,7.0,95,47.7,241
"Hamden School District","=""0620011""",08,"M",219,217,99.1,217,50,23.0,24,11.1,38,17.5,86,39.6,19,8.8,105,48.4,241
"Hamden School District","=""0620011""",10,"F",185,173,93.5,173,22,12.7,21,12.1,69,39.9,26,15.0,35,20.2,61,35.3,250
"Hamden School District","=""0620011""",10,"M",233,218,93.6,215,38,17.7,36,16.7,74,34.4,33,15.3,34,15.8,67,31.2,241
"Hampton School District","=""0630011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",05,"F",718,715,99.6,715,171,23.9,153,21.4,183,25.6,176,24.6,32,4.5,208,29.1,221
"Hartford School District","=""0640011""",05,"M",751,739,98.4,739,201,27.2,146,19.8,161,21.8,178,24.1,53,7.2,231,31.3,220
"Hartford School District","=""0640011""",08,"F",760,751,98.8,750,292,38.9,125,16.7,129,17.2,174,23.2,30,4.0,204,27.2,219
"Hartford School District","=""0640011""",08,"M",810,800,98.8,800,306,38.3,103,12.9,162,20.3,173,21.6,56,7.0,229,28.6,222
"Hartford School District","=""0640011""",10,"F",622,556,89.4,548,155,28.3,123,22.4,173,31.6,58,10.6,39,7.1,97,17.7,220
"Hartford School District","=""0640011""",10,"M",703,623,88.6,616,208,33.8,137,22.2,131,21.3,63,10.2,77,12.5,140,22.7,221
"Hartland School District","=""0650011""",05,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,"M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,"M",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",05,"F",52,52,100.0,52,"*","*","*","*",11,21.2,24,46.2,15,28.8,39,75.0,273
"Hebron School District","=""0670011""",05,"M",55,55,100.0,55,"*","*","*","*",8,14.5,25,45.5,15,27.3,40,72.7,266
"Highville Charter School District","=""2860013""",05,"F",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",221
"Highville Charter School District","=""2860013""",05,"M",20,20,100.0,20,"*","*","*","*","*","*","*","*",0,0.0,"*","*",202
"Highville Charter School District","=""2860013""",08,"F",21,21,100.0,21,"*","*",0,0.0,"*","*","*","*",0,0.0,"*","*",229
"Highville Charter School District","=""2860013""",08,"M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""",10,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",05,"M",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""",08,"M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Interdistrict School for Arts and Comm District","=""2650013""",08,"F",46,45,97.8,45,9,20.0,10,22.2,"*","*",19,42.2,"*","*","*","*",239
"Interdistrict School for Arts and Comm District","=""2650013""",08,"M",41,41,100.0,41,14,34.1,6,14.6,"*","*",12,29.3,"*","*","*","*",226
"Jumoke Academy District","=""2610013""",05,"F",41,41,100.0,41,"*","*",9,22.0,15,36.6,12,29.3,"*","*","*","*",232
"Jumoke Academy District","=""2610013""",05,"M",35,35,100.0,35,"*","*","*","*",10,28.6,6,17.1,0,0.0,6,17.1,206
"Jumoke Academy District","=""2610013""",08,"F",50,50,100.0,50,12,24.0,"*","*",13,26.0,17,34.0,"*","*","*","*",236
"Jumoke Academy District","=""2610013""",08,"M",36,35,97.2,35,9,25.7,"*","*",9,25.7,10,28.6,"*","*","*","*",229
"Jumoke Academy District","=""2610013""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",05,"M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""",08,"M",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",05,"F",72,72,100.0,72,"*","*",12,16.7,22,30.6,27,37.5,"*","*","*","*",242
"Killingly School District","=""0690011""",05,"M",87,83,95.4,83,"*","*",9,10.8,17,20.5,46,55.4,"*","*","*","*",251
"Killingly School District","=""0690011""",08,"F",89,86,96.6,86,8,9.3,7,8.1,21,24.4,44,51.2,6,7.0,50,58.1,249
"Killingly School District","=""0690011""",08,"M",90,88,97.8,88,10,11.4,"*","*",18,20.5,48,54.5,"*","*","*","*",256
"Killingly School District","=""0690011""",10,"F",98,93,94.9,93,11,11.8,19,20.4,36,38.7,19,20.4,8,8.6,27,29.0,237
"Killingly School District","=""0690011""",10,"M",95,88,92.6,88,12,13.6,15,17.0,23,26.1,25,28.4,13,14.8,38,43.2,246
"Learn","=""2450014""",05,"F",46,44,95.7,44,"*","*","*","*",7,15.9,25,56.8,7,15.9,32,72.7,262
"Learn","=""2450014""",05,"M",40,40,100.0,40,"*","*","*","*",6,15.0,21,52.5,8,20.0,29,72.5,271
"Learn","=""2450014""",08,"F",30,30,100.0,30,11,36.7,"*","*",8,26.7,"*","*","*","*","*","*",215
"Learn","=""2450014""",08,"M",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""",10,"F",104,100,96.2,99,19,19.2,20,20.2,25,25.3,12,12.1,23,23.2,35,35.4,245
"Learn","=""2450014""",10,"M",72,70,97.2,70,18,25.7,10,14.3,17,24.3,10,14.3,15,21.4,25,35.7,241
"Lebanon School District","=""0710011""",05,"F",34,34,100.0,34,"*","*",0,0.0,"*","*",19,55.9,"*","*","*","*",262
"Lebanon School District","=""0710011""",05,"M",29,28,96.6,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",265
"Lebanon School District","=""0710011""",08,"F",40,40,100.0,40,"*","*","*","*",9,22.5,23,57.5,"*","*","*","*",264
"Lebanon School District","=""0710011""",08,"M",41,41,100.0,41,"*","*","*","*",7,17.1,21,51.2,"*","*","*","*",272
"Lebanon School District","=""0710011""",10,"F",53,53,100.0,53,"*","*","*","*",15,28.3,18,34.0,16,30.2,34,64.2,274
"Lebanon School District","=""0710011""",10,"M",42,41,97.6,41,"*","*","*","*",13,31.7,12,29.3,6,14.6,18,43.9,252
"Ledyard School District","=""0720011""",05,"F",74,73,98.6,73,0,0.0,"*","*","*","*",31,42.5,27,37.0,58,79.5,289
"Ledyard School District","=""0720011""",05,"M",94,93,98.9,93,"*","*","*","*",12,12.9,44,47.3,27,29.0,71,76.3,273
"Ledyard School District","=""0720011""",08,"F",66,65,98.5,65,"*","*","*","*",10,15.4,40,61.5,8,12.3,48,73.8,261
"Ledyard School District","=""0720011""",08,"M",93,93,100.0,93,"*","*","*","*",17,18.3,51,54.8,14,15.1,65,69.9,263
"Ledyard School District","=""0720011""",10,"F",99,96,97.0,96,"*","*","*","*",30,31.3,15,15.6,39,40.6,54,56.3,277
"Ledyard School District","=""0720011""",10,"M",94,92,97.9,92,0,0.0,6,6.5,23,25.0,26,28.3,37,40.2,63,68.5,285
"Lisbon School District","=""0730011""",05,"F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",259
"Lisbon School District","=""0730011""",05,"M",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Lisbon School District","=""0730011""",08,"F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""",08,"M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Litchfield School District","=""0740011""",05,"F",27,27,100.0,27,0,0.0,"*","*","*","*",10,37.0,13,48.1,23,85.2,293
"Litchfield School District","=""0740011""",05,"M",42,42,100.0,42,"*","*","*","*",0,0.0,13,31.0,27,64.3,40,95.2,308
"Litchfield School District","=""0740011""",08,"F",50,50,100.0,50,"*","*","*","*","*","*",31,62.0,13,26.0,44,88.0,276
"Litchfield School District","=""0740011""",08,"M",39,39,100.0,39,"*","*","*","*","*","*",16,41.0,12,30.8,28,71.8,271
"Litchfield School District","=""0740011""",10,"F",30,30,100.0,30,"*","*","*","*",10,33.3,"*","*",13,43.3,"*","*",288
"Litchfield School District","=""0740011""",10,"M",33,33,100.0,33,0,0.0,"*","*",8,24.2,"*","*",11,33.3,"*","*",285
"Madison School District","=""0760011""",05,"F",92,90,97.8,90,"*","*","*","*",15,16.7,48,53.3,21,23.3,69,76.7,274
"Madison School District","=""0760011""",05,"M",112,106,94.6,106,0,0.0,"*","*",23,21.7,57,53.8,"*","*","*","*",272
"Madison School District","=""0760011""",08,"F",157,151,96.2,151,"*","*","*","*",16,10.6,87,57.6,37,24.5,124,82.1,275
"Madison School District","=""0760011""",08,"M",121,116,95.9,116,"*","*","*","*",18,15.5,59,50.9,34,29.3,93,80.2,278
"Madison School District","=""0760011""",10,"F",140,132,94.3,132,"*","*","*","*",29,22.0,39,29.5,55,41.7,94,71.2,284
"Madison School District","=""0760011""",10,"M",155,154,99.4,154,"*","*","*","*",31,20.1,45,29.2,66,42.9,111,72.1,285
"Manchester School District","=""0770011""",05,"F",216,215,99.5,215,26,12.1,40,18.6,44,20.5,83,38.6,22,10.2,105,48.8,240
"Manchester School District","=""0770011""",05,"M",259,255,98.5,255,43,16.9,43,16.9,62,24.3,82,32.2,25,9.8,107,42.0,236
"Manchester School District","=""0770011""",08,"F",180,177,98.3,177,47,26.6,25,14.1,36,20.3,61,34.5,8,4.5,69,39.0,232
"Manchester School District","=""0770011""",08,"M",192,189,98.4,189,42,22.2,17,9.0,41,21.7,79,41.8,10,5.3,89,47.1,235
"Manchester School District","=""0770011""",10,"F",186,177,95.2,177,34,19.2,31,17.5,54,30.5,34,19.2,24,13.6,58,32.8,237
"Manchester School District","=""0770011""",10,"M",202,195,96.5,195,52,26.7,42,21.5,59,30.3,19,9.7,23,11.8,42,21.5,226
"Mansfield School District","=""0780011""",05,"F",68,67,98.5,67,"*","*","*","*",9,13.4,33,49.3,21,31.3,54,80.6,280
"Mansfield School District","=""0780011""",05,"M",71,69,97.2,69,"*","*","*","*",10,14.5,24,34.8,23,33.3,47,68.1,267
"Mansfield School District","=""0780011""",08,"F",67,67,100.0,67,"*","*",0,0.0,"*","*",32,47.8,26,38.8,58,86.6,288
"Mansfield School District","=""0780011""",08,"M",74,74,100.0,74,"*","*","*","*","*","*",31,41.9,34,45.9,65,87.8,295
