"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (3-l"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"New Fairfield School District","=""0910011""","N",177,175,98.9,175,"*","*","*","*","*","*","*","*","*","*","*","*",276
"New Haven School District","=""0930011""","F",793,787,99.2,787,332,42.2,142,18.0,158,20.1,141,17.9,14,1.8,155,19.7,213
"New Haven School District","=""0930011""","N",609,602,98.9,602,164,27.2,81,13.5,123,20.4,180,29.9,54,9.0,234,38.9,234
"New Haven School District","=""0930011""","R",26,26,100.0,26,7,26.9,7,26.9,7,26.9,"*","*","*","*","*","*",221
"New London School District","=""0950011""","F",149,145,97.3,145,55,37.9,"*","*",22,15.2,44,30.3,"*","*","*","*",219
"New London School District","=""0950011""","N",31,28,90.3,28,"*","*","*","*","*","*","*","*","*","*","*","*",221
"New London School District","=""0950011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","F",56,56,100.0,56,"*","*","*","*",9,16.1,29,51.8,"*","*","*","*",250
"New Milford School District","=""0960011""","N",277,277,100.0,276,"*","*",15,5.4,39,14.1,150,54.3,"*","*","*","*",267
"New Milford School District","=""0960011""","R",23,23,100.0,23,"*","*","*","*",8,34.8,12,52.2,0,0.0,12,52.2,250
"Newington School District","=""0940011""","F",52,51,98.1,51,7,13.7,"*","*",12,23.5,23,45.1,"*","*","*","*",249
"Newington School District","=""0940011""","N",246,246,100.0,246,9,3.7,13,5.3,41,16.7,128,52.0,55,22.4,183,74.4,271
"Newington School District","=""0940011""","R",22,22,100.0,22,"*","*","*","*","*","*",12,54.5,"*","*","*","*",256
"Newtown School District","=""0970011""","F",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*","*","*",263
"Newtown School District","=""0970011""","N",381,378,99.2,378,"*","*","*","*",33,8.7,212,56.1,115,30.4,327,86.5,282
"Newtown School District","=""0970011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",129,127,98.4,127,8,6.3,6,4.7,21,16.5,67,52.8,25,19.7,92,72.4,266
"North Branford School District","=""0990011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","F",35,34,97.1,34,"*","*","*","*","*","*","*","*","*","*","*","*",252
"North Haven School District","=""1010011""","N",223,223,100.0,223,11,4.9,18,8.1,50,22.4,110,49.3,34,15.2,144,64.6,260
"North Haven School District","=""1010011""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","N",42,42,100.0,42,0,0.0,"*","*","*","*",22,52.4,15,35.7,37,88.1,285
"North Stonington School District","=""1020011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","F",368,366,99.5,366,99,27.0,60,16.4,84,23.0,111,30.3,12,3.3,123,33.6,228
"Norwalk School District","=""1030011""","N",360,359,99.7,359,27,7.5,28,7.8,47,13.1,174,48.5,83,23.1,257,71.6,266
"Norwalk School District","=""1030011""","R",73,73,100.0,73,10,13.7,11,15.1,16,21.9,29,39.7,7,9.6,36,49.3,246
"Norwich School District","=""1040011""","F",250,249,99.6,249,85,34.1,48,19.3,"*","*",66,26.5,"*","*","*","*",220
"Norwich School District","=""1040011""","N",90,89,98.9,89,11,12.4,"*","*",24,27.0,43,48.3,"*","*","*","*",244
"Norwich School District","=""1040011""","R",41,41,100.0,41,"*","*","*","*",17,41.5,13,31.7,0,0.0,13,31.7,235
"Odyssey Community School District","=""2630013""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","N",30,29,96.7,29,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Old Saybrook School District","=""1060011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",99,99,100.0,99,"*","*","*","*",11,11.1,59,59.6,23,23.2,82,82.8,274
"Old Saybrook School District","=""1060011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","F",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",150,150,100.0,150,8,5.3,12,8.0,28,18.7,71,47.3,31,20.7,102,68.0,267
"Oxford School District","=""1080011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","F",42,41,97.6,41,10,24.4,"*","*",8,19.5,"*","*","*","*","*","*",231
"Park City Prep Charter School District","=""2830013""","N",34,33,97.1,33,"*","*",0,0.0,"*","*",17,51.5,"*","*","*","*",259
"Park City Prep Charter School District","=""2830013""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","F",76,75,98.7,75,"*","*",11,14.7,17,22.7,35,46.7,"*","*","*","*",245
"Plainfield School District","=""1090011""","N",87,85,97.7,85,"*","*","*","*",13,15.3,46,54.1,11,12.9,57,67.1,258
"Plainfield School District","=""1090011""","R",24,24,100.0,24,"*","*","*","*",7,29.2,10,41.7,"*","*","*","*",253
"Plainville School District","=""1100011""","F",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Plainville School District","=""1100011""","N",125,123,98.4,123,9,7.3,7,5.7,16,13.0,54,43.9,37,30.1,91,74.0,271
"Plainville School District","=""1100011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","F","*","*","*","*",8,22.9,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Plymouth School District","=""1110011""","N",70,68,97.1,68,"*","*",7,10.3,13,19.1,37,54.4,"*","*","*","*",255
"Plymouth School District","=""1110011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N",40,40,100.0,40,0,0.0,"*","*","*","*",23,57.5,11,27.5,34,85.0,272
"Pomfret School District","=""1120011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N",87,87,100.0,87,"*","*","*","*",8,9.2,51,58.6,24,27.6,75,86.2,280
"Portland School District","=""1130011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N",39,38,97.4,38,"*","*","*","*","*","*",17,44.7,13,34.2,30,78.9,276
"Preston School District","=""1140011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","F",46,46,100.0,46,16,34.8,"*","*","*","*",18,39.1,"*","*","*","*",222
"Putnam School District","=""1160011""","N",37,36,97.3,36,"*","*","*","*",11,30.6,"*","*","*","*","*","*",239
"Putnam School District","=""1160011""","R",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N",114,112,98.2,112,"*","*","*","*",7,6.3,60,53.6,34,30.4,94,83.9,279
"Redding School District","=""1170011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",139,139,100.0,139,"*","*","*","*",13,9.4,68,48.9,53,38.1,121,87.1,283
"Regional School District 04","=""2040012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",365,361,98.9,361,16,4.4,13,3.6,41,11.4,184,51.0,107,29.6,291,80.6,277
"Regional School District 05","=""2050012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N",64,62,96.9,62,"*","*","*","*",7,11.3,38,61.3,11,17.7,49,79.0,267
"Regional School District 06","=""2060012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N",132,132,100.0,132,"*","*","*","*",6,4.5,64,48.5,58,43.9,122,92.4,294
"Regional School District 07","=""2070012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N",261,261,100.0,261,10,3.8,12,4.6,42,16.1,146,55.9,51,19.5,197,75.5,268
"Regional School District 08","=""2080012""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","N",161,158,98.1,157,"*","*","*","*",23,14.6,93,59.2,29,18.5,122,77.7,268
"Regional School District 10","=""2100012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N",32,32,100.0,32,"*","*","*","*","*","*",20,62.5,"*","*","*","*",252
"Regional School District 11","=""2110012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",56,56,100.0,56,"*","*",0,0.0,"*","*",29,51.8,21,37.5,50,89.3,287
"Regional School District 12","=""2120012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N",142,141,99.3,141,"*","*","*","*",16,11.3,73,51.8,43,30.5,116,82.3,280
"Regional School District 13","=""2130012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",85,84,98.8,84,"*","*","*","*",12,14.3,51,60.7,17,20.2,68,81.0,271
"Regional School District 14","=""2140012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",328,326,99.4,326,6,1.8,9,2.8,42,12.9,178,54.6,91,27.9,269,82.5,279
"Regional School District 15","=""2150012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Regional School District 16","=""2160012""","N",168,165,98.2,165,"*","*",9,5.5,25,15.2,97,58.8,"*","*","*","*",265
"Regional School District 16","=""2160012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","N",176,173,98.3,173,7,4.0,9,5.2,18,10.4,82,47.4,57,32.9,139,80.3,278
"Regional School District 17","=""2170012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N",125,125,100.0,125,0,0.0,"*","*","*","*",60,48.0,46,36.8,106,84.8,285
"Regional School District 18","=""2180012""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",403,402,99.8,402,9,2.2,7,1.7,30,7.5,201,50.0,155,38.6,356,88.6,286
"Ridgefield School District","=""1180011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","F",32,32,100.0,32,6,18.8,"*","*","*","*","*","*","*","*","*","*",255
"Rocky Hill School District","=""1190011""","N",156,155,99.4,155,"*","*","*","*",16,10.3,70,45.2,57,36.8,127,81.9,283
"Rocky Hill School District","=""1190011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","F",38,38,100.0,38,11,28.9,"*","*","*","*","*","*","*","*","*","*",233
"Seymour School District","=""1240011""","N",137,136,99.3,136,"*","*","*","*",25,18.4,67,49.3,19,14.0,86,63.2,260
"Seymour School District","=""1240011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","F",73,73,100.0,73,"*","*","*","*","*","*",33,45.2,"*","*","*","*",248
"Shelton School District","=""1260011""","N",353,351,99.4,351,18,5.1,19,5.4,46,13.1,169,48.1,99,28.2,268,76.4,273
"Shelton School District","=""1260011""","R",28,27,96.4,27,"*","*","*","*","*","*",15,55.6,"*","*","*","*",269
"Sherman School District","=""1270011""","N",37,37,100.0,37,"*","*","*","*","*","*",24,64.9,7,18.9,31,83.8,269
"Side By Side Charter School District","=""2700013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","F",27,27,100.0,27,"*","*",0,0.0,"*","*","*","*","*","*","*","*",253
"Simsbury School District","=""1280011""","N",326,323,99.1,323,"*","*","*","*",23,7.1,153,47.4,127,39.3,280,86.7,284
"Simsbury School District","=""1280011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","N",105,104,99.0,104,"*","*","*","*","*","*","*","*","*","*","*","*",271
"South Windsor School District","=""1320011""","F",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*","*","*",240
"South Windsor School District","=""1320011""","N",300,300,100.0,300,"*","*","*","*",26,8.7,150,50.0,105,35.0,255,85.0,283
"South Windsor School District","=""1320011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","F",62,61,98.4,61,7,11.5,"*","*",12,19.7,36,59.0,"*","*","*","*",251
"Southington School District","=""1310011""","N",481,479,99.6,479,28,5.8,26,5.4,68,14.2,283,59.1,74,15.4,357,74.5,264
"Southington School District","=""1310011""","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","F","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","N",21,21,100.0,21,0,0.0,0,0.0,"*","*",14,66.7,"*","*","*","*",274
"Sprague School District","=""1330011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","F",29,29,100.0,29,"*","*",0,0.0,"*","*","*","*","*","*","*","*",260
"Stafford School District","=""1340011""","N",73,73,100.0,73,0,0.0,"*","*","*","*",34,46.6,23,31.5,57,78.1,279
"Stafford School District","=""1340011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","F",496,485,97.8,485,154,31.8,65,13.4,98,20.2,144,29.7,24,4.9,168,34.6,227
"Stamford School District","=""1350011""","N",522,517,99.0,517,38,7.4,25,4.8,49,9.5,282,54.5,123,23.8,405,78.3,269
"Stamford School District","=""1350011""","R",96,94,97.9,94,16,17.0,"*","*",30,31.9,34,36.2,"*","*","*","*",244
"Sterling School District","=""1360011""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sterling School District","=""1360011""","N",35,35,100.0,35,8,22.9,"*","*",8,22.9,13,37.1,"*","*","*","*",235
"Sterling School District","=""1360011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","F",25,25,100.0,25,"*","*","*","*","*","*",15,60.0,"*","*","*","*",256
"Stonington School District","=""1370011""","N",146,145,99.3,145,"*","*","*","*",17,11.7,78,53.8,41,28.3,119,82.1,278
"Stonington School District","=""1370011""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","F",192,190,99.0,190,47,24.7,"*","*",48,25.3,56,29.5,"*","*","*","*",228
"Stratford School District","=""1380011""","N",290,288,99.3,288,25,8.7,21,7.3,53,18.4,148,51.4,41,14.2,189,65.6,257
"Stratford School District","=""1380011""","R",58,58,100.0,58,"*","*",11,19.0,14,24.1,21,36.2,"*","*","*","*",242
"Suffield School District","=""1390011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","N",168,168,100.0,168,8,4.8,8,4.8,23,13.7,87,51.8,42,25.0,129,76.8,270
"Suffield School District","=""1390011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",37,37,100.0,37,15,40.5,11,29.7,"*","*","*","*",0,0.0,"*","*",208
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F",32,32,100.0,32,"*","*","*","*","*","*","*","*",0,0.0,"*","*",239
"The Gilbert School District","=""9020022""","N",51,51,100.0,51,"*","*",9,17.6,14,27.5,23,45.1,"*","*","*","*",250
"The Gilbert School District","=""9020022""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",54,54,100.0,54,"*","*","*","*",12,22.2,27,50.0,8,14.8,35,64.8,261
"Thomaston School District","=""1400011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N",49,49,100.0,49,0,0.0,"*","*",14,28.6,26,53.1,"*","*","*","*",262
"Thompson School District","=""1410011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",219,219,100.0,219,6,2.7,6,2.7,19,8.7,134,61.2,54,24.7,188,85.8,277
"Tolland School District","=""1420011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","F",128,124,96.9,124,22,17.7,19,15.3,33,26.6,43,34.7,7,5.6,50,40.3,236
"Torrington School District","=""1430011""","N",177,176,99.4,176,17,9.7,13,7.4,24,13.6,106,60.2,16,9.1,122,69.3,256
"Torrington School District","=""1430011""","R",32,32,100.0,32,"*","*","*","*","*","*",18,56.3,0,0.0,18,56.3,245
"Trailblazers Academy District","=""2780013""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",32,30,93.8,30,"*","*","*","*",14,46.7,7,23.3,"*","*","*","*",239
"Trumbull School District","=""1440011""","N",412,410,99.5,410,13,3.2,12,2.9,47,11.5,199,48.5,139,33.9,338,82.4,280
"Trumbull School District","=""1440011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",166,162,195.2,162,36,44.4,30,37.0,38,46.9,"*","*","*","*",29,35.8,459
"Vernon School District","=""1460011""","N",107,107,100.0,107,"*","*","*","*","*","*",64,59.8,9,8.4,73,68.2,256
"Vernon School District","=""1460011""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",21,21,100.0,21,"*","*","*","*","*","*",17,81.0,"*","*","*","*",268
"Voluntown School District","=""1470011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",73,72,98.6,72,"*","*","*","*",14,19.4,38,52.8,8,11.1,46,63.9,252
"Wallingford School District","=""1480011""","N",389,384,98.7,384,19,4.9,17,4.4,65,16.9,193,50.3,90,23.4,283,73.7,271
"Wallingford School District","=""1480011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F",964,952,98.8,952,407,42.8,155,16.3,190,20.0,186,19.5,14,1.5,200,21.0,213
"Waterbury School District","=""1510011""","N",270,264,97.8,263,72,27.4,28,10.6,51,19.4,99,37.6,13,4.9,112,42.6,231
"Waterbury School District","=""1510011""","R",103,102,99.0,102,27,26.5,"*","*",20,19.6,41,40.2,"*","*","*","*",233
"Waterford School District","=""1520011""","F",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Waterford School District","=""1520011""","N",183,183,100.0,183,10,5.5,9,4.9,18,9.8,113,61.7,33,18.0,146,79.8,269
"Waterford School District","=""1520011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","F",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*",239
"Watertown School District","=""1530011""","N",164,164,100.0,164,9,5.5,8,4.9,28,17.1,100,61.0,19,11.6,119,72.6,261
"Watertown School District","=""1530011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","F",123,119,96.7,119,26,21.8,19,16.0,20,16.8,43,36.1,11,9.2,54,45.4,239
"West Hartford School District","=""1550011""","N",535,531,99.3,531,17,3.2,23,4.3,64,12.1,257,48.4,170,32.0,427,80.4,279
"West Hartford School District","=""1550011""","R",25,25,100.0,25,"*","*","*","*","*","*",11,44.0,"*","*","*","*",256
"West Haven School District","=""1560011""","F",231,229,99.1,229,69,30.1,"*","*",51,22.3,63,27.5,"*","*","*","*",230
"West Haven School District","=""1560011""","N",163,162,99.4,162,25,15.4,15,9.3,33,20.4,73,45.1,16,9.9,89,54.9,247
"West Haven School District","=""1560011""","R",33,33,100.0,33,9,27.3,9,27.3,"*","*",7,21.2,"*","*","*","*",225
"Westbrook School District","=""1540011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",46,46,100.0,46,"*","*","*","*","*","*",18,39.1,22,47.8,40,87.0,299
"Westbrook School District","=""1540011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",178,176,98.9,176,"*","*","*","*",21,11.9,105,59.7,45,25.6,150,85.2,277
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F",21,21,100.0,21,"*","*","*","*",6,28.6,6,28.6,"*","*","*","*",237
"Westport School District","=""1580011""","N",429,423,98.6,423,"*","*","*","*",40,9.5,225,53.2,148,35.0,373,88.2,286
"Westport School District","=""1580011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F",41,40,97.6,40,"*","*","*","*","*","*","*","*","*","*","*","*",237
"Wethersfield School District","=""1590011""","N",227,227,100.0,227,19,8.4,13,5.7,40,17.6,114,50.2,41,18.1,155,68.3,260
"Wethersfield School District","=""1590011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",44,44,100.0,44,"*","*","*","*",11,25.0,26,59.1,"*","*","*","*",258
"Willington School District","=""1600011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",197,194,98.5,194,85,43.8,35,18.0,"*","*",36,18.6,"*","*","*","*",214
"Windham School District","=""1630011""","N",42,42,100.0,42,7,16.7,"*","*","*","*",20,47.6,8,19.0,28,66.7,253
"Windham School District","=""1630011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","F",30,30,100.0,30,12,40.0,12,40.0,"*","*","*","*","*","*","*","*",231
