"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Old Saybrook School District","=""1060011""","Y",82,80,97.6,80,12,15.0,11,13.8,18,22.5,30,37.5,9,11.3,39,48.8
"Old Saybrook School District","=""1060011""","N",239,239,100.0,239,0,0.0,"*","*","*","*",123,51.5,78,32.6,201,84.1
"Orange School District","=""1070011""","Y",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*"
"Orange School District","=""1070011""","N",150,149,99.3,149,"*","*","*","*",9,6.0,79,53.0,58,38.9,137,91.9
"Oxford School District","=""1080011""","Y",109,108,99.1,107,13,12.1,17,15.9,28,26.2,33,30.8,16,15.0,49,45.8
"Oxford School District","=""1080011""","N",373,373,100.0,372,"*","*","*","*",67,18.0,157,42.2,134,36.0,291,78.2
"Park City Prep Charter School District","=""2830013""","Y",141,139,98.6,139,30,21.6,32,23.0,32,23.0,39,28.1,6,4.3,45,32.4
"Park City Prep Charter School District","=""2830013""","N",35,35,100.0,35,"*","*",0,0.0,9,25.7,17,48.6,"*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",285,278,97.5,277,50,18.1,48,17.3,80,28.9,82,29.6,17,6.1,99,35.7
"Plainfield School District","=""1090011""","N",233,231,99.1,231,10,4.3,25,10.8,62,26.8,102,44.2,32,13.9,134,58.0
"Plainville School District","=""1100011""","Y",199,195,98.0,195,38,19.5,30,15.4,45,23.1,66,33.8,16,8.2,82,42.1
"Plainville School District","=""1100011""","N",310,306,98.7,306,"*","*","*","*",50,16.3,148,48.4,88,28.8,236,77.1
"Plymouth School District","=""1110011""","Y",130,126,96.9,126,29,23.0,23,18.3,32,25.4,33,26.2,9,7.1,42,33.3
"Plymouth School District","=""1110011""","N",215,213,99.1,213,"*","*","*","*",50,23.5,100,46.9,36,16.9,136,63.8
"Pomfret School District","=""1120011""","Y",38,38,100.0,38,"*","*","*","*",8,21.1,21,55.3,"*","*","*","*"
"Pomfret School District","=""1120011""","N",70,70,100.0,70,0,0.0,"*","*","*","*",39,55.7,23,32.9,62,88.6
"Portland School District","=""1130011""","Y",83,82,98.8,82,11,13.4,10,12.2,22,26.8,29,35.4,10,12.2,39,47.6
"Portland School District","=""1130011""","N",232,232,100.0,232,"*","*","*","*",38,16.4,117,50.4,70,30.2,187,80.6
"Preston School District","=""1140011""","Y",36,35,97.2,35,"*","*",8,22.9,11,31.4,13,37.1,"*","*","*","*"
"Preston School District","=""1140011""","N",62,61,98.4,61,"*","*","*","*",6,9.8,31,50.8,22,36.1,53,86.9
"Putnam School District","=""1160011""","Y",162,158,97.5,158,44,27.8,27,17.1,41,25.9,37,23.4,9,5.7,46,29.1
"Putnam School District","=""1160011""","N",96,93,96.9,92,"*","*","*","*",30,32.6,41,44.6,9,9.8,50,54.3
"Redding School District","=""1170011""","Y",31,30,96.8,30,"*","*",8,26.7,6,20.0,7,23.3,"*","*","*","*"
"Redding School District","=""1170011""","N",187,183,97.9,183,"*","*","*","*",9,4.9,101,55.2,71,38.8,172,94.0
"Regional School District 01","=""2010012""","Y",38,37,97.4,37,"*","*",8,21.6,16,43.2,7,18.9,"*","*","*","*"
"Regional School District 01","=""2010012""","N",57,56,98.2,56,0,0.0,7,12.5,23,41.1,14,25.0,12,21.4,26,46.4
"Regional School District 04","=""2040012""","Y",64,63,98.4,63,"*","*","*","*",25,39.7,16,25.4,10,15.9,26,41.3
"Regional School District 04","=""2040012""","N",253,253,100.0,253,0,0.0,6,2.4,34,13.4,97,38.3,116,45.8,213,84.2
"Regional School District 05","=""2050012""","Y",110,109,99.1,109,18,16.5,15,13.8,40,36.7,25,22.9,11,10.1,36,33.0
"Regional School District 05","=""2050012""","N",631,627,99.4,626,"*","*","*","*",74,11.8,251,40.1,286,45.7,537,85.8
"Regional School District 06","=""2060012""","Y",83,82,98.8,82,11,13.4,19,23.2,23,28.0,20,24.4,9,11.0,29,35.4
"Regional School District 06","=""2060012""","N",173,170,98.3,170,"*","*","*","*",35,20.6,77,45.3,49,28.8,126,74.1
"Regional School District 07","=""2070012""","Y",56,56,100.0,55,"*","*","*","*",15,27.3,14,25.5,14,25.5,28,50.9
"Regional School District 07","=""2070012""","N",266,266,100.0,266,0,0.0,6,2.3,38,14.3,102,38.3,120,45.1,222,83.5
"Regional School District 08","=""2080012""","Y",87,86,98.9,86,14,16.3,12,14.0,22,25.6,26,30.2,12,14.0,38,44.2
"Regional School District 08","=""2080012""","N",470,466,99.1,466,"*","*","*","*",95,20.4,217,46.6,141,30.3,358,76.8
"Regional School District 09","=""2090012""","Y",34,29,85.3,29,0,0.0,0,0.0,"*","*",12,41.4,"*","*","*","*"
"Regional School District 09","=""2090012""","N",208,206,99.0,204,0,0.0,"*","*","*","*",46,22.5,118,57.8,164,80.4
"Regional School District 10","=""2100012""","Y",90,87,96.7,86,14,16.3,17,19.8,23,26.7,23,26.7,9,10.5,32,37.2
"Regional School District 10","=""2100012""","N",471,469,99.6,469,"*","*","*","*",78,16.6,233,49.7,141,30.1,374,79.7
"Regional School District 11","=""2110012""","Y",27,27,100.0,27,"*","*","*","*","*","*",9,33.3,"*","*","*","*"
"Regional School District 11","=""2110012""","N",43,43,100.0,43,"*","*","*","*",6,14.0,23,53.5,9,20.9,32,74.4
"Regional School District 12","=""2120012""","Y",47,47,100.0,47,"*","*",10,21.3,12,25.5,13,27.7,"*","*","*","*"
"Regional School District 12","=""2120012""","N",115,115,100.0,115,0,0.0,"*","*","*","*",57,49.6,49,42.6,106,92.2
"Regional School District 13","=""2130012""","Y",89,87,97.8,87,6,6.9,11,12.6,22,25.3,31,35.6,17,19.5,48,55.2
"Regional School District 13","=""2130012""","N",332,329,99.1,329,0,0.0,9,2.7,39,11.9,149,45.3,132,40.1,281,85.4
"Regional School District 14","=""2140012""","Y",116,114,98.3,114,11,9.6,18,15.8,33,28.9,40,35.1,12,10.5,52,45.6
"Regional School District 14","=""2140012""","N",312,312,100.0,312,"*","*","*","*",63,20.2,136,43.6,107,34.3,243,77.9
"Regional School District 15","=""2150012""","Y",159,155,97.5,155,19,12.3,20,12.9,41,26.5,52,33.5,23,14.8,75,48.4
"Regional School District 15","=""2150012""","N",765,760,99.3,760,"*","*","*","*",79,10.4,372,48.9,305,40.1,677,89.1
"Regional School District 16","=""2160012""","Y",131,130,99.2,130,26,20.0,25,19.2,32,24.6,38,29.2,9,6.9,47,36.2
"Regional School District 16","=""2160012""","N",402,397,98.8,397,"*","*","*","*",97,24.4,179,45.1,102,25.7,281,70.8
"Regional School District 17","=""2170012""","Y",139,134,96.4,134,15,11.2,14,10.4,35,26.1,40,29.9,30,22.4,70,52.2
"Regional School District 17","=""2170012""","N",403,400,99.3,400,"*","*","*","*",48,12.0,172,43.0,174,43.5,346,86.5
"Regional School District 18","=""2180012""","Y",45,45,100.0,44,"*","*",13,29.5,12,27.3,13,29.5,"*","*","*","*"
"Regional School District 18","=""2180012""","N",303,303,100.0,303,"*","*","*","*",40,13.2,129,42.6,127,41.9,256,84.5
"Regional School District 19","=""2190012""","Y",79,76,96.2,76,10,13.2,15,19.7,28,36.8,6,7.9,17,22.4,23,30.3
"Regional School District 19","=""2190012""","N",220,219,99.5,219,"*","*","*","*",59,26.9,58,26.5,90,41.1,148,67.6
"Ridgefield School District","=""1180011""","Y",135,124,91.9,124,12,9.7,20,16.1,39,31.5,45,36.3,8,6.5,53,42.7
"Ridgefield School District","=""1180011""","N",1119,1105,98.7,1105,"*","*","*","*",96,8.7,439,39.7,557,50.4,996,90.1
"Rocky Hill School District","=""1190011""","Y",142,140,98.6,140,23,16.4,18,12.9,40,28.6,39,27.9,20,14.3,59,42.1
"Rocky Hill School District","=""1190011""","N",420,418,99.5,418,"*","*","*","*",68,16.3,160,38.3,180,43.1,340,81.3
"Salem School District","=""1210011""","Y",26,26,100.0,26,"*","*","*","*",7,26.9,8,30.8,"*","*","*","*"
"Salem School District","=""1210011""","N",65,65,100.0,65,0,0.0,0,0.0,"*","*",36,55.4,"*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","N",47,47,100.0,47,"*","*","*","*","*","*",26,55.3,16,34.0,42,89.4
"Scotland School District","=""1230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Y",174,172,98.9,172,38,22.1,31,18.0,45,26.2,50,29.1,8,4.7,58,33.7
"Seymour School District","=""1240011""","N",344,342,99.4,342,"*","*","*","*",85,24.9,155,45.3,73,21.3,228,66.7
"Sharon School District","=""1250011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Y",385,374,97.1,373,52,13.9,64,17.2,87,23.3,127,34.0,43,11.5,170,45.6
"Shelton School District","=""1260011""","N",790,787,99.6,787,7,0.9,29,3.7,131,16.6,356,45.2,264,33.5,620,78.8
"Sherman School District","=""1270011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","N",58,57,98.3,57,0,0.0,"*","*","*","*",37,64.9,14,24.6,51,89.5
"Side By Side Charter School District","=""2700013""","Y",25,25,100.0,25,"*","*","*","*",8,32.0,10,40.0,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Y",182,178,97.8,177,26,14.7,15,8.5,41,23.2,57,32.2,38,21.5,95,53.7
"Simsbury School District","=""1280011""","N",800,796,99.5,796,"*","*","*","*",47,5.9,311,39.1,427,53.6,738,92.7
"Somers School District","=""1290011""","Y",58,56,96.6,56,"*","*",9,16.1,24,42.9,13,23.2,"*","*","*","*"
"Somers School District","=""1290011""","N",282,280,99.3,280,"*","*","*","*",43,15.4,109,38.9,118,42.1,227,81.1
"South Windsor School District","=""1320011""","Y",224,219,97.8,219,21,9.6,37,16.9,63,28.8,73,33.3,25,11.4,98,44.7
"South Windsor School District","=""1320011""","N",773,767,99.2,767,"*","*","*","*",68,8.9,317,41.3,373,48.6,690,90.0
"Southington School District","=""1310011""","Y",400,393,98.3,392,59,15.1,65,16.6,95,24.2,128,32.7,45,11.5,173,44.1
"Southington School District","=""1310011""","N",1252,1240,99.0,1240,8,0.6,39,3.1,192,15.5,609,49.1,392,31.6,1001,80.7
"Sprague School District","=""1330011""","Y",42,42,100.0,42,"*","*","*","*",9,21.4,19,45.2,8,19.0,27,64.3
"Sprague School District","=""1330011""","N",35,35,100.0,35,0,0.0,0,0.0,"*","*",20,57.1,"*","*","*","*"
"Stafford School District","=""1340011""","Y",122,117,95.9,117,12,10.3,13,11.1,28,23.9,51,43.6,13,11.1,64,54.7
"Stafford School District","=""1340011""","N",200,200,100.0,200,"*","*","*","*",42,21.0,88,44.0,63,31.5,151,75.5
"Stamford Academy District","=""2820013""","Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","Y",2018,1972,97.7,1968,521,26.5,360,18.3,536,27.2,437,22.2,114,5.8,551,28.0
"Stamford School District","=""1350011""","N",1367,1358,99.3,1358,35,2.6,67,4.9,248,18.3,620,45.7,388,28.6,1008,74.2
"Sterling School District","=""1360011""","Y",47,46,97.9,46,11,23.9,"*","*",12,26.1,14,30.4,"*","*","*","*"
"Sterling School District","=""1360011""","N",60,60,100.0,60,"*","*","*","*",16,26.7,29,48.3,7,11.7,36,60.0
"Stonington School District","=""1370011""","Y",146,142,97.3,142,16,11.3,20,14.1,38,26.8,46,32.4,22,15.5,68,47.9
"Stonington School District","=""1370011""","N",368,367,99.7,367,"*","*","*","*",61,16.6,161,43.9,137,37.3,298,81.2
"Stratford School District","=""1380011""","Y",823,804,97.7,802,152,19.0,159,19.8,243,30.3,205,25.6,43,5.4,248,30.9
"Stratford School District","=""1380011""","N",756,748,98.9,747,17,2.3,58,7.8,169,22.6,353,47.3,150,20.1,503,67.3
"Suffield School District","=""1390011""","Y",103,96,93.2,96,18,18.8,16,16.7,34,35.4,21,21.9,7,7.3,28,29.2
"Suffield School District","=""1390011""","N",429,427,99.5,427,"*","*","*","*",64,15.0,188,44.0,158,37.0,346,81.0
"The Bridge Academy District","=""2690013""","Y",85,85,100.0,85,31,36.5,24,28.2,18,21.2,12,14.1,0,0.0,12,14.1
"The Bridge Academy District","=""2690013""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",76,76,100.0,76,15,19.7,13,17.1,21,27.6,21,27.6,6,7.9,27,35.5
"The Gilbert School District","=""9020022""","N",94,93,98.9,93,10,10.8,15,16.1,25,26.9,29,31.2,14,15.1,43,46.2
"Thomaston School District","=""1400011""","Y",62,62,100.0,62,"*","*",11,17.7,16,25.8,23,37.1,"*","*","*","*"
"Thomaston School District","=""1400011""","N",139,139,100.0,139,"*","*","*","*",30,21.6,67,48.2,33,23.7,100,71.9
"Thompson School District","=""1410011""","Y",97,95,97.9,95,21,22.1,"*","*",24,25.3,29,30.5,"*","*","*","*"
"Thompson School District","=""1410011""","N",141,139,98.6,139,"*","*","*","*",46,33.1,58,41.7,19,13.7,77,55.4
"Tolland School District","=""1420011""","Y",108,108,100.0,108,17,15.7,18,16.7,23,21.3,39,36.1,11,10.2,50,46.3
"Tolland School District","=""1420011""","N",527,527,100.0,527,"*","*","*","*",62,11.8,266,50.5,193,36.6,459,87.1
"Torrington School District","=""1430011""","Y",554,518,93.5,517,88,17.0,97,18.8,125,24.2,168,32.5,39,7.5,207,40.0
"Torrington School District","=""1430011""","N",406,401,98.8,401,9,2.2,22,5.5,88,21.9,209,52.1,73,18.2,282,70.3
"Trailblazers Academy District","=""2780013""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Y",293,285,97.3,285,30,10.5,38,13.3,76,26.7,94,33.0,47,16.5,141,49.5
"Trumbull School District","=""1440011""","N",1226,1220,99.5,1220,"*","*","*","*",141,11.6,449,36.8,613,50.2,1062,87.0
"Unified School District #2","=""3470015""","Y",62,56,90.3,55,32,58.2,9,16.4,14,25.5,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Y",321,316,98.4,315,65,20.6,73,23.2,76,24.1,85,27.0,16,5.1,101,32.1
"Vernon School District","=""1460011""","N",321,321,100.0,321,9,2.8,30,9.3,83,25.9,145,45.2,54,16.8,199,62.0
"Voluntown School District","=""1470011""","Y",24,24,100.0,24,"*","*","*","*",0,0.0,12,50.0,0,0.0,12,50.0
"Voluntown School District","=""1470011""","N",38,38,100.0,38,0,0.0,"*","*","*","*",29,76.3,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",383,375,97.9,375,50,13.3,61,16.3,112,29.9,129,34.4,23,6.1,152,40.5
"Wallingford School District","=""1480011""","N",1013,1008,99.5,1008,11,1.1,36,3.6,219,21.7,460,45.6,282,28.0,742,73.6
"Waterbury School District","=""1510011""","Y",3324,3272,98.4,3257,1181,36.3,686,21.1,752,23.1,554,17.0,84,2.6,638,19.6
"Waterbury School District","=""1510011""","N",681,671,98.5,670,82,12.2,114,17.0,193,28.8,217,32.4,64,9.6,281,41.9
"Waterford School District","=""1520011""","Y",204,197,96.6,197,36,18.3,28,14.2,60,30.5,56,28.4,17,8.6,73,37.1
"Waterford School District","=""1520011""","N",440,439,99.8,439,"*","*","*","*",84,19.1,223,50.8,120,27.3,343,78.1
"Watertown School District","=""1530011""","Y",230,225,97.8,225,30,13.3,31,13.8,65,28.9,78,34.7,21,9.3,99,44.0
"Watertown School District","=""1530011""","N",414,410,99.0,410,"*","*","*","*",94,22.9,202,49.3,90,22.0,292,71.2
"West Hartford School District","=""1550011""","Y",613,598,97.6,598,90,15.1,89,14.9,147,24.6,187,31.3,85,14.2,272,45.5
"West Hartford School District","=""1550011""","N",1553,1548,99.7,1548,"*","*","*","*",172,11.1,629,40.6,714,46.1,1343,86.8
"West Haven School District","=""1560011""","Y",894,878,98.2,876,170,19.4,151,17.2,256,29.2,230,26.3,69,7.9,299,34.1
"West Haven School District","=""1560011""","N",413,408,98.8,408,15,3.7,24,5.9,96,23.5,176,43.1,97,23.8,273,66.9
"Westbrook School District","=""1540011""","Y",56,55,98.2,54,"*","*","*","*",20,37.0,14,25.9,9,16.7,23,42.6
"Westbrook School District","=""1540011""","N",149,149,100.0,149,"*","*","*","*",34,22.8,62,41.6,48,32.2,110,73.8
"Weston School District","=""1570011""","Y",51,46,90.2,46,"*","*","*","*",18,39.1,13,28.3,7,15.2,20,43.5
"Weston School District","=""1570011""","N",522,518,99.2,518,"*","*","*","*",61,11.8,223,43.1,225,43.4,448,86.5
"Westport School District","=""1580011""","Y",200,192,96.0,192,11,5.7,26,13.5,72,37.5,62,32.3,21,10.9,83,43.2
"Westport School District","=""1580011""","N",1185,1177,99.3,1177,"*","*","*","*",116,9.9,503,42.7,548,46.6,1051,89.3
"Wethersfield School District","=""1590011""","Y",235,224,95.3,224,39,17.4,38,17.0,75,33.5,52,23.2,20,8.9,72,32.1
"Wethersfield School District","=""1590011""","N",615,612,99.5,612,7,1.1,18,2.9,121,19.8,279,45.6,187,30.6,466,76.1
"Willington School District","=""1600011""","Y",33,32,97.0,32,7,21.9,"*","*",7,21.9,9,28.1,"*","*","*","*"
"Willington School District","=""1600011""","N",53,53,100.0,53,0,0.0,"*","*",12,22.6,34,64.2,"*","*","*","*"
"Wilton School District","=""1610011""","Y",171,165,96.5,163,11,6.7,21,12.9,49,30.1,52,31.9,30,18.4,82,50.3
"Wilton School District","=""1610011""","N",854,838,98.1,837,0,0.0,"*","*","*","*",378,45.2,374,44.7,752,89.8
"Winchester School District","=""1620011""","Y",69,68,98.6,68,"*","*","*","*","*","*",19,27.9,"*","*","*","*"
"Winchester School District","=""1620011""","N",28,28,100.0,28,"*","*","*","*","*","*",18,64.3,"*","*","*","*"
"Windham School District","=""1630011""","Y",535,521,97.4,521,192,36.9,111,21.3,110,21.1,92,17.7,16,3.1,108,20.7
"Windham School District","=""1630011""","N",104,104,100.0,104,"*","*","*","*",13,12.5,58,55.8,20,19.2,78,75.0
"Windsor Locks School District","=""1650011""","Y",155,150,96.8,150,27,18.0,30,20.0,53,35.3,31,20.7,9,6.0,40,26.7
"Windsor Locks School District","=""1650011""","N",200,198,99.0,198,"*","*","*","*",61,30.8,81,40.9,38,19.2,119,60.1
"Windsor School District","=""1640011""","Y",389,375,96.4,375,81,21.6,87,23.2,89,23.7,87,23.2,31,8.3,118,31.5
"Windsor School District","=""1640011""","N",394,391,99.2,391,9,2.3,30,7.7,101,25.8,156,39.9,95,24.3,251,64.2
"Wolcott School District","=""1660011""","Y",169,168,99.4,168,24,14.3,18,10.7,48,28.6,53,31.5,25,14.9,78,46.4
"Wolcott School District","=""1660011""","N",432,432,100.0,432,"*","*","*","*",77,17.8,201,46.5,141,32.6,342,79.2
"Woodbridge School District","=""1670011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",82,82,100.0,82,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",227,226,99.6,226,"*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","Y",50,48,96.0,48,"*","*","*","*",7,14.6,24,50.0,7,14.6,31,64.6
"Woodstock School District","=""1690011""","N",163,163,100.0,163,"*","*","*","*",11,6.7,93,57.1,56,34.4,149,91.4

