"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, English Learner Status (EL)"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Vernon School District","=""1460011""","N",202,200,99.0,200,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Vernon School District","=""1460011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",31,31,100.0,31,"*","*","*","*","*","*",24,77.4,"*","*","*","*",263
"Wallingford School District","=""1480011""","N",468,462,98.7,462,22,4.8,22,4.8,79,17.1,239,51.7,100,21.6,339,73.4,269
"Wallingford School District","=""1480011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","N",1170,1152,98.5,1152,380,33.0,175,15.2,247,21.4,321,27.9,29,2.5,350,30.4,223
"Waterbury School District","=""1510011""","Y",167,166,99.4,165,126,76.4,19,11.5,14,8.5,"*","*","*","*",6,3.6,186
"Waterford School District","=""1520011""","N",230,230,100.0,230,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Waterford School District","=""1520011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","N",219,219,100.0,219,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Watertown School District","=""1530011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","N",661,653,98.8,653,32,4.9,43,6.6,83,12.7,310,47.5,185,28.3,495,75.8,273
"West Hartford School District","=""1550011""","Y",22,22,100.0,22,13,59.1,"*","*",6,27.3,"*","*",0,0.0,"*","*",201
"West Haven School District","=""1560011""","N",393,390,99.2,390,80,20.5,48,12.3,"*","*",143,36.7,"*","*","*","*",240
"West Haven School District","=""1560011""","Y",34,34,100.0,34,23,67.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,192
"Westbrook School District","=""1540011""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",184,182,98.9,182,"*","*","*","*",21,11.5,110,60.4,45,24.7,155,85.2,277
"Westport School District","=""1580011""","N",454,448,98.7,448,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Westport School District","=""1580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","N",265,264,99.6,264,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Wethersfield School District","=""1590011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",53,52,98.1,52,"*","*","*","*",13,25.0,29,55.8,"*","*","*","*",258
"Wilton School District","=""1610011""","N",342,330,96.5,330,"*","*","*","*",25,7.6,158,47.9,135,40.9,293,88.8,287
"Winchester School District","=""1620011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",189,187,98.9,187,44,23.5,35,18.7,35,18.7,59,31.6,14,7.5,73,39.0,233
"Windham School District","=""1630011""","Y",60,59,98.3,59,51,86.4,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"Windsor Locks School District","=""1650011""","N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*","*","*",247
"Windsor Locks School District","=""1650011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","N",245,243,99.2,243,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Windsor School District","=""1640011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","N",234,234,100.0,234,14,6.0,11,4.7,26,11.1,127,54.3,56,23.9,183,78.2,269
"Woodstock School District","=""1690011""","N",100,99,99.0,99,"*","*","*","*",8,8.1,58,58.6,28,28.3,86,86.9,279

