"FTE Staffing Report for Trend"

"",,,,"Year",,,,
="East Haddam School District",="East Haddam Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.0,1.0,1.0,1.0
,="Nathan Hale-Ray High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8,3.0,3.0,3.0,3.0
,="Nathan Hale-Ray Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
="East Hampton School District",="Center School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.2,1.2
,="East Hampton High School",="Counselors  Social Workers  and School Psychologists",="Certified",3.8,3.8,2.8,3.8,3.8
,="East Hampton Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.4,3.4,3.4,3.4,3.4
,="Memorial School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.4
,="The Learning Center at East Hampton",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
="East Hartford School District",="Anna E. Norris School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,0.9,.,2.0
,="Connecticut IB Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.8,1.0,1.0,1.0
,="Dr. Franklin H. Mayberry School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.3,1.3,1.4
,="Dr. John A. Langford School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.5,1.0,1.0,2.6
,="Dr. Thomas S. O'Connell School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.5,1.0,1.0,1.0
,="East Hartford High School",="Counselors  Social Workers  and School Psychologists",="Certified",11.0,11.0,11.0,11.0,13.0
,="East Hartford Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,7.0,6.6,6.6,6.6
,="Governor William Pitkin School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1,1.3,1.0,1.0,1.0
,="Hockanum School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.5,1.0,1.0,1.0
,="Joseph O. Goodwin School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.5,1.0,1.0,1.0
,="Robert J. O'Brien School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.4,1.3,2.0
,="Silver Lane School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.0,1.0,2.0
,="Stevens Alternate High School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,1.8,1.2,2.2,2.4
,="Sunset Ridge School Elementary Academy for Arts and World Languages",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Willowbrook Early Childhood",="Counselors  Social Workers  and School Psychologists",="Certified",0.3,1.0,0.4,0.4,0.6
,="Woodland School",="Counselors  Social Workers  and School Psychologists",="Certified",3.1,3.7,3.2,4.2,4.4
="East Haven School District",="Carbone School/East Haven Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,0.8,0.8,1.1,1.1
,="D. C. Moore School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,0.4,1.4,1.2,1.2
,="Deer Run School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.4
,="Dominick H. Ferrara School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.0,1.2,1.1,1.2
,="East Haven High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,7.2,7.2,7.7,8.0
,="Grove J. Tuttle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.2,1.2
,="Joseph Melillo Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.8,4.8,5.0,5.0
,="Momauguin School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.0,1.4
,="Overbrook Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,1.0,1.0,0.8,1.4
="East Lyme School District",="East Lyme High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.0,8.5,7.5,8.5,8.5
,="East Lyme Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,5.0,5.0,5.0
,="Flanders School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,0.8,0.8,0.8,0.8
,="Lillie B. Haynes School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,0.8,0.6,0.6,0.6
,="Niantic Center School",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,0.4,0.4,0.4,0.4
,="Integrated Preschool",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,0.2,0.2,0.2
="East Windsor School District",="Broad Brook Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.3,2.3,1.3
,="East Windsor High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.0,4.3,3.3,4.3
,="East Windsor Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.3,2.3,2.3
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater Magnet School (ACT)",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.1,1.0,1.0
,="EastConn Special Education",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,2.7,5.5,9.0,9.0
,="Quinebaug Middle College",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.6,2.0,3.0
,="EastConn Adult Education",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.3
="Eastford School District",="Eastford Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,0.5,0.5,0.5,.
"Easton School District","Helen Keller Middle School","Counselors  Social Workers  and School Psychologists","Certified",2.5,2.5,2.7,3.3,3.3
,="Samuel Staples Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.5,3.2
="EdAdvance",="GFLC/ACCESS School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.5,1.5,1.0,.
"Ellington School District","Center School","Counselors  Social Workers  and School Psychologists","Certified",1.1,1.5,1.4,1.4,1.0
,="Crystal Lake School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,0.5,0.6,1.0,0.8
,="Ellington High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.2,4.4,5.3,5.0,5.8
,="Ellington Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,2.1,2.1,2.1,2.6
,="Windermere Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,2.8,2.8,2.9,2.7
,="Windermere School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.3,1.2,1.2
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,3.0,2.0,2.0
="Enfield School District",="Edgar H. Parkman School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.2,1.7,1.7,1.7
,="Eli Whitney School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,1.4,1.4,1.0,1.5
,="Enfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.5,5.5,5.5,4.6,4.6
,="Enfield Street School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,0.9,0.9,0.9,0.9
,="Enfield Transitional Learning Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.1,.,.,.,.
,"Enrico Fermi High School","Counselors  Social Workers  and School Psychologists","Certified",6.3,7.2,7.6,7.4,7.7
,="Harriet Beecher Stowe School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,.,.,.,.
,"Hazardville Memorial School","Counselors  Social Workers  and School Psychologists","Certified",0.4,1.5,1.5,2.0,2.0
,="Head Start Program",="Counselors  Social Workers  and School Psychologists",="Certified",0.3,.,.,.,.
,"Henry Barnard School","Counselors  Social Workers  and School Psychologists","Certified",0.7,1.5,1.5,1.5,1.5
,="John F. Kennedy Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",6.3,7.1,7.8,7.8,6.8
,="Nathan Hale School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,0.9,0.9,0.9,0.9
,="Prudence Crandall School",="Counselors  Social Workers  and School Psychologists",="Certified",0.7,1.8,2.3,2.2,2.2
,="Thomas G. Alcorn School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,.,.,.,.
"Essex School District","Essex Elementary School","Counselors  Social Workers  and School Psychologists","Certified",2.2,2.2,1.2,2.0,2.0
="Explorations District",="Explorations",="Counselors  Social Workers  and School Psychologists",="Certified",0.1,0.2,0.2,0.2,.
"Fairfield School District","Burr Elementary School","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.4,1.4,1.4
,="Dwight Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.4,1.4,1.4
,="Early Childhood Center",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.5,1.5,1.7
,="Fairfield Ludlowe High School",="Counselors  Social Workers  and School Psychologists",="Certified",13.0,13.0,13.0,13.0,13.0
,="Fairfield Warde High School",="Counselors  Social Workers  and School Psychologists",="Certified",13.0,13.0,12.0,14.0,13.5
,="Fairfield Woods Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.5,5.2,5.7,5.7
,="Holland Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,0.4
,="Jennings School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.6
,="McKinley School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Mill Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.4,1.4,1.4
,="North Stratfield School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.4
,="Osborn Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Riverfield School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.3,1.3,1.3,1.3
,="Roger Ludlowe Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.9,5.9,5.5,6.0,4.8
,="Sherman School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.3,1.3,1.3,1.3
,="Stratfield School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.4
,="Tomlinson Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,4.5,4.8,4.8,5.0
,="Walter Fitzgerald Campus",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,2.0
="Farmington School District",="East Farms School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,0.8,0.8,0.9
,="Farmington High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.4,9.4,9.4,9.9,10.4
,="Irving A. Robbins Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.0,4.0,4.0,4.3
,="Noah Wallace School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,0.8,0.8,0.9
,="Union School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,0.8,0.8,0.8
,="West District School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,0.8,0.8,1.0
,="West Woods Upper Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.5,2.5,2.5,2.5
,="Farmington Alternative High School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.5
="Franklin School District",="Franklin Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,0.6,0.6,0.6,0.6
="Glastonbury School District",="Buttonball Lane School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Eastbury School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,0.8,0.5,0.7,0.7
,="Gideon Welles School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,3.0,3.0,2.0
,="Glastonbury High School",="Counselors  Social Workers  and School Psychologists",="Certified",15.0,15.0,14.0,15.0,15.0
,="Hebron Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Hopewell School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Naubuc School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.0,1.0,1.0,2.0
,="Nayaug Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.3,1.5,1.3,1.3
,="Smith Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,6.0,6.0,6.0,5.0
="Granby School District",="Frank M. Kearns Primary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.3,0.3,1.3,1.3,1.0
,="Granby Memorial High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,6.0,5.8,5.8,6.3
,="Granby Memorial Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.3,2.3,2.9,2.9,3.0
,="Kelly Lane Primary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.3,1.3,1.3,1.3
,="Wells Road Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.3,1.3,1.3,1.3
="Greenwich School District",="Central Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,5.0,4.0,5.0
,="Cos Cob School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Eastern Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.4,4.5,4.5,4.5,6.3
,="Glenville School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Greenwich High School",="Counselors  Social Workers  and School Psychologists",="Certified",30.1,29.9,29.1,31.3,30.8
,="Hamilton Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="International School At Dundee",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.9,1.0,1.0,1.0
,="Julian Curtiss School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.9,0.9,1.9,1.9
,="New Lebanon School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.0,1.6
,="North Mianus School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="North Street School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Old Greenwich School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Parkway School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Riverside School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,0.8,1.0
,="Western Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,5.0,5.0,5.0
="Griswold School District",="Griswold Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,3.0,3.0,3.0,3.0
,="Griswold High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.7,5.7,4.7,4.7,5.0
,="Griswold Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,3.4,3.7,3.0,3.0
,="Griswold Alternative School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.0
="Groton School District",="Carl C. Cutler Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,4.0,4.0,4.0
,="Catherine Kolnaski Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,2.0,2.0,1.5,1.5
,="Charles Barnum School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,1.0,1.0
,="Claude Chester School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,1.5,1.5
,="Fitch Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,.,.,.
,"Mary Morrisson School","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.0,1.0,1.0
,="Northeast Academy Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Pleasant Valley School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Robert E. Fitch High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.0,10.0,10.0,9.4,9.4
,="S. B. Butler School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="West Side Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.5,5.0,5.0,6.0
="Guilford School District",="A. Baldwin Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,3.5,3.5,3.5
,="A. W. Cox School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
,="Calvin Leete School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
,="E. C. Adams Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,3.5,3.5,3.5
,="Guilford High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.2,9.2,8.2,9.2,8.4
,="Guilford Lakes School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.5,2.5,2.5,2.5
,="Melissa Jones School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
="Hamden School District",="Alice Peck Learning Center",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,2.0,1.6,1.3
,="Bear Path School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Church Street School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Dunbar Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Hamden High School",="Counselors  Social Workers  and School Psychologists",="Certified",17.6,17.6,19.0,19.0,19.0
,="Hamden Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",7.0,6.4,6.0,7.0,6.0
,="Helen Street School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,1.8,1.8,1.8,1.8
,="Ridge Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,3.0
,="Shepherd Glen School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Spring Glen School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,1.5
,="West Woods School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.3
,="Hamden Collaborative Learning Center",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,3.0
="Hampton School District",="Hampton Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,0.8,0.9,0.9
="Hartford School District",="Asian Studies Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.1,2.6
,="Batchelder School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.6
,="Bulkeley High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,3.6,3.6,3.8,3.8
,="Bulkeley High School Lower School",="Counselors  Social Workers  and School Psychologists",="Certified",8.0,5.0,5.0,4.8,4.8
,="Burns Latino Studies Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.5,1.5,2.4,2.4
,="Burr School",="Counselors  Social Workers  and School Psychologists",="Certified",2.3,2.3,2.6,2.6,3.5
,="Capital Preparatory Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.0,2.0
,="Clark School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,0.2,1.2,2.0
,="Classical Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,5.0,5.2,5.0
,="Culinary Arts Academy at Weaver High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.2,2.3
,="Dr. Joseph Bellizzi Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,0.9,.
,"Dr. Ramon E. Betances Early Reading Lab","Counselors  Social Workers  and School Psychologists","Certified",2.0,1.0,1.0,1.9,3.2
,="Environmental Sciences Magnet at Hooker School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,2.0,2.0,1.5
,="Expeditionary Learning Academy at Moylan School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4,1.5,3.1,2.6,2.5
,="Global Communications Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.5,3.6,3.1,3.0
,="HPHS Engineering and Green Technology Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.8,2.8,3.2,3.3
,="HPHS Freshmen Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,.,.,.
,"HPHS Law and Government Academy","Counselors  Social Workers  and School Psychologists","Certified",1.8,2.0,2.0,3.2,3.3
,="HPHS Nursing and Health Sciences Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.2,2.3
,="Hartford Magnet Trinity College Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,4.0,4.0,4.5
,="Hartford Transitional Learning Academy (Elementary)",="Counselors  Social Workers  and School Psychologists",="Certified",2.8,1.8,1.5,0.5,.
,"High School Inc.","Counselors  Social Workers  and School Psychologists","Certified",1.7,1.7,2.2,2.2,2.2
,="Journalism and Media Academy Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.3
,="Kennelly School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,1.0,1.5,1.5,1.4
,="M. D. Fox School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,3.2,2.8,2.6,2.6
,="M. L. King, Jr. School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.1,1.5,1.5,1.4
,="McDonough Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,2.4,0.9,0.9,1.9
,="Milner School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.5,1.5,1.4,1.6
,="Montessori Magnet School at Annie Fisher",="Counselors  Social Workers  and School Psychologists",="Certified",0.2,.,.,0.1,0.6
,="Naylor/CCSU Leadership Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.5,2.1,2.8,1.6
,="OPPortunity High School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.7,1.2,1.7,2.2
,="Parkville Community School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,1.5
,="Pathways Academy of Technology and Design",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,2.2,4.8,4.2,4.2
,="R.J. Kinsella Magnet School of Performing Arts",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.5,3.5,3.0
,="Rawson School",="Counselors  Social Workers  and School Psychologists",="Certified",0.7,0.5,2.0,1.3,1.5
,="SAND School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.4,2.4
,="STEM Magnet at Fisher School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.5,1.5,1.5,1.5
,="Sanchez School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.5
,="Sarah J Rawson Middle Grades Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.3,1.0,.,.,.
,"Simpson-Waverly School","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.8,1.8,1.5
,="Sports and Medical Sciences Academy",="Counselors  Social Workers  and School Psychologists",="Certified",4.2,5.2,5.2,5.2,5.2
,="University High of Science and Engineering",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,3.0,3.0,3.0,3.0
,="Weaver High School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,0.6,.,.,.
,"Webster Micro Society Magnet School","Counselors  Social Workers  and School Psychologists","Certified",2.1,1.8,2.8,3.0,2.4
,="West Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,2.2,2.6,2.6
,="Wish Museum School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,1.7,0.9,1.5,1.5
,="Breakthrough II Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,1.4,1.4,1.0
,="Breakthrough Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,0.2,.,0.2
,="Great Path Academy High School at MCC",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,3.0,3.0,3.0
,="Betances STEM Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,1.2,1.2
,="Renzulli Gifted and Talented Academy",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,1.0,0.5
,="Other",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,6.5
,="Montessori Magnet at Moylan School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.5
,="New Visions Program",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,2.0
="Hartland School District",="Hartland School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,0.4,0.5,1.0,.
"Hebron School District","Gilead Hill School","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.0,1.0,2.0
,="Hebron Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,.
"Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.2,1.7,2.2
="Jumoke Academy District",="Jumoke Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,.,.
"Kent School District","Kent Center School","Counselors  Social Workers  and School Psychologists","Certified",1.0,1.0,1.0,1.0,1.0
="Killingly School District",="Goodyear Early Childhood Center",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Killingly Central School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.4
,="Killingly High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.0,6.5,7.5,6.5,7.3
,="Killingly Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,5.5,5.5,5.5,4.5
,="Killingly Memorial School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,2.6,2.6,2.6,1.6
="Learn",="Connecticut River Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,3.0,3.0,3.0,4.0
,="Learn Special Education",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,.,1.6,2.0,2.0
,="Regional Multicultural Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="The Friendship School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,0.6,0.5,0.5,1.1
,="Marine Science Magnet High School of Southeastern Connecticut",="Counselors  Social Workers  and School Psychologists",="Certified",.,1.0,2.0,4.0,3.8
,="Dual Language & Arts Magnet Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,0.2,0.2,.
,"Three Rivers Middle College Magnet School","Counselors  Social Workers  and School Psychologists","Certified",.,.,0.4,1.4,1.5
="Lebanon School District",="Lebanon Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Lebanon Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Lyman Memorial High School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
="Ledyard School District",="Gales Ferry School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.0,1.2,1.0
,="Gallup Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.0,1.2,1.0
,="Juliet W. Long School",="Counselors  Social Workers  and School Psychologists",="Certified",0.2,0.2,.,0.2,.
