"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,16.0,15.0,15.0,15.0
,="Nathan Hale School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,11.5,11.0,8.0,4.0
,="Prudence Crandall School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,10.0,10.0,8.0,9.0
,="Thomas G. Alcorn School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,,"Library/Media - Support Staff","Non-Certified",0.5,.,.,.,.
,,"School Nurses","Non-Certified",1.0,.,.,.,.
,,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",5.0,.,.,.,.
"Essex School District","Essex Elementary School","General Education - Paraprofessional Instructional Assistants","Non-Certified",6.0,5.0,5.5,5.5,5.5
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.2,23.1,24.0,23.4,22.7
="Explorations District",="Explorations",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.5,0.5,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,1.0,1.0,1.5,1.5
="Fairfield School District",="Burr Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4,4.4,3.9,3.8,3.3
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2,9.8,3.5,4.0,4.0
,="Dwight Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4,2.2,2.2,3.2,2.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3,11.9,9.0,10.7,11.0
,="Fairfield Ludlowe High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1,2.1,2.1,2.1,2.1
,,="Library/Media - Support Staff",="Non-Certified",2.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.4,10.5,12.4,12.7,19.5
,="Fairfield Warde High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1,2.1,2.1,1.8,2.1
,,="Library/Media - Support Staff",="Non-Certified",2.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,10.0,13.4,15.4,13.5
,="Fairfield Woods Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.5,1.5,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,10.0,15.0,18.0
,="Holland Hill School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2,3.4,3.7,2.8,2.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.4,6.0,7.5,6.5
,="Jennings School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4,2.8,2.2,2.8,2.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4,16.2,12.0,10.0,11.0
,="McKinley School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.4,5.4,5.4,5.4
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,7.1,8.0,8.5,7.5
,="Mill Hill School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2,3.4,3.8,2.8,2.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,5.3,4.0,4.5,5.5
,="North Stratfield School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2,3.4,2.8,2.8,1.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,6.6,5.5,5.5,6.0
,="Osborn Hill School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,4.4,4.4,4.4,3.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,12.1,7.0,11.0,11.0
,="Riverfield School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4,3.4,3.4,3.4,3.4
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,8.8,3.5,3.5,3.7
,="Roger Ludlowe Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3,2.0,1.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.7,1.7,1.7,1.6,1.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.6,10.0,10.0,11.0
,="Sherman School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4,3.4,3.4,3.4,2.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6,5.5,3.5,4.5,4.1
,="Stratfield School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,4.4,4.4,4.4,4.4
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.3,7.0,4.0,4.0
,="Tomlinson Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,1.0
,,="School Nurses",="Non-Certified",1.5,1.5,1.5,1.6,1.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,8.5,6.5,7.5
="Farmington School District",="East Farms School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8,6.0,4.8,5.2,5.2
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.4
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,5.0,7.5,8.5,8.8
,="Farmington High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6,2.7,2.7,3.5,4.9
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,8.3,10.2,12.1,16.6
,="Irving A. Robbins Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.9,0.9,0.9,1.2,0.6
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,7.9,5.6,7.4,10.2
,="Noah Wallace School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6,4.6,5.3,5.3,5.3
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.9,0.9,0.9,0.9,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1,4.3,4.7,3.9,4.5
,="Union School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4,3.5,4.2,4.3,4.5
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.9,0.9,0.9,0.9,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,8.3,8.3,9.0,9.1
,="West District School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2,4.3,4.6,4.6,4.6
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.9,0.9,0.9,0.9,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.5,10.2,9.7,8.4
,="West Woods Upper Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7,1.9,2.6,2.5,2.6
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,6.4,7.3,9.5,12.8
="Franklin School District",="Franklin Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,.,5.0,.,4.5
,,="Library/Media - Support Staff",="Non-Certified",0.5,.,0.0,.,0.5
,,="School Nurses",="Non-Certified",0.4,.,1.0,.,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,1.0,.,2.0
="Glastonbury School District",="Buttonball Lane School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6,4.6,7.0,7.0,8.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8,9.6,7.2,7.8,8.4
,="Eastbury School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.6,10.7,10.2,5.7,5.7
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3,3.2,1.2,3.8,3.2
,="Gideon Welles School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.9,1.6,1.0,1.2,3.6
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.1,1.1,1.1,1.1,1.1
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7,5.8,5.8,3.8,6.6
,="Glastonbury High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2,4.2,4.2,4.2,4.4
,,="Library/Media - Support Staff",="Non-Certified",3.4,3.4,3.4,3.4,3.4
,,="School Nurses",="Non-Certified",4.1,4.0,4.0,4.0,4.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,23.4,22.8,15.8,16.6
,="Hebron Avenue School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.8,5.4,4.0,4.2
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.2,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2,8.8,9.8,9.2,9.6
,="Hopewell School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6,4.4,8.3,4.3,5.2
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.4,3.0,5.0,5.0
,="Naubuc School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5,13.6,13.1,13.6,13.6
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6,6.0,7.6,8.2,7.9
,="Nayaug Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3,13.2,10.2,9.2,10.9
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8,12.2,17.0,17.4,15.9
,="Smith Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.1,4.7,4.7,4.5,5.1
,,="Library/Media - Support Staff",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="School Nurses",="Non-Certified",1.6,1.6,1.6,1.6,1.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,13.7,10.7,9.6,8.6
="Granby School District",="Frank M. Kearns Primary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5,11.2,12.9,12.2,11.1
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8,9.5,6.4,7.4,7.7
,="Granby Memorial High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.2,5.4,2.1,1.0
,,="Library/Media - Support Staff",="Non-Certified",1.6,1.6,1.6,1.6,1.6
,,="School Nurses",="Non-Certified",1.4,1.4,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,7.0,6.0,6.0
,="Granby Memorial Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.6,1.4,0.6,0.6,0.5
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,6.0,7.0
,="Kelly Lane Primary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3,4.5,3.0,1.0,1.1
,,="Library/Media - Support Staff",="Non-Certified",1.6,1.6,1.6,1.3,1.3
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6,11.9,10.0,7.0,8.1
,="Wells Road Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1,3.1,2.0,0.1,0.3
,,="Library/Media - Support Staff",="Non-Certified",1.6,1.6,1.6,1.3,1.3
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.4,9.4,7.9,7.8,7.8
="Greenwich School District",="Central Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,16.0,11.0,9.0,9.0
,="Cos Cob School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.4,2.4,0.5,0.5,0.5
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,5.0,4.0,7.0,4.0
,="Eastern Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,7.0,9.0,5.0,4.0
,="Glenville School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6,0.6,0.6,0.6,0.3
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,4.0,2.0,1.0,4.0
,="Greenwich High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,8.5,9.0,9.0,9.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,2.7
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0,33.0,30.0,32.0,29.0
,="Hamilton Avenue School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.3,14.3,14.8,14.3,14.3
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,11.0,11.0,9.0,12.0
,="International School At Dundee",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5,0.5,0.5,0.5,1.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.0,6.0,4.0,6.0
,="Julian Curtiss School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,3.5,2.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,12.0,9.0,8.0,8.0
,="New Lebanon School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,8.4,2.5,6.1,2.1
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,9.0,9.0,10.0
,="North Mianus School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.5,0.5,0.5
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,5.0,4.0,5.0
,="North Street School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2,5.2,5.3,5.3,7.4
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,5.0,5.0,6.0,6.0
,="Old Greenwich School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8,4.8,5.1,5.3,4.8
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,5.0,2.0
,="Parkway School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,7.7,7.7,7.2
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,4.0,5.0,5.0
,="Riverside School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,3.0,3.0
,="Western Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,12.0,10.0,12.0
="Griswold School District",="Griswold Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,2.0,1.0,1.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0,24.0,24.0,28.0,30.0
,="Griswold High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,7.5,9.5,10.0,11.0
,="Griswold Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.5,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,13.0,12.0,13.0,13.0
="Groton School District",="Carl C. Cutler Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,1.0,0.3,0.3
,,="Library/Media - Support Staff",="Non-Certified",0.8,0.8,0.6,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,12.0,12.5,9.0,8.0
,="Catherine Kolnaski Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,6.0,5.8,6.4,6.6
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,0.6,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.2,14.0,13.0,8.0,10.0
,="Charles Barnum School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.1,4.2,2.1,3.9,3.9
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.6,0.6,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2,15.0,19.0,11.0,11.0
,="Claude Chester School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6,4.5,4.6,3.9,3.9
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.8,0.8,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,12.5,10.5,14.0,10.0
,="Fitch Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,0.6,.,.,.
,,"Library/Media - Support Staff","Non-Certified",0.8,0.8,.,.,.
,,"School Nurses","Non-Certified",1.0,1.0,.,.,.
,,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",8.7,8.0,.,.,.
,"Mary Morrisson School","General Education - Paraprofessional Instructional Assistants","Non-Certified",4.4,3.2,3.2,4.3,4.8
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.6,0.6,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.9,13.0,21.0,16.0,14.9
,="Northeast Academy Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,3.2,3.2,4.1,3.6
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.6,0.6,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.6,20.5,17.0,7.0,7.5
,="Pleasant Valley School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8,4.7,3.7,3.1,3.1
,,="Library/Media - Support Staff",="Non-Certified",0.8,0.8,0.4,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3,10.5,9.0,4.0,4.0
,="Robert E. Fitch High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,2.0,5.0,3.0,3.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.6,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,16.5,19.5,15.0,7.0
,="S. B. Butler School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4,3.2,2.7,2.2,2.2
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.4,0.4,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.1,19.0,26.0,25.0,25.0
,="West Side Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.6,0.6,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3,7.0,14.0,12.0,12.0
