"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="East Hampton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.6,7.0,7.0,6.0
,="East Hampton Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.6,16.1,15.4,13.2,12.5
,="Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.5,19.4,18.6,18.4,18.5
="East Hartford School District",="Anna E. Norris School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Connecticut IB Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Dr. Franklin H. Mayberry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,4.0,4.0
,="Dr. John A. Langford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,7.0,6.0,6.0
,="Dr. Thomas S. O'Connell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,8.0,8.0,8.0
,="East Hartford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0,23.0,22.0,22.0,23.0
,="East Hartford Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,12.0,12.0,13.0,13.0
,="Governor William Pitkin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,4.0,5.0,6.0
,="Hockanum School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,5.0,4.0,3.0
,="Joseph O. Goodwin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,10.0,11.0,11.0
,="Robert J. O'Brien School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,4.0,4.0,4.0
,="Silver Lane School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,2.0,4.0
,="Stevens Alternate High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,1.0,1.0,1.0
,="Sunset Ridge School Elementary Academy for Arts and World Languages",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
="East Haven School District",="Carbone School/East Haven Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.5,2.5,4.5,13.0
,="D. C. Moore School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,2.0,4.0,4.5,8.0
,="Deer Run School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,3.0,7.0,8.5,16.0
,="Dominick H. Ferrara School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,1.5,1.5,2.0,5.6
,="East Haven High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8,5.5,5.5,4.0,12.7
,="Grove J. Tuttle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,2.5,2.0,1.5,3.0
,="Joseph Melillo Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,3.5,3.0,4.5,10.0
,="Momauguin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,3.0,3.0,2.5,6.8
,="Overbrook Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,2.0,3.0,3.8
="East Lyme School District",="East Lyme High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.6,15.0,13.0,13.0
,="East Lyme Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,10.0,12.5,12.0,12.0
,="Flanders School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,11.0,14.0,15.0
,="Lillie B. Haynes School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,13.6,13.6,14.0,13.0
,="Niantic Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.8,12.8,11.6,11.6,11.6
="East Windsor School District",="Broad Brook Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5,.,15.0,14.0,16.0
,="East Windsor High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,5.0,9.0,9.0
,="East Windsor Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,.,12.0,12.0,12.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater Magnet School (ACT)",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,2.0
,="Quinebaug Middle College",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,3.0
="Eastford School District",="Eastford Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.7,3.8,6.0,5.1
="Easton School District",="Helen Keller Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,20.0,7.0,8.0,8.0
,="Samuel Staples Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,30.0,13.4,12.0,14.0
="Ellington School District",="Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.1,13.8,11.9,13.3,10.5
,="Crystal Lake School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,2.1,2.1,3.1,4.5
,="Ellington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6,13.0,14.7,17.5,18.1
,="Ellington Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.4,8.2,7.1,6.2
,="Windermere Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2,9.0,8.5,7.0,10.6
,="Windermere School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.1,11.6,11.7,13.5,12.3
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.0,0.0,0.0
="Enfield School District",="Edgar H. Parkman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,7.5,10.5,10.5,8.5
,="Eli Whitney School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,9.0,7.0,7.0,8.0
,="Enfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,8.0,6.0,5.0,7.0
,="Enfield Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,4.0,5.0,6.5,4.5
,="Enrico Fermi High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,6.0,6.0,5.0
,="Harriet Beecher Stowe School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,.,.,.,.
,"Hazardville Memorial School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.5,12.5,8.5,7.0,4.0
,="Henry Barnard School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,8.0,7.0,7.0,6.0
,="John F. Kennedy Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,16.0,15.0,15.0,15.0
,="Nathan Hale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,11.5,11.0,8.0,4.0
,="Prudence Crandall School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,10.0,10.0,8.0,9.0
,="Thomas G. Alcorn School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,.,.,.,.
"Essex School District","Essex Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",19.2,23.1,24.0,23.4,22.7
="Explorations District",="Explorations",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,1.0,1.0,1.5,1.5
="Fairfield School District",="Burr Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2,9.8,3.5,4.0,4.0
,="Dwight Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3,11.9,9.0,10.7,11.0
,="Fairfield Ludlowe High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.4,10.5,12.4,12.7,19.5
,="Fairfield Warde High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,10.0,13.4,15.4,13.5
,="Fairfield Woods Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,10.0,15.0,18.0
,="Holland Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.4,6.0,7.5,6.5
,="Jennings School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4,16.2,12.0,10.0,11.0
,="McKinley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,7.1,8.0,8.5,7.5
,="Mill Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,5.3,4.0,4.5,5.5
,="North Stratfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,6.6,5.5,5.5,6.0
,="Osborn Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,12.1,7.0,11.0,11.0
,="Riverfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,8.8,3.5,3.5,3.7
,="Roger Ludlowe Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.6,10.0,10.0,11.0
,="Sherman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6,5.5,3.5,4.5,4.1
,="Stratfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.3,7.0,4.0,4.0
,="Tomlinson Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,8.5,6.5,7.5
="Farmington School District",="East Farms School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,5.0,7.5,8.5,8.8
,="Farmington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,8.3,10.2,12.1,16.6
,="Irving A. Robbins Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,7.9,5.6,7.4,10.2
,="Noah Wallace School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1,4.3,4.7,3.9,4.5
,="Union School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,8.3,8.3,9.0,9.1
,="West District School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.5,10.2,9.7,8.4
,="West Woods Upper Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,6.4,7.3,9.5,12.8
="Franklin School District",="Franklin Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,1.0,.,2.0
="Glastonbury School District",="Buttonball Lane School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8,9.6,7.2,7.8,8.4
,="Eastbury School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3,3.2,1.2,3.8,3.2
,="Gideon Welles School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7,5.8,5.8,3.8,6.6
,="Glastonbury High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,23.4,22.8,15.8,16.6
,="Hebron Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2,8.8,9.8,9.2,9.6
,="Hopewell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.4,3.0,5.0,5.0
,="Naubuc School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6,6.0,7.6,8.2,7.9
,="Nayaug Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8,12.2,17.0,17.4,15.9
,="Smith Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,13.7,10.7,9.6,8.6
="Granby School District",="Frank M. Kearns Primary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.8,9.5,6.4,7.4,7.7
,="Granby Memorial High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,7.0,6.0,6.0
,="Granby Memorial Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,6.0,7.0
,="Kelly Lane Primary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6,11.9,10.0,7.0,8.1
,="Wells Road Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.4,9.4,7.9,7.8,7.8
="Greenwich School District",="Central Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,16.0,11.0,9.0,9.0
,="Cos Cob School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,5.0,4.0,7.0,4.0
,="Eastern Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,7.0,9.0,5.0,4.0
,="Glenville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,4.0,2.0,1.0,4.0
,="Greenwich High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0,33.0,30.0,32.0,29.0
,="Hamilton Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,11.0,11.0,9.0,12.0
,="International School At Dundee",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.0,6.0,4.0,6.0
,="Julian Curtiss School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,12.0,9.0,8.0,8.0
,="New Lebanon School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,9.0,9.0,10.0
,="North Mianus School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,5.0,4.0,5.0
,="North Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,5.0,5.0,6.0,6.0
,="Old Greenwich School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,5.0,2.0
,="Parkway School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,4.0,5.0,5.0
,="Riverside School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,3.0,3.0
,="Western Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,12.0,10.0,12.0
="Griswold School District",="Griswold Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0,24.0,24.0,28.0,30.0
,="Griswold High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,7.5,9.5,10.0,11.0
,="Griswold Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,13.0,12.0,13.0,13.0
="Groton School District",="Carl C. Cutler Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,12.0,12.5,9.0,8.0
,="Catherine Kolnaski Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.2,14.0,13.0,8.0,10.0
,="Charles Barnum School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2,15.0,19.0,11.0,11.0
,="Claude Chester School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,12.5,10.5,14.0,10.0
,="Fitch Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7,8.0,.,.,.
,"Mary Morrisson School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",12.9,13.0,21.0,16.0,14.9
,="Northeast Academy Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.6,20.5,17.0,7.0,7.5
,="Pleasant Valley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.3,10.5,9.0,4.0,4.0
,="Robert E. Fitch High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,16.5,19.5,15.0,7.0
,="S. B. Butler School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.1,19.0,26.0,25.0,25.0
,="West Side Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3,7.0,14.0,12.0,12.0
="Guilford School District",="A. Baldwin Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,16.0,16.0,16.0,19.0
,="A. W. Cox School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,8.0,11.0,7.0,8.5
,="Calvin Leete School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,8.0,8.0,9.5
,="E. C. Adams Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,14.0,13.0,14.0,14.0
,="Guilford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,12.0,14.0,14.0,14.0
,="Guilford Lakes School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,20.0,21.0,23.5
,="Melissa Jones School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.0,6.0,6.5,8.5
="Hamden School District",="Bear Path School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,7.0,6.0,6.0,6.5
,="Church Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,4.5,4.5,5.0,6.0
,="Dunbar Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,7.5,7.5,9.6,9.0
,="Hamden High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,17.0,17.0,16.0,16.0
,="Hamden Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,13.0,14.0,13.0,9.0
,="Helen Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,3.0,3.0,3.0,3.0
,="Ridge Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.5,4.5,4.5,7.0
,="Shepherd Glen School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,4.0,2.0,2.0
,="Spring Glen School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.5,3.8,3.8,3.8
,="West Woods School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.5,8.0,8.0,6.0
="Hampton School District",="Hampton Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.5,5.6,5.2,4.4
="Hartford School District",="Asian Studies Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,6.0,5.0,8.0,6.0
,="Batchelder School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,9.0,7.0,13.0,13.0
,="Breakthrough II Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,1.0,1.0,3.0
,="Breakthrough Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,5.0,3.0,6.0
,="Bulkeley High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.5,13.0,16.0,10.0
,="Bulkeley High School Lower School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,11.5,8.0,10.0,12.0
,="Burns Latino Studies Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6,6.6,10.6,5.6,8.6
,="Burr School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,15.0,14.0,18.0,18.0
,="Capital Preparatory Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,4.0,2.0
,="Clark School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,14.0,19.0,18.0,17.0
,="Classical Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,5.0,3.0,3.0,4.0
,="Culinary Arts Academy at Weaver High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.0,7.0,5.0,6.0
,="Dr. Joseph Bellizzi Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,0.0,0.0,0.0,.
,"Dr. Ramon E. Betances Early Reading Lab","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,4.0,3.0,5.0,7.0
,="Environmental Sciences Magnet at Hooker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,10.0,12.0,10.0
,="Expeditionary Learning Academy at Moylan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,12.0,13.0,12.0,9.0
,="Global Communications Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,6.0,6.0,8.0
,="HPHS Engineering and Green Technology Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,6.0,7.0,9.0
,="HPHS Freshmen Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,0.0,.,.,.
,"HPHS Law and Government Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",5.0,6.0,5.0,10.0,20.0
,="HPHS Nursing and Health Sciences Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,7.0,7.0,4.0
,="Hartford Magnet Trinity College Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,8.0,8.0,11.0,9.0
,="High School Inc.",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,2.0,2.0
,="Journalism and Media Academy Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,3.0
,="Kennelly School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,9.0,8.0,10.0,11.0
,="M. D. Fox School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,7.0,6.0,8.0,9.0
,="M. L. King, Jr. School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,5.0,5.0,9.0
,="McDonough Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,4.0,3.0,3.0,3.0
,="Milner School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,3.0,6.0,4.0
,="Montessori Magnet School at Annie Fisher",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,1.0,0.0
,="Naylor/CCSU Leadership Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,13.0,13.0,22.0
,="OPPortunity High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Parkville Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,14.0,15.0,16.0
,="Pathways Academy of Technology and Design",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.0,5.0,7.0,7.0
,="R.J. Kinsella Magnet School of Performing Arts",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,11.0,12.0,12.0
,="Rawson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,13.0,8.0,20.0
,="SAND School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.4,7.4,11.4,10.4,8.4
,="STEM Magnet at Fisher School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,6.0,6.0,4.0
,="Sanchez School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,1.0,4.0,3.0,5.0
,="Sarah J Rawson Middle Grades Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,.,.,.
,"Simpson-Waverly School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",9.0,7.0,7.0,6.0,6.0
,="Sports and Medical Sciences Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,2.0,2.0,1.0
,="University High of Science and Engineering",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,1.0,1.0,2.0
,="Weaver High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,.,.,.,.
,"Webster Micro Society Magnet School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",8.0,4.5,6.5,5.0,8.0
,="West Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,5.0,5.0,7.0
,="Wish Museum School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,12.0,17.0,17.0,19.0
,="Renzulli Gifted and Talented Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,0.0,0.0,1.0,1.0
,="Betances STEM Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,1.0,1.0,2.0
,="Great Path Academy High School at MCC",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,0.0,1.0,0.0
,="Hartford PreKindergarten Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
,="Montessori Magnet at Moylan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,1.0,1.0
,="Capital Community College Magnet Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,0.0
="Hartland School District",="Hartland School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.0,1.0,1.0,0.5
="Hebron School District",="Gilead Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,15.0,12.0,10.8,10.8
,="Hebron Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.5,18.5,19.5,16.1,14.6
="Highville Charter School District",="Highville Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,0.0,0.0
="Integrated Day Charter School District",="Integrated Day Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,2.0,1.5,1.5
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,5.0,2.0,3.0,5.0
="Jumoke Academy District",="Jumoke Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,3.0,3.0
="Kent School District",="Kent Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,6.5,6.8,5.8,5.8
="Killingly School District",="Killingly Central School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.5,13.5,13.5,12.5,13.5
,="Killingly High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,12.0,18.0,17.0,19.5
,="Killingly Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.5,19.5,16.5,19.5,17.5
,="Killingly Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,13.0,14.0,14.5,16.0
="Learn",="Connecticut River Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,2.0,8.0,11.0,8.0
,="Dual Language & Arts Magnet Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,3.0
,="Regional Multicultural Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,9.0,8.5,6.0,8.0
,="The Friendship School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8,11.0,9.3,15.8,15.9
,="Marine Science Magnet High School of Southeastern Connecticut",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,0.0,0.0,0.0,3.0
,="Three Rivers Middle College Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,0.0,0.0,0.0
,="Riverside Magnet School at Goodwin College",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
="Lebanon School District",="Lebanon Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,12.0,14.0,13.0
,="Lebanon Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,9.0,11.0,11.0,8.0
,="Lyman Memorial High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,4.0,8.0,9.0
