"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Ellington Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.6,1.4,0.4,0.8
,="Windermere Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",1.2,2.4,1.9,2.0,2.3
,="Windermere School",="Instructional Specialists Who Support Teachers",="Certified",3.4,2.0,2.9,3.0,3.5
="Enfield School District",="Edgar H. Parkman School",="Instructional Specialists Who Support Teachers",="Certified",0.7,0.5,0.5,0.5,1.5
,="Eli Whitney School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.0,1.0,1.0,2.0
,="Enfield High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.4,0.4,0.3,0.3
,="Enfield Street School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.6,0.6,0.7,0.7
,="Enrico Fermi High School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.3,0.3,.
,"Harriet Beecher Stowe School","Instructional Specialists Who Support Teachers","Certified",1.0,.,.,.,.
,"Hazardville Memorial School","Instructional Specialists Who Support Teachers","Certified",0.9,3.1,3.1,3.1,3.4
,="Head Start Program",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,0.2,.,0.3
,="Henry Barnard School",="Instructional Specialists Who Support Teachers",="Certified",1.1,2.0,2.0,2.0,2.0
,="John F. Kennedy Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.5,1.5,1.5,1.6,1.7
,="Nathan Hale School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.8,0.8,1.0,1.0
,="Prudence Crandall School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.5,1.6,1.8
,="Thomas G. Alcorn School",="Instructional Specialists Who Support Teachers",="Certified",1.0,.,.,.,.
"Essex School District","Essex Elementary School","Instructional Specialists Who Support Teachers","Certified",3.5,3.9,3.5,5.1,5.1
="Fairfield School District",="Burr Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.4,4.5,4.5,4.5,3.5
,="Dwight Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.1,4.8,5.0,4.8,4.3
,="Early Childhood Center",="Instructional Specialists Who Support Teachers",="Certified",5.2,5.2,5.5,6.0,6.0
,="Fairfield Ludlowe High School",="Instructional Specialists Who Support Teachers",="Certified",2.7,3.0,2.0,2.0,2.5
,="Fairfield Warde High School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.0,2.0,1.0,4.0
,="Fairfield Woods Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,3.9,3.5,3.5
,="Holland Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.7,4.5,4.5,3.5,4.0
,="Jennings School",="Instructional Specialists Who Support Teachers",="Certified",3.9,5.5,5.0,4.8,4.3
,="McKinley School",="Instructional Specialists Who Support Teachers",="Certified",2.9,6.0,4.5,5.5,4.5
,="Mill Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.4,4.5,4.5,4.0,3.5
,="North Stratfield School",="Instructional Specialists Who Support Teachers",="Certified",2.4,5.5,3.5,3.5,3.5
,="Osborn Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.7,5.1,4.9,4.4,3.9
,="Riverfield School",="Instructional Specialists Who Support Teachers",="Certified",3.3,4.9,3.9,4.0,3.5
,="Roger Ludlowe Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,3.7,3.7,3.2
,="Sherman School",="Instructional Specialists Who Support Teachers",="Certified",2.4,4.5,4.5,4.0,3.5
,="Stratfield School",="Instructional Specialists Who Support Teachers",="Certified",2.4,4.5,4.0,4.5,3.5
,="Tomlinson Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.0,2.0,3.0,2.5
="Farmington School District",="East Farms School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.6,2.1,2.5,3.0
,="Farmington Collaborative PK",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.2,0.9,0.9,0.9
,="Farmington High School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,1.2,1.0,0.6
,="Irving A. Robbins Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.7,1.3,1.4,1.2,1.2
,="Noah Wallace School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.5,2.0,2.5,4.0
,="Union School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.6,2.4,3.1,3.2
,="West District School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.6,2.2,3.9,3.5
,="West Woods Upper Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.8,2.4,4.1,3.5
="Franklin School District",="Franklin Elementary School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,0.8
="Glastonbury School District",="Buttonball Lane School",="Instructional Specialists Who Support Teachers",="Certified",1.3,0.6,2.0,2.1,2.1
,="Eastbury School",="Instructional Specialists Who Support Teachers",="Certified",0.6,1.8,2.3,1.0,1.4
,="Gideon Welles School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.3,0.3,0.3
,="Glastonbury High School",="Instructional Specialists Who Support Teachers",="Certified",1.7,1.7,1.0,1.1,1.1
,="Hebron Avenue School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.7,0.6,0.8,0.8
,="Hopewell School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,2.0,2.0,2.0
,="Naubuc School",="Instructional Specialists Who Support Teachers",="Certified",2.2,1.3,1.0,1.8,2.0
,="Nayaug Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.5,1.4,1.8,1.4
,="Smith Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.7,1.7,1.5,1.6,0.6
="Granby School District",="Frank M. Kearns Primary School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.3,3.7,3.7,3.7
,="Granby Memorial High School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.3,1.3,1.3,1.5
,="Kelly Lane Primary School",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.2,2.5,2.5,2.5
,="Wells Road Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.2,2.5,2.5,2.5
,="Granby Memorial Middle School",="Instructional Specialists Who Support Teachers",="Certified",.,0.3,1.3,0.3,0.5
="Greenwich School District",="Central Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Cos Cob School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.0,1.0,1.0
,="Eastern Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.4,1.4,1.0
,="Glenville School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Greenwich High School",="Instructional Specialists Who Support Teachers",="Certified",8.7,7.3,6.5,7.5,6.0
,="Hamilton Avenue School",="Instructional Specialists Who Support Teachers",="Certified",3.0,4.3,3.9,4.8,3.8
,="International School At Dundee",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.5,1.3,1.5,1.5
,="Julian Curtiss School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,3.0,3.0
,="New Lebanon School",="Instructional Specialists Who Support Teachers",="Certified",3.2,4.0,3.0,3.6,3.0
,="North Mianus School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.2,1.2,1.0,2.0
,="North Street School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.5,1.5,1.5,2.5
,="Old Greenwich School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.6,2.1,2.3,3.3
,="Parkway School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.0,1.5,1.5,1.5
,="Riverside School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.6,1.3,1.3,1.3
,="Western Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.4,2.4,1.4,1.4
="Griswold School District",="Griswold Elementary School",="Instructional Specialists Who Support Teachers",="Certified",4.2,4.2,4.2,4.0,5.7
,="Griswold High School",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.1,0.1,0.3,1.3
,="Griswold Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.5,1.5,1.5
="Groton School District",="Carl C. Cutler Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,1.0,0.7,0.9
,="Catherine Kolnaski Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.0,1.0,1.8,2.0
,="Charles Barnum School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.5,1.5,1.1
,="Claude Chester School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Fitch Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,.,.,.
,"Mary Morrisson School","Instructional Specialists Who Support Teachers","Certified",2.2,2.2,1.5,1.4,1.6
,="Northeast Academy Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.0,1.0,0.9
,="Pleasant Valley School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,0.7
,="Robert E. Fitch High School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,2.0,1.0,1.0
,="S. B. Butler School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.7,2.0,2.0
,="West Side Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.5,0.8,0.8
="Guilford School District",="A. Baldwin Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,3.0,3.0
,="A. W. Cox School",="Instructional Specialists Who Support Teachers",="Certified",1.5,2.0,2.0,2.0,2.0
,="Calvin Leete School",="Instructional Specialists Who Support Teachers",="Certified",1.5,2.0,2.0,2.0,2.0
,="E. C. Adams Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Guilford High School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Guilford Lakes School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,3.0,3.0
,="Melissa Jones School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
="Hamden School District",="Alice Peck Learning Center",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.3,2.5,2.5,2.5
,="Bear Path School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,3.0,2.5,3.0
,="Church Street School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,3.0,3.0,3.5
,="Dunbar Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.3,2.0,3.0,3.0
,="Hamden High School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.9,1.8,2.3,3.0
,="Hamden Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.6,1.6,3.4,1.6
,="Helen Street School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,3.0,3.0,4.0
,="Ridge Hill School",="Instructional Specialists Who Support Teachers",="Certified",3.7,3.7,3.8,3.3,3.8
,="Shepherd Glen School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,2.0,3.0,3.0
,="Spring Glen School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.3,3.0,2.5,3.0
,="West Woods School",="Instructional Specialists Who Support Teachers",="Certified",2.9,2.7,3.0,2.5,2.5
="Hampton School District",="Hampton Elementary School",="Instructional Specialists Who Support Teachers",="Certified",0.7,0.7,0.5,.,.
"Hartford School District","Asian Studies Academy","Instructional Specialists Who Support Teachers","Certified",3.5,3.0,2.0,3.0,4.0
,="Batchelder School",="Instructional Specialists Who Support Teachers",="Certified",3.0,4.0,4.0,4.2,4.5
,="Breakthrough II Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.7,2.4,1.5,1.5,2.6
,="Breakthrough Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.0,4.5,3.5,3.6
,="Bulkeley High School",="Instructional Specialists Who Support Teachers",="Certified",3.2,2.3,2.3,3.0,2.4
,="Bulkeley High School Lower School",="Instructional Specialists Who Support Teachers",="Certified",4.2,6.3,5.3,6.0,4.6
,="Burns Latino Studies Academy",="Instructional Specialists Who Support Teachers",="Certified",3.8,2.4,3.3,4.3,8.0
,="Burr School",="Instructional Specialists Who Support Teachers",="Certified",4.6,3.4,3.4,2.5,5.5
,="Clark School",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.6,2.6,3.0,5.0
,="Culinary Arts Academy at Weaver High School",="Instructional Specialists Who Support Teachers",="Certified",0.7,0.7,1.2,1.2,0.4
,="Dr. Joseph Bellizzi Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.0,1.0,1.0,.
,"Dr. Ramon E. Betances Early Reading Lab","Instructional Specialists Who Support Teachers","Certified",1.6,0.6,1.6,3.0,2.0
,="Environmental Sciences Magnet at Hooker School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.5,4.0,5.2,5.2
,="Expeditionary Learning Academy at Moylan School",="Instructional Specialists Who Support Teachers",="Certified",5.0,3.0,3.0,2.8,4.6
,="Global Communications Academy",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.6,1.8,2.0,2.0
,="HPHS Engineering and Green Technology Academy",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.5,0.3,0.6,.
,"HPHS Freshmen Academy","Instructional Specialists Who Support Teachers","Certified",0.6,0.7,.,.,.
,"HPHS Law and Government Academy","Instructional Specialists Who Support Teachers","Certified",0.3,0.8,1.9,2.1,2.0
,="Hartford Magnet Trinity College Academy",="Instructional Specialists Who Support Teachers",="Certified",1.3,4.5,5.5,5.0,5.5
,="Journalism and Media Academy Magnet School",="Instructional Specialists Who Support Teachers",="Certified",0.2,1.7,1.2,1.2,0.2
,="Kennelly School",="Instructional Specialists Who Support Teachers",="Certified",2.2,3.0,3.0,3.2,2.9
,="M. D. Fox School",="Instructional Specialists Who Support Teachers",="Certified",4.0,2.0,2.0,5.0,5.0
,="M. L. King, Jr. School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.4,3.5,2.0,4.0
,="McDonough Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,2.5,3.5,2.5
,="Milner School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,1.0,2.0,4.0
,="Montessori Magnet School at Annie Fisher",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,1.0,2.2,5.0
,="Naylor/CCSU Leadership Academy",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,2.5,3.1
,="Parkville Community School",="Instructional Specialists Who Support Teachers",="Certified",2.6,4.0,4.0,4.0,4.0
,="Pathways Academy of Technology and Design",="Instructional Specialists Who Support Teachers",="Certified",1.5,3.5,2.5,1.8,1.5
,="R.J. Kinsella Magnet School of Performing Arts",="Instructional Specialists Who Support Teachers",="Certified",4.1,3.0,2.0,3.0,3.0
,="Rawson School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.8,1.9,.,1.0
,="SAND School",="Instructional Specialists Who Support Teachers",="Certified",1.5,4.0,1.0,1.0,5.5
,="STEM Magnet at Fisher School",="Instructional Specialists Who Support Teachers",="Certified",2.6,3.6,2.5,2.6,3.6
,="Sanchez School",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.0,2.0,2.0,4.0
,="Sarah J Rawson Middle Grades Academy",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.4,.,.,.
,"Simpson-Waverly School","Instructional Specialists Who Support Teachers","Certified",3.0,3.0,2.0,2.2,2.4
,="Sports and Medical Sciences Academy",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.2,1.2,1.2,1.5
,="Weaver High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,.,.,.,.
,"Webster Micro Society Magnet School","Instructional Specialists Who Support Teachers","Certified",6.8,4.8,4.8,3.8,4.8
,="West Middle School",="Instructional Specialists Who Support Teachers",="Certified",4.0,4.0,4.0,4.8,4.6
,="Wish Museum School",="Instructional Specialists Who Support Teachers",="Certified",3.1,2.6,2.0,3.6,4.1
,="Capital Preparatory Magnet School",="Instructional Specialists Who Support Teachers",="Certified",.,3.0,2.0,3.0,2.0
,="HPHS Nursing and Health Sciences Academy",="Instructional Specialists Who Support Teachers",="Certified",.,0.5,0.3,0.5,.
,"University High of Science and Engineering","Instructional Specialists Who Support Teachers","Certified",.,1.0,1.0,1.2,1.2
,="Hartford Transitional Learning Academy (Elementary)",="Instructional Specialists Who Support Teachers",="Certified",.,.,0.5,.,.
,"High School Inc.","Instructional Specialists Who Support Teachers","Certified",.,.,0.4,0.4,0.4
,="Betances STEM Magnet School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,2.2,2.0
,="Classical Magnet School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,0.5,0.4
,="Great Path Academy High School at MCC",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,1.2,1.0
,="Montessori Magnet at Moylan School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,0.2,0.4
,="Other",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,12.6
,="Hartford PreKindergarten Magnet School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.1
,="Renzulli Gifted and Talented Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.1
="Hartland School District",="Hartland School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.5,0.3,0.2,.
"Hebron School District","Gilead Hill School","Instructional Specialists Who Support Teachers","Certified",4.9,4.9,3.9,4.0,3.0
,="Hebron Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,3.0,3.0
="Highville Charter School District",="Highville Charter School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.2,1.0
="Kent School District",="Kent Center School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
="Killingly School District",="Goodyear Early Childhood Center",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.8,1.8,1.8
,="Killingly Central School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.8,1.3,2.3
,="Killingly High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.4,0.7,1.0
,="Killingly Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",1.1,2.0,2.0,0.8,0.8
,="Killingly Memorial School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.8,1.3,1.3
="Learn",="Learn Special Education",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.6,1.0,5.0,8.9
,="Regional Multicultural Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.6,1.9,1.9,2.0
,="The Friendship School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.0,2.0,2.9,2.5
,="Connecticut River Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,3.0
,="Dual Language & Arts Magnet Middle School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,1.0
,="Riverside Magnet School at Goodwin College",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,2.0
="Lebanon School District",="Lebanon Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,2.0,1.5,1.5
,="Lebanon Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.3,1.3,1.8,0.7
,="Lyman Memorial High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,0.2,0.2,.
"Ledyard School District","Gales Ferry School","Instructional Specialists Who Support Teachers","Certified",1.3,1.3,1.3,1.3,1.3
,="Gallup Hill School",="Instructional Specialists Who Support Teachers",="Certified",3.3,3.3,2.5,2.5,3.3
,="Juliet W. Long School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.3,1.5,1.5,2.3
,="Ledyard Center School",="Instructional Specialists Who Support Teachers",="Certified",2.3,1.3,1.3,1.3,1.3
,="Ledyard High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.4,0.4,0.4
,="Ledyard Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,0.6,0.6,0.6
="Lisbon School District",="Lisbon Central School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.9,1.9,1.7,1.6
="Litchfield School District",="Center School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,1.3,1.3
,="Litchfield High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.4,0.2,1.1
,="Litchfield Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,0.6,0.6,0.5
="Madison School District",="Daniel Hand High School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.5,0.4,0.9,0.9
,="Dr. Robert H. Brown Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.1,3.3,1.1,1.6,1.3
,="Island Avenue Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.8,2.3,3.0
,="J. Milton Jeffrey Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.4,1.9,2.0
,="Kathleen H. Ryerson Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.3,2.3,2.0
,="Town Campus Learning Center",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,0.9,1.0
,="Walter C. Polson Upper Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.5,1.3,1.9,1.3
="Manchester School District",="Nathan Hale School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.4,.,.,.
,"Bowers School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,3.0,3.0,4.0
,="Buckley School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,3.8,3.0,4.0
,="Elisabeth M. Bennet Academy",="Instructional Specialists Who Support Teachers",="Certified",1.7,2.0,1.0,2.0,2.0
,="Illing Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.4,5.0,5.0,4.0
,="Keeney School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.0,2.0,1.0,3.0
,="Manchester High School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.0,2.0,1.9,1.0
,="Manchester Preschool Center",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.2,1.2,1.2,1.0
,="Martin School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.6,2.2,3.2,2.0
,="Robertson School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.2,4.0,4.0,4.0
,="Verplanck School",="Instructional Specialists Who Support Teachers",="Certified",4.0,4.2,5.0,4.0,4.0
,="Waddell School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,5.0,4.0,4.0
,="Washington School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,4.0,4.0,4.0
,="Highland Park School",="Instructional Specialists Who Support Teachers",="Certified",.,.,2.6,2.6,2.0
,="Manchester Transition Center",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,0.1,.
"Mansfield School District","Annie E. Vinton School","Instructional Specialists Who Support Teachers","Certified",1.5,2.0,2.0,2.0,1.8
,="Dorothy C. Goodwin School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,1.8
,="Mansfield Middle School School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,1.5,1.3
,="Southeast Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,1.8
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.0,5.0,4.5,3.5,3.0
="Meriden School District",="Nathan Hale School",="Instructional Specialists Who Support Teachers",="Certified",3.1,3.1,2.1,2.1,1.1
,="Benjamin Franklin School",="Instructional Specialists Who Support Teachers",="Certified",3.1,3.1,3.1,2.1,1.1
,="Casimir Pulaski School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,1.9,1.9,0.9
,="Francis T. Maloney High School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,0.1,0.1,0.1
,="Hanover School",="Instructional Specialists Who Support Teachers",="Certified",2.4,1.5,2.7,2.7,2.7
,="Israel Putnam School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,2.1,2.1,1.1
,="John Barry School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,2.1,2.1,4.1
,="Lincoln Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,1.8,1.8
,="Orville H. Platt High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,1.4,1.4,1.4
,="Roger Sherman School",="Instructional Specialists Who Support Teachers",="Certified",2.1,3.1,3.1,4.1,6.6
,="Thomas Hooker School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.0,2.0,2.0,1.0
,="Washington Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,0.1,0.1,0.1
="Middletown School District",="Bielefield School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
,="Farm Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.8,2.0,2.0,1.9
,="Keigwin Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.6,2.5,3.0,3.2,1.4
,="Lawrence School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.4,1.4,1.4,1.1
,="MacDonough School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.6,1.6,1.6,2.0
,="Middletown High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.6,0.6,0.6,1.4
,="Moody School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,1.5,1.5
,="Snow School",="Instructional Specialists Who Support Teachers",="Certified",4.5,3.5,3.5,3.5,3.4
,="Spencer School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.9,1.9,1.0,1.5
,="Wesley School",="Instructional Specialists Who Support Teachers",="Certified",1.5,2.6,1.6,1.6,1.6
,="Woodrow Wilson Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.5,0.6,1.4,1.6,1.0
="Milford School District",="Calf Pen Meadow School",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.6,2.6,2.7,2.7
,="East Shore Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.8,0.8,1.7,2.0
,="Harborside Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,2.0,2.6
,="J. F. Kennedy School",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.5,2.6,2.6,2.9
,="Jonathan Law High School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.1,1.4,1.6,1.8
,="Joseph A. Foran High School",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.3,1.2,1.2,1.4
,="Live Oaks School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,4.0,4.0,4.0
,="Mathewson School",="Instructional Specialists Who Support Teachers",="Certified",4.0,4.0,4.0,3.9,4.0
,="Meadowside School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,4.4,4.8,3.4
,="Orange Avenue School",="Instructional Specialists Who Support Teachers",="Certified",3.4,3.8,4.6,4.4,4.7
,="Orchard Hills School",="Instructional Specialists Who Support Teachers",="Certified",2.6,2.4,3.0,3.0,2.8
,="Pumpkin Delight School",="Instructional Specialists Who Support Teachers",="Certified",4.0,3.4,4.9,4.0,3.9
,="The Academy",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.1,.,.,0.2
,="West Shore Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.6,1.8,2.4,1.0
="Monroe School District",="Chalk Hill School",="Instructional Specialists Who Support Teachers",="Certified",0.3,.,.,.,.
,"Fawn Hollow Elementary School","Instructional Specialists Who Support Teachers","Certified",2.1,2.4,4.4,2.5,3.1
