"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Tokeneke Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,5.8,5.8,6.8,6.8
="Deep River School District",="Deep River Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.4,8.1,8.5,8.5,8.4
="Derby School District",="Bradley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,6.1,6.1,6.5,7.2
,="Derby High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.3,11.3,11.3,11.9,12.4
,="Derby Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6,6.6,7.6,8.4,7.3
,="Irving School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.1,6.3,6.4,6.6,8.1
="East Granby School District",="Allgrove School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.4,4.4,3.9,3.2,3.2
,="East Granby High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3,5.2,5.3,4.5,4.5
,="East Granby Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,3.1,3.1,3.5,3.5
,="R. Dudley Seymour School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.4,2.4,2.4,2.7,3.2
="East Haddam School District",="East Haddam Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,7.5,12.0,12.0,12.0
,="Nathan Hale-Ray High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,15.0,17.0,18.0,18.0
,="Nathan Hale-Ray Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,13.0,13.0,12.5,12.5
="East Hampton School District",="Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.7,8.8,8.6,8.6
,="East Hampton High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.5,17.8,15.8,15.8,14.1
,="East Hampton Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,10.8,9.8,9.8,8.8
,="Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,11.2,12.0,12.0,11.9
="East Hartford School District",="Anna E. Norris School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,4.0,4.0,6.0
,="Connecticut IB Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,3.5,3.0,2.0,2.0
,="Dr. Franklin H. Mayberry School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,5.0,7.0,7.5,8.0
,="Dr. John A. Langford School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,7.0,5.0,3.0,3.0
,="Dr. Thomas S. O'Connell School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,6.0,8.0,8.0
,="East Hartford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",47.0,47.0,48.0,53.0,52.0
,="East Hartford Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.0,26.0,28.0,29.0,27.0
,="Governor William Pitkin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,5.5,4.5,4.5,3.5
,="Hockanum School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.5,8.5,4.5,6.0
,="Joseph O. Goodwin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,6.0,8.0,7.0,9.0
,="Robert J. O'Brien School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,7.0,4.5,4.5,6.0
,="Silver Lane School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5,9.5,8.5,8.5,10.0
,="Stevens Alternate High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,5.0,6.0,6.0,8.0
,="Sunset Ridge School Elementary Academy for Arts and World Languages",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,7.0,6.0,4.5,3.5
="East Haven School District",="Carbone School/East Haven Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,3.0,3.0,4.0,4.0
,="D. C. Moore School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,3.5,4.0,4.0
,="Deer Run School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,3.5,4.0,4.0
,="Dominick H. Ferrara School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,3.0,3.0,4.0,4.0
,="East Haven High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.0,32.0,20.5,27.0,23.5
,="Grove J. Tuttle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.0,4.0,4.0,5.0,5.0
,="Joseph Melillo Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5,9.5,11.0,12.0,13.5
,="Momauguin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,1.0,4.5,4.0,4.0
,="Overbrook Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0,3.0,3.0,4.0,4.0
="East Lyme School District",="East Lyme High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.6,21.6,21.6,22.0,23.0
,="East Lyme Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.7,17.2,15.7,16.3,16.3
,="Flanders School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.7,11.3,11.3,10.8,11.1
,="Lillie B. Haynes School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,10.5,10.6,10.4,10.6
,="Niantic Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.3,6.3,5.5,5.9
="East Windsor School District",="Broad Brook Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.1,.,7.0,16.0,15.0
,="East Windsor High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.2,.,10.0,9.0,9.0
,="East Windsor Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.4,.,5.0,5.0,5.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="Arts at the Capitol Theater Magnet School (ACT)",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0,1.0,1.0,9.0,10.0
,="Quinebaug Middle College",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.0,1.0,1.0,5.0,7.0
="Eastford School District",="Eastford Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.5,5.0,5.0,5.0,5.0
="Easton School District",="Helen Keller Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,30.0,11.1,30.5,14.5
,="Samuel Staples Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.2,37.4,15.5,15.5,20.0
="EdAdvance",="EdAdvance Headstart",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.8,0.8,0.8,0.8,.
"Ellington School District","Center School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",7.8,8.3,8.3,7.9,7.9
,="Crystal Lake School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3,5.3,5.2,5.3,5.3
,="Ellington High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.0,19.4,18.7,19.7,19.3
,="Ellington Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3,9.0,9.2,9.2,8.7
,="Windermere Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,7.1,7.8,7.3,6.9
,="Windermere School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,7.1,7.8,7.3,6.9
="Elm City College Preparatory School District",="Elm City College Preparatory School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0,17.0,19.0,24.0,24.0
="Enfield School District",="Edgar H. Parkman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,3.1,3.1,4.1,4.1
,="Eli Whitney School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,3.1,3.1,4.1,4.1
,="Enfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0,21.5,24.5,27.0,27.0
,="Enfield Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,7.0,7.0,8.5,8.5
,="Enrico Fermi High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.0,24.0,26.0,27.0,27.0
,="Harriet Beecher Stowe School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,.,.,.,.
,"Hazardville Memorial School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",3.1,3.5,7.5,8.5,8.5
,="Henry Barnard School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1,7.1,7.1,8.5,8.5
,="John F. Kennedy Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,16.0,15.0,16.0,16.0
,="Nathan Hale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,3.1,7.1,8.5,8.5
,="Prudence Crandall School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.1,3.1,3.1,4.5,4.5
,="Thomas G. Alcorn School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1,.,.,.,.
"Essex School District","Essex Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.6,11.3,11.3,11.3,11.1
="Explorations District",="Explorations",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5,2.5,1.5,1.6,1.8
="Fairfield School District",="Burr Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,7.5,7.3,7.3,6.5
,="Dwight Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,6.5,6.3,6.3,6.0
,="Fairfield Ludlowe High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.9,37.4,36.6,33.9,34.9
,="Fairfield Warde High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.1,39.6,38.8,36.1,36.9
,="Fairfield Woods Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,16.0,17.6,17.5,17.5
,="Holland Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.6,4.6,6.3,6.3,7.0
,="Jennings School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,6.5,6.3,6.0,6.0
,="McKinley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,8.5,8.2,8.0,7.5
,="Mill Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,7.0,6.8,6.8,7.5
,="North Stratfield School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,7.0,7.1,7.1,7.5
,="Osborn Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,8.5,7.8,7.8,7.5
,="Riverfield School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,6.5,6.3,6.3,7.5
,="Roger Ludlowe Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.5,20.5,20.2,18.7,18.0
,="Sherman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,6.5,7.0,6.0,6.0
,="Stratfield School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,7.0,6.3,6.0,6.5
,="Tomlinson Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.5,20.5,18.7,17.5,17.0
="Farmington School District",="East Farms School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.4,7.4,7.5,8.4,8.4
,="Farmington High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",47.3,48.4,50.1,51.7,51.7
,="Irving A. Robbins Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.5,17.3,17.3,18.3,18.4
,="Noah Wallace School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.3,10.3,10.3,10.8,11.3
,="Union School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.4,7.4,7.5,8.5,8.5
,="West District School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3,7.3,7.4,8.4,8.4
,="West Woods Upper Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.8,14.7,14.7,15.7,15.9
="Franklin School District",="Franklin Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,.,6.5,.,6.5
="Glastonbury School District",="Buttonball Lane School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.5,13.0,13.6,13.8,14.6
,="Eastbury School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.4,11.0,10.4,11.3,11.9
,="Gideon Welles School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.3,26.5,25.8,28.3,28.9
,="Glastonbury High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",64.1,64.1,65.5,63.1,44.2
,="Hebron Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.1,12.9,13.0,13.7,13.5
,="Hopewell School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.1,11.1,12.5,13.7,14.2
,="Naubuc School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.3,12.9,13.1,14.1,14.1
,="Nayaug Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.3,13.9,14.3,15.6,15.6
,="Smith Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.2,30.2,29.9,29.7,28.9
="Granby School District",="Frank M. Kearns Primary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,6.9,7.1,7.0,7.5
,="Granby Memorial High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,16.4,16.5,17.0,16.7
,="Granby Memorial Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1,10.0,10.0,9.1,8.8
,="Kelly Lane Primary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,6.5,6.4,6.9,6.7
,="Wells Road Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9,7.3,7.3,6.9,6.8
="Greenwich School District",="Central Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.9,13.9,13.9,13.6,13.6
,="Cos Cob School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.9,9.9,9.9,9.9,9.9
,="Eastern Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.2,15.1,15.0,15.1,14.6
,="Glenville School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.5,8.5,8.5,8.9
,="Greenwich High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",98.4,98.6,97.6,96.4,94.9
,="Hamilton Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1,9.1,9.1,9.1,9.1
,="International School At Dundee",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3,7.3,7.3,7.3,7.3
,="Julian Curtiss School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.6,8.6,8.9,8.9
,="New Lebanon School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.5,6.5,6.9,7.1
,="North Mianus School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,11.0,11.0,11.0,11.0
,="North Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,8.0,7.9,7.4
,="Old Greenwich School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.3,8.3,8.2,8.2
,="Parkway School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.5,7.5,6.2,6.3
,="Riverside School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.2,10.0,10.0,10.0,10.0
,="Western Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5,13.5,13.5,13.4,13.5
="Griswold School District",="Griswold Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.5,15.9,17.6,18.5,19.1
,="Griswold High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",28.3,26.4,24.7,23.8,23.4
,="Griswold Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.9,14.3,14.3,14.1,14.2
="Groton School District",="Carl C. Cutler Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.8,10.2,12.2,10.9,10.3
,="Catherine Kolnaski Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,13.1,13.7,15.2,13.4
,="Charles Barnum School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.9,6.0,7.9,7.4
,="Claude Chester School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.9,9.0,7.9,7.7
,="Fitch Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.8,11.9,.,.,.
,"Mary Morrisson School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",7.8,7.2,6.2,8.3,10.2
,="Northeast Academy Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.7,8.5,7.9,9.4
,="Pleasant Valley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.2,8.1,6.9,7.7,9.1
,="Robert E. Fitch High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.8,35.1,35.0,29.1,29.0
,="S. B. Butler School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.8,8.1,6.9,8.2,9.3
,="West Side Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.8,12.1,13.8,13.3,12.3
="Guilford School District",="A. Baldwin Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.3,14.3,14.3,14.4,14.9
,="A. W. Cox School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1,7.1,7.0,7.1,8.2
,="Calvin Leete School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,7.0,6.8,7.3,7.4
,="E. C. Adams Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.9,11.9,11.4,11.9,11.9
,="Guilford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.2,27.2,27.2,27.2,27.0
,="Guilford Lakes School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.7,8.7,8.7,9.8
,="Melissa Jones School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.2,8.1,8.2,9.3
="Hamden School District",="Bear Path School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5,14.5,15.0,15.0,15.0
,="Church Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.0,10.5,10.5,11.0
,="Dunbar Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,10.5,11.0,11.0,11.0
,="Hamden High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.0,59.5,61.5,63.5,63.5
,="Hamden Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.0,29.0,28.0,29.0,29.0
,="Helen Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5,7.5,7.5,7.5,7.5
,="Ridge Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.5,11.5,9.5,9.5,9.5
,="Shepherd Glen School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,10.0,10.0,10.0
,="Spring Glen School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.5,6.9,6.9,7.1
,="West Woods School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,7.5,8.0,8.0,8.0
="Hampton School District",="Hampton Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6,5.3,4.9,5.7,5.5
="Hartford School District",="Asian Studies Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,12.0,11.0,13.0,19.0
,="Batchelder School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,11.0,11.0,9.0,14.0
,="Breakthrough II Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.4,6.2,10.7,11.0,10.5
,="Breakthrough Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.0,12.0,14.0,13.0
,="Bulkeley High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0,17.0,22.0,20.5,18.0
,="Bulkeley High School Lower School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0,26.1,23.1,23.6,24.0
,="Burns Latino Studies Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,19.9,27.9,29.9,28.4
,="Burr School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,19.0,13.0,15.0,16.0
,="Capital Preparatory Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,22.0,30.0,26.0,29.0
,="Clark School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,14.0,14.0,15.5,14.5
,="Classical Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0,20.0,21.0,21.0,20.0
,="Culinary Arts Academy at Weaver High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,14.0,12.0,11.8,8.0
,="Dr. Joseph Bellizzi Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,7.0,7.0,6.0,.
,"Dr. Ramon E. Betances Early Reading Lab","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",12.0,12.0,13.0,14.0,15.0
,="Environmental Sciences Magnet at Hooker School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,15.0,22.0,21.0,21.5
,="Expeditionary Learning Academy at Moylan School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0,19.0,20.0,15.8,15.8
,="Global Communications Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,7.0,7.5,12.5,13.0
,="HPHS Engineering and Green Technology Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.8,11.5,13.8,13.2,13.3
,="HPHS Freshmen Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.8,12.4,.,.,.
,"HPHS Law and Government Academy","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.8,12.9,16.3,14.2,16.4
,="HPHS Nursing and Health Sciences Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.8,12.4,17.9,17.4,17.3
,="Hartford Magnet Trinity College Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.6,21.9,24.5,20.5,21.5
,="High School Inc.",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,9.0,9.0,8.0,11.0
,="Journalism and Media Academy Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4,10.5,10.0,14.8,16.0
,="Kennelly School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0,17.0,17.0,18.5,17.5
,="M. D. Fox School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.5,13.0,12.5,18.0,26.0
,="M. L. King, Jr. School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.4,16.4,20.4,19.9,15.9
,="McDonough Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,11.0,8.0,9.0,9.3
,="Milner School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,15.0,27.0,9.0,14.0
,="Montessori Magnet School at Annie Fisher",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.8,5.8,7.5,7.5,8.5
,="Naylor/CCSU Leadership Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,14.0,13.0,13.0,14.5
,="OPPortunity High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,5.0,6.0,5.0,4.0
,="Parkville Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,17.0,17.0,18.0,17.0
,="Pathways Academy of Technology and Design",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,10.6,9.0,8.0,9.0
,="R.J. Kinsella Magnet School of Performing Arts",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0,24.0,24.0,24.0,29.0
,="Rawson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.9,11.4,14.0,11.5,12.5
,="SAND School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,12.0,14.0,14.0,14.0
,="STEM Magnet at Fisher School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.2,9.2,9.5,10.0,10.5
,="Sanchez School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,16.0,16.0,15.0,16.5
,="Sarah J Rawson Middle Grades Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.1,5.6,.,.,.
,"Simpson-Waverly School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",10.0,10.0,11.0,11.5,12.5
,="Sports and Medical Sciences Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,19.0,19.0,19.0,20.0
,="University High of Science and Engineering",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.8,13.8,12.8,13.8,13.8
,="Weaver High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.4,.,.,.,.
,"Webster Micro Society Magnet School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",20.0,22.0,27.0,30.0,26.0
,="West Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,13.0,15.0,11.0,12.0
,="Wish Museum School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,11.5,10.0,10.0,9.5
,="Renzulli Gifted and Talented Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,4.0,4.0,4.0,4.0
