"FTE Staffing Report for Trend"

"",,,"Year",,,,
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,5.0,2.0,3.0,5.0
="Jumoke Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5,17.0,21.0,24.0,31.5
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,0.5,1.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.5,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,3.0,3.0
="Kent School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9,2.9,2.9,2.9,2.9
,="Library/Media - Support Staff",="Non-Certified",0.8,0.8,0.8,0.8,0.8
,="School Nurses",="Non-Certified",0.8,0.8,0.8,0.8,0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,6.5,6.8,5.8,5.8
="Killingly School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",79.5,15.0,15.0,17.5,26.5
,="Library/Media - Support Staff",="Non-Certified",2.0,3.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",7.5,8.0,8.0,6.5,6.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",59.0,58.0,62.0,69.5,71.5
="Learn",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",53.6,52.3,55.2,66.5,75.1
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",3.1,3.8,4.1,5.1,5.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8,22.0,25.8,32.8,37.9
="Lebanon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,6.5,6.0,2.5,5.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.5,0.5
,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,23.0,27.0,33.0,30.0
="Ledyard School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.8,27.7,30.9,27.1,22.7
,="Library/Media - Support Staff",="Non-Certified",3.6,3.5,3.2,3.5,3.5
,="School Nurses",="Non-Certified",7.0,7.0,7.0,7.0,7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.9,44.0,45.8,43.0,40.3
="Lisbon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,0.0,0.0,0.3,0.8
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,0.0
,="School Nurses",="Non-Certified",2.1,1.1,1.1,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,2.0,1.0,2.0,2.0
="Litchfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,0.0,0.0,0.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,22.0,22.0,22.0,23.0
="Madison School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",49.1,45.6,41.4,42.8,41.8
,="Library/Media - Support Staff",="Non-Certified",7.0,7.0,7.0,7.0,7.0
,="School Nurses",="Non-Certified",6.0,6.0,6.0,6.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.9,55.2,57.9,66.5,65.7
="Manchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",55.3,52.6,58.5,81.8,81.4
,="Library/Media - Support Staff",="Non-Certified",10.4,10.8,11.1,9.1,8.6
,="School Nurses",="Non-Certified",16.0,17.0,16.8,18.4,17.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",140.0,148.3,121.0,108.8,110.6
="Mansfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0,30.0,29.5,26.5,26.5
,="Library/Media - Support Staff",="Non-Certified",6.5,5.0,5.0,6.1,6.1
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,34.0,34.0,33.0,32.0
="Marlborough School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,8.1,6.5,4.5,3.5
,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.6,0.5,0.5
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,8.7,9.3,10.4,12.2
="Meriden School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0,38.0,53.0,47.0,52.0
,="Library/Media - Support Staff",="Non-Certified",4.0,2.0,2.0,2.0,2.0
,="School Nurses",="Non-Certified",12.0,13.0,13.0,13.0,14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",135.0,131.0,134.0,124.0,137.0
="Middletown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.2,28.6,61.6,44.7,46.7
,="Library/Media - Support Staff",="Non-Certified",8.0,8.0,9.0,5.0,5.0
,="School Nurses",="Non-Certified",16.6,16.6,16.5,19.9,17.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",117.2,117.3,117.5,113.7,107.6
="Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0,26.0,23.0,17.5,38.0
,="Library/Media - Support Staff",="Non-Certified",1.4,6.4,1.9,1.4,1.9
,="School Nurses",="Non-Certified",17.0,16.5,16.5,16.5,16.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",174.0,156.0,153.0,155.0,135.0
="Monroe School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.4,31.3,25.1,27.8,29.4
,="Library/Media - Support Staff",="Non-Certified",2.9,2.3,2.0,2.0,2.0
,="School Nurses",="Non-Certified",7.0,7.0,7.0,7.0,7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.4,66.4,68.3,65.4,59.6
="Montville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.6,25.4,22.5,21.7,21.1
,="Library/Media - Support Staff",="Non-Certified",4.6,4.6,4.6,4.6,4.6
,="School Nurses",="Non-Certified",6.0,8.4,7.4,7.7,7.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.5,45.3,45.7,48.1,44.1
="Naugatuck School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.5,23.0,28.5,32.0,36.0
,="Library/Media - Support Staff",="Non-Certified",2.5,2.5,2.5,2.5,2.0
,="School Nurses",="Non-Certified",13.5,13.5,13.0,13.0,13.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.0,54.5,57.5,57.0,61.5
="New Beginnings Inc Family Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5,8.0,12.0,11.0,13.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,1.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="New Britain School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",96.0,86.0,110.0,82.0,84.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",19.0,23.0,27.0,23.0,25.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",152.0,150.0,151.0,94.0,102.0
="New Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.7,35.2,33.3,32.3,30.3
,="Library/Media - Support Staff",="Non-Certified",4.4,4.4,4.6,4.6,4.6
,="School Nurses",="Non-Certified",8.0,8.0,8.0,8.0,8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",67.0,66.5,74.6,72.6,79.6
="New Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0,15.0,20.0,17.0,13.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,0.5,1.0,1.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.5,46.9,46.4,44.4,46.9
="New Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,2.7,4.3,5.1,3.5
,="Library/Media - Support Staff",="Non-Certified",1.8,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5,15.5,12.0,12.0,18.5
="New Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",246.0,219.0,230.0,962.0,714.3
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",32.0,26.5,33.1,33.5,32.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",164.0,143.0,133.0,128.0,125.8
="New London School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.3,20.1,16.5,14.8,16.1
,="Library/Media - Support Staff",="Non-Certified",4.9,3.7,3.0,2.0,3.0
,="School Nurses",="Non-Certified",6.0,6.0,5.0,4.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.4,27.1,30.0,27.2,21.3
="New Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,32.0,39.5,20.4,18.4
,="Library/Media - Support Staff",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="School Nurses",="Non-Certified",8.0,8.0,8.0,8.0,8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",93.2,93.3,91.5,99.5,99.5
="Newington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0,25.0,26.0,28.0,19.0
,="Library/Media - Support Staff",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",9.0,9.0,9.0,9.0,9.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",86.6,95.6,103.5,105.0,104.0
="Newtown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",47.6,33.3,34.8,36.8,39.0
,="Library/Media - Support Staff",="Non-Certified",5.6,4.6,4.8,4.9,4.9
,="School Nurses",="Non-Certified",9.5,9.0,9.0,10.0,10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",77.3,76.3,75.4,78.7,80.9
="Norfolk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9,2.8,3.8,3.2,1.8
,="Library/Media - Support Staff",="Non-Certified",0.2,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.7,2.7,2.1,3.5
="North Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,19.0,23.0,22.0,37.0
,="Library/Media - Support Staff",="Non-Certified",4.0,4.0,3.0,4.0,4.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0,43.0,45.0,41.0,41.0
="North Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,5.1,4.1,4.1,4.1
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",0.9,0.9,0.9,0.9,0.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4,5.7,6.8,8.0,6.8
="North Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,21.0,17.5,17.0,17.0
,="Library/Media - Support Staff",="Non-Certified",3.0,3.0,2.0,2.0,2.0
,="School Nurses",="Non-Certified",6.0,6.0,6.0,6.0,5.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0,34.0,41.5,47.0,48.5
="North Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,5.8,4.8,5.5,4.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,15.4,15.2,13.5,14.0
="Norwalk School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",102.8,.,.,112.3,90.3
,="Library/Media - Support Staff",="Non-Certified",30.8,.,.,13.5,13.8
,="School Nurses",="Non-Certified",19.0,.,.,19.0,19.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",128.5,.,.,116.1,122.3
="Norwich Free Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,6.0,7.0,10.0,12.4
,="Library/Media - Support Staff",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",2.8,3.0,4.5,4.5,4.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,8.0
="Norwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.8,51.0,62.1,72.3,60.5
,="Library/Media - Support Staff",="Non-Certified",5.3,1.0,2.0,2.0,3.0
,="School Nurses",="Non-Certified",12.4,13.1,12.8,13.3,13.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.0,57.2,69.0,63.4,73.5
="Odyssey Community School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,5.5,7.0,8.0,8.5
,="Library/Media - Support Staff",="Non-Certified",0.2,0.0,0.0,0.6,0.0
,="School Nurses",="Non-Certified",0.8,1.0,1.3,1.3,1.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.5,3.0,3.0,3.0
="Old Saybrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,15.0,13.0,13.0,14.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,5.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.0,51.0,52.0,53.0,50.0
="Orange School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.8,12.7,12.1,12.1,10.8
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.3,34.0,33.5,33.5,19.5
="Oxford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.9,16.4,15.1,17.9,16.6
,="Library/Media - Support Staff",="Non-Certified",0.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.2,40.2,37.0,39.8,32.0
="Park City Prep Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
="Plainfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.4,17.5,22.5,18.8,17.3
,="Library/Media - Support Staff",="Non-Certified",3.8,4.3,4.0,5.0,5.0
,="School Nurses",="Non-Certified",6.0,6.0,6.0,6.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.5,68.5,62.4,62.0,67.2
="Plainville School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.8,28.1,33.2,29.8,32.4
,="Library/Media - Support Staff",="Non-Certified",1.9,2.0,2.0,2.0,3.0
,="School Nurses",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.5,58.1,60.8,62.7,61.3
="Plymouth School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.1,8.1,15.4,21.1
,="Library/Media - Support Staff",="Non-Certified",4.0,4.0,4.0,4.0,3.5
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,27.0,27.0,25.5,16.5
="Pomfret School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,1.0,1.0,2.0,3.0
,="Library/Media - Support Staff",="Non-Certified",1.0,0.5,0.5,0.5,0.5
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,12.5,11.5,12.5,12.5
="Portland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.5,16.5,15.5,14.5
,="Library/Media - Support Staff",="Non-Certified",5.4,5.4,5.4,5.4,5.6
,="School Nurses",="Non-Certified",5.5,4.5,4.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.5,13.0,15.5,19.0
="Preston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.0,13.0,12.0,13.0
="Putnam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.9,25.4,24.5,22.4,22.4
,="Library/Media - Support Staff",="Non-Certified",3.0,3.0,3.0,3.0,2.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0,28.0,32.5,32.0,31.0
="Redding School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.3,39.0,22.2,21.5,14.0
,="Library/Media - Support Staff",="Non-Certified",2.0,4.0,2.0,2.0,2.0
,="School Nurses",="Non-Certified",3.0,6.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,28.0,32.0,30.0,27.5
="Regional School District 01",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6,2.6,2.6,1.8,1.7
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.9
,="School Nurses",="Non-Certified",0.9,0.9,0.9,0.9,0.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7,4.7,4.7,3.1,3.1
="Regional School District 04",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,1.5,1.5,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",1.9,1.9,1.9,1.9,1.8
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.0,14.0,14.0,12.8
="Regional School District 05",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",4.0,3.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,21.0,22.0,23.0,22.0
="Regional School District 06",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8,.,3.5,2.5,1.0
,="Library/Media - Support Staff",="Non-Certified",3.9,.,2.5,2.5,2.5
,="School Nurses",="Non-Certified",4.0,.,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.4,.,16.4,16.5,20.5
="Regional School District 07",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Library/Media - Support Staff",="Non-Certified",1.8,1.8,1.8,1.8,0.9
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.8,10.8,14.8,16.8,20.2
="Regional School District 08",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,1.0,1.0,1.5
,="Library/Media - Support Staff",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0,36.0,32.0,35.0,36.0
="Regional School District 09",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,4.0,4.0,4.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,8.0,7.0,10.0
="Regional School District 10",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,12.0,12.0,14.0,14.0
,="Library/Media - Support Staff",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="School Nurses",="Non-Certified",6.0,6.0,6.0,6.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",48.0,50.0,51.0,53.0,55.0
="Regional School District 11",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
="Regional School District 12",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,14.8,16.1,14.5,14.5
,="Library/Media - Support Staff",="Non-Certified",3.5,4.0,4.0,4.0,4.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0,23.8,23.0,23.0,22.0
="Regional School District 13",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5,14.0,13.0,13.7,11.2
,="Library/Media - Support Staff",="Non-Certified",4.0,2.5,3.5,3.5,2.0
,="School Nurses",="Non-Certified",6.0,5.0,6.0,6.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.5,28.0,40.5,38.5,38.1
="Regional School District 14",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,14.0,9.0,8.5,9.6
,="Library/Media - Support Staff",="Non-Certified",1.0,0.0,0.0,0.0,1.5
,="School Nurses",="Non-Certified",3.9,3.9,3.9,3.9,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.5,28.5,37.5,35.0,33.5
="Regional School District 15",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.9,36.7,36.8,36.8,38.4
,="Library/Media - Support Staff",="Non-Certified",5.0,4.0,4.0,4.0,4.0
,="School Nurses",="Non-Certified",11.1,11.1,11.3,11.3,10.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.0,72.0,65.8,63.4,55.2
="Regional School District 16",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,9.0,11.3,2.1,1.3
,="Library/Media - Support Staff",="Non-Certified",6.8,5.9,6.8,5.4,4.1
,="School Nurses",="Non-Certified",5.5,5.0,5.0,4.7,4.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.1,48.5,37.8,35.6,39.4
="Regional School District 17",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.3,312.3,14.9,15.1,15.2
,="Library/Media - Support Staff",="Non-Certified",8.0,8.0,8.0,4.5,5.0
,="School Nurses",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2,38.4,38.8,42.9,42.0
="Regional School District 18",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5,12.5,12.5,10.2,12.9
,="Library/Media - Support Staff",="Non-Certified",1.6,1.6,1.6,1.6,1.6
,="School Nurses",="Non-Certified",5.4,5.4,5.4,5.4,4.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.9,36.9,42.9,45.9,35.9
="Regional School District 19",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,5.0,5.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,2.0,2.0
,="School Nurses",="Non-Certified",3.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0,31.0,26.0,28.0,32.0
="Ridgefield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,20.8,19.2,24.8,13.1
,="Library/Media - Support Staff",="Non-Certified",3.0,4.0,3.0,4.0,3.0
,="School Nurses",="Non-Certified",13.0,14.0,13.6,16.0,10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",67.8,68.1,64.7,68.7,62.7
="Rocky Hill School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.2,21.3,22.3,26.9,32.5
,="Library/Media - Support Staff",="Non-Certified",4.1,4.0,4.0,4.0,3.5
,="School Nurses",="Non-Certified",6.0,5.0,5.0,5.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.5,45.3,45.7,48.4,49.2
="Salem School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6,1.2,9.0,7.5,7.7
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.2,9.5,8.2,8.4
="Salisbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8,3.0,3.0,3.8,3.0
,="Library/Media - Support Staff",="Non-Certified",0.9,0.9,0.9,0.9,0.9
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9,5.3,5.3,6.4,5.4
="Scotland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2,3.7,3.5,3.0,3.0
,="Library/Media - Support Staff",="Non-Certified",2.0,2.0,1.6,1.6,1.6
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,9.0,7.7,7.4,7.4
="Seymour School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.7,16.2,16.8,12.8,13.0
,="Library/Media - Support Staff",="Non-Certified",1.4,1.4,0.8,0.4,1.4
,="School Nurses",="Non-Certified",5.0,5.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0,29.0,27.0,31.0,32.0
="Sharon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,7.9,6.9,7.7,9.5
="Shelton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,48.0,55.0,46.8,44.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",11.5,12.0,12.0,12.0,12.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0,59.0,61.0,68.5,68.0
="Sherman School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2,7.2,7.3,7.1,7.0
