"Chronic Absenteeism, 2013-14"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",21.5
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",6.8
"Seymour School District","=""1240011""","Not Eligible For Lunch",5.9
"Sharon School District","=""1250011""","Eligible For Free Lunch","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch","*"
"Shelton School District","=""1260011""","Eligible For Free Lunch",23.5
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",16.2
"Shelton School District","=""1260011""","Not Eligible For Lunch",9.5
"Sherman School District","=""1270011""","Eligible For Free Lunch","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",6.5
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch",7.1
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",5.9
"Simsbury School District","=""1280011""","Eligible For Free Lunch",19.1
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch","*"
"Simsbury School District","=""1280011""","Not Eligible For Lunch",5.2
"Somers School District","=""1290011""","Eligible For Free Lunch",29.7
"Somers School District","=""1290011""","Eligible For Reduced Lunch",24.3
"Somers School District","=""1290011""","Not Eligible For Lunch",8.4
"South Windsor School District","=""1320011""","Eligible For Free Lunch",7.7
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",5.5
"South Windsor School District","=""1320011""","Not Eligible For Lunch",3.1
"Southington School District","=""1310011""","Eligible For Free Lunch",22.4
"Southington School District","=""1310011""","Eligible For Reduced Lunch",11.3
"Southington School District","=""1310011""","Not Eligible For Lunch",4.2
"Sprague School District","=""1330011""","Eligible For Free Lunch",9.5
"Sprague School District","=""1330011""","Eligible For Reduced Lunch",18.8
"Sprague School District","=""1330011""","Not Eligible For Lunch",5.3
"Stafford School District","=""1340011""","Eligible For Free Lunch",14.7
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",7.2
"Stafford School District","=""1340011""","Not Eligible For Lunch",5.2
"Stamford Academy District","=""2820013""","Eligible For Free Lunch","*"
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*"
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",13.3
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",7.1
"Stamford School District","=""1350011""","Not Eligible For Lunch",7.6
"State Level","=""0000000""","Eligible For Free Lunch",20.1
"State Level","=""0000000""","Eligible For Reduced Lunch",9.2
"State Level","=""0000000""","Not Eligible For Lunch",6.2
"Sterling School District","=""1360011""","Eligible For Free Lunch",12.4
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*"
"Sterling School District","=""1360011""","Not Eligible For Lunch",3.8
"Stonington School District","=""1370011""","Eligible For Free Lunch",20.6
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",15.0
"Stonington School District","=""1370011""","Not Eligible For Lunch",6.1
"Stratford School District","=""1380011""","Eligible For Free Lunch",19.0
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",8.4
"Stratford School District","=""1380011""","Not Eligible For Lunch",7.3
"Suffield School District","=""1390011""","Eligible For Free Lunch",17.8
"Suffield School District","=""1390011""","Eligible For Reduced Lunch","*"
"Suffield School District","=""1390011""","Not Eligible For Lunch",5.8
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",12.5
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch",0.0
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch","*"
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",23.7
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch",14.3
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",11.3
"Thomaston School District","=""1400011""","Eligible For Free Lunch",6.8
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch","*"
"Thomaston School District","=""1400011""","Not Eligible For Lunch",5.1
"Thompson School District","=""1410011""","Eligible For Free Lunch",8.2
"Thompson School District","=""1410011""","Eligible For Reduced Lunch","*"
"Thompson School District","=""1410011""","Not Eligible For Lunch",4.8
"Tolland School District","=""1420011""","Eligible For Free Lunch",7.9
"Tolland School District","=""1420011""","Eligible For Reduced Lunch",9.8
"Tolland School District","=""1420011""","Not Eligible For Lunch",3.0
"Torrington School District","=""1430011""","Eligible For Free Lunch",19.8
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",13.4
"Torrington School District","=""1430011""","Not Eligible For Lunch",10.0
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch",0.0
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",7.0
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Not Eligible For Lunch",1.9
"Unified School District #1","=""3360015""","Eligible For Free Lunch",21.9
"Unified School District #2","=""3470015""","Eligible For Free Lunch","*"
"Union School District","=""1450011""","Eligible For Free Lunch","*"
"Union School District","=""1450011""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Eligible For Free Lunch",12.8
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",6.2
"Vernon School District","=""1460011""","Not Eligible For Lunch",4.1
"Voluntown School District","=""1470011""","Eligible For Free Lunch","*"
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*"
"Voluntown School District","=""1470011""","Not Eligible For Lunch",9.2
"Wallingford School District","=""1480011""","Eligible For Free Lunch",12.7
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",9.2
"Wallingford School District","=""1480011""","Not Eligible For Lunch",4.2
"Waterbury School District","=""1510011""","Eligible For Free Lunch",24.2
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",10.5
"Waterbury School District","=""1510011""","Not Eligible For Lunch",10.0
"Waterford School District","=""1520011""","Eligible For Free Lunch",12.9
"Waterford School District","=""1520011""","Eligible For Reduced Lunch",11.3
"Waterford School District","=""1520011""","Not Eligible For Lunch",4.5
"Watertown School District","=""1530011""","Eligible For Free Lunch",20.0
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",12.3
"Watertown School District","=""1530011""","Not Eligible For Lunch",8.0
"West Hartford School District","=""1550011""","Eligible For Free Lunch",11.4
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",5.9
"West Hartford School District","=""1550011""","Not Eligible For Lunch",3.9
"West Haven School District","=""1560011""","Eligible For Free Lunch",19.2
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",8.0
"West Haven School District","=""1560011""","Not Eligible For Lunch",10.2
"Westbrook School District","=""1540011""","Eligible For Free Lunch",8.0
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Not Eligible For Lunch",4.4
"Weston School District","=""1570011""","Eligible For Free Lunch","*"
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",5.3
"Westport School District","=""1580011""","Eligible For Free Lunch",12.6
"Westport School District","=""1580011""","Eligible For Reduced Lunch",0.0
"Westport School District","=""1580011""","Not Eligible For Lunch",2.6
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",10.2
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",9.9
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",3.1
"Willington School District","=""1600011""","Eligible For Free Lunch",8.3
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*"
"Willington School District","=""1600011""","Not Eligible For Lunch",3.2
"Wilton School District","=""1610011""","Eligible For Free Lunch",16.7
"Wilton School District","=""1610011""","Eligible For Reduced Lunch","*"
"Wilton School District","=""1610011""","Not Eligible For Lunch",13.5
"Winchester School District","=""1620011""","Eligible For Free Lunch",12.5
"Winchester School District","=""1620011""","Eligible For Reduced Lunch","*"
"Winchester School District","=""1620011""","Not Eligible For Lunch",5.1
"Windham School District","=""1630011""","Eligible For Free Lunch",20.9
"Windham School District","=""1630011""","Eligible For Reduced Lunch",12.6
"Windham School District","=""1630011""","Not Eligible For Lunch",9.9
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",16.8
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",6.3
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.4
"Windsor School District","=""1640011""","Eligible For Free Lunch",18.3
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",10.3
"Windsor School District","=""1640011""","Not Eligible For Lunch",7.9
"Wolcott School District","=""1660011""","Eligible For Free Lunch",8.6
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",7.6
"Wolcott School District","=""1660011""","Not Eligible For Lunch",2.2
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*"
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",5.9
"Woodstock Academy District","=""9030022""","Eligible For Free Lunch","*"
"Woodstock Academy District","=""9030022""","Eligible For Reduced Lunch","*"
"Woodstock Academy District","=""9030022""","Not Eligible For Lunch",6.3
"Woodstock School District","=""1690011""","Eligible For Free Lunch",10.1
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch","*"
"Woodstock School District","=""1690011""","Not Eligible For Lunch",4.0

