"Chronic Absenteeism, Trend"
", Free/Reduced Price Meal Eligibility"

"",,,"% Chronically Absent",,,,
"New Fairfield School District","=""0910011""","Not Eligible For Lunch",7.2,5.3,3.9,2.1,2.7
"New Fairfield School District","=""0910011""","Eligible For Reduced Lunch",14.8,11.1,13.6,"*","*"
"New Hartford School District","=""0920011""","Eligible For Free Lunch","*","*","*","*","*"
"New Hartford School District","=""0920011""","Not Eligible For Lunch",4.5,4.5,5.5,2.7,3.1
"New Hartford School District","=""0920011""","Eligible For Reduced Lunch","*",0.0,"*","*","*"
"New Haven School District","=""0930011""","Eligible For Free Lunch",21.6,19.0,32.2,32.1,24.7
"New Haven School District","=""0930011""","Not Eligible For Lunch",15.2,12.5,17.8,17.6,14.3
"New Haven School District","=""0930011""","Eligible For Reduced Lunch",14.3,9.0,19.0,16.1,11.7
"New London School District","=""0950011""","Eligible For Free Lunch",26.5,21.8,23.2,20.3,21.1
"New London School District","=""0950011""","Not Eligible For Lunch",12.1,15.2,21.7,10.4,9.7
"New London School District","=""0950011""","Eligible For Reduced Lunch",12.2,9.2,8.8,9.0,9.2
"New Milford School District","=""0960011""","Eligible For Free Lunch",19.4,19.2,18.2,16.4,12.0
"New Milford School District","=""0960011""","Not Eligible For Lunch",9.0,7.8,7.0,4.4,4.2
"New Milford School District","=""0960011""","Eligible For Reduced Lunch",12.2,10.8,8.8,6.6,6.3
"Newington School District","=""0940011""","Eligible For Free Lunch",9.0,8.7,14.3,13.8,9.3
"Newington School District","=""0940011""","Not Eligible For Lunch",3.6,2.7,5.2,5.1,4.0
"Newington School District","=""0940011""","Eligible For Reduced Lunch",12.1,2.7,10.3,6.3,6.0
"Newtown School District","=""0970011""","Eligible For Free Lunch",4.2,13.3,8.2,10.8,12.5
"Newtown School District","=""0970011""","Not Eligible For Lunch",2.5,4.5,4.2,3.3,3.9
"Newtown School District","=""0970011""","Eligible For Reduced Lunch",9.2,8.4,"*","*",7.4
"Norfolk School District","=""0980011""","Eligible For Free Lunch","*","*","*","*","*"
"Norfolk School District","=""0980011""","Not Eligible For Lunch",7.4,10.6,"*","*","*"
"Norfolk School District","=""0980011""","Eligible For Reduced Lunch","*","*","*","*","*"
"North Branford School District","=""0990011""","Eligible For Free Lunch",27.9,25.2,14.3,12.2,12.7
"North Branford School District","=""0990011""","Not Eligible For Lunch",13.4,13.4,3.7,2.9,3.8
"North Branford School District","=""0990011""","Eligible For Reduced Lunch",20.0,19.4,8.3,0.0,"*"
"North Canaan School District","=""1000011""","Eligible For Free Lunch",22.7,20.8,13.8,11.9,"*"
"North Canaan School District","=""1000011""","Not Eligible For Lunch",9.7,12.4,3.7,4.2,4.5
"North Canaan School District","=""1000011""","Eligible For Reduced Lunch","*","*","*","*","*"
"North Haven School District","=""1010011""","Eligible For Free Lunch",15.1,22.5,18.5,27.5,12.1
"North Haven School District","=""1010011""","Not Eligible For Lunch",6.5,8.5,7.3,16.2,3.1
"North Haven School District","=""1010011""","Eligible For Reduced Lunch",12.7,14.7,18.4,18.5,4.9
"North Stonington School District","=""1020011""","Eligible For Free Lunch",24.1,23.5,8.4,"*",11.6
"North Stonington School District","=""1020011""","Not Eligible For Lunch",7.6,8.9,7.0,1.4,3.1
"North Stonington School District","=""1020011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Norwalk School District","=""1030011""","Eligible For Free Lunch",15.3,14.8,13.5,11.1,12.5
"Norwalk School District","=""1030011""","Not Eligible For Lunch",9.3,9.8,9.1,6.3,8.7
"Norwalk School District","=""1030011""","Eligible For Reduced Lunch",10.2,8.4,7.2,6.3,7.0
"Norwich Free Academy District","=""9010022""","Eligible For Free Lunch",17.7,16.5,32.3,23.4,16.2
"Norwich Free Academy District","=""9010022""","Not Eligible For Lunch",8.8,9.6,31.2,9.6,7.3
"Norwich Free Academy District","=""9010022""","Eligible For Reduced Lunch",9.5,"*",22.9,12.2,6.4
"Norwich School District","=""1040011""","Eligible For Free Lunch",18.4,16.6,17.0,14.8,11.8
"Norwich School District","=""1040011""","Not Eligible For Lunch",7.1,8.7,12.9,12.2,5.9
"Norwich School District","=""1040011""","Eligible For Reduced Lunch",10.2,7.6,8.5,7.3,4.9
"Odyssey Community School District","=""2630013""","Eligible For Free Lunch",9.9,16.2,15.0,8.2,"*"
"Odyssey Community School District","=""2630013""","Not Eligible For Lunch",8.6,6.6,10.1,7.1,5.3
"Odyssey Community School District","=""2630013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Eligible For Free Lunch",26.1,20.6,15.4,15.6,8.6
"Old Saybrook School District","=""1060011""","Not Eligible For Lunch",14.5,15.6,4.8,11.5,6.1
"Old Saybrook School District","=""1060011""","Eligible For Reduced Lunch",19.6,16.7,"*","*","*"
"Orange School District","=""1070011""","Eligible For Free Lunch","*",17.1,14.3,18.0,10.9
"Orange School District","=""1070011""","Not Eligible For Lunch",3.6,4.3,4.5,2.3,2.8
"Orange School District","=""1070011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Oxford School District","=""1080011""","Eligible For Free Lunch",22.6,17.6,21.6,20.2,18.6
"Oxford School District","=""1080011""","Not Eligible For Lunch",4.6,7.2,7.5,6.2,5.7
"Oxford School District","=""1080011""","Eligible For Reduced Lunch",19.5,25.8,0.0,12.2,14.6
"Park City Prep Charter School District","=""2830013""","Eligible For Free Lunch",10.4,4.5,9.5,12.5,7.2
"Park City Prep Charter School District","=""2830013""","Not Eligible For Lunch",7.7,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Eligible For Reduced Lunch","*","*",0.0,0.0,"*"
"Path Academy District","=""2930013""","Eligible For Free Lunch","N/A","N/A","N/A",82.5,100.0
"Path Academy District","=""2930013""","Not Eligible For Lunch","N/A","N/A","N/A","*","*"
"Path Academy District","=""2930013""","Eligible For Reduced Lunch","N/A","N/A","N/A","*","*"
"Plainfield School District","=""1090011""","Eligible For Free Lunch",17.9,21.3,19.1,15.7,17.9
"Plainfield School District","=""1090011""","Not Eligible For Lunch",7.9,6.9,7.9,4.9,7.2
"Plainfield School District","=""1090011""","Eligible For Reduced Lunch",17.2,7.9,12.8,11.0,14.2
"Plainville School District","=""1100011""","Eligible For Free Lunch",18.1,14.8,12.8,16.8,17.2
"Plainville School District","=""1100011""","Not Eligible For Lunch",8.1,9.9,5.5,4.7,4.9
"Plainville School District","=""1100011""","Eligible For Reduced Lunch",11.7,15.6,11.4,7.4,7.4
"Plymouth School District","=""1110011""","Eligible For Free Lunch",17.3,16.9,18.4,22.7,20.2
"Plymouth School District","=""1110011""","Not Eligible For Lunch",5.7,7.1,6.9,8.5,7.0
"Plymouth School District","=""1110011""","Eligible For Reduced Lunch",7.9,9.5,12.8,17.6,18.0
"Pomfret School District","=""1120011""","Eligible For Free Lunch","*",15.6,"*",18.9,"*"
"Pomfret School District","=""1120011""","Not Eligible For Lunch",2.0,2.1,"*","*","*"
"Pomfret School District","=""1120011""","Eligible For Reduced Lunch","*","*",0.0,"*","*"
"Portland School District","=""1130011""","Eligible For Free Lunch",15.2,17.9,15.7,20.9,15.3
"Portland School District","=""1130011""","Not Eligible For Lunch",2.6,3.4,3.1,4.1,3.6
"Portland School District","=""1130011""","Eligible For Reduced Lunch","*",15.6,"*",13.0,13.3
"Preston School District","=""1140011""","Eligible For Free Lunch",0.0,18.4,0.0,20.0,10.7
"Preston School District","=""1140011""","Not Eligible For Lunch","*",7.7,"*",5.3,3.5
"Preston School District","=""1140011""","Eligible For Reduced Lunch","*","*",0.0,"*","*"
"Putnam School District","=""1160011""","Eligible For Free Lunch",15.0,18.5,16.0,18.7,19.3
"Putnam School District","=""1160011""","Not Eligible For Lunch",8.6,8.7,11.6,8.5,8.4
"Putnam School District","=""1160011""","Eligible For Reduced Lunch",15.4,16.2,9.5,15.9,17.0
"Redding School District","=""1170011""","Eligible For Free Lunch","*",21.1,"*","*",0.0
"Redding School District","=""1170011""","Not Eligible For Lunch",5.0,4.9,1.8,3.0,3.0
"Redding School District","=""1170011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 01","=""2010012""","Eligible For Free Lunch",22.6,11.1,"*",25.0,13.6
"Regional School District 01","=""2010012""","Not Eligible For Lunch",4.1,3.8,2.6,14.2,9.9
"Regional School District 01","=""2010012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 04","=""2040012""","Eligible For Free Lunch",21.7,28.7,34.5,19.2,14.1
"Regional School District 04","=""2040012""","Not Eligible For Lunch",7.3,8.4,7.3,6.8,5.9
"Regional School District 04","=""2040012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 05","=""2050012""","Eligible For Free Lunch",11.3,20.8,12.6,26.2,6.5
"Regional School District 05","=""2050012""","Not Eligible For Lunch",8.7,10.7,11.2,10.0,2.6
"Regional School District 05","=""2050012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 06","=""2060012""","Eligible For Free Lunch",10.8,17.4,8.0,7.1,9.4
"Regional School District 06","=""2060012""","Not Eligible For Lunch",3.6,4.7,3.7,3.9,3.8
"Regional School District 06","=""2060012""","Eligible For Reduced Lunch",0.0,"*","*",13.7,"*"
"Regional School District 07","=""2070012""","Eligible For Free Lunch",23.4,9.7,10.5,12.9,10.0
"Regional School District 07","=""2070012""","Not Eligible For Lunch",18.1,6.1,5.8,5.0,4.0
"Regional School District 07","=""2070012""","Eligible For Reduced Lunch",34.5,18.2,"*","*","*"
"Regional School District 08","=""2080012""","Eligible For Free Lunch",30.3,30.2,22.2,32.4,22.6
"Regional School District 08","=""2080012""","Not Eligible For Lunch",15.1,16.8,11.8,11.4,5.7
"Regional School District 08","=""2080012""","Eligible For Reduced Lunch",25.5,27.0,15.4,20.0,"*"
"Regional School District 09","=""2090012""","Eligible For Free Lunch",24.0,34.8,"*","*","*"
"Regional School District 09","=""2090012""","Not Eligible For Lunch",13.5,12.6,9.7,8.8,9.3
"Regional School District 09","=""2090012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 10","=""2100012""","Eligible For Free Lunch",18.8,13.5,15.0,16.5,19.3
"Regional School District 10","=""2100012""","Not Eligible For Lunch",8.3,4.6,6.9,5.6,5.3
"Regional School District 10","=""2100012""","Eligible For Reduced Lunch","*",25.7,"*","*","*"
"Regional School District 11","=""2110012""","Eligible For Free Lunch",8.6,12.5,15.4,12.6,10.8
"Regional School District 11","=""2110012""","Not Eligible For Lunch",5.9,8.4,"*",3.9,9.0
"Regional School District 11","=""2110012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 12","=""2120012""","Eligible For Free Lunch",29.3,20.7,16.7,19.1,12.0
"Regional School District 12","=""2120012""","Not Eligible For Lunch",7.0,10.0,5.8,7.7,5.0
"Regional School District 12","=""2120012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 13","=""2130012""","Eligible For Free Lunch",7.6,9.9,9.4,11.9,17.9
"Regional School District 13","=""2130012""","Not Eligible For Lunch",4.1,4.2,3.9,3.6,4.2
"Regional School District 13","=""2130012""","Eligible For Reduced Lunch",12.8,"*","*","*","*"
"Regional School District 14","=""2140012""","Eligible For Free Lunch",8.5,12.0,18.4,"*",11.0
"Regional School District 14","=""2140012""","Not Eligible For Lunch",2.9,3.5,6.3,1.9,5.6
"Regional School District 14","=""2140012""","Eligible For Reduced Lunch","*","*",10.7,"*","*"
"Regional School District 15","=""2150012""","Eligible For Free Lunch",11.3,10.5,7.3,11.0,6.0
"Regional School District 15","=""2150012""","Not Eligible For Lunch",4.2,5.5,4.0,4.0,2.9
"Regional School District 15","=""2150012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 16","=""2160012""","Eligible For Free Lunch",15.8,15.7,12.2,25.1,18.1
"Regional School District 16","=""2160012""","Not Eligible For Lunch",6.4,5.7,3.8,6.3,5.4
"Regional School District 16","=""2160012""","Eligible For Reduced Lunch",10.1,8.8,14.6,15.9,20.5
"Regional School District 17","=""2170012""","Eligible For Free Lunch",14.7,9.1,12.5,16.4,13.6
"Regional School District 17","=""2170012""","Not Eligible For Lunch",3.9,3.0,3.5,3.8,3.7
"Regional School District 17","=""2170012""","Eligible For Reduced Lunch",0.0,"*","*",16.7,"*"
"Regional School District 18","=""2180012""","Eligible For Free Lunch",17.5,12.2,15.7,20.0,25.6
"Regional School District 18","=""2180012""","Not Eligible For Lunch",3.9,4.2,5.3,6.0,5.5
"Regional School District 18","=""2180012""","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 19","=""2190012""","Eligible For Free Lunch",34.1,30.4,32.3,20.4,19.4
"Regional School District 19","=""2190012""","Not Eligible For Lunch",13.6,12.8,13.0,4.4,6.8
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch","*",28.1,22.5,"*",20.0
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",13.2,14.5,11.0,14.3,12.2
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",5.1,6.4,6.0,5.2,4.4
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch",18.1,19.8,18.5,20.0,16.6
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",5.9,6.7,4.7,6.1,7.0
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch",15.8,20.7,10.0,"*",9.5
"Salem School District","=""1210011""","Eligible For Free Lunch","*","*",14.0,10.9,"*"
"Salem School District","=""1210011""","Not Eligible For Lunch",2.6,2.7,2.8,3.7,3.8
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*","*","*","*","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch",6.3,4.4,"*",6.5,3.2
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Scotland School District","=""1230011""","Eligible For Free Lunch","*","*","*","*","*"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*","*","*","*","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",15.3,22.6,21.5,11.8,20.0
"Seymour School District","=""1240011""","Not Eligible For Lunch",5.5,8.7,5.9,4.6,5.2
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",10.9,13.1,6.8,6.4,9.9
"Sharon School District","=""1250011""","Eligible For Free Lunch","*","*","*","*","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch",5.0,4.9,"*","*","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Shelton School District","=""1260011""","Eligible For Free Lunch",18.0,26.1,23.5,23.5,24.6
"Shelton School District","=""1260011""","Not Eligible For Lunch",5.4,10.5,9.5,8.9,10.7
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",8.3,14.7,16.2,21.5,18.9
"Sherman School District","=""1270011""","Eligible For Free Lunch","*","*","*","*","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",4.9,6.3,6.5,6.6,5.1
"Sherman School District","=""1270011""","Eligible For Reduced Lunch","N/A","N/A","N/A","*","*"
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch",9.6,"*",7.1,11.1,"*"
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",6.4,7.2,5.9,10.4,5.6
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Simsbury School District","=""1280011""","Eligible For Free Lunch",11.8,21.8,19.1,15.7,13.6
"Simsbury School District","=""1280011""","Not Eligible For Lunch",4.2,5.2,5.2,4.3,4.1
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch",8.2,13.0,"*",10.0,"*"
"Somers School District","=""1290011""","Eligible For Free Lunch",23.9,47.4,29.7,26.1,21.6
"Somers School District","=""1290011""","Not Eligible For Lunch",13.4,11.5,8.4,10.8,10.1
"Somers School District","=""1290011""","Eligible For Reduced Lunch",40.9,34.3,24.3,"*","*"
"South Windsor School District","=""1320011""","Eligible For Free Lunch",30.6,13.3,7.7,12.3,10.7
"South Windsor School District","=""1320011""","Not Eligible For Lunch",13.1,5.1,3.1,2.8,3.1
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",10.6,8.4,5.5,"*",6.2
"Southington School District","=""1310011""","Eligible For Free Lunch",22.9,19.9,22.4,19.2,18.5
"Southington School District","=""1310011""","Not Eligible For Lunch",4.9,4.9,4.2,3.8,4.4
"Southington School District","=""1310011""","Eligible For Reduced Lunch",12.0,10.6,11.3,12.1,11.8
"Sprague School District","=""1330011""","Eligible For Free Lunch",12.0,11.1,9.5,18.5,13.1
"Sprague School District","=""1330011""","Not Eligible For Lunch",6.3,6.9,5.3,5.1,5.0
"Sprague School District","=""1330011""","Eligible For Reduced Lunch","*","*",18.8,"*",0.0
"Stafford School District","=""1340011""","Eligible For Free Lunch",17.4,13.0,14.7,16.9,14.7
"Stafford School District","=""1340011""","Not Eligible For Lunch",4.4,5.5,5.2,4.8,4.8
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",11.4,"*",7.2,13.5,11.2
"Stamford Academy District","=""2820013""","Eligible For Free Lunch","*",97.1,"*",87.8,99.3
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Free Lunch","N/A","N/A","N/A","N/A",10.3
"Stamford Charter School for Excellence District","=""2960013""","Not Eligible For Lunch","N/A","N/A","N/A","N/A","*"
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Reduced Lunch","N/A","N/A","N/A","N/A","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",12.6,18.9,13.3,17.8,15.2
"Stamford School District","=""1350011""","Not Eligible For Lunch",7.8,11.5,7.6,10.5,8.6
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",7.0,10.6,7.1,12.5,10.3
"State Level","=""0000000""","Eligible For Free Lunch",20.0,20.9,20.1,19.9,17.7
"State Level","=""0000000""","Not Eligible For Lunch",6.8,6.9,6.2,5.8,5.3
"State Level","=""0000000""","Eligible For Reduced Lunch",10.7,10.4,9.2,8.8,8.2
"Sterling School District","=""1360011""","Eligible For Free Lunch",16.9,9.3,12.4,14.1,19.0
"Sterling School District","=""1360011""","Not Eligible For Lunch",4.2,3.6,3.8,3.5,4.4
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Stonington School District","=""1370011""","Eligible For Free Lunch",26.7,14.6,20.6,19.0,15.7
"Stonington School District","=""1370011""","Not Eligible For Lunch",14.7,4.7,6.1,5.8,4.1
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",21.1,7.7,15.0,18.7,12.5
"Stratford School District","=""1380011""","Eligible For Free Lunch",15.5,18.3,19.0,16.6,18.5
"Stratford School District","=""1380011""","Not Eligible For Lunch",6.6,9.7,7.3,6.6,8.2
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",7.8,10.8,8.4,8.3,10.2
"Suffield School District","=""1390011""","Eligible For Free Lunch",19.2,16.4,17.8,3.0,21.4
"Suffield School District","=""1390011""","Not Eligible For Lunch",6.3,4.7,5.8,1.1,4.3
"Suffield School District","=""1390011""","Eligible For Reduced Lunch",19.8,"*","*",0.0,"*"
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",6.5,8.3,12.5,9.3,8.5
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch","*",0.0,"*","*","*"
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch",0.0,"*",0.0,"*","*"
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",23.3,21.3,23.7,29.7,8.9
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",8.2,10.0,11.3,17.9,3.4
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch","*",25.0,14.3,36.4,0.0
"Thomaston School District","=""1400011""","Eligible For Free Lunch",12.9,13.6,6.8,14.0,18.4
"Thomaston School District","=""1400011""","Not Eligible For Lunch",4.8,4.8,5.1,5.4,4.7
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch",11.0,9.2,"*","*","*"
"Thompson School District","=""1410011""","Eligible For Free Lunch",10.2,11.2,8.2,10.1,9.9
"Thompson School District","=""1410011""","Not Eligible For Lunch",12.9,6.7,4.8,3.2,7.5
"Thompson School District","=""1410011""","Eligible For Reduced Lunch",7.4,12.9,"*","*","*"
"Tolland School District","=""1420011""","Eligible For Free Lunch",18.4,19.0,7.9,10.0,16.2
"Tolland School District","=""1420011""","Not Eligible For Lunch",5.3,5.0,3.0,3.8,4.0
"Tolland School District","=""1420011""","Eligible For Reduced Lunch","*","*",9.8,12.2,13.3
"Torrington School District","=""1430011""","Eligible For Free Lunch",21.5,20.5,19.8,15.0,13.4
"Torrington School District","=""1430011""","Not Eligible For Lunch",9.4,10.0,10.0,7.4,6.7
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",11.6,9.9,13.4,10.2,8.6
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch",6.5,"*",0.0,66.1,19.7
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*","*","*","*","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",16.0,10.9,7.0,12.1,14.2
"Trumbull School District","=""1440011""","Not Eligible For Lunch",5.6,3.7,1.9,2.9,4.1
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",6.8,3.4,"*",3.5,7.4
"Unified School District #1","=""3360015""","Eligible For Free Lunch",46.8,43.0,21.9,31.8,34.3
"Unified School District #2","=""3470015""","Eligible For Free Lunch",19.3,53.1,"*",3.4,7.3
"Unified School District #2","=""3470015""","Not Eligible For Lunch","N/A",9.7,"N/A","*","*"
"Union School District","=""1450011""","Eligible For Free Lunch","N/A","N/A","*","*","*"
"Union School District","=""1450011""","Not Eligible For Lunch",0.0,0.0,"*","*","*"
"Union School District","=""1450011""","Eligible For Reduced Lunch","*","*","N/A","N/A","N/A"
"Vernon School District","=""1460011""","Eligible For Free Lunch",18.3,13.1,12.8,16.0,15.9
"Vernon School District","=""1460011""","Not Eligible For Lunch",5.0,5.2,4.1,4.6,6.0
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",13.0,7.9,6.2,6.8,13.8
"Voluntown School District","=""1470011""","Eligible For Free Lunch",10.0,"*","*",14.8,0.0
"Voluntown School District","=""1470011""","Not Eligible For Lunch",7.3,8.5,9.2,4.6,3.9
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Wallingford School District","=""1480011""","Eligible For Free Lunch",23.0,19.9,12.7,11.2,11.7
"Wallingford School District","=""1480011""","Not Eligible For Lunch",9.7,7.9,4.2,3.9,3.8
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",15.1,10.8,9.2,5.8,6.3
"Waterbury School District","=""1510011""","Eligible For Free Lunch",21.2,23.1,24.2,21.5,18.0
"Waterbury School District","=""1510011""","Not Eligible For Lunch",9.7,10.9,10.0,11.6,14.1
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",9.6,10.8,10.5,8.3,6.7
"Waterford School District","=""1520011""","Eligible For Free Lunch",15.6,14.2,12.9,13.7,14.0
"Waterford School District","=""1520011""","Not Eligible For Lunch",5.7,6.5,4.5,4.6,4.1
"Waterford School District","=""1520011""","Eligible For Reduced Lunch",15.2,9.0,11.3,"*","*"
"Watertown School District","=""1530011""","Eligible For Free Lunch",20.6,19.9,20.0,17.5,16.7
"Watertown School District","=""1530011""","Not Eligible For Lunch",9.3,8.5,8.0,7.1,5.5
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",15.6,9.4,12.3,10.9,9.5
"West Hartford School District","=""1550011""","Eligible For Free Lunch",13.2,12.8,11.4,12.2,11.8
"West Hartford School District","=""1550011""","Not Eligible For Lunch",4.0,4.6,3.9,3.8,3.9
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",6.1,6.7,5.9,5.5,5.8
"West Haven School District","=""1560011""","Eligible For Free Lunch",17.9,21.2,19.2,19.9,14.6
"West Haven School District","=""1560011""","Not Eligible For Lunch",10.4,11.5,10.2,11.7,6.5
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",12.2,11.2,8.0,11.8,10.4
"Westbrook School District","=""1540011""","Eligible For Free Lunch",12.4,16.1,8.0,8.0,7.3
"Westbrook School District","=""1540011""","Not Eligible For Lunch",4.3,5.8,4.4,2.9,3.7
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Weston School District","=""1570011""","Eligible For Free Lunch","*","*","*","*","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",11.1,7.7,5.3,5.9,4.0
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*","*","*","*","*"
"Westport School District","=""1580011""","Eligible For Free Lunch",9.5,11.2,12.6,6.4,12.1
"Westport School District","=""1580011""","Not Eligible For Lunch",1.8,2.3,2.6,1.7,2.2
"Westport School District","=""1580011""","Eligible For Reduced Lunch","*","*",0.0,"*",0.0
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",15.5,19.8,10.2,11.1,11.5
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",3.0,7.4,3.1,2.5,2.5
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",6.5,12.1,9.9,5.7,"*"
"Willington School District","=""1600011""","Eligible For Free Lunch",10.1,9.9,8.3,17.1,9.1
"Willington School District","=""1600011""","Not Eligible For Lunch",3.9,4.2,3.2,4.7,3.4
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*","*","*","*",0.0
"Wilton School District","=""1610011""","Eligible For Free Lunch",20.4,13.6,16.7,"*",12.7
"Wilton School District","=""1610011""","Not Eligible For Lunch",15.4,16.8,13.5,4.1,4.4
"Wilton School District","=""1610011""","Eligible For Reduced Lunch",23.1,"*","*","*","*"
"Winchester School District","=""1620011""","Eligible For Free Lunch",14.3,6.1,12.5,9.7,11.5
"Winchester School District","=""1620011""","Not Eligible For Lunch",6.8,7.2,5.1,3.6,4.6
"Winchester School District","=""1620011""","Eligible For Reduced Lunch",17.7,"*","*","*",0.0
"Windham School District","=""1630011""","Eligible For Free Lunch",21.3,21.9,20.9,18.1,19.1
"Windham School District","=""1630011""","Not Eligible For Lunch",11.7,12.6,9.9,7.1,6.6
"Windham School District","=""1630011""","Eligible For Reduced Lunch",11.0,10.6,12.6,8.2,7.9
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",22.1,19.1,16.8,22.8,20.7
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.1,7.0,7.4,7.6,7.0
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",9.4,7.3,6.3,14.9,9.8
"Windsor School District","=""1640011""","Eligible For Free Lunch",13.2,13.9,18.3,14.3,15.6
"Windsor School District","=""1640011""","Not Eligible For Lunch",6.2,6.8,7.9,5.1,5.6
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",7.0,9.4,10.3,7.0,7.9
"Wolcott School District","=""1660011""","Eligible For Free Lunch",9.4,9.6,8.6,9.7,9.2
"Wolcott School District","=""1660011""","Not Eligible For Lunch",2.2,1.6,2.2,2.4,1.4
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",5.5,7.3,7.6,9.1,9.4
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*","*","*","*",10.7
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",3.8,5.0,5.9,4.4,4.1
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*","*","*","*","*"
