"Chronic Absenteeism, 2014-15"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"East Lyme School District","=""0450011""","Grade   9",4.7
"East Lyme School District","=""0450011""","Grade 10",4.8
"East Lyme School District","=""0450011""","Grade 11",6.0
"East Lyme School District","=""0450011""","Grade 12",6.8
"East Windsor School District","=""0470011""","Kindergarten","*"
"East Windsor School District","=""0470011""","Grade   1",11.3
"East Windsor School District","=""0470011""","Grade   2",9.8
"East Windsor School District","=""0470011""","Grade   3",11.3
"East Windsor School District","=""0470011""","Grade   4","*"
"East Windsor School District","=""0470011""","Grade   5",10.3
"East Windsor School District","=""0470011""","Grade   6",8.6
"East Windsor School District","=""0470011""","Grade   7",7.6
"East Windsor School District","=""0470011""","Grade   8",12.8
"East Windsor School District","=""0470011""","Grade   9",10.0
"East Windsor School District","=""0470011""","Grade 10",17.1
"East Windsor School District","=""0470011""","Grade 11","*"
"East Windsor School District","=""0470011""","Grade 12",22.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Kindergarten","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   1","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9",25.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",34.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",29.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",44.4
"Eastford School District","=""0390011""","Kindergarten","*"
"Eastford School District","=""0390011""","Grade   1","*"
"Eastford School District","=""0390011""","Grade   2","*"
"Eastford School District","=""0390011""","Grade   3","*"
"Eastford School District","=""0390011""","Grade   4","*"
"Eastford School District","=""0390011""","Grade   5","*"
"Eastford School District","=""0390011""","Grade   6","*"
"Eastford School District","=""0390011""","Grade   7","*"
"Eastford School District","=""0390011""","Grade   8","*"
"Easton School District","=""0460011""","Kindergarten","*"
"Easton School District","=""0460011""","Grade   1","*"
"Easton School District","=""0460011""","Grade   2",0.0
"Easton School District","=""0460011""","Grade   3",0.0
"Easton School District","=""0460011""","Grade   4","*"
"Easton School District","=""0460011""","Grade   5","*"
"Easton School District","=""0460011""","Grade   6","*"
"Easton School District","=""0460011""","Grade   7","*"
"Easton School District","=""0460011""","Grade   8","*"
"Education Connection","=""2420014""","Grade   3","*"
"Education Connection","=""2420014""","Grade   4","*"
"Education Connection","=""2420014""","Grade   5","*"
"Education Connection","=""2420014""","Grade   6","*"
"Education Connection","=""2420014""","Grade   7","*"
"Education Connection","=""2420014""","Grade   8","*"
"Education Connection","=""2420014""","Grade   9","*"
"Education Connection","=""2420014""","Grade 10","*"
"Education Connection","=""2420014""","Grade 11","*"
"Education Connection","=""2420014""","Grade 12","*"
"Ellington School District","=""0480011""","Kindergarten","*"
"Ellington School District","=""0480011""","Grade   1",5.6
"Ellington School District","=""0480011""","Grade   2",3.6
"Ellington School District","=""0480011""","Grade   3",4.5
"Ellington School District","=""0480011""","Grade   4",3.6
"Ellington School District","=""0480011""","Grade   5",2.7
"Ellington School District","=""0480011""","Grade   6",3.8
"Ellington School District","=""0480011""","Grade   7",9.0
"Ellington School District","=""0480011""","Grade   8",9.1
"Ellington School District","=""0480011""","Grade   9","*"
"Ellington School District","=""0480011""","Grade 10",2.8
"Ellington School District","=""0480011""","Grade 11",4.5
"Ellington School District","=""0480011""","Grade 12",3.8
"Elm City College Preparatory School District","=""2890013""","Kindergarten",10.2
"Elm City College Preparatory School District","=""2890013""","Grade   1","*"
"Elm City College Preparatory School District","=""2890013""","Grade   2","*"
"Elm City College Preparatory School District","=""2890013""","Grade   3","*"
"Elm City College Preparatory School District","=""2890013""","Grade   4","*"
"Elm City College Preparatory School District","=""2890013""","Grade   5",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   6","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8","*"
"Elm City College Preparatory School District","=""2890013""","Grade   9","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11","*"
"Elm City College Preparatory School District","=""2890013""","Grade 12","*"
"Elm City Montessori School District","=""2910013""","Kindergarten","*"
"Enfield School District","=""0490011""","Kindergarten",10.9
"Enfield School District","=""0490011""","Grade   1",8.2
"Enfield School District","=""0490011""","Grade   2",8.1
"Enfield School District","=""0490011""","Grade   3",4.5
"Enfield School District","=""0490011""","Grade   4",8.4
"Enfield School District","=""0490011""","Grade   5",4.3
"Enfield School District","=""0490011""","Grade   6",12.3
"Enfield School District","=""0490011""","Grade   7",15.5
"Enfield School District","=""0490011""","Grade   8",19.5
"Enfield School District","=""0490011""","Grade   9",15.4
"Enfield School District","=""0490011""","Grade 10",11.1
"Enfield School District","=""0490011""","Grade 11",15.0
"Enfield School District","=""0490011""","Grade 12",21.1
"Essex School District","=""0500011""","Kindergarten","*"
"Essex School District","=""0500011""","Grade   1","*"
"Essex School District","=""0500011""","Grade   2",0.0
"Essex School District","=""0500011""","Grade   3","*"
"Essex School District","=""0500011""","Grade   4",0.0
"Essex School District","=""0500011""","Grade   5","*"
"Essex School District","=""0500011""","Grade   6","*"
"Explorations District","=""2720013""","Grade   9","*"
"Explorations District","=""2720013""","Grade 10","*"
"Explorations District","=""2720013""","Grade 11","*"
"Explorations District","=""2720013""","Grade 12",40.7
"Fairfield School District","=""0510011""","Kindergarten",2.3
"Fairfield School District","=""0510011""","Grade   1",2.3
"Fairfield School District","=""0510011""","Grade   2",2.1
"Fairfield School District","=""0510011""","Grade   3",2.6
"Fairfield School District","=""0510011""","Grade   4",2.7
"Fairfield School District","=""0510011""","Grade   5",2.8
"Fairfield School District","=""0510011""","Grade   6",3.2
"Fairfield School District","=""0510011""","Grade   7",2.9
"Fairfield School District","=""0510011""","Grade   8",5.9
"Fairfield School District","=""0510011""","Grade   9",5.1
"Fairfield School District","=""0510011""","Grade 10",3.9
"Fairfield School District","=""0510011""","Grade 11",5.4
"Fairfield School District","=""0510011""","Grade 12",7.2
"Farmington School District","=""0520011""","Kindergarten",6.0
"Farmington School District","=""0520011""","Grade   1",3.6
"Farmington School District","=""0520011""","Grade   2",3.1
"Farmington School District","=""0520011""","Grade   3",3.2
"Farmington School District","=""0520011""","Grade   4","*"
"Farmington School District","=""0520011""","Grade   5",2.9
"Farmington School District","=""0520011""","Grade   6",3.6
"Farmington School District","=""0520011""","Grade   7","*"
"Farmington School District","=""0520011""","Grade   8",3.1
"Farmington School District","=""0520011""","Grade   9",4.7
"Farmington School District","=""0520011""","Grade 10",6.0
"Farmington School District","=""0520011""","Grade 11",12.6
"Farmington School District","=""0520011""","Grade 12",21.1
"Franklin School District","=""0530011""","Kindergarten","*"
"Franklin School District","=""0530011""","Grade   1","*"
"Franklin School District","=""0530011""","Grade   2","*"
"Franklin School District","=""0530011""","Grade   3","*"
"Franklin School District","=""0530011""","Grade   4","*"
"Franklin School District","=""0530011""","Grade   5","*"
"Franklin School District","=""0530011""","Grade   6","*"
"Franklin School District","=""0530011""","Grade   7","*"
"Franklin School District","=""0530011""","Grade   8","*"
"Franklin School District","=""0530011""","Grade 12","*"
"Glastonbury School District","=""0540011""","Kindergarten",3.4
"Glastonbury School District","=""0540011""","Grade   1",1.8
"Glastonbury School District","=""0540011""","Grade   2",3.2
"Glastonbury School District","=""0540011""","Grade   3",1.4
"Glastonbury School District","=""0540011""","Grade   4",2.2
"Glastonbury School District","=""0540011""","Grade   5","*"
"Glastonbury School District","=""0540011""","Grade   6",2.3
"Glastonbury School District","=""0540011""","Grade   7",1.8
"Glastonbury School District","=""0540011""","Grade   8",2.5
"Glastonbury School District","=""0540011""","Grade   9",3.0
"Glastonbury School District","=""0540011""","Grade 10",4.1
"Glastonbury School District","=""0540011""","Grade 11",4.2
"Glastonbury School District","=""0540011""","Grade 12",7.7
"Granby School District","=""0560011""","Kindergarten",5.6
"Granby School District","=""0560011""","Grade   1",7.7
"Granby School District","=""0560011""","Grade   2",5.1
"Granby School District","=""0560011""","Grade   3","*"
"Granby School District","=""0560011""","Grade   4",6.2
"Granby School District","=""0560011""","Grade   5","*"
"Granby School District","=""0560011""","Grade   6","*"
"Granby School District","=""0560011""","Grade   7",5.0
"Granby School District","=""0560011""","Grade   8","*"
"Granby School District","=""0560011""","Grade   9",3.4
"Granby School District","=""0560011""","Grade 10",6.3
"Granby School District","=""0560011""","Grade 11",5.2
"Granby School District","=""0560011""","Grade 12",6.1
"Great Oaks Charter School District","=""2940013""","Grade   6",21.1
"Greenwich School District","=""0570011""","Kindergarten",2.8
"Greenwich School District","=""0570011""","Grade   1",2.1
"Greenwich School District","=""0570011""","Grade   2",1.5
"Greenwich School District","=""0570011""","Grade   3",1.1
"Greenwich School District","=""0570011""","Grade   4",1.0
"Greenwich School District","=""0570011""","Grade   5",2.8
"Greenwich School District","=""0570011""","Grade   6",2.6
"Greenwich School District","=""0570011""","Grade   7",3.3
"Greenwich School District","=""0570011""","Grade   8",3.8
"Greenwich School District","=""0570011""","Grade   9",2.5
"Greenwich School District","=""0570011""","Grade 10",4.6
"Greenwich School District","=""0570011""","Grade 11",6.5
"Greenwich School District","=""0570011""","Grade 12",7.1
"Griswold School District","=""0580011""","Kindergarten",6.1
"Griswold School District","=""0580011""","Grade   1",9.6
"Griswold School District","=""0580011""","Grade   2",6.3
"Griswold School District","=""0580011""","Grade   3","*"
"Griswold School District","=""0580011""","Grade   4","*"
"Griswold School District","=""0580011""","Grade   5",8.4
"Griswold School District","=""0580011""","Grade   6",9.4
"Griswold School District","=""0580011""","Grade   7",13.6
"Griswold School District","=""0580011""","Grade   8",12.8
"Griswold School District","=""0580011""","Grade   9",11.9
"Griswold School District","=""0580011""","Grade 10",17.4
"Griswold School District","=""0580011""","Grade 11",15.9
"Griswold School District","=""0580011""","Grade 12",16.4
"Groton School District","=""0590011""","Kindergarten",14.9
"Groton School District","=""0590011""","Grade   1",5.2
"Groton School District","=""0590011""","Grade   2",8.1
"Groton School District","=""0590011""","Grade   3",6.2
"Groton School District","=""0590011""","Grade   4",7.1
"Groton School District","=""0590011""","Grade   5",6.6
"Groton School District","=""0590011""","Grade   6",7.4
"Groton School District","=""0590011""","Grade   7",10.1
"Groton School District","=""0590011""","Grade   8",10.7
"Groton School District","=""0590011""","Grade   9",13.4
"Groton School District","=""0590011""","Grade 10",14.2
"Groton School District","=""0590011""","Grade 11",12.7
"Groton School District","=""0590011""","Grade 12",39.8
"Guilford School District","=""0600011""","Kindergarten",7.2
"Guilford School District","=""0600011""","Grade   1","*"
"Guilford School District","=""0600011""","Grade   2",2.8
"Guilford School District","=""0600011""","Grade   3","*"
"Guilford School District","=""0600011""","Grade   4",2.1
"Guilford School District","=""0600011""","Grade   5",5.7
"Guilford School District","=""0600011""","Grade   6",4.0
"Guilford School District","=""0600011""","Grade   7",5.9
"Guilford School District","=""0600011""","Grade   8",4.3
"Guilford School District","=""0600011""","Grade   9",5.4
"Guilford School District","=""0600011""","Grade 10",4.9
"Guilford School District","=""0600011""","Grade 11",6.9
"Guilford School District","=""0600011""","Grade 12",10.4
"Hamden School District","=""0620011""","Kindergarten",12.3
"Hamden School District","=""0620011""","Grade   1",8.2
"Hamden School District","=""0620011""","Grade   2",7.7
"Hamden School District","=""0620011""","Grade   3",6.2
"Hamden School District","=""0620011""","Grade   4",7.6
"Hamden School District","=""0620011""","Grade   5",7.5
"Hamden School District","=""0620011""","Grade   6",9.7
"Hamden School District","=""0620011""","Grade   7",13.8
"Hamden School District","=""0620011""","Grade   8",13.9
"Hamden School District","=""0620011""","Grade   9",21.0
"Hamden School District","=""0620011""","Grade 10",19.7
"Hamden School District","=""0620011""","Grade 11",23.5
"Hamden School District","=""0620011""","Grade 12",35.8
"Hampton School District","=""0630011""","Kindergarten","*"
"Hampton School District","=""0630011""","Grade   1","*"
"Hampton School District","=""0630011""","Grade   2","*"
"Hampton School District","=""0630011""","Grade   3","*"
"Hampton School District","=""0630011""","Grade   4","*"
"Hampton School District","=""0630011""","Grade   5","*"
"Hampton School District","=""0630011""","Grade   6","*"
"Hartford School District","=""0640011""","Kindergarten",30.2
"Hartford School District","=""0640011""","Grade   1",23.2
"Hartford School District","=""0640011""","Grade   2",21.4
"Hartford School District","=""0640011""","Grade   3",19.5
"Hartford School District","=""0640011""","Grade   4",17.4
"Hartford School District","=""0640011""","Grade   5",18.3
"Hartford School District","=""0640011""","Grade   6",15.8
"Hartford School District","=""0640011""","Grade   7",19.4
"Hartford School District","=""0640011""","Grade   8",23.1
"Hartford School District","=""0640011""","Grade   9",38.5
"Hartford School District","=""0640011""","Grade 10",36.4
"Hartford School District","=""0640011""","Grade 11",35.4
"Hartford School District","=""0640011""","Grade 12",38.9
"Hartland School District","=""0650011""","Kindergarten","*"
"Hartland School District","=""0650011""","Grade   1","*"
"Hartland School District","=""0650011""","Grade   2","*"
"Hartland School District","=""0650011""","Grade   3","*"
"Hartland School District","=""0650011""","Grade   4","*"
"Hartland School District","=""0650011""","Grade   5","*"
"Hartland School District","=""0650011""","Grade   6","*"
"Hartland School District","=""0650011""","Grade   7","*"
"Hartland School District","=""0650011""","Grade   8",0.0
"Hartland School District","=""0650011""","Grade 12","*"
"Hebron School District","=""0670011""","Kindergarten","*"
"Hebron School District","=""0670011""","Grade   1","*"
"Hebron School District","=""0670011""","Grade   2","*"
"Hebron School District","=""0670011""","Grade   3","*"
"Hebron School District","=""0670011""","Grade   4","*"
"Hebron School District","=""0670011""","Grade   5","*"
"Hebron School District","=""0670011""","Grade   6",4.1
"Highville Charter School District","=""2860013""","Kindergarten",17.9
"Highville Charter School District","=""2860013""","Grade   1","*"
"Highville Charter School District","=""2860013""","Grade   2",0.0
"Highville Charter School District","=""2860013""","Grade   3","*"
"Highville Charter School District","=""2860013""","Grade   4","*"
"Highville Charter School District","=""2860013""","Grade   5","*"
"Highville Charter School District","=""2860013""","Grade   6","*"
"Highville Charter School District","=""2860013""","Grade   7","*"
"Highville Charter School District","=""2860013""","Grade   8","*"
"Highville Charter School District","=""2860013""","Grade   9","*"
"Highville Charter School District","=""2860013""","Grade 10","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten","*"
"Integrated Day Charter School District","=""2640013""","Grade   1",0.0
"Integrated Day Charter School District","=""2640013""","Grade   2","*"
"Integrated Day Charter School District","=""2640013""","Grade   3","*"
"Integrated Day Charter School District","=""2640013""","Grade   4","*"
"Integrated Day Charter School District","=""2640013""","Grade   5","*"
"Integrated Day Charter School District","=""2640013""","Grade   6","*"
"Integrated Day Charter School District","=""2640013""","Grade   7","*"
"Integrated Day Charter School District","=""2640013""","Grade   8","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6",13.6
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7",8.3
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8",14.8
"Jumoke Academy District","=""2610013""","Kindergarten",14.3
"Jumoke Academy District","=""2610013""","Grade   1",13.2
"Jumoke Academy District","=""2610013""","Grade   2","*"
"Jumoke Academy District","=""2610013""","Grade   3","*"
"Jumoke Academy District","=""2610013""","Grade   4","*"
"Jumoke Academy District","=""2610013""","Grade   5","*"
"Jumoke Academy District","=""2610013""","Grade   6","*"
"Jumoke Academy District","=""2610013""","Grade   7",7.1
"Jumoke Academy District","=""2610013""","Grade   8",14.5
"Jumoke Academy District","=""2610013""","Grade   9","*"
"Jumoke Academy District","=""2610013""","Grade 10","*"
"Jumoke Academy District","=""2610013""","Grade 11","*"
"Kent School District","=""0680011""","Kindergarten",0.0
"Kent School District","=""0680011""","Grade   1","*"
"Kent School District","=""0680011""","Grade   2",0.0
"Kent School District","=""0680011""","Grade   3",0.0
"Kent School District","=""0680011""","Grade   4",0.0
"Kent School District","=""0680011""","Grade   5",0.0
"Kent School District","=""0680011""","Grade   6",0.0
"Kent School District","=""0680011""","Grade   7",0.0
"Kent School District","=""0680011""","Grade   8","*"
"Killingly School District","=""0690011""","Kindergarten",7.3
"Killingly School District","=""0690011""","Grade   1",5.9
"Killingly School District","=""0690011""","Grade   2","*"
"Killingly School District","=""0690011""","Grade   3","*"
"Killingly School District","=""0690011""","Grade   4",6.5
"Killingly School District","=""0690011""","Grade   5",9.8
"Killingly School District","=""0690011""","Grade   6",4.5
"Killingly School District","=""0690011""","Grade   7",9.2
"Killingly School District","=""0690011""","Grade   8",9.1
"Killingly School District","=""0690011""","Grade   9",16.6
"Killingly School District","=""0690011""","Grade 10",12.6
"Killingly School District","=""0690011""","Grade 11",14.7
"Killingly School District","=""0690011""","Grade 12",19.3
"Learn","=""2450014""","Kindergarten",15.1
"Learn","=""2450014""","Grade   1",10.0
"Learn","=""2450014""","Grade   2",6.1
"Learn","=""2450014""","Grade   3","*"
"Learn","=""2450014""","Grade   4",7.7
"Learn","=""2450014""","Grade   5","*"
"Learn","=""2450014""","Grade   6",13.2
"Learn","=""2450014""","Grade   7",11.8
"Learn","=""2450014""","Grade   8","*"
"Learn","=""2450014""","Grade   9",14.3
"Learn","=""2450014""","Grade 10",24.9
"Learn","=""2450014""","Grade 11",12.4
"Learn","=""2450014""","Grade 12",45.5
"Lebanon School District","=""0710011""","Kindergarten",0.0
"Lebanon School District","=""0710011""","Grade   1",0.0
"Lebanon School District","=""0710011""","Grade   2",0.0
"Lebanon School District","=""0710011""","Grade   3",0.0
"Lebanon School District","=""0710011""","Grade   4",0.0
"Lebanon School District","=""0710011""","Grade   5",0.0
"Lebanon School District","=""0710011""","Grade   6",0.0
"Lebanon School District","=""0710011""","Grade   7",0.0
"Lebanon School District","=""0710011""","Grade   8","*"
"Lebanon School District","=""0710011""","Grade   9",9.1
"Lebanon School District","=""0710011""","Grade 10",12.0
"Lebanon School District","=""0710011""","Grade 11",20.8
"Lebanon School District","=""0710011""","Grade 12",38.1
"Ledyard School District","=""0720011""","Kindergarten",0.0
"Ledyard School District","=""0720011""","Grade   1",0.0
"Ledyard School District","=""0720011""","Grade   2",0.0
"Ledyard School District","=""0720011""","Grade   3",0.0
"Ledyard School District","=""0720011""","Grade   4",0.0
"Ledyard School District","=""0720011""","Grade   5",0.0
"Ledyard School District","=""0720011""","Grade   6",0.0
"Ledyard School District","=""0720011""","Grade   7",4.9
"Ledyard School District","=""0720011""","Grade   8",12.2
"Ledyard School District","=""0720011""","Grade   9",5.8
"Ledyard School District","=""0720011""","Grade 10",5.3
"Ledyard School District","=""0720011""","Grade 11",6.5
"Ledyard School District","=""0720011""","Grade 12",7.7
"Lisbon School District","=""0730011""","Kindergarten","*"
"Lisbon School District","=""0730011""","Grade   1","*"
"Lisbon School District","=""0730011""","Grade   2",0.0
"Lisbon School District","=""0730011""","Grade   3","*"
"Lisbon School District","=""0730011""","Grade   4","*"
"Lisbon School District","=""0730011""","Grade   5","*"
"Lisbon School District","=""0730011""","Grade   6",14.0
"Lisbon School District","=""0730011""","Grade   7",0.0
"Lisbon School District","=""0730011""","Grade   8","*"
"Lisbon School District","=""0730011""","Grade 12","*"
"Litchfield School District","=""0740011""","Kindergarten","*"
"Litchfield School District","=""0740011""","Grade   1","*"
"Litchfield School District","=""0740011""","Grade   2","*"
"Litchfield School District","=""0740011""","Grade   3","*"
"Litchfield School District","=""0740011""","Grade   4","*"
"Litchfield School District","=""0740011""","Grade   5","*"
"Litchfield School District","=""0740011""","Grade   6","*"
"Litchfield School District","=""0740011""","Grade   7","*"
"Litchfield School District","=""0740011""","Grade   8","*"
"Litchfield School District","=""0740011""","Grade   9",10.4
"Litchfield School District","=""0740011""","Grade 10",14.3
"Litchfield School District","=""0740011""","Grade 11",8.3
"Litchfield School District","=""0740011""","Grade 12",15.1
"Madison School District","=""0760011""","Kindergarten",4.4
"Madison School District","=""0760011""","Grade   1","*"
"Madison School District","=""0760011""","Grade   2","*"
"Madison School District","=""0760011""","Grade   3","*"
"Madison School District","=""0760011""","Grade   4","*"
"Madison School District","=""0760011""","Grade   5",3.7
"Madison School District","=""0760011""","Grade   6",2.9
"Madison School District","=""0760011""","Grade   7",4.6
"Madison School District","=""0760011""","Grade   8",7.2
"Madison School District","=""0760011""","Grade   9",2.0
"Madison School District","=""0760011""","Grade 10",2.6
"Madison School District","=""0760011""","Grade 11","*"
"Madison School District","=""0760011""","Grade 12","*"
"Manchester School District","=""0770011""","Kindergarten",17.5
"Manchester School District","=""0770011""","Grade   1",9.6
"Manchester School District","=""0770011""","Grade   2",8.8
"Manchester School District","=""0770011""","Grade   3",9.0
"Manchester School District","=""0770011""","Grade   4",9.5
"Manchester School District","=""0770011""","Grade   5",6.6
"Manchester School District","=""0770011""","Grade   6",9.1
"Manchester School District","=""0770011""","Grade   7",13.4
"Manchester School District","=""0770011""","Grade   8",10.9
"Manchester School District","=""0770011""","Grade   9",17.6
"Manchester School District","=""0770011""","Grade 10",25.6
"Manchester School District","=""0770011""","Grade 11",20.2
"Manchester School District","=""0770011""","Grade 12",18.6
"Mansfield School District","=""0780011""","Kindergarten",8.1
"Mansfield School District","=""0780011""","Grade   1","*"
"Mansfield School District","=""0780011""","Grade   2","*"
"Mansfield School District","=""0780011""","Grade   3",5.8
"Mansfield School District","=""0780011""","Grade   4","*"
"Mansfield School District","=""0780011""","Grade   5","*"
"Mansfield School District","=""0780011""","Grade   6",5.4
"Mansfield School District","=""0780011""","Grade   7",6.4
"Mansfield School District","=""0780011""","Grade   8",7.3
"Marlborough School District","=""0790011""","Kindergarten","*"
"Marlborough School District","=""0790011""","Grade   1",0.0
"Marlborough School District","=""0790011""","Grade   2",8.2
"Marlborough School District","=""0790011""","Grade   3","*"
"Marlborough School District","=""0790011""","Grade   4","*"
"Marlborough School District","=""0790011""","Grade   5","*"
"Marlborough School District","=""0790011""","Grade   6",10.2
"Meriden School District","=""0800011""","Kindergarten",16.0
"Meriden School District","=""0800011""","Grade   1",12.4
"Meriden School District","=""0800011""","Grade   2",9.6
"Meriden School District","=""0800011""","Grade   3",11.1
"Meriden School District","=""0800011""","Grade   4",10.6
"Meriden School District","=""0800011""","Grade   5",11.6
"Meriden School District","=""0800011""","Grade   6",15.1
"Meriden School District","=""0800011""","Grade   7",20.7
"Meriden School District","=""0800011""","Grade   8",22.0
"Meriden School District","=""0800011""","Grade   9",28.0
"Meriden School District","=""0800011""","Grade 10",19.8
"Meriden School District","=""0800011""","Grade 11",18.5
"Meriden School District","=""0800011""","Grade 12",25.4
"Middletown School District","=""0830011""","Kindergarten",8.2
"Middletown School District","=""0830011""","Grade   1",5.4
"Middletown School District","=""0830011""","Grade   2",3.9
"Middletown School District","=""0830011""","Grade   3",4.9
"Middletown School District","=""0830011""","Grade   4",3.5
"Middletown School District","=""0830011""","Grade   5",6.1
"Middletown School District","=""0830011""","Grade   6","*"
"Middletown School District","=""0830011""","Grade   7",11.2
"Middletown School District","=""0830011""","Grade   8",18.2
"Middletown School District","=""0830011""","Grade   9",16.3
"Middletown School District","=""0830011""","Grade 10",12.3
"Middletown School District","=""0830011""","Grade 11",17.2
"Middletown School District","=""0830011""","Grade 12",20.5
"Milford School District","=""0840011""","Kindergarten",7.1
"Milford School District","=""0840011""","Grade   1",6.3
"Milford School District","=""0840011""","Grade   2",5.5
"Milford School District","=""0840011""","Grade   3",3.3
"Milford School District","=""0840011""","Grade   4",4.3
"Milford School District","=""0840011""","Grade   5",4.8
"Milford School District","=""0840011""","Grade   6",4.3
"Milford School District","=""0840011""","Grade   7",5.5
"Milford School District","=""0840011""","Grade   8",7.0
"Milford School District","=""0840011""","Grade   9",9.7
"Milford School District","=""0840011""","Grade 10",12.2
"Milford School District","=""0840011""","Grade 11",16.7
"Milford School District","=""0840011""","Grade 12",23.7
"Monroe School District","=""0850011""","Kindergarten",4.1
"Monroe School District","=""0850011""","Grade   1","*"
"Monroe School District","=""0850011""","Grade   2","*"
"Monroe School District","=""0850011""","Grade   3",2.8
"Monroe School District","=""0850011""","Grade   4","*"
"Monroe School District","=""0850011""","Grade   5","*"
"Monroe School District","=""0850011""","Grade   6",3.6
"Monroe School District","=""0850011""","Grade   7",2.8
"Monroe School District","=""0850011""","Grade   8",4.3
"Monroe School District","=""0850011""","Grade   9",4.0
"Monroe School District","=""0850011""","Grade 10",2.2
"Monroe School District","=""0850011""","Grade 11",2.5
"Monroe School District","=""0850011""","Grade 12",2.4
"Montville School District","=""0860011""","Kindergarten",7.9
"Montville School District","=""0860011""","Grade   1","*"
"Montville School District","=""0860011""","Grade   2","*"
"Montville School District","=""0860011""","Grade   3","*"
"Montville School District","=""0860011""","Grade   4","*"
"Montville School District","=""0860011""","Grade   5","*"
"Montville School District","=""0860011""","Grade   6",5.1
"Montville School District","=""0860011""","Grade   7",5.9
"Montville School District","=""0860011""","Grade   8",9.1
"Montville School District","=""0860011""","Grade   9",9.0
"Montville School District","=""0860011""","Grade 10",10.8
"Montville School District","=""0860011""","Grade 11",11.4
"Montville School District","=""0860011""","Grade 12",13.1
"Naugatuck School District","=""0880011""","Kindergarten",8.1
"Naugatuck School District","=""0880011""","Grade   1",5.4
"Naugatuck School District","=""0880011""","Grade   2",4.3
"Naugatuck School District","=""0880011""","Grade   3",7.9
"Naugatuck School District","=""0880011""","Grade   4",6.3
"Naugatuck School District","=""0880011""","Grade   5",7.9
"Naugatuck School District","=""0880011""","Grade   6",11.8
"Naugatuck School District","=""0880011""","Grade   7",12.0
"Naugatuck School District","=""0880011""","Grade   8",13.0
"Naugatuck School District","=""0880011""","Grade   9",15.1
"Naugatuck School District","=""0880011""","Grade 10",12.7
"Naugatuck School District","=""0880011""","Grade 11",14.8
"Naugatuck School District","=""0880011""","Grade 12",22.8
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten",23.8
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2",14.9
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3",13.3
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4",15.2
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5",25.6
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7",18.9
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8",20.0
"New Britain School District","=""0890011""","Kindergarten",17.8
"New Britain School District","=""0890011""","Grade   1",13.3
"New Britain School District","=""0890011""","Grade   2",9.6
"New Britain School District","=""0890011""","Grade   3",11.4
"New Britain School District","=""0890011""","Grade   4",11.6
"New Britain School District","=""0890011""","Grade   5",8.8
"New Britain School District","=""0890011""","Grade   6",18.3
"New Britain School District","=""0890011""","Grade   7",21.3
"New Britain School District","=""0890011""","Grade   8",19.8
"New Britain School District","=""0890011""","Grade   9",42.8
"New Britain School District","=""0890011""","Grade 10",35.4
"New Britain School District","=""0890011""","Grade 11",30.8
"New Britain School District","=""0890011""","Grade 12",40.5
"New Canaan School District","=""0900011""","Kindergarten","*"
"New Canaan School District","=""0900011""","Grade   1","*"
"New Canaan School District","=""0900011""","Grade   2",1.7
"New Canaan School District","=""0900011""","Grade   3",1.8
