"Chronic Absenteeism, 2012-13"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"East Windsor School District","=""0470011""","Grade   8",10.0
"East Windsor School District","=""0470011""","Grade   9",9.3
"East Windsor School District","=""0470011""","Grade 10",13.5
"East Windsor School District","=""0470011""","Grade 11","*"
"East Windsor School District","=""0470011""","Grade 12",14.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Kindergarten","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   1","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9",16.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",87.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",84.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",84.7
"Eastford School District","=""0390011""","Kindergarten","*"
"Eastford School District","=""0390011""","Grade   1","*"
"Eastford School District","=""0390011""","Grade   2","*"
"Eastford School District","=""0390011""","Grade   3","*"
"Eastford School District","=""0390011""","Grade   4","*"
"Eastford School District","=""0390011""","Grade   5","*"
"Eastford School District","=""0390011""","Grade   6","*"
"Eastford School District","=""0390011""","Grade   7","*"
"Eastford School District","=""0390011""","Grade   8","*"
"Easton School District","=""0460011""","Kindergarten","*"
"Easton School District","=""0460011""","Grade   1","*"
"Easton School District","=""0460011""","Grade   2","*"
"Easton School District","=""0460011""","Grade   3",6.2
"Easton School District","=""0460011""","Grade   4","*"
"Easton School District","=""0460011""","Grade   5","*"
"Easton School District","=""0460011""","Grade   6","*"
"Easton School District","=""0460011""","Grade   7","*"
"Easton School District","=""0460011""","Grade   8","*"
"Education Connection","=""2420014""","Grade   2","*"
"Education Connection","=""2420014""","Grade   4","*"
"Education Connection","=""2420014""","Grade   5","*"
"Education Connection","=""2420014""","Grade   6","*"
"Education Connection","=""2420014""","Grade   7","*"
"Education Connection","=""2420014""","Grade   8","*"
"Education Connection","=""2420014""","Grade   9","*"
"Education Connection","=""2420014""","Grade 10","*"
"Education Connection","=""2420014""","Grade 11","*"
"Education Connection","=""2420014""","Grade 12","*"
"Ellington School District","=""0480011""","Kindergarten",4.3
"Ellington School District","=""0480011""","Grade   1",7.0
"Ellington School District","=""0480011""","Grade   2",3.3
"Ellington School District","=""0480011""","Grade   3",3.2
"Ellington School District","=""0480011""","Grade   4",6.5
"Ellington School District","=""0480011""","Grade   5",3.3
"Ellington School District","=""0480011""","Grade   6",4.2
"Ellington School District","=""0480011""","Grade   7",7.8
"Ellington School District","=""0480011""","Grade   8",5.7
"Ellington School District","=""0480011""","Grade   9",8.4
"Ellington School District","=""0480011""","Grade 10",6.3
"Ellington School District","=""0480011""","Grade 11",6.8
"Ellington School District","=""0480011""","Grade 12",7.4
"Elm City College Preparatory School District","=""2890013""","Kindergarten","*"
"Elm City College Preparatory School District","=""2890013""","Grade   1","*"
"Elm City College Preparatory School District","=""2890013""","Grade   2","*"
"Elm City College Preparatory School District","=""2890013""","Grade   3",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   4",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   5","*"
"Elm City College Preparatory School District","=""2890013""","Grade   6","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   9","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11",0.0
"Elm City College Preparatory School District","=""2890013""","Grade 12","*"
"Enfield School District","=""0490011""","Kindergarten",15.6
"Enfield School District","=""0490011""","Grade   1",6.6
"Enfield School District","=""0490011""","Grade   2",6.6
"Enfield School District","=""0490011""","Grade   3",4.5
"Enfield School District","=""0490011""","Grade   4",5.9
"Enfield School District","=""0490011""","Grade   5",6.3
"Enfield School District","=""0490011""","Grade   6",9.9
"Enfield School District","=""0490011""","Grade   7",15.2
"Enfield School District","=""0490011""","Grade   8",18.0
"Enfield School District","=""0490011""","Grade   9",16.7
"Enfield School District","=""0490011""","Grade 10",12.8
"Enfield School District","=""0490011""","Grade 11",14.6
"Enfield School District","=""0490011""","Grade 12",14.7
"Essex School District","=""0500011""","Kindergarten","*"
"Essex School District","=""0500011""","Grade   1","*"
"Essex School District","=""0500011""","Grade   2",0.0
"Essex School District","=""0500011""","Grade   3",0.0
"Essex School District","=""0500011""","Grade   4","*"
"Essex School District","=""0500011""","Grade   5","*"
"Essex School District","=""0500011""","Grade   6","*"
"Explorations District","=""2720013""","Grade   9","*"
"Explorations District","=""2720013""","Grade 10","*"
"Explorations District","=""2720013""","Grade 11","*"
"Explorations District","=""2720013""","Grade 12",50.0
"Fairfield School District","=""0510011""","Kindergarten",0.9
"Fairfield School District","=""0510011""","Grade   1","*"
"Fairfield School District","=""0510011""","Grade   2",0.9
"Fairfield School District","=""0510011""","Grade   3",0.9
"Fairfield School District","=""0510011""","Grade   4","*"
"Fairfield School District","=""0510011""","Grade   5","*"
"Fairfield School District","=""0510011""","Grade   6",4.5
"Fairfield School District","=""0510011""","Grade   7",5.1
"Fairfield School District","=""0510011""","Grade   8",6.1
"Fairfield School District","=""0510011""","Grade   9",6.5
"Fairfield School District","=""0510011""","Grade 10",4.4
"Fairfield School District","=""0510011""","Grade 11",7.0
"Fairfield School District","=""0510011""","Grade 12",6.9
"Farmington School District","=""0520011""","Kindergarten",8.7
"Farmington School District","=""0520011""","Grade   1",6.9
"Farmington School District","=""0520011""","Grade   2",2.0
"Farmington School District","=""0520011""","Grade   3",4.4
"Farmington School District","=""0520011""","Grade   4",3.4
"Farmington School District","=""0520011""","Grade   5",5.1
"Farmington School District","=""0520011""","Grade   6",6.4
"Farmington School District","=""0520011""","Grade   7",5.7
"Farmington School District","=""0520011""","Grade   8",6.8
"Farmington School District","=""0520011""","Grade   9",6.4
"Farmington School District","=""0520011""","Grade 10",7.6
"Farmington School District","=""0520011""","Grade 11",9.9
"Farmington School District","=""0520011""","Grade 12",16.0
"Franklin School District","=""0530011""","Kindergarten","*"
"Franklin School District","=""0530011""","Grade   1","*"
"Franklin School District","=""0530011""","Grade   2","*"
"Franklin School District","=""0530011""","Grade   3","*"
"Franklin School District","=""0530011""","Grade   4","*"
"Franklin School District","=""0530011""","Grade   5","*"
"Franklin School District","=""0530011""","Grade   6","*"
"Franklin School District","=""0530011""","Grade   7","*"
"Franklin School District","=""0530011""","Grade   8","*"
"Franklin School District","=""0530011""","Grade 11","*"
"Glastonbury School District","=""0540011""","Kindergarten",4.7
"Glastonbury School District","=""0540011""","Grade   1",2.4
"Glastonbury School District","=""0540011""","Grade   2",3.2
"Glastonbury School District","=""0540011""","Grade   3",1.7
"Glastonbury School District","=""0540011""","Grade   4",1.9
"Glastonbury School District","=""0540011""","Grade   5",3.3
"Glastonbury School District","=""0540011""","Grade   6",2.5
"Glastonbury School District","=""0540011""","Grade   7",2.2
"Glastonbury School District","=""0540011""","Grade   8",2.9
"Glastonbury School District","=""0540011""","Grade   9",4.2
"Glastonbury School District","=""0540011""","Grade 10",5.1
"Glastonbury School District","=""0540011""","Grade 11",3.6
"Glastonbury School District","=""0540011""","Grade 12",4.6
"Granby School District","=""0560011""","Kindergarten",5.4
"Granby School District","=""0560011""","Grade   1",6.2
"Granby School District","=""0560011""","Grade   2",6.3
"Granby School District","=""0560011""","Grade   3",4.0
"Granby School District","=""0560011""","Grade   4",3.9
"Granby School District","=""0560011""","Grade   5",3.6
"Granby School District","=""0560011""","Grade   6","*"
"Granby School District","=""0560011""","Grade   7",3.6
"Granby School District","=""0560011""","Grade   8",12.2
"Granby School District","=""0560011""","Grade   9",3.5
"Granby School District","=""0560011""","Grade 10",3.7
"Granby School District","=""0560011""","Grade 11",5.4
"Granby School District","=""0560011""","Grade 12","*"
"Greenwich School District","=""0570011""","Kindergarten",9.3
"Greenwich School District","=""0570011""","Grade   1",6.2
"Greenwich School District","=""0570011""","Grade   2",6.2
"Greenwich School District","=""0570011""","Grade   3",6.9
"Greenwich School District","=""0570011""","Grade   4",4.6
"Greenwich School District","=""0570011""","Grade   5",5.8
"Greenwich School District","=""0570011""","Grade   6",5.6
"Greenwich School District","=""0570011""","Grade   7",8.1
"Greenwich School District","=""0570011""","Grade   8",9.7
"Greenwich School District","=""0570011""","Grade   9",7.1
"Greenwich School District","=""0570011""","Grade 10",7.2
"Greenwich School District","=""0570011""","Grade 11",9.1
"Greenwich School District","=""0570011""","Grade 12",18.7
"Griswold School District","=""0580011""","Kindergarten",10.5
"Griswold School District","=""0580011""","Grade   1",8.1
"Griswold School District","=""0580011""","Grade   2","*"
"Griswold School District","=""0580011""","Grade   3",4.6
"Griswold School District","=""0580011""","Grade   4",8.4
"Griswold School District","=""0580011""","Grade   5",5.8
"Griswold School District","=""0580011""","Grade   6",7.1
"Griswold School District","=""0580011""","Grade   7",6.8
"Griswold School District","=""0580011""","Grade   8",15.9
"Griswold School District","=""0580011""","Grade   9",12.9
"Griswold School District","=""0580011""","Grade 10",17.4
"Griswold School District","=""0580011""","Grade 11",12.8
"Griswold School District","=""0580011""","Grade 12",20.3
"Groton School District","=""0590011""","Kindergarten",14.2
"Groton School District","=""0590011""","Grade   1",6.5
"Groton School District","=""0590011""","Grade   2",8.6
"Groton School District","=""0590011""","Grade   3",5.2
"Groton School District","=""0590011""","Grade   4",7.0
"Groton School District","=""0590011""","Grade   5",5.6
"Groton School District","=""0590011""","Grade   6",7.2
"Groton School District","=""0590011""","Grade   7",12.0
"Groton School District","=""0590011""","Grade   8",11.0
"Groton School District","=""0590011""","Grade   9",11.2
"Groton School District","=""0590011""","Grade 10",19.1
"Groton School District","=""0590011""","Grade 11",21.8
"Groton School District","=""0590011""","Grade 12",38.9
"Guilford School District","=""0600011""","Kindergarten",5.9
"Guilford School District","=""0600011""","Grade   1",2.9
"Guilford School District","=""0600011""","Grade   2",3.1
"Guilford School District","=""0600011""","Grade   3",3.1
"Guilford School District","=""0600011""","Grade   4",2.5
"Guilford School District","=""0600011""","Grade   5",6.9
"Guilford School District","=""0600011""","Grade   6",3.3
"Guilford School District","=""0600011""","Grade   7",8.8
"Guilford School District","=""0600011""","Grade   8",8.4
"Guilford School District","=""0600011""","Grade   9",7.4
"Guilford School District","=""0600011""","Grade 10",9.9
"Guilford School District","=""0600011""","Grade 11",9.4
"Guilford School District","=""0600011""","Grade 12",18.7
"Hamden School District","=""0620011""","Kindergarten",9.6
"Hamden School District","=""0620011""","Grade   1",11.1
"Hamden School District","=""0620011""","Grade   2",6.2
"Hamden School District","=""0620011""","Grade   3",8.7
"Hamden School District","=""0620011""","Grade   4",9.8
"Hamden School District","=""0620011""","Grade   5",9.4
"Hamden School District","=""0620011""","Grade   6",12.4
"Hamden School District","=""0620011""","Grade   7",15.4
"Hamden School District","=""0620011""","Grade   8",16.8
"Hamden School District","=""0620011""","Grade   9",20.5
"Hamden School District","=""0620011""","Grade 10",22.0
"Hamden School District","=""0620011""","Grade 11",20.0
"Hamden School District","=""0620011""","Grade 12",31.3
"Hampton School District","=""0630011""","Kindergarten","*"
"Hampton School District","=""0630011""","Grade   1","*"
"Hampton School District","=""0630011""","Grade   2","*"
"Hampton School District","=""0630011""","Grade   3","*"
"Hampton School District","=""0630011""","Grade   4","*"
"Hampton School District","=""0630011""","Grade   5","*"
"Hampton School District","=""0630011""","Grade   6","*"
"Hartford School District","=""0640011""","Kindergarten",29.8
"Hartford School District","=""0640011""","Grade   1",22.5
"Hartford School District","=""0640011""","Grade   2",19.9
"Hartford School District","=""0640011""","Grade   3",17.2
"Hartford School District","=""0640011""","Grade   4",16.7
"Hartford School District","=""0640011""","Grade   5",17.1
"Hartford School District","=""0640011""","Grade   6",18.2
"Hartford School District","=""0640011""","Grade   7",19.8
"Hartford School District","=""0640011""","Grade   8",19.8
"Hartford School District","=""0640011""","Grade   9",37.9
"Hartford School District","=""0640011""","Grade 10",34.6
"Hartford School District","=""0640011""","Grade 11",39.6
"Hartford School District","=""0640011""","Grade 12",36.2
"Hartland School District","=""0650011""","Kindergarten","*"
"Hartland School District","=""0650011""","Grade   1","*"
"Hartland School District","=""0650011""","Grade   2","*"
"Hartland School District","=""0650011""","Grade   3","*"
"Hartland School District","=""0650011""","Grade   4",0.0
"Hartland School District","=""0650011""","Grade   5","*"
"Hartland School District","=""0650011""","Grade   6",0.0
"Hartland School District","=""0650011""","Grade   7","*"
"Hartland School District","=""0650011""","Grade   8","*"
"Hartland School District","=""0650011""","Grade 10","*"
"Hebron School District","=""0670011""","Kindergarten",6.5
"Hebron School District","=""0670011""","Grade   1","*"
"Hebron School District","=""0670011""","Grade   2","*"
"Hebron School District","=""0670011""","Grade   3","*"
"Hebron School District","=""0670011""","Grade   4","*"
"Hebron School District","=""0670011""","Grade   5","*"
"Hebron School District","=""0670011""","Grade   6",6.5
"Highville Charter School District","=""2860013""","Kindergarten","*"
"Highville Charter School District","=""2860013""","Grade   1","*"
"Highville Charter School District","=""2860013""","Grade   2","*"
"Highville Charter School District","=""2860013""","Grade   3",0.0
"Highville Charter School District","=""2860013""","Grade   4","*"
"Highville Charter School District","=""2860013""","Grade   5","*"
"Highville Charter School District","=""2860013""","Grade   6","*"
"Highville Charter School District","=""2860013""","Grade   7","*"
"Highville Charter School District","=""2860013""","Grade   8","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten",21.9
"Integrated Day Charter School District","=""2640013""","Grade   1","*"
"Integrated Day Charter School District","=""2640013""","Grade   2","*"
"Integrated Day Charter School District","=""2640013""","Grade   3","*"
"Integrated Day Charter School District","=""2640013""","Grade   4","*"
"Integrated Day Charter School District","=""2640013""","Grade   5","*"
"Integrated Day Charter School District","=""2640013""","Grade   6","*"
"Integrated Day Charter School District","=""2640013""","Grade   7",0.0
"Integrated Day Charter School District","=""2640013""","Grade   8","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6",12.3
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8","*"
"Jumoke Academy District","=""2610013""","Kindergarten",0.0
"Jumoke Academy District","=""2610013""","Grade   1","*"
"Jumoke Academy District","=""2610013""","Grade   2","*"
"Jumoke Academy District","=""2610013""","Grade   3","*"
"Jumoke Academy District","=""2610013""","Grade   4","*"
"Jumoke Academy District","=""2610013""","Grade   5","*"
"Jumoke Academy District","=""2610013""","Grade   6",9.0
"Jumoke Academy District","=""2610013""","Grade   7","*"
"Jumoke Academy District","=""2610013""","Grade   8",11.1
"Jumoke Academy District","=""2610013""","Grade   9","*"
"Kent School District","=""0680011""","Kindergarten","*"
"Kent School District","=""0680011""","Grade   1","*"
"Kent School District","=""0680011""","Grade   2","*"
"Kent School District","=""0680011""","Grade   3",0.0
"Kent School District","=""0680011""","Grade   4","*"
"Kent School District","=""0680011""","Grade   5",0.0
"Kent School District","=""0680011""","Grade   6","*"
"Kent School District","=""0680011""","Grade   7",0.0
"Kent School District","=""0680011""","Grade   8","*"
"Killingly School District","=""0690011""","Kindergarten",15.5
"Killingly School District","=""0690011""","Grade   1",12.4
"Killingly School District","=""0690011""","Grade   2",9.2
"Killingly School District","=""0690011""","Grade   3",14.8
"Killingly School District","=""0690011""","Grade   4",13.0
"Killingly School District","=""0690011""","Grade   5",10.7
"Killingly School District","=""0690011""","Grade   6",9.7
"Killingly School District","=""0690011""","Grade   7",14.8
"Killingly School District","=""0690011""","Grade   8",14.6
"Killingly School District","=""0690011""","Grade   9",27.1
"Killingly School District","=""0690011""","Grade 10",19.5
"Killingly School District","=""0690011""","Grade 11",17.1
"Killingly School District","=""0690011""","Grade 12",24.9
"Learn","=""2450014""","Kindergarten",36.5
"Learn","=""2450014""","Grade   1",40.6
"Learn","=""2450014""","Grade   2",43.3
"Learn","=""2450014""","Grade   3",33.3
"Learn","=""2450014""","Grade   4",31.0
"Learn","=""2450014""","Grade   5",29.6
"Learn","=""2450014""","Grade   6","*"
"Learn","=""2450014""","Grade   7","*"
"Learn","=""2450014""","Grade   8",21.2
"Learn","=""2450014""","Grade   9",21.5
"Learn","=""2450014""","Grade 10",25.3
"Learn","=""2450014""","Grade 11",36.7
"Learn","=""2450014""","Grade 12",55.8
"Lebanon School District","=""0710011""","Kindergarten",11.0
"Lebanon School District","=""0710011""","Grade   1",8.0
"Lebanon School District","=""0710011""","Grade   2","*"
"Lebanon School District","=""0710011""","Grade   3","*"
"Lebanon School District","=""0710011""","Grade   4",6.8
"Lebanon School District","=""0710011""","Grade   5","*"
"Lebanon School District","=""0710011""","Grade   6",7.3
"Lebanon School District","=""0710011""","Grade   7","*"
"Lebanon School District","=""0710011""","Grade   8",7.9
"Lebanon School District","=""0710011""","Grade   9",9.3
"Lebanon School District","=""0710011""","Grade 10",23.2
"Lebanon School District","=""0710011""","Grade 11",23.5
"Lebanon School District","=""0710011""","Grade 12",44.4
"Ledyard School District","=""0720011""","Kindergarten",7.0
"Ledyard School District","=""0720011""","Grade   1",15.9
"Ledyard School District","=""0720011""","Grade   2",10.4
"Ledyard School District","=""0720011""","Grade   3",5.2
"Ledyard School District","=""0720011""","Grade   4",10.1
"Ledyard School District","=""0720011""","Grade   5",7.7
"Ledyard School District","=""0720011""","Grade   6",8.8
"Ledyard School District","=""0720011""","Grade   7",5.2
"Ledyard School District","=""0720011""","Grade   8",6.8
"Ledyard School District","=""0720011""","Grade   9",5.2
"Ledyard School District","=""0720011""","Grade 10",5.6
"Ledyard School District","=""0720011""","Grade 11",9.6
"Ledyard School District","=""0720011""","Grade 12",12.1
"Lisbon School District","=""0730011""","Kindergarten","*"
"Lisbon School District","=""0730011""","Grade   1","*"
"Lisbon School District","=""0730011""","Grade   2","*"
"Lisbon School District","=""0730011""","Grade   3","*"
"Lisbon School District","=""0730011""","Grade   4","*"
"Lisbon School District","=""0730011""","Grade   5",0.0
"Lisbon School District","=""0730011""","Grade   6","*"
"Lisbon School District","=""0730011""","Grade   7","*"
"Lisbon School District","=""0730011""","Grade   8",11.9
"Lisbon School District","=""0730011""","Grade 10","*"
"Lisbon School District","=""0730011""","Grade 11","*"
"Lisbon School District","=""0730011""","Grade 12","*"
"Litchfield School District","=""0740011""","Kindergarten",12.5
"Litchfield School District","=""0740011""","Grade   1","*"
"Litchfield School District","=""0740011""","Grade   2","*"
"Litchfield School District","=""0740011""","Grade   3",7.9
"Litchfield School District","=""0740011""","Grade   4","*"
"Litchfield School District","=""0740011""","Grade   5","*"
"Litchfield School District","=""0740011""","Grade   6",7.5
"Litchfield School District","=""0740011""","Grade   7",13.0
"Litchfield School District","=""0740011""","Grade   8",12.2
"Litchfield School District","=""0740011""","Grade   9",7.8
"Litchfield School District","=""0740011""","Grade 10","*"
"Litchfield School District","=""0740011""","Grade 11",8.8
"Litchfield School District","=""0740011""","Grade 12",12.1
"Madison School District","=""0760011""","Kindergarten",6.6
"Madison School District","=""0760011""","Grade   1","*"
"Madison School District","=""0760011""","Grade   2","*"
"Madison School District","=""0760011""","Grade   3",3.0
"Madison School District","=""0760011""","Grade   4",3.8
"Madison School District","=""0760011""","Grade   5",3.3
"Madison School District","=""0760011""","Grade   6",6.1
"Madison School District","=""0760011""","Grade   7",6.4
"Madison School District","=""0760011""","Grade   8",5.0
"Madison School District","=""0760011""","Grade   9","*"
"Madison School District","=""0760011""","Grade 10",2.5
"Madison School District","=""0760011""","Grade 11","*"
"Madison School District","=""0760011""","Grade 12",4.3
"Manchester School District","=""0770011""","Kindergarten",17.0
"Manchester School District","=""0770011""","Grade   1",10.9
"Manchester School District","=""0770011""","Grade   2",7.6
"Manchester School District","=""0770011""","Grade   3",6.4
"Manchester School District","=""0770011""","Grade   4",7.9
"Manchester School District","=""0770011""","Grade   5",3.4
"Manchester School District","=""0770011""","Grade   6",9.0
"Manchester School District","=""0770011""","Grade   7",12.4
"Manchester School District","=""0770011""","Grade   8",14.7
"Manchester School District","=""0770011""","Grade   9",20.8
"Manchester School District","=""0770011""","Grade 10",21.3
"Manchester School District","=""0770011""","Grade 11",22.2
"Manchester School District","=""0770011""","Grade 12",20.7
"Mansfield School District","=""0780011""","Kindergarten",11.1
"Mansfield School District","=""0780011""","Grade   1",6.5
"Mansfield School District","=""0780011""","Grade   2","*"
"Mansfield School District","=""0780011""","Grade   3","*"
"Mansfield School District","=""0780011""","Grade   4",6.9
"Mansfield School District","=""0780011""","Grade   5",5.7
"Mansfield School District","=""0780011""","Grade   6","*"
"Mansfield School District","=""0780011""","Grade   7",9.2
"Mansfield School District","=""0780011""","Grade   8",6.4
"Marlborough School District","=""0790011""","Kindergarten","*"
"Marlborough School District","=""0790011""","Grade   1","*"
"Marlborough School District","=""0790011""","Grade   2","*"
"Marlborough School District","=""0790011""","Grade   3","*"
"Marlborough School District","=""0790011""","Grade   4","*"
"Marlborough School District","=""0790011""","Grade   5","*"
"Marlborough School District","=""0790011""","Grade   6","*"
"Meriden School District","=""0800011""","Kindergarten",16.2
"Meriden School District","=""0800011""","Grade   1",14.5
"Meriden School District","=""0800011""","Grade   2",10.0
"Meriden School District","=""0800011""","Grade   3",11.8
"Meriden School District","=""0800011""","Grade   4",8.1
"Meriden School District","=""0800011""","Grade   5",8.7
"Meriden School District","=""0800011""","Grade   6",13.7
"Meriden School District","=""0800011""","Grade   7",21.3
"Meriden School District","=""0800011""","Grade   8",22.0
"Meriden School District","=""0800011""","Grade   9",25.9
"Meriden School District","=""0800011""","Grade 10",17.5
"Meriden School District","=""0800011""","Grade 11",14.1
"Meriden School District","=""0800011""","Grade 12",30.3
"Middletown School District","=""0830011""","Kindergarten",11.1
"Middletown School District","=""0830011""","Grade   1",5.7
"Middletown School District","=""0830011""","Grade   2",6.9
"Middletown School District","=""0830011""","Grade   3",4.8
"Middletown School District","=""0830011""","Grade   4",5.8
"Middletown School District","=""0830011""","Grade   5",6.7
"Middletown School District","=""0830011""","Grade   6",12.9
"Middletown School District","=""0830011""","Grade   7",10.0
"Middletown School District","=""0830011""","Grade   8",11.9
"Middletown School District","=""0830011""","Grade   9",26.4
"Middletown School District","=""0830011""","Grade 10",11.5
"Middletown School District","=""0830011""","Grade 11",15.6
"Middletown School District","=""0830011""","Grade 12",21.0
"Milford School District","=""0840011""","Kindergarten",12.4
"Milford School District","=""0840011""","Grade   1",8.1
"Milford School District","=""0840011""","Grade   2",6.9
"Milford School District","=""0840011""","Grade   3",5.1
"Milford School District","=""0840011""","Grade   4",5.3
"Milford School District","=""0840011""","Grade   5",4.3
"Milford School District","=""0840011""","Grade   6",8.0
"Milford School District","=""0840011""","Grade   7",12.4
"Milford School District","=""0840011""","Grade   8",12.6
"Milford School District","=""0840011""","Grade   9",16.1
"Milford School District","=""0840011""","Grade 10",23.3
"Milford School District","=""0840011""","Grade 11",19.8
"Milford School District","=""0840011""","Grade 12",29.8
"Monroe School District","=""0850011""","Kindergarten","*"
"Monroe School District","=""0850011""","Grade   1","*"
"Monroe School District","=""0850011""","Grade   2","*"
"Monroe School District","=""0850011""","Grade   3","*"
"Monroe School District","=""0850011""","Grade   4",2.4
"Monroe School District","=""0850011""","Grade   5",4.6
"Monroe School District","=""0850011""","Grade   6",4.3
"Monroe School District","=""0850011""","Grade   7",6.0
"Monroe School District","=""0850011""","Grade   8",8.3
"Monroe School District","=""0850011""","Grade   9",7.5
"Monroe School District","=""0850011""","Grade 10",5.0
"Monroe School District","=""0850011""","Grade 11",9.7
"Monroe School District","=""0850011""","Grade 12",17.4
"Montville School District","=""0860011""","Kindergarten",6.7
"Montville School District","=""0860011""","Grade   1",6.2
"Montville School District","=""0860011""","Grade   2",3.4
"Montville School District","=""0860011""","Grade   3",3.8
"Montville School District","=""0860011""","Grade   4","*"
"Montville School District","=""0860011""","Grade   5",4.8
"Montville School District","=""0860011""","Grade   6",5.8
"Montville School District","=""0860011""","Grade   7",5.8
"Montville School District","=""0860011""","Grade   8",8.2
"Montville School District","=""0860011""","Grade   9",12.1
"Montville School District","=""0860011""","Grade 10",11.5
"Montville School District","=""0860011""","Grade 11",8.2
"Montville School District","=""0860011""","Grade 12",10.8
"Naugatuck School District","=""0880011""","Kindergarten",8.0
"Naugatuck School District","=""0880011""","Grade   1",5.7
"Naugatuck School District","=""0880011""","Grade   2",7.4
"Naugatuck School District","=""0880011""","Grade   3",8.4
"Naugatuck School District","=""0880011""","Grade   4",6.9
"Naugatuck School District","=""0880011""","Grade   5",8.7
"Naugatuck School District","=""0880011""","Grade   6",13.6
"Naugatuck School District","=""0880011""","Grade   7",15.2
"Naugatuck School District","=""0880011""","Grade   8",16.3
"Naugatuck School District","=""0880011""","Grade   9",17.6
"Naugatuck School District","=""0880011""","Grade 10",21.7
"Naugatuck School District","=""0880011""","Grade 11",20.1
"Naugatuck School District","=""0880011""","Grade 12",32.1
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten",9.8
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1",14.9
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8","*"
"New Britain School District","=""0890011""","Kindergarten",19.5
"New Britain School District","=""0890011""","Grade   1",16.0
"New Britain School District","=""0890011""","Grade   2",14.9
"New Britain School District","=""0890011""","Grade   3",12.1
"New Britain School District","=""0890011""","Grade   4",12.6
"New Britain School District","=""0890011""","Grade   5",12.8
"New Britain School District","=""0890011""","Grade   6",31.0
"New Britain School District","=""0890011""","Grade   7",32.4
"New Britain School District","=""0890011""","Grade   8",18.1
"New Britain School District","=""0890011""","Grade   9",34.0
"New Britain School District","=""0890011""","Grade 10",43.4
"New Britain School District","=""0890011""","Grade 11",48.4
"New Britain School District","=""0890011""","Grade 12",45.3
"New Canaan School District","=""0900011""","Kindergarten",8.0
"New Canaan School District","=""0900011""","Grade   1",3.8
"New Canaan School District","=""0900011""","Grade   2",6.6
"New Canaan School District","=""0900011""","Grade   3",2.6
"New Canaan School District","=""0900011""","Grade   4",4.3
"New Canaan School District","=""0900011""","Grade   5","*"
"New Canaan School District","=""0900011""","Grade   6",5.8
"New Canaan School District","=""0900011""","Grade   7",6.3
"New Canaan School District","=""0900011""","Grade   8",5.7
"New Canaan School District","=""0900011""","Grade   9",3.1
"New Canaan School District","=""0900011""","Grade 10",2.2
"New Canaan School District","=""0900011""","Grade 11",4.0
"New Canaan School District","=""0900011""","Grade 12",2.0
"New Fairfield School District","=""0910011""","Kindergarten","*"
"New Fairfield School District","=""0910011""","Grade   1",4.9
"New Fairfield School District","=""0910011""","Grade   2",5.1
"New Fairfield School District","=""0910011""","Grade   3",4.5
"New Fairfield School District","=""0910011""","Grade   4",3.0
"New Fairfield School District","=""0910011""","Grade   5","*"
"New Fairfield School District","=""0910011""","Grade   6",6.0
