"Chronic Absenteeism, 2011-12"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",10.9
"Seymour School District","=""1240011""","Not Eligible For Lunch",5.5
"Sharon School District","=""1250011""","Eligible For Free Lunch","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch",5.0
"Shelton School District","=""1260011""","Eligible For Free Lunch",18.0
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",8.3
"Shelton School District","=""1260011""","Not Eligible For Lunch",5.4
"Sherman School District","=""1270011""","Eligible For Free Lunch","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",4.9
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch",9.6
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",6.4
"Simsbury School District","=""1280011""","Eligible For Free Lunch",11.8
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch",8.2
"Simsbury School District","=""1280011""","Not Eligible For Lunch",4.2
"Somers School District","=""1290011""","Eligible For Free Lunch",23.9
"Somers School District","=""1290011""","Eligible For Reduced Lunch",40.9
"Somers School District","=""1290011""","Not Eligible For Lunch",13.4
"South Windsor School District","=""1320011""","Eligible For Free Lunch",30.6
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",10.6
"South Windsor School District","=""1320011""","Not Eligible For Lunch",13.1
"Southington School District","=""1310011""","Eligible For Free Lunch",22.9
"Southington School District","=""1310011""","Eligible For Reduced Lunch",12.0
"Southington School District","=""1310011""","Not Eligible For Lunch",4.9
"Sprague School District","=""1330011""","Eligible For Free Lunch",12.0
"Sprague School District","=""1330011""","Eligible For Reduced Lunch","*"
"Sprague School District","=""1330011""","Not Eligible For Lunch",6.3
"Stafford School District","=""1340011""","Eligible For Free Lunch",17.4
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",11.4
"Stafford School District","=""1340011""","Not Eligible For Lunch",4.4
"Stamford Academy District","=""2820013""","Eligible For Free Lunch","*"
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*"
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",12.6
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",7.0
"Stamford School District","=""1350011""","Not Eligible For Lunch",7.8
"State Level","=""0000000""","Eligible For Free Lunch",20.0
"State Level","=""0000000""","Eligible For Reduced Lunch",10.7
"State Level","=""0000000""","Not Eligible For Lunch",6.8
"Sterling School District","=""1360011""","Eligible For Free Lunch",16.9
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*"
"Sterling School District","=""1360011""","Not Eligible For Lunch",4.2
"Stonington School District","=""1370011""","Eligible For Free Lunch",26.7
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",21.1
"Stonington School District","=""1370011""","Not Eligible For Lunch",14.7
"Stratford School District","=""1380011""","Eligible For Free Lunch",15.5
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",7.8
"Stratford School District","=""1380011""","Not Eligible For Lunch",6.6
"Suffield School District","=""1390011""","Eligible For Free Lunch",19.2
"Suffield School District","=""1390011""","Eligible For Reduced Lunch",19.8
"Suffield School District","=""1390011""","Not Eligible For Lunch",6.3
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",6.5
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch",0.0
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch","*"
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",23.3
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch","*"
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",8.2
"Thomaston School District","=""1400011""","Eligible For Free Lunch",12.9
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch",11.0
"Thomaston School District","=""1400011""","Not Eligible For Lunch",4.8
"Thompson School District","=""1410011""","Eligible For Free Lunch",10.2
"Thompson School District","=""1410011""","Eligible For Reduced Lunch",7.4
"Thompson School District","=""1410011""","Not Eligible For Lunch",12.9
"Tolland School District","=""1420011""","Eligible For Free Lunch",18.4
"Tolland School District","=""1420011""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Not Eligible For Lunch",5.3
"Torrington School District","=""1430011""","Eligible For Free Lunch",21.5
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",11.6
"Torrington School District","=""1430011""","Not Eligible For Lunch",9.4
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch",6.5
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",16.0
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",6.8
"Trumbull School District","=""1440011""","Not Eligible For Lunch",5.6
"Unified School District #1","=""3360015""","Eligible For Free Lunch",46.8
"Unified School District #2","=""3470015""","Eligible For Free Lunch",19.3
"Union School District","=""1450011""","Eligible For Reduced Lunch","*"
"Union School District","=""1450011""","Not Eligible For Lunch",0.0
"Vernon School District","=""1460011""","Eligible For Free Lunch",18.3
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",13.0
"Vernon School District","=""1460011""","Not Eligible For Lunch",5.0
"Voluntown School District","=""1470011""","Eligible For Free Lunch",10.0
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*"
"Voluntown School District","=""1470011""","Not Eligible For Lunch",7.3
"Wallingford School District","=""1480011""","Eligible For Free Lunch",23.0
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",15.1
"Wallingford School District","=""1480011""","Not Eligible For Lunch",9.7
"Waterbury School District","=""1510011""","Eligible For Free Lunch",21.2
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",9.6
"Waterbury School District","=""1510011""","Not Eligible For Lunch",9.7
"Waterford School District","=""1520011""","Eligible For Free Lunch",15.6
"Waterford School District","=""1520011""","Eligible For Reduced Lunch",15.2
"Waterford School District","=""1520011""","Not Eligible For Lunch",5.7
"Watertown School District","=""1530011""","Eligible For Free Lunch",20.6
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",15.6
"Watertown School District","=""1530011""","Not Eligible For Lunch",9.3
"West Hartford School District","=""1550011""","Eligible For Free Lunch",13.2
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",6.1
"West Hartford School District","=""1550011""","Not Eligible For Lunch",4.0
"West Haven School District","=""1560011""","Eligible For Free Lunch",17.9
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",12.2
"West Haven School District","=""1560011""","Not Eligible For Lunch",10.4
"Westbrook School District","=""1540011""","Eligible For Free Lunch",12.4
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Not Eligible For Lunch",4.3
"Weston School District","=""1570011""","Eligible For Free Lunch","*"
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",11.1
"Westport School District","=""1580011""","Eligible For Free Lunch",9.5
"Westport School District","=""1580011""","Eligible For Reduced Lunch","*"
"Westport School District","=""1580011""","Not Eligible For Lunch",1.8
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",15.5
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",6.5
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",3.0
"Willington School District","=""1600011""","Eligible For Free Lunch",10.1
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*"
"Willington School District","=""1600011""","Not Eligible For Lunch",3.9
"Wilton School District","=""1610011""","Eligible For Free Lunch",20.4
"Wilton School District","=""1610011""","Eligible For Reduced Lunch",23.1
"Wilton School District","=""1610011""","Not Eligible For Lunch",15.4
"Winchester School District","=""1620011""","Eligible For Free Lunch",14.3
"Winchester School District","=""1620011""","Eligible For Reduced Lunch",17.7
"Winchester School District","=""1620011""","Not Eligible For Lunch",6.8
"Windham School District","=""1630011""","Eligible For Free Lunch",21.3
"Windham School District","=""1630011""","Eligible For Reduced Lunch",11.0
"Windham School District","=""1630011""","Not Eligible For Lunch",11.7
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",22.1
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",9.4
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.1
"Windsor School District","=""1640011""","Eligible For Free Lunch",13.2
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",7.0
"Windsor School District","=""1640011""","Not Eligible For Lunch",6.2
"Wolcott School District","=""1660011""","Eligible For Free Lunch",9.4
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",5.5
"Wolcott School District","=""1660011""","Not Eligible For Lunch",2.2
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*"
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",3.8
"Woodstock Academy District","=""9030022""","Eligible For Free Lunch","*"
"Woodstock Academy District","=""9030022""","Eligible For Reduced Lunch",28.6
"Woodstock Academy District","=""9030022""","Not Eligible For Lunch",5.3
"Woodstock School District","=""1690011""","Eligible For Free Lunch",7.9
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch",0.0
"Woodstock School District","=""1690011""","Not Eligible For Lunch",4.7

