"Chronic Absenteeism, Trend"
", Grade"

"",,,"% Chronically Absent",,,,
"Colchester School District","=""0280011""","Grade 10","*",6.9,8.4,3.8,6.3
"Colchester School District","=""0280011""","Grade 11","*",9.6,5.2,2.8,8.9
"Colchester School District","=""0280011""","Grade 12",4.2,17.3,8.8,2.5,14.7
"Colebrook School District","=""0290011""","Kindergarten","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   1","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   2","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   3","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   4","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   5","*","*","*","*","*"
"Colebrook School District","=""0290011""","Grade   6","*",0.0,"*","*","*"
"Columbia School District","=""0300011""","Kindergarten",12.5,"*",0.0,"*",0.0
"Columbia School District","=""0300011""","Grade   1","*","*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   2",14.6,"*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   3","*","*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   4","*","*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   5","*","*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   6","*","*",0.0,0.0,"*"
"Columbia School District","=""0300011""","Grade   7",9.8,"*","*","*","*"
"Columbia School District","=""0300011""","Grade   8","*","*",0.0,"*","*"
"Columbia School District","=""0300011""","Grade   9","*","*","N/A","N/A","*"
"Columbia School District","=""0300011""","Grade 10","N/A","*","*","*","*"
"Columbia School District","=""0300011""","Grade 11","*","*","*","*","*"
"Columbia School District","=""0300011""","Grade 12","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Grade   9","*",10.7,19.0,19.2,"*"
"Common Ground High School District","=""2680013""","Grade 10","*",16.3,21.1,13.2,14.0
"Common Ground High School District","=""2680013""","Grade 11","*","*","*","*","*"
"Common Ground High School District","=""2680013""","Grade 12",18.8,25.0,"*",18.4,20.0
"Connecticut Technical High School System","=""9000016""","Grade   9",5.9,7.7,9.5,8.7,9.4
"Connecticut Technical High School System","=""9000016""","Grade 10",9.6,10.8,12.3,13.8,10.6
"Connecticut Technical High School System","=""9000016""","Grade 11",11.5,14.2,13.5,14.8,13.1
"Connecticut Technical High School System","=""9000016""","Grade 12",14.4,16.5,17.3,18.2,18.3
"Cooperative Educational Services","=""2430014""","Kindergarten",22.0,15.5,18.2,"*",10.2
"Cooperative Educational Services","=""2430014""","Grade   1",20.4,"*","*",13.0,"*"
"Cooperative Educational Services","=""2430014""","Grade   2",10.5,"*","*",13.6,"*"
"Cooperative Educational Services","=""2430014""","Grade   3","*",16.4,"*",11.0,8.5
"Cooperative Educational Services","=""2430014""","Grade   4","*",15.8,13.4,10.3,8.0
"Cooperative Educational Services","=""2430014""","Grade   5",7.9,12.1,14.5,17.3,"*"
"Cooperative Educational Services","=""2430014""","Grade   6",12.7,13.3,21.0,20.0,16.7
"Cooperative Educational Services","=""2430014""","Grade   7",16.1,9.7,11.4,10.2,23.6
"Cooperative Educational Services","=""2430014""","Grade   8",18.2,31.6,18.6,16.7,14.5
"Cooperative Educational Services","=""2430014""","Grade   9",29.0,32.1,30.4,38.7,38.2
"Cooperative Educational Services","=""2430014""","Grade 10",37.5,47.1,31.3,34.6,37.9
"Cooperative Educational Services","=""2430014""","Grade 11",41.4,57.1,37.1,41.7,34.8
"Cooperative Educational Services","=""2430014""","Grade 12",23.7,25.8,20.3,34.8,28.6
"Cornwall School District","=""0310011""","Kindergarten","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   1","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   2","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   3","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   4","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   5","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   6","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   7","*","*","*","*","*"
"Cornwall School District","=""0310011""","Grade   8","*","*","*","*","*"
"Coventry School District","=""0320011""","Kindergarten",8.7,8.9,"*",9.2,"*"
"Coventry School District","=""0320011""","Grade   1","*",5.6,4.8,"*","*"
"Coventry School District","=""0320011""","Grade   2",4.5,"*","*","*","*"
"Coventry School District","=""0320011""","Grade   3","*","*","*","*","*"
"Coventry School District","=""0320011""","Grade   4","*","*","*",4.9,"*"
"Coventry School District","=""0320011""","Grade   5","*","*","*",5.6,"*"
"Coventry School District","=""0320011""","Grade   6","*",0.0,4.3,4.5,"*"
"Coventry School District","=""0320011""","Grade   7",4.3,5.3,5.2,5.1,5.9
"Coventry School District","=""0320011""","Grade   8",6.1,"*",8.8,9.2,10.1
"Coventry School District","=""0320011""","Grade   9",8.7,7.4,4.5,6.8,"*"
"Coventry School District","=""0320011""","Grade 10",8.6,14.7,6.2,12.2,"*"
"Coventry School District","=""0320011""","Grade 11",10.9,12.4,6.7,9.0,14.4
"Coventry School District","=""0320011""","Grade 12",12.4,22.4,12.6,15.8,10.7
"Cromwell School District","=""0330011""","Kindergarten",6.8,0.0,4.9,6.8,"*"
"Cromwell School District","=""0330011""","Grade   1",4.7,0.0,"*","*","*"
"Cromwell School District","=""0330011""","Grade   2",4.8,0.0,"*","*","*"
"Cromwell School District","=""0330011""","Grade   3",4.0,0.0,0.0,3.9,"*"
"Cromwell School District","=""0330011""","Grade   4","*",0.0,"*","*",0.0
"Cromwell School District","=""0330011""","Grade   5",7.7,0.0,"*",4.4,0.0
"Cromwell School District","=""0330011""","Grade   6","*",3.6,5.6,"*","*"
"Cromwell School District","=""0330011""","Grade   7",9.5,8.2,4.2,4.8,"*"
"Cromwell School District","=""0330011""","Grade   8",6.7,7.7,"*","*","*"
"Cromwell School District","=""0330011""","Grade   9","*",4.9,14.6,"*","*"
"Cromwell School District","=""0330011""","Grade 10",10.5,7.8,7.7,"*",4.0
"Cromwell School District","=""0330011""","Grade 11",5.0,15.9,8.9,"*","*"
"Cromwell School District","=""0330011""","Grade 12",11.4,13.7,14.4,5.3,"*"
"Danbury School District","=""0340011""","Kindergarten",10.5,13.5,9.3,10.2,10.3
"Danbury School District","=""0340011""","Grade   1",5.9,5.1,6.4,5.1,5.9
"Danbury School District","=""0340011""","Grade   2",5.1,4.9,4.0,4.9,3.4
"Danbury School District","=""0340011""","Grade   3",3.6,4.6,3.8,3.5,4.0
"Danbury School District","=""0340011""","Grade   4",3.7,4.3,5.4,3.8,4.5
"Danbury School District","=""0340011""","Grade   5",4.0,6.2,5.1,4.8,5.3
"Danbury School District","=""0340011""","Grade   6",7.9,7.8,5.4,2.9,3.0
"Danbury School District","=""0340011""","Grade   7",10.1,10.3,7.7,3.9,3.7
"Danbury School District","=""0340011""","Grade   8",14.1,11.8,8.7,4.3,5.3
"Danbury School District","=""0340011""","Grade   9",24.1,21.8,6.1,11.1,13.2
"Danbury School District","=""0340011""","Grade 10",22.3,16.0,6.6,14.7,12.0
"Danbury School District","=""0340011""","Grade 11",23.3,17.6,3.6,11.2,13.2
"Danbury School District","=""0340011""","Grade 12",35.5,24.3,6.5,15.2,15.2
"Darien School District","=""0350011""","Kindergarten",4.1,4.7,2.2,3.2,1.9
"Darien School District","=""0350011""","Grade   1",2.2,2.6,2.4,2.0,2.4
"Darien School District","=""0350011""","Grade   2",2.8,2.9,"*",2.3,"*"
"Darien School District","=""0350011""","Grade   3",2.5,1.8,"*",2.8,2.4
"Darien School District","=""0350011""","Grade   4","*",1.9,2.6,1.9,2.1
"Darien School District","=""0350011""","Grade   5",2.2,3.6,3.5,3.2,1.7
"Darien School District","=""0350011""","Grade   6",4.1,4.5,1.6,5.2,2.2
"Darien School District","=""0350011""","Grade   7",3.7,6.1,6.9,3.4,3.4
"Darien School District","=""0350011""","Grade   8",6.1,4.0,7.2,6.8,3.5
"Darien School District","=""0350011""","Grade   9",2.3,3.4,3.7,3.8,3.2
"Darien School District","=""0350011""","Grade 10",2.0,4.8,3.5,5.3,3.7
"Darien School District","=""0350011""","Grade 11",5.6,1.8,4.8,7.5,3.9
"Darien School District","=""0350011""","Grade 12",16.2,4.7,6.7,9.4,7.6
"Deep River School District","=""0360011""","Kindergarten","*","*","*","*","*"
"Deep River School District","=""0360011""","Grade   1","*",0.0,0.0,0.0,0.0
"Deep River School District","=""0360011""","Grade   2","*","*","*","*","*"
"Deep River School District","=""0360011""","Grade   3","*",0.0,"*","*","*"
"Deep River School District","=""0360011""","Grade   4","*","*","*",0.0,0.0
"Deep River School District","=""0360011""","Grade   5","*","*",0.0,0.0,"*"
"Deep River School District","=""0360011""","Grade   6","*","*","*",0.0,0.0
"Department of Mental Health and Addiction Services","=""3370015""","Grade 10","N/A","*","*","N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""","Grade 11","*","*","*","*","N/A"
"Department of Mental Health and Addiction Services","=""3370015""","Grade 12","*","*","*","*","*"
"Derby School District","=""0370011""","Kindergarten",13.1,11.5,25.2,7.6,7.3
"Derby School District","=""0370011""","Grade   1",10.5,9.8,6.2,17.9,"*"
"Derby School District","=""0370011""","Grade   2",7.1,15.7,9.0,11.2,9.6
"Derby School District","=""0370011""","Grade   3",9.6,8.1,10.6,11.9,12.9
"Derby School District","=""0370011""","Grade   4",7.8,9.7,7.6,11.4,5.4
"Derby School District","=""0370011""","Grade   5",11.8,12.1,11.2,12.7,7.1
"Derby School District","=""0370011""","Grade   6",11.8,11.3,14.1,17.9,8.9
"Derby School District","=""0370011""","Grade   7",14.8,15.6,13.4,12.0,9.0
"Derby School District","=""0370011""","Grade   8",14.2,14.5,26.0,20.8,24.0
"Derby School District","=""0370011""","Grade   9",19.2,21.9,21.0,27.7,30.6
"Derby School District","=""0370011""","Grade 10",14.9,20.5,24.2,26.3,17.3
"Derby School District","=""0370011""","Grade 11",17.4,20.2,21.8,21.7,16.5
"Derby School District","=""0370011""","Grade 12",25.0,22.1,25.7,23.7,23.8
"East Granby School District","=""0400011""","Kindergarten","*",13.8,"*","*","*"
"East Granby School District","=""0400011""","Grade   1","*","*",8.3,8.0,9.2
"East Granby School District","=""0400011""","Grade   2","*","*","*","*","*"
"East Granby School District","=""0400011""","Grade   3","*","*","*","*",8.1
"East Granby School District","=""0400011""","Grade   4",0.0,"*",17.9,"*","*"
"East Granby School District","=""0400011""","Grade   5","*","*",0.0,"*","*"
"East Granby School District","=""0400011""","Grade   6","*","*",0.0,"*","*"
"East Granby School District","=""0400011""","Grade   7",0.0,"*","*","*",0.0
"East Granby School District","=""0400011""","Grade   8","*","*",8.3,9.1,"*"
"East Granby School District","=""0400011""","Grade   9","*","*","*","*","*"
"East Granby School District","=""0400011""","Grade 10","*","*","*",9.7,"*"
"East Granby School District","=""0400011""","Grade 11",11.6,15.6,"*","*",14.3
"East Granby School District","=""0400011""","Grade 12",17.7,20.0,"*",20.9,8.2
"East Haddam School District","=""0410011""","Kindergarten","*",7.7,"*","*","*"
"East Haddam School District","=""0410011""","Grade   1",12.7,"*","*",7.5,"*"
"East Haddam School District","=""0410011""","Grade   2","*","*",0.0,"*","*"
"East Haddam School District","=""0410011""","Grade   3",5.6,"*","*",0.0,"*"
"East Haddam School District","=""0410011""","Grade   4","*",8.4,0.0,8.2,8.0
"East Haddam School District","=""0410011""","Grade   5",7.6,"*","*",0.0,"*"
"East Haddam School District","=""0410011""","Grade   6",7.0,"*","*","*","*"
"East Haddam School District","=""0410011""","Grade   7","*",8.1,"*","*","*"
"East Haddam School District","=""0410011""","Grade   8",9.6,6.5,7.8,6.5,7.7
"East Haddam School District","=""0410011""","Grade   9",11.2,6.9,"*",7.1,8.0
"East Haddam School District","=""0410011""","Grade 10",14.7,12.1,7.1,8.5,"*"
"East Haddam School District","=""0410011""","Grade 11",9.7,10.1,14.2,"*",12.9
"East Haddam School District","=""0410011""","Grade 12",9.4,13.9,18.4,23.9,10.7
"East Hampton School District","=""0420011""","Kindergarten",6.3,"*",6.4,10.3,"*"
"East Hampton School District","=""0420011""","Grade   1",5.7,5.6,7.1,5.6,8.1
"East Hampton School District","=""0420011""","Grade   2","*",6.5,6.9,7.1,"*"
"East Hampton School District","=""0420011""","Grade   3",6.3,4.8,5.1,9.3,"*"
"East Hampton School District","=""0420011""","Grade   4","*",5.6,5.8,"*",5.1
"East Hampton School District","=""0420011""","Grade   5",3.8,5.5,8.5,7.3,"*"
"East Hampton School District","=""0420011""","Grade   6",8.5,6.5,"*",9.0,"*"
"East Hampton School District","=""0420011""","Grade   7",4.7,9.4,5.1,4.3,11.1
"East Hampton School District","=""0420011""","Grade   8",5.8,6.7,12.3,5.8,8.1
"East Hampton School District","=""0420011""","Grade   9",5.4,6.8,4.6,"*",6.2
"East Hampton School District","=""0420011""","Grade 10",6.5,"*",10.0,6.1,12.7
"East Hampton School District","=""0420011""","Grade 11","*",6.5,7.1,10.4,9.7
"East Hampton School District","=""0420011""","Grade 12",13.3,5.3,9.4,16.4,22.4
"East Hartford School District","=""0430011""","Kindergarten",9.4,21.3,20.2,19.4,12.9
"East Hartford School District","=""0430011""","Grade   1",6.9,14.9,14.4,17.7,9.4
"East Hartford School District","=""0430011""","Grade   2",6.5,14.5,14.9,11.3,9.6
"East Hartford School District","=""0430011""","Grade   3",4.3,10.1,11.9,12.1,7.1
"East Hartford School District","=""0430011""","Grade   4",5.1,8.9,8.4,13.1,10.4
"East Hartford School District","=""0430011""","Grade   5",5.7,11.8,9.5,10.4,8.5
"East Hartford School District","=""0430011""","Grade   6",6.9,14.5,12.9,11.1,8.4
"East Hartford School District","=""0430011""","Grade   7",3.8,32.3,15.2,12.6,11.4
"East Hartford School District","=""0430011""","Grade   8",9.5,37.0,17.5,15.3,12.4
"East Hartford School District","=""0430011""","Grade   9",22.0,24.2,10.7,26.1,16.5
"East Hartford School District","=""0430011""","Grade 10",18.3,20.2,12.1,21.5,22.1
"East Hartford School District","=""0430011""","Grade 11",13.5,22.0,10.6,15.8,16.2
"East Hartford School District","=""0430011""","Grade 12",14.4,17.8,9.6,20.9,22.2
"East Haven School District","=""0440011""","Kindergarten",11.2,8.3,13.8,12.5,12.3
"East Haven School District","=""0440011""","Grade   1",9.0,10.1,8.3,5.7,6.7
"East Haven School District","=""0440011""","Grade   2",16.9,4.5,4.0,4.1,7.6
"East Haven School District","=""0440011""","Grade   3",7.2,6.9,10.7,7.9,6.5
"East Haven School District","=""0440011""","Grade   4",9.0,8.3,8.5,8.2,10.7
"East Haven School District","=""0440011""","Grade   5",3.8,10.5,10.0,8.2,7.8
"East Haven School District","=""0440011""","Grade   6",10.9,10.8,"*",2.4,"*"
"East Haven School District","=""0440011""","Grade   7",17.9,18.9,5.8,"*","*"
"East Haven School District","=""0440011""","Grade   8",19.5,19.4,2.8,7.6,"*"
"East Haven School District","=""0440011""","Grade   9",28.1,27.6,24.7,19.9,19.0
"East Haven School District","=""0440011""","Grade 10",25.2,25.0,22.6,23.0,16.3
"East Haven School District","=""0440011""","Grade 11",34.6,25.8,19.2,21.5,19.1
"East Haven School District","=""0440011""","Grade 12",36.4,31.0,26.4,23.0,26.2
"East Lyme School District","=""0450011""","Kindergarten",6.6,"*",6.0,5.1,"*"
"East Lyme School District","=""0450011""","Grade   1",5.1,4.3,"*",5.2,"*"
"East Lyme School District","=""0450011""","Grade   2","*",5.5,"*",5.7,5.9
"East Lyme School District","=""0450011""","Grade   3",4.5,4.2,4.8,"*",3.7
"East Lyme School District","=""0450011""","Grade   4","*",4.4,"*",4.7,"*"
"East Lyme School District","=""0450011""","Grade   5",4.3,"*",4.2,4.4,2.9
"East Lyme School District","=""0450011""","Grade   6",5.5,4.6,5.3,7.4,3.9
"East Lyme School District","=""0450011""","Grade   7",3.8,9.9,8.2,6.6,5.0
"East Lyme School District","=""0450011""","Grade   8",6.5,7.7,11.1,9.1,6.4
"East Lyme School District","=""0450011""","Grade   9",5.1,3.9,6.0,4.7,5.1
"East Lyme School District","=""0450011""","Grade 10",8.6,3.6,4.4,4.8,3.4
"East Lyme School District","=""0450011""","Grade 11",7.3,5.6,4.0,6.0,6.2
"East Lyme School District","=""0450011""","Grade 12",12.0,5.0,4.3,6.8,7.0
"East Windsor School District","=""0470011""","Kindergarten",15.4,16.3,15.1,"*",8.9
"East Windsor School District","=""0470011""","Grade   1",14.8,6.4,16.0,11.3,8.2
"East Windsor School District","=""0470011""","Grade   2",9.3,"*",11.8,9.8,11.8
"East Windsor School District","=""0470011""","Grade   3",8.8,9.0,8.1,11.3,6.9
"East Windsor School District","=""0470011""","Grade   4",7.5,6.9,9.6,"*","*"
"East Windsor School District","=""0470011""","Grade   5",9.1,11.7,8.0,10.3,9.6
"East Windsor School District","=""0470011""","Grade   6",6.6,13.3,8.6,8.6,12.7
"East Windsor School District","=""0470011""","Grade   7",6.3,13.5,12.5,7.6,20.0
"East Windsor School District","=""0470011""","Grade   8",16.3,10.0,9.4,12.8,10.7
"East Windsor School District","=""0470011""","Grade   9",11.4,9.3,13.4,10.0,12.6
"East Windsor School District","=""0470011""","Grade 10",18.0,13.5,7.9,17.1,12.8
"East Windsor School District","=""0470011""","Grade 11",14.9,"*",9.6,"*",17.9
"East Windsor School District","=""0470011""","Grade 12",15.1,14.4,10.6,22.7,25.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Kindergarten","N/A","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   1","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9",20.5,16.7,"*",25.6,17.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",16.9,87.1,16.0,34.5,40.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",17.5,84.6,22.5,29.2,38.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",20.5,84.7,19.0,44.4,45.2
"Eastford School District","=""0390011""","Kindergarten","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   1","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   2","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   3","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   4","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   5","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   6","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   7","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade   8","*","*","*","*","*"
"Eastford School District","=""0390011""","Grade 11","*","N/A","N/A","N/A","N/A"
"Easton School District","=""0460011""","Kindergarten","*","*","*","*","*"
"Easton School District","=""0460011""","Grade   1","*","*","*","*","*"
"Easton School District","=""0460011""","Grade   2",6.6,"*","*",0.0,"*"
"Easton School District","=""0460011""","Grade   3","*",6.2,"*",0.0,0.0
"Easton School District","=""0460011""","Grade   4","*","*","*","*","*"
"Easton School District","=""0460011""","Grade   5",5.6,"*","*","*","*"
"Easton School District","=""0460011""","Grade   6","*","*","*","*","*"
"Easton School District","=""0460011""","Grade   7","*","*","*","*","*"
"Easton School District","=""0460011""","Grade   8","*","*","*","*","*"
"Education Connection","=""2420014""","Grade   1","*","N/A","N/A","N/A","N/A"
"Education Connection","=""2420014""","Grade   2","N/A","*","N/A","N/A","*"
"Education Connection","=""2420014""","Grade   3","N/A","N/A","*","*","*"
"Education Connection","=""2420014""","Grade   4","*","*","N/A","*","*"
"Education Connection","=""2420014""","Grade   5","*","*","*","*","*"
"Education Connection","=""2420014""","Grade   6","*","*","*","*","*"
"Education Connection","=""2420014""","Grade   7","*","*","*","*","*"
"Education Connection","=""2420014""","Grade   8","*","*","*","*","*"
"Education Connection","=""2420014""","Grade   9","*","*","*","*","*"
"Education Connection","=""2420014""","Grade 10","*","*","*","*","*"
"Education Connection","=""2420014""","Grade 11","*","*","*","*","*"
"Education Connection","=""2420014""","Grade 12","*","*","*","*","*"
"Ellington School District","=""0480011""","Kindergarten",6.1,4.3,3.6,"*","*"
"Ellington School District","=""0480011""","Grade   1",3.3,7.0,"*",5.6,"*"
"Ellington School District","=""0480011""","Grade   2","*",3.3,4.0,3.6,3.9
"Ellington School District","=""0480011""","Grade   3",4.4,3.2,3.3,4.5,4.5
"Ellington School District","=""0480011""","Grade   4","*",6.5,"*",3.6,"*"
"Ellington School District","=""0480011""","Grade   5","*",3.3,"*",2.7,4.5
"Ellington School District","=""0480011""","Grade   6",4.4,4.2,4.3,3.8,3.6
"Ellington School District","=""0480011""","Grade   7",6.6,7.8,4.7,9.0,3.3
"Ellington School District","=""0480011""","Grade   8",10.4,5.7,6.1,9.1,7.0
"Ellington School District","=""0480011""","Grade   9",5.2,8.4,3.7,"*",5.0
"Ellington School District","=""0480011""","Grade 10",3.6,6.3,3.3,2.8,4.5
"Ellington School District","=""0480011""","Grade 11",4.6,6.8,3.4,4.5,5.3
"Ellington School District","=""0480011""","Grade 12",4.6,7.4,6.6,3.8,6.0
"Elm City College Preparatory School District","=""2890013""","Kindergarten","*","*","*",10.2,"*"
"Elm City College Preparatory School District","=""2890013""","Grade   1","*","*","*","*",10.6
"Elm City College Preparatory School District","=""2890013""","Grade   2",0.0,"*",10.0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   3",0.0,0.0,0.0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   4",0.0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   5",0.0,"*",0.0,0.0,"*"
"Elm City College Preparatory School District","=""2890013""","Grade   6","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8",0.0,0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade   9",0.0,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11","*",0.0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Grade 12","*","*",0.0,"*","*"
"Elm City Montessori School District","=""2910013""","Kindergarten","N/A","N/A","N/A","*","*"
"Elm City Montessori School District","=""2910013""","Grade   1","N/A","N/A","N/A","N/A","*"
"Enfield School District","=""0490011""","Kindergarten",14.1,15.6,13.5,10.9,12.6
"Enfield School District","=""0490011""","Grade   1",8.6,6.6,9.8,8.2,6.7
"Enfield School District","=""0490011""","Grade   2",6.3,6.6,8.4,8.1,9.5
"Enfield School District","=""0490011""","Grade   3",6.4,4.5,7.2,4.5,6.1
"Enfield School District","=""0490011""","Grade   4",7.5,5.9,6.2,8.4,5.2
"Enfield School District","=""0490011""","Grade   5",7.4,6.3,8.7,4.3,7.2
"Enfield School District","=""0490011""","Grade   6",11.5,9.9,10.6,12.3,11.7
"Enfield School District","=""0490011""","Grade   7",15.3,15.2,19.9,15.5,13.2
"Enfield School District","=""0490011""","Grade   8",16.0,18.0,20.0,19.5,19.2
"Enfield School District","=""0490011""","Grade   9",16.3,16.7,13.5,15.4,14.5
"Enfield School District","=""0490011""","Grade 10",12.0,12.8,10.8,11.1,11.2
"Enfield School District","=""0490011""","Grade 11",15.2,14.6,12.4,15.0,18.9
"Enfield School District","=""0490011""","Grade 12",14.3,14.7,13.5,21.1,19.1
"Essex School District","=""0500011""","Kindergarten","*","*","*","*","*"
"Essex School District","=""0500011""","Grade   1",0.0,"*",0.0,"*","*"
"Essex School District","=""0500011""","Grade   2","*",0.0,0.0,0.0,"*"
"Essex School District","=""0500011""","Grade   3","*",0.0,0.0,"*","*"
"Essex School District","=""0500011""","Grade   4","*","*","*",0.0,0.0
"Essex School District","=""0500011""","Grade   5","*","*","*","*",0.0
"Essex School District","=""0500011""","Grade   6",6.3,"*",8.5,"*","*"
"Explorations District","=""2720013""","Grade   9","*","*","*","*",31.8
"Explorations District","=""2720013""","Grade 10",28.6,"*","*","*","*"
"Explorations District","=""2720013""","Grade 11","*","*",24.0,"*","*"
"Explorations District","=""2720013""","Grade 12","*",50.0,38.1,40.7,38.1
"Fairfield School District","=""0510011""","Kindergarten",3.5,0.9,4.0,2.3,4.8
"Fairfield School District","=""0510011""","Grade   1",3.2,"*",2.3,2.3,2.2
"Fairfield School District","=""0510011""","Grade   2",2.4,0.9,2.2,2.1,2.5
"Fairfield School District","=""0510011""","Grade   3",2.2,0.9,2.7,2.6,2.0
"Fairfield School District","=""0510011""","Grade   4",1.7,"*",2.5,2.7,2.4
"Fairfield School District","=""0510011""","Grade   5",3.4,"*",2.8,2.8,3.7
"Fairfield School District","=""0510011""","Grade   6",5.9,4.5,2.8,3.2,2.6
"Fairfield School District","=""0510011""","Grade   7",6.9,5.1,6.0,2.9,3.7
"Fairfield School District","=""0510011""","Grade   8",8.5,6.1,6.4,5.9,3.4
"Fairfield School District","=""0510011""","Grade   9",6.5,6.5,3.4,5.1,5.7
"Fairfield School District","=""0510011""","Grade 10",6.4,4.4,3.5,3.9,5.2
"Fairfield School District","=""0510011""","Grade 11",8.1,7.0,4.2,5.4,5.6
"Fairfield School District","=""0510011""","Grade 12",8.9,6.9,3.2,7.2,6.0
"Farmington School District","=""0520011""","Kindergarten",7.1,8.7,7.5,6.0,4.2
"Farmington School District","=""0520011""","Grade   1","*",6.9,5.1,3.6,4.6
"Farmington School District","=""0520011""","Grade   2",2.6,2.0,2.7,3.1,2.8
"Farmington School District","=""0520011""","Grade   3",3.1,4.4,3.9,3.2,3.2
"Farmington School District","=""0520011""","Grade   4",3.9,3.4,4.6,"*",2.1
"Farmington School District","=""0520011""","Grade   5",4.2,5.1,4.1,2.9,3.2
"Farmington School District","=""0520011""","Grade   6",4.3,6.4,6.3,3.6,3.7
"Farmington School District","=""0520011""","Grade   7",5.4,5.7,2.5,"*",3.6
"Farmington School District","=""0520011""","Grade   8",6.2,6.8,5.4,3.1,5.4
"Farmington School District","=""0520011""","Grade   9",4.4,6.4,4.0,4.7,"*"
"Farmington School District","=""0520011""","Grade 10",4.1,7.6,8.1,6.0,5.3
"Farmington School District","=""0520011""","Grade 11",11.0,9.9,11.0,12.6,5.4
"Farmington School District","=""0520011""","Grade 12",13.5,16.0,16.5,21.1,13.1
"Franklin School District","=""0530011""","Kindergarten","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   1",0.0,"*","*","*","*"
"Franklin School District","=""0530011""","Grade   2","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   3","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   4","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   5","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   6","*","*",0.0,"*","*"
"Franklin School District","=""0530011""","Grade   7","*","*","*","*","*"
"Franklin School District","=""0530011""","Grade   8",0.0,"*","*","*","*"
"Franklin School District","=""0530011""","Grade   9","*","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Grade 10","*","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Grade 11","N/A","*","N/A","N/A","*"
