"Chronic Absenteeism, 2013-14"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"East Windsor School District","=""0470011""","Grade   1",16.0
"East Windsor School District","=""0470011""","Grade   2",11.8
"East Windsor School District","=""0470011""","Grade   3",8.1
"East Windsor School District","=""0470011""","Grade   4",9.6
"East Windsor School District","=""0470011""","Grade   5",8.0
"East Windsor School District","=""0470011""","Grade   6",8.6
"East Windsor School District","=""0470011""","Grade   7",12.5
"East Windsor School District","=""0470011""","Grade   8",9.4
"East Windsor School District","=""0470011""","Grade   9",13.4
"East Windsor School District","=""0470011""","Grade 10",7.9
"East Windsor School District","=""0470011""","Grade 11",9.6
"East Windsor School District","=""0470011""","Grade 12",10.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Kindergarten","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   1","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",16.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",22.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",19.0
"Eastford School District","=""0390011""","Kindergarten","*"
"Eastford School District","=""0390011""","Grade   1","*"
"Eastford School District","=""0390011""","Grade   2","*"
"Eastford School District","=""0390011""","Grade   3","*"
"Eastford School District","=""0390011""","Grade   4","*"
"Eastford School District","=""0390011""","Grade   5","*"
"Eastford School District","=""0390011""","Grade   6","*"
"Eastford School District","=""0390011""","Grade   7","*"
"Eastford School District","=""0390011""","Grade   8","*"
"Easton School District","=""0460011""","Kindergarten","*"
"Easton School District","=""0460011""","Grade   1","*"
"Easton School District","=""0460011""","Grade   2","*"
"Easton School District","=""0460011""","Grade   3","*"
"Easton School District","=""0460011""","Grade   4","*"
"Easton School District","=""0460011""","Grade   5","*"
"Easton School District","=""0460011""","Grade   6","*"
"Easton School District","=""0460011""","Grade   7","*"
"Easton School District","=""0460011""","Grade   8","*"
"Education Connection","=""2420014""","Grade   3","*"
"Education Connection","=""2420014""","Grade   5","*"
"Education Connection","=""2420014""","Grade   6","*"
"Education Connection","=""2420014""","Grade   7","*"
"Education Connection","=""2420014""","Grade   8","*"
"Education Connection","=""2420014""","Grade   9","*"
"Education Connection","=""2420014""","Grade 10","*"
"Education Connection","=""2420014""","Grade 11","*"
"Education Connection","=""2420014""","Grade 12","*"
"Ellington School District","=""0480011""","Kindergarten",3.6
"Ellington School District","=""0480011""","Grade   1","*"
"Ellington School District","=""0480011""","Grade   2",4.0
"Ellington School District","=""0480011""","Grade   3",3.3
"Ellington School District","=""0480011""","Grade   4","*"
"Ellington School District","=""0480011""","Grade   5","*"
"Ellington School District","=""0480011""","Grade   6",4.3
"Ellington School District","=""0480011""","Grade   7",4.7
"Ellington School District","=""0480011""","Grade   8",6.1
"Ellington School District","=""0480011""","Grade   9",3.7
"Ellington School District","=""0480011""","Grade 10",3.3
"Ellington School District","=""0480011""","Grade 11",3.4
"Ellington School District","=""0480011""","Grade 12",6.6
"Elm City College Preparatory School District","=""2890013""","Kindergarten","*"
"Elm City College Preparatory School District","=""2890013""","Grade   1","*"
"Elm City College Preparatory School District","=""2890013""","Grade   2",10.0
"Elm City College Preparatory School District","=""2890013""","Grade   3",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   4","*"
"Elm City College Preparatory School District","=""2890013""","Grade   5",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   6","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8","*"
"Elm City College Preparatory School District","=""2890013""","Grade   9","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11","*"
"Elm City College Preparatory School District","=""2890013""","Grade 12",0.0
"Enfield School District","=""0490011""","Kindergarten",13.5
"Enfield School District","=""0490011""","Grade   1",9.8
"Enfield School District","=""0490011""","Grade   2",8.4
"Enfield School District","=""0490011""","Grade   3",7.2
"Enfield School District","=""0490011""","Grade   4",6.2
"Enfield School District","=""0490011""","Grade   5",8.7
"Enfield School District","=""0490011""","Grade   6",10.6
"Enfield School District","=""0490011""","Grade   7",19.9
"Enfield School District","=""0490011""","Grade   8",20.0
"Enfield School District","=""0490011""","Grade   9",13.5
"Enfield School District","=""0490011""","Grade 10",10.8
"Enfield School District","=""0490011""","Grade 11",12.4
"Enfield School District","=""0490011""","Grade 12",13.5
"Essex School District","=""0500011""","Kindergarten","*"
"Essex School District","=""0500011""","Grade   1",0.0
"Essex School District","=""0500011""","Grade   2",0.0
"Essex School District","=""0500011""","Grade   3",0.0
"Essex School District","=""0500011""","Grade   4","*"
"Essex School District","=""0500011""","Grade   5","*"
"Essex School District","=""0500011""","Grade   6",8.5
"Explorations District","=""2720013""","Grade   9","*"
"Explorations District","=""2720013""","Grade 10","*"
"Explorations District","=""2720013""","Grade 11",24.0
"Explorations District","=""2720013""","Grade 12",38.1
"Fairfield School District","=""0510011""","Kindergarten",4.0
"Fairfield School District","=""0510011""","Grade   1",2.3
"Fairfield School District","=""0510011""","Grade   2",2.2
"Fairfield School District","=""0510011""","Grade   3",2.7
"Fairfield School District","=""0510011""","Grade   4",2.5
"Fairfield School District","=""0510011""","Grade   5",2.8
"Fairfield School District","=""0510011""","Grade   6",2.8
"Fairfield School District","=""0510011""","Grade   7",6.0
"Fairfield School District","=""0510011""","Grade   8",6.4
"Fairfield School District","=""0510011""","Grade   9",3.4
"Fairfield School District","=""0510011""","Grade 10",3.5
"Fairfield School District","=""0510011""","Grade 11",4.2
"Fairfield School District","=""0510011""","Grade 12",3.2
"Farmington School District","=""0520011""","Kindergarten",7.5
"Farmington School District","=""0520011""","Grade   1",5.1
"Farmington School District","=""0520011""","Grade   2",2.7
"Farmington School District","=""0520011""","Grade   3",3.9
"Farmington School District","=""0520011""","Grade   4",4.6
"Farmington School District","=""0520011""","Grade   5",4.1
"Farmington School District","=""0520011""","Grade   6",6.3
"Farmington School District","=""0520011""","Grade   7",2.5
"Farmington School District","=""0520011""","Grade   8",5.4
"Farmington School District","=""0520011""","Grade   9",4.0
"Farmington School District","=""0520011""","Grade 10",8.1
"Farmington School District","=""0520011""","Grade 11",11.0
"Farmington School District","=""0520011""","Grade 12",16.5
"Franklin School District","=""0530011""","Kindergarten","*"
"Franklin School District","=""0530011""","Grade   1","*"
"Franklin School District","=""0530011""","Grade   2","*"
"Franklin School District","=""0530011""","Grade   3","*"
"Franklin School District","=""0530011""","Grade   4","*"
"Franklin School District","=""0530011""","Grade   5","*"
"Franklin School District","=""0530011""","Grade   6",0.0
"Franklin School District","=""0530011""","Grade   7","*"
"Franklin School District","=""0530011""","Grade   8","*"
"Franklin School District","=""0530011""","Grade 12","*"
"Glastonbury School District","=""0540011""","Kindergarten",3.6
"Glastonbury School District","=""0540011""","Grade   1",3.2
"Glastonbury School District","=""0540011""","Grade   2","*"
"Glastonbury School District","=""0540011""","Grade   3","*"
"Glastonbury School District","=""0540011""","Grade   4",1.5
"Glastonbury School District","=""0540011""","Grade   5",1.3
"Glastonbury School District","=""0540011""","Grade   6","*"
"Glastonbury School District","=""0540011""","Grade   7",2.3
"Glastonbury School District","=""0540011""","Grade   8",2.2
"Glastonbury School District","=""0540011""","Grade   9",2.2
"Glastonbury School District","=""0540011""","Grade 10",4.7
"Glastonbury School District","=""0540011""","Grade 11",3.9
"Glastonbury School District","=""0540011""","Grade 12",7.2
"Granby School District","=""0560011""","Kindergarten","*"
"Granby School District","=""0560011""","Grade   1","*"
"Granby School District","=""0560011""","Grade   2","*"
"Granby School District","=""0560011""","Grade   3",7.0
"Granby School District","=""0560011""","Grade   4","*"
"Granby School District","=""0560011""","Grade   5",5.2
"Granby School District","=""0560011""","Grade   6",5.5
"Granby School District","=""0560011""","Grade   7","*"
"Granby School District","=""0560011""","Grade   8",6.5
"Granby School District","=""0560011""","Grade   9",9.0
"Granby School District","=""0560011""","Grade 10",4.6
"Granby School District","=""0560011""","Grade 11",6.2
"Granby School District","=""0560011""","Grade 12",6.7
"Greenwich School District","=""0570011""","Kindergarten",7.3
"Greenwich School District","=""0570011""","Grade   1",4.1
"Greenwich School District","=""0570011""","Grade   2",2.5
"Greenwich School District","=""0570011""","Grade   3",4.2
"Greenwich School District","=""0570011""","Grade   4",3.4
"Greenwich School District","=""0570011""","Grade   5",4.6
"Greenwich School District","=""0570011""","Grade   6",4.8
"Greenwich School District","=""0570011""","Grade   7",5.2
"Greenwich School District","=""0570011""","Grade   8",6.8
"Greenwich School District","=""0570011""","Grade   9",3.1
"Greenwich School District","=""0570011""","Grade 10",4.6
"Greenwich School District","=""0570011""","Grade 11",4.6
"Greenwich School District","=""0570011""","Grade 12",6.0
"Griswold School District","=""0580011""","Kindergarten",14.9
"Griswold School District","=""0580011""","Grade   1",7.5
"Griswold School District","=""0580011""","Grade   2","*"
"Griswold School District","=""0580011""","Grade   3",5.9
"Griswold School District","=""0580011""","Grade   4","*"
"Griswold School District","=""0580011""","Grade   5",6.2
"Griswold School District","=""0580011""","Grade   6",8.5
"Griswold School District","=""0580011""","Grade   7",12.5
"Griswold School District","=""0580011""","Grade   8",8.2
"Griswold School District","=""0580011""","Grade   9",19.6
"Griswold School District","=""0580011""","Grade 10",10.7
"Griswold School District","=""0580011""","Grade 11",13.5
"Griswold School District","=""0580011""","Grade 12",20.0
"Groton School District","=""0590011""","Kindergarten",12.1
"Groton School District","=""0590011""","Grade   1",10.9
"Groton School District","=""0590011""","Grade   2",7.2
"Groton School District","=""0590011""","Grade   3",8.1
"Groton School District","=""0590011""","Grade   4",7.2
"Groton School District","=""0590011""","Grade   5",5.3
"Groton School District","=""0590011""","Grade   6",6.1
"Groton School District","=""0590011""","Grade   7",8.8
"Groton School District","=""0590011""","Grade   8",9.4
"Groton School District","=""0590011""","Grade   9",15.0
"Groton School District","=""0590011""","Grade 10",14.8
"Groton School District","=""0590011""","Grade 11",21.0
"Groton School District","=""0590011""","Grade 12",34.2
"Guilford School District","=""0600011""","Kindergarten",5.6
"Guilford School District","=""0600011""","Grade   1",4.8
"Guilford School District","=""0600011""","Grade   2",3.2
"Guilford School District","=""0600011""","Grade   3",3.4
"Guilford School District","=""0600011""","Grade   4",3.0
"Guilford School District","=""0600011""","Grade   5",3.2
"Guilford School District","=""0600011""","Grade   6",8.4
"Guilford School District","=""0600011""","Grade   7",4.3
"Guilford School District","=""0600011""","Grade   8",8.7
"Guilford School District","=""0600011""","Grade   9",5.8
"Guilford School District","=""0600011""","Grade 10",6.4
"Guilford School District","=""0600011""","Grade 11",5.5
"Guilford School District","=""0600011""","Grade 12",13.4
"Hamden School District","=""0620011""","Kindergarten",10.7
"Hamden School District","=""0620011""","Grade   1",7.9
"Hamden School District","=""0620011""","Grade   2",9.6
"Hamden School District","=""0620011""","Grade   3",7.7
"Hamden School District","=""0620011""","Grade   4",7.7
"Hamden School District","=""0620011""","Grade   5",7.1
"Hamden School District","=""0620011""","Grade   6",10.8
"Hamden School District","=""0620011""","Grade   7",15.9
"Hamden School District","=""0620011""","Grade   8",20.1
"Hamden School District","=""0620011""","Grade   9",15.1
"Hamden School District","=""0620011""","Grade 10",21.1
"Hamden School District","=""0620011""","Grade 11",23.9
"Hamden School District","=""0620011""","Grade 12",26.7
"Hampton School District","=""0630011""","Kindergarten","*"
"Hampton School District","=""0630011""","Grade   1","*"
"Hampton School District","=""0630011""","Grade   2","*"
"Hampton School District","=""0630011""","Grade   3","*"
"Hampton School District","=""0630011""","Grade   4","*"
"Hampton School District","=""0630011""","Grade   5","*"
"Hampton School District","=""0630011""","Grade   6","*"
"Hartford School District","=""0640011""","Kindergarten",26.6
"Hartford School District","=""0640011""","Grade   1",23.5
"Hartford School District","=""0640011""","Grade   2",19.7
"Hartford School District","=""0640011""","Grade   3",19.6
"Hartford School District","=""0640011""","Grade   4",18.3
"Hartford School District","=""0640011""","Grade   5",18.8
"Hartford School District","=""0640011""","Grade   6",18.4
"Hartford School District","=""0640011""","Grade   7",23.5
"Hartford School District","=""0640011""","Grade   8",25.6
"Hartford School District","=""0640011""","Grade   9",41.2
"Hartford School District","=""0640011""","Grade 10",33.9
"Hartford School District","=""0640011""","Grade 11",39.2
"Hartford School District","=""0640011""","Grade 12",42.7
"Hartland School District","=""0650011""","Kindergarten","*"
"Hartland School District","=""0650011""","Grade   1","*"
"Hartland School District","=""0650011""","Grade   2","*"
"Hartland School District","=""0650011""","Grade   3",0.0
"Hartland School District","=""0650011""","Grade   4","*"
"Hartland School District","=""0650011""","Grade   5",0.0
"Hartland School District","=""0650011""","Grade   6","*"
"Hartland School District","=""0650011""","Grade   7",0.0
"Hartland School District","=""0650011""","Grade   8","*"
"Hartland School District","=""0650011""","Grade 11","*"
"Hebron School District","=""0670011""","Kindergarten","*"
"Hebron School District","=""0670011""","Grade   1","*"
"Hebron School District","=""0670011""","Grade   2","*"
"Hebron School District","=""0670011""","Grade   3","*"
"Hebron School District","=""0670011""","Grade   4","*"
"Hebron School District","=""0670011""","Grade   5","*"
"Hebron School District","=""0670011""","Grade   6","*"
"Highville Charter School District","=""2860013""","Kindergarten","*"
"Highville Charter School District","=""2860013""","Grade   1",0.0
"Highville Charter School District","=""2860013""","Grade   2","*"
"Highville Charter School District","=""2860013""","Grade   3",0.0
"Highville Charter School District","=""2860013""","Grade   4",0.0
"Highville Charter School District","=""2860013""","Grade   5","*"
"Highville Charter School District","=""2860013""","Grade   6","*"
"Highville Charter School District","=""2860013""","Grade   7","*"
"Highville Charter School District","=""2860013""","Grade   8",0.0
"Highville Charter School District","=""2860013""","Grade   9","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten","*"
"Integrated Day Charter School District","=""2640013""","Grade   1","*"
"Integrated Day Charter School District","=""2640013""","Grade   2","*"
"Integrated Day Charter School District","=""2640013""","Grade   3","*"
"Integrated Day Charter School District","=""2640013""","Grade   4","*"
"Integrated Day Charter School District","=""2640013""","Grade   5","*"
"Integrated Day Charter School District","=""2640013""","Grade   6","*"
"Integrated Day Charter School District","=""2640013""","Grade   7","*"
"Integrated Day Charter School District","=""2640013""","Grade   8","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7",13.9
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8",13.0
"Jumoke Academy District","=""2610013""","Kindergarten",11.6
"Jumoke Academy District","=""2610013""","Grade   1","*"
"Jumoke Academy District","=""2610013""","Grade   2","*"
"Jumoke Academy District","=""2610013""","Grade   3","*"
"Jumoke Academy District","=""2610013""","Grade   4","*"
"Jumoke Academy District","=""2610013""","Grade   5","*"
"Jumoke Academy District","=""2610013""","Grade   6","*"
"Jumoke Academy District","=""2610013""","Grade   7",11.4
"Jumoke Academy District","=""2610013""","Grade   8","*"
"Jumoke Academy District","=""2610013""","Grade   9","*"
"Jumoke Academy District","=""2610013""","Grade 10","*"
"Kent School District","=""0680011""","Kindergarten","*"
"Kent School District","=""0680011""","Grade   1",0.0
"Kent School District","=""0680011""","Grade   2",0.0
"Kent School District","=""0680011""","Grade   3",0.0
"Kent School District","=""0680011""","Grade   4","*"
"Kent School District","=""0680011""","Grade   5","*"
"Kent School District","=""0680011""","Grade   6",0.0
"Kent School District","=""0680011""","Grade   7","*"
"Kent School District","=""0680011""","Grade   8","*"
"Killingly School District","=""0690011""","Kindergarten",12.2
"Killingly School District","=""0690011""","Grade   1",11.1
"Killingly School District","=""0690011""","Grade   2",4.1
"Killingly School District","=""0690011""","Grade   3",7.6
"Killingly School District","=""0690011""","Grade   4",5.9
"Killingly School District","=""0690011""","Grade   5",7.1
"Killingly School District","=""0690011""","Grade   6",8.1
"Killingly School District","=""0690011""","Grade   7",9.3
"Killingly School District","=""0690011""","Grade   8",17.0
"Killingly School District","=""0690011""","Grade   9",18.6
"Killingly School District","=""0690011""","Grade 10",21.0
"Killingly School District","=""0690011""","Grade 11",12.9
"Killingly School District","=""0690011""","Grade 12",23.5
"Learn","=""2450014""","Kindergarten",14.0
"Learn","=""2450014""","Grade   1",11.9
"Learn","=""2450014""","Grade   2",8.0
"Learn","=""2450014""","Grade   3",9.5
"Learn","=""2450014""","Grade   4","*"
"Learn","=""2450014""","Grade   5","*"
"Learn","=""2450014""","Grade   6","*"
"Learn","=""2450014""","Grade   7","*"
"Learn","=""2450014""","Grade   8",21.9
"Learn","=""2450014""","Grade   9",18.4
"Learn","=""2450014""","Grade 10",15.5
"Learn","=""2450014""","Grade 11",27.1
"Learn","=""2450014""","Grade 12",35.4
"Lebanon School District","=""0710011""","Kindergarten",0.0
"Lebanon School District","=""0710011""","Grade   1",0.0
"Lebanon School District","=""0710011""","Grade   2",0.0
"Lebanon School District","=""0710011""","Grade   3",0.0
"Lebanon School District","=""0710011""","Grade   4",0.0
"Lebanon School District","=""0710011""","Grade   5",0.0
"Lebanon School District","=""0710011""","Grade   6",0.0
"Lebanon School District","=""0710011""","Grade   7",0.0
"Lebanon School District","=""0710011""","Grade   8",0.0
"Lebanon School District","=""0710011""","Grade   9",9.6
"Lebanon School District","=""0710011""","Grade 10",13.3
"Lebanon School District","=""0710011""","Grade 11",22.8
"Lebanon School District","=""0710011""","Grade 12",37.1
"Ledyard School District","=""0720011""","Kindergarten",7.1
"Ledyard School District","=""0720011""","Grade   1",4.0
"Ledyard School District","=""0720011""","Grade   2",3.7
"Ledyard School District","=""0720011""","Grade   3","*"
"Ledyard School District","=""0720011""","Grade   4",4.1
"Ledyard School District","=""0720011""","Grade   5",7.1
"Ledyard School District","=""0720011""","Grade   6","*"
"Ledyard School District","=""0720011""","Grade   7",5.8
"Ledyard School District","=""0720011""","Grade   8",8.0
"Ledyard School District","=""0720011""","Grade   9",7.0
"Ledyard School District","=""0720011""","Grade 10",5.9
"Ledyard School District","=""0720011""","Grade 11",6.8
"Ledyard School District","=""0720011""","Grade 12",8.0
"Lisbon School District","=""0730011""","Kindergarten","*"
"Lisbon School District","=""0730011""","Grade   1","*"
"Lisbon School District","=""0730011""","Grade   2","*"
"Lisbon School District","=""0730011""","Grade   3","*"
"Lisbon School District","=""0730011""","Grade   4","*"
"Lisbon School District","=""0730011""","Grade   5","*"
"Lisbon School District","=""0730011""","Grade   6","*"
"Lisbon School District","=""0730011""","Grade   7",0.0
"Lisbon School District","=""0730011""","Grade   8","*"
"Lisbon School District","=""0730011""","Grade 11","*"
"Lisbon School District","=""0730011""","Grade 12","*"
"Litchfield School District","=""0740011""","Kindergarten","*"
"Litchfield School District","=""0740011""","Grade   1","*"
"Litchfield School District","=""0740011""","Grade   2","*"
"Litchfield School District","=""0740011""","Grade   3","*"
"Litchfield School District","=""0740011""","Grade   4","*"
"Litchfield School District","=""0740011""","Grade   5","*"
"Litchfield School District","=""0740011""","Grade   6","*"
"Litchfield School District","=""0740011""","Grade   7","*"
"Litchfield School District","=""0740011""","Grade   8",15.6
"Litchfield School District","=""0740011""","Grade   9",7.6
"Litchfield School District","=""0740011""","Grade 10",7.1
"Litchfield School District","=""0740011""","Grade 11",11.8
"Litchfield School District","=""0740011""","Grade 12",12.1
"Madison School District","=""0760011""","Kindergarten","*"
"Madison School District","=""0760011""","Grade   1","*"
"Madison School District","=""0760011""","Grade   2","*"
"Madison School District","=""0760011""","Grade   3",0.0
"Madison School District","=""0760011""","Grade   4","*"
"Madison School District","=""0760011""","Grade   5",3.7
"Madison School District","=""0760011""","Grade   6",4.3
"Madison School District","=""0760011""","Grade   7",4.1
"Madison School District","=""0760011""","Grade   8",4.5
"Madison School District","=""0760011""","Grade   9",1.9
"Madison School District","=""0760011""","Grade 10","*"
"Madison School District","=""0760011""","Grade 11","*"
"Madison School District","=""0760011""","Grade 12","*"
"Manchester School District","=""0770011""","Kindergarten",12.8
"Manchester School District","=""0770011""","Grade   1",14.5
"Manchester School District","=""0770011""","Grade   2",9.8
"Manchester School District","=""0770011""","Grade   3",8.6
"Manchester School District","=""0770011""","Grade   4",6.2
"Manchester School District","=""0770011""","Grade   5",7.7
"Manchester School District","=""0770011""","Grade   6",12.3
"Manchester School District","=""0770011""","Grade   7",13.1
"Manchester School District","=""0770011""","Grade   8",15.6
"Manchester School District","=""0770011""","Grade   9",15.3
"Manchester School District","=""0770011""","Grade 10",16.2
"Manchester School District","=""0770011""","Grade 11",17.3
"Manchester School District","=""0770011""","Grade 12",14.1
"Mansfield School District","=""0780011""","Kindergarten",9.7
"Mansfield School District","=""0780011""","Grade   1",4.3
"Mansfield School District","=""0780011""","Grade   2",7.8
"Mansfield School District","=""0780011""","Grade   3","*"
"Mansfield School District","=""0780011""","Grade   4","*"
"Mansfield School District","=""0780011""","Grade   5","*"
"Mansfield School District","=""0780011""","Grade   6","*"
"Mansfield School District","=""0780011""","Grade   7","*"
"Mansfield School District","=""0780011""","Grade   8",4.2
"Marlborough School District","=""0790011""","Kindergarten","*"
"Marlborough School District","=""0790011""","Grade   1","*"
"Marlborough School District","=""0790011""","Grade   2","*"
"Marlborough School District","=""0790011""","Grade   3",0.0
"Marlborough School District","=""0790011""","Grade   4","*"
"Marlborough School District","=""0790011""","Grade   5","*"
"Marlborough School District","=""0790011""","Grade   6","*"
"Meriden School District","=""0800011""","Kindergarten",15.1
"Meriden School District","=""0800011""","Grade   1",11.5
"Meriden School District","=""0800011""","Grade   2",10.8
"Meriden School District","=""0800011""","Grade   3",10.3
"Meriden School District","=""0800011""","Grade   4",8.8
"Meriden School District","=""0800011""","Grade   5",8.0
"Meriden School District","=""0800011""","Grade   6",13.4
"Meriden School District","=""0800011""","Grade   7",16.0
"Meriden School District","=""0800011""","Grade   8",17.4
"Meriden School District","=""0800011""","Grade   9",30.7
"Meriden School District","=""0800011""","Grade 10",21.6
"Meriden School District","=""0800011""","Grade 11",17.6
"Meriden School District","=""0800011""","Grade 12",21.5
"Middletown School District","=""0830011""","Kindergarten",11.8
"Middletown School District","=""0830011""","Grade   1",6.9
"Middletown School District","=""0830011""","Grade   2",6.0
"Middletown School District","=""0830011""","Grade   3",3.4
"Middletown School District","=""0830011""","Grade   4",7.6
"Middletown School District","=""0830011""","Grade   5",8.4
"Middletown School District","=""0830011""","Grade   6",3.4
"Middletown School District","=""0830011""","Grade   7",14.6
"Middletown School District","=""0830011""","Grade   8",14.2
"Middletown School District","=""0830011""","Grade   9",15.9
"Middletown School District","=""0830011""","Grade 10",11.7
"Middletown School District","=""0830011""","Grade 11",9.9
"Middletown School District","=""0830011""","Grade 12",19.7
"Milford School District","=""0840011""","Kindergarten",8.8
"Milford School District","=""0840011""","Grade   1",5.6
"Milford School District","=""0840011""","Grade   2",4.0
"Milford School District","=""0840011""","Grade   3",2.7
"Milford School District","=""0840011""","Grade   4",5.7
"Milford School District","=""0840011""","Grade   5",2.9
"Milford School District","=""0840011""","Grade   6",3.9
"Milford School District","=""0840011""","Grade   7",10.1
"Milford School District","=""0840011""","Grade   8",9.5
"Milford School District","=""0840011""","Grade   9",16.1
"Milford School District","=""0840011""","Grade 10",15.6
"Milford School District","=""0840011""","Grade 11",22.1
"Milford School District","=""0840011""","Grade 12",29.6
"Monroe School District","=""0850011""","Kindergarten",4.5
"Monroe School District","=""0850011""","Grade   1","*"
"Monroe School District","=""0850011""","Grade   2","*"
"Monroe School District","=""0850011""","Grade   3","*"
"Monroe School District","=""0850011""","Grade   4","*"
"Monroe School District","=""0850011""","Grade   5","*"
"Monroe School District","=""0850011""","Grade   6",3.7
"Monroe School District","=""0850011""","Grade   7",4.8
"Monroe School District","=""0850011""","Grade   8",5.5
"Monroe School District","=""0850011""","Grade   9",3.7
"Monroe School District","=""0850011""","Grade 10",5.1
"Monroe School District","=""0850011""","Grade 11",3.4
"Monroe School District","=""0850011""","Grade 12",11.1
"Montville School District","=""0860011""","Kindergarten",6.7
"Montville School District","=""0860011""","Grade   1",4.6
"Montville School District","=""0860011""","Grade   2","*"
"Montville School District","=""0860011""","Grade   3",3.3
"Montville School District","=""0860011""","Grade   4",5.8
"Montville School District","=""0860011""","Grade   5",4.5
"Montville School District","=""0860011""","Grade   6",5.5
"Montville School District","=""0860011""","Grade   7",7.7
"Montville School District","=""0860011""","Grade   8",7.5
"Montville School District","=""0860011""","Grade   9",9.9
"Montville School District","=""0860011""","Grade 10",11.1
"Montville School District","=""0860011""","Grade 11",8.6
"Montville School District","=""0860011""","Grade 12",11.6
"Naugatuck School District","=""0880011""","Kindergarten",10.8
"Naugatuck School District","=""0880011""","Grade   1",6.7
"Naugatuck School District","=""0880011""","Grade   2",6.3
"Naugatuck School District","=""0880011""","Grade   3",5.0
"Naugatuck School District","=""0880011""","Grade   4",8.1
"Naugatuck School District","=""0880011""","Grade   5",7.5
"Naugatuck School District","=""0880011""","Grade   6",7.1
"Naugatuck School District","=""0880011""","Grade   7",8.9
"Naugatuck School District","=""0880011""","Grade   8",17.2
"Naugatuck School District","=""0880011""","Grade   9",21.3
"Naugatuck School District","=""0880011""","Grade 10",19.4
"Naugatuck School District","=""0880011""","Grade 11",26.4
"Naugatuck School District","=""0880011""","Grade 12",33.1
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4",20.0
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8","*"
"New Britain School District","=""0890011""","Kindergarten",16.3
"New Britain School District","=""0890011""","Grade   1",10.5
"New Britain School District","=""0890011""","Grade   2",10.6
"New Britain School District","=""0890011""","Grade   3",11.0
"New Britain School District","=""0890011""","Grade   4",9.4
"New Britain School District","=""0890011""","Grade   5",10.2
"New Britain School District","=""0890011""","Grade   6",14.6
"New Britain School District","=""0890011""","Grade   7",19.7
"New Britain School District","=""0890011""","Grade   8",21.9
"New Britain School District","=""0890011""","Grade   9",36.7
"New Britain School District","=""0890011""","Grade 10",24.8
"New Britain School District","=""0890011""","Grade 11",39.6
"New Britain School District","=""0890011""","Grade 12",37.0
"New Canaan School District","=""0900011""","Kindergarten",2.6
"New Canaan School District","=""0900011""","Grade   1","*"
"New Canaan School District","=""0900011""","Grade   2","*"
"New Canaan School District","=""0900011""","Grade   3",1.7
"New Canaan School District","=""0900011""","Grade   4","*"
"New Canaan School District","=""0900011""","Grade   5",3.3
"New Canaan School District","=""0900011""","Grade   6",2.8
"New Canaan School District","=""0900011""","Grade   7",4.4
"New Canaan School District","=""0900011""","Grade   8",4.4
"New Canaan School District","=""0900011""","Grade   9","*"
"New Canaan School District","=""0900011""","Grade 10",4.1
"New Canaan School District","=""0900011""","Grade 11",2.0
"New Canaan School District","=""0900011""","Grade 12",4.7
