"Chronic Absenteeism, 2014-15"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch","*"
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",14.3
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",5.2
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch","*"
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch",20.0
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",6.1
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch","*"
"Salem School District","=""1210011""","Eligible For Free Lunch",10.9
"Salem School District","=""1210011""","Not Eligible For Lunch",3.7
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*"
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch",6.5
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*"
"Scotland School District","=""1230011""","Eligible For Free Lunch","*"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",11.8
"Seymour School District","=""1240011""","Not Eligible For Lunch",4.6
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",6.4
"Sharon School District","=""1250011""","Eligible For Free Lunch","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*"
"Shelton School District","=""1260011""","Eligible For Free Lunch",23.5
"Shelton School District","=""1260011""","Not Eligible For Lunch",8.9
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",21.5
"Sherman School District","=""1270011""","Eligible For Free Lunch","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",6.6
"Sherman School District","=""1270011""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch",11.1
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",10.4
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*"
"Simsbury School District","=""1280011""","Eligible For Free Lunch",15.7
"Simsbury School District","=""1280011""","Not Eligible For Lunch",4.3
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch",10.0
"Somers School District","=""1290011""","Eligible For Free Lunch",26.1
"Somers School District","=""1290011""","Not Eligible For Lunch",10.8
"Somers School District","=""1290011""","Eligible For Reduced Lunch","*"
"South Windsor School District","=""1320011""","Eligible For Free Lunch",12.3
"South Windsor School District","=""1320011""","Not Eligible For Lunch",2.8
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch","*"
"Southington School District","=""1310011""","Eligible For Free Lunch",19.2
"Southington School District","=""1310011""","Not Eligible For Lunch",3.8
"Southington School District","=""1310011""","Eligible For Reduced Lunch",12.1
"Sprague School District","=""1330011""","Eligible For Free Lunch",18.5
"Sprague School District","=""1330011""","Not Eligible For Lunch",5.1
"Sprague School District","=""1330011""","Eligible For Reduced Lunch","*"
"Stafford School District","=""1340011""","Eligible For Free Lunch",16.9
"Stafford School District","=""1340011""","Not Eligible For Lunch",4.8
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",13.5
"Stamford Academy District","=""2820013""","Eligible For Free Lunch",87.8
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*"
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",17.8
"Stamford School District","=""1350011""","Not Eligible For Lunch",10.5
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",12.5
"State Level","=""0000000""","Eligible For Free Lunch",19.9
"State Level","=""0000000""","Not Eligible For Lunch",5.8
"State Level","=""0000000""","Eligible For Reduced Lunch",8.8
"Sterling School District","=""1360011""","Eligible For Free Lunch",14.1
"Sterling School District","=""1360011""","Not Eligible For Lunch",3.5
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*"
"Stonington School District","=""1370011""","Eligible For Free Lunch",19.0
"Stonington School District","=""1370011""","Not Eligible For Lunch",5.8
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",18.7
"Stratford School District","=""1380011""","Eligible For Free Lunch",16.6
"Stratford School District","=""1380011""","Not Eligible For Lunch",6.6
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",8.3
"Suffield School District","=""1390011""","Eligible For Free Lunch",3.0
"Suffield School District","=""1390011""","Not Eligible For Lunch",1.1
"Suffield School District","=""1390011""","Eligible For Reduced Lunch",0.0
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",9.3
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch","*"
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch","*"
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",29.7
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",17.9
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch",36.4
"Thomaston School District","=""1400011""","Eligible For Free Lunch",14.0
"Thomaston School District","=""1400011""","Not Eligible For Lunch",5.4
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch","*"
"Thompson School District","=""1410011""","Eligible For Free Lunch",10.1
"Thompson School District","=""1410011""","Not Eligible For Lunch",3.2
"Thompson School District","=""1410011""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Eligible For Free Lunch",10.0
"Tolland School District","=""1420011""","Not Eligible For Lunch",3.8
"Tolland School District","=""1420011""","Eligible For Reduced Lunch",12.2
"Torrington School District","=""1430011""","Eligible For Free Lunch",15.0
"Torrington School District","=""1430011""","Not Eligible For Lunch",7.4
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",10.2
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch",66.1
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*"
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",12.1
"Trumbull School District","=""1440011""","Not Eligible For Lunch",2.9
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",3.5
"Unified School District #1","=""3360015""","Eligible For Free Lunch",31.8
"Unified School District #2","=""3470015""","Eligible For Free Lunch",3.4
"Unified School District #2","=""3470015""","Not Eligible For Lunch","*"
"Union School District","=""1450011""","Eligible For Free Lunch","*"
"Union School District","=""1450011""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Eligible For Free Lunch",16.0
"Vernon School District","=""1460011""","Not Eligible For Lunch",4.6
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",6.8
"Voluntown School District","=""1470011""","Eligible For Free Lunch",14.8
"Voluntown School District","=""1470011""","Not Eligible For Lunch",4.6
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*"
"Wallingford School District","=""1480011""","Eligible For Free Lunch",11.2
"Wallingford School District","=""1480011""","Not Eligible For Lunch",3.9
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",5.8
"Waterbury School District","=""1510011""","Eligible For Free Lunch",21.5
"Waterbury School District","=""1510011""","Not Eligible For Lunch",11.6
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",8.3
"Waterford School District","=""1520011""","Eligible For Free Lunch",13.7
"Waterford School District","=""1520011""","Not Eligible For Lunch",4.6
"Waterford School District","=""1520011""","Eligible For Reduced Lunch","*"
"Watertown School District","=""1530011""","Eligible For Free Lunch",17.5
"Watertown School District","=""1530011""","Not Eligible For Lunch",7.1
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",10.9
"West Hartford School District","=""1550011""","Eligible For Free Lunch",12.2
"West Hartford School District","=""1550011""","Not Eligible For Lunch",3.8
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",5.5
"West Haven School District","=""1560011""","Eligible For Free Lunch",19.9
"West Haven School District","=""1560011""","Not Eligible For Lunch",11.7
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",11.8
"Westbrook School District","=""1540011""","Eligible For Free Lunch",8.0
"Westbrook School District","=""1540011""","Not Eligible For Lunch",2.9
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*"
"Weston School District","=""1570011""","Eligible For Free Lunch","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",5.9
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*"
"Westport School District","=""1580011""","Eligible For Free Lunch",6.4
"Westport School District","=""1580011""","Not Eligible For Lunch",1.7
"Westport School District","=""1580011""","Eligible For Reduced Lunch","*"
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",11.1
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",2.5
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",5.7
"Willington School District","=""1600011""","Eligible For Free Lunch",17.1
"Willington School District","=""1600011""","Not Eligible For Lunch",4.7
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*"
"Wilton School District","=""1610011""","Eligible For Free Lunch","*"
"Wilton School District","=""1610011""","Not Eligible For Lunch",4.1
"Wilton School District","=""1610011""","Eligible For Reduced Lunch","*"
"Winchester School District","=""1620011""","Eligible For Free Lunch",9.7
"Winchester School District","=""1620011""","Not Eligible For Lunch",3.6
"Winchester School District","=""1620011""","Eligible For Reduced Lunch","*"
"Windham School District","=""1630011""","Eligible For Free Lunch",18.1
"Windham School District","=""1630011""","Not Eligible For Lunch",7.1
"Windham School District","=""1630011""","Eligible For Reduced Lunch",8.2
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",22.8
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.6
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",14.9
"Windsor School District","=""1640011""","Eligible For Free Lunch",14.3
"Windsor School District","=""1640011""","Not Eligible For Lunch",5.1
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",7.0
"Wolcott School District","=""1660011""","Eligible For Free Lunch",9.7
"Wolcott School District","=""1660011""","Not Eligible For Lunch",2.4
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",9.1
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",4.4
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*"
"Woodstock Academy District","=""9030022""","Eligible For Free Lunch","*"
"Woodstock Academy District","=""9030022""","Not Eligible For Lunch",7.5
"Woodstock Academy District","=""9030022""","Eligible For Reduced Lunch","*"
"Woodstock School District","=""1690011""","Eligible For Free Lunch",8.2
"Woodstock School District","=""1690011""","Not Eligible For Lunch",5.4
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch","*"

