"Chronic Absenteeism, Trend"
", English Learner Status"

"",,,"% Chronically Absent",,,,
"Watertown School District","=""1530011""","ELL",8.3,10.5,9.7,11.0,"*"
"Watertown School District","=""1530011""","Non-ELL",11.4,10.3,10.4,9.3,8.0
"West Hartford School District","=""1550011""","ELL",12.8,13.5,9.8,7.8,8.1
"West Hartford School District","=""1550011""","Non-ELL",5.1,5.6,4.8,5.1,5.2
"West Haven School District","=""1560011""","ELL",9.7,13.7,10.9,10.2,7.8
"West Haven School District","=""1560011""","Non-ELL",15.0,16.9,15.3,17.2,11.9
"Westbrook School District","=""1540011""","ELL","*","*","*","*",11.8
"Westbrook School District","=""1540011""","Non-ELL",5.2,7.3,4.7,3.5,3.9
"Weston School District","=""1570011""","ELL","*","*","*","*","*"
"Weston School District","=""1570011""","Non-ELL",11.1,7.8,5.5,5.8,4.0
"Westport School District","=""1580011""","ELL","*","*",10.9,0.0,"*"
"Westport School District","=""1580011""","Non-ELL",2.0,2.5,2.7,1.8,2.4
"Wethersfield School District","=""1590011""","ELL",5.6,11.4,7.7,9.3,6.5
"Wethersfield School District","=""1590011""","Non-ELL",4.8,9.3,4.2,3.7,3.6
"Willington School District","=""1600011""","ELL","*","*","*","*","*"
"Willington School District","=""1600011""","Non-ELL",4.3,5.0,4.4,7.1,4.3
"Wilton School District","=""1610011""","ELL","*","*","*","*",0.0
"Wilton School District","=""1610011""","Non-ELL",15.5,16.8,13.4,4.1,4.5
"Winchester School District","=""1620011""","ELL","*","*",0.0,"*","*"
"Winchester School District","=""1620011""","Non-ELL",11.1,6.5,9.1,7.0,7.4
"Windham School District","=""1630011""","ELL",20.7,23.1,23.1,19.2,20.1
"Windham School District","=""1630011""","Non-ELL",17.4,17.0,15.8,13.8,14.6
"Windsor Locks School District","=""1650011""","ELL","*","*","*",13.1,12.2
"Windsor Locks School District","=""1650011""","Non-ELL",11.4,10.5,10.3,13.3,12.2
"Windsor School District","=""1640011""","ELL",14.5,14.4,11.4,8.4,10.9
"Windsor School District","=""1640011""","Non-ELL",7.7,8.6,10.8,7.9,8.6
"Wolcott School District","=""1660011""","ELL","*","*","*","*","*"
"Wolcott School District","=""1660011""","Non-ELL",3.4,3.1,3.4,3.9,3.2
"Woodbridge School District","=""1670011""","ELL","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Non-ELL",3.9,5.0,6.3,5.1,4.7
"Woodstock Academy District","=""9030022""","ELL","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Non-ELL",6.1,6.2,6.5,7.9,6.3
"Woodstock School District","=""1690011""","ELL","*","*","N/A","*","*"
"Woodstock School District","=""1690011""","Non-ELL",4.9,5.0,4.6,5.4,2.2

