"Chronic Absenteeism, 2015-16"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Regional School District 19","=""2190012""","Eligible For Free Lunch",19.4
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch",20.0
"Regional School District 19","=""2190012""","Not Eligible For Lunch",6.8
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",12.2
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch","*"
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",4.4
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch",16.6
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch",9.5
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",7.0
"Salem School District","=""1210011""","Eligible For Free Lunch","*"
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*"
"Salem School District","=""1210011""","Not Eligible For Lunch",3.8
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*"
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch",3.2
"Scotland School District","=""1230011""","Eligible For Free Lunch","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch","*"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",20.0
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",9.9
"Seymour School District","=""1240011""","Not Eligible For Lunch",5.2
"Sharon School District","=""1250011""","Eligible For Free Lunch","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch","*"
"Shelton School District","=""1260011""","Eligible For Free Lunch",24.6
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",18.9
"Shelton School District","=""1260011""","Not Eligible For Lunch",10.7
"Sherman School District","=""1270011""","Eligible For Free Lunch","*"
"Sherman School District","=""1270011""","Eligible For Reduced Lunch","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",5.1
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch","*"
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",5.6
"Simsbury School District","=""1280011""","Eligible For Free Lunch",13.6
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch","*"
"Simsbury School District","=""1280011""","Not Eligible For Lunch",4.1
"Somers School District","=""1290011""","Eligible For Free Lunch",21.6
"Somers School District","=""1290011""","Eligible For Reduced Lunch","*"
"Somers School District","=""1290011""","Not Eligible For Lunch",10.1
"South Windsor School District","=""1320011""","Eligible For Free Lunch",10.7
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",6.2
"South Windsor School District","=""1320011""","Not Eligible For Lunch",3.1
"Southington School District","=""1310011""","Eligible For Free Lunch",18.5
"Southington School District","=""1310011""","Eligible For Reduced Lunch",11.8
"Southington School District","=""1310011""","Not Eligible For Lunch",4.4
"Sprague School District","=""1330011""","Eligible For Free Lunch",13.1
"Sprague School District","=""1330011""","Eligible For Reduced Lunch",0.0
"Sprague School District","=""1330011""","Not Eligible For Lunch",5.0
"Stafford School District","=""1340011""","Eligible For Free Lunch",14.7
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",11.2
"Stafford School District","=""1340011""","Not Eligible For Lunch",4.8
"Stamford Academy District","=""2820013""","Eligible For Free Lunch",99.3
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*"
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*"
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Free Lunch",10.3
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Reduced Lunch","*"
"Stamford Charter School for Excellence District","=""2960013""","Not Eligible For Lunch","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",15.2
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",10.3
"Stamford School District","=""1350011""","Not Eligible For Lunch",8.6
"State Level","=""0000000""","Eligible For Free Lunch",17.7
"State Level","=""0000000""","Eligible For Reduced Lunch",8.2
"State Level","=""0000000""","Not Eligible For Lunch",5.3
"Sterling School District","=""1360011""","Eligible For Free Lunch",19.0
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*"
"Sterling School District","=""1360011""","Not Eligible For Lunch",4.4
"Stonington School District","=""1370011""","Eligible For Free Lunch",15.7
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",12.5
"Stonington School District","=""1370011""","Not Eligible For Lunch",4.1
"Stratford School District","=""1380011""","Eligible For Free Lunch",18.5
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",10.2
"Stratford School District","=""1380011""","Not Eligible For Lunch",8.2
"Suffield School District","=""1390011""","Eligible For Free Lunch",21.4
"Suffield School District","=""1390011""","Eligible For Reduced Lunch","*"
"Suffield School District","=""1390011""","Not Eligible For Lunch",4.3
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",8.5
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch","*"
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch","*"
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",8.9
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch",0.0
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",3.4
"Thomaston School District","=""1400011""","Eligible For Free Lunch",18.4
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch","*"
"Thomaston School District","=""1400011""","Not Eligible For Lunch",4.7
"Thompson School District","=""1410011""","Eligible For Free Lunch",9.9
"Thompson School District","=""1410011""","Eligible For Reduced Lunch","*"
"Thompson School District","=""1410011""","Not Eligible For Lunch",7.5
"Tolland School District","=""1420011""","Eligible For Free Lunch",16.2
"Tolland School District","=""1420011""","Eligible For Reduced Lunch",13.3
"Tolland School District","=""1420011""","Not Eligible For Lunch",4.0
"Torrington School District","=""1430011""","Eligible For Free Lunch",13.4
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",8.6
"Torrington School District","=""1430011""","Not Eligible For Lunch",6.7
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch",19.7
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",14.2
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",7.4
"Trumbull School District","=""1440011""","Not Eligible For Lunch",4.1
"Unified School District #1","=""3360015""","Eligible For Free Lunch",34.3
"Unified School District #2","=""3470015""","Eligible For Free Lunch",7.3
"Unified School District #2","=""3470015""","Not Eligible For Lunch","*"
"Union School District","=""1450011""","Eligible For Free Lunch","*"
"Union School District","=""1450011""","Not Eligible For Lunch","*"
"Vernon School District","=""1460011""","Eligible For Free Lunch",15.9
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",13.8
"Vernon School District","=""1460011""","Not Eligible For Lunch",6.0
"Voluntown School District","=""1470011""","Eligible For Free Lunch",0.0
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*"
"Voluntown School District","=""1470011""","Not Eligible For Lunch",3.9
"Wallingford School District","=""1480011""","Eligible For Free Lunch",11.7
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",6.3
"Wallingford School District","=""1480011""","Not Eligible For Lunch",3.8
"Waterbury School District","=""1510011""","Eligible For Free Lunch",18.0
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",6.7
"Waterbury School District","=""1510011""","Not Eligible For Lunch",14.1
"Waterford School District","=""1520011""","Eligible For Free Lunch",14.0
"Waterford School District","=""1520011""","Eligible For Reduced Lunch","*"
"Waterford School District","=""1520011""","Not Eligible For Lunch",4.1
"Watertown School District","=""1530011""","Eligible For Free Lunch",16.7
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",9.5
"Watertown School District","=""1530011""","Not Eligible For Lunch",5.5
"West Hartford School District","=""1550011""","Eligible For Free Lunch",11.8
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",5.8
"West Hartford School District","=""1550011""","Not Eligible For Lunch",3.9
"West Haven School District","=""1560011""","Eligible For Free Lunch",14.6
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",10.4
"West Haven School District","=""1560011""","Not Eligible For Lunch",6.5
"Westbrook School District","=""1540011""","Eligible For Free Lunch",7.3
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Not Eligible For Lunch",3.7
"Weston School District","=""1570011""","Eligible For Free Lunch","*"
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",4.0
"Westport School District","=""1580011""","Eligible For Free Lunch",12.1
"Westport School District","=""1580011""","Eligible For Reduced Lunch",0.0
"Westport School District","=""1580011""","Not Eligible For Lunch",2.2
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",11.5
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch","*"
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",2.5
"Willington School District","=""1600011""","Eligible For Free Lunch",9.1
"Willington School District","=""1600011""","Eligible For Reduced Lunch",0.0
"Willington School District","=""1600011""","Not Eligible For Lunch",3.4
"Wilton School District","=""1610011""","Eligible For Free Lunch",12.7
"Wilton School District","=""1610011""","Eligible For Reduced Lunch","*"
"Wilton School District","=""1610011""","Not Eligible For Lunch",4.4
"Winchester School District","=""1620011""","Eligible For Free Lunch",11.5
"Winchester School District","=""1620011""","Eligible For Reduced Lunch",0.0
"Winchester School District","=""1620011""","Not Eligible For Lunch",4.6
"Windham School District","=""1630011""","Eligible For Free Lunch",19.1
"Windham School District","=""1630011""","Eligible For Reduced Lunch",7.9
"Windham School District","=""1630011""","Not Eligible For Lunch",6.6
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",20.7
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",9.8
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.0
"Windsor School District","=""1640011""","Eligible For Free Lunch",15.6
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",7.9
"Windsor School District","=""1640011""","Not Eligible For Lunch",5.6
"Wolcott School District","=""1660011""","Eligible For Free Lunch",9.2
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",9.4
"Wolcott School District","=""1660011""","Not Eligible For Lunch",1.4
"Woodbridge School District","=""1670011""","Eligible For Free Lunch",10.7
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",4.1
"Woodstock Academy District","=""9030022""","Eligible For Free Lunch","*"
"Woodstock Academy District","=""9030022""","Eligible For Reduced Lunch","*"
"Woodstock Academy District","=""9030022""","Not Eligible For Lunch",6.1
"Woodstock School District","=""1690011""","Eligible For Free Lunch","*"
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch","*"
"Woodstock School District","=""1690011""","Not Eligible For Lunch",1.8

