"Chronic Absenteeism, 2012-13"
", Free/Reduced Price Meal Eligibility"

"District","District Code","Free/Reduced Price Meal Eligibility","% Chronically Absent"
"Seymour School District","=""1240011""","Eligible For Free Lunch",22.6
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",13.1
"Seymour School District","=""1240011""","Not Eligible For Lunch",8.7
"Sharon School District","=""1250011""","Eligible For Free Lunch","*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch",4.9
"Shelton School District","=""1260011""","Eligible For Free Lunch",26.1
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",14.7
"Shelton School District","=""1260011""","Not Eligible For Lunch",10.5
"Sherman School District","=""1270011""","Eligible For Free Lunch","*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",6.3
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch","*"
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch","*"
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch",7.2
"Simsbury School District","=""1280011""","Eligible For Free Lunch",21.8
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch",13.0
"Simsbury School District","=""1280011""","Not Eligible For Lunch",5.2
"Somers School District","=""1290011""","Eligible For Free Lunch",47.4
"Somers School District","=""1290011""","Eligible For Reduced Lunch",34.3
"Somers School District","=""1290011""","Not Eligible For Lunch",11.5
"South Windsor School District","=""1320011""","Eligible For Free Lunch",13.3
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",8.4
"South Windsor School District","=""1320011""","Not Eligible For Lunch",5.1
"Southington School District","=""1310011""","Eligible For Free Lunch",19.9
"Southington School District","=""1310011""","Eligible For Reduced Lunch",10.6
"Southington School District","=""1310011""","Not Eligible For Lunch",4.9
"Sprague School District","=""1330011""","Eligible For Free Lunch",11.1
"Sprague School District","=""1330011""","Eligible For Reduced Lunch","*"
"Sprague School District","=""1330011""","Not Eligible For Lunch",6.9
"Stafford School District","=""1340011""","Eligible For Free Lunch",13.0
"Stafford School District","=""1340011""","Eligible For Reduced Lunch","*"
"Stafford School District","=""1340011""","Not Eligible For Lunch",5.5
"Stamford Academy District","=""2820013""","Eligible For Free Lunch",97.1
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*"
"Stamford Academy District","=""2820013""","Not Eligible For Lunch","*"
"Stamford School District","=""1350011""","Eligible For Free Lunch",18.9
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",10.6
"Stamford School District","=""1350011""","Not Eligible For Lunch",11.5
"State Level","=""0000000""","Eligible For Free Lunch",20.9
"State Level","=""0000000""","Eligible For Reduced Lunch",10.4
"State Level","=""0000000""","Not Eligible For Lunch",6.9
"Sterling School District","=""1360011""","Eligible For Free Lunch",9.3
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*"
"Sterling School District","=""1360011""","Not Eligible For Lunch",3.6
"Stonington School District","=""1370011""","Eligible For Free Lunch",14.6
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",7.7
"Stonington School District","=""1370011""","Not Eligible For Lunch",4.7
"Stratford School District","=""1380011""","Eligible For Free Lunch",18.3
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",10.8
"Stratford School District","=""1380011""","Not Eligible For Lunch",9.7
"Suffield School District","=""1390011""","Eligible For Free Lunch",16.4
"Suffield School District","=""1390011""","Eligible For Reduced Lunch","*"
"Suffield School District","=""1390011""","Not Eligible For Lunch",4.7
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",8.3
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch","*"
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch",0.0
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",21.3
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch",25.0
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",10.0
"Thomaston School District","=""1400011""","Eligible For Free Lunch",13.6
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch",9.2
"Thomaston School District","=""1400011""","Not Eligible For Lunch",4.8
"Thompson School District","=""1410011""","Eligible For Free Lunch",11.2
"Thompson School District","=""1410011""","Eligible For Reduced Lunch",12.9
"Thompson School District","=""1410011""","Not Eligible For Lunch",6.7
"Tolland School District","=""1420011""","Eligible For Free Lunch",19.0
"Tolland School District","=""1420011""","Eligible For Reduced Lunch","*"
"Tolland School District","=""1420011""","Not Eligible For Lunch",5.0
"Torrington School District","=""1430011""","Eligible For Free Lunch",20.5
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",9.9
"Torrington School District","=""1430011""","Not Eligible For Lunch",10.0
"Trailblazers Academy District","=""2780013""","Eligible For Free Lunch","*"
"Trailblazers Academy District","=""2780013""","Eligible For Reduced Lunch","*"
"Trailblazers Academy District","=""2780013""","Not Eligible For Lunch","*"
"Trumbull School District","=""1440011""","Eligible For Free Lunch",10.9
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",3.4
"Trumbull School District","=""1440011""","Not Eligible For Lunch",3.7
"Unified School District #1","=""3360015""","Eligible For Free Lunch",43.0
"Unified School District #2","=""3470015""","Eligible For Free Lunch",53.1
"Unified School District #2","=""3470015""","Not Eligible For Lunch",9.7
"Union School District","=""1450011""","Eligible For Reduced Lunch","*"
"Union School District","=""1450011""","Not Eligible For Lunch",0.0
"Vernon School District","=""1460011""","Eligible For Free Lunch",13.1
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",7.9
"Vernon School District","=""1460011""","Not Eligible For Lunch",5.2
"Voluntown School District","=""1470011""","Eligible For Free Lunch","*"
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*"
"Voluntown School District","=""1470011""","Not Eligible For Lunch",8.5
"Wallingford School District","=""1480011""","Eligible For Free Lunch",19.9
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",10.8
"Wallingford School District","=""1480011""","Not Eligible For Lunch",7.9
"Waterbury School District","=""1510011""","Eligible For Free Lunch",23.1
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",10.8
"Waterbury School District","=""1510011""","Not Eligible For Lunch",10.9
"Waterford School District","=""1520011""","Eligible For Free Lunch",14.2
"Waterford School District","=""1520011""","Eligible For Reduced Lunch",9.0
"Waterford School District","=""1520011""","Not Eligible For Lunch",6.5
"Watertown School District","=""1530011""","Eligible For Free Lunch",19.9
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",9.4
"Watertown School District","=""1530011""","Not Eligible For Lunch",8.5
"West Hartford School District","=""1550011""","Eligible For Free Lunch",12.8
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",6.7
"West Hartford School District","=""1550011""","Not Eligible For Lunch",4.6
"West Haven School District","=""1560011""","Eligible For Free Lunch",21.2
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",11.2
"West Haven School District","=""1560011""","Not Eligible For Lunch",11.5
"Westbrook School District","=""1540011""","Eligible For Free Lunch",16.1
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*"
"Westbrook School District","=""1540011""","Not Eligible For Lunch",5.8
"Weston School District","=""1570011""","Eligible For Free Lunch","*"
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",7.7
"Westport School District","=""1580011""","Eligible For Free Lunch",11.2
"Westport School District","=""1580011""","Eligible For Reduced Lunch","*"
"Westport School District","=""1580011""","Not Eligible For Lunch",2.3
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",19.8
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",12.1
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",7.4
"Willington School District","=""1600011""","Eligible For Free Lunch",9.9
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*"
"Willington School District","=""1600011""","Not Eligible For Lunch",4.2
"Wilton School District","=""1610011""","Eligible For Free Lunch",13.6
"Wilton School District","=""1610011""","Eligible For Reduced Lunch","*"
"Wilton School District","=""1610011""","Not Eligible For Lunch",16.8
"Winchester School District","=""1620011""","Eligible For Free Lunch",6.1
"Winchester School District","=""1620011""","Eligible For Reduced Lunch","*"
"Winchester School District","=""1620011""","Not Eligible For Lunch",7.2
"Windham School District","=""1630011""","Eligible For Free Lunch",21.9
"Windham School District","=""1630011""","Eligible For Reduced Lunch",10.6
"Windham School District","=""1630011""","Not Eligible For Lunch",12.6
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",19.1
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",7.3
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",7.0
"Windsor School District","=""1640011""","Eligible For Free Lunch",13.9
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",9.4
"Windsor School District","=""1640011""","Not Eligible For Lunch",6.8
"Wolcott School District","=""1660011""","Eligible For Free Lunch",9.6
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",7.3
"Wolcott School District","=""1660011""","Not Eligible For Lunch",1.6
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*"
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",5.0
"Woodstock Academy District","=""9030022""","Eligible For Free Lunch","*"
"Woodstock Academy District","=""9030022""","Eligible For Reduced Lunch",14.3
"Woodstock Academy District","=""9030022""","Not Eligible For Lunch",5.9
"Woodstock School District","=""1690011""","Eligible For Free Lunch",16.0
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch","*"
"Woodstock School District","=""1690011""","Not Eligible For Lunch",3.8

