"Chronic Absenteeism, 2015-16"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"East Lyme School District","=""0450011""","Kindergarten","*"
"East Lyme School District","=""0450011""","Grade   1","*"
"East Lyme School District","=""0450011""","Grade   2",5.9
"East Lyme School District","=""0450011""","Grade   3",3.7
"East Lyme School District","=""0450011""","Grade   4","*"
"East Lyme School District","=""0450011""","Grade   5",2.9
"East Lyme School District","=""0450011""","Grade   6",3.9
"East Lyme School District","=""0450011""","Grade   7",5.0
"East Lyme School District","=""0450011""","Grade   8",6.4
"East Lyme School District","=""0450011""","Grade   9",5.1
"East Lyme School District","=""0450011""","Grade 10",3.4
"East Lyme School District","=""0450011""","Grade 11",6.2
"East Lyme School District","=""0450011""","Grade 12",7.0
"East Windsor School District","=""0470011""","Kindergarten",8.9
"East Windsor School District","=""0470011""","Grade   1",8.2
"East Windsor School District","=""0470011""","Grade   2",11.8
"East Windsor School District","=""0470011""","Grade   3",6.9
"East Windsor School District","=""0470011""","Grade   4","*"
"East Windsor School District","=""0470011""","Grade   5",9.6
"East Windsor School District","=""0470011""","Grade   6",12.7
"East Windsor School District","=""0470011""","Grade   7",20.0
"East Windsor School District","=""0470011""","Grade   8",10.7
"East Windsor School District","=""0470011""","Grade   9",12.6
"East Windsor School District","=""0470011""","Grade 10",12.8
"East Windsor School District","=""0470011""","Grade 11",17.9
"East Windsor School District","=""0470011""","Grade 12",25.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Kindergarten","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   1","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9",17.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",40.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",38.6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",45.2
"Eastford School District","=""0390011""","Kindergarten","*"
"Eastford School District","=""0390011""","Grade   1","*"
"Eastford School District","=""0390011""","Grade   2","*"
"Eastford School District","=""0390011""","Grade   3","*"
"Eastford School District","=""0390011""","Grade   4","*"
"Eastford School District","=""0390011""","Grade   5","*"
"Eastford School District","=""0390011""","Grade   6","*"
"Eastford School District","=""0390011""","Grade   7","*"
"Eastford School District","=""0390011""","Grade   8","*"
"Easton School District","=""0460011""","Kindergarten","*"
"Easton School District","=""0460011""","Grade   1","*"
"Easton School District","=""0460011""","Grade   2","*"
"Easton School District","=""0460011""","Grade   3",0.0
"Easton School District","=""0460011""","Grade   4","*"
"Easton School District","=""0460011""","Grade   5","*"
"Easton School District","=""0460011""","Grade   6","*"
"Easton School District","=""0460011""","Grade   7","*"
"Easton School District","=""0460011""","Grade   8","*"
"Education Connection","=""2420014""","Grade   2","*"
"Education Connection","=""2420014""","Grade   3","*"
"Education Connection","=""2420014""","Grade   4","*"
"Education Connection","=""2420014""","Grade   5","*"
"Education Connection","=""2420014""","Grade   6","*"
"Education Connection","=""2420014""","Grade   7","*"
"Education Connection","=""2420014""","Grade   8","*"
"Education Connection","=""2420014""","Grade   9","*"
"Education Connection","=""2420014""","Grade 10","*"
"Education Connection","=""2420014""","Grade 11","*"
"Education Connection","=""2420014""","Grade 12","*"
"Ellington School District","=""0480011""","Kindergarten","*"
"Ellington School District","=""0480011""","Grade   1","*"
"Ellington School District","=""0480011""","Grade   2",3.9
"Ellington School District","=""0480011""","Grade   3",4.5
"Ellington School District","=""0480011""","Grade   4","*"
"Ellington School District","=""0480011""","Grade   5",4.5
"Ellington School District","=""0480011""","Grade   6",3.6
"Ellington School District","=""0480011""","Grade   7",3.3
"Ellington School District","=""0480011""","Grade   8",7.0
"Ellington School District","=""0480011""","Grade   9",5.0
"Ellington School District","=""0480011""","Grade 10",4.5
"Ellington School District","=""0480011""","Grade 11",5.3
"Ellington School District","=""0480011""","Grade 12",6.0
"Elm City College Preparatory School District","=""2890013""","Kindergarten","*"
"Elm City College Preparatory School District","=""2890013""","Grade   1",10.6
"Elm City College Preparatory School District","=""2890013""","Grade   2","*"
"Elm City College Preparatory School District","=""2890013""","Grade   3","*"
"Elm City College Preparatory School District","=""2890013""","Grade   4","*"
"Elm City College Preparatory School District","=""2890013""","Grade   5","*"
"Elm City College Preparatory School District","=""2890013""","Grade   6","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8","*"
"Elm City College Preparatory School District","=""2890013""","Grade   9","*"
"Elm City College Preparatory School District","=""2890013""","Grade 10","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11","*"
"Elm City College Preparatory School District","=""2890013""","Grade 12","*"
"Elm City Montessori School District","=""2910013""","Kindergarten","*"
"Elm City Montessori School District","=""2910013""","Grade   1","*"
"Enfield School District","=""0490011""","Kindergarten",12.6
"Enfield School District","=""0490011""","Grade   1",6.7
"Enfield School District","=""0490011""","Grade   2",9.5
"Enfield School District","=""0490011""","Grade   3",6.1
"Enfield School District","=""0490011""","Grade   4",5.2
"Enfield School District","=""0490011""","Grade   5",7.2
"Enfield School District","=""0490011""","Grade   6",11.7
"Enfield School District","=""0490011""","Grade   7",13.2
"Enfield School District","=""0490011""","Grade   8",19.2
"Enfield School District","=""0490011""","Grade   9",14.5
"Enfield School District","=""0490011""","Grade 10",11.2
"Enfield School District","=""0490011""","Grade 11",18.9
"Enfield School District","=""0490011""","Grade 12",19.1
"Essex School District","=""0500011""","Kindergarten","*"
"Essex School District","=""0500011""","Grade   1","*"
"Essex School District","=""0500011""","Grade   2","*"
"Essex School District","=""0500011""","Grade   3","*"
"Essex School District","=""0500011""","Grade   4",0.0
"Essex School District","=""0500011""","Grade   5",0.0
"Essex School District","=""0500011""","Grade   6","*"
"Explorations District","=""2720013""","Grade   9",31.8
"Explorations District","=""2720013""","Grade 10","*"
"Explorations District","=""2720013""","Grade 11","*"
"Explorations District","=""2720013""","Grade 12",38.1
"Fairfield School District","=""0510011""","Kindergarten",4.8
"Fairfield School District","=""0510011""","Grade   1",2.2
"Fairfield School District","=""0510011""","Grade   2",2.5
"Fairfield School District","=""0510011""","Grade   3",2.0
"Fairfield School District","=""0510011""","Grade   4",2.4
"Fairfield School District","=""0510011""","Grade   5",3.7
"Fairfield School District","=""0510011""","Grade   6",2.6
"Fairfield School District","=""0510011""","Grade   7",3.7
"Fairfield School District","=""0510011""","Grade   8",3.4
"Fairfield School District","=""0510011""","Grade   9",5.7
"Fairfield School District","=""0510011""","Grade 10",5.2
"Fairfield School District","=""0510011""","Grade 11",5.6
"Fairfield School District","=""0510011""","Grade 12",6.0
"Farmington School District","=""0520011""","Kindergarten",4.2
"Farmington School District","=""0520011""","Grade   1",4.6
"Farmington School District","=""0520011""","Grade   2",2.8
"Farmington School District","=""0520011""","Grade   3",3.2
"Farmington School District","=""0520011""","Grade   4",2.1
"Farmington School District","=""0520011""","Grade   5",3.2
"Farmington School District","=""0520011""","Grade   6",3.7
"Farmington School District","=""0520011""","Grade   7",3.6
"Farmington School District","=""0520011""","Grade   8",5.4
"Farmington School District","=""0520011""","Grade   9","*"
"Farmington School District","=""0520011""","Grade 10",5.3
"Farmington School District","=""0520011""","Grade 11",5.4
"Farmington School District","=""0520011""","Grade 12",13.1
"Franklin School District","=""0530011""","Kindergarten","*"
"Franklin School District","=""0530011""","Grade   1","*"
"Franklin School District","=""0530011""","Grade   2","*"
"Franklin School District","=""0530011""","Grade   3","*"
"Franklin School District","=""0530011""","Grade   4","*"
"Franklin School District","=""0530011""","Grade   5","*"
"Franklin School District","=""0530011""","Grade   6","*"
"Franklin School District","=""0530011""","Grade   7","*"
"Franklin School District","=""0530011""","Grade   8","*"
"Franklin School District","=""0530011""","Grade 11","*"
"Franklin School District","=""0530011""","Grade 12","*"
"Glastonbury School District","=""0540011""","Kindergarten",2.1
"Glastonbury School District","=""0540011""","Grade   1","*"
"Glastonbury School District","=""0540011""","Grade   2",1.5
"Glastonbury School District","=""0540011""","Grade   3",1.9
"Glastonbury School District","=""0540011""","Grade   4",2.0
"Glastonbury School District","=""0540011""","Grade   5",2.4
"Glastonbury School District","=""0540011""","Grade   6",2.3
"Glastonbury School District","=""0540011""","Grade   7",1.1
"Glastonbury School District","=""0540011""","Grade   8",2.9
"Glastonbury School District","=""0540011""","Grade   9",2.7
"Glastonbury School District","=""0540011""","Grade 10",5.1
"Glastonbury School District","=""0540011""","Grade 11",4.4
"Glastonbury School District","=""0540011""","Grade 12",4.3
"Granby School District","=""0560011""","Kindergarten","*"
"Granby School District","=""0560011""","Grade   1","*"
"Granby School District","=""0560011""","Grade   2",8.6
"Granby School District","=""0560011""","Grade   3","*"
"Granby School District","=""0560011""","Grade   4","*"
"Granby School District","=""0560011""","Grade   5",5.6
"Granby School District","=""0560011""","Grade   6",5.1
"Granby School District","=""0560011""","Grade   7",5.3
"Granby School District","=""0560011""","Grade   8",6.4
"Granby School District","=""0560011""","Grade   9",3.4
"Granby School District","=""0560011""","Grade 10",5.8
"Granby School District","=""0560011""","Grade 11",7.6
"Granby School District","=""0560011""","Grade 12",6.3
"Great Oaks Charter School District","=""2940013""","Grade   6",14.2
"Great Oaks Charter School District","=""2940013""","Grade   7",16.0
"Greenwich School District","=""0570011""","Kindergarten",4.1
"Greenwich School District","=""0570011""","Grade   1",2.1
"Greenwich School District","=""0570011""","Grade   2",1.8
"Greenwich School District","=""0570011""","Grade   3",1.1
"Greenwich School District","=""0570011""","Grade   4",1.9
"Greenwich School District","=""0570011""","Grade   5",2.0
"Greenwich School District","=""0570011""","Grade   6",1.9
"Greenwich School District","=""0570011""","Grade   7",2.0
"Greenwich School District","=""0570011""","Grade   8",3.0
"Greenwich School District","=""0570011""","Grade   9",5.1
"Greenwich School District","=""0570011""","Grade 10",4.5
"Greenwich School District","=""0570011""","Grade 11",8.3
"Greenwich School District","=""0570011""","Grade 12",11.9
"Griswold School District","=""0580011""","Kindergarten",7.7
"Griswold School District","=""0580011""","Grade   1",4.7
"Griswold School District","=""0580011""","Grade   2",5.5
"Griswold School District","=""0580011""","Grade   3","*"
"Griswold School District","=""0580011""","Grade   4","*"
"Griswold School District","=""0580011""","Grade   5",4.8
"Griswold School District","=""0580011""","Grade   6",9.6
"Griswold School District","=""0580011""","Grade   7",9.5
"Griswold School District","=""0580011""","Grade   8",12.1
"Griswold School District","=""0580011""","Grade   9",13.8
"Griswold School District","=""0580011""","Grade 10",12.7
"Griswold School District","=""0580011""","Grade 11",13.5
"Griswold School District","=""0580011""","Grade 12",17.9
"Groton School District","=""0590011""","Kindergarten",9.6
"Groton School District","=""0590011""","Grade   1",9.1
"Groton School District","=""0590011""","Grade   2",3.5
"Groton School District","=""0590011""","Grade   3",7.5
"Groton School District","=""0590011""","Grade   4",5.4
"Groton School District","=""0590011""","Grade   5",6.5
"Groton School District","=""0590011""","Grade   6",12.4
"Groton School District","=""0590011""","Grade   7",9.7
"Groton School District","=""0590011""","Grade   8",8.9
"Groton School District","=""0590011""","Grade   9",17.2
"Groton School District","=""0590011""","Grade 10",14.6
"Groton School District","=""0590011""","Grade 11",13.4
"Groton School District","=""0590011""","Grade 12",34.6
"Guilford School District","=""0600011""","Kindergarten",2.7
"Guilford School District","=""0600011""","Grade   1",4.4
"Guilford School District","=""0600011""","Grade   2",2.8
"Guilford School District","=""0600011""","Grade   3",3.4
"Guilford School District","=""0600011""","Grade   4",4.1
"Guilford School District","=""0600011""","Grade   5",4.7
"Guilford School District","=""0600011""","Grade   6",7.0
"Guilford School District","=""0600011""","Grade   7",4.5
"Guilford School District","=""0600011""","Grade   8",7.8
"Guilford School District","=""0600011""","Grade   9",2.5
"Guilford School District","=""0600011""","Grade 10",5.1
"Guilford School District","=""0600011""","Grade 11",3.4
"Guilford School District","=""0600011""","Grade 12",6.9
"Hamden School District","=""0620011""","Kindergarten",10.2
"Hamden School District","=""0620011""","Grade   1",9.7
"Hamden School District","=""0620011""","Grade   2",7.8
"Hamden School District","=""0620011""","Grade   3",6.1
"Hamden School District","=""0620011""","Grade   4",7.6
"Hamden School District","=""0620011""","Grade   5",5.5
"Hamden School District","=""0620011""","Grade   6",8.9
"Hamden School District","=""0620011""","Grade   7",14.0
"Hamden School District","=""0620011""","Grade   8",20.6
"Hamden School District","=""0620011""","Grade   9",26.2
"Hamden School District","=""0620011""","Grade 10",28.9
"Hamden School District","=""0620011""","Grade 11",34.9
"Hamden School District","=""0620011""","Grade 12",53.0
"Hampton School District","=""0630011""","Kindergarten","*"
"Hampton School District","=""0630011""","Grade   1","*"
"Hampton School District","=""0630011""","Grade   2","*"
"Hampton School District","=""0630011""","Grade   3","*"
"Hampton School District","=""0630011""","Grade   4","*"
"Hampton School District","=""0630011""","Grade   5","*"
"Hampton School District","=""0630011""","Grade   6","*"
"Hartford School District","=""0640011""","Kindergarten",22.5
"Hartford School District","=""0640011""","Grade   1",20.1
"Hartford School District","=""0640011""","Grade   2",16.3
"Hartford School District","=""0640011""","Grade   3",17.4
"Hartford School District","=""0640011""","Grade   4",15.4
"Hartford School District","=""0640011""","Grade   5",15.3
"Hartford School District","=""0640011""","Grade   6",17.2
"Hartford School District","=""0640011""","Grade   7",18.2
"Hartford School District","=""0640011""","Grade   8",19.2
"Hartford School District","=""0640011""","Grade   9",33.6
"Hartford School District","=""0640011""","Grade 10",29.0
"Hartford School District","=""0640011""","Grade 11",34.7
"Hartford School District","=""0640011""","Grade 12",36.7
"Hartland School District","=""0650011""","Kindergarten","*"
"Hartland School District","=""0650011""","Grade   1","*"
"Hartland School District","=""0650011""","Grade   2","*"
"Hartland School District","=""0650011""","Grade   3","*"
"Hartland School District","=""0650011""","Grade   4","*"
"Hartland School District","=""0650011""","Grade   5","*"
"Hartland School District","=""0650011""","Grade   6","*"
"Hartland School District","=""0650011""","Grade   7",0.0
"Hartland School District","=""0650011""","Grade   8","*"
"Hebron School District","=""0670011""","Kindergarten","*"
"Hebron School District","=""0670011""","Grade   1",0.0
"Hebron School District","=""0670011""","Grade   2",0.0
"Hebron School District","=""0670011""","Grade   3",0.0
"Hebron School District","=""0670011""","Grade   4","*"
"Hebron School District","=""0670011""","Grade   5","*"
"Hebron School District","=""0670011""","Grade   6","*"
"Highville Charter School District","=""2860013""","Kindergarten","*"
"Highville Charter School District","=""2860013""","Grade   1","*"
"Highville Charter School District","=""2860013""","Grade   2","*"
"Highville Charter School District","=""2860013""","Grade   3","*"
"Highville Charter School District","=""2860013""","Grade   4","*"
"Highville Charter School District","=""2860013""","Grade   5","*"
"Highville Charter School District","=""2860013""","Grade   6","*"
"Highville Charter School District","=""2860013""","Grade   7","*"
"Highville Charter School District","=""2860013""","Grade   8","*"
"Highville Charter School District","=""2860013""","Grade   9","*"
"Highville Charter School District","=""2860013""","Grade 10","*"
"Highville Charter School District","=""2860013""","Grade 11","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten","*"
"Integrated Day Charter School District","=""2640013""","Grade   1","*"
"Integrated Day Charter School District","=""2640013""","Grade   2",0.0
"Integrated Day Charter School District","=""2640013""","Grade   3","*"
"Integrated Day Charter School District","=""2640013""","Grade   4",0.0
"Integrated Day Charter School District","=""2640013""","Grade   5","*"
"Integrated Day Charter School District","=""2640013""","Grade   6","*"
"Integrated Day Charter School District","=""2640013""","Grade   7","*"
"Integrated Day Charter School District","=""2640013""","Grade   8","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7",10.6
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8",8.1
"Jumoke Academy District","=""2610013""","Kindergarten",9.7
"Jumoke Academy District","=""2610013""","Grade   1",10.4
"Jumoke Academy District","=""2610013""","Grade   2",8.0
"Jumoke Academy District","=""2610013""","Grade   3","*"
"Jumoke Academy District","=""2610013""","Grade   4","*"
"Jumoke Academy District","=""2610013""","Grade   5","*"
"Jumoke Academy District","=""2610013""","Grade   6","*"
"Jumoke Academy District","=""2610013""","Grade   7",9.7
"Jumoke Academy District","=""2610013""","Grade   8",9.3
"Jumoke Academy District","=""2610013""","Grade   9","*"
"Jumoke Academy District","=""2610013""","Grade 10","*"
"Jumoke Academy District","=""2610013""","Grade 11","*"
"Jumoke Academy District","=""2610013""","Grade 12","*"
"Kent School District","=""0680011""","Kindergarten","*"
"Kent School District","=""0680011""","Grade   1","*"
"Kent School District","=""0680011""","Grade   2",0.0
"Kent School District","=""0680011""","Grade   3",0.0
"Kent School District","=""0680011""","Grade   4","*"
"Kent School District","=""0680011""","Grade   5","*"
"Kent School District","=""0680011""","Grade   6","*"
"Kent School District","=""0680011""","Grade   7","*"
"Kent School District","=""0680011""","Grade   8",0.0
"Killingly School District","=""0690011""","Kindergarten",10.2
"Killingly School District","=""0690011""","Grade   1",9.8
"Killingly School District","=""0690011""","Grade   2",4.1
"Killingly School District","=""0690011""","Grade   3","*"
"Killingly School District","=""0690011""","Grade   4","*"
"Killingly School District","=""0690011""","Grade   5",8.4
"Killingly School District","=""0690011""","Grade   6",11.8
"Killingly School District","=""0690011""","Grade   7",6.5
"Killingly School District","=""0690011""","Grade   8",12.6
"Killingly School District","=""0690011""","Grade   9",12.7
"Killingly School District","=""0690011""","Grade 10",17.8
"Killingly School District","=""0690011""","Grade 11",13.3
"Killingly School District","=""0690011""","Grade 12",31.3
"Learn","=""2450014""","Kindergarten",13.7
"Learn","=""2450014""","Grade   1",9.3
"Learn","=""2450014""","Grade   2",10.3
"Learn","=""2450014""","Grade   3","*"
"Learn","=""2450014""","Grade   4","*"
"Learn","=""2450014""","Grade   5","*"
"Learn","=""2450014""","Grade   6","*"
"Learn","=""2450014""","Grade   7",13.5
"Learn","=""2450014""","Grade   8","*"
"Learn","=""2450014""","Grade   9",8.5
"Learn","=""2450014""","Grade 10",9.7
"Learn","=""2450014""","Grade 11",10.7
"Learn","=""2450014""","Grade 12",15.4
"Lebanon School District","=""0710011""","Kindergarten","*"
"Lebanon School District","=""0710011""","Grade   1","*"
"Lebanon School District","=""0710011""","Grade   2","*"
"Lebanon School District","=""0710011""","Grade   3","*"
"Lebanon School District","=""0710011""","Grade   4","*"
"Lebanon School District","=""0710011""","Grade   5","*"
"Lebanon School District","=""0710011""","Grade   6","*"
"Lebanon School District","=""0710011""","Grade   7",7.4
"Lebanon School District","=""0710011""","Grade   8","*"
"Lebanon School District","=""0710011""","Grade   9","*"
"Lebanon School District","=""0710011""","Grade 10",14.6
"Lebanon School District","=""0710011""","Grade 11",9.4
"Lebanon School District","=""0710011""","Grade 12",18.5
"Ledyard School District","=""0720011""","Kindergarten",4.9
"Ledyard School District","=""0720011""","Grade   1",5.0
"Ledyard School District","=""0720011""","Grade   2",7.9
"Ledyard School District","=""0720011""","Grade   3",5.7
"Ledyard School District","=""0720011""","Grade   4","*"
"Ledyard School District","=""0720011""","Grade   5","*"
"Ledyard School District","=""0720011""","Grade   6",4.7
"Ledyard School District","=""0720011""","Grade   7","*"
"Ledyard School District","=""0720011""","Grade   8",6.3
"Ledyard School District","=""0720011""","Grade   9",8.0
"Ledyard School District","=""0720011""","Grade 10",6.6
"Ledyard School District","=""0720011""","Grade 11",10.6
"Ledyard School District","=""0720011""","Grade 12",21.5
"Lisbon School District","=""0730011""","Kindergarten","*"
"Lisbon School District","=""0730011""","Grade   1",0.0
"Lisbon School District","=""0730011""","Grade   2","*"
"Lisbon School District","=""0730011""","Grade   3",0.0
"Lisbon School District","=""0730011""","Grade   4",0.0
"Lisbon School District","=""0730011""","Grade   5","*"
"Lisbon School District","=""0730011""","Grade   6","*"
"Lisbon School District","=""0730011""","Grade   7",11.8
"Lisbon School District","=""0730011""","Grade   8","*"
"Lisbon School District","=""0730011""","Grade   9","*"
"Lisbon School District","=""0730011""","Grade 10","*"
"Lisbon School District","=""0730011""","Grade 12","*"
"Litchfield School District","=""0740011""","Kindergarten",18.3
"Litchfield School District","=""0740011""","Grade   1",17.4
"Litchfield School District","=""0740011""","Grade   2",12.5
"Litchfield School District","=""0740011""","Grade   3","*"
"Litchfield School District","=""0740011""","Grade   4","*"
"Litchfield School District","=""0740011""","Grade   5","*"
"Litchfield School District","=""0740011""","Grade   6","*"
"Litchfield School District","=""0740011""","Grade   7","*"
"Litchfield School District","=""0740011""","Grade   8","*"
"Litchfield School District","=""0740011""","Grade   9","*"
"Litchfield School District","=""0740011""","Grade 10","*"
"Litchfield School District","=""0740011""","Grade 11",19.0
"Litchfield School District","=""0740011""","Grade 12",14.9
"Madison School District","=""0760011""","Kindergarten","*"
"Madison School District","=""0760011""","Grade   1",0.0
"Madison School District","=""0760011""","Grade   2","*"
"Madison School District","=""0760011""","Grade   3","*"
"Madison School District","=""0760011""","Grade   4","*"
"Madison School District","=""0760011""","Grade   5",3.9
"Madison School District","=""0760011""","Grade   6","*"
"Madison School District","=""0760011""","Grade   7",3.7
"Madison School District","=""0760011""","Grade   8",3.5
"Madison School District","=""0760011""","Grade   9","*"
"Madison School District","=""0760011""","Grade 10","*"
"Madison School District","=""0760011""","Grade 11","*"
"Madison School District","=""0760011""","Grade 12",2.3
"Manchester School District","=""0770011""","Kindergarten",12.4
"Manchester School District","=""0770011""","Grade   1",9.7
"Manchester School District","=""0770011""","Grade   2",5.2
"Manchester School District","=""0770011""","Grade   3",7.5
"Manchester School District","=""0770011""","Grade   4",7.2
"Manchester School District","=""0770011""","Grade   5",7.3
"Manchester School District","=""0770011""","Grade   6",12.8
"Manchester School District","=""0770011""","Grade   7",11.0
"Manchester School District","=""0770011""","Grade   8",14.5
"Manchester School District","=""0770011""","Grade   9",22.9
"Manchester School District","=""0770011""","Grade 10",25.8
"Manchester School District","=""0770011""","Grade 11",28.9
"Manchester School District","=""0770011""","Grade 12",31.1
"Mansfield School District","=""0780011""","Kindergarten",6.4
"Mansfield School District","=""0780011""","Grade   1",4.9
"Mansfield School District","=""0780011""","Grade   2",7.3
"Mansfield School District","=""0780011""","Grade   3","*"
"Mansfield School District","=""0780011""","Grade   4",6.4
"Mansfield School District","=""0780011""","Grade   5","*"
"Mansfield School District","=""0780011""","Grade   6","*"
"Mansfield School District","=""0780011""","Grade   7",6.9
"Mansfield School District","=""0780011""","Grade   8",6.5
"Marlborough School District","=""0790011""","Kindergarten","*"
"Marlborough School District","=""0790011""","Grade   1","*"
"Marlborough School District","=""0790011""","Grade   2","*"
"Marlborough School District","=""0790011""","Grade   3","*"
"Marlborough School District","=""0790011""","Grade   4","*"
"Marlborough School District","=""0790011""","Grade   5","*"
"Marlborough School District","=""0790011""","Grade   6","*"
"Meriden School District","=""0800011""","Kindergarten",12.5
"Meriden School District","=""0800011""","Grade   1",8.6
"Meriden School District","=""0800011""","Grade   2",7.1
"Meriden School District","=""0800011""","Grade   3",6.2
"Meriden School District","=""0800011""","Grade   4",7.7
"Meriden School District","=""0800011""","Grade   5",5.7
"Meriden School District","=""0800011""","Grade   6",13.1
"Meriden School District","=""0800011""","Grade   7",13.4
"Meriden School District","=""0800011""","Grade   8",17.9
"Meriden School District","=""0800011""","Grade   9",23.2
"Meriden School District","=""0800011""","Grade 10",20.9
"Meriden School District","=""0800011""","Grade 11",15.1
"Meriden School District","=""0800011""","Grade 12",20.2
"Middletown School District","=""0830011""","Kindergarten",4.6
"Middletown School District","=""0830011""","Grade   1",3.8
"Middletown School District","=""0830011""","Grade   2",5.5
"Middletown School District","=""0830011""","Grade   3",2.9
"Middletown School District","=""0830011""","Grade   4",3.6
"Middletown School District","=""0830011""","Grade   5",3.9
"Middletown School District","=""0830011""","Grade   6",10.3
"Middletown School District","=""0830011""","Grade   7",8.4
"Middletown School District","=""0830011""","Grade   8",6.3
"Middletown School District","=""0830011""","Grade   9",17.8
"Middletown School District","=""0830011""","Grade 10",13.7
"Middletown School District","=""0830011""","Grade 11",16.6
"Middletown School District","=""0830011""","Grade 12",24.6
"Milford School District","=""0840011""","Kindergarten",6.8
"Milford School District","=""0840011""","Grade   1",4.1
"Milford School District","=""0840011""","Grade   2",3.6
"Milford School District","=""0840011""","Grade   3",5.2
"Milford School District","=""0840011""","Grade   4",1.4
"Milford School District","=""0840011""","Grade   5",4.1
"Milford School District","=""0840011""","Grade   6",4.6
"Milford School District","=""0840011""","Grade   7",4.0
"Milford School District","=""0840011""","Grade   8",6.9
"Milford School District","=""0840011""","Grade   9",7.7
"Milford School District","=""0840011""","Grade 10",10.2
"Milford School District","=""0840011""","Grade 11",12.8
"Milford School District","=""0840011""","Grade 12",21.9
"Monroe School District","=""0850011""","Kindergarten","*"
"Monroe School District","=""0850011""","Grade   1","*"
"Monroe School District","=""0850011""","Grade   2","*"
"Monroe School District","=""0850011""","Grade   3","*"
"Monroe School District","=""0850011""","Grade   4","*"
"Monroe School District","=""0850011""","Grade   5","*"
"Monroe School District","=""0850011""","Grade   6",2.2
"Monroe School District","=""0850011""","Grade   7",3.9
"Monroe School District","=""0850011""","Grade   8",5.9
"Monroe School District","=""0850011""","Grade   9",4.1
"Monroe School District","=""0850011""","Grade 10","*"
"Monroe School District","=""0850011""","Grade 11",3.2
"Monroe School District","=""0850011""","Grade 12",3.5
"Montville School District","=""0860011""","Kindergarten",4.4
"Montville School District","=""0860011""","Grade   1","*"
"Montville School District","=""0860011""","Grade   2","*"
"Montville School District","=""0860011""","Grade   3",3.5
"Montville School District","=""0860011""","Grade   4","*"
"Montville School District","=""0860011""","Grade   5","*"
"Montville School District","=""0860011""","Grade   6",4.7
"Montville School District","=""0860011""","Grade   7",3.4
"Montville School District","=""0860011""","Grade   8",12.1
"Montville School District","=""0860011""","Grade   9",12.3
"Montville School District","=""0860011""","Grade 10",6.9
"Montville School District","=""0860011""","Grade 11",15.4
"Montville School District","=""0860011""","Grade 12",13.1
"Naugatuck School District","=""0880011""","Kindergarten",9.6
"Naugatuck School District","=""0880011""","Grade   1",6.5
"Naugatuck School District","=""0880011""","Grade   2",7.6
"Naugatuck School District","=""0880011""","Grade   3",6.3
"Naugatuck School District","=""0880011""","Grade   4",4.7
"Naugatuck School District","=""0880011""","Grade   5",6.2
"Naugatuck School District","=""0880011""","Grade   6",8.6
"Naugatuck School District","=""0880011""","Grade   7",12.2
"Naugatuck School District","=""0880011""","Grade   8",11.4
"Naugatuck School District","=""0880011""","Grade   9",10.0
"Naugatuck School District","=""0880011""","Grade 10",20.8
"Naugatuck School District","=""0880011""","Grade 11",21.5
"Naugatuck School District","=""0880011""","Grade 12",22.4
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten",9.2
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6",17.6
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7",0.0
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8","*"
"New Britain School District","=""0890011""","Kindergarten",16.8
