"Chronic Absenteeism, 2011-12"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   2","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   3","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   4","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   5","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   6","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   7","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   8","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade   9",20.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 10",16.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 11",17.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Grade 12",20.5
"Eastford School District","=""0390011""","Kindergarten","*"
"Eastford School District","=""0390011""","Grade   1","*"
"Eastford School District","=""0390011""","Grade   2","*"
"Eastford School District","=""0390011""","Grade   3","*"
"Eastford School District","=""0390011""","Grade   4","*"
"Eastford School District","=""0390011""","Grade   5","*"
"Eastford School District","=""0390011""","Grade   6","*"
"Eastford School District","=""0390011""","Grade   7","*"
"Eastford School District","=""0390011""","Grade   8","*"
"Eastford School District","=""0390011""","Grade 11","*"
"Easton School District","=""0460011""","Kindergarten","*"
"Easton School District","=""0460011""","Grade   1","*"
"Easton School District","=""0460011""","Grade   2",6.6
"Easton School District","=""0460011""","Grade   3","*"
"Easton School District","=""0460011""","Grade   4","*"
"Easton School District","=""0460011""","Grade   5",5.6
"Easton School District","=""0460011""","Grade   6","*"
"Easton School District","=""0460011""","Grade   7","*"
"Easton School District","=""0460011""","Grade   8","*"
"Education Connection","=""2420014""","Grade   1","*"
"Education Connection","=""2420014""","Grade   4","*"
"Education Connection","=""2420014""","Grade   5","*"
"Education Connection","=""2420014""","Grade   6","*"
"Education Connection","=""2420014""","Grade   7","*"
"Education Connection","=""2420014""","Grade   8","*"
"Education Connection","=""2420014""","Grade   9","*"
"Education Connection","=""2420014""","Grade 10","*"
"Education Connection","=""2420014""","Grade 11","*"
"Education Connection","=""2420014""","Grade 12","*"
"Ellington School District","=""0480011""","Kindergarten",6.1
"Ellington School District","=""0480011""","Grade   1",3.3
"Ellington School District","=""0480011""","Grade   2","*"
"Ellington School District","=""0480011""","Grade   3",4.4
"Ellington School District","=""0480011""","Grade   4","*"
"Ellington School District","=""0480011""","Grade   5","*"
"Ellington School District","=""0480011""","Grade   6",4.4
"Ellington School District","=""0480011""","Grade   7",6.6
"Ellington School District","=""0480011""","Grade   8",10.4
"Ellington School District","=""0480011""","Grade   9",5.2
"Ellington School District","=""0480011""","Grade 10",3.6
"Ellington School District","=""0480011""","Grade 11",4.6
"Ellington School District","=""0480011""","Grade 12",4.6
"Elm City College Preparatory School District","=""2890013""","Kindergarten","*"
"Elm City College Preparatory School District","=""2890013""","Grade   1","*"
"Elm City College Preparatory School District","=""2890013""","Grade   2",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   3",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   4",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   5",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   6","*"
"Elm City College Preparatory School District","=""2890013""","Grade   7","*"
"Elm City College Preparatory School District","=""2890013""","Grade   8",0.0
"Elm City College Preparatory School District","=""2890013""","Grade   9",0.0
"Elm City College Preparatory School District","=""2890013""","Grade 10","*"
"Elm City College Preparatory School District","=""2890013""","Grade 11","*"
"Elm City College Preparatory School District","=""2890013""","Grade 12","*"
"Enfield School District","=""0490011""","Kindergarten",14.1
"Enfield School District","=""0490011""","Grade   1",8.6
"Enfield School District","=""0490011""","Grade   2",6.3
"Enfield School District","=""0490011""","Grade   3",6.4
"Enfield School District","=""0490011""","Grade   4",7.5
"Enfield School District","=""0490011""","Grade   5",7.4
"Enfield School District","=""0490011""","Grade   6",11.5
"Enfield School District","=""0490011""","Grade   7",15.3
"Enfield School District","=""0490011""","Grade   8",16.0
"Enfield School District","=""0490011""","Grade   9",16.3
"Enfield School District","=""0490011""","Grade 10",12.0
"Enfield School District","=""0490011""","Grade 11",15.2
"Enfield School District","=""0490011""","Grade 12",14.3
"Essex School District","=""0500011""","Kindergarten","*"
"Essex School District","=""0500011""","Grade   1",0.0
"Essex School District","=""0500011""","Grade   2","*"
"Essex School District","=""0500011""","Grade   3","*"
"Essex School District","=""0500011""","Grade   4","*"
"Essex School District","=""0500011""","Grade   5","*"
"Essex School District","=""0500011""","Grade   6",6.3
"Explorations District","=""2720013""","Grade   9","*"
"Explorations District","=""2720013""","Grade 10",28.6
"Explorations District","=""2720013""","Grade 11","*"
"Explorations District","=""2720013""","Grade 12","*"
"Fairfield School District","=""0510011""","Kindergarten",3.5
"Fairfield School District","=""0510011""","Grade   1",3.2
"Fairfield School District","=""0510011""","Grade   2",2.4
"Fairfield School District","=""0510011""","Grade   3",2.2
"Fairfield School District","=""0510011""","Grade   4",1.7
"Fairfield School District","=""0510011""","Grade   5",3.4
"Fairfield School District","=""0510011""","Grade   6",5.9
"Fairfield School District","=""0510011""","Grade   7",6.9
"Fairfield School District","=""0510011""","Grade   8",8.5
"Fairfield School District","=""0510011""","Grade   9",6.5
"Fairfield School District","=""0510011""","Grade 10",6.4
"Fairfield School District","=""0510011""","Grade 11",8.1
"Fairfield School District","=""0510011""","Grade 12",8.9
"Farmington School District","=""0520011""","Kindergarten",7.1
"Farmington School District","=""0520011""","Grade   1","*"
"Farmington School District","=""0520011""","Grade   2",2.6
"Farmington School District","=""0520011""","Grade   3",3.1
"Farmington School District","=""0520011""","Grade   4",3.9
"Farmington School District","=""0520011""","Grade   5",4.2
"Farmington School District","=""0520011""","Grade   6",4.3
"Farmington School District","=""0520011""","Grade   7",5.4
"Farmington School District","=""0520011""","Grade   8",6.2
"Farmington School District","=""0520011""","Grade   9",4.4
"Farmington School District","=""0520011""","Grade 10",4.1
"Farmington School District","=""0520011""","Grade 11",11.0
"Farmington School District","=""0520011""","Grade 12",13.5
"Franklin School District","=""0530011""","Kindergarten","*"
"Franklin School District","=""0530011""","Grade   1",0.0
"Franklin School District","=""0530011""","Grade   2","*"
"Franklin School District","=""0530011""","Grade   3","*"
"Franklin School District","=""0530011""","Grade   4","*"
"Franklin School District","=""0530011""","Grade   5","*"
"Franklin School District","=""0530011""","Grade   6","*"
"Franklin School District","=""0530011""","Grade   7","*"
"Franklin School District","=""0530011""","Grade   8",0.0
"Franklin School District","=""0530011""","Grade   9","*"
"Franklin School District","=""0530011""","Grade 10","*"
"Franklin School District","=""0530011""","Grade 12","*"
"Glastonbury School District","=""0540011""","Kindergarten",4.4
"Glastonbury School District","=""0540011""","Grade   1",4.0
"Glastonbury School District","=""0540011""","Grade   2",3.1
"Glastonbury School District","=""0540011""","Grade   3",1.6
"Glastonbury School District","=""0540011""","Grade   4",1.1
"Glastonbury School District","=""0540011""","Grade   5",2.6
"Glastonbury School District","=""0540011""","Grade   6",2.7
"Glastonbury School District","=""0540011""","Grade   7",3.1
"Glastonbury School District","=""0540011""","Grade   8",4.3
"Glastonbury School District","=""0540011""","Grade   9",4.4
"Glastonbury School District","=""0540011""","Grade 10",3.4
"Glastonbury School District","=""0540011""","Grade 11",3.9
"Glastonbury School District","=""0540011""","Grade 12",5.7
"Granby School District","=""0560011""","Kindergarten",5.2
"Granby School District","=""0560011""","Grade   1",5.6
"Granby School District","=""0560011""","Grade   2",5.9
"Granby School District","=""0560011""","Grade   3",4.7
"Granby School District","=""0560011""","Grade   4","*"
"Granby School District","=""0560011""","Grade   5","*"
"Granby School District","=""0560011""","Grade   6","*"
"Granby School District","=""0560011""","Grade   7",8.5
"Granby School District","=""0560011""","Grade   8",6.3
"Granby School District","=""0560011""","Grade   9",3.7
"Granby School District","=""0560011""","Grade 10",3.8
"Granby School District","=""0560011""","Grade 11","*"
"Granby School District","=""0560011""","Grade 12",6.7
"Greenwich School District","=""0570011""","Kindergarten",7.1
"Greenwich School District","=""0570011""","Grade   1",4.9
"Greenwich School District","=""0570011""","Grade   2",4.2
"Greenwich School District","=""0570011""","Grade   3",2.5
"Greenwich School District","=""0570011""","Grade   4",3.6
"Greenwich School District","=""0570011""","Grade   5",5.2
"Greenwich School District","=""0570011""","Grade   6",7.0
"Greenwich School District","=""0570011""","Grade   7",4.4
"Greenwich School District","=""0570011""","Grade   8",9.1
"Greenwich School District","=""0570011""","Grade   9",4.3
"Greenwich School District","=""0570011""","Grade 10",6.0
"Greenwich School District","=""0570011""","Grade 11",6.9
"Greenwich School District","=""0570011""","Grade 12",9.3
"Griswold School District","=""0580011""","Kindergarten",5.7
"Griswold School District","=""0580011""","Grade   1",5.8
"Griswold School District","=""0580011""","Grade   2",5.9
"Griswold School District","=""0580011""","Grade   3",5.8
"Griswold School District","=""0580011""","Grade   4",9.8
"Griswold School District","=""0580011""","Grade   5",10.1
"Griswold School District","=""0580011""","Grade   6",8.6
"Griswold School District","=""0580011""","Grade   7",10.0
"Griswold School District","=""0580011""","Grade   8",13.0
"Griswold School District","=""0580011""","Grade   9",18.1
"Griswold School District","=""0580011""","Grade 10",16.3
"Griswold School District","=""0580011""","Grade 11",15.8
"Griswold School District","=""0580011""","Grade 12",19.4
"Groton School District","=""0590011""","Kindergarten",14.7
"Groton School District","=""0590011""","Grade   1",10.5
"Groton School District","=""0590011""","Grade   2",6.7
"Groton School District","=""0590011""","Grade   3",6.5
"Groton School District","=""0590011""","Grade   4",6.6
"Groton School District","=""0590011""","Grade   5",7.1
"Groton School District","=""0590011""","Grade   6",10.8
"Groton School District","=""0590011""","Grade   7",9.6
"Groton School District","=""0590011""","Grade   8",11.1
"Groton School District","=""0590011""","Grade   9",21.4
"Groton School District","=""0590011""","Grade 10",21.6
"Groton School District","=""0590011""","Grade 11",22.4
"Groton School District","=""0590011""","Grade 12",32.1
"Guilford School District","=""0600011""","Kindergarten",4.5
"Guilford School District","=""0600011""","Grade   1",2.7
"Guilford School District","=""0600011""","Grade   2",3.1
"Guilford School District","=""0600011""","Grade   3",2.1
"Guilford School District","=""0600011""","Grade   4",3.7
"Guilford School District","=""0600011""","Grade   5",3.7
"Guilford School District","=""0600011""","Grade   6",5.4
"Guilford School District","=""0600011""","Grade   7",7.7
"Guilford School District","=""0600011""","Grade   8",8.4
"Guilford School District","=""0600011""","Grade   9",8.5
"Guilford School District","=""0600011""","Grade 10",8.6
"Guilford School District","=""0600011""","Grade 11",7.6
"Guilford School District","=""0600011""","Grade 12",15.4
"Hamden School District","=""0620011""","Kindergarten",11.7
"Hamden School District","=""0620011""","Grade   1",8.1
"Hamden School District","=""0620011""","Grade   2",9.7
"Hamden School District","=""0620011""","Grade   3",6.3
"Hamden School District","=""0620011""","Grade   4",6.9
"Hamden School District","=""0620011""","Grade   5",8.6
"Hamden School District","=""0620011""","Grade   6",9.6
"Hamden School District","=""0620011""","Grade   7",11.4
"Hamden School District","=""0620011""","Grade   8",17.8
"Hamden School District","=""0620011""","Grade   9",19.8
"Hamden School District","=""0620011""","Grade 10",16.2
"Hamden School District","=""0620011""","Grade 11",20.7
"Hamden School District","=""0620011""","Grade 12",20.6
"Hampton School District","=""0630011""","Kindergarten","*"
"Hampton School District","=""0630011""","Grade   1","*"
"Hampton School District","=""0630011""","Grade   2","*"
"Hampton School District","=""0630011""","Grade   3","*"
"Hampton School District","=""0630011""","Grade   4","*"
"Hampton School District","=""0630011""","Grade   5","*"
"Hampton School District","=""0630011""","Grade   6","*"
"Hartford School District","=""0640011""","Kindergarten",27.8
"Hartford School District","=""0640011""","Grade   1",25.2
"Hartford School District","=""0640011""","Grade   2",20.1
"Hartford School District","=""0640011""","Grade   3",19.5
"Hartford School District","=""0640011""","Grade   4",16.7
"Hartford School District","=""0640011""","Grade   5",19.9
"Hartford School District","=""0640011""","Grade   6",17.5
"Hartford School District","=""0640011""","Grade   7",23.6
"Hartford School District","=""0640011""","Grade   8",20.8
"Hartford School District","=""0640011""","Grade   9",38.7
"Hartford School District","=""0640011""","Grade 10",39.5
"Hartford School District","=""0640011""","Grade 11",37.7
"Hartford School District","=""0640011""","Grade 12",38.9
"Hartland School District","=""0650011""","Kindergarten","*"
"Hartland School District","=""0650011""","Grade   1","*"
"Hartland School District","=""0650011""","Grade   2","*"
"Hartland School District","=""0650011""","Grade   3",0.0
"Hartland School District","=""0650011""","Grade   4","*"
"Hartland School District","=""0650011""","Grade   5","*"
"Hartland School District","=""0650011""","Grade   6","*"
"Hartland School District","=""0650011""","Grade   7",0.0
"Hartland School District","=""0650011""","Grade   8",0.0
"Hartland School District","=""0650011""","Grade 10","*"
"Hartland School District","=""0650011""","Grade 12","*"
"Hebron School District","=""0670011""","Kindergarten",5.9
"Hebron School District","=""0670011""","Grade   1",5.6
"Hebron School District","=""0670011""","Grade   2","*"
"Hebron School District","=""0670011""","Grade   3",4.5
"Hebron School District","=""0670011""","Grade   4","*"
"Hebron School District","=""0670011""","Grade   5","*"
"Hebron School District","=""0670011""","Grade   6","*"
"Highville Charter School District","=""2860013""","Kindergarten","*"
"Highville Charter School District","=""2860013""","Grade   1","*"
"Highville Charter School District","=""2860013""","Grade   2",0.0
"Highville Charter School District","=""2860013""","Grade   3","*"
"Highville Charter School District","=""2860013""","Grade   4","*"
"Highville Charter School District","=""2860013""","Grade   5","*"
"Highville Charter School District","=""2860013""","Grade   6","*"
"Highville Charter School District","=""2860013""","Grade   7","*"
"Highville Charter School District","=""2860013""","Grade   8","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten","*"
"Integrated Day Charter School District","=""2640013""","Grade   1","*"
"Integrated Day Charter School District","=""2640013""","Grade   2","*"
"Integrated Day Charter School District","=""2640013""","Grade   3","*"
"Integrated Day Charter School District","=""2640013""","Grade   4","*"
"Integrated Day Charter School District","=""2640013""","Grade   5",0.0
"Integrated Day Charter School District","=""2640013""","Grade   6",0.0
"Integrated Day Charter School District","=""2640013""","Grade   7","*"
"Integrated Day Charter School District","=""2640013""","Grade   8","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8",15.3
"Jumoke Academy District","=""2610013""","Kindergarten","*"
"Jumoke Academy District","=""2610013""","Grade   1","*"
"Jumoke Academy District","=""2610013""","Grade   2","*"
"Jumoke Academy District","=""2610013""","Grade   3",0.0
"Jumoke Academy District","=""2610013""","Grade   4",0.0
"Jumoke Academy District","=""2610013""","Grade   5",0.0
"Jumoke Academy District","=""2610013""","Grade   6","*"
"Jumoke Academy District","=""2610013""","Grade   7","*"
"Jumoke Academy District","=""2610013""","Grade   8","*"
"Kent School District","=""0680011""","Kindergarten","*"
"Kent School District","=""0680011""","Grade   1",0.0
"Kent School District","=""0680011""","Grade   2","*"
"Kent School District","=""0680011""","Grade   3","*"
"Kent School District","=""0680011""","Grade   4","*"
"Kent School District","=""0680011""","Grade   5","*"
"Kent School District","=""0680011""","Grade   6","*"
"Kent School District","=""0680011""","Grade   7","*"
"Kent School District","=""0680011""","Grade   8","*"
"Killingly School District","=""0690011""","Kindergarten",7.6
"Killingly School District","=""0690011""","Grade   1",8.4
"Killingly School District","=""0690011""","Grade   2",5.0
"Killingly School District","=""0690011""","Grade   3",5.1
"Killingly School District","=""0690011""","Grade   4",6.5
"Killingly School District","=""0690011""","Grade   5",11.1
"Killingly School District","=""0690011""","Grade   6",13.5
"Killingly School District","=""0690011""","Grade   7",13.7
"Killingly School District","=""0690011""","Grade   8",13.4
"Killingly School District","=""0690011""","Grade   9",28.0
"Killingly School District","=""0690011""","Grade 10",20.2
"Killingly School District","=""0690011""","Grade 11",22.0
"Killingly School District","=""0690011""","Grade 12",26.0
"Learn","=""2450014""","Kindergarten",16.0
"Learn","=""2450014""","Grade   1",6.5
"Learn","=""2450014""","Grade   2","*"
"Learn","=""2450014""","Grade   3","*"
"Learn","=""2450014""","Grade   4","*"
"Learn","=""2450014""","Grade   5","*"
"Learn","=""2450014""","Grade   6",36.7
"Learn","=""2450014""","Grade   7",51.4
"Learn","=""2450014""","Grade   8",68.0
"Learn","=""2450014""","Grade   9",11.3
"Learn","=""2450014""","Grade 10",19.7
"Learn","=""2450014""","Grade 11",39.4
"Learn","=""2450014""","Grade 12","*"
"Lebanon School District","=""0710011""","Kindergarten",8.3
"Lebanon School District","=""0710011""","Grade   1","*"
"Lebanon School District","=""0710011""","Grade   2","*"
"Lebanon School District","=""0710011""","Grade   3","*"
"Lebanon School District","=""0710011""","Grade   4","*"
"Lebanon School District","=""0710011""","Grade   5",6.6
"Lebanon School District","=""0710011""","Grade   6",6.3
"Lebanon School District","=""0710011""","Grade   7","*"
"Lebanon School District","=""0710011""","Grade   8",7.8
"Lebanon School District","=""0710011""","Grade   9",6.9
"Lebanon School District","=""0710011""","Grade 10",16.0
"Lebanon School District","=""0710011""","Grade 11",22.7
"Lebanon School District","=""0710011""","Grade 12",26.6
"Ledyard School District","=""0720011""","Kindergarten","*"
"Ledyard School District","=""0720011""","Grade   1","*"
"Ledyard School District","=""0720011""","Grade   2","*"
"Ledyard School District","=""0720011""","Grade   3","*"
"Ledyard School District","=""0720011""","Grade   4","*"
"Ledyard School District","=""0720011""","Grade   5","*"
"Ledyard School District","=""0720011""","Grade   6","*"
"Ledyard School District","=""0720011""","Grade   7",8.6
"Ledyard School District","=""0720011""","Grade   8",9.9
"Ledyard School District","=""0720011""","Grade   9",12.9
"Ledyard School District","=""0720011""","Grade 10",13.2
"Ledyard School District","=""0720011""","Grade 11",15.1
"Ledyard School District","=""0720011""","Grade 12",22.3
"Lisbon School District","=""0730011""","Kindergarten",0.0
"Lisbon School District","=""0730011""","Grade   1","*"
"Lisbon School District","=""0730011""","Grade   2","*"
"Lisbon School District","=""0730011""","Grade   3",14.6
"Lisbon School District","=""0730011""","Grade   4",0.0
"Lisbon School District","=""0730011""","Grade   5",0.0
"Lisbon School District","=""0730011""","Grade   6","*"
"Lisbon School District","=""0730011""","Grade   7","*"
"Lisbon School District","=""0730011""","Grade   8","*"
"Lisbon School District","=""0730011""","Grade   9","*"
"Lisbon School District","=""0730011""","Grade 10","*"
"Lisbon School District","=""0730011""","Grade 11","*"
"Lisbon School District","=""0730011""","Grade 12","*"
"Litchfield School District","=""0740011""","Kindergarten","*"
"Litchfield School District","=""0740011""","Grade   1","*"
"Litchfield School District","=""0740011""","Grade   2","*"
"Litchfield School District","=""0740011""","Grade   3","*"
"Litchfield School District","=""0740011""","Grade   4","*"
"Litchfield School District","=""0740011""","Grade   5","*"
"Litchfield School District","=""0740011""","Grade   6",8.9
"Litchfield School District","=""0740011""","Grade   7",6.5
"Litchfield School District","=""0740011""","Grade   8",5.8
"Litchfield School District","=""0740011""","Grade   9","*"
"Litchfield School District","=""0740011""","Grade 10",14.7
"Litchfield School District","=""0740011""","Grade 11",7.4
"Litchfield School District","=""0740011""","Grade 12",16.7
"Madison School District","=""0760011""","Kindergarten","*"
"Madison School District","=""0760011""","Grade   1","*"
"Madison School District","=""0760011""","Grade   2",4.1
"Madison School District","=""0760011""","Grade   3","*"
"Madison School District","=""0760011""","Grade   4","*"
"Madison School District","=""0760011""","Grade   5","*"
"Madison School District","=""0760011""","Grade   6",4.2
"Madison School District","=""0760011""","Grade   7",4.8
"Madison School District","=""0760011""","Grade   8",4.5
"Madison School District","=""0760011""","Grade   9",3.5
"Madison School District","=""0760011""","Grade 10",5.2
"Madison School District","=""0760011""","Grade 11",3.4
"Madison School District","=""0760011""","Grade 12",10.5
"Manchester School District","=""0770011""","Kindergarten",17.0
"Manchester School District","=""0770011""","Grade   1",11.2
"Manchester School District","=""0770011""","Grade   2",7.1
"Manchester School District","=""0770011""","Grade   3",6.1
"Manchester School District","=""0770011""","Grade   4",5.7
"Manchester School District","=""0770011""","Grade   5",7.4
"Manchester School District","=""0770011""","Grade   6",11.0
"Manchester School District","=""0770011""","Grade   7",11.8
"Manchester School District","=""0770011""","Grade   8",12.6
"Manchester School District","=""0770011""","Grade   9",34.7
"Manchester School District","=""0770011""","Grade 10",47.9
"Manchester School District","=""0770011""","Grade 11",65.7
"Manchester School District","=""0770011""","Grade 12",41.4
"Mansfield School District","=""0780011""","Kindergarten",10.6
"Mansfield School District","=""0780011""","Grade   1","*"
"Mansfield School District","=""0780011""","Grade   2","*"
"Mansfield School District","=""0780011""","Grade   3","*"
"Mansfield School District","=""0780011""","Grade   4","*"
"Mansfield School District","=""0780011""","Grade   5","*"
"Mansfield School District","=""0780011""","Grade   6",6.5
"Mansfield School District","=""0780011""","Grade   7",8.3
"Mansfield School District","=""0780011""","Grade   8",7.8
"Marlborough School District","=""0790011""","Kindergarten","*"
"Marlborough School District","=""0790011""","Grade   1","*"
"Marlborough School District","=""0790011""","Grade   2","*"
"Marlborough School District","=""0790011""","Grade   3","*"
"Marlborough School District","=""0790011""","Grade   4","*"
"Marlborough School District","=""0790011""","Grade   5",6.7
"Marlborough School District","=""0790011""","Grade   6","*"
"Meriden School District","=""0800011""","Kindergarten",20.5
"Meriden School District","=""0800011""","Grade   1",11.0
"Meriden School District","=""0800011""","Grade   2",10.0
"Meriden School District","=""0800011""","Grade   3",9.3
"Meriden School District","=""0800011""","Grade   4",8.3
"Meriden School District","=""0800011""","Grade   5",6.3
"Meriden School District","=""0800011""","Grade   6",14.8
"Meriden School District","=""0800011""","Grade   7",13.0
"Meriden School District","=""0800011""","Grade   8",16.6
"Meriden School District","=""0800011""","Grade   9",21.6
"Meriden School District","=""0800011""","Grade 10",10.7
"Meriden School District","=""0800011""","Grade 11",12.8
"Meriden School District","=""0800011""","Grade 12",2.7
"Middletown School District","=""0830011""","Kindergarten",7.9
"Middletown School District","=""0830011""","Grade   1",5.9
"Middletown School District","=""0830011""","Grade   2",5.7
"Middletown School District","=""0830011""","Grade   3",5.3
"Middletown School District","=""0830011""","Grade   4",4.8
"Middletown School District","=""0830011""","Grade   5",7.3
"Middletown School District","=""0830011""","Grade   6",9.0
"Middletown School District","=""0830011""","Grade   7",12.6
"Middletown School District","=""0830011""","Grade   8",12.6
"Middletown School District","=""0830011""","Grade   9",24.7
"Middletown School District","=""0830011""","Grade 10",18.0
"Middletown School District","=""0830011""","Grade 11",18.4
"Middletown School District","=""0830011""","Grade 12",26.4
"Milford School District","=""0840011""","Kindergarten",7.0
"Milford School District","=""0840011""","Grade   1",4.9
"Milford School District","=""0840011""","Grade   2",4.7
"Milford School District","=""0840011""","Grade   3",3.3
"Milford School District","=""0840011""","Grade   4",2.9
"Milford School District","=""0840011""","Grade   5",6.1
"Milford School District","=""0840011""","Grade   6",7.6
"Milford School District","=""0840011""","Grade   7",8.1
"Milford School District","=""0840011""","Grade   8",9.6
"Milford School District","=""0840011""","Grade   9",18.9
"Milford School District","=""0840011""","Grade 10",15.4
"Milford School District","=""0840011""","Grade 11",17.6
"Milford School District","=""0840011""","Grade 12",28.7
"Monroe School District","=""0850011""","Kindergarten",4.9
"Monroe School District","=""0850011""","Grade   1",2.9
"Monroe School District","=""0850011""","Grade   2",2.4
"Monroe School District","=""0850011""","Grade   3","*"
"Monroe School District","=""0850011""","Grade   4",3.0
"Monroe School District","=""0850011""","Grade   5",2.4
"Monroe School District","=""0850011""","Grade   6",7.6
"Monroe School District","=""0850011""","Grade   7",9.1
"Monroe School District","=""0850011""","Grade   8",8.2
"Monroe School District","=""0850011""","Grade   9",3.8
"Monroe School District","=""0850011""","Grade 10",7.8
"Monroe School District","=""0850011""","Grade 11",9.3
"Monroe School District","=""0850011""","Grade 12",13.9
"Montville School District","=""0860011""","Kindergarten",12.8
"Montville School District","=""0860011""","Grade   1",6.5
"Montville School District","=""0860011""","Grade   2",4.3
"Montville School District","=""0860011""","Grade   3",5.4
"Montville School District","=""0860011""","Grade   4",4.3
"Montville School District","=""0860011""","Grade   5",4.4
"Montville School District","=""0860011""","Grade   6","*"
"Montville School District","=""0860011""","Grade   7",7.6
"Montville School District","=""0860011""","Grade   8",10.3
"Montville School District","=""0860011""","Grade   9",10.3
"Montville School District","=""0860011""","Grade 10",9.5
"Montville School District","=""0860011""","Grade 11",11.6
"Montville School District","=""0860011""","Grade 12",17.3
"Naugatuck School District","=""0880011""","Kindergarten",10.8
"Naugatuck School District","=""0880011""","Grade   1",10.0
"Naugatuck School District","=""0880011""","Grade   2",7.3
"Naugatuck School District","=""0880011""","Grade   3",8.0
"Naugatuck School District","=""0880011""","Grade   4",8.1
"Naugatuck School District","=""0880011""","Grade   5",9.4
"Naugatuck School District","=""0880011""","Grade   6",11.2
"Naugatuck School District","=""0880011""","Grade   7",8.3
"Naugatuck School District","=""0880011""","Grade   8",12.2
"Naugatuck School District","=""0880011""","Grade   9",15.5
"Naugatuck School District","=""0880011""","Grade 10",16.6
"Naugatuck School District","=""0880011""","Grade 11",22.0
"Naugatuck School District","=""0880011""","Grade 12",25.9
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8","*"
"New Britain School District","=""0890011""","Kindergarten",29.8
"New Britain School District","=""0890011""","Grade   1",23.6
"New Britain School District","=""0890011""","Grade   2",18.8
"New Britain School District","=""0890011""","Grade   3",15.1
"New Britain School District","=""0890011""","Grade   4",13.3
"New Britain School District","=""0890011""","Grade   5",15.9
"New Britain School District","=""0890011""","Grade   6",19.2
"New Britain School District","=""0890011""","Grade   7",23.4
"New Britain School District","=""0890011""","Grade   8",27.7
"New Britain School District","=""0890011""","Grade   9",35.7
"New Britain School District","=""0890011""","Grade 10",40.2
"New Britain School District","=""0890011""","Grade 11",54.1
"New Britain School District","=""0890011""","Grade 12",44.1
"New Canaan School District","=""0900011""","Kindergarten",3.3
"New Canaan School District","=""0900011""","Grade   1",3.1
"New Canaan School District","=""0900011""","Grade   2",2.3
"New Canaan School District","=""0900011""","Grade   3",2.5
"New Canaan School District","=""0900011""","Grade   4",3.3
"New Canaan School District","=""0900011""","Grade   5",3.3
"New Canaan School District","=""0900011""","Grade   6",5.3
"New Canaan School District","=""0900011""","Grade   7",3.3
"New Canaan School District","=""0900011""","Grade   8",5.6
"New Canaan School District","=""0900011""","Grade   9",5.9
"New Canaan School District","=""0900011""","Grade 10",13.8
"New Canaan School District","=""0900011""","Grade 11",19.2
"New Canaan School District","=""0900011""","Grade 12",43.6
"New Fairfield School District","=""0910011""","Kindergarten",7.7
"New Fairfield School District","=""0910011""","Grade   1",6.0
"New Fairfield School District","=""0910011""","Grade   2",5.4
"New Fairfield School District","=""0910011""","Grade   3",3.1
"New Fairfield School District","=""0910011""","Grade   4","*"
"New Fairfield School District","=""0910011""","Grade   5",4.3
"New Fairfield School District","=""0910011""","Grade   6",6.4
"New Fairfield School District","=""0910011""","Grade   7",11.6
"New Fairfield School District","=""0910011""","Grade   8",8.5
"New Fairfield School District","=""0910011""","Grade   9",10.7
"New Fairfield School District","=""0910011""","Grade 10",15.0
"New Fairfield School District","=""0910011""","Grade 11",11.7
