"Five-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"South Windsor School District","South Windsor High School","Special Education",40,38,95.0,"*","*","*","*"
"Southington School District","Southington High School","Non-Special Education",435,430,98.9,"*","*","*","*"
"Southington School District","Southington High School","Special Education",66,54,81.8,"*","*","*","*"
"Stafford School District","Stafford High School","Non-Special Education",125,121,96.8,"*","*","*","*"
"Stafford School District","Stafford High School","Special Education",15,13,86.7,"*","*","*","*"
"Stamford Academy District","Stamford Academy","Non-Special Education",45,"*","*","*","*","*","*"
"Stamford Academy District","Stamford Academy","Special Education",10,"*","*","*","*","*","*"
"Stamford School District","Stamford High School","Non-Special Education",421,393,93.3,7,1.7,21,5.0
"Stamford School District","Stamford High School","Special Education",52,47,90.4,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-Special Education",146,145,99.3,"*","*","*","*"
"Stamford School District","The Academy of Information Technology","Special Education",19,19,100.0,"*","*","*","*"
"Stamford School District","Westhill High School","Non-Special Education",472,440,93.2,"*","*",31,6.6
"Stamford School District","Westhill High School","Special Education",57,49,86.0,"*","*",7,12.3
"Stonington School District","Stonington High School","Non-Special Education",161,158,98.1,"*","*","*","*"
"Stonington School District","Stonington High School","Special Education",9,7,77.8,"*","*","*","*"
"Stratford School District","Bunnell High School","Non-Special Education",312,307,98.4,"*","*","*","*"
"Stratford School District","Bunnell High School","Special Education",22,21,95.5,"*","*","*","*"
"Stratford School District","Stratford High School","Non-Special Education",259,245,94.6,"*","*",13,5.0
"Stratford School District","Stratford High School","Special Education",26,22,84.6,"*","*","*","*"
"Suffield School District","Suffield High School","Non-Special Education",188,184,97.9,"*","*","*","*"
"Suffield School District","Suffield High School","Special Education",25,20,80.0,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",78,"*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",6,"*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",60,58,96.7,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",10,8,80.0,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education",75,70,93.3,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education",8,7,87.5,"*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",204,193,94.6,"*","*","*","*"
"Tolland School District","Tolland High School","Special Education",19,16,84.2,"*","*","*","*"
"Torrington School District","Torrington High School","Non-Special Education",228,208,91.2,"*","*","*","*"
"Torrington School District","Torrington High School","Special Education",27,23,85.2,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-Special Education",498,491,98.6,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",51,42,82.4,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",255,229,89.8,"*","*",25,9.8
"Vernon School District","Rockville High School","Special Education",34,24,70.6,"*","*",6,17.6
"Wallingford School District","Lyman Hall High School","Non-Special Education",218,205,94.0,"*","*",12,5.5
"Wallingford School District","Lyman Hall High School","Special Education",32,26,81.3,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",197,190,96.4,"*","*",7,3.6
"Wallingford School District","Mark T. Sheehan High School","Special Education",28,26,92.9,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",343,263,76.7,"*","*",79,23.0
"Waterbury School District","Crosby High School","Special Education",49,33,67.3,"*","*",12,24.5
"Waterbury School District","John F. Kennedy High School","Non-Special Education",321,238,74.1,"*","*",83,25.9
"Waterbury School District","John F. Kennedy High School","Special Education",51,22,43.1,"*","*",24,47.1
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",109,106,97.2,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",11,11,100.0,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",291,207,71.1,"*","*",84,28.9
"Waterbury School District","Wilby High School","Special Education",72,50,69.4,"*","*",20,27.8
"Waterford School District","Waterford High School","Non-Special Education",180,172,95.6,"*","*","*","*"
"Waterford School District","Waterford High School","Special Education",17,15,88.2,"*","*","*","*"
"Watertown School District","Watertown High School","Non-Special Education",203,197,97.0,"*","*","*","*"
"Watertown School District","Watertown High School","Special Education",25,18,72.0,"*","*","*","*"
"West Hartford School District","Conard High School","Non-Special Education",313,306,97.8,"*","*",6,1.9
"West Hartford School District","Conard High School","Special Education",33,29,87.9,"*","*","*","*"
"West Hartford School District","Hall High School","Non-Special Education",336,332,98.8,"*","*","*","*"
"West Hartford School District","Hall High School","Special Education",35,31,88.6,"*","*","*","*"
"West Haven School District","West Haven High School","Non-Special Education",372,303,81.5,"*","*",65,17.5
"West Haven School District","West Haven High School","Special Education",36,23,63.9,"*","*",10,27.8
"Westbrook School District","Westbrook High School","Non-Special Education","*","*","*","*","*","*","*"
"Westbrook School District","Westbrook High School","Special Education","*","*","*","*","*","*","*"
"Weston School District","Weston High School","Non-Special Education",162,161,99.4,"*","*","*","*"
"Weston School District","Weston High School","Special Education",15,14,93.3,"*","*","*","*"
"Westport School District","Staples High School","Non-Special Education",386,384,99.5,"*","*","*","*"
"Westport School District","Staples High School","Special Education",59,58,98.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-Special Education",277,267,96.4,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Special Education",26,21,80.8,"*","*","*","*"
"Wilton School District","Wilton High School","Non-Special Education",258,258,100.0,"*","*","*","*"
"Wilton School District","Wilton High School","Special Education",36,35,97.2,"*","*","*","*"
"Windham School District","Windham High School","Non-Special Education",144,122,84.7,"*","*",20,13.9
"Windham School District","Windham High School","Special Education",22,14,63.6,"*","*",6,27.3
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",121,120,99.2,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Special Education",8,8,100.0,"*","*","*","*"
"Windsor School District","Windsor High School","Non-Special Education",252,240,95.2,"*","*","*","*"
"Windsor School District","Windsor High School","Special Education",36,34,94.4,"*","*","*","*"
"Wolcott School District","Wolcott High School","Non-Special Education",225,219,97.3,"*","*","*","*"
"Wolcott School District","Wolcott High School","Special Education",16,13,81.3,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-Special Education",255,250,98.0,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Special Education",16,16,100.0,"*","*","*","*"

