"Five-Year Graduation Rates, 2010-11"
"All Districts, All Schools, High Needs Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Suffield School District","Suffield High School","Non-High Needs",192,187,97.4,"*","*","*","*"
"The Bridge Academy District","The Bridge Academy","High Needs","*","*","*","*","*","*","*"
"The Bridge Academy District","The Bridge Academy","Non-High Needs","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","High Needs",23,17,73.9,"*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-High Needs",47,43,91.5,"*","*","*","*"
"Thomaston School District","Thomaston High School","High Needs",32,28,87.5,"*","*","*","*"
"Thomaston School District","Thomaston High School","Non-High Needs",70,68,97.1,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","High Needs",19,12,63.2,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-High Needs",75,72,96.0,"*","*","*","*"
"Tolland School District","Tolland High School","High Needs",15,13,86.7,"*","*","*","*"
"Tolland School District","Tolland High School","Non-High Needs",206,195,94.7,"*","*","*","*"
"Torrington School District","Torrington High School","High Needs",93,59,63.4,"*","*",31,33.3
"Torrington School District","Torrington High School","Non-High Needs",187,169,90.4,"*","*",16,8.6
"Trumbull School District","Trumbull High School","High Needs",57,55,96.5,"*","*","*","*"
"Trumbull School District","Trumbull High School","Non-High Needs",444,441,99.3,"*","*","*","*"
"Vernon School District","Rockville High School","High Needs",84,61,72.6,"*","*",20,23.8
"Vernon School District","Rockville High School","Non-High Needs",203,182,89.7,"*","*",21,10.3
"Wallingford School District","Lyman Hall High School","High Needs",70,59,84.3,"*","*",8,11.4
"Wallingford School District","Lyman Hall High School","Non-High Needs",228,209,91.7,"*","*",18,7.9
"Wallingford School District","Mark T. Sheehan High School","High Needs",36,26,72.2,"*","*",6,16.7
"Wallingford School District","Mark T. Sheehan High School","Non-High Needs",218,202,92.7,"*","*",15,6.9
"Waterbury School District","Crosby High School","High Needs",329,212,64.4,"*","*",114,34.7
"Waterbury School District","Crosby High School","Non-High Needs",86,60,69.8,"*","*",26,30.2
"Waterbury School District","John F. Kennedy High School","High Needs",241,163,67.6,"*","*",76,31.5
"Waterbury School District","John F. Kennedy High School","Non-High Needs",120,104,86.7,"*","*",16,13.3
"Waterbury School District","Waterbury Arts Magnet School (High)","High Needs",58,57,98.3,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-High Needs",56,55,98.2,"*","*","*","*"
"Waterbury School District","Wilby High School","High Needs",268,170,63.4,"*","*",93,34.7
"Waterbury School District","Wilby High School","Non-High Needs",76,53,69.7,"*","*",23,30.3
"Waterford School District","Waterford High School","High Needs",32,28,87.5,"*","*","*","*"
"Waterford School District","Waterford High School","Non-High Needs",237,222,93.7,"*","*","*","*"
"Watertown School District","Watertown High School","High Needs",52,38,73.1,"*","*",11,21.2
"Watertown School District","Watertown High School","Non-High Needs",193,183,94.8,"*","*",8,4.1
"West Hartford School District","Conard High School","High Needs",106,82,77.4,"*","*",20,18.9
"West Hartford School District","Conard High School","Non-High Needs",303,291,96.0,"*","*",12,4.0
"West Hartford School District","Hall High School","High Needs",95,86,90.5,"*","*","*","*"
"West Hartford School District","Hall High School","Non-High Needs",307,304,99.0,"*","*","*","*"
"West Haven School District","West Haven High School","High Needs",225,144,64.0,"*","*",79,35.1
"West Haven School District","West Haven High School","Non-High Needs",227,183,80.6,"*","*",44,19.4
"Westbrook School District","Westbrook High School","High Needs",10,8,80.0,"*","*","*","*"
"Westbrook School District","Westbrook High School","Non-High Needs",65,63,96.9,"*","*","*","*"
"Weston School District","Weston High School","High Needs",12,12,100.0,"*","*","*","*"
"Weston School District","Weston High School","Non-High Needs",180,180,100.0,"*","*","*","*"
"Westport School District","Staples High School","High Needs",53,51,96.2,"*","*","*","*"
"Westport School District","Staples High School","Non-High Needs",410,407,99.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","High Needs",60,49,81.7,"*","*",9,15.0
"Wethersfield School District","Wethersfield High School","Non-High Needs",242,233,96.3,"*","*",9,3.7
"Wilton School District","Wilton High School","High Needs",27,26,96.3,"*","*","*","*"
"Wilton School District","Wilton High School","Non-High Needs",276,276,100.0,"*","*","*","*"
"Windham School District","Windham High School","High Needs",153,88,57.5,"*","*",57,37.3
"Windham School District","Windham High School","Non-High Needs",97,85,87.6,"*","*",12,12.4
"Windsor Locks School District","Windsor Locks High School","High Needs",33,24,72.7,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Non-High Needs",98,93,94.9,"*","*","*","*"
"Windsor School District","Windsor High School","High Needs",120,98,81.7,"*","*",18,15.0
"Windsor School District","Windsor High School","Non-High Needs",227,208,91.6,"*","*",19,8.4
"Wolcott School District","Wolcott High School","High Needs",51,45,88.2,"*","*","*","*"
"Wolcott School District","Wolcott High School","Non-High Needs",174,168,96.6,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","High Needs",35,33,94.3,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-High Needs",264,251,95.1,"*","*","*","*"

