"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",06,"N",141,141,100.0,141,"*","*",52,36.9,37,26.2,"*","*","*","*",2556
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",06,"Y",26,26,100.0,26,19,73.1,"*","*",0,0.0,"*","*","*","*",2415
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",07,"N",159,159,100.0,159,33,20.8,"*","*","*","*",53,33.3,"*","*",2574
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",07,"Y",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0,2398
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"N",163,162,99.4,162,28,17.3,"*","*",42,25.9,"*","*","*","*",2603
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"Y",25,25,100.0,25,18,72.0,"*","*",0,0.0,"*","*","*","*",2460
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",03,"N",129,129,100.0,129,"*","*","*","*","*","*","*","*","*","*",2453
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",03,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",04,"N",119,117,98.3,117,24,20.5,"*","*","*","*",23,19.7,"*","*",2479
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",04,"Y",23,23,100.0,23,17,73.9,"*","*","*","*",0,0.0,"*","*",2383
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"N",107,107,100.0,107,"*","*","*","*","*","*","*","*","*","*",2531
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",06,"N",113,113,100.0,113,"*","*","*","*","*","*","*","*","*","*",2566
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",06,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",07,"N",128,126,98.4,126,21,16.7,"*","*","*","*","*","*","*","*",2559
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",07,"Y",20,20,100.0,20,13,65.0,"*","*","*","*","*","*","*","*",2454
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"N",120,118,98.3,118,"*","*","*","*","*","*","*","*","*","*",2613
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",06,"N",155,155,100.0,155,"*","*","*","*","*","*","*","*","*","*",2556
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",06,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",07,"N",143,142,99.3,142,14,9.9,"*","*","*","*",46,32.4,"*","*",2596
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",07,"Y",27,27,100.0,27,23,85.2,"*","*","*","*",0,0.0,"*","*",2420
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",08,"N",136,136,100.0,136,"*","*","*","*","*","*","*","*","*","*",2583
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",03,"N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*",2420
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",04,"N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2470
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",05,"N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2486
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",04,"N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2513
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",04,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",04,"N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",2463
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",05,"N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*",2502
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",03,"N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2473
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",05,"N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*",2506
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",03,"N",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*",2466
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",05,"N",44,44,100.0,44,"*","*","*","*","*","*","*","*","*","*",2535
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",03,"N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2431
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",04,"N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*",2539
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",03,"N",34,34,100.0,34,"*","*","*","*",13,38.2,11,32.4,24,70.6,2476
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",04,"N",38,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",04,"Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",06,"N",122,122,100.0,122,"*","*","*","*","*","*","*","*","*","*",2522
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",06,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",07,"N",139,138,99.3,138,51,37.0,49,35.5,"*","*","*","*","*","*",2508
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",07,"Y",22,22,100.0,22,14,63.6,6,27.3,"*","*","*","*","*","*",2429
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",08,"N",101,99,98.0,99,33,33.3,"*","*","*","*",10,10.1,"*","*",2538
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",08,"Y",32,31,96.9,31,26,83.9,"*","*","*","*",0,0.0,"*","*",2426
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",05,"N",263,261,99.2,261,7,2.7,44,16.9,"*","*","*","*","*","*",2576
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",05,"Y",32,32,100.0,32,19,59.4,8,25.0,"*","*","*","*","*","*",2442
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",06,"N",231,231,100.0,231,12,5.2,65,28.1,"*","*","*","*","*","*",2580
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",06,"Y",31,31,100.0,31,12,38.7,15,48.4,"*","*","*","*","*","*",2478
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",04,"N",52,52,100.0,50,"*","*","*","*","*","*","*","*","*","*",2514
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",04,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",03,"N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",2504
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",04,"N",57,57,100.0,57,"*","*","*","*","*","*","*","*","*","*",2537
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",07,"N",232,230,99.1,230,9,3.9,56,24.3,"*","*","*","*",165,71.7,2616
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",07,"Y",28,28,100.0,28,10,35.7,12,42.9,"*","*","*","*",6,21.4,2517
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",08,"N",255,255,100.0,255,"*","*",47,18.4,62,24.3,"*","*","*","*",2651
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",08,"Y",33,33,100.0,33,12,36.4,"*","*",10,30.3,"*","*","*","*",2535
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",03,"N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2518
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"N",60,60,100.0,60,"*","*","*","*","*","*","*","*","*","*",2539
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*",2476
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"Y",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"N",53,53,100.0,53,"*","*","*","*","*","*","*","*","*","*",2516
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"N",64,63,98.4,63,"*","*","*","*","*","*","*","*","*","*",2527
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"N",54,53,98.1,53,"*","*","*","*","*","*","*","*","*","*",2540
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"N",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*",2417
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"N",30,30,100.0,30,"*","*","*","*","*","*",0,0.0,"*","*",2430
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"N",21,21,100.0,21,"*","*","*","*","*","*",0,0.0,"*","*",2459
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2489
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"N",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*",2494
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"N",328,319,97.3,319,80,25.1,108,33.9,"*","*","*","*",131,41.1,2542
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"Y",62,59,95.2,59,42,71.2,11,18.6,"*","*","*","*",6,10.2,2441
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"N",348,341,98.0,341,146,42.8,90,26.4,"*","*","*","*","*","*",2535
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"Y",63,62,98.4,62,49,79.0,11,17.7,"*","*","*","*","*","*",2439
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"N",44,44,100.0,44,"*","*","*","*","*","*","*","*","*","*",2472
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2521
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*",2472
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*",2495
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"N",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*",2502
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",06,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*",2452
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"N",41,40,97.6,40,"*","*","*","*","*","*","*","*","*","*",2461
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",04,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",05,"N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2503
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",04,"N",49,48,98.0,48,"*","*","*","*","*","*","*","*","*","*",2506
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",05,"N",50,49,98.0,49,"*","*","*","*","*","*","*","*","*","*",2548
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",06,"N",44,43,97.7,43,"*","*","*","*","*","*","*","*","*","*",2566
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",06,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",03,"N",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*",2487
"Hamden School District","=""0620011""","West Woods School","=""0621411""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",04,"N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*",2536
"Hamden School District","=""0620011""","West Woods School","=""0621411""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",05,"N",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*",2556
"Hamden School District","=""0620011""","West Woods School","=""0621411""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",06,"N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2577
"Hamden School District","=""0620011""","West Woods School","=""0621411""",06,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",03,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",04,"N",65,62,95.4,62,"*","*","*","*","*","*",0,0.0,"*","*",2391
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",04,"Y",12,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",05,"N",56,56,100.0,56,"*","*","*","*",0,0.0,0,0.0,0,0.0,2384
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",05,"Y",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",06,"N",35,34,97.1,34,"*","*","*","*","*","*",0,0.0,"*","*",2397
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",06,"Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",07,"N",31,29,93.5,29,"*","*","*","*","*","*",0,0.0,"*","*",2439
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",07,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",08,"N",56,52,92.9,52,"*","*","*","*",0,0.0,0,0.0,0,0.0,2429
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",08,"Y",13,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",03,"N",43,42,97.7,42,"*","*","*","*","*","*",0,0.0,"*","*",2388
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
