"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",03,"Math","Y",33,33,100.0,33,"*","*",17,51.5,"*","*","*","*","*","*",2403
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",03,"Math","N",35,35,100.0,35,"*","*",13,37.1,"*","*","*","*","*","*",2441
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"ELA","Y",29,28,96.6,28,11,39.3,"*","*","*","*","*","*","*","*",2441
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"ELA","N",34,34,100.0,34,6,17.6,"*","*","*","*","*","*","*","*",2484
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"Math","Y",29,28,96.6,28,"*","*","*","*",11,39.3,0,0.0,11,39.3,2447
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"Math","N",34,34,100.0,34,"*","*",6,17.6,20,58.8,"*","*","*","*",2494
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"ELA","Y",30,29,96.7,29,14,48.3,"*","*",6,20.7,"*","*","*","*",2459
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"ELA","N",24,24,100.0,24,7,29.2,"*","*",11,45.8,"*","*","*","*",2502
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"Math","Y",30,30,100.0,30,7,23.3,15,50.0,"*","*","*","*",8,26.7,2486
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"Math","N",24,24,100.0,24,6,25.0,10,41.7,"*","*","*","*",8,33.3,2503
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,"ELA","Y",99,94,94.9,93,24,25.8,34,36.6,28,30.1,7,7.5,35,37.6,2554
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,"ELA","N",111,110,99.1,109,7,6.4,34,31.2,46,42.2,22,20.2,68,62.4,2609
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,"Math","Y",99,94,94.9,94,69,73.4,15,16.0,"*","*","*","*",10,10.6,2498
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,"Math","N",111,109,98.2,109,62,56.9,24,22.0,"*","*","*","*",23,21.1,2545
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"ELA","Y",36,35,97.2,35,"*","*",9,25.7,9,25.7,"*","*","*","*",2399
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"ELA","N",26,26,100.0,26,"*","*",8,30.8,10,38.5,"*","*","*","*",2457
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"Math","Y",36,36,100.0,36,20,55.6,10,27.8,"*","*","*","*",6,16.7,2384
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"Math","N",26,26,100.0,26,7,26.9,7,26.9,"*","*","*","*",12,46.2,2428
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"ELA","Y",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*",2447
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"Math","Y",37,37,100.0,37,"*","*","*","*","*","*",0,0.0,"*","*",2420
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"ELA","Y",38,38,100.0,38,"*","*","*","*",17,44.7,"*","*","*","*",2487
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"ELA","N",29,29,100.0,29,"*","*","*","*",16,55.2,"*","*","*","*",2540
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"Math","Y",38,38,100.0,38,19,50.0,"*","*","*","*",0,0.0,"*","*",2451
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"Math","N",29,29,100.0,29,11,37.9,11,37.9,"*","*","*","*","*","*",2477
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,"ELA","Y",128,124,96.9,124,46,37.1,43,34.7,"*","*","*","*",35,28.2,2481
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,"ELA","N",75,74,98.7,74,"*","*",23,31.1,29,39.2,"*","*","*","*",2537
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,"Math","Y",128,125,97.7,125,67,53.6,44,35.2,"*","*","*","*",14,11.2,2453
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,"Math","N",75,74,98.7,73,17,23.3,33,45.2,"*","*","*","*",23,31.5,2513
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,"ELA","Y",129,125,96.9,125,64,51.2,34,27.2,"*","*","*","*",27,21.6,2482
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,"ELA","N",67,66,98.5,66,"*","*",27,40.9,20,30.3,"*","*","*","*",2529
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,"Math","Y",129,125,96.9,125,85,68.0,32,25.6,8,6.4,0,0.0,8,6.4,2445
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,"Math","N",67,66,98.5,66,34,51.5,23,34.8,9,13.6,0,0.0,9,13.6,2479
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,"ELA","Y",115,113,98.3,113,57,50.4,34,30.1,"*","*","*","*",22,19.5,2495
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,"ELA","N",65,65,100.0,65,"*","*",24,36.9,24,36.9,"*","*","*","*",2565
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,"Math","Y",115,113,98.3,113,85,75.2,18,15.9,"*","*","*","*",10,8.8,2443
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,"Math","N",65,65,100.0,65,20,30.8,32,49.2,"*","*","*","*",13,20.0,2528
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"ELA","Y",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2388
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"ELA","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"Math","Y",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2377
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"Math","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"ELA","Y",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2435
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"Math","Y",27,27,100.0,27,"*","*","*","*","*","*",0,0.0,"*","*",2422
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"ELA","Y",34,31,91.2,31,"*","*","*","*","*","*","*","*","*","*",2451
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"Math","Y",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2433
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,"ELA","Y",48,44,91.7,44,"*","*","*","*",13,29.5,12,27.3,25,56.8,2600
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,"ELA","N",196,190,96.9,190,"*","*","*","*",61,32.1,117,61.6,178,93.7,2695
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,"Math","Y",48,43,89.6,43,18,41.9,12,27.9,"*","*","*","*",13,30.2,2563
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,"Math","N",196,190,96.9,190,"*","*",41,21.6,53,27.9,"*","*","*","*",2677
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"ELA","Y",60,58,96.7,58,13,22.4,19,32.8,16,27.6,10,17.2,26,44.8,2497
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"ELA","N",144,143,99.3,143,13,9.1,21,14.7,54,37.8,55,38.5,109,76.2,2553
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"Math","Y",60,58,96.7,58,20,34.5,24,41.4,"*","*","*","*",14,24.1,2482
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,"Math","N",144,143,99.3,143,"*","*",41,28.7,38,26.6,"*","*","*","*",2539
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,"ELA","Y",60,60,100.0,60,"*","*",20,33.3,22,36.7,"*","*","*","*",2514
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,"ELA","N",154,153,99.4,153,"*","*",14,9.2,73,47.7,"*","*","*","*",2603
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,"Math","Y",60,59,98.3,59,21,35.6,19,32.2,11,18.6,8,13.6,19,32.2,2506
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,"Math","N",154,153,99.4,153,6,3.9,30,19.6,53,34.6,64,41.8,117,76.5,2602
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,"ELA","Y",54,49,90.7,49,"*","*",11,22.4,16,32.7,"*","*","*","*",2515
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,"ELA","N",170,167,98.2,167,"*","*",26,15.6,86,51.5,"*","*","*","*",2611
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,"Math","Y",54,49,90.7,49,20,40.8,13,26.5,"*","*","*","*",16,32.7,2504
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,"Math","N",170,167,98.2,167,"*","*",47,28.1,51,30.5,"*","*","*","*",2599
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"ELA","Y",44,42,95.5,42,"*","*",13,31.0,11,26.2,"*","*","*","*",2525
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"ELA","N",163,161,98.8,161,"*","*",28,17.4,87,54.0,"*","*","*","*",2624
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"Math","Y",44,42,95.5,42,23,54.8,11,26.2,"*","*","*","*",8,19.0,2511
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,"Math","N",163,161,98.8,161,15,9.3,38,23.6,"*","*","*","*",108,67.1,2624
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,"ELA","Y",26,26,100.0,26,"*","*","*","*",10,38.5,"*","*","*","*",2438
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,"ELA","N",60,60,100.0,60,0,0.0,"*","*",19,31.7,"*","*","*","*",2512
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,"Math","Y",26,26,100.0,26,"*","*",11,42.3,8,30.8,"*","*","*","*",2413
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,"Math","N",60,60,100.0,60,0,0.0,"*","*",29,48.3,"*","*","*","*",2489
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,"ELA","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,"ELA","N",60,59,98.3,59,0,0.0,"*","*","*","*","*","*","*","*",2563
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,"Math","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,"Math","N",60,58,96.7,58,"*","*","*","*","*","*","*","*","*","*",2533
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,"ELA","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,"ELA","N",36,36,100.0,36,0,0.0,"*","*","*","*","*","*","*","*",2511
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,"Math","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,"Math","N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2483
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,"ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,"ELA","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2561
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,"Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,"Math","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2533
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,"ELA","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*",2522
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,"Math","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*",2516
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,"ELA","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2564
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,"Math","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2527
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,"ELA","Y",38,37,97.4,37,"*","*",12,32.4,9,24.3,"*","*","*","*",2393
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,"ELA","N",40,39,97.5,39,"*","*",12,30.8,8,20.5,"*","*","*","*",2458
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,"Math","Y",38,37,97.4,37,"*","*",12,32.4,6,16.2,"*","*","*","*",2380
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,"Math","N",40,40,100.0,40,"*","*",9,22.5,17,42.5,"*","*","*","*",2463
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,"ELA","Y",40,40,100.0,40,18,45.0,7,17.5,9,22.5,6,15.0,15,37.5,2436
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,"ELA","N",41,41,100.0,41,6,14.6,10,24.4,15,36.6,10,24.4,25,61.0,2494
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,"Math","Y",40,40,100.0,40,"*","*",14,35.0,7,17.5,"*","*","*","*",2456
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,"Math","N",41,41,100.0,41,"*","*","*","*",13,31.7,15,36.6,28,68.3,2515
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,"ELA","Y",23,23,100.0,23,"*","*","*","*",8,34.8,"*","*","*","*",2552
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,"ELA","N",45,44,97.8,44,"*","*","*","*",20,45.5,"*","*","*","*",2598
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,"Math","Y",23,23,100.0,23,12,52.2,"*","*","*","*","*","*","*","*",2528
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,"Math","N",45,44,97.8,44,13,29.5,"*","*","*","*","*","*","*","*",2585
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"ELA","Y",47,47,100.0,47,"*","*",21,44.7,9,19.1,"*","*","*","*",2465
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"ELA","N",39,39,100.0,38,"*","*",7,18.4,17,44.7,"*","*","*","*",2532
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"Math","Y",47,47,100.0,47,23,48.9,19,40.4,"*","*","*","*","*","*",2441
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,"Math","N",39,39,100.0,38,11,28.9,14,36.8,"*","*","*","*","*","*",2507
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,"ELA","Y",32,32,100.0,32,"*","*",12,37.5,8,25.0,"*","*","*","*",2487
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,"ELA","N",36,36,100.0,36,"*","*",10,27.8,13,36.1,"*","*","*","*",2566
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,"Math","Y",32,32,100.0,32,20,62.5,12,37.5,0,0.0,0,0.0,0,0.0,2446
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,"Math","N",36,36,100.0,36,12,33.3,13,36.1,"*","*","*","*",11,30.6,2514
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,"ELA","Y",41,41,100.0,41,13,31.7,"*","*",15,36.6,"*","*","*","*",2533
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,"ELA","N",37,37,100.0,37,0,0.0,"*","*",23,62.2,"*","*","*","*",2602
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,"Math","Y",41,41,100.0,41,"*","*",16,39.0,"*","*","*","*","*","*",2473
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,"Math","N",37,37,100.0,37,"*","*",18,48.6,"*","*","*","*","*","*",2559
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"ELA","Y",34,34,100.0,34,"*","*",11,32.4,10,29.4,"*","*","*","*",2522
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"ELA","N",40,40,100.0,39,"*","*",10,25.6,16,41.0,"*","*","*","*",2589
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"Math","Y",34,34,100.0,34,21,61.8,9,26.5,"*","*","*","*","*","*",2467
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,"Math","N",40,40,100.0,39,10,25.6,14,35.9,"*","*","*","*","*","*",2557
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,"ELA","Y",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,"ELA","N",20,13,65.0,13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,"Math","Y",14,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,"Math","N",20,13,65.0,13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",03,"ELA","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",03,"Math","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",05,"ELA","Y",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",05,"Math","Y",11,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",06,"ELA","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",06,"Math","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",08,"ELA","Y",15,15,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",08,"Math","Y",15,14,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",11,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",11,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",11,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",11,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,"ELA","Y",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,"ELA","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,"Math","Y",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,"Math","N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,"ELA","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,"ELA","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,"Math","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,"Math","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",08,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
