"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","M",71,71,100.0,71,26,36.6,19,26.8,19,26.8,7,9.9,26,36.6
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","F",408,394,96.6,394,43,10.9,109,27.7,110,27.9,132,33.5,242,61.4
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","M",434,420,96.8,419,61,14.6,91,21.7,111,26.5,156,37.2,267,63.7
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","F",70,70,100.0,70,"*","*",21,30.0,27,38.6,"*","*","*","*"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","M",87,86,98.9,86,"*","*","*","*",26,30.2,37,43.0,63,73.3
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","F",55,55,100.0,55,"*","*","*","*",19,34.5,18,32.7,37,67.3
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","M",67,65,97.0,65,"*","*",14,21.5,"*","*",35,53.8,"*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","F",34,34,100.0,34,"*","*","*","*",8,23.5,16,47.1,24,70.6
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","M",41,41,100.0,41,0,0.0,"*","*","*","*",23,56.1,"*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","F",42,42,100.0,42,"*","*",15,35.7,12,28.6,"*","*","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","M",44,43,97.7,43,11,25.6,"*","*",19,44.2,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","F",177,175,98.9,175,64,36.6,66,37.7,30,17.1,15,8.6,45,25.7
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","M",197,194,98.5,194,69,35.6,64,33.0,32,16.5,29,14.9,61,31.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","M","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","F",43,43,100.0,43,8,18.6,16,37.2,10,23.3,9,20.9,19,44.2
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","M",43,43,100.0,43,6,14.0,13,30.2,13,30.2,11,25.6,24,55.8
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","F",137,131,95.6,131,12,9.2,21,16.0,41,31.3,57,43.5,98,74.8
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","M",165,158,95.8,158,12,7.6,38,24.1,47,29.7,61,38.6,108,68.4
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","F",173,167,96.5,167,7,4.2,26,15.6,52,31.1,82,49.1,134,80.2
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","M",155,152,98.1,152,8,5.3,19,12.5,40,26.3,85,55.9,125,82.2
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","F",69,69,100.0,69,"*","*",15,21.7,27,39.1,21,30.4,48,69.6
"Ellington School District","=""0480011""","Center School","=""0480111""","M",57,57,100.0,57,"*","*",13,22.8,21,36.8,21,36.8,42,73.7
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","F",42,42,100.0,42,"*","*","*","*",16,38.1,12,28.6,28,66.7
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","M",42,39,92.9,39,"*","*","*","*",13,33.3,13,33.3,26,66.7
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","F",192,189,98.4,189,21,11.1,59,31.2,64,33.9,45,23.8,109,57.7
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","M",228,228,100.0,228,36,15.8,69,30.3,69,30.3,54,23.7,123,53.9
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","F",224,222,99.1,222,22,9.9,54,24.3,71,32.0,75,33.8,146,65.8
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","M",213,212,99.5,212,17,8.0,56,26.4,65,30.7,74,34.9,139,65.6
"Ellington School District","=""0480011""","Windermere School","=""0480611""","F",100,100,100.0,100,9,9.0,13,13.0,44,44.0,34,34.0,78,78.0
"Ellington School District","=""0480011""","Windermere School","=""0480611""","M",95,95,100.0,95,10,10.5,13,13.7,30,31.6,42,44.2,72,75.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","F",219,219,100.0,219,49,22.4,71,32.4,45,20.5,54,24.7,99,45.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","M",157,157,100.0,157,46,29.3,41,26.1,33,21.0,37,23.6,70,44.6
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","F",159,158,99.4,158,29,18.4,58,36.7,57,36.1,14,8.9,71,44.9
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","M",168,168,100.0,168,45,26.8,46,27.4,50,29.8,27,16.1,77,45.8
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","F",217,216,99.5,216,36,16.7,63,29.2,84,38.9,33,15.3,117,54.2
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","M",196,194,99.0,194,24,12.4,70,36.1,68,35.1,32,16.5,100,51.5
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","F",529,525,99.2,525,129,24.6,229,43.6,122,23.2,45,8.6,167,31.8
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","M",539,533,98.9,533,157,29.5,192,36.0,118,22.1,66,12.4,184,34.5
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""","M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","F",207,207,100.0,207,40,19.3,90,43.5,52,25.1,25,12.1,77,37.2
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","M",204,203,99.5,203,47,23.2,66,32.5,66,32.5,24,11.8,90,44.3
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","F",107,104,97.2,104,8,7.7,28,26.9,40,38.5,28,26.9,68,65.4
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","M",122,118,96.7,118,11,9.3,23,19.5,42,35.6,42,35.6,84,71.2
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","F",99,93,93.9,93,6,6.5,26,28.0,35,37.6,26,28.0,61,65.6
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","M",104,104,100.0,104,8,7.7,18,17.3,29,27.9,49,47.1,78,75.0
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","F",69,68,98.6,68,"*","*","*","*",32,47.1,21,30.9,53,77.9
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","M",88,88,100.0,88,"*","*","*","*",30,34.1,39,44.3,69,78.4
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","F",415,410,98.8,410,34,8.3,105,25.6,140,34.1,131,32.0,271,66.1
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","M",462,451,97.6,451,57,12.6,128,28.4,107,23.7,159,35.3,266,59.0
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","F",125,124,99.2,124,11,8.9,39,31.5,42,33.9,32,25.8,74,59.7
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","M",85,84,98.8,84,16,19.0,19,22.6,27,32.1,22,26.2,49,58.3
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","F",69,68,98.6,68,"*","*",23,33.8,22,32.4,17,25.0,39,57.4
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","M",100,99,99.0,99,"*","*",23,23.2,35,35.4,32,32.3,67,67.7
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","F",115,114,99.1,114,20,17.5,38,33.3,38,33.3,18,15.8,56,49.1
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","M",103,102,99.0,102,16,15.7,27,26.5,42,41.2,17,16.7,59,57.8
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","F",118,118,100.0,118,14,11.9,25,21.2,43,36.4,36,30.5,79,66.9
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","M",97,97,100.0,97,11,11.3,22,22.7,26,26.8,38,39.2,64,66.0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","F",108,108,100.0,108,10,9.3,30,27.8,37,34.3,31,28.7,68,63.0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","M",122,118,96.7,118,6,5.1,33,28.0,42,35.6,37,31.4,79,66.9
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","F",125,125,100.0,125,"*","*","*","*",55,44.0,34,27.2,89,71.2
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","M",139,139,100.0,139,"*","*","*","*",58,41.7,41,29.5,99,71.2
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","F",106,105,99.1,105,"*","*","*","*",44,41.9,40,38.1,84,80.0
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","M",104,103,99.0,103,"*","*","*","*",39,37.9,40,38.8,79,76.7
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","F",401,394,98.3,394,27,6.9,85,21.6,120,30.5,162,41.1,282,71.6
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","M",397,395,99.5,395,30,7.6,87,22.0,125,31.6,153,38.7,278,70.4
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","F",119,118,99.2,118,"*","*",25,21.2,42,35.6,44,37.3,86,72.9
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","M",122,122,100.0,122,"*","*",19,15.6,39,32.0,61,50.0,100,82.0
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","F",111,111,100.0,111,13,11.7,36,32.4,39,35.1,23,20.7,62,55.9
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","M",132,132,100.0,132,7,5.3,30,22.7,58,43.9,37,28.0,95,72.0
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","F",342,333,97.4,333,66,19.8,105,31.5,84,25.2,78,23.4,162,48.6
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","M",345,339,98.3,339,66,19.5,83,24.5,82,24.2,108,31.9,190,56.0
"Farmington School District","=""0520011""","East Farms School","=""0520411""","F",106,106,100.0,106,0,0.0,12,11.3,26,24.5,68,64.2,94,88.7
"Farmington School District","=""0520011""","East Farms School","=""0520411""","M",106,106,100.0,106,"*","*","*","*",35,33.0,59,55.7,94,88.7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","F",321,319,99.4,319,31,9.7,67,21.0,74,23.2,147,46.1,221,69.3
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","M",297,295,99.3,295,22,7.5,46,15.6,85,28.8,142,48.1,227,76.9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","F",77,77,100.0,77,"*","*","*","*",22,28.6,28,36.4,50,64.9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","M",70,70,100.0,70,"*","*","*","*",28,40.0,28,40.0,56,80.0
"Farmington School District","=""0520011""","Union School","=""0520111""","F",63,63,100.0,63,"*","*","*","*",25,39.7,17,27.0,42,66.7
"Farmington School District","=""0520011""","Union School","=""0520111""","M",75,75,100.0,75,"*","*","*","*",18,24.0,30,40.0,48,64.0
"Farmington School District","=""0520011""","West District School","=""0520311""","F",62,62,100.0,62,"*","*","*","*",25,40.3,27,43.5,52,83.9
"Farmington School District","=""0520011""","West District School","=""0520311""","M",71,71,100.0,71,"*","*","*","*",22,31.0,37,52.1,59,83.1
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","F",324,323,99.7,323,39,12.1,80,24.8,75,23.2,129,39.9,204,63.2
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","M",327,323,98.8,323,27,8.4,69,21.4,100,31.0,127,39.3,227,70.3
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","F",52,52,100.0,52,12,23.1,20,38.5,14,26.9,6,11.5,20,38.5
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","M",58,56,96.6,56,14,25.0,13,23.2,15,26.8,14,25.0,29,51.8
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","F",134,134,100.0,134,8,6.0,18,13.4,47,35.1,61,45.5,108,80.6
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","M",119,119,100.0,119,14,11.8,25,21.0,26,21.8,54,45.4,80,67.2
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","F",67,67,100.0,67,"*","*","*","*",13,19.4,37,55.2,50,74.6
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","M",64,64,100.0,64,"*","*","*","*",17,26.6,36,56.3,53,82.8
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","F",236,236,100.0,236,15,6.4,46,19.5,71,30.1,104,44.1,175,74.2
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","M",245,244,99.6,244,12,4.9,31,12.7,66,27.0,135,55.3,201,82.4
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","F",114,114,100.0,114,"*","*","*","*",38,33.3,60,52.6,98,86.0
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","M",110,109,99.1,109,"*","*","*","*",40,36.7,50,45.9,90,82.6
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","F",106,106,100.0,106,9,8.5,20,18.9,27,25.5,50,47.2,77,72.6
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","M",118,118,100.0,118,9,7.6,12,10.2,35,29.7,62,52.5,97,82.2
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","F",99,99,100.0,99,11,11.1,31,31.3,35,35.4,22,22.2,57,57.6
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","M",93,93,100.0,93,10,10.8,24,25.8,29,31.2,30,32.3,59,63.4
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","F",160,157,98.1,157,"*","*","*","*",52,33.1,80,51.0,132,84.1
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","M",116,115,99.1,115,"*","*","*","*",38,33.0,62,53.9,100,87.0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","F",535,534,99.8,534,47,8.8,107,20.0,162,30.3,218,40.8,380,71.2
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","M",495,493,99.6,493,53,10.8,97,19.7,123,24.9,220,44.6,343,69.6
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","F",147,144,98.0,144,14,9.7,33,22.9,52,36.1,45,31.3,97,67.4
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","M",161,159,98.8,159,25,15.7,52,32.7,40,25.2,42,26.4,82,51.6
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","F",144,142,98.6,142,9,6.3,34,23.9,35,24.6,64,45.1,99,69.7
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","M",127,126,99.2,126,9,7.1,28,22.2,38,30.2,51,40.5,89,70.6
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","F",129,129,100.0,129,"*","*","*","*",51,39.5,42,32.6,93,72.1
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","M",131,130,99.2,130,"*","*",38,29.2,"*","*",43,33.1,"*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","F",104,103,99.0,103,67,65.0,32,31.1,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""","M",106,104,98.1,104,66,63.5,23,22.1,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","F",268,265,98.9,265,55,20.8,85,32.1,71,26.8,54,20.4,125,47.2
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","M",284,281,98.9,281,45,16.0,62,22.1,78,27.8,96,34.2,174,61.9
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","F",117,117,100.0,117,16,13.7,26,22.2,39,33.3,36,30.8,75,64.1
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","M",119,118,99.2,118,16,13.6,24,20.3,45,38.1,33,28.0,78,66.1
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","F",392,391,99.7,391,18,4.6,69,17.6,89,22.8,215,55.0,304,77.7
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","M",427,426,99.8,426,36,8.5,51,12.0,73,17.1,266,62.4,339,79.6
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","F",119,119,100.0,119,18,15.1,26,21.8,32,26.9,43,36.1,75,63.0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","M",116,115,99.1,115,17,14.8,17,14.8,36,31.3,45,39.1,81,70.4
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","F",83,83,100.0,83,25,30.1,28,33.7,19,22.9,11,13.3,30,36.1
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","M",80,80,100.0,80,23,28.8,26,32.5,21,26.3,10,12.5,31,38.8
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","F",105,105,100.0,105,"*","*","*","*",33,31.4,52,49.5,85,81.0
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","M",84,84,100.0,84,"*","*","*","*",16,19.0,52,61.9,68,81.0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","F",84,84,100.0,84,16,19.0,25,29.8,21,25.0,22,26.2,43,51.2
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","M",83,83,100.0,83,13,15.7,28,33.7,20,24.1,22,26.5,42,50.6
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","F",63,63,100.0,63,10,15.9,26,41.3,18,28.6,9,14.3,27,42.9
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","M",64,64,100.0,64,13,20.3,23,35.9,11,17.2,17,26.6,28,43.8
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","F",114,114,100.0,114,"*","*","*","*",36,31.6,56,49.1,92,80.7
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","M",120,120,100.0,120,"*","*","*","*",30,25.0,58,48.3,88,73.3
"Greenwich School District","=""0570011""","North Street School","=""0570811""","F",80,80,100.0,80,"*","*","*","*",27,33.8,35,43.8,62,77.5
"Greenwich School District","=""0570011""","North Street School","=""0570811""","M",91,90,98.9,90,"*","*",21,23.3,"*","*",48,53.3,"*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","F",102,102,100.0,102,"*","*","*","*",28,27.5,53,52.0,81,79.4
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","M",105,105,100.0,105,"*","*","*","*",26,24.8,66,62.9,92,87.6
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","F",44,44,100.0,44,"*","*","*","*",15,34.1,17,38.6,32,72.7
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","M",57,55,96.5,55,"*","*","*","*",16,29.1,30,54.5,46,83.6
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","F",104,104,100.0,104,"*","*","*","*",32,30.8,53,51.0,85,81.7
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","M",125,125,100.0,125,"*","*","*","*",32,25.6,79,63.2,111,88.8
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","F",257,256,99.6,256,56,21.9,69,27.0,60,23.4,71,27.7,131,51.2
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","M",278,278,100.0,278,78,28.1,71,25.5,51,18.3,78,28.1,129,46.4
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","F",137,135,98.5,135,27,20.0,43,31.9,45,33.3,20,14.8,65,48.1
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","M",144,143,99.3,143,32,22.4,46,32.2,37,25.9,28,19.6,65,45.5
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","F",281,279,99.3,279,62,22.2,81,29.0,72,25.8,64,22.9,136,48.7
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","M",258,256,99.2,256,56,21.9,74,28.9,57,22.3,69,27.0,126,49.2
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","F",235,234,99.6,234,51,21.8,75,32.1,56,23.9,52,22.2,108,46.2
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","M",255,254,99.6,254,50,19.7,72,28.3,70,27.6,62,24.4,132,52.0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","F",74,74,100.0,74,21,28.4,27,36.5,16,21.6,10,13.5,26,35.1
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","M",91,91,100.0,91,34,37.4,29,31.9,18,19.8,10,11.0,28,30.8
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","F",62,62,100.0,62,"*","*",19,30.6,23,37.1,"*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","M",59,59,100.0,59,"*","*","*","*",17,28.8,18,30.5,35,59.3
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","F",89,89,100.0,89,30,33.7,32,36.0,19,21.3,8,9.0,27,30.3
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","M",80,80,100.0,80,29,36.3,21,26.3,23,28.8,7,8.8,30,37.5
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","F",63,63,100.0,63,12,19.0,21,33.3,16,25.4,14,22.2,30,47.6
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","M",61,61,100.0,61,8,13.1,21,34.4,17,27.9,15,24.6,32,52.5
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","F",92,92,100.0,92,13,14.1,26,28.3,27,29.3,26,28.3,53,57.6
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","M",94,94,100.0,94,10,10.6,25,26.6,33,35.1,26,27.7,59,62.8
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","F",71,71,100.0,71,"*","*",25,35.2,20,28.2,13,18.3,33,46.5
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","M",68,68,100.0,68,"*","*",15,22.1,25,36.8,19,27.9,44,64.7
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","F",68,66,97.1,66,"*","*","*","*",27,40.9,16,24.2,43,65.2
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","M",46,46,100.0,46,"*","*","*","*",22,47.8,12,26.1,34,73.9
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","F",229,227,99.1,227,87,38.3,76,33.5,50,22.0,14,6.2,64,28.2
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","M",206,204,99.0,204,84,41.2,68,33.3,38,18.6,14,6.9,52,25.5
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","F",273,272,99.6,272,34,12.5,68,25.0,88,32.4,82,30.1,170,62.5
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","M",284,283,99.6,283,16,5.7,64,22.6,83,29.3,120,42.4,203,71.7
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","F",65,65,100.0,64,8,12.5,17,26.6,19,29.7,20,31.3,39,60.9
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","M",76,76,100.0,74,15,20.3,11,14.9,20,27.0,28,37.8,48,64.9
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","F",42,42,100.0,42,"*","*","*","*",14,33.3,16,38.1,30,71.4
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","M",69,69,100.0,69,"*","*","*","*",24,34.8,30,43.5,54,78.3
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","F",277,276,99.6,276,24,8.7,68,24.6,69,25.0,115,41.7,184,66.7
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","M",271,270,99.6,270,16,5.9,57,21.1,75,27.8,122,45.2,197,73.0
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","F",61,61,100.0,61,"*","*","*","*",16,26.2,37,60.7,53,86.9
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","M",58,58,100.0,58,"*","*","*","*",15,25.9,37,63.8,52,89.7
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","F",77,77,100.0,77,"*","*","*","*",26,33.8,32,41.6,58,75.3
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","M",73,73,100.0,73,"*","*","*","*",21,28.8,36,49.3,57,78.1
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","F",130,129,99.2,129,22,17.1,40,31.0,43,33.3,24,18.6,67,51.9
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","M",130,127,97.7,127,30,23.6,37,29.1,34,26.8,26,20.5,60,47.2
"Hamden School District","=""0620011""","Church Street School","=""0620211""","F",75,75,100.0,75,40,53.3,22,29.3,"*","*","*","*",13,17.3
"Hamden School District","=""0620011""","Church Street School","=""0620211""","M",85,85,100.0,85,42,49.4,25,29.4,"*","*","*","*",18,21.2
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","F",68,68,100.0,68,19,27.9,25,36.8,16,23.5,8,11.8,24,35.3
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","M",85,85,100.0,85,31,36.5,28,32.9,13,15.3,13,15.3,26,30.6
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","F",401,385,96.0,385,141,36.6,112,29.1,86,22.3,46,11.9,132,34.3
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","M",400,396,99.0,396,176,44.4,108,27.3,64,16.2,48,12.1,112,28.3
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","F",85,85,100.0,85,36,42.4,35,41.2,"*","*","*","*",14,16.5
