"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",04,"Y",45,45,100.0,45,"*","*",19,42.2,7,15.6,"*","*","*","*",2428
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",04,"N",25,25,100.0,25,"*","*",8,32.0,10,40.0,"*","*","*","*",2501
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",05,"Y",34,34,100.0,34,16,47.1,"*","*","*","*","*","*","*","*",2479
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",05,"N",20,20,100.0,20,7,35.0,"*","*","*","*","*","*","*","*",2495
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",03,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",03,"N",45,45,100.0,45,0,0.0,"*","*","*","*","*","*","*","*",2506
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",04,"N",57,57,100.0,57,0,0.0,"*","*","*","*","*","*","*","*",2583
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",05,"N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*",2594
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",03,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",03,"N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2497
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",04,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",04,"N",44,44,100.0,44,"*","*","*","*","*","*","*","*","*","*",2519
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",05,"Y",29,29,100.0,29,"*","*",9,31.0,"*","*","*","*","*","*",2473
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",05,"N",27,27,100.0,27,"*","*",6,22.2,"*","*","*","*","*","*",2559
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",03,"Y",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2426
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",03,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",04,"Y",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*",2447
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",04,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",05,"Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2484
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",03,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",03,"N",70,70,100.0,70,"*","*","*","*","*","*","*","*","*","*",2511
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",04,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",04,"N",57,57,100.0,57,0,0.0,"*","*","*","*","*","*","*","*",2557
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",05,"Y",20,20,100.0,20,"*","*",7,35.0,"*","*","*","*","*","*",2501
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",05,"N",55,55,100.0,55,"*","*",6,10.9,"*","*","*","*","*","*",2593
"Greenwich School District","=""0570011""","North Street School","=""0570811""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",04,"N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*",2554
"Greenwich School District","=""0570011""","North Street School","=""0570811""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",05,"N",50,50,100.0,50,"*","*","*","*","*","*","*","*","*","*",2588
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",03,"N",59,59,100.0,59,0,0.0,"*","*","*","*","*","*","*","*",2533
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",05,"N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2580
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",03,"N",36,35,97.2,35,0,0.0,"*","*","*","*","*","*","*","*",2499
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",03,"N",67,67,100.0,67,"*","*","*","*","*","*","*","*","*","*",2540
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",04,"N",65,65,100.0,65,0,0.0,"*","*","*","*","*","*","*","*",2552
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",05,"N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*",2591
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",06,"Y",78,78,100.0,78,32,41.0,30,38.5,"*","*","*","*",16,20.5,2485
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",06,"N",89,89,100.0,89,"*","*",28,31.5,25,28.1,"*","*","*","*",2577
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",07,"Y",75,75,100.0,75,33,44.0,21,28.0,10,13.3,11,14.7,21,28.0,2502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",07,"N",105,105,100.0,105,17,16.2,24,22.9,22,21.0,42,40.0,64,61.0,2591
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"Y",80,80,100.0,80,38,47.5,18,22.5,9,11.3,15,18.8,24,30.0,2518
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"N",108,107,99.1,107,8,7.5,19,17.8,33,30.8,47,43.9,80,74.8,2633
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",03,"Y",51,50,98.0,50,"*","*",15,30.0,22,44.0,"*","*","*","*",2419
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",03,"N",88,88,100.0,88,"*","*",28,31.8,30,34.1,"*","*","*","*",2462
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",04,"Y",62,62,100.0,62,24,38.7,23,37.1,"*","*","*","*",15,24.2,2440
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",04,"N",80,78,97.5,78,"*","*",23,29.5,20,25.6,"*","*","*","*",2481
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"Y",61,61,100.0,61,26,42.6,18,29.5,9,14.8,8,13.1,17,27.9,2469
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"N",63,63,100.0,63,7,11.1,13,20.6,22,34.9,21,33.3,43,68.3,2548
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",06,"Y",63,63,100.0,63,"*","*",25,39.7,14,22.2,"*","*","*","*",2506
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",06,"N",68,68,100.0,68,"*","*",15,22.1,18,26.5,"*","*","*","*",2583
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",07,"Y",71,70,98.6,70,27,38.6,24,34.3,11,15.7,8,11.4,19,27.1,2511
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",07,"N",77,76,98.7,76,7,9.2,27,35.5,26,34.2,16,21.1,42,55.3,2575
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"Y",65,63,96.9,63,19,30.2,21,33.3,13,20.6,10,15.9,23,36.5,2552
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,"N",71,71,100.0,71,8,11.3,12,16.9,16,22.5,35,49.3,51,71.8,2634
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",06,"Y",69,68,98.6,68,24,35.3,25,36.8,13,19.1,6,8.8,19,27.9,2496
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",06,"N",106,106,100.0,106,8,7.5,35,33.0,33,31.1,30,28.3,63,59.4,2572
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",07,"Y",75,74,98.7,74,27,36.5,22,29.7,14,18.9,11,14.9,25,33.8,2523
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",07,"N",95,95,100.0,95,10,10.5,17,17.9,33,34.7,35,36.8,68,71.6,2604
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",08,"Y",51,51,100.0,51,20,39.2,17,33.3,"*","*","*","*",14,27.5,2527
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",08,"N",94,94,100.0,94,"*","*",31,33.0,24,25.5,"*","*","*","*",2602
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",03,"Y",43,43,100.0,43,"*","*","*","*",7,16.3,"*","*","*","*",2392
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",03,"N",20,20,100.0,20,"*","*","*","*",9,45.0,"*","*","*","*",2458
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",04,"Y",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2428
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",04,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",05,"Y",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2463
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",05,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",03,"N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2480
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",04,"Y",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2472
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",04,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",05,"N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*",2559
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",03,"Y",44,44,100.0,44,"*","*","*","*","*","*",0,0.0,"*","*",2383
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",03,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",04,"Y",30,30,100.0,30,"*","*","*","*","*","*",0,0.0,"*","*",2423
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",04,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",05,"Y",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2457
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",05,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",03,"Y",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*",2443
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",03,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",04,"Y",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*",2479
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",04,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",03,"Y",28,28,100.0,28,"*","*",9,32.1,7,25.0,"*","*","*","*",2406
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",03,"N",40,40,100.0,40,"*","*",11,27.5,15,37.5,"*","*","*","*",2478
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",04,"N",56,56,100.0,56,0,0.0,"*","*","*","*","*","*","*","*",2543
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",05,"Y",23,23,100.0,23,"*","*",10,43.5,"*","*","*","*","*","*",2489
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",05,"N",29,29,100.0,29,"*","*",10,34.5,"*","*","*","*","*","*",2547
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",03,"Y",31,31,100.0,31,"*","*","*","*",6,19.4,"*","*","*","*",2392
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",03,"N",21,21,100.0,21,"*","*","*","*",10,47.6,"*","*","*","*",2455
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",04,"Y",25,25,100.0,25,"*","*","*","*",7,28.0,8,32.0,15,60.0,2507
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",04,"N",24,24,100.0,24,0,0.0,"*","*",13,54.2,9,37.5,22,91.7,2541
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",05,"Y",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*",2502
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",05,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",03,"N",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*",2482
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",04,"Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",04,"N",28,28,100.0,28,0,0.0,"*","*","*","*","*","*","*","*",2532
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"N",23,22,95.7,22,"*","*","*","*","*","*","*","*","*","*",2555
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",06,"Y",83,83,100.0,83,40,48.2,24,28.9,14,16.9,"*","*","*","*",2481
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",06,"N",58,58,100.0,58,7,12.1,19,32.8,27,46.6,"*","*","*","*",2548
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",07,"Y",109,108,99.1,108,57,52.8,35,32.4,12,11.1,"*","*","*","*",2471
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",07,"N",52,52,100.0,52,8,15.4,20,38.5,20,38.5,"*","*","*","*",2553
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",08,"Y",83,81,97.6,81,43,53.1,33,40.7,"*","*","*","*","*","*",2485
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",08,"N",50,49,98.0,49,16,32.7,13,26.5,"*","*","*","*","*","*",2554
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",05,"Y",50,50,100.0,50,"*","*",15,30.0,8,16.0,"*","*","*","*",2468
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",05,"N",245,243,99.2,243,"*","*",37,15.2,78,32.1,"*","*","*","*",2581
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",06,"Y",54,54,100.0,54,14,25.9,24,44.4,"*","*","*","*",16,29.6,2512
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",06,"N",208,208,100.0,208,"*","*",56,26.9,73,35.1,"*","*","*","*",2582
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",03,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",03,"N",61,61,100.0,60,"*","*","*","*","*","*","*","*","*","*",2499
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",04,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",04,"N",50,50,100.0,48,"*","*","*","*","*","*","*","*","*","*",2518
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",03,"N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2509
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",04,"N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*",2538
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",07,"Y",43,43,100.0,43,11,25.6,19,44.2,6,14.0,7,16.3,13,30.2,2541
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",07,"N",217,215,99.1,215,8,3.7,49,22.8,66,30.7,92,42.8,158,73.5,2618
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",08,"Y",55,55,100.0,55,15,27.3,13,23.6,17,30.9,10,18.2,27,49.1,2566
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",08,"N",233,233,100.0,233,6,2.6,44,18.9,55,23.6,128,54.9,183,78.5,2655
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",03,"N",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*",2520
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",04,"N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*",2568
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",03,"N",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*",2503
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",04,"N",53,53,100.0,53,"*","*","*","*","*","*","*","*","*","*",2544
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"Y",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",03,"N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*",2490
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",04,"N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*",2527
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"Y",22,22,100.0,22,"*","*",9,40.9,"*","*","*","*","*","*",2446
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",05,"N",52,51,98.1,51,"*","*",16,31.4,"*","*","*","*","*","*",2543
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"Y",27,27,100.0,27,"*","*","*","*",0,0.0,0,0.0,0,0.0,2452
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",06,"N",41,40,97.6,40,"*","*",16,40.0,13,32.5,"*","*","*","*",2555
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"Y",40,40,100.0,40,"*","*","*","*","*","*",0,0.0,"*","*",2441
"Hamden School District","=""0620011""","Church Street School","=""0620211""",04,"N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"Y",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2420
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",03,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",04,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"Y",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2467
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",05,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2434
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",06,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"Y",192,185,96.4,185,93,50.3,52,28.1,29,15.7,11,5.9,40,21.6,2482
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",07,"N",198,193,97.5,193,29,15.0,67,34.7,57,29.5,40,20.7,97,50.3,2568
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"Y",210,205,97.6,205,130,63.4,52,25.4,16,7.8,7,3.4,23,11.2,2477
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",08,"N",201,198,98.5,198,65,32.8,49,24.7,48,24.2,36,18.2,84,42.4,2564
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"Y","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"Y",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*",2445
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",04,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"Y",36,36,100.0,36,"*","*",14,38.9,"*","*",0,0.0,"*","*",2435
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",05,"N",21,21,100.0,21,"*","*",11,52.4,"*","*","*","*","*","*",2484
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"Y",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*",2482
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",06,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"Y",29,29,100.0,29,"*","*","*","*",6,20.7,"*","*","*","*",2406
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",03,"N",20,20,100.0,20,"*","*","*","*",11,55.0,"*","*","*","*",2475
